id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2822692033,172,1,1,24,19,83cpn99fh7ulkwe8nezy8a3mx,1,3.5,44.2,2025-06-15T00:31:02.128Z,2025-06-15T00:31:05Z,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,,5771400893,124,,5771400897,140,65.6,5771400895,56,Center,5771400909,74,,5771400903,213,6.25,5771400905,1,,5771400899,141,40.7,5771400901,212,65.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692037,173,44,1,24,22,83cpn99fh7ulkwe8nezy8a3mx,1,68.6,44.0,2025-06-15T00:31:04.920Z,2025-06-15T00:58:04Z,35bpd9cmuep6cqczngaqpc19m,P. Goodrum,,,5771400929,286,,5771400927,56,Center,5771400971,233,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692039,187,44,1,24,22,c9xffml4i7ihblp1qhus9w3fu,0,31.4,56.0,2025-06-15T00:31:04.921Z,2025-06-15T00:58:04Z,9etod4kwf9f5ye7jzc5ez0e3u,E. Laszo,,,5771400945,285,,5771400979,233,173,5771400943,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692047,174,1,1,24,22,83cpn99fh7ulkwe8nezy8a3mx,0,65.6,40.7,2025-06-15T00:31:05.031Z,2025-06-15T00:31:07Z,35bpd9cmuep6cqczngaqpc19m,P. Goodrum,,,5771400997,140,75.3,5771400993,56,Center,5771400987,3,,5771401009,213,0.42,5771401005,212,11.1,5771400989,168,,5771401001,141,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692069,189,1,1,24,24,c9xffml4i7ihblp1qhus9w3fu,1,27.5,31.9,2025-06-15T00:31:07.195Z,2025-06-15T00:31:12Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5771401137,213,4.94,5771401131,140,29.7,5771401135,212,10.2,5771401133,141,17.3,5771401129,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692079,190,1,1,24,29,c9xffml4i7ihblp1qhus9w3fu,1,35.4,16.4,2025-06-15T00:31:12.422Z,2025-06-15T00:31:15Z,cbjd834y2hdx5jr3bda1zz6ga,E. Centeno,,,5771401173,140,24.0,5771401177,212,14.1,5771401171,56,Back,5771401181,213,2.59,5771401175,141,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692105,191,1,1,24,32,c9xffml4i7ihblp1qhus9w3fu,1,24.0,27.3,2025-06-15T00:31:15.734Z,2025-06-15T00:31:19Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5771401291,56,Back,5771401297,212,18.3,5771401295,141,5.2,5771401293,140,33.9,5771401299,213,5.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692117,192,1,1,24,36,c9xffml4i7ihblp1qhus9w3fu,1,55.1,12.0,2025-06-15T00:31:19.766Z,2025-06-15T00:31:22Z,cbjd834y2hdx5jr3bda1zz6ga,E. Centeno,,,5771401359,213,1.19,5771401353,140,58.9,5771401351,56,Center,5771401357,212,10.8,5771401355,141,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692121,193,50,1,24,38,c9xffml4i7ihblp1qhus9w3fu,1,64.9,28.6,2025-06-15T00:31:21.782Z,2025-06-15T00:57:29Z,dglf4uhg5wnc68cg8ijovfmy1,T. Preston,,,5771401367,286,,5771401377,233,175,5771401365,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692123,175,7,1,24,38,83cpn99fh7ulkwe8nezy8a3mx,1,35.1,71.4,2025-06-15T00:31:21.783Z,2025-06-15T00:57:28Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,,5771401369,56,Back,5771401371,285,,5771401373,233,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692125,176,1,1,24,40,83cpn99fh7ulkwe8nezy8a3mx,1,25.5,55.7,2025-06-15T00:31:23.335Z,2025-06-15T00:31:24Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5771401393,141,61.2,5771401391,140,28.9,5771401397,213,0.81,5771401395,212,5.2,5771401389,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692147,178,1,1,24,44,83cpn99fh7ulkwe8nezy8a3mx,0,44.2,30.1,2025-06-15T00:31:27.119Z,2025-06-15T00:31:27Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,,5771401473,56,Back,5771401479,212,4.4,5771401477,141,25.1,5771401481,213,4.04,5771401475,140,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692145,194,61,1,24,44,c9xffml4i7ihblp1qhus9w3fu,1,60.7,69.1,2025-06-15T00:31:27.188Z,2025-06-15T00:31:27Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5771401461,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692187,179,5,1,24,47,83cpn99fh7ulkwe8nezy8a3mx,1,39.3,-1.2,2025-06-15T00:31:30.760Z,2025-06-15T01:06:38Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,,5771401621,233,195,5771401591,347,,5771401589,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692159,195,5,1,24,47,c9xffml4i7ihblp1qhus9w3fu,0,60.7,101.2,2025-06-15T00:31:30.760Z,2025-06-15T01:06:38Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5771401559,347,,5771401557,56,Left,5771401637,233,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692197,180,1,1,24,50,83cpn99fh7ulkwe8nezy8a3mx,1,41.8,0.0,2025-06-15T00:31:33.031Z,2025-06-15T00:31:35Z,aomjkj5s52jkzgk3ljsz0osiy,E. Perez,,,5771401665,56,Back,5771401675,1,,5771401667,140,23.9,5771401671,212,21.4,5771401673,213,2.64,5771401663,107,,5771401669,141,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692207,181,1,1,24,52,83cpn99fh7ulkwe8nezy8a3mx,1,23.9,14.5,2025-06-15T00:31:35.215Z,2025-06-15T00:31:38Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5771401741,212,18.6,5771401739,141,41.8,5771401737,140,24.5,5771401735,56,Back,5771401743,213,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692241,182,1,1,24,55,83cpn99fh7ulkwe8nezy8a3mx,1,26.6,51.3,2025-06-15T00:31:38.450Z,2025-06-15T00:31:47Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5771401929,141,82.2,5771401933,213,0.93,5771401925,56,Back,5771401927,140,41.6,5771401931,212,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692251,183,1,1,25,4,83cpn99fh7ulkwe8nezy8a3mx,1,43.3,59.4,2025-06-15T00:31:47.415Z,2025-06-15T00:31:53Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5771402011,141,36.2,5771402015,213,3.88,5771402007,56,Back,5771402013,212,23.4,5771402009,140,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692257,184,1,1,25,10,83cpn99fh7ulkwe8nezy8a3mx,1,27.3,36.1,2025-06-15T00:31:53.160Z,2025-06-15T00:31:54Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5771402049,140,41.3,5771402053,212,15.1,5771402051,141,30.8,5771402055,213,6.04,5771402047,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692261,185,1,1,25,11,83cpn99fh7ulkwe8nezy8a3mx,1,41.3,30.8,2025-06-15T00:31:54.063Z,2025-06-15T00:32:55Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5771402083,212,7.2,5771402081,141,37.0,5771402085,213,2.51,5771402077,56,Back,5771402079,140,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692283,186,1,1,25,13,83cpn99fh7ulkwe8nezy8a3mx,1,35.8,37.0,2025-06-15T00:31:56.695Z,2025-06-15T00:31:57Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5771402209,141,24.5,5771402213,213,4.42,5771402211,212,8.9,5771402205,56,Back,5771402207,140,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692289,187,1,1,25,14,83cpn99fh7ulkwe8nezy8a3mx,1,33.4,24.5,2025-06-15T00:31:57.831Z,2025-06-15T00:31:59Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5771402233,56,Back,5771402241,213,0.21,5771402235,140,40.4,5771402237,141,26.8,5771402239,212,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692311,188,1,1,25,16,83cpn99fh7ulkwe8nezy8a3mx,1,40.4,26.8,2025-06-15T00:31:59.271Z,2025-06-15T00:32:05Z,486r7pszrdk085ot7cy2008dm,E. Davila,,,5771402349,212,14.1,5771402351,213,4.14,5771402341,56,Back,5771402347,141,9.4,5771402343,140,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692321,189,1,1,25,22,83cpn99fh7ulkwe8nezy8a3mx,0,32.3,8.2,2025-06-15T00:32:05.848Z,2025-06-15T00:32:06Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5771402383,212,35.2,5771402385,213,0.05,5771402377,56,Right,5771402381,141,10.6,5771402387,1,,5771402379,140,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692333,198,1,1,25,25,c9xffml4i7ihblp1qhus9w3fu,1,37.2,86.3,2025-06-15T00:32:07.989Z,2025-06-15T00:32:08Z,beq6yluq1raxsrvxo77qlrf56,S. Turnbull,,,5771402433,56,Back,5771402441,213,0.19,5771402435,140,46.4,5771402437,141,89.1,5771402439,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692351,200,1,1,25,26,c9xffml4i7ihblp1qhus9w3fu,1,46.4,89.1,2025-06-15T00:32:08.957Z,2025-06-15T00:32:12Z,272w5ezobn1o53b3yxnbgjckq,K. Hernández-Foster,,,5771402527,213,4.70,5771402521,140,46.3,5771402525,212,8.8,5771402523,141,76.1,5771402519,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692365,201,1,1,25,29,c9xffml4i7ihblp1qhus9w3fu,1,46.3,76.1,2025-06-15T00:32:12.269Z,2025-06-15T00:32:14Z,beq6yluq1raxsrvxo77qlrf56,S. Turnbull,,,5771402599,212,11.3,5771402597,141,60.6,5771402601,213,4.35,5771402595,140,42.5,5771402593,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692387,202,1,1,25,32,c9xffml4i7ihblp1qhus9w3fu,1,51.1,49.1,2025-06-15T00:32:14.863Z,2025-06-15T00:32:18Z,9etod4kwf9f5ye7jzc5ez0e3u,E. Laszo,,,5771402715,212,29.2,5771402717,213,5.12,5771402711,140,62.2,5771402713,141,9.7,5771402709,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692415,203,1,1,25,36,c9xffml4i7ihblp1qhus9w3fu,1,60.0,9.8,2025-06-15T00:32:19.517Z,2025-06-15T00:32:23Z,cbjd834y2hdx5jr3bda1zz6ga,E. Centeno,,,5771402857,141,26.8,5771402855,140,34.9,5771402853,56,Back,5771402859,212,28.8,5771402861,213,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692427,204,1,1,25,40,c9xffml4i7ihblp1qhus9w3fu,1,34.9,26.8,2025-06-15T00:32:23.301Z,2025-06-15T00:32:26Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5771402957,212,17.2,5771402951,56,Back,5771402955,141,51.9,5771402953,140,37.1,5771402959,213,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692437,205,1,1,25,43,c9xffml4i7ihblp1qhus9w3fu,1,37.1,51.9,2025-06-15T00:32:26.493Z,2025-06-15T00:32:30Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,,5771403019,140,49.8,5771403023,212,25.7,5771403025,213,1.03,5771403021,141,84.2,5771403017,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692441,206,1,1,25,47,c9xffml4i7ihblp1qhus9w3fu,1,41.6,80.6,2025-06-15T00:32:29.901Z,2025-06-15T00:32:31Z,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,5771403047,56,Back,5771403051,141,61.1,5771403055,213,4.34,5771403053,212,14.3,5771403049,140,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692459,207,1,1,25,48,c9xffml4i7ihblp1qhus9w3fu,1,36.6,61.1,2025-06-15T00:32:31.141Z,2025-06-15T00:32:35Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,,5771403137,141,28.5,5771403139,212,22.9,5771403135,140,31.2,5771403141,213,4.46,5771403133,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692461,208,1,1,25,52,c9xffml4i7ihblp1qhus9w3fu,0,35.2,29.1,2025-06-15T00:32:35.253Z,2025-06-15T00:32:37Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5771403203,286,,5771403157,56,Back,5771403155,155,,5771403199,233,190,5771403165,213,6.18,5771403161,141,28.6,5771403159,140,38.4,5771403163,212,3.4,5771403197,236,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692467,190,74,1,25,52,83cpn99fh7ulkwe8nezy8a3mx,1,65.3,89.1,2025-06-15T00:32:35.254Z,2025-06-15T00:57:31Z,3hb6yji6u8ftefif91lfrbtre,J. Wilson,,,5771403235,233,208,5771403187,56,Left,5771403189,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692475,191,5,1,25,54,83cpn99fh7ulkwe8nezy8a3mx,0,66.4,101.0,2025-06-15T00:32:37.182Z,2025-06-15T01:06:39Z,3hb6yji6u8ftefif91lfrbtre,J. Wilson,,,5771403267,56,Left,5771403269,347,,5771403897,233,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692575,209,5,1,25,54,c9xffml4i7ihblp1qhus9w3fu,1,33.6,-1.0,2025-06-15T00:32:37.182Z,2025-06-15T01:06:38Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5771403889,347,,5771403893,233,191,5771403887,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692589,210,1,1,26,19,c9xffml4i7ihblp1qhus9w3fu,0,41.2,0.0,2025-06-15T00:33:02.828Z,2025-06-15T00:33:05Z,cbjd834y2hdx5jr3bda1zz6ga,E. Centeno,,,5771403963,107,,5771403973,213,0.44,5771403971,212,28.1,5771403969,141,16.2,5771403967,140,65.4,5771403975,1,,5771403965,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692623,193,1,1,26,24,83cpn99fh7ulkwe8nezy8a3mx,1,35.1,88.4,2025-06-15T00:33:07.470Z,2025-06-15T00:33:11Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5771404161,213,4.25,5771404159,212,16.8,5771404153,56,Back,5771404155,140,28.0,5771404157,141,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692629,194,1,1,26,28,83cpn99fh7ulkwe8nezy8a3mx,0,28.6,57.2,2025-06-15T00:33:11.721Z,2025-06-15T00:33:12Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5771404189,213,5.88,5771404191,1,,5771404183,140,63.8,5771404181,56,Center,5771404187,212,40.3,5771404185,141,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692669,212,1,1,26,32,c9xffml4i7ihblp1qhus9w3fu,1,35.2,61.2,2025-06-15T00:33:15.644Z,2025-06-15T00:33:16Z,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,5771404351,212,16.4,5771404347,140,49.3,5771404353,213,0.44,5771404349,141,71.5,5771404345,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692701,213,1,1,26,33,c9xffml4i7ihblp1qhus9w3fu,1,49.3,71.5,2025-06-15T00:33:16.684Z,2025-06-15T00:33:21Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5771404501,140,62.4,5771404507,213,0.89,5771404505,212,21.8,5771404503,141,96.3,5771404499,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692737,214,1,1,26,38,c9xffml4i7ihblp1qhus9w3fu,1,69.0,93.2,2025-06-15T00:33:21.548Z,2025-06-15T00:33:27Z,beq6yluq1raxsrvxo77qlrf56,S. Turnbull,,,5771404663,56,Left,5771404665,140,65.0,5771404669,212,6.0,5771404667,141,86.9,5771404671,213,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692749,215,1,1,26,44,c9xffml4i7ihblp1qhus9w3fu,1,68.9,77.8,2025-06-15T00:33:27.772Z,2025-06-15T00:33:29Z,e6uww9a9ssp0n20ksoolesa8l,E. Martínez,,,5771404739,140,61.6,5771404745,213,4.09,5771404741,141,62.0,5771404743,212,13.2,5771404737,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692767,216,1,1,26,46,c9xffml4i7ihblp1qhus9w3fu,1,61.6,62.0,2025-06-15T00:33:29.324Z,2025-06-15T00:33:34Z,9etod4kwf9f5ye7jzc5ez0e3u,E. Laszo,,,5771404895,140,62.6,5771404901,213,4.75,5771404899,212,29.4,5771404897,141,18.8,5771404893,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692777,217,1,1,26,51,c9xffml4i7ihblp1qhus9w3fu,1,62.6,15.3,2025-06-15T00:33:34.844Z,2025-06-15T00:33:38Z,5uv1a9rj5wot3wcgefjoxhkdm,J. Rufe,,,5771404971,213,2.73,5771404967,141,30.0,5771404969,212,24.8,5771404965,140,41.0,5771404963,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692849,218,1,1,26,55,c9xffml4i7ihblp1qhus9w3fu,1,41.0,30.0,2025-06-15T00:33:38.556Z,2025-06-15T00:33:52Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,,5771405325,56,Back,5771405331,212,23.0,5771405327,140,28.6,5771405333,213,2.17,5771405329,141,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692859,219,1,1,27,9,c9xffml4i7ihblp1qhus9w3fu,1,28.4,62.3,2025-06-15T00:33:52.435Z,2025-06-15T00:33:53Z,2ig362xub2syd45v3usgymbkk,F. Delgado,,,5771405369,140,27.6,5771405373,212,15.5,5771405371,141,39.5,5771405367,56,Back,5771405375,213,4.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692877,220,1,1,27,10,c9xffml4i7ihblp1qhus9w3fu,1,27.6,39.5,2025-06-15T00:33:53.067Z,2025-06-15T00:33:56Z,3yd4f60qwxrbs2rch6uobxqsp,P. Kavita,,,5771405451,213,2.34,5771405449,212,13.9,5771405443,56,Back,5771405445,140,18.4,5771405447,141,54.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692879,221,1,1,27,13,c9xffml4i7ihblp1qhus9w3fu,1,18.4,54.3,2025-06-15T00:33:56.643Z,2025-06-15T00:33:58Z,2ig362xub2syd45v3usgymbkk,F. Delgado,,,5771405463,140,31.6,5771405465,141,66.0,5771405469,213,0.52,5771405467,212,16.0,5771405461,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692899,222,1,1,27,15,c9xffml4i7ihblp1qhus9w3fu,1,31.6,66.0,2025-06-15T00:33:58.452Z,2025-06-15T00:34:02Z,9etod4kwf9f5ye7jzc5ez0e3u,E. Laszo,,,5771405565,140,26.8,5771405571,213,2.16,5771405569,212,9.1,5771405567,141,77.2,5771405563,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692901,223,1,1,27,19,c9xffml4i7ihblp1qhus9w3fu,0,26.8,86.3,2025-06-15T00:34:02.723Z,2025-06-15T00:34:03Z,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,5771405583,213,6.06,5771405577,140,39.8,5771405579,141,81.8,5771405575,56,Back,5771405581,212,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692909,195,1,1,27,22,83cpn99fh7ulkwe8nezy8a3mx,0,54.5,14.9,2025-06-15T00:34:05.021Z,2025-06-15T00:34:06Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5771405639,212,9.0,5771405637,141,14.5,5771405635,140,63.1,5771405641,213,6.25,5771405633,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692913,224,8,1,27,23,c9xffml4i7ihblp1qhus9w3fu,1,37.6,80.9,2025-06-15T00:34:06.668Z,2025-06-15T00:34:06Z,9etod4kwf9f5ye7jzc5ez0e3u,E. Laszo,,,5771405647,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692925,197,1,1,27,24,83cpn99fh7ulkwe8nezy8a3mx,1,63.1,14.5,2025-06-15T00:34:07.766Z,2025-06-15T00:34:09Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5771405683,141,20.0,5771405687,213,2.91,5771405681,140,48.1,5771405685,212,16.2,5771405679,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692929,198,1,1,27,26,83cpn99fh7ulkwe8nezy8a3mx,1,53.6,15.8,2025-06-15T00:34:09.246Z,2025-06-15T00:34:10Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5771405705,56,Right,5771405711,212,14.8,5771405707,140,66.7,5771405713,213,5.91,5771405709,141,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692933,199,1,1,27,27,83cpn99fh7ulkwe8nezy8a3mx,1,66.7,7.9,2025-06-15T00:34:10.774Z,2025-06-15T00:34:13Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5771405739,213,6.23,5771405737,212,10.7,5771405731,56,Right,5771405735,141,7.1,5771405733,140,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692935,200,1,1,27,30,83cpn99fh7ulkwe8nezy8a3mx,0,76.9,7.1,2025-06-15T00:34:12.886Z,2025-06-15T00:34:13Z,aomjkj5s52jkzgk3ljsz0osiy,E. Perez,,,5771405745,155,,5771405747,56,Right,5771405743,2,,5771405753,212,5.7,5771405749,140,81.0,5771405751,141,12.5,5771405755,213,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692957,225,61,1,27,34,c9xffml4i7ihblp1qhus9w3fu,1,13.6,87.4,2025-06-15T00:34:16.987Z,2025-06-15T00:34:17Z,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,5771405853,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822693047,201,5,1,27,34,83cpn99fh7ulkwe8nezy8a3mx,1,80.3,-1.4,2025-06-15T00:34:17.473Z,2025-06-15T01:06:39Z,aomjkj5s52jkzgk3ljsz0osiy,E. Perez,,,5771406343,233,226,5771406335,56,Right,5771406337,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822692961,226,5,1,27,34,c9xffml4i7ihblp1qhus9w3fu,0,19.7,101.4,2025-06-15T00:34:17.473Z,2025-06-15T01:06:40Z,357vd87hv0jvljqtt2qf4vmz8,S. Suárez,,,5771405873,347,,5771405871,56,Back,5771406347,233,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822693057,202,1,1,27,54,83cpn99fh7ulkwe8nezy8a3mx,1,73.7,0.0,2025-06-15T00:34:37.126Z,2025-06-15T00:34:38Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5771406389,141,15.7,5771406391,212,17.6,5771406383,107,,5771406385,56,Right,5771406393,213,0.72,5771406387,140,86.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822693067,203,1,1,27,55,83cpn99fh7ulkwe8nezy8a3mx,1,86.3,15.7,2025-06-15T00:34:38.830Z,2025-06-15T00:34:40Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,,5771406429,141,12.1,5771406425,56,Right,5771406437,156,,5771406431,212,5.0,5771406427,140,82.1,5771406433,213,3.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822693085,204,1,1,28,0,83cpn99fh7ulkwe8nezy8a3mx,1,82.1,12.1,2025-06-15T00:34:42.965Z,2025-06-15T00:34:43Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5771406535,56,Right,5771406543,213,1.06,5771406537,140,84.0,5771406539,141,17.3,5771406541,212,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822693201,205,1,1,28,0,83cpn99fh7ulkwe8nezy8a3mx,1,84.0,17.3,2025-06-15T00:34:43.678Z,2025-06-15T00:37:05Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,1.0,5771407109,140,95.8,5771407111,141,59.0,5771407105,155,,5771410679,160,,5771407115,213,1.16,5771407107,56,Center,5771408015,210,16,5771407103,2,,5771408017,154,,5771407113,212,,,,,,,,,,,,,,,,,,30.9,,,,,,
