id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/14/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2821721415,1,34,16,0,0,7neuneh44n9rtsfsh6r0sb9no,1,0.0,0.0,2025-06-08T01:18:48.257Z,2025-06-08T06:29:49Z,,,,,5765975477,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5765975459,30,"9l35nvd07jhy457u1yehm3gx6, ea8jgqvyafx5wvgd5d70mgx9m, cc7jk41tn9qi5px4pb9l4bn8q, bgxiot2ugkc6t5jchxewen4k5, b7hyxpaqt3ymfbuah1yop5rai, 5u1uufcs8jlvvkzodpi5ykovd, 579n2n7oiogy83epzcfrxtd5h, 7y9k549gjh2183ylplvwg2q5l, 23vdzclmewq139wius9oy3m51, do8svqsgqomasmzdwwsgg7qlm, 9lqozbr0ghw2fhep938p8snah, 1ntf3x9ay255qut54al2mt0q, 271x0k4dhjqn4h7ecmt44pzo5, 5g8dr2qbefady0fa5wuwxvt3o, c7xfrcywzfkh6ysuhv3bk8fvu, dwyatw1wz3nrh1fcwu27ie8ve, 9r38gjqqpwb3jue2rna0nwdsl, 6e7vgxyzx00c79hw1wg4d01sk, 2054x8z63k74or3inr9sl0bu1, 113mck575esofosg0reheh7je, t8bq7sttljbcrrspxz5tnm5l",5765975475,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5766122725,197,23592,5765975463,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",5765975467,59,"1, 2, 3, 4, 6, 5, 19, 22, 9, 10, 11, 7, 8, 14, 21, 23, 43, 55, 96, 99, 17",5765975471,130,17,5766121529,194,bgxiot2ugkc6t5jchxewen4k5,,,,,,,,,,,,,,,,,,,,,,,,,,
2821736913,1,34,16,0,0,aj8ytsr2ap33tod0hd8ofzaw9,1,0.0,0.0,2025-06-08T02:19:54.553Z,2025-06-08T06:02:22Z,,,,,5766064733,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",5766064731,130,17,5766064725,30,"6j9gbfyvpr5lqp6aak54597ca, 64amlcisr3cr924jwy25rjs9h, dgpphcc9ql3pv3b4chhchml90, 8td51fzpdl6c1yrz6r0igle22, d99eakp27bro9g50wpzti8rca, 5ku33b8dbb20fhqdg8h83rdyi, bw0h202lprp7jzdtp6hv78ixh, do5q14naxm61jw8px8qvacn4k, 87pe681vhgbb6plpej3tr74oa, dks0ibq4b4i2w3bcc05v8rhn8, 109e64uz1hq4tb3rspek41qll, ckefp96qi7xs4yt9n329paajt, 8svvdqi69pc6it7mnin50q68k, 1e1wh213cg8q6lsqa3kvbjdka, am6xykrxjymw2qpqli6upysq, 3me8mlpj9tgn82v2mwyibpkb8, 2imizu6je16b3ssheijycxjh1, 441plehxckmdj5gb2mr6y8ne2",5766064727,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",5766121513,194,d99eakp27bro9g50wpzti8rca,5766064735,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5766122985,197,29946,5766064729,59,"99, 12, 2, 4, 91, 14, 5, 6, 10, 21, 8, 7, 22, 26, 35, 39, 47, 37",,,,,,,,,,,,,,,,,,,,,,,,,,
2821747451,2,32,1,0,0,7neuneh44n9rtsfsh6r0sb9no,1,0.0,0.0,2025-06-08T03:10:38.173Z,2025-06-08T03:10:39Z,,,,,5766123781,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821747449,2,32,1,0,0,aj8ytsr2ap33tod0hd8ofzaw9,1,0.0,0.0,2025-06-08T03:10:38.173Z,2025-06-08T03:10:38Z,,,,,5766123779,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821747459,3,1,1,0,0,aj8ytsr2ap33tod0hd8ofzaw9,1,50.0,50.0,2025-06-08T03:10:38.174Z,2025-06-08T03:10:41Z,dks0ibq4b4i2w3bcc05v8rhn8,A. Dalou,,,5766123801,56,Back,5766123809,213,3.34,5766123803,140,30.4,5766123811,279,S,5766123805,141,44.0,5766123807,212,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821747465,4,1,1,0,2,aj8ytsr2ap33tod0hd8ofzaw9,0,32.6,42.5,2025-06-08T03:10:40.964Z,2025-06-08T03:10:44Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,,5766123849,213,0.47,5766123841,56,Center,5766123843,140,74.4,5766123847,212,49.1,5766123851,1,,5766123839,157,,5766123845,141,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821747477,3,1,1,0,6,7neuneh44n9rtsfsh6r0sb9no,1,18.9,29.5,2025-06-08T03:10:45.041Z,2025-06-08T06:04:37Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5766123923,3,,5766123925,56,Back,5766123933,213,1.16,5766123927,140,29.8,5766123929,141,68.4,5766123931,212,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821747483,4,44,1,0,9,7neuneh44n9rtsfsh6r0sb9no,1,35.0,58.0,2025-06-08T03:10:47.616Z,2025-06-08T03:10:53Z,9lqozbr0ghw2fhep938p8snah,R. Cicerone,,,5766123955,285,,5766123985,233,5,5766123953,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821747481,5,44,1,0,9,aj8ytsr2ap33tod0hd8ofzaw9,0,65.0,42.0,2025-06-08T03:10:47.617Z,2025-06-08T03:13:52Z,bw0h202lprp7jzdtp6hv78ixh,Marcos Cerato,,,5766123951,286,,5766124003,233,4,5766123949,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821747487,5,1,1,0,9,7neuneh44n9rtsfsh6r0sb9no,0,29.8,68.4,2025-06-08T03:10:47.696Z,2025-06-08T06:04:39Z,9lqozbr0ghw2fhep938p8snah,R. Cicerone,,,5766123979,212,1.1,5766123971,168,,5766123981,213,5.97,5766123969,3,,5766123977,141,67.9,5766123975,140,30.8,5766123973,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821747503,6,1,1,0,11,aj8ytsr2ap33tod0hd8ofzaw9,1,42.6,61.1,2025-06-08T03:10:49.323Z,2025-06-08T03:10:52Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,,5766124097,141,81.8,5766124095,140,43.4,5766124101,213,1.51,5766124093,56,Back,5766124099,212,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821747521,7,1,1,0,13,aj8ytsr2ap33tod0hd8ofzaw9,0,51.2,96.5,2025-06-08T03:10:51.930Z,2025-06-08T03:10:54Z,8td51fzpdl6c1yrz6r0igle22,D. Pierre,,,5766124187,56,Left,5766124185,155,,5766124191,141,100.0,5766124195,213,0.11,5766124189,140,76.8,5766124193,212,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821747541,6,5,1,0,16,7neuneh44n9rtsfsh6r0sb9no,1,22.2,-0.8,2025-06-08T03:10:54.488Z,2025-06-08T05:21:29Z,9lqozbr0ghw2fhep938p8snah,R. Cicerone,,,5766124361,56,Back,5766124363,347,,5766124375,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821747523,8,5,1,0,16,aj8ytsr2ap33tod0hd8ofzaw9,0,77.8,100.8,2025-06-08T03:10:54.488Z,2025-06-08T05:21:29Z,8td51fzpdl6c1yrz6r0igle22,D. Pierre,,,5766124205,347,,5766124379,233,6,5766124203,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821747549,7,1,1,0,29,7neuneh44n9rtsfsh6r0sb9no,0,23.8,0.0,2025-06-08T03:11:07.984Z,2025-06-08T03:25:59Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,,5766124405,212,27.9,5766124397,107,,5766124407,213,0.79,5766124399,56,Back,5766124403,141,28.3,5766124401,140,42.5,5766124409,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821747563,9,12,1,0,33,aj8ytsr2ap33tod0hd8ofzaw9,1,51.1,96.5,2025-06-08T03:11:12.042Z,2025-06-08T03:11:13Z,8td51fzpdl6c1yrz6r0igle22,D. Pierre,,,5766124471,141,100.0,5766124467,56,Left,5766124483,167,,5766124473,212,4.9,5766124475,213,0.87,5766124477,15,,5766124469,140,54.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821747607,8,5,1,0,33,7neuneh44n9rtsfsh6r0sb9no,1,46.6,-2.0,2025-06-08T03:11:12.160Z,2025-06-08T05:21:30Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,,5766124685,347,,5766124683,56,Back,5766124699,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821747565,10,5,1,0,33,aj8ytsr2ap33tod0hd8ofzaw9,0,53.4,102.0,2025-06-08T03:11:12.160Z,2025-06-08T05:21:30Z,8td51fzpdl6c1yrz6r0igle22,D. Pierre,,,5766124479,56,Left,5766124481,347,,5766124715,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821747631,9,1,1,0,44,7neuneh44n9rtsfsh6r0sb9no,1,45.7,0.0,2025-06-08T03:11:23.039Z,2025-06-08T03:26:01Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,,5766124801,107,,5766124813,1,,5766124809,212,37.8,5766124805,140,75.9,5766124807,141,28.2,5766124803,56,Center,5766124811,213,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821747639,11,61,1,0,45,7neuneh44n9rtsfsh6r0sb9no,0,56.4,13.1,2025-06-08T03:11:23.280Z,2025-06-08T03:17:37Z,23vdzclmewq139wius9oy3m51,S. Herrera,,,5766132925,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821747627,12,1,1,0,48,aj8ytsr2ap33tod0hd8ofzaw9,1,33.6,83.5,2025-06-08T03:11:27.082Z,2025-06-08T03:11:29Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,,5766124789,140,45.7,5766124793,212,14.3,5766124795,213,0.47,5766124791,141,93.0,5766124787,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821747629,13,61,1,0,50,aj8ytsr2ap33tod0hd8ofzaw9,0,45.7,93.0,2025-06-08T03:11:28.962Z,2025-06-08T03:11:29Z,109e64uz1hq4tb3rspek41qll,J. Webber,,,5766124799,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749557,80,1,1,0,53,7neuneh44n9rtsfsh6r0sb9no,1,42.6,3.5,2025-06-08T03:11:31.422Z,2025-06-08T03:26:21Z,579n2n7oiogy83epzcfrxtd5h,N. Ross,,,5766137223,140,36.3,5766137227,212,6.6,5766137225,141,3.3,5766137229,213,3.16,5766137221,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821749559,81,1,1,0,54,7neuneh44n9rtsfsh6r0sb9no,0,36.0,7.0,2025-06-08T03:11:32.614Z,2025-06-08T03:26:30Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,,5766137369,141,34.4,5766137375,1,,5766137373,213,0.57,5766137363,157,,5766137367,140,63.8,5766137365,56,Center,5766137371,212,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821747663,14,1,1,0,56,aj8ytsr2ap33tod0hd8ofzaw9,1,43.8,46.9,2025-06-08T03:11:34.229Z,2025-06-08T03:11:35Z,64amlcisr3cr924jwy25rjs9h,L. Stauffer,,,5766124955,213,1.56,5766124949,141,59.6,5766124945,56,Back,5766124947,140,43.9,5766124953,212,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821747667,15,1,1,0,57,aj8ytsr2ap33tod0hd8ofzaw9,0,43.9,59.6,2025-06-08T03:11:35.466Z,2025-06-08T03:11:39Z,bw0h202lprp7jzdtp6hv78ixh,Marcos Cerato,,,5766124997,56,Center,5766125003,212,41.8,5766125001,141,54.3,5766124995,155,,5766125007,1,,5766124999,140,83.6,5766125005,213,6.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821747677,13,59,1,1,4,7neuneh44n9rtsfsh6r0sb9no,1,13.1,43.6,2025-06-08T03:11:42.879Z,2025-06-08T03:11:43Z,9l35nvd07jhy457u1yehm3gx6,D. Vitiello,,,5766125061,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821747683,15,1,1,1,6,7neuneh44n9rtsfsh6r0sb9no,1,13.1,44.9,2025-06-08T03:11:45.040Z,2025-06-08T03:11:47Z,9l35nvd07jhy457u1yehm3gx6,D. Vitiello,,,5766125103,287,,5766125085,123,,5766125087,56,Back,5766125091,141,75.0,5766125095,213,0.79,5766125093,212,28.9,5766125089,140,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821747693,16,1,1,1,9,7neuneh44n9rtsfsh6r0sb9no,1,31.5,76.4,2025-06-08T03:11:47.368Z,2025-06-08T03:11:48Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5766125143,141,68.7,5766125141,140,22.1,5766125139,56,Back,5766125145,212,11.2,5766125147,213,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821747725,17,1,1,1,10,7neuneh44n9rtsfsh6r0sb9no,1,22.1,68.7,2025-06-08T03:11:48.664Z,2025-06-08T03:12:03Z,bgxiot2ugkc6t5jchxewen4k5,L. Desmond,,,5766125371,141,59.1,5766125367,56,Back,5766125375,213,3.47,5766125369,140,4.1,5766125373,212,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821747733,19,1,1,1,28,7neuneh44n9rtsfsh6r0sb9no,1,10.4,57.3,2025-06-08T03:12:06.319Z,2025-06-08T03:28:48Z,9l35nvd07jhy457u1yehm3gx6,D. Vitiello,,,5766125457,141,32.9,5766125455,140,13.2,5766125453,56,Back,5766125459,212,16.9,5766125461,213,4.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821751227,145,1,1,1,29,7neuneh44n9rtsfsh6r0sb9no,1,22.9,23.3,2025-06-08T03:12:07.191Z,2025-06-08T03:29:46Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5766146621,56,Back,5766146629,213,2.22,5766146623,140,10.1,5766146625,141,49.1,5766146627,212,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821751231,146,1,1,1,29,7neuneh44n9rtsfsh6r0sb9no,1,13.8,47.0,2025-06-08T03:12:07.380Z,2025-06-08T03:29:25Z,9l35nvd07jhy457u1yehm3gx6,D. Vitiello,,,5766146831,213,1.11,5766146829,212,26.5,5766146825,140,25.1,5766146827,141,81.8,5766146823,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821747727,18,43,1,1,30,7neuneh44n9rtsfsh6r0sb9no,1,0.0,0.0,2025-06-08T03:12:08.241Z,2025-06-08T03:30:15Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5766125391,212,8.7,5766125385,56,Back,5766125387,140,12.7,5766125393,213,2.24,5766147677,144,1,5766125389,141,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821747743,20,1,1,1,32,7neuneh44n9rtsfsh6r0sb9no,1,25.3,90.6,2025-06-08T03:12:10.328Z,2025-06-08T03:30:34Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5766125513,212,36.8,5766125509,140,56.5,5766125515,213,5.81,5766125517,1,,5766125511,141,66.1,5766125507,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821751235,147,61,1,1,33,7neuneh44n9rtsfsh6r0sb9no,0,55.8,64.0,2025-06-08T03:12:11.549Z,2025-06-08T03:30:42Z,23vdzclmewq139wius9oy3m51,S. Herrera,,,5766148241,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821747745,17,1,1,1,34,aj8ytsr2ap33tod0hd8ofzaw9,1,52.9,38.8,2025-06-08T03:12:12.434Z,2025-06-08T03:12:14Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,,5766125521,140,67.8,5766125523,141,38.9,5766125519,56,Center,5766125525,212,15.6,5766125527,213,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821747749,18,1,1,1,36,aj8ytsr2ap33tod0hd8ofzaw9,1,67.7,39.4,2025-06-08T03:12:14.298Z,2025-06-08T03:12:15Z,87pe681vhgbb6plpej3tr74oa,K. ElMedkhar,,,5766125559,213,1.54,5766125553,140,67.9,5766125551,56,Center,5766125557,212,7.1,5766125555,141,49.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821747759,19,1,1,1,37,aj8ytsr2ap33tod0hd8ofzaw9,1,67.8,49.9,2025-06-08T03:12:15.409Z,2025-06-08T03:12:20Z,109e64uz1hq4tb3rspek41qll,J. Webber,,,5766125599,141,23.1,5766125603,213,5.44,5766125601,212,24.4,5766125595,56,Center,5766125597,140,83.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821747751,21,43,1,1,37,7neuneh44n9rtsfsh6r0sb9no,1,0.0,0.0,2025-06-08T03:12:16.064Z,2025-06-08T03:32:01Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5766149459,144,1,5766125571,212,24.8,5766125565,56,Back,5766125567,140,19.8,5766125569,141,41.2,5766125573,213,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821747761,20,1,1,1,42,aj8ytsr2ap33tod0hd8ofzaw9,1,81.8,22.2,2025-06-08T03:12:20.339Z,2025-06-08T03:31:42Z,dks0ibq4b4i2w3bcc05v8rhn8,A. Dalou,,,5766149107,2,,5766125609,140,85.0,5766125611,141,42.7,5766125613,212,14.3,5766125615,213,1.33,5766125607,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821747763,21,61,1,1,43,aj8ytsr2ap33tod0hd8ofzaw9,0,85.8,42.8,2025-06-08T03:12:21.557Z,2025-06-08T03:12:22Z,87pe681vhgbb6plpej3tr74oa,K. ElMedkhar,,,5766125619,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821747783,22,12,1,1,46,7neuneh44n9rtsfsh6r0sb9no,1,15.1,66.3,2025-06-08T03:12:24.816Z,2025-06-08T03:12:26Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5766125717,212,61.8,5766125715,141,0.0,5766125719,213,5.43,5766125729,167,,5766125711,56,Right,5766125713,140,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821747833,22,5,1,1,47,aj8ytsr2ap33tod0hd8ofzaw9,1,43.0,101.6,2025-06-08T03:12:25.655Z,2025-06-08T05:21:31Z,87pe681vhgbb6plpej3tr74oa,K. ElMedkhar,,,5766126057,233,23,5766126055,347,,5766126053,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821747785,23,5,1,1,47,7neuneh44n9rtsfsh6r0sb9no,0,57.0,-1.6,2025-06-08T03:12:25.655Z,2025-06-08T05:21:31Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5766126075,233,22,5766125721,56,Right,5766125723,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821747841,23,1,1,2,7,aj8ytsr2ap33tod0hd8ofzaw9,1,41.5,100.0,2025-06-08T03:12:46.002Z,2025-06-08T03:12:47Z,8td51fzpdl6c1yrz6r0igle22,D. Pierre,,,5766126095,107,,5766126101,141,89.1,5766126097,56,Back,5766126103,212,14.2,5766126105,213,3.81,5766126099,140,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821747861,24,1,1,2,9,aj8ytsr2ap33tod0hd8ofzaw9,1,31.4,88.7,2025-06-08T03:12:47.357Z,2025-06-08T03:12:55Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,,5766126233,213,4.38,5766126225,140,24.7,5766126221,56,Back,5766126229,141,58.5,5766126231,212,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821747865,25,1,1,2,16,aj8ytsr2ap33tod0hd8ofzaw9,1,25.5,49.9,2025-06-08T03:12:55.074Z,2025-06-08T03:12:56Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,,5766126251,140,31.1,5766126253,141,12.2,5766126257,213,4.94,5766126255,212,26.3,5766126249,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821747869,26,1,1,2,18,aj8ytsr2ap33tod0hd8ofzaw9,1,31.0,12.8,2025-06-08T03:12:56.394Z,2025-06-08T03:12:57Z,64amlcisr3cr924jwy25rjs9h,L. Stauffer,,,5766126267,140,28.0,5766126273,213,1.90,5766126271,212,9.8,5766126265,56,Back,5766126269,141,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821747873,27,1,1,2,18,aj8ytsr2ap33tod0hd8ofzaw9,0,26.0,26.7,2025-06-08T03:12:56.934Z,2025-06-08T03:12:58Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,,5766126293,140,29.4,5766126309,286,,5766126295,141,24.0,5766126297,212,4.0,5766126303,236,,5766126299,213,5.81,5766126305,233,24,5766126301,1,,5766126289,157,5766126291,56,Back,,,,,,,,,,,,,,,,,,,,,
2821747867,24,74,1,2,18,7neuneh44n9rtsfsh6r0sb9no,1,68.1,78.5,2025-06-08T03:12:56.935Z,2025-06-08T03:12:58Z,9lqozbr0ghw2fhep938p8snah,R. Cicerone,,,5766126327,233,27,5766126261,56,Center,5766126263,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821748039,25,5,1,2,20,7neuneh44n9rtsfsh6r0sb9no,0,100.6,79.2,2025-06-08T03:12:58.546Z,2025-06-08T05:21:32Z,9lqozbr0ghw2fhep938p8snah,R. Cicerone,,,5766127179,56,Left,5766127197,233,28,5766127181,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821748011,28,5,1,2,20,aj8ytsr2ap33tod0hd8ofzaw9,1,-0.6,20.8,2025-06-08T03:12:58.546Z,2025-06-08T05:21:31Z,5ku33b8dbb20fhqdg8h83rdyi,A. Rogers,,,5766127009,56,Back,5766127011,346,,5766127183,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821748025,29,1,1,2,51,aj8ytsr2ap33tod0hd8ofzaw9,1,4.3,53.1,2025-06-08T03:13:30.073Z,2025-06-08T03:13:33Z,6j9gbfyvpr5lqp6aak54597ca,J. Peñaranda,,,5766127085,124,,5766127087,56,Left,5766127091,141,86.6,5766127101,74,,5766127095,213,0.39,5766127097,1,,5766127093,212,59.5,5766127089,140,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,
2821748061,30,1,1,2,59,aj8ytsr2ap33tod0hd8ofzaw9,1,56.0,72.6,2025-06-08T03:13:37.586Z,2025-06-08T03:13:41Z,do5q14naxm61jw8px8qvacn4k,B. Diallo,,,5766127289,141,40.4,5766127293,213,4.78,5766127287,140,57.4,5766127285,56,Center,5766127283,3,,5766127291,212,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821748065,31,61,1,3,0,aj8ytsr2ap33tod0hd8ofzaw9,0,59.2,23.0,2025-06-08T03:13:38.281Z,2025-06-08T03:13:48Z,64amlcisr3cr924jwy25rjs9h,L. Stauffer,,,5766127297,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821748041,26,1,1,3,1,7neuneh44n9rtsfsh6r0sb9no,0,31.8,70.0,2025-06-08T03:13:40.135Z,2025-06-08T03:33:39Z,cc7jk41tn9qi5px4pb9l4bn8q,R. Spaulding,,,5766127187,56,Back,5766127605,286,,5766127191,141,75.6,5766127599,236,,5766127195,213,1.03,5766127189,140,34.0,5766127193,212,4.5,5766127601,233,32,,,,,,,,,,,,,,,,,,,,,,,,,,
2821748075,32,74,1,3,1,aj8ytsr2ap33tod0hd8ofzaw9,1,61.7,19.1,2025-06-08T03:13:40.136Z,2025-06-08T05:44:48Z,64amlcisr3cr924jwy25rjs9h,L. Stauffer,,,5766127621,233,26,5766127361,56,Right,5766127363,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821748071,27,5,1,3,6,7neuneh44n9rtsfsh6r0sb9no,1,36.5,100.7,2025-06-08T03:13:44.451Z,2025-06-08T05:21:32Z,cc7jk41tn9qi5px4pb9l4bn8q,R. Spaulding,,,5766127419,233,33,5766127343,347,,5766127341,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821748083,33,5,1,3,6,aj8ytsr2ap33tod0hd8ofzaw9,0,63.5,-0.7,2025-06-08T03:13:44.451Z,2025-06-08T03:13:46Z,64amlcisr3cr924jwy25rjs9h,L. Stauffer,,,5766127401,347,,5766127399,56,Right,5766127443,233,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821748187,28,1,1,3,22,7neuneh44n9rtsfsh6r0sb9no,0,32.4,100.0,2025-06-08T03:14:00.823Z,2025-06-08T03:14:02Z,bgxiot2ugkc6t5jchxewen4k5,L. Desmond,,,5766127947,107,,5766127951,140,50.7,5766127953,141,84.7,5766127959,1,,5766127949,56,Left,5766127955,212,22.4,5766127957,213,5.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821748201,34,1,1,3,27,aj8ytsr2ap33tod0hd8ofzaw9,0,40.9,11.7,2025-06-08T03:14:05.210Z,2025-06-08T03:14:06Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,,5766128053,212,43.9,5766128049,140,72.3,5766128055,213,0.72,5766128057,1,,5766128051,141,54.3,5766128047,56,Center,5766128045,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
