id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/15/value
2785797547,1,34,16,0,0,kfq8fhwnmycbtad1u0fyefx0,1,0.0,0.0,2025-03-09T00:41:50.548Z,2025-03-09T06:04:26Z,,,,,5567990317,197,23308,5567805345,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5567805339,59,"1, 15, 22, 14, 2, 5, 10, 8, 9, 88, 11, 3, 4, 7, 12, 18, 20, 21",5567805335,30,"isauuse3yqdwymvfne6ci385, 9ij293r1mbtygl6v3u2s43i3u, f2nxaemhqi8kbtbejnqekgd4a, b0zo05bu61v32nw35mriue0yy, 1j010cibh247p8kjchww6ny3u, b32tamno8dpk5te2oq7d9a6t, 9glti6ay2zxkigdtjcxtkj7it, a8ngovgs2qfu5udzb97kelg16, 7d326gljgym4qtmxvx5t5poq2, d2yqubc3u7bjj96yqawjojod0, 2m28wyud6xi78nt8e92p9keay, bnpu23zlwzn5gtr4t8j8qtnh0, 2ozy3ijlcknjqk0omzwd58x2i, ewibb8s7p2l6f5sekvkqu4a5m, bnhjfu5p8tysruk7aep5dr1ex, 8bwjj53jwbsi0emx370uka5g4, 6d45ccicyo6dregi9cm4ad4kq, 5gc4aouty93b7kbin9cpgrdre",5567805337,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",5567805343,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",5567805341,130,7,5568593349,194,1j010cibh247p8kjchww6ny3u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785804393,1,34,16,0,0,87c66ubwpzykovmkaf1t46bis,1,0.0,0.0,2025-03-09T00:50:51.540Z,2025-03-09T01:40:56Z,,,,,5567841709,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",5567841705,59,"1, 23, 94, 10, 21, 3, 8, 18, 17, 70, 9, 5, 7, 11, 13, 14, 22, 51, 55",5567841707,130,4,5567841701,30,"h4nbagq5dsdltn9x62oi0t05, 5ynru0652guk8hl45ltxo0dwq, 61rlxmejof8zjv8uw3sk1l045, zd582wgzhdcz8n6oipywt3vt, 4o1ryjpzoxzpi3ex53cmayui1, ks7omik17xov44i4hhjrldyh, bfdes5ft117ggu7ue5tnu5hm2, bzu3rjr0r2qmxluguyseq5sdl, 4695nvcz8lcrklltxvalcizmd, 8pg5wiwxujx3hnir5wie9xgfe, 2ug51dfg4oerpnbudnkw497je, 371fgwtxyfnnu6m4pmq7s55ud, 4ceaxb019rb6flsigsqo80rca, 4g4zufvyime7qp4ks4badls0k, 57h9hd13z846qsj0bqpdoegb8, 8gxutqok71ycyk3ojmudrqtck, aigpzkjyja6ksrcl8dteylqs5, 86fj5xdkol68mz5bf7hrk4c2c, 1le9ot9v8ql9q57huwmu4vu38",5567991855,197,3383,5567841713,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5567841703,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",5567841711,194,ks7omik17xov44i4hhjrldyh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785830435,2,32,1,0,0,kfq8fhwnmycbtad1u0fyefx0,1,0.0,0.0,2025-03-09T01:37:17.134Z,2025-03-09T01:37:20Z,,,,,5567988339,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785830427,2,32,1,0,0,87c66ubwpzykovmkaf1t46bis,1,0.0,0.0,2025-03-09T01:37:17.134Z,2025-03-09T01:37:17Z,,,,,5567988307,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785844917,165,1,1,0,1,kfq8fhwnmycbtad1u0fyefx0,1,50.1,50.0,2025-03-09T01:37:18.271Z,2025-03-09T01:56:46Z,7d326gljgym4qtmxvx5t5poq2,A. Larsson,,,5568066681,56,Back,5568066683,140,33.9,5568067317,279,S,5568066887,189,,5568066689,213,3.37,5568066685,141,44.3,5568066687,212,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785845291,166,1,1,0,2,kfq8fhwnmycbtad1u0fyefx0,1,24.4,35.1,2025-03-09T01:37:19.207Z,2025-03-09T01:57:02Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,,5568068605,56,Back,5568068609,141,66.4,5568068607,140,26.9,5568068613,213,1.45,5568068611,212,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785845539,167,43,1,0,3,kfq8fhwnmycbtad1u0fyefx0,1,0.0,0.0,2025-03-09T01:37:20.848Z,2025-03-09T01:57:21Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,,5568069711,212,10.7,5568069713,213,4.73,5568069709,141,58.8,5568069705,56,Back,5568069707,140,24.5,5568070059,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785830487,3,1,1,0,7,kfq8fhwnmycbtad1u0fyefx0,1,35.3,64.8,2025-03-09T01:37:24.503Z,2025-03-09T01:37:26Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,,5567988695,213,4.68,5567988687,56,Back,5567988689,140,34.6,5567988693,212,20.8,5567988691,141,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785830551,4,1,1,0,9,kfq8fhwnmycbtad1u0fyefx0,1,34.4,34.3,2025-03-09T01:37:26.414Z,2025-03-09T01:37:32Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,,5567989009,140,31.6,5567989007,56,Back,5567989015,213,1.72,5567989011,141,64.0,5567989013,212,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785830559,5,1,1,0,15,kfq8fhwnmycbtad1u0fyefx0,1,30.4,67.3,2025-03-09T01:37:32.670Z,2025-03-09T01:37:34Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,,5567989085,212,6.3,5567989087,213,0.77,5567989081,140,34.7,5567989083,141,73.8,5567989079,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785830565,6,1,1,0,17,kfq8fhwnmycbtad1u0fyefx0,1,23.4,68.3,2025-03-09T01:37:34.596Z,2025-03-09T01:58:14Z,b0zo05bu61v32nw35mriue0yy,P. Gallaway,,,5568073171,140,35.6,5568073173,141,81.0,5568073175,212,15.4,5568073169,56,Back,5568073177,213,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785830575,7,1,1,0,19,kfq8fhwnmycbtad1u0fyefx0,1,40.7,87.5,2025-03-09T01:37:36.246Z,2025-03-09T01:37:37Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,,5567989197,141,83.2,5567989199,212,7.5,5567989195,140,34.1,5567989193,56,Back,5567989201,213,3.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785830589,8,1,1,0,20,kfq8fhwnmycbtad1u0fyefx0,1,33.5,82.9,2025-03-09T01:37:37.638Z,2025-03-09T01:59:25Z,b0zo05bu61v32nw35mriue0yy,P. Gallaway,,,5567989271,212,7.1,5567989273,213,5.11,5567989265,56,Back,5567989269,141,73.3,5567989267,140,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785830601,9,1,1,0,21,kfq8fhwnmycbtad1u0fyefx0,1,36.1,73.3,2025-03-09T01:37:39.078Z,2025-03-09T01:37:40Z,d2yqubc3u7bjj96yqawjojod0,X. Gnaulati,,,5567989337,212,10.5,5567989335,141,76.1,5567989339,213,2.96,5567989333,140,26.3,5567989331,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785830629,10,1,1,0,23,kfq8fhwnmycbtad1u0fyefx0,1,23.8,73.6,2025-03-09T01:37:40.534Z,2025-03-09T01:37:44Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,,5567989485,212,11.4,5567989487,213,0.70,5567989483,141,84.5,5567989481,140,32.1,5567989477,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785830665,11,1,1,0,27,kfq8fhwnmycbtad1u0fyefx0,1,32.1,84.5,2025-03-09T01:37:44.183Z,2025-03-09T01:37:50Z,b0zo05bu61v32nw35mriue0yy,P. Gallaway,,,5567989687,1,,5567989685,213,6.24,5567989683,212,41.1,5567989681,141,82.1,5567989677,56,Left,5567989679,140,71.2,5567989675,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785830673,3,4,1,0,32,87c66ubwpzykovmkaf1t46bis,1,28.8,16.6,2025-03-09T01:37:49.926Z,2025-03-09T01:37:55Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5567989763,285,,5567989761,265,,5567989757,56,Back,5567989755,13,,5567989775,233,12,5567989759,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785830667,12,4,1,0,32,kfq8fhwnmycbtad1u0fyefx0,0,71.2,83.4,2025-03-09T01:37:49.927Z,2025-03-09T01:37:56Z,7d326gljgym4qtmxvx5t5poq2,A. Larsson,,,5567989713,56,Left,5567989711,13,,5567989719,286,,5567989715,152,,5567989717,265,,5567989793,233,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785830863,4,1,1,1,0,87c66ubwpzykovmkaf1t46bis,1,26.6,18.0,2025-03-09T01:38:17.589Z,2025-03-09T01:38:20Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,,5567990841,56,Center,5567990855,1,,5567990853,213,0.06,5567990835,5,,5567990839,152,,5567990837,157,,5567990845,140,68.5,5567990849,141,22.1,5567990851,212,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785830867,5,44,1,1,3,87c66ubwpzykovmkaf1t46bis,1,65.6,23.5,2025-03-09T01:38:20.149Z,2025-03-09T04:19:39Z,4695nvcz8lcrklltxvalcizmd,J. Agudelo,,,5567990885,286,,5567990969,233,13,5567990883,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785830885,13,44,1,1,3,kfq8fhwnmycbtad1u0fyefx0,0,34.4,76.5,2025-03-09T01:38:20.150Z,2025-03-09T04:19:40Z,b0zo05bu61v32nw35mriue0yy,P. Gallaway,,,5567990963,285,,5567990961,56,Back,5567990991,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785830873,6,1,1,1,3,87c66ubwpzykovmkaf1t46bis,0,68.5,22.1,2025-03-09T01:38:20.543Z,2025-03-09T01:38:21Z,4695nvcz8lcrklltxvalcizmd,J. Agudelo,,,5567990901,3,,5567990911,213,0.90,5567990903,56,Center,5567990907,141,37.6,5567990909,212,13.5,5567990905,140,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785830911,14,1,1,1,7,kfq8fhwnmycbtad1u0fyefx0,1,24.9,38.9,2025-03-09T01:38:24.943Z,2025-03-09T02:10:06Z,9ij293r1mbtygl6v3u2s43i3u,M. Lyons,,,5567991121,140,38.6,5567991119,56,Back,5567991117,157,,5567991123,141,52.8,5567991129,1,,5567991125,212,17.2,5567991127,213,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785830913,15,61,1,1,9,kfq8fhwnmycbtad1u0fyefx0,0,38.6,52.8,2025-03-09T01:38:26.991Z,2025-03-09T01:38:27Z,d2yqubc3u7bjj96yqawjojod0,X. Gnaulati,,,5567991133,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785830939,7,13,1,1,12,87c66ubwpzykovmkaf1t46bis,1,66.9,33.8,2025-03-09T01:38:29.389Z,2025-03-09T04:55:15Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,,5567991433,230,97.7,5567991431,458,,5567991275,56,Center,5567991341,20,,5567991429,103,15.3,5567991427,102,61.3,5568514231,73,,5567991435,231,49.8,5567991271,22,,5567991273,19,,,,,,,,,,,,,,,,,,,,,,,,,
2785831079,16,5,1,1,14,kfq8fhwnmycbtad1u0fyefx0,1,-1.0,39.2,2025-03-09T01:38:31.695Z,2025-03-09T05:17:25Z,d2yqubc3u7bjj96yqawjojod0,X. Gnaulati,,,5568357165,233,764,5567992079,346,,5567992077,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785896921,764,5,1,1,14,87c66ubwpzykovmkaf1t46bis,0,101.0,60.8,2025-03-09T01:38:31.695Z,2025-03-09T05:17:25Z,,,,,5568357169,233,16,5568357163,346,,5568357161,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785831145,17,1,1,1,36,kfq8fhwnmycbtad1u0fyefx0,0,4.4,46.6,2025-03-09T01:38:53.191Z,2025-03-09T01:38:56Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,,5567992483,124,,5567992491,212,56.3,5567992493,213,0.72,5567992495,1,,5567992497,74,,5567992487,140,44.6,5567992485,56,Back,5567992489,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785831241,8,5,1,1,39,87c66ubwpzykovmkaf1t46bis,1,56.9,-1.4,2025-03-09T01:38:56.326Z,2025-03-09T05:17:25Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,,5567993089,233,18,5567993043,56,Right,5567993047,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785831149,18,5,1,1,39,kfq8fhwnmycbtad1u0fyefx0,0,43.1,101.4,2025-03-09T01:38:56.326Z,2025-03-09T05:17:26Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,,5567993105,233,8,5567992507,347,,5567992505,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785831273,9,1,1,1,52,87c66ubwpzykovmkaf1t46bis,1,59.5,0.0,2025-03-09T01:39:09.221Z,2025-03-09T01:39:13Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,,5567993243,56,Center,5567993241,107,,5567993245,140,65.4,5567993249,212,17.5,5567993251,213,1.21,5567993247,141,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785831275,10,1,1,1,56,87c66ubwpzykovmkaf1t46bis,0,65.4,22.7,2025-03-09T01:39:13.439Z,2025-03-09T02:01:36Z,4695nvcz8lcrklltxvalcizmd,J. Agudelo,,,5567993277,140,62.9,5567993283,212,2.7,5567993307,286,,5567993281,141,21.6,5567993301,236,,5567993285,213,3.42,5567993303,233,19,5567993273,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785831271,19,74,1,1,56,kfq8fhwnmycbtad1u0fyefx0,1,36.9,76.0,2025-03-09T01:39:13.440Z,2025-03-09T02:13:01Z,a8ngovgs2qfu5udzb97kelg16,E. Bryant,,,5567993239,285,,5567993237,56,Back,5567993311,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785831303,20,1,1,1,58,kfq8fhwnmycbtad1u0fyefx0,0,33.8,90.9,2025-03-09T01:39:15.336Z,2025-03-09T03:33:31Z,2m28wyud6xi78nt8e92p9keay,M. Malango,,,5567993429,56,Back,5567993433,141,85.4,5567993431,140,38.8,5567993435,212,6.4,5567993437,213,5.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785831305,11,1,1,1,59,87c66ubwpzykovmkaf1t46bis,1,64.4,17.6,2025-03-09T01:39:16.718Z,2025-03-09T02:01:37Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,,5567993443,141,7.0,5567993441,140,69.9,5567993447,213,5.39,5567993445,212,9.2,5567993439,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785831325,12,43,1,2,1,87c66ubwpzykovmkaf1t46bis,1,0.0,0.0,2025-03-09T01:39:18.334Z,2025-03-09T02:00:53Z,8pg5wiwxujx3hnir5wie9xgfe,Diogo Pacheco,,,5568082283,144,1,5567993571,140,62.5,5567993567,56,Right,5567993575,141,4.6,5567993579,212,7.9,5567993583,213,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785831337,13,1,1,2,5,87c66ubwpzykovmkaf1t46bis,1,68.9,6.5,2025-03-09T01:39:22.309Z,2025-03-09T01:39:24Z,8pg5wiwxujx3hnir5wie9xgfe,Diogo Pacheco,,,5567993653,212,7.8,5567993649,140,61.5,5567993647,56,Right,5567993651,141,5.9,5567993655,213,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785831383,14,1,1,2,6,87c66ubwpzykovmkaf1t46bis,1,62.4,6.4,2025-03-09T01:39:24.006Z,2025-03-09T04:55:50Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,,5567993951,212,46.2,5567993947,140,70.1,5567993945,56,Center,5567993949,141,73.3,5567993953,213,1.39,5567993943,196,,5567993955,1,,5567993941,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785831387,15,1,1,2,15,87c66ubwpzykovmkaf1t46bis,0,70.4,73.0,2025-03-09T01:39:32.263Z,2025-03-09T04:55:58Z,2ug51dfg4oerpnbudnkw497je,J. LaCava,,,5568515287,213,5.63,5568515285,212,41.3,5567993977,56,Center,5568515289,1,,5568515283,141,36.2,5568515281,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785831395,16,5,1,2,16,87c66ubwpzykovmkaf1t46bis,0,100.9,35.0,2025-03-09T01:39:33.641Z,2025-03-09T05:17:26Z,2ug51dfg4oerpnbudnkw497je,J. LaCava,,,5567994041,56,Center,5567994043,346,,5567994789,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785831509,21,5,1,2,16,kfq8fhwnmycbtad1u0fyefx0,1,-0.9,65.0,2025-03-09T01:39:33.641Z,2025-03-09T05:17:26Z,2m28wyud6xi78nt8e92p9keay,M. Malango,,,5567994769,56,Back,5567994777,233,16,5567994771,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785831523,22,1,1,2,32,kfq8fhwnmycbtad1u0fyefx0,0,3.7,58.2,2025-03-09T01:39:49.824Z,2025-03-09T01:39:55Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,,5567995103,189,,5567994863,212,67.2,5567994861,141,23.9,5567994865,213,5.93,5567994869,74,,5567994859,140,63.7,5567994855,124,,5567994857,56,Center,5567994867,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785866499,407,1,1,2,43,87c66ubwpzykovmkaf1t46bis,1,28.9,45.4,2025-03-09T01:40:00.134Z,2025-03-09T02:30:36Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5568187401,213,1.37,5568187397,141,62.4,5568187395,140,31.1,5568187399,212,11.8,5568187393,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785831621,18,1,1,2,43,87c66ubwpzykovmkaf1t46bis,1,31.0,90.8,2025-03-09T01:40:00.616Z,2025-03-09T02:29:39Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,,5567995455,213,4.74,5567995451,141,50.4,5567995447,56,Back,5567995449,140,31.7,5567995453,212,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785831659,19,1,1,2,46,87c66ubwpzykovmkaf1t46bis,1,31.7,51.3,2025-03-09T01:40:03.279Z,2025-03-09T01:40:08Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,,5567995681,141,30.3,5567995683,212,14.5,5567995677,56,Back,5567995679,140,34.3,5567995685,213,4.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785866671,408,1,1,2,47,87c66ubwpzykovmkaf1t46bis,1,31.8,62.1,2025-03-09T01:40:04.134Z,2025-03-09T04:25:43Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,,5568188409,212,11.2,5568188405,140,32.8,5568188407,141,45.7,5568188411,213,4.81,5568188403,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785831691,20,1,1,2,50,87c66ubwpzykovmkaf1t46bis,1,27.3,81.0,2025-03-09T01:40:08.047Z,2025-03-09T02:30:15Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5567995873,56,Back,5567995881,213,5.07,5567995877,141,70.7,5567995875,140,29.8,5567995879,212,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785866745,409,1,1,2,52,87c66ubwpzykovmkaf1t46bis,1,34.7,33.3,2025-03-09T01:40:09.134Z,2025-03-09T02:31:02Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5568188869,56,Back,5568188875,212,13.3,5568188877,213,1.93,5568188873,141,51.6,5568188871,140,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785866751,410,1,1,2,53,87c66ubwpzykovmkaf1t46bis,0,33.4,52.4,2025-03-09T01:40:10.134Z,2025-03-09T02:31:04Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,,5568188909,155,,5568188921,1,,5568188915,141,100.0,5568188919,213,1.21,5568188917,212,36.1,5568188911,56,Back,5568188913,140,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785831695,21,5,1,2,54,87c66ubwpzykovmkaf1t46bis,0,71.3,101.4,2025-03-09T01:40:11.660Z,2025-03-09T05:17:27Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5567995889,347,,5567996441,233,23,5567995887,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785831777,23,5,1,2,54,kfq8fhwnmycbtad1u0fyefx0,1,28.7,-1.4,2025-03-09T01:40:11.660Z,2025-03-09T05:17:27Z,7d326gljgym4qtmxvx5t5poq2,A. Larsson,,,5567996385,233,21,5567996347,347,,5567996345,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785831805,24,1,1,3,6,kfq8fhwnmycbtad1u0fyefx0,1,27.2,0.0,2025-03-09T01:40:24.081Z,2025-03-09T01:40:27Z,9ij293r1mbtygl6v3u2s43i3u,M. Lyons,,,5567996553,212,15.6,5567996545,107,,5567996549,140,37.1,5567996551,141,15.2,5567996547,56,Back,5567996555,213,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785831833,25,1,1,3,10,kfq8fhwnmycbtad1u0fyefx0,1,38.0,16.1,2025-03-09T01:40:27.553Z,2025-03-09T04:27:54Z,a8ngovgs2qfu5udzb97kelg16,E. Bryant,,,5567996691,196,,5567996693,56,Left,5567996703,1,,5567996701,213,0.84,5567996689,155,,5567996699,212,59.0,5567996695,140,75.7,5567996697,141,80.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785831857,26,61,1,3,17,kfq8fhwnmycbtad1u0fyefx0,1,88.1,76.9,2025-03-09T01:40:35.081Z,2025-03-09T01:40:35Z,2m28wyud6xi78nt8e92p9keay,M. Malango,,,5567996817,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785831883,27,1,1,3,20,kfq8fhwnmycbtad1u0fyefx0,0,93.8,76.6,2025-03-09T01:40:37.299Z,2025-03-09T01:40:38Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,,5567996937,233,22,5567996935,236,,5567996927,212,1.6,5567996929,213,4.08,5567996925,141,74.7,5567996923,140,92.9,5567996917,2,,5567996919,155,,5567996921,56,Center,5567996941,286,,,,,,,,,,,,,,,,,,,,,,,,,
2785831875,22,12,1,3,20,87c66ubwpzykovmkaf1t46bis,1,10.7,24.0,2025-03-09T01:40:37.399Z,2025-03-09T01:40:39Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,,5567996889,185,,5567996891,56,Back,5567996983,233,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785831889,23,6,1,3,21,87c66ubwpzykovmkaf1t46bis,0,2.3,24.4,2025-03-09T01:40:38.552Z,2025-03-09T01:40:44Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,,5567997077,233,28,5567996975,73,,5567996973,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785831893,28,6,1,3,21,kfq8fhwnmycbtad1u0fyefx0,1,97.7,75.6,2025-03-09T01:40:38.552Z,2025-03-09T02:37:26Z,f2nxaemhqi8kbtbejnqekgd4a,J. Garcia,,,5567997015,73,,5567997041,233,23,5567997013,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785832115,29,1,1,3,42,kfq8fhwnmycbtad1u0fyefx0,1,99.5,99.5,2025-03-09T01:41:00.089Z,2025-03-09T01:41:11Z,a8ngovgs2qfu5udzb97kelg16,E. Bryant,,,5567998287,141,94.8,5567998285,140,90.7,5567998289,212,9.8,5567998291,213,3.47,5567998283,56,Left,5567998281,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785832121,30,1,1,3,50,kfq8fhwnmycbtad1u0fyefx0,0,96.5,75.9,2025-03-09T01:41:07.633Z,2025-03-09T01:41:21Z,d2yqubc3u7bjj96yqawjojod0,X. Gnaulati,,,5567998337,212,9.1,5567998339,213,4.26,5567998335,141,63.9,5567998331,56,Center,5567998333,140,92.7,5567998687,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785832147,24,12,1,3,51,87c66ubwpzykovmkaf1t46bis,1,8.8,32.2,2025-03-09T01:41:08.551Z,2025-03-09T02:31:30Z,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,,,5567998471,212,7.5,5567998473,213,2.72,5567998467,140,2.3,5567998465,56,Back,5567998469,141,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
