id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/8/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/15/value
2822660785,87,1,1,10,50,2n3wgr89m7jl8tmioemit2pgq,1,32.9,36.4,2025-06-14T23:17:11.040Z,2025-06-14T23:17:14Z,6pqwh2z47uwgr9u9y8n79ppzp,M. Hairston,,,5771229469,56,Back,5771229477,213,6.18,5771229471,140,46.8,5771229473,141,34.2,5771229475,212,14.7,5771229467,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822660801,89,1,1,10,53,2n3wgr89m7jl8tmioemit2pgq,1,52.0,35.0,2025-06-14T23:17:14.689Z,2025-06-15T16:50:45Z,5r88subg9jy8zg4y97tzwzxm1,K. Edwards,,,5772399397,4,,5771229537,155,,5771229543,141,55.2,5771229545,212,25.0,5771229541,140,71.9,5771229547,213,0.58,5771229539,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822660807,90,61,1,10,55,2n3wgr89m7jl8tmioemit2pgq,0,77.5,59.7,2025-06-14T23:17:16.808Z,2025-06-14T23:17:17Z,dkk3twgai2ldi75eh0xr37hbe,M. Ngalina,,,5771229565,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822660829,93,1,1,11,0,e3k8yw2rbmphyfu5htn4yi5jk,0,3.7,10.6,2025-06-14T23:17:21.494Z,2025-06-14T23:17:23Z,6692w96w6qmvgcpo02dehq4iy,L. Blackstock,,,5771229719,141,19.2,5771229723,213,0.39,5771229715,56,Back,5771229725,1,,5771229713,157,,5771229717,140,17.4,5771229721,212,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822660845,91,1,1,11,3,2n3wgr89m7jl8tmioemit2pgq,1,81.5,83.6,2025-06-14T23:17:24.336Z,2025-06-14T23:17:27Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5771229813,140,82.7,5771229817,212,12.0,5771229811,56,Center,5771229815,141,66.1,5771229819,213,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822660851,93,1,1,11,6,2n3wgr89m7jl8tmioemit2pgq,0,81.7,48.5,2025-06-14T23:17:27.448Z,2025-06-14T23:17:28Z,9izknjlz6zunwjpo4u94q855g,M. Dieng,,,5771229845,212,6.5,5771229847,213,1.90,5771229839,56,Center,5771229841,140,79.7,5771229843,141,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822660853,94,8,1,11,8,e3k8yw2rbmphyfu5htn4yi5jk,1,23.9,49.4,2025-06-14T23:17:29.030Z,2025-06-15T16:51:13Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5772399755,383,,5771229849,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822660883,96,1,1,11,9,e3k8yw2rbmphyfu5htn4yi5jk,1,24.3,49.6,2025-06-14T23:17:30.094Z,2025-06-14T23:17:32Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5771229991,141,54.2,5771229989,140,44.3,5771229995,213,0.15,5771229987,56,Back,5771229993,212,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822660891,97,1,1,11,11,e3k8yw2rbmphyfu5htn4yi5jk,1,44.3,54.2,2025-06-14T23:17:32.014Z,2025-06-14T23:17:33Z,caoq1dpq6lz1btrd75s9xuz56,C. Jennings,,,5771230053,212,19.1,5771230047,56,Center,5771230055,213,5.57,5771230049,140,58.0,5771230051,141,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822660929,98,1,1,11,12,e3k8yw2rbmphyfu5htn4yi5jk,0,55.0,37.6,2025-06-14T23:17:33.270Z,2025-06-15T16:51:40Z,21y2ogvprtdai47j36w9m22cq,M. Myers,,,5771230239,213,4.87,5771230237,212,2.8,5771230231,56,Center,5771230235,141,33.6,5771230233,140,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822870987,780,61,1,11,13,2n3wgr89m7jl8tmioemit2pgq,1,39.8,69.4,2025-06-14T23:17:34.034Z,2025-06-15T16:51:42Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5772400017,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822660945,99,1,1,11,16,e3k8yw2rbmphyfu5htn4yi5jk,1,63.2,30.6,2025-06-14T23:17:37.326Z,2025-06-14T23:18:00Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,1.0,,5771230853,210,15,5771230855,154,,5771230349,141,38.2,5771230345,56,Center,5771230351,212,29.4,5771231077,4,,5771230347,140,90.8,5771230353,213,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822660953,100,15,1,11,19,e3k8yw2rbmphyfu5htn4yi5jk,1,91.9,38.6,2025-06-14T23:17:40.446Z,2025-06-15T16:52:35Z,21y2ogvprtdai47j36w9m22cq,M. Myers,,,5771230901,103,5.1,5771230921,233,94,5772400651,23,,5771230603,20,,5772400257,214,,5771230905,146,95.4,5771230903,328,,5771230907,147,43.9,5771230383,17,5771230385,56,Center,5771230899,102,49.4,5771230895,55,5771230893,154,5771230889,78,,5771230891,29,,99,,,,,,,,,,,
2822660959,94,10,1,11,19,2n3wgr89m7jl8tmioemit2pgq,1,3.8,55.6,2025-06-14T23:17:40.546Z,2025-06-15T16:52:08Z,crhe42indjb3mb7di7yh1zndg,A. Siaha,,,5771230937,233,100,5771230673,389,,5771230415,56,Back,5771230675,183,,5772400297,376,,5771230671,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822660971,95,6,1,11,23,2n3wgr89m7jl8tmioemit2pgq,0,0.0,57.7,2025-06-14T23:17:44.920Z,2025-06-15T16:53:23Z,crhe42indjb3mb7di7yh1zndg,A. Siaha,,,5771230479,73,,5771232161,233,101,5771230477,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822660973,101,6,1,11,23,e3k8yw2rbmphyfu5htn4yi5jk,1,100.0,42.3,2025-06-14T23:17:44.920Z,2025-06-15T01:10:23Z,21y2ogvprtdai47j36w9m22cq,M. Myers,,,5771230547,56,Center,5771230549,75,,5771232141,233,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822661229,102,1,1,12,10,e3k8yw2rbmphyfu5htn4yi5jk,1,99.5,0.5,2025-06-14T23:18:31.839Z,2025-06-15T16:53:26Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,1.0,,5771232173,210,13,5771231961,140,95.5,5771232175,154,,5772401071,72,,5771231957,223,,5771231965,212,27.7,5771231963,141,40.7,5771231953,6,,5771231955,155,5771231967,213,1.72,5771231959,56,Center,5771231951,2,,,,,,,,,,,,,,,,,,,,
2822661235,103,44,1,12,13,e3k8yw2rbmphyfu5htn4yi5jk,1,92.6,39.1,2025-06-14T23:18:34.494Z,2025-06-15T16:53:46Z,caoq1dpq6lz1btrd75s9xuz56,C. Jennings,,,5771231985,56,Center,5771231987,286,,5771232011,233,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822661223,97,44,1,12,13,2n3wgr89m7jl8tmioemit2pgq,0,7.4,60.9,2025-06-14T23:18:34.495Z,2025-06-15T16:53:47Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5771232019,233,103,5771231935,285,,5771231933,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822661239,104,13,1,12,13,e3k8yw2rbmphyfu5htn4yi5jk,1,95.5,40.7,2025-06-14T23:18:34.846Z,2025-06-15T16:53:59Z,caoq1dpq6lz1btrd75s9xuz56,C. Jennings,,,5771232101,25,,5771231997,56,Center,5771232103,15,,5772401475,87,,5771231995,60,,5771232193,230,99.3,5771232107,328,,5771232195,231,49.1,5771232181,29,5771232183,154,,5771232191,103,47.2,5771232185,55,5771232189,102,,,,,,,102,,41.8,,,,,,,,,
2822661259,98,5,1,12,14,2n3wgr89m7jl8tmioemit2pgq,1,-0.6,57.5,2025-06-14T23:18:35.152Z,2025-06-15T16:53:49Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5771232113,56,Back,5771232115,346,,5771232153,233,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822661251,105,5,1,12,14,e3k8yw2rbmphyfu5htn4yi5jk,0,100.6,42.5,2025-06-14T23:18:35.152Z,2025-06-15T16:53:50Z,caoq1dpq6lz1btrd75s9xuz56,C. Jennings,,,5771232091,346,,5771232089,56,Center,5771232169,233,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822661295,99,1,1,12,29,2n3wgr89m7jl8tmioemit2pgq,1,5.3,49.7,2025-06-14T23:18:50.647Z,2025-06-14T23:18:54Z,crhe42indjb3mb7di7yh1zndg,A. Siaha,,,5771232449,124,,5771232463,237,,5771232451,56,Back,5771232457,212,14.3,5771232459,213,5.24,5771232453,140,12.1,5771232455,141,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822661307,100,1,1,12,33,2n3wgr89m7jl8tmioemit2pgq,1,12.1,31.5,2025-06-14T23:18:54.111Z,2025-06-14T23:18:56Z,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,,,5771232497,141,60.9,5771232501,213,1.46,5771232499,212,20.1,5771232493,56,Back,5771232495,140,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822661321,101,1,1,12,35,2n3wgr89m7jl8tmioemit2pgq,1,22.0,61.8,2025-06-14T23:18:56.279Z,2025-06-14T23:18:59Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5771232627,141,90.2,5771232631,213,1.43,5771232625,140,24.6,5771232623,56,Back,5771232629,212,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822661347,102,1,1,12,38,2n3wgr89m7jl8tmioemit2pgq,1,27.3,92.4,2025-06-14T23:18:59.878Z,2025-06-14T23:19:04Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5771232775,140,32.9,5771232781,213,5.12,5771232777,141,72.4,5771232773,56,Back,5771232779,212,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822661339,106,83,1,12,41,e3k8yw2rbmphyfu5htn4yi5jk,0,64.1,30.3,2025-06-14T23:19:02.118Z,2025-06-14T23:19:07Z,14oq6mvlh5e51d9y20nbpok4p,C. Allan,,,5771232903,399,5r88subg9jy8zg4y97tzwzxm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822661359,103,1,1,12,43,2n3wgr89m7jl8tmioemit2pgq,1,30.0,67.5,2025-06-14T23:19:04.102Z,2025-06-14T23:19:06Z,5r88subg9jy8zg4y97tzwzxm1,K. Edwards,,,5771232841,56,Back,5771232847,212,16.6,5771232845,141,44.5,5771232843,140,24.7,5771232849,213,4.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822661363,104,1,1,12,45,2n3wgr89m7jl8tmioemit2pgq,1,25.4,36.4,2025-06-14T23:19:06.310Z,2025-06-15T16:54:41Z,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,,,5771232871,141,3.7,5771232869,140,40.6,5771232873,212,27.4,5771232875,213,5.33,5771232867,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822661395,105,1,1,12,51,2n3wgr89m7jl8tmioemit2pgq,1,38.7,7.4,2025-06-14T23:19:11.966Z,2025-06-14T23:19:13Z,c7q476j0dkl7e4fhqqlsp5rai,T. Presthus,,,5771233067,141,21.3,5771233071,213,2.14,5771233065,140,33.0,5771233063,56,Back,5771233069,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822661405,106,1,1,12,51,2n3wgr89m7jl8tmioemit2pgq,1,32.8,19.7,2025-06-14T23:19:12.918Z,2025-06-15T16:54:51Z,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,,,5771233127,212,22.1,5771233121,56,Back,5771233129,213,1.05,5771233123,140,43.3,5771233125,141,47.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822871413,781,1,1,12,53,2n3wgr89m7jl8tmioemit2pgq,1,42.0,44.1,2025-06-14T23:19:14.150Z,2025-06-15T16:55:06Z,6pqwh2z47uwgr9u9y8n79ppzp,M. Hairston,,,5772402335,56,Back,5772402337,140,47.0,5772402343,213,0.97,5772402339,141,55.3,5772402341,212,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822661411,107,1,1,12,54,2n3wgr89m7jl8tmioemit2pgq,1,45.6,54.8,2025-06-14T23:19:15.831Z,2025-06-14T23:19:33Z,5r88subg9jy8zg4y97tzwzxm1,K. Edwards,,,5771233149,141,62.6,5771233153,213,2.24,5771233147,140,41.6,5771233151,212,6.8,5771233145,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822661417,108,1,1,12,56,2n3wgr89m7jl8tmioemit2pgq,1,41.6,62.6,2025-06-14T23:19:16.976Z,2025-06-14T23:19:19Z,6pqwh2z47uwgr9u9y8n79ppzp,M. Hairston,,,5771233167,140,48.8,5771233173,213,1.17,5771233169,141,88.6,5771233165,56,Back,5771233171,212,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822661433,109,1,1,12,58,2n3wgr89m7jl8tmioemit2pgq,1,53.0,90.6,2025-06-14T23:19:19.262Z,2025-06-14T23:19:22Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5771233257,140,58.5,5771233255,56,Left,5771233263,213,0.46,5771233261,212,6.4,5771233259,141,94.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822661445,110,1,1,13,1,2n3wgr89m7jl8tmioemit2pgq,1,64.4,94.0,2025-06-14T23:19:22.446Z,2025-06-15T16:55:22Z,dkk3twgai2ldi75eh0xr37hbe,M. Ngalina,,,5771233339,212,9.6,5771233341,213,4.54,5771233335,140,62.8,5771233337,141,80.1,5771233333,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822661451,111,1,1,13,4,2n3wgr89m7jl8tmioemit2pgq,0,63.8,75.0,2025-06-14T23:19:25.030Z,2025-06-15T16:55:29Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5771233419,141,29.5,5771233423,213,5.42,5771233415,56,Center,5771233413,155,,5771233425,1,,5771233417,140,88.8,5771233421,212,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822661465,107,11,1,13,8,e3k8yw2rbmphyfu5htn4yi5jk,1,13.2,70.6,2025-06-14T23:19:29.295Z,2025-06-15T16:55:34Z,ect3pxkbjycux4simxmzp9jze,L. Zamudio,,,5772402581,378,,5772402565,88,,5772402563,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822661479,108,1,1,13,9,e3k8yw2rbmphyfu5htn4yi5jk,1,13.2,70.6,2025-06-14T23:19:30.110Z,2025-06-14T23:19:33Z,ect3pxkbjycux4simxmzp9jze,L. Zamudio,,,5771233571,140,25.2,5771233577,213,5.58,5771233569,56,Back,5771233573,141,54.9,5771233575,212,16.5,5771233567,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822661495,109,1,1,13,12,e3k8yw2rbmphyfu5htn4yi5jk,1,25.2,54.9,2025-06-14T23:19:33.150Z,2025-06-14T23:19:36Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5771233649,56,Back,5771233653,141,92.4,5771233655,212,27.5,5771233657,213,1.19,5771233651,140,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822661511,110,1,1,13,15,e3k8yw2rbmphyfu5htn4yi5jk,1,29.8,92.3,2025-06-14T23:19:36.758Z,2025-06-14T23:19:39Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5771233739,140,13.2,5771233741,141,76.4,5771233743,212,20.5,5771233745,213,3.70,5771233737,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822661527,111,1,1,13,18,e3k8yw2rbmphyfu5htn4yi5jk,1,13.5,71.7,2025-06-14T23:19:38.942Z,2025-06-14T23:19:42Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5771233831,141,52.7,5771233827,56,Back,5771233829,140,3.9,5771233835,213,4.05,5771233833,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822661581,112,1,1,13,21,e3k8yw2rbmphyfu5htn4yi5jk,1,4.3,44.2,2025-06-14T23:19:42.080Z,2025-06-15T16:55:58Z,ect3pxkbjycux4simxmzp9jze,L. Zamudio,,,5771234071,212,30.4,5771234065,56,Back,5771234069,141,5.6,5771234073,213,5.24,5771234067,140,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822661599,113,1,1,13,27,e3k8yw2rbmphyfu5htn4yi5jk,1,14.5,4.1,2025-06-14T23:19:48.038Z,2025-06-15T16:56:16Z,6692w96w6qmvgcpo02dehq4iy,L. Blackstock,,,5771234153,56,Back,5771234155,140,35.5,5771234159,212,22.1,5771234161,213,0.02,5771234157,141,4.9,5772403193,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822661603,114,1,1,13,28,e3k8yw2rbmphyfu5htn4yi5jk,1,42.4,10.7,2025-06-14T23:19:49.534Z,2025-06-15T16:56:33Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5771234189,56,Back,5771234193,141,43.8,5771234195,212,22.7,5771234191,140,45.4,5771234197,213,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822661679,115,1,1,13,29,e3k8yw2rbmphyfu5htn4yi5jk,1,45.0,44.6,2025-06-14T23:19:50.527Z,2025-06-15T16:56:28Z,14oq6mvlh5e51d9y20nbpok4p,C. Allan,,,5771234517,140,53.3,5771234515,56,Center,5771234523,213,1.16,5771234521,212,22.1,5771234519,141,74.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822661683,116,61,1,13,38,e3k8yw2rbmphyfu5htn4yi5jk,0,71.2,68.2,2025-06-14T23:19:59.718Z,2025-06-15T01:13:39Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5771234539,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822661747,113,1,1,13,42,2n3wgr89m7jl8tmioemit2pgq,1,36.2,34.3,2025-06-14T23:20:03.687Z,2025-06-14T23:20:08Z,c7q476j0dkl7e4fhqqlsp5rai,T. Presthus,,,5771234853,140,33.8,5771234855,141,57.8,5771234859,213,1.73,5771234851,56,Back,5771234857,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822661781,114,1,1,13,47,2n3wgr89m7jl8tmioemit2pgq,1,42.1,67.8,2025-06-14T23:20:08.534Z,2025-06-14T23:20:16Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5771235083,140,64.6,5771235085,141,94.5,5771235089,213,0.66,5771235081,56,Left,5771235087,212,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822661803,115,1,1,13,55,2n3wgr89m7jl8tmioemit2pgq,1,77.4,62.4,2025-06-14T23:20:16.886Z,2025-06-14T23:20:27Z,dkk3twgai2ldi75eh0xr37hbe,M. Ngalina,1.0,,5771235201,213,4.26,5771235199,212,13.8,5771235465,210,13,5771235195,140,71.6,5771235193,56,Center,5771235197,141,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822661805,116,13,1,13,58,2n3wgr89m7jl8tmioemit2pgq,1,71.6,43.7,2025-06-14T23:20:19.550Z,2025-06-15T17:02:53Z,5r88subg9jy8zg4y97tzwzxm1,K. Edwards,,,5771235483,103,77.8,5771235485,215,,5771235475,29,,5771235489,231,50.5,5772403925,81,,5771235481,102,43.2,5771235217,56,Center,5771235331,20,,5771235213,22,5771235215,18,,5771235477,55,115,5771235487,230,,,,,,,,,98.8,,,,,,,,,,,
2822661823,117,5,1,13,59,2n3wgr89m7jl8tmioemit2pgq,0,101.4,44.4,2025-06-14T23:20:20.398Z,2025-06-14T23:20:29Z,5r88subg9jy8zg4y97tzwzxm1,K. Edwards,,,5771235387,233,117,5771235303,346,,5771235301,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822661841,117,5,1,13,59,e3k8yw2rbmphyfu5htn4yi5jk,1,-1.4,55.6,2025-06-14T23:20:20.398Z,2025-06-15T01:11:54Z,ect3pxkbjycux4simxmzp9jze,L. Zamudio,,,5771235365,233,117,5771235351,56,Back,5771235353,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822662013,118,1,1,14,23,e3k8yw2rbmphyfu5htn4yi5jk,1,4.5,62.0,2025-06-14T23:20:44.287Z,2025-06-14T23:20:47Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5771236277,213,4.66,5771236271,140,4.1,5771236281,237,,5771236269,56,Back,5771236273,141,49.3,5771236267,124,,5771236275,212,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822662041,119,1,1,14,26,e3k8yw2rbmphyfu5htn4yi5jk,0,3.9,47.6,2025-06-14T23:20:47.639Z,2025-06-15T16:57:45Z,ect3pxkbjycux4simxmzp9jze,L. Zamudio,,,5771236417,141,20.3,5772404047,155,,5771236421,213,5.98,5771236419,212,62.4,5771236415,140,60.6,5771236423,1,,5771236413,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822662045,118,8,1,14,30,2n3wgr89m7jl8tmioemit2pgq,1,46.2,90.6,2025-06-14T23:20:51.438Z,2025-06-15T16:57:48Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5772404091,385,,5771236449,15,,5771236435,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822662057,119,5,1,14,31,2n3wgr89m7jl8tmioemit2pgq,0,52.4,101.6,2025-06-14T23:20:52.765Z,2025-06-15T01:11:54Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5771237035,233,121,5771236501,56,Left,5771236503,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822662149,121,5,1,14,31,e3k8yw2rbmphyfu5htn4yi5jk,1,47.6,-1.6,2025-06-14T23:20:52.765Z,2025-06-15T01:11:54Z,ect3pxkbjycux4simxmzp9jze,L. Zamudio,,,5771237027,347,,5771237025,56,Back,5771237031,233,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822662181,122,1,1,14,49,e3k8yw2rbmphyfu5htn4yi5jk,1,49.5,0.0,2025-06-14T23:21:10.599Z,2025-06-14T23:21:16Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5771237207,212,20.3,5771237199,107,,5771237201,56,Center,5771237209,213,1.30,5771237205,141,27.7,5771237203,140,54.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822662191,123,1,1,14,55,e3k8yw2rbmphyfu5htn4yi5jk,1,54.7,27.7,2025-06-14T23:21:16.791Z,2025-06-14T23:21:18Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5771237279,56,Center,5771237285,212,20.1,5771237303,189,,5771237283,141,57.2,5771237281,140,54.5,5771237287,213,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822662207,124,1,1,14,59,e3k8yw2rbmphyfu5htn4yi5jk,1,55.1,59.6,2025-06-14T23:21:20.127Z,2025-06-14T23:21:21Z,14oq6mvlh5e51d9y20nbpok4p,C. Allan,,,5771237373,141,76.1,5771237375,212,12.4,5771237377,213,1.13,5771237371,140,60.1,5771237369,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822662211,125,1,1,15,0,e3k8yw2rbmphyfu5htn4yi5jk,1,65.1,81.0,2025-06-14T23:21:21.119Z,2025-06-15T16:58:44Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5771237405,141,62.0,5771237403,140,62.3,5771237409,213,4.49,5771237407,212,13.3,5771237401,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822662231,126,1,1,15,0,e3k8yw2rbmphyfu5htn4yi5jk,1,62.7,59.7,2025-06-14T23:21:21.919Z,2025-06-15T16:59:06Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5771237507,141,72.0,5771237511,213,2.72,5771237503,140,45.0,5771237509,212,20.4,5771237499,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822662243,127,1,1,15,3,e3k8yw2rbmphyfu5htn4yi5jk,1,43.5,66.4,2025-06-14T23:21:24.631Z,2025-06-14T23:21:28Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5771237619,141,39.2,5771237617,140,42.6,5771237615,56,Back,5771237623,213,4.66,5771237621,212,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822662259,128,1,1,15,7,e3k8yw2rbmphyfu5htn4yi5jk,1,43.6,35.0,2025-06-14T23:21:28.759Z,2025-06-15T16:59:14Z,dw8iyfupgsqkt8ogxssmtss4q,M. Edwards,,,5771237703,141,6.8,5771237699,56,Right,5771237705,212,23.5,5771237707,213,5.33,5771237701,140,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822662263,129,3,1,15,12,e3k8yw2rbmphyfu5htn4yi5jk,0,59.4,7.4,2025-06-14T23:21:33.103Z,2025-06-15T16:59:22Z,6692w96w6qmvgcpo02dehq4iy,L. Blackstock,,,5771289001,211,,5772404613,465,,5771237739,56,Right,5771288807,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
