id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/8/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/15/value
2822671339,315,5,1,39,1,e3k8yw2rbmphyfu5htn4yi5jk,1,12.2,-1.2,2025-06-14T23:45:22.170Z,2025-06-15T01:12:03Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5771285205,56,Back,5771285207,347,,5771285225,233,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822671359,316,1,1,39,9,e3k8yw2rbmphyfu5htn4yi5jk,1,12.5,0.0,2025-06-14T23:45:30.428Z,2025-06-14T23:45:33Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5771285307,140,24.1,5771285311,212,13.6,5771285309,141,8.0,5771285305,56,Back,5771285313,213,0.46,5771285303,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822671369,317,1,1,39,12,e3k8yw2rbmphyfu5htn4yi5jk,1,34.0,5.6,2025-06-14T23:45:33.788Z,2025-06-14T23:45:35Z,ecjt2cd0xn1qyeyboapqwxbvu,E. Ycaza,,,5771285365,212,7.4,5771285367,213,3.36,5771285359,56,Back,5771285361,140,27.1,5771285363,141,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822671385,318,1,1,39,14,e3k8yw2rbmphyfu5htn4yi5jk,0,27.1,3.2,2025-06-14T23:45:35.604Z,2025-06-14T23:45:37Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5771285471,140,48.0,5771285477,213,0.60,5771285469,56,Back,5771285475,212,26.6,5771285467,157,,5771285473,141,25.2,5771285479,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822671403,305,44,1,39,17,2n3wgr89m7jl8tmioemit2pgq,1,53.2,73.6,2025-06-14T23:45:38.361Z,2025-06-15T01:10:47Z,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,,,5771285577,56,Center,5771285683,233,319,5771285579,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822671415,319,44,1,39,17,e3k8yw2rbmphyfu5htn4yi5jk,0,46.8,26.4,2025-06-14T23:45:38.362Z,2025-06-15T01:10:47Z,caoq1dpq6lz1btrd75s9xuz56,C. Jennings,,,5771285615,56,Back,5771285617,285,,5771285715,233,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822671417,306,1,1,39,17,2n3wgr89m7jl8tmioemit2pgq,1,52.2,71.2,2025-06-14T23:45:38.595Z,2025-06-15T00:17:55Z,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,,,5771285619,3,,5771285629,213,3.38,5771285625,141,65.7,5771285623,140,37.5,5771285621,56,Back,5771285627,212,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822671459,308,1,1,39,21,2n3wgr89m7jl8tmioemit2pgq,1,34.9,63.1,2025-06-14T23:45:42.138Z,2025-06-14T23:45:44Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5771285867,212,20.4,5771285861,56,Back,5771285863,140,19.8,5771285865,141,44.3,5771285869,213,3.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822671475,309,1,1,39,23,2n3wgr89m7jl8tmioemit2pgq,1,20.8,44.3,2025-06-14T23:45:44.681Z,2025-06-14T23:45:47Z,crhe42indjb3mb7di7yh1zndg,A. Siaha,,,5771285969,56,Back,5771285971,140,25.1,5771285977,213,1.20,5771285973,141,61.5,5771285975,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822671479,310,1,1,39,26,2n3wgr89m7jl8tmioemit2pgq,0,26.1,67.0,2025-06-14T23:45:47.690Z,2025-06-14T23:45:49Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5771286007,213,0.91,5771286001,140,28.5,5771285997,157,,5771286023,236,,5771286003,141,71.8,5771286025,233,320,5771286005,212,4.1,5771285999,56,Back,5771286009,1,5771286029,286,,,,,,,,,,,,,,,,,,,,,,,,,,
2822671481,320,74,1,39,26,e3k8yw2rbmphyfu5htn4yi5jk,1,66.7,22.4,2025-06-14T23:45:47.691Z,2025-06-15T01:11:02Z,caoq1dpq6lz1btrd75s9xuz56,C. Jennings,,,5771286019,56,Center,5771286021,285,,5771286073,233,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822671595,311,5,1,39,29,2n3wgr89m7jl8tmioemit2pgq,1,28.0,101.3,2025-06-14T23:45:50.057Z,2025-06-15T01:12:04Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5771286665,56,Back,5771286667,347,,5771286671,233,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822671499,321,5,1,39,29,e3k8yw2rbmphyfu5htn4yi5jk,0,72.0,-1.3,2025-06-14T23:45:50.057Z,2025-06-15T01:12:04Z,caoq1dpq6lz1btrd75s9xuz56,C. Jennings,,,5771286695,233,311,5771286117,347,,5771286115,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822671627,322,43,1,39,39,e3k8yw2rbmphyfu5htn4yi5jk,1,0.0,0.0,2025-06-14T23:46:00.628Z,2025-06-14T23:54:24Z,ecjt2cd0xn1qyeyboapqwxbvu,E. Ycaza,,,5771310075,144,7,5771286835,56,Right,5771286837,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822671611,312,1,1,39,41,2n3wgr89m7jl8tmioemit2pgq,0,23.6,100.0,2025-06-14T23:46:02.793Z,2025-06-14T23:46:06Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5771286765,141,96.0,5771286761,56,Back,5771286767,212,13.8,5771286759,107,,5771286763,140,36.3,5771286769,213,6.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822686917,459,44,1,39,45,e3k8yw2rbmphyfu5htn4yi5jk,1,57.0,10.7,2025-06-14T23:46:06.009Z,2025-06-15T00:19:34Z,ecjt2cd0xn1qyeyboapqwxbvu,E. Ycaza,,,5771372803,286,,5771372665,233,313,5771372203,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822671615,313,44,1,39,45,2n3wgr89m7jl8tmioemit2pgq,0,43.0,89.3,2025-06-14T23:46:06.010Z,2025-06-15T00:19:34Z,5r88subg9jy8zg4y97tzwzxm1,K. Edwards,,,5771372673,233,459,5771372817,285,,5771286785,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822671643,324,61,1,39,45,e3k8yw2rbmphyfu5htn4yi5jk,1,56.3,15.6,2025-06-14T23:46:06.772Z,2025-06-15T00:19:37Z,ecjt2cd0xn1qyeyboapqwxbvu,E. Ycaza,,,5771286925,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822671641,314,1,1,39,46,2n3wgr89m7jl8tmioemit2pgq,0,53.7,93.8,2025-06-14T23:46:07.794Z,2025-06-14T23:54:26Z,dkk3twgai2ldi75eh0xr37hbe,M. Ngalina,,,5771286917,141,83.6,5771286911,157,,5771286921,213,5.52,5771286919,212,10.0,5771286915,140,60.6,5771286923,1,,5771286913,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822671661,325,1,1,39,48,e3k8yw2rbmphyfu5htn4yi5jk,0,26.4,31.3,2025-06-14T23:46:09.316Z,2025-06-14T23:54:58Z,dw8iyfupgsqkt8ogxssmtss4q,M. Edwards,,,5771287053,1,,5771287047,141,21.6,5771287041,157,,5771287043,56,Back,5771287045,140,41.7,5771287051,213,5.89,5771287049,212,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822671667,326,43,1,39,49,e3k8yw2rbmphyfu5htn4yi5jk,1,0.0,0.0,2025-06-14T23:46:10.564Z,2025-06-14T23:54:56Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5771287069,56,Back,5771311471,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822671669,315,8,1,39,50,2n3wgr89m7jl8tmioemit2pgq,1,59.4,82.4,2025-06-14T23:46:11.162Z,2025-06-14T23:54:25Z,5r88subg9jy8zg4y97tzwzxm1,K. Edwards,,,5771287071,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822671677,316,5,1,39,51,2n3wgr89m7jl8tmioemit2pgq,0,60.9,101.3,2025-06-14T23:46:12.169Z,2025-06-15T01:12:05Z,5r88subg9jy8zg4y97tzwzxm1,K. Edwards,,,5771287109,56,Left,5771287387,233,327,5771287111,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822671723,327,5,1,39,51,e3k8yw2rbmphyfu5htn4yi5jk,1,39.1,-1.3,2025-06-14T23:46:12.169Z,2025-06-15T01:12:05Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5771287329,347,,5771287367,233,316,5771287327,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822671745,328,1,1,39,57,e3k8yw2rbmphyfu5htn4yi5jk,0,34.1,0.0,2025-06-14T23:46:18.892Z,2025-06-14T23:46:19Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5771287477,212,32.6,5771287471,56,Right,5771287481,1,,5771287469,107,,5771287473,140,64.0,5771287475,141,12.3,5771287479,213,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822671771,317,8,1,39,58,2n3wgr89m7jl8tmioemit2pgq,1,39.9,90.3,2025-06-14T23:46:18.938Z,2025-06-14T23:54:37Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5771287627,56,Back,5771310579,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822671767,329,83,1,40,1,e3k8yw2rbmphyfu5htn4yi5jk,0,54.5,12.5,2025-06-14T23:46:22.251Z,2025-06-14T23:55:50Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5771287715,399,dkk3twgai2ldi75eh0xr37hbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822671791,330,83,1,40,1,e3k8yw2rbmphyfu5htn4yi5jk,0,52.2,14.3,2025-06-14T23:46:22.308Z,2025-06-15T00:19:45Z,ecjt2cd0xn1qyeyboapqwxbvu,E. Ycaza,,,5771373243,399,dkk3twgai2ldi75eh0xr37hbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822671775,318,3,1,40,1,2n3wgr89m7jl8tmioemit2pgq,0,55.6,85.3,2025-06-14T23:46:22.499Z,2025-06-14T23:55:36Z,dkk3twgai2ldi75eh0xr37hbe,M. Ngalina,,,5771287651,56,Left,5771313331,211,,5771313259,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822671811,331,56,1,40,5,e3k8yw2rbmphyfu5htn4yi5jk,1,32.4,4.6,2025-06-14T23:46:26.236Z,2025-06-14T23:46:26Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5771287803,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822671815,319,5,1,40,6,2n3wgr89m7jl8tmioemit2pgq,0,61.6,102.0,2025-06-14T23:46:26.969Z,2025-06-15T01:12:06Z,dkk3twgai2ldi75eh0xr37hbe,M. Ngalina,,,5771287821,347,,5771287985,233,332,5771287819,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822671829,332,5,1,40,6,e3k8yw2rbmphyfu5htn4yi5jk,1,38.4,-2.0,2025-06-14T23:46:26.969Z,2025-06-15T01:12:06Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5771287961,233,319,5771287895,347,,5771287893,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822671945,333,1,1,40,16,e3k8yw2rbmphyfu5htn4yi5jk,1,34.0,0.0,2025-06-14T23:46:37.196Z,2025-06-14T23:56:08Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5771288471,212,13.4,5771288465,56,Back,5771288463,107,,5771288469,141,8.5,5771288467,140,45.1,5771288473,213,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822676529,373,1,1,40,17,e3k8yw2rbmphyfu5htn4yi5jk,0,35.6,5.6,2025-06-14T23:46:37.937Z,2025-06-14T23:56:11Z,21y2ogvprtdai47j36w9m22cq,M. Myers,,,5771314297,140,43.0,5771314291,3,,5771314303,213,0.05,5771314301,212,7.8,5771314293,168,,5771314295,56,Back,5771314299,141,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822671947,320,61,1,40,20,2n3wgr89m7jl8tmioemit2pgq,1,53.7,92.1,2025-06-14T23:46:41.417Z,2025-06-14T23:56:02Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5771288479,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822671959,321,5,1,40,21,2n3wgr89m7jl8tmioemit2pgq,0,54.6,100.7,2025-06-14T23:46:42.353Z,2025-06-15T01:12:07Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5771288537,347,,5771288535,56,Left,5771288833,233,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822672007,334,5,1,40,21,e3k8yw2rbmphyfu5htn4yi5jk,1,45.4,-0.7,2025-06-14T23:46:42.353Z,2025-06-15T01:12:06Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5771288773,56,Back,5771288775,347,,5771288817,233,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822672041,335,1,1,40,27,e3k8yw2rbmphyfu5htn4yi5jk,0,43.8,0.0,2025-06-14T23:46:48.788Z,2025-06-14T23:46:51Z,94zkjopy373mgso15ljxmhd04,N. Houssou,,,5771288979,56,Back,5771288983,141,17.0,5771288985,212,13.9,5771288977,107,,5771288981,140,49.7,5771288987,213,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822672045,322,8,1,40,31,2n3wgr89m7jl8tmioemit2pgq,1,51.1,81.7,2025-06-14T23:46:52.209Z,2025-06-14T23:56:20Z,6pqwh2z47uwgr9u9y8n79ppzp,M. Hairston,,,5771289003,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822672103,336,1,1,40,32,e3k8yw2rbmphyfu5htn4yi5jk,0,21.6,8.9,2025-06-14T23:46:53.700Z,2025-06-14T23:46:58Z,dw8iyfupgsqkt8ogxssmtss4q,M. Edwards,,,5771289349,212,38.6,5771289343,56,Right,5771289351,213,6.21,5771289345,140,58.3,5771289353,1,,5771289341,157,,5771289347,141,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822672109,323,1,1,40,37,2n3wgr89m7jl8tmioemit2pgq,0,47.1,87.8,2025-06-14T23:46:58.330Z,2025-06-14T23:46:58Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5771289367,141,74.5,5771289361,3,,5771289369,212,9.1,5771289365,140,46.7,5771289371,213,4.67,5771289363,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822672127,337,1,1,40,39,e3k8yw2rbmphyfu5htn4yi5jk,0,56.8,24.0,2025-06-14T23:47:00.196Z,2025-06-14T23:47:00Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5771289465,141,34.5,5771289467,212,15.1,5771289461,56,Center,5771289463,140,69.5,5771289469,213,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822672133,324,1,1,40,40,2n3wgr89m7jl8tmioemit2pgq,0,35.1,67.9,2025-06-14T23:47:01.153Z,2025-06-14T23:47:01Z,984jr9d6sbi5l5vt9ct1b6cph,A. Diz,,,5771289509,140,35.9,5771289511,141,78.1,5771289515,213,1.45,5771289505,3,,5771289513,212,7.0,5771289507,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822672219,338,1,1,40,44,e3k8yw2rbmphyfu5htn4yi5jk,1,69.0,19.1,2025-06-14T23:47:05.116Z,2025-06-14T23:47:07Z,ecjt2cd0xn1qyeyboapqwxbvu,E. Ycaza,,,5771289869,212,9.9,5771289871,213,3.98,5771289865,140,62.7,5771289863,56,Right,5771289867,141,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822672269,339,1,1,40,46,e3k8yw2rbmphyfu5htn4yi5jk,1,62.7,8.2,2025-06-14T23:47:07.540Z,2025-06-14T23:47:12Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5771290115,1,,5771290103,155,,5771290113,213,2.01,5771290105,56,Back,5771290109,141,63.4,5771290111,212,41.5,5771290107,140,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822672301,340,1,1,40,51,e3k8yw2rbmphyfu5htn4yi5jk,1,45.9,63.4,2025-06-14T23:47:12.053Z,2025-06-14T23:47:14Z,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,,,5771290273,141,95.0,5771290275,212,21.8,5771290271,140,49.5,5771290277,213,1.40,5771290269,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822672339,341,1,1,40,53,e3k8yw2rbmphyfu5htn4yi5jk,1,44.1,92.4,2025-06-14T23:47:14.605Z,2025-06-14T23:47:17Z,6692w96w6qmvgcpo02dehq4iy,L. Blackstock,,,5771290457,140,39.8,5771290455,56,Back,5771290463,213,4.40,5771290459,141,71.8,5771290461,212,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822672395,342,1,1,40,56,e3k8yw2rbmphyfu5htn4yi5jk,1,42.3,61.1,2025-06-14T23:47:17.564Z,2025-06-14T23:47:22Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5771290745,56,Center,5771290751,212,24.4,5771290749,141,31.0,5771290747,140,54.9,5771290753,213,5.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822672399,343,1,1,41,1,e3k8yw2rbmphyfu5htn4yi5jk,1,63.3,38.6,2025-06-14T23:47:22.484Z,2025-06-14T23:47:23Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5771290787,140,65.5,5771290795,213,1.33,5771290791,212,9.9,5771290785,56,Center,5771290789,141,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822672441,344,1,1,41,2,e3k8yw2rbmphyfu5htn4yi5jk,1,65.5,52.7,2025-06-14T23:47:23.860Z,2025-06-14T23:47:27Z,ecjt2cd0xn1qyeyboapqwxbvu,E. Ycaza,,,5771291047,140,75.6,5771291053,213,5.59,5771291049,141,39.8,5771291051,212,13.8,5771291045,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822676919,388,83,1,41,4,2n3wgr89m7jl8tmioemit2pgq,0,19.3,57.5,2025-06-14T23:47:24.937Z,2025-06-15T00:20:00Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5771373983,399,dmbqkvvaray373vy9eiq4l1ck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822672443,345,61,1,41,4,e3k8yw2rbmphyfu5htn4yi5jk,0,78.1,39.4,2025-06-14T23:47:25.556Z,2025-06-15T00:20:00Z,dmbqkvvaray373vy9eiq4l1ck,J. Torres,,,5771291057,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822676885,387,61,1,41,5,2n3wgr89m7jl8tmioemit2pgq,1,17.3,58.8,2025-06-14T23:47:25.937Z,2025-06-14T23:57:03Z,6pqwh2z47uwgr9u9y8n79ppzp,M. Hairston,,,5771316345,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822672531,326,1,1,41,12,2n3wgr89m7jl8tmioemit2pgq,0,23.9,90.2,2025-06-14T23:47:33.728Z,2025-06-14T23:47:35Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5771291499,56,Left,5771291509,1,,5771291505,212,45.9,5771291503,141,92.9,5771291501,140,67.6,5771291507,213,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822672551,346,12,1,41,15,e3k8yw2rbmphyfu5htn4yi5jk,1,29.6,8.5,2025-06-14T23:47:36.444Z,2025-06-14T23:47:37Z,dw8iyfupgsqkt8ogxssmtss4q,M. Edwards,,,5771291615,56,Back,5771291623,213,5.50,5771291619,141,0.0,5771291665,167,,5771291617,140,36.0,5771291621,212,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822672727,327,5,1,41,15,2n3wgr89m7jl8tmioemit2pgq,1,64.0,101.3,2025-06-14T23:47:36.529Z,2025-06-14T23:47:56Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5771292565,56,Left,5771292567,347,,5771292571,233,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822672555,347,5,1,41,15,e3k8yw2rbmphyfu5htn4yi5jk,0,36.0,-1.3,2025-06-14T23:47:36.529Z,2025-06-15T01:12:07Z,dw8iyfupgsqkt8ogxssmtss4q,M. Edwards,,,5771291647,347,,5771291645,56,Back,5771292599,233,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822672743,328,1,1,41,34,2n3wgr89m7jl8tmioemit2pgq,1,63.5,100.0,2025-06-14T23:47:55.584Z,2025-06-14T23:47:57Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5771292659,141,82.4,5771292667,213,4.75,5771292653,56,Left,5771292655,140,64.0,5771292663,212,12.7,5771292651,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822672761,329,1,1,41,36,2n3wgr89m7jl8tmioemit2pgq,1,64.0,82.4,2025-06-14T23:47:57.864Z,2025-06-14T23:47:59Z,6pqwh2z47uwgr9u9y8n79ppzp,M. Hairston,,,5771292769,140,64.1,5771292771,141,94.7,5771292773,212,8.4,5771292775,213,1.56,5771292767,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822672777,330,1,1,41,38,2n3wgr89m7jl8tmioemit2pgq,1,64.1,94.7,2025-06-14T23:47:59.784Z,2025-06-14T23:48:02Z,6tesoh4ckbbkisphokig9yqz8,E. Samadia,,,5771292855,56,Left,5771292857,140,54.4,5771292863,213,3.89,5771292861,212,13.8,5771292859,141,80.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822672813,331,1,1,41,41,2n3wgr89m7jl8tmioemit2pgq,1,54.4,80.9,2025-06-14T23:48:02.216Z,2025-06-14T23:48:05Z,38ghqgck8fwnxap6em08avzs9,J. Scarlett,,,5771293131,1,,5771293127,212,33.8,5771293121,56,Center,5771293129,213,4.66,5771293123,140,52.8,5771293125,141,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822672847,332,1,1,41,44,2n3wgr89m7jl8tmioemit2pgq,1,52.6,29.2,2025-06-14T23:48:05.480Z,2025-06-14T23:48:08Z,c7q476j0dkl7e4fhqqlsp5rai,T. Presthus,,,5771293297,141,37.9,5771293299,212,7.3,5771293295,140,56.6,5771293301,213,0.95,5771293293,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822672881,333,1,1,41,47,2n3wgr89m7jl8tmioemit2pgq,1,52.8,32.2,2025-06-14T23:48:08.272Z,2025-06-14T23:48:11Z,7i9qesz7fugndupldntvshwd0,S. Careaga,,,5771293493,213,3.79,5771293487,140,42.3,5771293491,212,13.8,5771293485,56,Back,5771293489,141,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822672919,334,1,1,41,50,2n3wgr89m7jl8tmioemit2pgq,1,42.3,25.6,2025-06-14T23:48:11.040Z,2025-06-14T23:48:14Z,c7q476j0dkl7e4fhqqlsp5rai,T. Presthus,,,5771293643,141,6.8,5771293639,56,Back,5771293647,213,5.09,5771293641,140,47.1,5771293645,212,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822672941,335,1,1,41,53,2n3wgr89m7jl8tmioemit2pgq,0,47.2,9.1,2025-06-14T23:48:14.422Z,2025-06-14T23:48:17Z,7i9qesz7fugndupldntvshwd0,S. Careaga,,,5771293781,56,Center,5771293787,212,33.8,5771293783,140,71.4,5771293785,141,41.8,5771293791,1,,5771293779,155,,5771293789,213,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822672957,349,1,1,41,57,e3k8yw2rbmphyfu5htn4yi5jk,1,24.5,47.3,2025-06-14T23:48:18.253Z,2025-06-14T23:48:19Z,dw8iyfupgsqkt8ogxssmtss4q,M. Edwards,,,5771293873,3,,5771293883,213,6.14,5771293875,56,Back,5771293879,141,44.2,5771293881,212,14.7,5771293877,140,38.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822672969,350,1,1,41,58,e3k8yw2rbmphyfu5htn4yi5jk,1,38.4,44.2,2025-06-14T23:48:19.133Z,2025-06-14T23:48:20Z,5tyrfuxsp7s9thsmhfqevuoyx,A. Molloy,,,5771293949,3,,5771293951,56,Back,5771293957,212,8.8,5771293959,213,5.09,5771293953,140,41.5,5771293955,141,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822673003,352,1,1,42,2,e3k8yw2rbmphyfu5htn4yi5jk,0,46.2,30.9,2025-06-14T23:48:23.236Z,2025-06-14T23:48:24Z,ecjt2cd0xn1qyeyboapqwxbvu,E. Ycaza,,,5771294147,56,Center,5771294155,213,0.77,5771294153,212,42.4,5771294149,140,75.1,5771294151,141,74.4,5771294157,1,,5771294145,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
