id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2816200311,1,34,16,0,0,bk3zg8yaj5uoqhxzwons3bo8a,1,0.0,0.0,2025-05-18T01:17:29.335Z,2025-05-18T05:15:00Z,,,,5735186683,59,"13, 24, 3, 6, 12, 22, 11, 15, 23, 19, 9, 10, 16, 25, 27, 42, 47, 99, 18",5735186687,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",5735186681,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",5735186689,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5735456611,194,cvdn34vl3zje5uq54nvg77sut,5735186685,130,7,5735391733,197,29742,5735186679,30,"18iz45ww0nara0xdaleg72ort, 52rcg38mijjjusfwqxa2l7hex, 9za3fwnri7qk1dutb4iwmh6g9, 4fbaxgikw7z9sfhuz6vvnfmxh, 9imj5ig0i01uljnd3gd2cz1m, cvdn34vl3zje5uq54nvg77sut, bhzsz7pbe6pbwojtc1mi8m28l, djau5chcmoyiyq28jt9ypzh4a, 1iyhipdn84for8bbxb07kw4x5, caxfn5xu1taewgtxil6ah2rjd, 7b346y8ad54mkc0h1343ybs2x, 3nvijn3ctkplajtt1dd23wycp, 2o86bp6u8hbr8q43mea7srco9, g31cspu8sa8eohwakxm28ne2, akgtib8zyv5lrvh9mxunj2rdg, 85k1701p1ihv5ty1q457tjaqc, 92e2s4yfk06ym5ksu9p8lgc2c, 32fghx5a0volzlf34tov0fkdl, 5i0d3n5jzz85wi8p2sfajdbf8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816203323,1,34,16,0,0,cf5r1qpotp6n5i3vdchsp2en1,1,0.0,0.0,2025-05-18T01:22:30.782Z,2025-05-18T04:16:22Z,,,,5735391453,197,29751,5735203417,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5735203419,59,"1, 3, 23, 19, 5, 20, 7, 4, 10, 6, 17, 9, 11, 13, 14, 21, 24, 28, 31, 33",5735203415,30,"9zolq6c0x4ubmtfusbz2c3xwq, 6o5jqx64vum71hh2olnrb4178, 52qwgcxm3vpgabixc8c2i3aax, f1j8v0figkewc23fmaexubo4p, ds74l5fmanizrflvvfkl42pcl, a2crcglwdookm6m397dxw2qdw, 6kp2pv58u27yf5tnclyhnuoh6, 8sydisziijh84elb8dprtlduy, 1ua1e9ceddhcmq80ywq2ihd6, 3sp46qr51lu5o2213enn5xtjp, 6ydk69km9oe49cg6plrc6u0wk, k3rif7polxoazy70fu2013op, 5nv5d35t6x08kuujy5qptrlec, ersabc33m0ihy01uxccpnon4k, 7d1v02o7kk9guqpn77xzgtvu2, 4eo92l592013pjmwitoxmuyvo, 3461sfmst5pjeiaof78d0efo, 6wjjjmu5dw9m7chorpc4lcnbo, 46nav8x1n8s7c9zrmzo5eobje, 2m8m4aavjwesbh6oea1ta1vys",5735203425,194,ds74l5fmanizrflvvfkl42pcl,5735203427,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5735203423,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5735203421,130,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816222647,2,32,1,0,0,bk3zg8yaj5uoqhxzwons3bo8a,1,0.0,0.0,2025-05-18T02:08:15.787Z,2025-05-18T02:08:18Z,,,,5735312449,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816222635,2,32,1,0,0,cf5r1qpotp6n5i3vdchsp2en1,1,0.0,0.0,2025-05-18T02:08:15.787Z,2025-05-18T02:08:16Z,,,,5735312411,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816222671,3,1,1,0,0,cf5r1qpotp6n5i3vdchsp2en1,1,50.0,50.0,2025-05-18T02:08:15.788Z,2025-05-18T02:08:20Z,6kp2pv58u27yf5tnclyhnuoh6,C. Dunbar,,5735312539,56,Back,5735312541,140,31.8,5735312543,141,45.8,5735312547,213,3.29,5735312545,212,19.3,5735312549,279,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816222699,4,1,1,0,4,cf5r1qpotp6n5i3vdchsp2en1,1,27.3,47.3,2025-05-18T02:08:20.094Z,2025-05-18T02:08:25Z,9zolq6c0x4ubmtfusbz2c3xwq,C. Shutler,,5735312727,140,83.0,5735312735,1,,5735312723,157,,5735312729,141,82.0,5735312731,212,63.1,5735312725,56,Left,5735312733,213,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816222705,5,61,1,0,9,cf5r1qpotp6n5i3vdchsp2en1,0,83.0,82.0,2025-05-18T02:08:25.431Z,2025-05-18T02:08:26Z,6ydk69km9oe49cg6plrc6u0wk,L. MacKinnon,,5735312743,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816222725,3,4,1,0,14,bk3zg8yaj5uoqhxzwons3bo8a,1,3.2,13.2,2025-05-18T02:08:30.637Z,2025-05-18T02:08:36Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,5735312921,233,6,5735312911,13,,5735312917,152,,5735312913,294,,5735312915,56,Back,5735312919,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816222723,6,4,1,0,14,cf5r1qpotp6n5i3vdchsp2en1,0,96.8,86.8,2025-05-18T02:08:30.638Z,2025-05-18T02:08:35Z,6ydk69km9oe49cg6plrc6u0wk,L. MacKinnon,,5735312901,56,Left,5735312903,152,,5735312943,233,3,5735312905,286,,5735312899,294,,5735312897,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816222933,4,1,1,0,47,bk3zg8yaj5uoqhxzwons3bo8a,0,7.2,12.0,2025-05-18T02:09:03.734Z,2025-05-18T02:09:08Z,18iz45ww0nara0xdaleg72ort,K. Shakes,,5735314039,5,,5735314055,1,,5735314051,212,50.7,5735314053,213,6.27,5735314041,157,,5735314043,152,,5735314047,140,55.5,5735314045,56,Right,5735314049,141,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816222949,7,44,1,0,51,cf5r1qpotp6n5i3vdchsp2en1,1,40.8,82.5,2025-05-18T02:09:07.637Z,2025-05-18T03:05:24Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,5735314155,233,5,5735314123,56,Back,5735314127,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816222939,5,44,1,0,51,bk3zg8yaj5uoqhxzwons3bo8a,0,59.2,17.5,2025-05-18T02:09:07.638Z,2025-05-18T03:05:24Z,djau5chcmoyiyq28jt9ypzh4a,O. Jabang,,5735314075,56,Right,5735314175,233,7,5735314077,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816222961,8,1,1,0,52,cf5r1qpotp6n5i3vdchsp2en1,1,34.8,71.8,2025-05-18T02:09:08.382Z,2025-05-18T02:09:11Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,5735314223,141,67.5,5735314227,213,6.17,5735314221,140,58.6,5735314225,212,25.2,5735314215,3,,5735314217,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816222969,9,1,1,0,55,cf5r1qpotp6n5i3vdchsp2en1,0,59.4,67.5,2025-05-18T02:09:10.909Z,2025-05-18T02:09:11Z,1ua1e9ceddhcmq80ywq2ihd6,T. Trager,,5735314269,141,62.1,5735314265,56,Center,5735314263,168,,5735314267,140,68.8,5735314261,3,,5735314271,212,10.5,5735314273,213,5.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816222993,6,1,1,0,55,bk3zg8yaj5uoqhxzwons3bo8a,1,38.9,39.4,2025-05-18T02:09:11.294Z,2025-05-18T02:09:13Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,5735314399,56,Center,5735314397,3,,5735314405,212,16.3,5735314401,140,53.8,5735314407,213,0.28,5735314403,141,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816222999,7,44,1,0,57,bk3zg8yaj5uoqhxzwons3bo8a,1,71.6,52.6,2025-05-18T02:09:13.349Z,2025-05-18T02:09:20Z,1iyhipdn84for8bbxb07kw4x5,T. Amang,,5735314461,233,10,5735314435,286,,5735314433,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816222997,10,44,1,0,57,cf5r1qpotp6n5i3vdchsp2en1,0,28.4,47.4,2025-05-18T02:09:13.350Z,2025-05-18T02:09:23Z,f1j8v0figkewc23fmaexubo4p,K. Partida,,5735314427,285,,5735314497,233,7,5735314425,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223053,8,1,1,0,57,bk3zg8yaj5uoqhxzwons3bo8a,1,53.8,46.1,2025-05-18T02:09:13.743Z,2025-05-18T02:09:20Z,1iyhipdn84for8bbxb07kw4x5,T. Amang,,5735314723,213,0.22,5735314721,212,10.2,5735314719,141,49.4,5735314715,56,Center,5735314713,3,,5735314717,140,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223061,9,1,1,0,59,bk3zg8yaj5uoqhxzwons3bo8a,0,63.3,49.4,2025-05-18T02:09:15.590Z,2025-05-18T02:09:22Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,5735314759,1,,5735314755,212,6.9,5735314757,213,0.61,5735314753,141,55.2,5735314751,140,68.7,5735314747,157,,5735314749,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223033,11,44,1,1,2,cf5r1qpotp6n5i3vdchsp2en1,1,28.0,46.8,2025-05-18T02:09:17.912Z,2025-05-18T03:05:24Z,a2crcglwdookm6m397dxw2qdw,V. Latinovich,,5735314591,56,Back,5735314803,233,10,5735314593,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223063,10,44,1,1,2,bk3zg8yaj5uoqhxzwons3bo8a,0,72.0,53.2,2025-05-18T02:09:17.913Z,2025-05-18T03:05:25Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,5735314769,286,,5735314767,56,Center,5735314823,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223041,12,1,1,1,2,cf5r1qpotp6n5i3vdchsp2en1,0,22.5,50.0,2025-05-18T02:09:18.377Z,2025-05-18T02:25:32Z,a2crcglwdookm6m397dxw2qdw,V. Latinovich,,5735314639,56,Back,5735314637,3,,5735314641,140,36.9,5735314647,213,5.61,5735314643,141,32.2,5735314645,212,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223113,14,4,1,1,11,cf5r1qpotp6n5i3vdchsp2en1,1,38.6,11.4,2025-05-18T02:09:27.421Z,2025-05-18T02:09:33Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,5735315113,152,,5735315117,286,,5735315111,56,Back,5735315109,13,,5735315115,265,,5735315125,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223105,11,4,1,1,11,bk3zg8yaj5uoqhxzwons3bo8a,0,61.4,88.6,2025-05-18T02:09:27.422Z,2025-05-18T02:09:34Z,7b346y8ad54mkc0h1343ybs2x,Luiz Fernando,,5735315139,233,14,5735315103,265,,5735315097,13,,5735315101,152,,5735315099,56,Left,5735315105,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223213,15,1,1,1,22,cf5r1qpotp6n5i3vdchsp2en1,0,35.7,6.5,2025-05-18T02:09:38.630Z,2025-05-18T02:09:41Z,6o5jqx64vum71hh2olnrb4178,K. Santos,,5735315563,5,,5735315567,155,,5735315569,152,,5735315581,1,,5735315571,56,Center,5735315573,140,90.5,5735315577,212,63.0,5735315575,141,44.3,5735315579,213,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223303,13,1,1,1,32,bk3zg8yaj5uoqhxzwons3bo8a,1,12.5,62.1,2025-05-18T02:09:48.446Z,2025-05-18T02:09:50Z,18iz45ww0nara0xdaleg72ort,K. Shakes,,5735315985,123,,5735315991,141,73.6,5735315989,140,29.3,5735315993,212,19.3,5735315995,213,0.42,5735315987,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223313,14,1,1,1,34,bk3zg8yaj5uoqhxzwons3bo8a,1,29.3,73.6,2025-05-18T02:09:50.206Z,2025-05-18T02:09:51Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,5735316071,212,17.2,5735316073,213,3.51,5735316069,141,64.5,5735316065,56,Back,5735316067,140,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223339,15,1,1,1,35,bk3zg8yaj5uoqhxzwons3bo8a,1,14.0,64.5,2025-05-18T02:09:51.766Z,2025-05-18T02:09:53Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,5735316191,56,Back,5735316197,212,21.6,5735316193,140,13.8,5735316195,141,32.7,5735316199,213,4.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223357,16,1,1,1,37,bk3zg8yaj5uoqhxzwons3bo8a,1,13.8,32.7,2025-05-18T02:09:53.589Z,2025-05-18T02:09:55Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,5735316257,140,10.4,5735316259,141,51.2,5735316261,212,13.1,5735316255,56,Back,5735316263,213,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223403,17,1,1,1,39,bk3zg8yaj5uoqhxzwons3bo8a,1,10.7,51.3,2025-05-18T02:09:55.269Z,2025-05-18T02:10:00Z,18iz45ww0nara0xdaleg72ort,K. Shakes,,5735316507,140,44.7,5735316511,141,45.8,5735316503,157,,5735316517,213,6.18,5735316515,212,35.9,5735316505,56,Back,5735316519,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223451,18,1,1,1,44,bk3zg8yaj5uoqhxzwons3bo8a,1,41.9,40.4,2025-05-18T02:10:00.541Z,2025-05-18T02:10:04Z,1iyhipdn84for8bbxb07kw4x5,T. Amang,,5735316799,140,61.6,5735316797,56,Right,5735316801,141,10.3,5735316803,212,29.1,5735316805,213,5.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223459,19,1,1,1,48,bk3zg8yaj5uoqhxzwons3bo8a,0,61.6,10.3,2025-05-18T02:10:04.621Z,2025-05-18T02:10:05Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,5735316823,56,Center,5735316827,141,31.6,5735316825,140,77.6,5735316829,212,22.2,5735316831,213,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223479,16,1,1,1,50,cf5r1qpotp6n5i3vdchsp2en1,1,24.4,62.9,2025-05-18T02:10:06.194Z,2025-05-18T02:10:07Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,5735316931,141,80.0,5735316929,140,32.0,5735316933,212,14.1,5735316927,56,Back,5735316935,213,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223485,17,1,1,1,51,cf5r1qpotp6n5i3vdchsp2en1,1,32.0,80.0,2025-05-18T02:10:07.201Z,2025-05-18T02:10:09Z,6ydk69km9oe49cg6plrc6u0wk,L. MacKinnon,,5735316953,56,Back,5735316957,141,74.7,5735316955,140,20.0,5735316991,156,,5735316959,212,13.1,5735316961,213,3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223505,19,1,1,1,53,cf5r1qpotp6n5i3vdchsp2en1,0,20.0,74.7,2025-05-18T02:10:09.381Z,2025-05-18T02:10:10Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,5735317037,155,,5735317057,1,,5735317053,213,0.14,5735317039,56,Left,5735317049,212,39.2,5735317041,140,57.0,5735317043,141,82.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223519,20,1,1,1,54,bk3zg8yaj5uoqhxzwons3bo8a,0,44.9,17.6,2025-05-18T02:10:10.261Z,2025-05-18T03:09:04Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,5735317125,141,0.7,5735317129,213,5.57,5735317121,56,Right,5735451355,3,,5735317127,212,17.6,5735317123,140,57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223633,20,5,1,1,58,cf5r1qpotp6n5i3vdchsp2en1,1,37.6,101.4,2025-05-18T02:10:14.361Z,2025-05-18T02:38:10Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,5735317685,347,,5735317683,56,Back,5735317705,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223541,21,5,1,1,58,bk3zg8yaj5uoqhxzwons3bo8a,0,62.4,-1.4,2025-05-18T02:10:14.361Z,2025-05-18T02:38:10Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,5735317239,347,,5735317725,233,20,5735317237,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223651,21,1,1,2,9,cf5r1qpotp6n5i3vdchsp2en1,0,34.1,100.0,2025-05-18T02:10:25.661Z,2025-05-18T02:10:27Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,5735317795,212,19.8,5735317787,107,,5735317791,140,51.6,5735317793,141,90.8,5735317797,213,5.90,5735317789,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223659,22,8,1,2,12,bk3zg8yaj5uoqhxzwons3bo8a,1,43.3,19.2,2025-05-18T02:10:27.929Z,2025-05-18T02:10:28Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,5735317813,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223729,22,5,1,2,12,cf5r1qpotp6n5i3vdchsp2en1,1,47.8,101.5,2025-05-18T02:10:28.749Z,2025-05-18T02:38:11Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,5735318175,347,,5735318171,56,Back,5735318203,233,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223667,23,5,1,2,12,bk3zg8yaj5uoqhxzwons3bo8a,0,52.2,-1.5,2025-05-18T02:10:28.749Z,2025-05-18T02:38:11Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,5735318213,233,22,5735317853,347,,5735317851,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223757,23,1,1,2,19,cf5r1qpotp6n5i3vdchsp2en1,1,51.1,100.0,2025-05-18T02:10:35.110Z,2025-05-18T02:10:38Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,5735318313,140,75.6,5735318317,141,82.9,5735318311,56,Left,5735318309,107,,5735318325,1,,5735318323,213,5.82,5735318321,212,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223763,24,44,1,2,22,cf5r1qpotp6n5i3vdchsp2en1,1,77.4,84.6,2025-05-18T02:10:37.974Z,2025-05-18T03:05:25Z,1ua1e9ceddhcmq80ywq2ihd6,T. Trager,,5735318351,286,,5735318423,233,24,5735318349,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223767,24,44,1,2,22,bk3zg8yaj5uoqhxzwons3bo8a,0,22.6,15.4,2025-05-18T02:10:37.975Z,2025-05-18T03:05:26Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,5735318357,56,Back,5735318359,285,,5735318457,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223773,25,1,1,2,22,cf5r1qpotp6n5i3vdchsp2en1,0,75.6,82.9,2025-05-18T02:10:38.333Z,2025-05-18T02:10:39Z,1ua1e9ceddhcmq80ywq2ihd6,T. Trager,,5735318391,140,65.9,5735318393,141,72.4,5735318389,56,Center,5735318397,213,3.75,5735318395,212,12.4,5735318387,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223791,25,8,1,2,24,bk3zg8yaj5uoqhxzwons3bo8a,1,23.0,14.1,2025-05-18T02:10:40.174Z,2025-05-18T02:10:40Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,5735318493,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223807,27,1,1,2,24,bk3zg8yaj5uoqhxzwons3bo8a,1,23.0,14.1,2025-05-18T02:10:40.592Z,2025-05-18T02:10:42Z,52rcg38mijjjusfwqxa2l7hex,J. Lindsey,,5735318557,56,Back,5735318565,213,1.78,5735318563,212,13.8,5735318559,140,20.3,5735318561,141,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223821,28,1,1,2,26,bk3zg8yaj5uoqhxzwons3bo8a,1,20.3,33.9,2025-05-18T02:10:42.069Z,2025-05-18T02:10:43Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,5735318605,140,26.6,5735318609,212,7.0,5735318603,56,Back,5735318611,213,5.96,5735318607,141,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223815,26,45,1,2,27,cf5r1qpotp6n5i3vdchsp2en1,0,69.2,67.0,2025-05-18T02:10:43.029Z,2025-05-18T03:05:22Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,5735318587,56,Center,5735318733,233,29,5735318589,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223835,29,3,1,2,27,bk3zg8yaj5uoqhxzwons3bo8a,1,30.8,33.0,2025-05-18T02:10:43.029Z,2025-05-18T03:05:22Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,5735318703,233,26,5735318683,285,,5735318681,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223851,30,1,1,2,29,bk3zg8yaj5uoqhxzwons3bo8a,0,27.0,31.0,2025-05-18T02:10:44.821Z,2025-05-18T02:11:13Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,5735318761,141,45.2,5735318759,140,49.7,5735318763,212,25.7,5735318765,213,0.38,5735318757,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223853,27,8,1,2,30,cf5r1qpotp6n5i3vdchsp2en1,1,62.4,56.4,2025-05-18T02:10:46.669Z,2025-05-18T02:10:46Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,5735318771,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816223905,28,1,1,2,33,cf5r1qpotp6n5i3vdchsp2en1,0,47.2,75.3,2025-05-18T02:10:49.646Z,2025-05-18T02:10:53Z,a2crcglwdookm6m397dxw2qdw,V. Latinovich,,5735318945,213,0.04,5735318947,1,,5735318943,212,50.2,5735318941,141,78.1,5735318937,56,Center,5735318939,140,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816224045,32,1,1,2,58,bk3zg8yaj5uoqhxzwons3bo8a,1,10.8,51.5,2025-05-18T02:11:14.437Z,2025-05-18T02:11:16Z,18iz45ww0nara0xdaleg72ort,K. Shakes,,5735319629,140,20.8,5735319631,141,80.3,5735319625,123,,5735319633,212,22.2,5735319627,56,Back,5735319635,213,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816224075,33,1,1,2,59,bk3zg8yaj5uoqhxzwons3bo8a,1,20.8,80.3,2025-05-18T02:11:15.781Z,2025-05-18T02:11:19Z,cvdn34vl3zje5uq54nvg77sut,K. Ryden,,5735319775,213,0.87,5735319773,212,10.5,5735319771,141,92.1,5735319769,140,27.2,5735319767,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816224087,34,1,1,3,3,bk3zg8yaj5uoqhxzwons3bo8a,1,27.2,92.1,2025-05-18T02:11:18.949Z,2025-05-18T03:08:36Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,5735319835,213,4.54,5735319827,56,Back,5735319829,140,25.5,5735319831,141,76.7,5735319833,212,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816224123,35,1,1,3,4,bk3zg8yaj5uoqhxzwons3bo8a,1,25.5,76.7,2025-05-18T02:11:20.653Z,2025-05-18T02:11:23Z,4fbaxgikw7z9sfhuz6vvnfmxh,G. Zelalem,,5735320047,140,24.8,5735320049,141,36.0,5735320045,56,Back,5735320055,213,4.69,5735320051,212,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816224159,36,1,1,3,7,bk3zg8yaj5uoqhxzwons3bo8a,1,24.8,36.0,2025-05-18T02:11:23.334Z,2025-05-18T02:11:27Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,5735320217,140,65.6,5735320213,155,,5735320219,141,88.3,5735320215,56,Left,5735320225,1,,5735320223,213,0.69,5735320221,212,55.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816224163,37,61,1,3,11,bk3zg8yaj5uoqhxzwons3bo8a,0,64.2,92.9,2025-05-18T02:11:27.061Z,2025-05-18T02:11:27Z,caxfn5xu1taewgtxil6ah2rjd,Z. Bailey,,5735320235,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
