id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2785892529,211,1,1,16,11,cf5r1qpotp6n5i3vdchsp2en1,1,35.4,79.4,2025-03-09T03:24:06.513Z,2025-03-09T03:24:10Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5568331939,56,Back,5568331943,141,78.2,5568331941,140,44.1,5568331945,212,9.2,5568331947,213,6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785892553,212,1,1,16,14,cf5r1qpotp6n5i3vdchsp2en1,1,48.9,84.8,2025-03-09T03:24:09.882Z,2025-03-09T03:24:12Z,f1j8v0figkewc23fmaexubo4p,K. Partida,,,5568332121,140,65.8,5568332125,141,93.6,5568332129,212,18.7,5568332131,213,0.33,5568332119,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785892587,213,1,1,16,17,cf5r1qpotp6n5i3vdchsp2en1,1,68.6,94.8,2025-03-09T03:24:12.465Z,2025-03-09T03:24:16Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,,5568332339,213,5.71,5568332331,56,Left,5568332333,140,79.8,5568332335,141,83.6,5568332337,212,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785892593,214,1,1,16,21,cf5r1qpotp6n5i3vdchsp2en1,0,80.1,83.6,2025-03-09T03:24:16.210Z,2025-03-09T03:24:19Z,k3rif7polxoazy70fu2013op,E. Zubak,,,5568332385,236,,5568332387,233,86,5568332361,56,Left,5568332369,213,2.85,5568332391,286,,5568332365,141,86.2,5568332367,212,6.1,5568332363,140,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785892583,86,74,1,16,21,b5l2e3csycjb8twvq9ek0j5gq,1,26.6,12.5,2025-03-09T03:24:16.211Z,2025-03-09T03:24:18Z,doseo9fbdr1a1srm0jhdqmr55,J. Sinisterra,,,5568332309,56,Back,5568332311,285,,5568332433,233,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785892617,215,1,1,16,22,cf5r1qpotp6n5i3vdchsp2en1,1,76.1,86.5,2025-03-09T03:24:17.578Z,2025-03-09T03:24:19Z,k3rif7polxoazy70fu2013op,E. Zubak,,,5568332523,141,95.7,5568332521,140,80.4,5568332525,212,7.7,5568332527,213,0.95,5568332519,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785892621,216,1,1,16,24,cf5r1qpotp6n5i3vdchsp2en1,0,83.4,90.5,2025-03-09T03:24:19.369Z,2025-03-09T03:24:21Z,f1j8v0figkewc23fmaexubo4p,K. Partida,,,5568332559,212,20.3,5568332561,213,5.19,5568332543,56,Center,5568332539,2,,5568332555,141,64.0,5568332553,140,92.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785892653,87,12,1,16,26,b5l2e3csycjb8twvq9ek0j5gq,1,13.8,31.5,2025-03-09T03:24:21.099Z,2025-03-09T03:24:23Z,777irocsl9y6fja05sevniy95,C. Riley,,,5568332791,213,5.67,5568332789,212,26.0,5568332783,56,Back,5568332787,141,9.5,5568332785,140,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785892661,217,13,1,16,29,cf5r1qpotp6n5i3vdchsp2en1,1,80.0,71.2,2025-03-09T03:24:24.233Z,2025-03-09T03:24:31Z,k3rif7polxoazy70fu2013op,E. Zubak,,,5568333199,74,,5568333205,215,,5568333207,458,,5568333209,230,97.2,5568332851,18,,5568333203,103,76.4,5568332853,56,Center,5568333211,231,51.8,5568332849,22,,5568333201,102,45.9,5568333023,20,,,,,,,,,,,,,,,,,,,,,,,,,
2785892871,88,5,1,16,30,b5l2e3csycjb8twvq9ek0j5gq,1,-0.8,60.4,2025-03-09T03:24:25.531Z,2025-03-09T05:05:03Z,777irocsl9y6fja05sevniy95,C. Riley,,,5568334073,233,218,5568334027,56,Back,5568334031,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785892681,218,5,1,16,30,cf5r1qpotp6n5i3vdchsp2en1,0,100.8,39.6,2025-03-09T03:24:25.531Z,2025-03-09T05:19:51Z,k3rif7polxoazy70fu2013op,E. Zubak,,,5568334093,233,88,5568332987,346,,5568332983,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785892935,89,1,1,16,53,b5l2e3csycjb8twvq9ek0j5gq,1,4.8,58.8,2025-03-09T03:24:48.779Z,2025-03-09T03:24:53Z,6j38lv6xa3gnzzsn5x2i35rdh,K. McIntosh,,,5568334399,140,58.3,5568334411,74,,5568334401,141,6.8,5568334403,212,66.4,5568334397,56,Right,5568334395,124,,5568334405,213,5.72,5568334407,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785892945,90,44,1,16,58,b5l2e3csycjb8twvq9ek0j5gq,1,61.2,17.4,2025-03-09T03:24:53.216Z,2025-03-09T03:25:09Z,doseo9fbdr1a1srm0jhdqmr55,J. Sinisterra,,,5568334469,233,219,5568334451,286,,5568334449,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785892941,219,44,1,16,58,cf5r1qpotp6n5i3vdchsp2en1,0,38.8,82.6,2025-03-09T03:24:53.217Z,2025-03-09T03:24:58Z,ersabc33m0ihy01uxccpnon4k,P. Guimaraes,,,5568334431,285,,5568334429,56,Back,5568334501,233,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785892947,91,1,1,16,58,b5l2e3csycjb8twvq9ek0j5gq,0,58.3,6.8,2025-03-09T03:24:53.549Z,2025-03-09T03:25:07Z,doseo9fbdr1a1srm0jhdqmr55,J. Sinisterra,,,5568334455,168,,5568334457,56,Right,5568334453,3,,5568334467,213,0.24,5568334465,212,11.0,5568334461,141,10.7,5568334459,140,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785892961,220,61,1,17,0,cf5r1qpotp6n5i3vdchsp2en1,0,34.7,73.2,2025-03-09T03:24:55.762Z,2025-03-09T03:24:56Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5568334521,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785892987,221,83,1,17,3,cf5r1qpotp6n5i3vdchsp2en1,0,28.5,33.3,2025-03-09T03:24:58.681Z,2025-03-09T03:25:05Z,f1j8v0figkewc23fmaexubo4p,K. Partida,,,5568335035,399,doseo9fbdr1a1srm0jhdqmr55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785893031,92,1,1,17,6,b5l2e3csycjb8twvq9ek0j5gq,0,67.3,40.6,2025-03-09T03:25:01.140Z,2025-03-09T03:25:02Z,doseo9fbdr1a1srm0jhdqmr55,J. Sinisterra,,,5568334845,141,59.4,5568334847,212,12.9,5568334843,140,68.8,5568334841,56,Center,5568334849,213,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785893063,93,45,1,17,7,b5l2e3csycjb8twvq9ek0j5gq,0,62.5,67.4,2025-03-09T03:25:02.848Z,2025-03-09T05:18:12Z,doseo9fbdr1a1srm0jhdqmr55,J. Sinisterra,,,5568334999,285,,5568335061,233,223,5568334997,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785893057,223,3,1,17,7,cf5r1qpotp6n5i3vdchsp2en1,1,37.5,32.6,2025-03-09T03:25:02.848Z,2025-03-09T05:18:12Z,6kp2pv58u27yf5tnclyhnuoh6,C. Dunbar,,,5568334977,286,,5568334975,56,Back,5568335045,233,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785893069,224,1,1,17,9,cf5r1qpotp6n5i3vdchsp2en1,1,39.2,18.3,2025-03-09T03:25:04.569Z,2025-03-09T03:25:06Z,6kp2pv58u27yf5tnclyhnuoh6,C. Dunbar,,,5568335019,140,39.5,5568335023,212,16.2,5568335021,141,42.1,5568335013,56,Back,5568335025,213,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785893087,225,1,1,17,11,cf5r1qpotp6n5i3vdchsp2en1,1,39.5,42.1,2025-03-09T03:25:05.905Z,2025-03-09T03:25:08Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5568335143,140,25.6,5568335169,156,,5568335145,141,34.9,5568335147,212,15.4,5568335141,56,Back,5568335149,213,3.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785893137,226,1,1,17,12,cf5r1qpotp6n5i3vdchsp2en1,1,25.6,34.9,2025-03-09T03:25:07.705Z,2025-03-09T03:25:13Z,f1j8v0figkewc23fmaexubo4p,K. Partida,,,5568335409,140,36.5,5568335415,213,0.89,5568335413,212,18.2,5568335411,141,55.7,5568335407,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785893155,227,1,1,17,18,cf5r1qpotp6n5i3vdchsp2en1,1,43.0,71.5,2025-03-09T03:25:13.017Z,2025-03-09T03:25:16Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5568335503,140,69.6,5568335501,56,Left,5568335505,141,82.1,5568335507,212,28.8,5568335509,213,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785893165,228,1,1,17,21,cf5r1qpotp6n5i3vdchsp2en1,1,69.6,82.1,2025-03-09T03:25:15.961Z,2025-03-09T03:25:17Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,,5568335569,56,Left,5568335577,213,2.55,5568335575,212,11.0,5568335571,140,60.9,5568335573,141,91.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785893181,229,1,1,17,22,cf5r1qpotp6n5i3vdchsp2en1,1,60.9,91.1,2025-03-09T03:25:17.153Z,2025-03-09T03:25:19Z,ersabc33m0ihy01uxccpnon4k,P. Guimaraes,,,5568335671,212,18.5,5568335665,56,Back,5568335667,140,44.4,5568335673,213,3.50,5568335669,141,81.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785893223,230,1,1,17,24,cf5r1qpotp6n5i3vdchsp2en1,1,47.0,82.4,2025-03-09T03:25:18.994Z,2025-03-09T03:25:24Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5568335919,141,76.1,5568335921,212,25.4,5568335917,140,70.8,5568335915,56,Center,5568335923,213,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785893255,231,1,1,17,29,cf5r1qpotp6n5i3vdchsp2en1,1,61.2,58.2,2025-03-09T03:25:24.009Z,2025-03-09T03:25:27Z,ersabc33m0ihy01uxccpnon4k,P. Guimaraes,,,5568336113,56,Right,5568336121,213,4.86,5568336117,141,18.3,5568336115,140,65.0,5568336119,212,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785893295,232,1,1,17,32,cf5r1qpotp6n5i3vdchsp2en1,1,68.2,18.2,2025-03-09T03:25:27.673Z,2025-03-09T03:25:35Z,26uulzcbbpgdrvnf5msmqidck,G. Doody,,,5568336365,141,6.2,5568336371,213,5.87,5568336367,212,20.1,5568336363,140,85.7,5568336361,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785893305,233,1,1,17,40,cf5r1qpotp6n5i3vdchsp2en1,1,88.2,20.1,2025-03-09T03:25:35.354Z,2025-03-09T05:38:34Z,6kp2pv58u27yf5tnclyhnuoh6,C. Dunbar,1.0,,5568336429,141,30.9,5568336433,213,2.00,5568570263,210,15,5568336421,2,,5568570265,154,,5568336431,212,8.1,5568336423,155,,5568336427,140,85.0,5568336425,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785893317,94,43,1,17,43,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-03-09T03:25:37.956Z,2025-03-09T05:38:36Z,69j92vzo1swgodk0g9g2ksqqy,B. Njie,,,5568336459,56,Back,5568570319,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785893363,234,15,1,17,47,cf5r1qpotp6n5i3vdchsp2en1,1,90.1,47.3,2025-03-09T03:25:42.144Z,2025-03-09T05:38:35Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,,5568337973,82,,5568338145,230,98.6,5568338133,76,,5568338147,231,49.8,5568570285,55,233,5568338153,233,96,5568338137,103,19,5568338143,147,49.1,5568338135,102,52.3,5568336761,56,Center,5568570283,154,,5568337969,20,,5568336755,22,,5568336757,17,,5568338141,146,5568570281,29,93.7,,,,,,,,,,
2785893429,96,10,1,17,47,b5l2e3csycjb8twvq9ek0j5gq,1,6.3,50.9,2025-03-09T03:25:42.244Z,2025-03-09T03:28:09Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,,5568338163,233,234,5568337089,56,Back,5568337087,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785893371,95,12,1,17,48,b5l2e3csycjb8twvq9ek0j5gq,1,14.3,44.6,2025-03-09T03:25:43.196Z,2025-03-09T03:28:10Z,bogxgfao7j28diagxffy0z9ey,D. Gomez,,,5568336791,212,36.5,5568336793,213,5.87,5568336789,141,23.1,5568336795,15,,5568336787,140,46.1,5568336785,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785893389,235,1,1,17,50,cf5r1qpotp6n5i3vdchsp2en1,1,61.3,72.0,2025-03-09T03:25:45.058Z,2025-03-09T03:25:46Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5568336883,141,58.1,5568336881,140,69.1,5568336885,212,12.5,5568336887,213,5.43,5568336879,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785893461,236,1,1,17,51,cf5r1qpotp6n5i3vdchsp2en1,1,68.5,60.2,2025-03-09T03:25:46.098Z,2025-03-09T03:25:52Z,f1j8v0figkewc23fmaexubo4p,K. Partida,,,5568337259,212,7.1,5568337261,213,1.54,5568337251,56,Center,5568337255,140,68.7,5568337257,141,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785893485,237,1,1,17,57,cf5r1qpotp6n5i3vdchsp2en1,1,59.6,68.5,2025-03-09T03:25:52.521Z,2025-03-09T03:25:56Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5568337399,140,52.9,5568337401,141,44.2,5568337403,212,18.0,5568337397,56,Center,5568337405,213,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785893493,238,1,1,18,1,cf5r1qpotp6n5i3vdchsp2en1,1,53.4,39.7,2025-03-09T03:25:56.010Z,2025-03-09T03:25:59Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5568337461,141,22.8,5568337467,213,5.47,5568337465,212,15.8,5568337455,56,Center,5568337457,140,63.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785893503,239,1,1,18,3,cf5r1qpotp6n5i3vdchsp2en1,1,64.1,9.2,2025-03-09T03:25:58.881Z,2025-03-09T03:26:00Z,26uulzcbbpgdrvnf5msmqidck,G. Doody,,,5568337515,213,1.30,5568337509,140,67.0,5568337513,212,11.6,5568337511,141,25.6,5568337507,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785893509,240,1,1,18,5,cf5r1qpotp6n5i3vdchsp2en1,0,67.0,25.6,2025-03-09T03:26:00.033Z,2025-03-09T03:26:00Z,f1j8v0figkewc23fmaexubo4p,K. Partida,,,5568337539,56,Right,5568337543,141,19.1,5568337541,140,72.0,5568337545,212,6.9,5568337547,213,5.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785893533,97,8,1,18,8,b5l2e3csycjb8twvq9ek0j5gq,1,45.6,77.8,2025-03-09T03:26:03.652Z,2025-03-09T03:26:03Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,,5568337673,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785893549,99,1,1,18,9,b5l2e3csycjb8twvq9ek0j5gq,1,45.6,77.8,2025-03-09T03:26:04.571Z,2025-03-09T03:26:05Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,,5568337751,140,44.8,5568337749,56,Back,5568337755,212,8.1,5568337757,213,1.67,5568337753,141,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785893553,100,43,1,18,10,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-03-09T03:26:05.360Z,2025-03-09T03:26:07Z,cqhpjp9q1pl5gy4nfrpd7m3h0,J. Rasmussen,,,5568337769,141,89.7,5568337773,213,3.14,5568337785,233,241,5568337783,236,0,5568337827,144,1,5568337789,286,0,5568337767,140,44.8,5568337771,212,0,5568337765,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785893603,101,1,1,18,10,b5l2e3csycjb8twvq9ek0j5gq,0,44.7,93.6,2025-03-09T03:26:05.411Z,2025-03-09T05:15:01Z,cqhpjp9q1pl5gy4nfrpd7m3h0,J. Rasmussen,,,5568338005,212,2.6,5568338017,286,,5568337999,140,42.2,5568338013,233,241,5568338001,141,94.1,5568337997,56,Back,5568338009,213,3.01,5568338011,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785893545,241,74,1,18,10,cf5r1qpotp6n5i3vdchsp2en1,1,59.3,7.0,2025-03-09T03:26:05.412Z,2025-03-09T05:18:19Z,26uulzcbbpgdrvnf5msmqidck,G. Doody,,,5568337733,56,Right,5568337735,285,,5568337803,233,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785893587,242,43,1,18,12,cf5r1qpotp6n5i3vdchsp2en1,1,0.0,0.0,2025-03-09T03:26:06.953Z,2025-03-09T03:26:49Z,26uulzcbbpgdrvnf5msmqidck,G. Doody,,,5568337919,56,Right,5568339969,144,5,5568337921,347,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785893633,102,5,1,18,15,b5l2e3csycjb8twvq9ek0j5gq,1,37.2,101.0,2025-03-09T03:26:10.274Z,2025-03-09T05:19:51Z,cqhpjp9q1pl5gy4nfrpd7m3h0,J. Rasmussen,,,5568338201,56,Back,5568338203,347,,5568340449,233,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785894019,249,5,1,18,15,cf5r1qpotp6n5i3vdchsp2en1,0,62.8,-1.0,2025-03-09T03:26:10.274Z,2025-03-09T05:14:51Z,26uulzcbbpgdrvnf5msmqidck,G. Doody,,,5568340469,233,102,5568340381,56,Right,5568340383,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785893659,103,1,1,18,21,b5l2e3csycjb8twvq9ek0j5gq,1,39.7,100.0,2025-03-09T03:26:16.219Z,2025-03-09T03:26:19Z,69j92vzo1swgodk0g9g2ksqqy,B. Njie,,,5568338341,212,33.7,5568338339,141,54.6,5568338333,107,,5568338345,1,,5568338335,56,Back,5568338337,140,28.9,5568338343,213,4.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785893673,104,1,1,18,24,b5l2e3csycjb8twvq9ek0j5gq,0,26.5,42.1,2025-03-09T03:26:19.763Z,2025-03-09T03:26:22Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,,5568338433,141,9.7,5568338431,140,37.1,5568338435,212,24.7,5568338437,213,5.18,5568338429,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785893695,105,5,1,18,29,b5l2e3csycjb8twvq9ek0j5gq,0,37.7,-1.6,2025-03-09T03:26:24.011Z,2025-03-09T05:19:52Z,3apux7dih2628a7b7q0dt6bu2,A. Mohamed,,,5568338749,233,243,5568338557,347,,5568338555,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785893725,243,5,1,18,29,cf5r1qpotp6n5i3vdchsp2en1,1,62.3,101.6,2025-03-09T03:26:24.011Z,2025-03-09T05:19:52Z,7d1v02o7kk9guqpn77xzgtvu2,C. Hegardt,,,5568338715,56,Left,5568338717,347,,5568338721,233,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785893779,244,1,1,18,33,cf5r1qpotp6n5i3vdchsp2en1,1,57.2,100.0,2025-03-09T03:26:28.601Z,2025-03-09T03:26:31Z,ersabc33m0ihy01uxccpnon4k,P. Guimaraes,,,5568338985,212,12.2,5568338977,107,,5568338983,141,87.1,5568338979,56,Left,5568338989,213,4.12,5568338981,140,50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785893789,245,1,1,18,36,cf5r1qpotp6n5i3vdchsp2en1,0,51.3,87.7,2025-03-09T03:26:31.794Z,2025-03-09T03:26:36Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5568339231,236,,5568339039,141,88.7,5568339041,212,5.8,5568339233,233,106,5568339237,286,,5568339037,140,56.8,5568339043,213,0.12,5568339035,56,Left,5568339045,1,,5568339033,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785893819,106,74,1,18,36,b5l2e3csycjb8twvq9ek0j5gq,1,43.8,11.1,2025-03-09T03:26:31.795Z,2025-03-09T05:18:19Z,e0879u9ckqe6xv1h2j8bqto9g,A. Elmasnaouy,,,5568339223,56,Back,5568339325,233,245,5568339225,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785893849,246,1,1,18,42,cf5r1qpotp6n5i3vdchsp2en1,1,54.1,49.6,2025-03-09T03:26:37.841Z,2025-03-09T03:26:39Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5568339419,213,5.53,5568339411,56,Center,5568339413,140,65.1,5568339417,212,15.8,5568339415,141,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785893871,247,1,1,18,44,cf5r1qpotp6n5i3vdchsp2en1,1,64.0,36.6,2025-03-09T03:26:39.466Z,2025-03-09T03:26:41Z,f1j8v0figkewc23fmaexubo4p,K. Partida,,,5568339541,141,9.1,5568339543,212,24.1,5568339537,56,Right,5568339545,213,5.40,5568339539,140,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785893893,248,1,1,18,46,cf5r1qpotp6n5i3vdchsp2en1,0,78.5,9.1,2025-03-09T03:26:40.986Z,2025-03-09T03:26:43Z,26uulzcbbpgdrvnf5msmqidck,G. Doody,,,5568339687,56,Right,5568339695,213,0.19,5568339693,212,20.5,5568339689,140,97.7,5568339691,141,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785893927,107,1,1,18,50,b5l2e3csycjb8twvq9ek0j5gq,1,10.1,85.3,2025-03-09T03:26:45.195Z,2025-03-09T03:26:46Z,777irocsl9y6fja05sevniy95,C. Riley,,,5568339813,140,14.8,5568339815,141,86.9,5568339817,212,5.1,5568339819,213,0.22,5568339811,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785893955,109,1,1,18,51,b5l2e3csycjb8twvq9ek0j5gq,1,15.5,86.9,2025-03-09T03:26:46.747Z,2025-03-09T03:26:49Z,69j92vzo1swgodk0g9g2ksqqy,B. Njie,,,5568339975,56,Back,5568339981,212,16.6,5568339983,213,5.21,5568339977,140,23.0,5568339979,141,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785893975,110,1,1,18,54,b5l2e3csycjb8twvq9ek0j5gq,1,22.9,65.4,2025-03-09T03:26:49.467Z,2025-03-09T03:26:50Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,,5568340041,213,1.23,5568340039,212,16.5,5568340029,56,Back,5568340037,141,88.3,5568340033,140,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785894001,111,43,1,18,55,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-03-09T03:26:50.299Z,2025-03-09T03:29:59Z,cxnq0rc4u1efzt82nw3xgk355,P. Armenakas,,,5568340267,56,Back,5568340271,141,72.3,5568340273,212,18.4,5568349461,144,1,5568340275,213,5.65,5568340269,140,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785895657,131,3,1,19,1,b5l2e3csycjb8twvq9ek0j5gq,1,38.9,80.8,2025-03-09T03:26:56.322Z,2025-03-09T05:18:13Z,69j92vzo1swgodk0g9g2ksqqy,B. Njie,,,5568350601,233,290,5568349777,56,Back,5568349779,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785895789,290,45,1,19,1,cf5r1qpotp6n5i3vdchsp2en1,0,61.1,19.2,2025-03-09T03:26:56.322Z,2025-03-09T05:18:13Z,26uulzcbbpgdrvnf5msmqidck,G. Doody,,,5568350611,233,131,5568350521,285,,5568350519,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785894043,112,1,1,19,2,b5l2e3csycjb8twvq9ek0j5gq,1,40.2,66.6,2025-03-09T03:26:57.715Z,2025-03-09T05:17:56Z,69j92vzo1swgodk0g9g2ksqqy,B. Njie,,,5568340543,140,56.4,5568340551,1,,5568340545,141,14.9,5568340547,212,39.1,5568340541,56,Right,5568340549,213,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
