id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2785851477,1,34,16,0,0,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-03-09T02:06:34.780Z,2025-03-09T03:22:26Z,,,,,5568101411,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",5568326869,194,4jq1xl8ott88bxfdo4bjm47hl,5568101419,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",5568270249,197,10793,5568101421,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5568101417,130,2,5568101415,59,"1, 26, 2, 6, 33, 5, 11, 12, 45, 10, 14, 4, 7, 22, 48, 50, 60, 88",5568101407,30,"6j38lv6xa3gnzzsn5x2i35rdh, 3apux7dih2628a7b7q0dt6bu2, 69j92vzo1swgodk0g9g2ksqqy, bogxgfao7j28diagxffy0z9ey, 4e47ixpbc8x9qzn7l3aeej0tl, 777irocsl9y6fja05sevniy95, doseo9fbdr1a1srm0jhdqmr55, 4jq1xl8ott88bxfdo4bjm47hl, e0879u9ckqe6xv1h2j8bqto9g, cxnq0rc4u1efzt82nw3xgk355, cqhpjp9q1pl5gy4nfrpd7m3h0, ei30dsbb51ri88sr7aku2t13p, 6g7v93m80xq6x38o9u3t8y3je, 2j9i9ersvndkywcgqx9pzc9ka, 97rzxcaw3u0qqov2uci1m4ges, dcirx0bnhlf1ua9c3lltqpe96, aa8wxd6orgx3wa187n63htjpw, 24r8fdf8ypk7ejch9t86zjwgk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785863817,1,34,16,0,0,cf5r1qpotp6n5i3vdchsp2en1,1,0.0,0.0,2025-03-09T02:25:32.982Z,2025-03-09T05:47:55Z,,,,,5568270093,197,24407,5568170531,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",5568170539,130,8,5568170535,59,"1, 2, 13, 6, 5, 4, 7, 19, 9, 14, 23, 35, 24, 30, 31, 33, 8, 10, 15",5568170551,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5568170529,30,"9zolq6c0x4ubmtfusbz2c3xwq, 26uulzcbbpgdrvnf5msmqidck, ersabc33m0ihy01uxccpnon4k, 3sp46qr51lu5o2213enn5xtjp, ds74l5fmanizrflvvfkl42pcl, 8sydisziijh84elb8dprtlduy, 6kp2pv58u27yf5tnclyhnuoh6, f1j8v0figkewc23fmaexubo4p, k3rif7polxoazy70fu2013op, 7d1v02o7kk9guqpn77xzgtvu2, 52qwgcxm3vpgabixc8c2i3aax, 5yagqw0826fi91s0i8qv8lfkk, 3461sfmst5pjeiaof78d0efo, 66munwmhmpdq06686gawcz9ck, 46nav8x1n8s7c9zrmzo5eobje, 2m8m4aavjwesbh6oea1ta1vys, 7qt4r82kyz05r8kd8cmdh1xqs, 1ua1e9ceddhcmq80ywq2ihd6, bqmln8wgwt0uazirmw682kt4a",5568170543,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",5568170547,194,ds74l5fmanizrflvvfkl42pcl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785882829,2,32,1,0,0,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-03-09T03:07:54.902Z,2025-03-09T03:07:58Z,,,,,5568279931,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785882827,2,32,1,0,0,cf5r1qpotp6n5i3vdchsp2en1,1,0.0,0.0,2025-03-09T03:07:54.902Z,2025-03-09T03:07:55Z,,,,,5568279929,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785882841,3,1,1,0,0,cf5r1qpotp6n5i3vdchsp2en1,1,49.9,50.0,2025-03-09T03:07:54.903Z,2025-03-09T05:22:47Z,7d1v02o7kk9guqpn77xzgtvu2,C. Hegardt,,,5568280029,141,57.6,5568280035,279,S,5568280033,213,2.93,5568280031,212,24.8,5568280025,56,Back,5568280027,140,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785882845,4,1,1,0,2,cf5r1qpotp6n5i3vdchsp2en1,0,27.0,54.8,2025-03-09T03:07:57.017Z,2025-03-09T05:16:03Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5568280059,212,47.3,5568280061,213,6.06,5568280051,157,,5568280063,1,,5568280053,56,Center,5568280057,141,39.5,5568280055,140,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785882863,3,43,1,0,6,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-03-09T03:08:00.950Z,2025-03-09T03:08:11Z,4e47ixpbc8x9qzn7l3aeej0tl,K. Greene,,,5568280161,56,Back,5568280163,285,0,5568280559,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785882865,4,1,1,0,6,b5l2e3csycjb8twvq9ek0j5gq,0,30.6,62.6,2025-03-09T03:08:01.214Z,2025-03-09T05:22:31Z,777irocsl9y6fja05sevniy95,C. Riley,,,5568280175,213,0.24,5568280165,3,,5568280171,141,67.3,5568280167,56,Back,5568280173,212,13.2,5568280169,140,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785882887,5,1,1,0,9,cf5r1qpotp6n5i3vdchsp2en1,1,58.7,33.1,2025-03-09T03:08:04.272Z,2025-03-09T04:01:33Z,f1j8v0figkewc23fmaexubo4p,K. Partida,,,5568280315,56,Right,5568280317,140,63.9,5568280321,212,14.8,5568280313,3,,5568280319,141,12.9,5568280323,213,5.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785910279,523,1,1,0,11,cf5r1qpotp6n5i3vdchsp2en1,0,51.1,12.9,2025-03-09T03:08:05.902Z,2025-03-09T04:01:31Z,26uulzcbbpgdrvnf5msmqidck,G. Doody,,,5568423765,213,0.67,5568423763,212,7.1,5568423759,140,56.4,5568423761,141,19.4,5568423757,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785882921,5,1,1,0,13,b5l2e3csycjb8twvq9ek0j5gq,0,39.7,76.6,2025-03-09T03:08:07.949Z,2025-03-09T05:22:42Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,,5568280485,141,100.0,5568280487,212,53.4,5568280483,140,88.0,5568280481,56,Left,5568280479,155,,5568280489,213,0.32,5568280491,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785882929,6,5,1,0,13,b5l2e3csycjb8twvq9ek0j5gq,0,81.0,101.6,2025-03-09T03:08:08.393Z,2025-03-09T05:19:45Z,cxnq0rc4u1efzt82nw3xgk355,P. Armenakas,,,5568280849,233,7,5568280535,56,Left,5568280537,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785882975,7,5,1,0,13,cf5r1qpotp6n5i3vdchsp2en1,1,19.0,-1.6,2025-03-09T03:08:08.393Z,2025-03-09T05:19:44Z,7d1v02o7kk9guqpn77xzgtvu2,C. Hegardt,,,5568280827,233,6,5568280821,56,Back,5568280823,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785883003,8,1,1,0,23,cf5r1qpotp6n5i3vdchsp2en1,1,31.3,0.0,2025-03-09T03:08:18.328Z,2025-03-09T03:08:22Z,26uulzcbbpgdrvnf5msmqidck,G. Doody,,,5568281003,1,,5568280993,56,Back,5568280997,141,19.2,5568280995,140,49.9,5568281001,213,0.62,5568280999,212,24.0,5568280991,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785883143,9,1,1,0,27,cf5r1qpotp6n5i3vdchsp2en1,1,49.9,19.2,2025-03-09T03:08:22.745Z,2025-03-09T04:01:47Z,k3rif7polxoazy70fu2013op,E. Zubak,,,5568281883,155,,5568281885,56,Right,5568281887,140,90.0,5568281891,212,42.6,5568281893,213,6.14,5568281889,141,10.1,5568281895,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785883145,10,4,1,0,35,cf5r1qpotp6n5i3vdchsp2en1,1,86.2,7.8,2025-03-09T03:08:29.984Z,2025-03-09T05:12:36Z,7d1v02o7kk9guqpn77xzgtvu2,C. Hegardt,,,5568281929,152,,5568281933,286,,5568442921,233,7,5568281931,265,,5568281927,56,Right,5568281925,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785883059,7,4,1,0,35,b5l2e3csycjb8twvq9ek0j5gq,0,13.8,92.2,2025-03-09T03:08:29.985Z,2025-03-09T05:12:36Z,777irocsl9y6fja05sevniy95,C. Riley,,,5568281393,56,Back,5568281397,265,,5568442931,233,10,5568281395,152,,5568281399,285,,5568281391,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785883417,11,1,1,1,12,cf5r1qpotp6n5i3vdchsp2en1,1,90.6,4.3,2025-03-09T03:09:07.592Z,2025-03-09T04:02:25Z,7d1v02o7kk9guqpn77xzgtvu2,C. Hegardt,1.0,,5568283485,155,,5568283487,152,,5568283491,140,90.2,5568283489,56,Center,5568283493,141,51.3,5568283483,5,,5568284317,210,13,5568283481,2,,5568283495,212,32.0,5568283497,213,1.58,5568284319,154,,,,,,,,,,,,,,,,,,,,,,,,,
2785883427,12,44,1,1,17,cf5r1qpotp6n5i3vdchsp2en1,1,89.0,56.9,2025-03-09T03:09:12.124Z,2025-03-09T05:13:11Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5568283537,56,Center,5568283539,286,,5568442781,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785883459,8,44,1,1,17,b5l2e3csycjb8twvq9ek0j5gq,0,11.0,43.1,2025-03-09T03:09:12.125Z,2025-03-09T05:22:45Z,3apux7dih2628a7b7q0dt6bu2,A. Mohamed,,,5568442791,233,12,5568283755,56,Back,5568283757,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785883429,13,13,1,1,17,cf5r1qpotp6n5i3vdchsp2en1,1,90.2,51.3,2025-03-09T03:09:12.409Z,2025-03-09T03:09:29Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5568284333,55,11,5568283711,328,,5568283553,56,Center,5568284331,154,,5568283551,17,,5568284343,231,51.3,5568284329,29,,5568284337,102,56.6,5568283705,25,,5568283707,15,,5568284341,230,98.6,5568284339,103,87.5,5568284327,77,,,,,,,,,,,,,,,,,,,
2785883497,9,5,1,1,19,b5l2e3csycjb8twvq9ek0j5gq,1,-0.9,48.6,2025-03-09T03:09:14.137Z,2025-03-09T05:19:45Z,cqhpjp9q1pl5gy4nfrpd7m3h0,J. Rasmussen,,,5568283935,56,Back,5568283937,346,,5568549537,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785883451,14,5,1,1,19,cf5r1qpotp6n5i3vdchsp2en1,0,100.9,51.4,2025-03-09T03:09:14.137Z,2025-03-09T05:19:45Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5568283703,346,,5568549553,233,9,5568283701,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785883705,10,1,1,1,44,b5l2e3csycjb8twvq9ek0j5gq,0,5.0,59.0,2025-03-09T03:09:39.614Z,2025-03-09T03:09:44Z,6j38lv6xa3gnzzsn5x2i35rdh,K. McIntosh,,,5568285041,1,,5568285031,56,Center,5568285039,213,0.20,5568285035,141,77.6,5568285029,124,,5568285037,212,62.4,5568285033,140,63.2,5568285045,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785883715,15,44,1,1,48,cf5r1qpotp6n5i3vdchsp2en1,1,37.1,21.5,2025-03-09T03:09:43.621Z,2025-03-09T05:13:12Z,f1j8v0figkewc23fmaexubo4p,K. Partida,,,5568285117,56,Back,5568285165,233,11,5568285119,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785883711,11,44,1,1,48,b5l2e3csycjb8twvq9ek0j5gq,0,62.9,78.5,2025-03-09T03:09:43.622Z,2025-03-09T05:13:12Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,,5568285087,56,Center,5568285195,233,15,5568285091,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785883723,16,1,1,1,48,cf5r1qpotp6n5i3vdchsp2en1,0,37.7,20.1,2025-03-09T03:09:43.698Z,2025-03-09T04:15:59Z,f1j8v0figkewc23fmaexubo4p,K. Partida,,,5568285135,3,,5568285141,141,22.1,5568285143,212,2.9,5568285137,56,Back,5568285145,213,0.49,5568285139,140,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785883727,12,61,1,1,49,b5l2e3csycjb8twvq9ek0j5gq,1,63.2,77.6,2025-03-09T03:09:44.721Z,2025-03-09T04:17:34Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,,5568285147,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785883735,17,1,1,1,50,cf5r1qpotp6n5i3vdchsp2en1,0,36.1,34.8,2025-03-09T03:09:45.409Z,2025-03-09T04:17:23Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5568285207,56,Back,5568285205,3,,5568285213,212,12.2,5568285215,213,5.63,5568285211,141,23.9,5568285209,140,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785883877,18,1,1,1,50,b5l2e3csycjb8twvq9ek0j5gq,0,51.4,81.8,2025-03-09T03:09:45.490Z,2025-03-09T05:22:26Z,bogxgfao7j28diagxffy0z9ey,D. Gomez,,,5568285879,3,,5568285891,213,0.00,5568285885,141,81.8,5568285887,212,6.0,5568285883,140,57.1,5568285881,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785883747,18,44,1,1,53,cf5r1qpotp6n5i3vdchsp2en1,1,37.7,24.4,2025-03-09T03:09:48.168Z,2025-03-09T05:13:13Z,f1j8v0figkewc23fmaexubo4p,K. Partida,,,5568285281,56,Back,5568285283,285,,5568285377,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785883761,13,44,1,1,53,b5l2e3csycjb8twvq9ek0j5gq,0,62.3,75.6,2025-03-09T03:09:48.169Z,2025-03-09T05:13:13Z,4jq1xl8ott88bxfdo4bjm47hl,T. Gibson,,,5568285355,56,Center,5568285357,286,,5568285411,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785883753,19,1,1,1,53,cf5r1qpotp6n5i3vdchsp2en1,0,35.3,25.6,2025-03-09T03:09:48.553Z,2025-03-09T03:09:49Z,f1j8v0figkewc23fmaexubo4p,K. Partida,,,5568285309,141,3.7,5568285311,212,35.2,5568285315,1,,5568285313,213,5.85,5568285303,3,,5568285307,140,65.7,5568285305,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785883789,14,1,1,1,56,b5l2e3csycjb8twvq9ek0j5gq,0,38.0,81.0,2025-03-09T03:09:51.213Z,2025-03-09T04:19:11Z,69j92vzo1swgodk0g9g2ksqqy,B. Njie,,,5568453697,140,39.6,5568285469,56,Back,5568453751,236,,5568453703,213,5.45,5568453757,286,,5568453699,141,78.3,5568453701,212,2.5,5568453753,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785883783,20,74,1,1,56,cf5r1qpotp6n5i3vdchsp2en1,1,57.5,17.5,2025-03-09T03:09:51.214Z,2025-03-09T04:19:11Z,6kp2pv58u27yf5tnclyhnuoh6,C. Dunbar,,,5568285451,285,,5568453773,233,14,5568285449,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785883809,15,43,1,1,57,b5l2e3csycjb8twvq9ek0j5gq,1,0.0,0.0,2025-03-09T03:09:52.150Z,2025-03-09T04:20:13Z,bogxgfao7j28diagxffy0z9ey,D. Gomez,,,5568285581,141,77.2,5568285579,140,27.5,5568455771,144,1,5568285577,56,Back,5568285583,212,19.8,5568285585,213,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785883801,22,1,1,1,57,cf5r1qpotp6n5i3vdchsp2en1,1,61.0,28.0,2025-03-09T03:09:52.681Z,2025-03-09T03:09:53Z,k3rif7polxoazy70fu2013op,E. Zubak,,,5568285537,140,66.3,5568285543,213,5.42,5568285541,212,8.5,5568285535,56,Right,5568285539,141,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785883825,23,1,1,1,59,cf5r1qpotp6n5i3vdchsp2en1,1,66.3,18.5,2025-03-09T03:09:54.553Z,2025-03-09T05:17:47Z,7d1v02o7kk9guqpn77xzgtvu2,C. Hegardt,,,5568285651,141,12.2,5568285647,56,Right,5568285649,140,82.0,5568285653,212,17.0,5568285655,213,6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785883829,24,61,1,2,0,cf5r1qpotp6n5i3vdchsp2en1,0,80.2,16.4,2025-03-09T03:09:55.073Z,2025-03-09T03:09:55Z,6kp2pv58u27yf5tnclyhnuoh6,C. Dunbar,,,5568285675,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785883853,16,12,1,2,1,b5l2e3csycjb8twvq9ek0j5gq,1,28.6,72.3,2025-03-09T03:09:56.581Z,2025-03-09T03:09:58Z,777irocsl9y6fja05sevniy95,C. Riley,,,5568285761,56,Back,5568285763,140,5.2,5568285767,212,31.4,5568285765,141,100.0,5568285769,213,2.47,5568285817,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785883863,17,5,1,2,1,b5l2e3csycjb8twvq9ek0j5gq,0,11.4,101.0,2025-03-09T03:09:56.857Z,2025-03-09T05:19:46Z,777irocsl9y6fja05sevniy95,C. Riley,,,5568285801,56,Back,5568285803,347,,5568286119,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785883917,25,5,1,2,1,cf5r1qpotp6n5i3vdchsp2en1,1,88.6,-1.0,2025-03-09T03:09:56.857Z,2025-03-09T05:19:46Z,6kp2pv58u27yf5tnclyhnuoh6,C. Dunbar,,,5568286085,233,17,5568286027,56,Right,5568286029,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785883939,26,1,1,2,8,cf5r1qpotp6n5i3vdchsp2en1,1,79.3,0.0,2025-03-09T03:10:03.465Z,2025-03-09T03:10:05Z,7d1v02o7kk9guqpn77xzgtvu2,C. Hegardt,,,5568286149,213,1.99,5568286139,107,,5568286141,56,Right,5568286143,140,75.4,5568286145,141,12.9,5568286147,212,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785883945,27,1,1,2,10,cf5r1qpotp6n5i3vdchsp2en1,1,75.3,13.1,2025-03-09T03:10:05.248Z,2025-03-09T04:03:16Z,f1j8v0figkewc23fmaexubo4p,K. Partida,,,5568286183,141,4.7,5568286181,140,77.0,5568286185,212,6.0,5568286187,213,5.02,5568286179,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785883959,28,1,1,2,11,cf5r1qpotp6n5i3vdchsp2en1,1,77.0,4.7,2025-03-09T03:10:06.528Z,2025-03-09T03:10:08Z,7d1v02o7kk9guqpn77xzgtvu2,C. Hegardt,,,5568286299,140,58.5,5568286305,213,3.13,5568286301,141,5.0,5568286295,56,Right,5568286303,212,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785883961,29,1,1,2,13,cf5r1qpotp6n5i3vdchsp2en1,1,58.5,5.0,2025-03-09T03:10:08.473Z,2025-03-09T03:10:09Z,26uulzcbbpgdrvnf5msmqidck,G. Doody,,,5568286319,212,16.6,5568286313,56,Center,5568286317,141,27.0,5568286321,213,2.02,5568286315,140,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785883991,30,1,1,2,14,cf5r1qpotp6n5i3vdchsp2en1,1,51.6,27.0,2025-03-09T03:10:09.585Z,2025-03-09T03:10:13Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5568286493,212,33.4,5568286489,140,53.0,5568286491,141,76.0,5568286495,213,1.53,5568286497,1,,5568286487,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785884015,31,1,1,2,18,cf5r1qpotp6n5i3vdchsp2en1,1,53.0,75.0,2025-03-09T03:10:13.513Z,2025-03-09T04:03:29Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5568286625,141,42.8,5568286623,140,57.0,5568286619,56,Center,5568286631,213,4.90,5568286629,212,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785884037,32,1,1,2,20,cf5r1qpotp6n5i3vdchsp2en1,1,57.0,43.0,2025-03-09T03:10:15.344Z,2025-03-09T04:03:37Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5568286741,56,Center,5568286749,213,5.69,5568286743,140,66.6,5568286747,212,12.1,5568286745,141,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785884047,33,1,1,2,22,cf5r1qpotp6n5i3vdchsp2en1,1,66.6,33.1,2025-03-09T03:10:17.328Z,2025-03-09T04:03:46Z,f1j8v0figkewc23fmaexubo4p,K. Partida,,,5568286787,56,Center,5568286791,141,49.0,5568286789,140,55.8,5568286793,212,15.7,5568286795,213,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785884059,34,1,1,2,23,cf5r1qpotp6n5i3vdchsp2en1,1,55.8,49.0,2025-03-09T03:10:18.145Z,2025-03-09T04:03:50Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5568286849,56,Back,5568286855,212,15.9,5568286857,213,3.59,5568286853,141,38.8,5568286851,140,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785884107,35,1,1,2,23,cf5r1qpotp6n5i3vdchsp2en1,1,42.2,38.8,2025-03-09T03:10:18.880Z,2025-03-09T03:10:23Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5568287061,140,41.1,5568287059,56,Back,5568287063,141,73.3,5568287067,212,23.5,5568287071,213,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785884123,36,1,1,2,28,cf5r1qpotp6n5i3vdchsp2en1,1,40.8,71.5,2025-03-09T03:10:23.665Z,2025-03-09T04:03:55Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5568287149,213,1.55,5568287141,56,Back,5568287143,140,41.1,5568287147,212,13.5,5568287145,141,91.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785884175,37,1,1,2,30,cf5r1qpotp6n5i3vdchsp2en1,1,41.0,90.9,2025-03-09T03:10:25.368Z,2025-03-09T03:10:30Z,ersabc33m0ihy01uxccpnon4k,P. Guimaraes,,,5568287425,212,7.7,5568287427,213,5.39,5568287423,141,82.0,5568287421,140,45.6,5568287419,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785911279,356,45,1,2,35,b5l2e3csycjb8twvq9ek0j5gq,0,59.0,23.8,2025-03-09T03:10:29.902Z,2025-03-09T04:05:02Z,e0879u9ckqe6xv1h2j8bqto9g,A. Elmasnaouy,,,5568429375,233,524,5568428677,285,,5568428675,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785911417,524,3,1,2,35,cf5r1qpotp6n5i3vdchsp2en1,1,41.0,76.2,2025-03-09T03:10:29.902Z,2025-03-09T04:05:02Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5568429365,233,356,5568429353,286,,5568429351,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785884225,38,1,1,2,36,cf5r1qpotp6n5i3vdchsp2en1,1,45.6,85.3,2025-03-09T03:10:31.872Z,2025-03-09T04:22:39Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5568287683,141,88.3,5568287681,140,60.6,5568287685,212,15.9,5568287687,213,0.13,5568287679,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785884233,39,61,1,2,37,cf5r1qpotp6n5i3vdchsp2en1,0,55.7,86.9,2025-03-09T03:10:32.561Z,2025-03-09T03:10:33Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,,5568287731,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785918095,439,1,1,2,38,b5l2e3csycjb8twvq9ek0j5gq,1,43.9,4.7,2025-03-09T03:10:33.158Z,2025-03-09T04:23:53Z,doseo9fbdr1a1srm0jhdqmr55,J. Sinisterra,,,5568463391,140,36.0,5568463389,56,Back,5568463393,141,13.7,5568463397,213,2.51,5568463395,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785884249,20,1,1,2,38,b5l2e3csycjb8twvq9ek0j5gq,1,43.6,9.8,2025-03-09T03:10:33.247Z,2025-03-09T05:22:25Z,bogxgfao7j28diagxffy0z9ey,D. Gomez,,,5568287793,212,17.4,5568287791,141,10.0,5568287795,213,0.01,5568287785,56,Right,5568287787,140,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
