id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2823525049,407,44,2,49,53,6597wqy6gmpv3zjx7rp8cdj46,1,63.2,75.3,2025-06-21T00:45:03.625Z,2025-06-21T01:44:48Z,3cj2fww973bv21rfjlnu15yc4,A. Luckhurst,,,5776096861,233,416,5776096837,56,Center,5776096839,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823525053,416,44,2,49,53,83cpn99fh7ulkwe8nezy8a3mx,0,36.8,24.7,2025-06-21T00:45:03.626Z,2025-06-21T01:44:49Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5776096857,56,Back,5776096859,285,,5776096901,233,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823525051,408,1,2,49,53,6597wqy6gmpv3zjx7rp8cdj46,0,65.4,70.8,2025-06-21T00:45:03.737Z,2025-06-21T00:46:51Z,3cj2fww973bv21rfjlnu15yc4,A. Luckhurst,,,5776096845,168,,5776096853,212,1.1,5776096855,213,5.91,5776096843,3,,5776096847,56,Center,5776096851,141,70.2,5776096849,140,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823525069,417,1,2,49,55,83cpn99fh7ulkwe8nezy8a3mx,0,35.5,28.0,2025-06-21T00:45:05.836Z,2025-06-21T00:45:06Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5776096957,213,5.44,5776096947,3,,5776096949,56,Back,5776096955,212,9.0,5776096951,140,41.2,5776096953,141,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823529811,544,1,2,49,58,6597wqy6gmpv3zjx7rp8cdj46,0,58.7,86.7,2025-06-21T00:45:09.055Z,2025-06-21T01:02:21Z,69wq859yz6wzirpbvpnt3n8bt,L. Perez,,,5776124645,140,61.3,5776124643,56,Left,5776124647,141,86.7,5776124651,213,0.00,5776124641,3,,5776124649,212,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823525083,418,61,2,50,0,83cpn99fh7ulkwe8nezy8a3mx,1,42.4,16.1,2025-06-21T00:45:11.081Z,2025-06-21T00:58:36Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5776097031,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823525109,409,1,2,50,2,6597wqy6gmpv3zjx7rp8cdj46,1,29.3,66.6,2025-06-21T00:45:12.664Z,2025-06-21T01:56:10Z,f21web74a70mly9i28jpa1yvp,C. Martin,,,5776097165,141,71.4,5776097161,56,Back,5776097163,140,15.8,5776097167,212,14.5,5776097169,213,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823525121,410,1,2,50,4,6597wqy6gmpv3zjx7rp8cdj46,1,15.8,71.4,2025-06-21T00:45:14.912Z,2025-06-21T01:03:17Z,blkq1t8y0wnos6jxb0uwowwk5,P. Burner,,,5776097223,1,,5776097219,212,38.6,5776097215,140,52.5,5776097213,56,Center,5776097217,141,73.9,5776097221,213,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823525135,411,1,2,50,6,6597wqy6gmpv3zjx7rp8cdj46,1,52.5,73.9,2025-06-21T00:45:17.248Z,2025-06-21T01:56:07Z,69wq859yz6wzirpbvpnt3n8bt,L. Perez,,,5776097307,212,14.9,5776097305,141,60.9,5776097303,140,41.1,5776097309,213,3.78,5776097301,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823525157,412,1,2,50,9,6597wqy6gmpv3zjx7rp8cdj46,1,41.1,60.9,2025-06-21T00:45:20.080Z,2025-06-21T00:45:21Z,f21web74a70mly9i28jpa1yvp,C. Martin,,,5776097417,141,19.8,5776097421,213,5.23,5776097415,140,56.2,5776097413,56,Right,5776097423,1,,5776097419,212,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823525163,413,1,2,50,11,6597wqy6gmpv3zjx7rp8cdj46,1,57.2,19.7,2025-06-21T00:45:21.856Z,2025-06-21T01:49:35Z,6a6bagymcckyt43w6b31irsvd,T. Hodge,,,5776097463,213,5.88,5776097459,141,6.2,5776097461,212,23.5,5776097457,140,77.8,5776097455,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823541285,723,1,2,50,12,6597wqy6gmpv3zjx7rp8cdj46,1,58.6,77.8,2025-06-21T00:45:22.446Z,2025-06-21T01:56:05Z,69wq859yz6wzirpbvpnt3n8bt,L. Perez,,,5776189189,56,Back,5776189197,213,3.89,5776189193,141,53.1,5776189191,140,41.5,5776189195,212,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823541387,724,1,2,50,12,6597wqy6gmpv3zjx7rp8cdj46,1,43.3,61.1,2025-06-21T00:45:22.646Z,2025-06-21T01:51:54Z,f21web74a70mly9i28jpa1yvp,C. Martin,,,5776189819,56,Back,5776189823,141,27.4,5776189821,140,48.9,5776189825,212,23.7,5776189827,213,4.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823541461,725,1,2,50,12,6597wqy6gmpv3zjx7rp8cdj46,1,67.8,16.7,2025-06-21T00:45:22.746Z,2025-06-21T01:52:05Z,vg3ha8h2d35wgexer2i6ao0k,F. Sundstrom,,,5776190317,213,5.32,5776190315,212,10.5,5776190313,141,4.1,5776190311,140,73.5,5776190309,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823525169,414,1,2,50,12,6597wqy6gmpv3zjx7rp8cdj46,0,77.8,6.2,2025-06-21T00:45:23.340Z,2025-06-21T01:03:33Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5776126479,286,,5776097491,56,Right,5776097499,213,6.26,5776097495,141,6.1,5776097493,140,80.7,5776097497,212,3.0,5776126475,233,419,5776126473,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823525193,419,74,2,50,12,83cpn99fh7ulkwe8nezy8a3mx,1,27.5,94.7,2025-06-21T00:45:23.341Z,2025-06-21T01:41:42Z,2g5s1bd38e3v7j8h11xq3uo6h,J. Morris,,,5776097607,56,Back,5776126503,233,414,5776097609,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823525213,415,1,2,50,18,6597wqy6gmpv3zjx7rp8cdj46,1,53.3,9.1,2025-06-21T00:45:28.592Z,2025-06-21T00:45:32Z,6jdsh8ubirqphhurw5rr7kz8q,B. Washington,,,5776097733,1,,5776097729,212,36.8,5776097723,56,Back,5776097725,140,31.7,5776097727,141,51.8,5776097731,213,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823525241,416,1,2,50,21,6597wqy6gmpv3zjx7rp8cdj46,1,31.8,53.3,2025-06-21T00:45:31.897Z,2025-06-21T00:45:38Z,ac5zpx8c09rtmidm654e67xsl,J. McGuire,,,5776097877,56,Back,5776097881,141,64.9,5776097879,140,42.2,5776097885,213,0.63,5776097883,212,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823525255,417,1,2,50,27,6597wqy6gmpv3zjx7rp8cdj46,1,43.7,58.7,2025-06-21T00:45:37.993Z,2025-06-21T00:45:41Z,f21web74a70mly9i28jpa1yvp,C. Martin,,,5776097951,56,Back,5776097959,213,4.28,5776097953,140,38.5,5776097955,141,41.2,5776097957,212,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823525263,418,1,2,50,30,6597wqy6gmpv3zjx7rp8cdj46,1,36.2,39.2,2025-06-21T00:45:41.016Z,2025-06-21T00:45:43Z,6jdsh8ubirqphhurw5rr7kz8q,B. Washington,,,5776097977,140,40.8,5776097981,212,10.8,5776097975,56,Back,5776097979,141,25.0,5776097983,213,5.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823525281,419,1,2,50,32,6597wqy6gmpv3zjx7rp8cdj46,1,42.9,18.9,2025-06-21T00:45:42.952Z,2025-06-21T00:45:46Z,vg3ha8h2d35wgexer2i6ao0k,F. Sundstrom,,,5776098075,213,2.26,5776098071,141,30.4,5776098073,212,10.1,5776098067,56,Back,5776098069,140,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823525293,420,1,2,50,36,6597wqy6gmpv3zjx7rp8cdj46,1,36.9,34.0,2025-06-21T00:45:46.576Z,2025-06-21T00:45:48Z,6jdsh8ubirqphhurw5rr7kz8q,B. Washington,,,5776098137,212,22.2,5776098135,141,10.7,5776098133,140,51.7,5776098139,213,5.49,5776098131,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823525299,421,3,2,50,38,6597wqy6gmpv3zjx7rp8cdj46,0,43.8,7.4,2025-06-21T00:45:48.736Z,2025-06-21T00:45:52Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5776098165,56,Back,5776098263,233,420,5776098167,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823525315,420,7,2,50,38,83cpn99fh7ulkwe8nezy8a3mx,0,56.2,92.6,2025-06-21T00:45:48.737Z,2025-06-21T01:04:14Z,2g5s1bd38e3v7j8h11xq3uo6h,J. Morris,,,5776098241,285,,5776098239,56,Left,5776098247,233,421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823525325,422,1,2,50,42,6597wqy6gmpv3zjx7rp8cdj46,0,27.4,16.4,2025-06-21T00:45:52.497Z,2025-06-21T00:45:54Z,6jdsh8ubirqphhurw5rr7kz8q,B. Washington,,,5776098289,141,17.0,5776098323,236,,5776098293,213,0.29,5776098283,157,,5776098329,286,,5776098325,233,421,5776098291,212,1.4,5776098287,140,28.7,5776098295,1,,5776098285,56,,,,,,,,,,,,Back,,,,,,,,,,
2823525329,421,74,2,50,42,83cpn99fh7ulkwe8nezy8a3mx,1,70.7,76.8,2025-06-21T00:45:52.498Z,2025-06-21T01:41:43Z,35bpd9cmuep6cqczngaqpc19m,P. Goodrum,,,5776098357,233,422,5776098311,56,Center,5776098313,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823525341,422,44,2,50,43,83cpn99fh7ulkwe8nezy8a3mx,1,69.4,75.9,2025-06-21T00:45:53.735Z,2025-06-21T01:44:49Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,,5776098367,286,,5776098389,233,423,5776098365,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823525327,423,44,2,50,43,6597wqy6gmpv3zjx7rp8cdj46,0,30.6,24.1,2025-06-21T00:45:53.736Z,2025-06-21T01:44:49Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5776098307,56,Back,5776098309,285,,5776098417,233,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823525353,423,1,2,50,43,83cpn99fh7ulkwe8nezy8a3mx,0,68.8,73.4,2025-06-21T00:45:53.940Z,2025-06-21T01:04:34Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,,5776098451,140,56.2,5776098453,141,56.4,5776098455,212,17.6,5776098449,56,Center,5776098447,3,,5776098457,213,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823525369,424,1,2,50,46,6597wqy6gmpv3zjx7rp8cdj46,1,51.1,51.2,2025-06-21T00:45:57.095Z,2025-06-21T00:45:58Z,69wq859yz6wzirpbvpnt3n8bt,L. Perez,,,5776098519,56,Center,5776098517,3,,5776098523,141,40.9,5776098521,140,53.6,5776098525,212,7.5,5776098527,213,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823525391,425,1,2,50,47,6597wqy6gmpv3zjx7rp8cdj46,1,53.8,34.2,2025-06-21T00:45:58.137Z,2025-06-21T00:46:19Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,1.0,,5776099237,154,,5776098665,212,29.2,5776098663,141,25.0,5776098661,140,81.0,5776098659,56,Center,5776099235,210,13,5776098667,213,6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823525417,427,13,2,50,54,6597wqy6gmpv3zjx7rp8cdj46,1,93.6,31.3,2025-06-21T00:46:05.368Z,2025-06-21T00:46:19Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5776098957,63,,5776099257,231,46.4,5776098955,72,,5776099245,55,425,5776099255,230,98.8,5776098779,56,Center,5776099239,86,,5776099251,103,50,5776099241,29,,5776098775,22,5776099253,215,,5776099243,154,,5776099249,102,57.8,,,,,,,,,,,,,
2823525461,424,5,2,50,56,83cpn99fh7ulkwe8nezy8a3mx,1,-1.0,42.1,2025-06-21T00:46:06.753Z,2025-06-21T01:41:21Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,,5776098993,233,428,5776098985,56,Back,5776098987,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823525421,428,5,2,50,56,6597wqy6gmpv3zjx7rp8cdj46,0,101.0,57.9,2025-06-21T00:46:06.753Z,2025-06-21T01:41:21Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5776098791,56,Center,5776098793,346,,5776099003,233,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823525563,426,1,2,51,22,83cpn99fh7ulkwe8nezy8a3mx,1,3.9,41.0,2025-06-21T00:46:32.882Z,2025-06-21T00:46:35Z,a3k4grlhkn63p3xfb2rzslkdm,D. Las,,,5776099613,237,,5776099607,212,28.7,5776099603,140,22.9,5776099605,141,71.3,5776099609,213,0.80,5776099599,124,,5776099601,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823525579,427,1,2,51,24,83cpn99fh7ulkwe8nezy8a3mx,1,24.0,73.1,2025-06-21T00:46:35.386Z,2025-06-21T00:46:38Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5776099681,140,42.9,5776099685,212,23.2,5776099683,141,90.8,5776099687,213,0.55,5776099679,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823525593,428,1,2,51,27,83cpn99fh7ulkwe8nezy8a3mx,1,44.4,90.2,2025-06-21T00:46:37.994Z,2025-06-21T00:46:40Z,2g5s1bd38e3v7j8h11xq3uo6h,J. Morris,,,5776099803,212,16.1,5776099801,141,72.3,5776099805,213,4.00,5776099797,56,Back,5776099799,140,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823525615,429,1,2,51,30,83cpn99fh7ulkwe8nezy8a3mx,1,36.5,68.7,2025-06-21T00:46:40.865Z,2025-06-21T00:46:46Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5776099897,140,37.8,5776099903,213,4.77,5776099895,56,Back,5776099901,212,23.6,5776099899,141,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823525635,430,1,2,51,35,83cpn99fh7ulkwe8nezy8a3mx,1,41.7,31.0,2025-06-21T00:46:45.994Z,2025-06-21T00:46:50Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5776100027,213,1.04,5776100025,212,9.7,5776100021,140,46.4,5776100023,141,43.3,5776100019,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823525639,431,1,2,51,39,83cpn99fh7ulkwe8nezy8a3mx,1,46.7,43.1,2025-06-21T00:46:50.065Z,2025-06-21T01:06:04Z,486r7pszrdk085ot7cy2008dm,E. Davila,,,5776100055,141,22.0,5776100053,140,43.7,5776100057,212,14.7,5776100051,56,Back,5776100059,213,4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823525649,432,1,2,51,41,83cpn99fh7ulkwe8nezy8a3mx,1,43.7,22.4,2025-06-21T00:46:51.673Z,2025-06-21T00:46:53Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5776100139,141,11.3,5776100143,213,4.27,5776100141,212,8.3,5776100131,56,Back,5776100135,140,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823525667,433,1,2,51,43,83cpn99fh7ulkwe8nezy8a3mx,1,40.2,11.2,2025-06-21T00:46:53.761Z,2025-06-21T00:46:58Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5776100233,212,11.4,5776100231,141,27.7,5776100235,213,1.41,5776100229,140,41.9,5776100227,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823525691,434,1,2,51,49,83cpn99fh7ulkwe8nezy8a3mx,1,41.0,32.3,2025-06-21T00:47:00.337Z,2025-06-21T00:47:01Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5776100381,141,70.7,5776100377,56,Back,5776100385,213,1.44,5776100383,212,26.3,5776100379,140,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823525725,435,1,2,51,50,83cpn99fh7ulkwe8nezy8a3mx,1,44.2,70.7,2025-06-21T00:47:01.418Z,2025-06-21T00:47:05Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5776100579,141,69.9,5776100583,213,6.25,5776100577,140,58.7,5776100575,56,Center,5776100581,212,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823525729,436,1,2,51,54,83cpn99fh7ulkwe8nezy8a3mx,1,58.5,69.6,2025-06-21T00:47:05.233Z,2025-06-21T00:47:06Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,,5776100601,140,54.3,5776100603,141,79.8,5776100605,212,8.2,5776100599,56,Left,5776100607,213,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823525751,437,1,2,51,55,83cpn99fh7ulkwe8nezy8a3mx,1,54.3,79.8,2025-06-21T00:47:06.242Z,2025-06-21T00:47:09Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5776100719,213,6.25,5776100711,56,Left,5776100717,212,12.0,5776100713,140,65.7,5776100715,141,79.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823525753,438,61,2,51,59,83cpn99fh7ulkwe8nezy8a3mx,0,66.1,78.9,2025-06-21T00:47:09.682Z,2025-06-21T00:47:10Z,35bpd9cmuep6cqczngaqpc19m,P. Goodrum,,,5776100723,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823525791,429,1,2,52,0,6597wqy6gmpv3zjx7rp8cdj46,0,32.6,26.2,2025-06-21T00:47:10.535Z,2025-06-21T01:06:47Z,vg3ha8h2d35wgexer2i6ao0k,F. Sundstrom,,,5776100907,56,Back,5776129715,157,,5776100913,212,16.0,5776100909,140,43.0,5776100911,141,43.3,5776100915,213,0.82,5776129717,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823525795,439,1,2,52,1,83cpn99fh7ulkwe8nezy8a3mx,1,57.6,50.1,2025-06-21T00:47:11.690Z,2025-06-21T01:56:04Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5776100939,140,60.7,5776100945,213,1.30,5776100943,212,12.3,5776100937,56,Center,5776100941,141,67.5,5776100935,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823525797,430,43,2,52,5,6597wqy6gmpv3zjx7rp8cdj46,1,0.0,0.0,2025-06-21T00:47:15.624Z,2025-06-21T01:07:19Z,3cj2fww973bv21rfjlnu15yc4,A. Luckhurst,,,5776100949,56,Back,5776100951,140,43.7,5776100957,213,0.09,5776130473,144,1,5776100953,141,43.4,5776100955,212,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823525803,440,1,2,52,5,83cpn99fh7ulkwe8nezy8a3mx,1,60.4,64.1,2025-06-21T00:47:16.313Z,2025-06-21T00:47:18Z,486r7pszrdk085ot7cy2008dm,E. Davila,,,5776101037,213,3.86,5776101031,140,41.1,5776101033,141,37.9,5776101035,212,27.0,5776101029,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823525811,441,1,2,52,7,83cpn99fh7ulkwe8nezy8a3mx,1,41.1,37.9,2025-06-21T00:47:18.137Z,2025-06-21T00:47:19Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5776101085,212,12.0,5776101083,141,20.6,5776101087,213,4.90,5776101079,56,Back,5776101081,140,43.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823525829,442,1,2,52,8,83cpn99fh7ulkwe8nezy8a3mx,1,43.3,20.2,2025-06-21T00:47:19.265Z,2025-06-21T00:47:26Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5776101179,213,1.49,5776101171,56,Back,5776101177,212,2.7,5776101175,141,24.2,5776101173,140,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823525849,443,1,2,52,16,83cpn99fh7ulkwe8nezy8a3mx,1,45.6,37.3,2025-06-21T00:47:26.665Z,2025-06-21T00:47:30Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5776101247,212,21.5,5776101243,140,45.8,5776101245,141,68.9,5776101249,213,1.56,5776101241,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823525883,444,1,2,52,22,83cpn99fh7ulkwe8nezy8a3mx,1,60.1,73.4,2025-06-21T00:47:33.401Z,2025-06-21T00:47:36Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5776101423,213,0.61,5776101421,212,20.4,5776101417,140,76.1,5776101419,141,90.5,5776101415,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823525895,445,1,2,52,25,83cpn99fh7ulkwe8nezy8a3mx,1,76.1,90.5,2025-06-21T00:47:36.017Z,2025-06-21T00:47:37Z,2g5s1bd38e3v7j8h11xq3uo6h,J. Morris,,,5776101457,140,82.9,5776101461,212,8.7,5776101463,213,5.67,5776101459,141,83.1,5776101455,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823525903,446,61,2,52,26,83cpn99fh7ulkwe8nezy8a3mx,0,82.9,83.1,2025-06-21T00:47:37.242Z,2025-06-21T01:56:02Z,35bpd9cmuep6cqczngaqpc19m,P. Goodrum,,,5776101487,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823526083,433,1,2,52,51,6597wqy6gmpv3zjx7rp8cdj46,1,15.6,25.8,2025-06-21T00:48:01.671Z,2025-06-21T00:48:06Z,ac5zpx8c09rtmidm654e67xsl,J. McGuire,,,5776102475,140,64.6,5776102473,56,Right,5776102481,213,6.09,5776102477,141,10.9,5776102483,1,,5776102471,198,,5776102469,157,,5776102479,212,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823526085,434,44,2,52,54,6597wqy6gmpv3zjx7rp8cdj46,1,62.9,17.8,2025-06-21T00:48:05.137Z,2025-06-21T01:44:50Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,,,5776102509,286,,5776102507,56,Right,5776102557,233,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823526077,447,44,2,52,54,83cpn99fh7ulkwe8nezy8a3mx,0,37.1,82.2,2025-06-21T00:48:05.138Z,2025-06-21T01:44:50Z,2g5s1bd38e3v7j8h11xq3uo6h,J. Morris,,,5776102561,233,434,5776102457,56,Back,5776102459,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823526089,435,1,2,52,54,6597wqy6gmpv3zjx7rp8cdj46,0,64.6,10.9,2025-06-21T00:48:05.175Z,2025-06-21T01:07:24Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,,,5776102533,212,9.0,5776102529,140,72.5,5776102535,213,5.89,5776102527,56,Right,5776102531,141,5.9,5776102523,3,,5776102525,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823526115,448,1,2,52,56,83cpn99fh7ulkwe8nezy8a3mx,1,29.0,72.5,2025-06-21T00:48:06.667Z,2025-06-21T00:48:11Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5776102683,213,6.23,5776102685,1,,5776102679,141,69.6,5776102681,212,35.1,5776102673,157,,5776102675,56,Center,5776102677,140,62.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823526119,449,44,2,52,58,83cpn99fh7ulkwe8nezy8a3mx,1,62.2,71.9,2025-06-21T00:48:08.870Z,2025-06-21T01:44:51Z,aj5x0l6jpxl7s8pfmhgc4060a,S. Gleadle,,,5776102721,233,436,5776102703,286,,5776102701,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823526105,436,44,2,52,58,6597wqy6gmpv3zjx7rp8cdj46,0,37.8,28.1,2025-06-21T00:48:08.871Z,2025-06-21T01:44:51Z,6jdsh8ubirqphhurw5rr7kz8q,B. Washington,,,5776102637,56,Back,5776102639,285,,5776102743,233,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823526131,450,1,2,52,58,83cpn99fh7ulkwe8nezy8a3mx,0,62.4,69.6,2025-06-21T00:48:09.136Z,2025-06-21T01:07:31Z,aj5x0l6jpxl7s8pfmhgc4060a,S. Gleadle,,,5776102787,140,74.4,5776102793,213,6.17,5776102785,56,Center,5776102783,168,,5776102789,141,67.4,5776102791,212,12.7,5776102781,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823526163,437,1,2,53,3,6597wqy6gmpv3zjx7rp8cdj46,1,21.2,28.3,2025-06-21T00:48:13.814Z,2025-06-21T00:48:19Z,vg3ha8h2d35wgexer2i6ao0k,F. Sundstrom,,,5776102949,213,2.08,5776102941,56,Back,5776102947,212,17.8,5776102943,140,13.0,5776102945,141,51.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823526175,438,1,2,53,9,6597wqy6gmpv3zjx7rp8cdj46,0,14.5,49.3,2025-06-21T00:48:19.758Z,2025-06-21T00:48:22Z,ac5zpx8c09rtmidm654e67xsl,J. McGuire,,,5776103027,1,,5776103015,155,,5776103025,213,5.44,5776103017,56,Back,5776103023,212,32.8,5776103021,141,13.1,5776103019,140,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
