id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2823502511,1,34,16,0,0,83cpn99fh7ulkwe8nezy8a3mx,1,0.0,0.0,2025-06-20T22:38:13.787Z,2025-06-21T01:44:29Z,,,,,5775969303,194,42hi96pvzz8f69ixlcncn0549,5775969305,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5775969297,59,"1, 15, 2, 32, 5, 4, 17, 27, 9, 25, 7, 3, 11, 13, 23, 30, 31, 70, 80, 83",5775969293,30,"a3k4grlhkn63p3xfb2rzslkdm, aomjkj5s52jkzgk3ljsz0osiy, cla0i94uyddjw7jzqoyfsplre, 42hi96pvzz8f69ixlcncn0549, e2rv433ve4ytatjl94dcz1hm2, 9gvsswyf0gzxekrjdkpuqrh0p, d2ny0huv78m4m6p65y8eou7oq, 486r7pszrdk085ot7cy2008dm, 35bpd9cmuep6cqczngaqpc19m, 3hb6yji6u8ftefif91lfrbtre, cxscznjyygtsgbajv08q04sq2, 2g5s1bd38e3v7j8h11xq3uo6h, bteydgv4om5ylyoznx9vesogl, 7f1q3d59u9n16v9xrskfxqsq1, aj5x0l6jpxl7s8pfmhgc4060a, 7hlfdid37wq96tz5jlb96mw44, 15jb2rb0mvhaz492ii7yqrk6h, 56dgwb24qfzj4coisw4lj4duc, cf744cscgw47rjb18w08wstuc, 2ekg8ntkxc3szd8d9bnv20npw",5775969295,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5775969301,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5775969299,130,17,5776005471,197,29735,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823502621,1,34,16,0,0,6597wqy6gmpv3zjx7rp8cdj46,1,0.0,0.0,2025-06-20T22:38:56.812Z,2025-06-20T23:29:50Z,,,,,5775969923,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5775969919,130,17,5776005483,197,18636,5775969921,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",5775969917,59,"1, 14, 11, 55, 27, 66, 17, 15, 26, 8, 13, 5, 7, 9, 10, 16, 20, 24, 44",5775969913,30,"ac5zpx8c09rtmidm654e67xsl, 411grh3cytippnnanb767qvsa, blkq1t8y0wnos6jxb0uwowwk5, 6a6bagymcckyt43w6b31irsvd, 6jdsh8ubirqphhurw5rr7kz8q, vg3ha8h2d35wgexer2i6ao0k, f21web74a70mly9i28jpa1yvp, 1tsiml56f2xxym8h4tfjmho2c, 3cj2fww973bv21rfjlnu15yc4, 7ejohb009byubwiqv36vag5jo, 69wq859yz6wzirpbvpnt3n8bt, 9tknltys66s9j8ljchwu5efv9, 6u93ok0drr4byri2lu5g6rq0a, 4avmtni30rahy4h40ffg89q6t, 4l0iztasx0cae3j4f15d8gd4a, ecipfh5r0gqsf0skgvgpu8cbu, bjdoqj8tsm1wlxiqaavduwo9h, 18g5ilv70mq7igiooy5yb8sno, 8e6kj3506n4gum041dok8v1ex",5775969915,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",5776005481,194,411grh3cytippnnanb767qvsa,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510041,2,32,1,0,0,83cpn99fh7ulkwe8nezy8a3mx,1,0.0,0.0,2025-06-20T23:37:05.209Z,2025-06-20T23:37:05Z,,,,,5776011765,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510051,2,32,1,0,0,6597wqy6gmpv3zjx7rp8cdj46,1,0.0,0.0,2025-06-20T23:37:05.209Z,2025-06-20T23:37:06Z,,,,,5776011809,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510057,3,1,1,0,0,6597wqy6gmpv3zjx7rp8cdj46,1,50.2,50.0,2025-06-20T23:37:05.210Z,2025-06-20T23:38:23Z,f21web74a70mly9i28jpa1yvp,C. Martin,,,5776011857,279,S,5776011847,56,Back,5776011849,140,28.6,5776011855,213,3.65,5776011851,141,31.3,5776011853,212,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510059,4,1,1,0,4,6597wqy6gmpv3zjx7rp8cdj46,0,28.6,31.3,2025-06-20T23:37:09.344Z,2025-06-20T23:39:17Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5776011879,141,5.0,5776011885,1,,5776011883,213,5.87,5776011877,140,67.6,5776011875,56,Right,5776013957,155,,5776011881,212,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510063,3,1,1,0,6,83cpn99fh7ulkwe8nezy8a3mx,0,21.4,94.4,2025-06-20T23:37:11.841Z,2025-06-20T23:39:48Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5776011895,56,Left,5776011897,140,51.3,5776014481,3,,5776011903,213,6.25,5776011901,212,31.4,5776011899,141,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510067,5,1,1,0,10,6597wqy6gmpv3zjx7rp8cdj46,1,43.6,10.1,2025-06-20T23:37:15.360Z,2025-06-20T23:37:16Z,vg3ha8h2d35wgexer2i6ao0k,F. Sundstrom,,,5776011923,141,17.4,5776011921,140,48.0,5776011925,212,6.8,5776011919,56,Back,5776011927,213,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510071,6,1,1,0,10,6597wqy6gmpv3zjx7rp8cdj46,0,48.0,17.4,2025-06-20T23:37:16.057Z,2025-06-20T23:37:17Z,f21web74a70mly9i28jpa1yvp,C. Martin,,,5776011957,213,5.93,5776011949,56,Right,5776011955,212,13.9,5776011951,140,60.4,5776011953,141,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510077,4,4,1,0,17,83cpn99fh7ulkwe8nezy8a3mx,1,37.8,93.8,2025-06-20T23:37:22.249Z,2025-06-21T00:37:37Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5776011981,265,,5776011975,13,,5776011977,56,Back,5776011983,286,,5776012015,233,7,5776011979,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510079,7,4,1,0,17,6597wqy6gmpv3zjx7rp8cdj46,0,62.2,6.2,2025-06-20T23:37:22.250Z,2025-06-21T00:37:38Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5776012003,56,Right,5776012005,152,,5776012007,265,,5776012019,233,4,5776012001,13,,5776012009,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510093,5,1,1,0,26,83cpn99fh7ulkwe8nezy8a3mx,1,33.6,95.1,2025-06-20T23:37:32.048Z,2025-06-20T23:42:20Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,,5776012067,56,Back,5776012073,212,28.4,5776012075,213,4.55,5776012065,152,,5776012063,5,,5776012069,140,29.1,5776012071,141,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510117,6,1,1,0,32,83cpn99fh7ulkwe8nezy8a3mx,0,36.2,35.6,2025-06-20T23:37:38.065Z,2025-06-20T23:37:41Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5776012223,56,Right,5776012225,140,71.0,5776012227,141,0.0,5776012231,213,5.68,5776012221,155,,5776012233,1,,5776012229,212,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510123,7,5,1,0,35,83cpn99fh7ulkwe8nezy8a3mx,0,73.6,-1.4,2025-06-20T23:37:40.960Z,2025-06-21T00:38:05Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5776012265,347,,5776012263,56,Right,5776012435,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510153,8,5,1,0,35,6597wqy6gmpv3zjx7rp8cdj46,1,26.4,101.4,2025-06-20T23:37:40.960Z,2025-06-21T00:38:04Z,6a6bagymcckyt43w6b31irsvd,T. Hodge,,,5776012427,56,Back,5776012429,347,,5776012431,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510165,9,1,1,0,44,6597wqy6gmpv3zjx7rp8cdj46,1,23.9,100.0,2025-06-20T23:37:50.151Z,2025-06-20T23:37:53Z,blkq1t8y0wnos6jxb0uwowwk5,P. Burner,,,5776012489,212,8.5,5776012491,213,5.64,5776012481,107,,5776012487,141,93.6,5776012485,140,30.4,5776012483,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510169,10,1,1,0,48,6597wqy6gmpv3zjx7rp8cdj46,0,30.4,93.6,2025-06-20T23:37:53.576Z,2025-06-20T23:37:54Z,69wq859yz6wzirpbvpnt3n8bt,L. Perez,,,5776012505,141,90.5,5776012503,140,65.5,5776012507,212,36.9,5776012499,155,,5776012501,56,Left,5776012511,1,,5776012509,213,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510185,8,1,1,0,50,83cpn99fh7ulkwe8nezy8a3mx,1,40.6,13.6,2025-06-20T23:37:55.856Z,2025-06-20T23:37:57Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5776012573,141,13.9,5776012571,140,54.3,5776012575,212,14.4,5776012567,3,,5776012569,56,Right,5776012577,213,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510195,10,1,1,0,53,83cpn99fh7ulkwe8nezy8a3mx,1,52.9,18.7,2025-06-20T23:37:58.415Z,2025-06-20T23:38:00Z,486r7pszrdk085ot7cy2008dm,E. Davila,,,5776012633,213,2.12,5776012629,141,60.0,5776012635,1,,5776012631,212,33.0,5776012627,140,36.4,5776012625,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510199,11,1,1,0,55,83cpn99fh7ulkwe8nezy8a3mx,1,36.4,60.0,2025-06-20T23:38:00.537Z,2025-06-20T23:38:02Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5776012659,213,4.18,5776012651,56,Back,5776012657,212,9.3,5776012655,141,48.2,5776012653,140,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510217,12,1,1,0,56,83cpn99fh7ulkwe8nezy8a3mx,1,31.9,48.2,2025-06-20T23:38:02.096Z,2025-06-20T23:38:06Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5776012777,213,1.12,5776012769,56,Back,5776012775,212,14.1,5776012771,140,37.8,5776012773,141,66.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510225,13,1,1,1,1,83cpn99fh7ulkwe8nezy8a3mx,1,42.6,71.6,2025-06-20T23:38:06.784Z,2025-06-20T23:38:12Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5776012829,212,14.9,5776012831,213,3.91,5776012827,141,56.3,5776012823,56,Back,5776012825,140,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510233,14,1,1,1,7,83cpn99fh7ulkwe8nezy8a3mx,1,37.4,63.8,2025-06-20T23:38:12.695Z,2025-06-20T23:38:18Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5776012871,56,Center,5776012879,213,0.14,5776012875,141,67.4,5776012873,140,53.6,5776012877,212,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510237,15,1,1,1,12,83cpn99fh7ulkwe8nezy8a3mx,1,60.4,74.6,2025-06-20T23:38:17.911Z,2025-06-20T23:38:21Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,,5776012905,56,Left,5776012907,140,55.7,5776012911,212,13.4,5776012913,213,1.95,5776012909,141,92.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510245,16,1,1,1,15,83cpn99fh7ulkwe8nezy8a3mx,1,55.4,93.0,2025-06-20T23:38:21.167Z,2025-06-20T23:38:26Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5776012971,213,6.24,5776012969,212,44.5,5776012973,1,,5776012965,140,97.7,5776012963,56,Left,5776012967,141,90.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510251,17,1,1,1,20,83cpn99fh7ulkwe8nezy8a3mx,1,97.7,90.2,2025-06-20T23:38:25.935Z,2025-06-20T23:38:29Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,,5776013013,140,96.9,5776013015,141,69.0,5776013017,212,14.4,5776013011,56,Center,5776013019,213,4.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510253,18,3,1,1,23,83cpn99fh7ulkwe8nezy8a3mx,0,97.0,68.8,2025-06-20T23:38:28.895Z,2025-06-21T00:37:45Z,35bpd9cmuep6cqczngaqpc19m,P. Goodrum,,,5776022565,286,,5776023903,233,75,5776013027,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823512017,75,7,1,1,23,6597wqy6gmpv3zjx7rp8cdj46,1,3.0,31.2,2025-06-20T23:38:28.896Z,2025-06-21T00:37:44Z,411grh3cytippnnanb767qvsa,Rafa Mentzingen,,,5776023883,285,,5776023881,56,Back,5776023887,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510423,11,12,1,1,24,6597wqy6gmpv3zjx7rp8cdj46,1,3.9,28.9,2025-06-20T23:38:30.111Z,2025-06-20T23:46:36Z,6jdsh8ubirqphhurw5rr7kz8q,B. Washington,,,5776014097,56,Back,5776014105,213,0.20,5776014101,141,41.9,5776014103,212,44.6,5776014099,140,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510257,19,1,1,1,27,83cpn99fh7ulkwe8nezy8a3mx,1,53.8,50.7,2025-06-20T23:38:32.615Z,2025-06-20T23:38:33Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5776013067,212,10.1,5776013069,213,5.16,5776013063,140,58.0,5776013061,56,Center,5776013065,141,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510271,20,1,1,1,28,83cpn99fh7ulkwe8nezy8a3mx,1,58.0,37.3,2025-06-20T23:38:33.506Z,2025-06-20T23:38:36Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5776013137,212,10.7,5776013135,141,50.7,5776013133,140,52.6,5776013139,213,2.13,5776013131,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510289,21,1,1,1,31,83cpn99fh7ulkwe8nezy8a3mx,1,52.9,49.4,2025-06-20T23:38:36.535Z,2025-06-20T23:38:40Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5776013233,141,37.4,5776013231,140,57.1,5776013229,56,Center,5776013235,212,9.3,5776013237,213,5.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510295,22,1,1,1,35,83cpn99fh7ulkwe8nezy8a3mx,1,56.7,36.7,2025-06-20T23:38:40.846Z,2025-06-20T23:47:20Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5776013289,213,3.70,5776013287,212,13.0,5776013283,140,46.2,5776013281,56,Back,5776013285,141,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510309,23,1,1,1,38,83cpn99fh7ulkwe8nezy8a3mx,1,46.2,26.6,2025-06-20T23:38:43.351Z,2025-06-20T23:38:44Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5776013357,140,58.6,5776013363,213,5.42,5776013359,141,4.0,5776013361,212,20.1,5776013355,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510317,24,1,1,1,39,83cpn99fh7ulkwe8nezy8a3mx,1,58.6,4.0,2025-06-20T23:38:44.782Z,2025-06-20T23:38:47Z,aomjkj5s52jkzgk3ljsz0osiy,E. Perez,,,5776013385,141,19.1,5776013383,140,45.5,5776013381,56,Back,5776013389,213,2.50,5776013387,212,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510323,25,1,1,1,41,83cpn99fh7ulkwe8nezy8a3mx,1,45.2,19.4,2025-06-20T23:38:47.047Z,2025-06-20T23:38:49Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5776013423,56,Back,5776013425,140,35.2,5776013427,141,46.9,5776013431,213,2.08,5776013429,212,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510335,26,1,1,1,44,83cpn99fh7ulkwe8nezy8a3mx,1,33.6,47.9,2025-06-20T23:38:49.662Z,2025-06-20T23:38:52Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5776013495,213,1.26,5776013491,141,79.4,5776013493,212,22.5,5776013489,140,40.2,5776013487,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510341,27,1,1,1,46,83cpn99fh7ulkwe8nezy8a3mx,1,40.4,79.5,2025-06-20T23:38:51.911Z,2025-06-20T23:38:55Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5776013529,212,19.1,5776013527,141,95.4,5776013531,213,0.60,5776013525,140,55.4,5776013523,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510359,28,1,1,1,49,83cpn99fh7ulkwe8nezy8a3mx,1,55.2,91.4,2025-06-20T23:38:55.135Z,2025-06-20T23:38:57Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5776013599,56,Back,5776013603,141,90.8,5776013601,140,39.1,5776013605,212,16.9,5776013607,213,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510365,29,1,1,1,51,83cpn99fh7ulkwe8nezy8a3mx,1,40.3,87.6,2025-06-20T23:38:57.191Z,2025-06-20T23:39:01Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5776013681,140,39.8,5776013689,1,,5776013683,141,39.4,5776013685,212,32.8,5776013687,213,4.70,5776013679,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510373,30,1,1,1,56,83cpn99fh7ulkwe8nezy8a3mx,1,42.8,36.5,2025-06-20T23:39:01.767Z,2025-06-20T23:39:04Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5776013777,56,Back,5776013781,141,74.6,5776013779,140,44.0,5776013783,212,25.9,5776013785,213,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510381,31,1,1,1,59,83cpn99fh7ulkwe8nezy8a3mx,1,45.0,76.4,2025-06-20T23:39:04.631Z,2025-06-20T23:39:10Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5776013821,213,0.36,5776013817,141,93.9,5776013815,140,75.3,5776013813,56,Left,5776013823,1,,5776013819,212,34.0,5776013811,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510389,32,1,1,2,4,83cpn99fh7ulkwe8nezy8a3mx,1,76.1,95.3,2025-06-20T23:39:10Z,2025-06-20T23:39:13Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5776013847,212,6.1,5776013845,141,95.7,5776013843,140,70.3,5776013849,213,3.10,5776013841,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510395,33,1,1,2,7,83cpn99fh7ulkwe8nezy8a3mx,1,68.3,92.9,2025-06-20T23:39:13.151Z,2025-06-20T23:39:15Z,cxscznjyygtsgbajv08q04sq2,R. Serrano,,,5776013925,141,71.7,5776013921,56,Center,5776013923,140,54.3,5776013927,212,20.6,5776013929,213,3.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510399,34,1,1,2,10,83cpn99fh7ulkwe8nezy8a3mx,1,54.3,71.7,2025-06-20T23:39:15.534Z,2025-06-20T23:39:16Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5776013947,141,78.0,5776013943,56,Center,5776013945,140,53.4,5776013949,212,4.4,5776013951,213,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510405,35,1,1,2,11,83cpn99fh7ulkwe8nezy8a3mx,1,53.4,78.0,2025-06-20T23:39:16.487Z,2025-06-20T23:39:18Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5776013979,212,18.0,5776013981,213,4.57,5776013973,56,Center,5776013975,140,50.9,5776013977,141,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510427,36,1,1,2,13,83cpn99fh7ulkwe8nezy8a3mx,0,50.9,51.8,2025-06-20T23:39:18.423Z,2025-06-20T23:39:24Z,e2rv433ve4ytatjl94dcz1hm2,Arturo Ordóñez,,,5776014107,155,,5776014113,141,77.1,5776014109,56,Center,5776014111,140,93.8,5776014115,212,48.2,5776014119,1,,5776014117,213,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510507,14,1,1,2,42,6597wqy6gmpv3zjx7rp8cdj46,0,20.2,31.8,2025-06-20T23:39:47.654Z,2025-06-20T23:39:49Z,ac5zpx8c09rtmidm654e67xsl,J. McGuire,,,5776014543,1,,5776014537,141,20.4,5776014533,56,Right,5776014535,140,58.5,5776014529,157,,5776014541,213,6.09,5776014539,212,41.0,5776014531,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510525,37,1,1,2,46,83cpn99fh7ulkwe8nezy8a3mx,1,42.9,68.1,2025-06-20T23:39:52.040Z,2025-06-20T23:39:53Z,d2ny0huv78m4m6p65y8eou7oq,T. Davila,,,5776014625,56,Back,5776014631,212,12.9,5776014627,140,42.5,5776014633,213,4.68,5776014629,141,49.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510531,39,1,1,2,48,83cpn99fh7ulkwe8nezy8a3mx,1,41.1,49.7,2025-06-20T23:39:53.749Z,2025-06-20T23:50:21Z,3hb6yji6u8ftefif91lfrbtre,J. Wilson,,,5776014651,213,3.75,5776014649,212,17.2,5776014643,56,Back,5776014645,140,27.7,5776014647,141,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510535,40,1,1,2,50,83cpn99fh7ulkwe8nezy8a3mx,1,27.7,35.2,2025-06-20T23:39:55.599Z,2025-06-20T23:50:52Z,9gvsswyf0gzxekrjdkpuqrh0p,S. Totsch,,,5776014677,141,7.7,5776014675,140,71.0,5776030007,155,,5776014673,56,Right,5776014681,213,5.89,5776014679,212,49.2,5776014683,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510553,41,1,1,2,54,83cpn99fh7ulkwe8nezy8a3mx,1,69.3,7.9,2025-06-20T23:39:59.423Z,2025-06-20T23:40:03Z,aomjkj5s52jkzgk3ljsz0osiy,E. Perez,,,5776014789,212,10.3,5776014791,213,1.72,5776014787,141,22.9,5776014783,56,Center,5776014785,140,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510561,42,1,1,2,56,83cpn99fh7ulkwe8nezy8a3mx,0,67.6,22.4,2025-06-20T23:40:01.886Z,2025-06-20T23:51:39Z,3hb6yji6u8ftefif91lfrbtre,J. Wilson,,,5776014819,56,Center,5776014825,212,13.4,5776014821,140,80.4,5776014823,141,21.8,5776014827,213,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823513383,121,8,1,2,57,6597wqy6gmpv3zjx7rp8cdj46,1,17.5,88.9,2025-06-20T23:40:02.856Z,2025-06-20T23:51:48Z,blkq1t8y0wnos6jxb0uwowwk5,P. Burner,,,5776031315,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510565,16,1,1,2,58,6597wqy6gmpv3zjx7rp8cdj46,1,11.5,76.4,2025-06-20T23:40:03.559Z,2025-06-20T23:40:05Z,6a6bagymcckyt43w6b31irsvd,T. Hodge,,,5776014849,213,5.66,5776014841,56,Back,5776014847,212,14.1,5776014845,141,64.3,5776014843,140,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510575,17,1,1,2,59,6597wqy6gmpv3zjx7rp8cdj46,1,22.4,64.3,2025-06-20T23:40:04.935Z,2025-06-20T23:40:09Z,1tsiml56f2xxym8h4tfjmho2c,M. Maldonado,,,5776014911,56,Back,5776014919,213,3.76,5776014913,140,6.0,5776014915,141,46.1,5776014917,212,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510581,18,1,1,3,4,6597wqy6gmpv3zjx7rp8cdj46,0,6.2,39.7,2025-06-20T23:40:09.551Z,2025-06-20T23:52:18Z,ac5zpx8c09rtmidm654e67xsl,J. McGuire,,,5776014987,1,,5776014979,140,51.6,5776014983,212,52.9,5776014985,213,5.83,5776014977,56,Right,5776031985,155,,5776014981,141,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510583,43,44,1,3,7,83cpn99fh7ulkwe8nezy8a3mx,1,51.4,90.0,2025-06-20T23:40:13.095Z,2025-06-21T00:37:49Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5776014993,286,,5776015017,233,19,5776014991,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510587,19,44,1,3,7,6597wqy6gmpv3zjx7rp8cdj46,0,48.6,10.0,2025-06-20T23:40:13.096Z,2025-06-21T00:37:50Z,7ejohb009byubwiqv36vag5jo,Pedro Dolabella,,,5776015011,56,Back,5776015021,233,43,5776015025,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510595,44,1,1,3,8,83cpn99fh7ulkwe8nezy8a3mx,1,56.4,83.0,2025-06-20T23:40:13.454Z,2025-06-20T23:40:17Z,42hi96pvzz8f69ixlcncn0549,K. Adams,,,5776015051,212,4.4,5776015049,141,81.8,5776015045,56,Left,5776015053,213,6.10,5776015043,3,,5776015047,140,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823510603,46,1,1,3,12,83cpn99fh7ulkwe8nezy8a3mx,0,65.2,95.6,2025-06-20T23:40:17.982Z,2025-06-20T23:40:18Z,cla0i94uyddjw7jzqoyfsplre,A. McFadden,,,5776015089,212,25.3,5776015087,141,69.0,5776015091,213,5.49,5776015083,56,Center,5776015085,140,82.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
