,Unnamed: 0,matchInfo/id,matchInfo/coverageLevel,matchInfo/date,matchInfo/time,matchInfo/localDate,matchInfo/localTime,matchInfo/week,matchInfo/numberOfPeriods,matchInfo/periodLength,matchInfo/lastUpdated,matchInfo/description,matchInfo/sport/id,matchInfo/sport/name,matchInfo/ruleset/id,matchInfo/ruleset/name,matchInfo/competition/id,matchInfo/competition/name,matchInfo/competition/knownName,matchInfo/competition/competitionCode,matchInfo/competition/competitionFormat,matchInfo/competition/country/id,matchInfo/competition/country/name,matchInfo/tournamentCalendar/id,matchInfo/tournamentCalendar/startDate,matchInfo/tournamentCalendar/endDate,matchInfo/tournamentCalendar/name,matchInfo/stage/id,matchInfo/stage/formatId,matchInfo/stage/startDate,matchInfo/stage/endDate,matchInfo/stage/name,matchInfo/venue/id,matchInfo/venue/neutral,matchInfo/venue/longName,matchInfo/venue/shortName,matchInfo/contestant/0/id,matchInfo/contestant/0/name,matchInfo/contestant/0/shortName,matchInfo/contestant/0/officialName,matchInfo/contestant/0/code,matchInfo/contestant/0/position,matchInfo/contestant/0/country/id,matchInfo/contestant/0/country/name,matchInfo/contestant/1/id,matchInfo/contestant/1/name,matchInfo/contestant/1/shortName,matchInfo/contestant/1/officialName,matchInfo/contestant/1/code,matchInfo/contestant/1/position,matchInfo/contestant/1/country/id,matchInfo/contestant/1/country/name,liveData/matchDetails/periodId,liveData/matchDetails/matchStatus,liveData/matchDetails/winner,liveData/matchDetails/matchLengthMin,liveData/matchDetails/matchLengthSec,liveData/matchDetails/scores/ht/home,liveData/matchDetails/scores/ht/away,liveData/matchDetails/scores/ft/home,liveData/matchDetails/scores/ft/away,liveData/matchDetails/scores/total/home,liveData/matchDetails/scores/total/away,liveData/matchDetailsExtra/attendance,liveData/missedPen,liveData/VAR
106,106,6s442l8q7bsv2xoaukdbk7huc,13,2024-11-01Z,18:00:00Z,2024-11-01,19:00:00,15,2,45,2025-05-05T03:06:46Z,Horsens vs B 93,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,db6ooyw998ggaa5aku3asfc4o,no,Nordstern Arena Horsens,Nordstern Arena Horsens,a9vw7ikerpr4cuweeeka5aneg,Horsens,Horsens,AC Horsens,ACH,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,ajtb177oqwawkdwbqhldmq6mx,B 93,B 93,Boldklubben af 1893,B93,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,95,8,1,0,3,0,3,0,1883,,
107,107,6raep8ks95wep6osqkx81fe38,13,2024-11-01Z,18:00:00Z,2024-11-01,19:00:00,15,2,45,2025-05-01T06:44:20Z,Hillerød vs Hvidovre,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,9erafax6g58t7mssqkwmxv734,no,Right to Dream Park,Right to Dream Park,aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,Hillerød,Hillerød Fodbold,HIL,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,Hvidovre,Hvidovre IF,HVI,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,95,32,0,0,1,0,1,0,499,,
108,108,6ppji3nmv0lu1yq2cv15dq3o4,13,2024-10-27Z,14:00:00Z,2024-10-27,15:00:00,14,2,45,2025-03-29T08:39:28Z,Hobro vs Fredericia,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,e75f8fabfxd7zbu2kfb48cx5b,no,DS Arena,DS Arena,b2vft81kyjurzbmekvgrqwr64,Hobro,Hobro,Hobro IK,HIK,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,6wwwud48qahpwrfxs20334qk5,Fredericia,Fredericia,FC Fredericia,FRE,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,away,96,6,1,1,1,4,1,4,862,,
109,109,6pbn2h7xud01x8vubxdmj55hw,13,2024-10-26Z,15:00:00Z,2024-10-26,17:00:00,14,2,45,2025-05-15T16:22:56Z,OB vs Esbjerg,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,7mq69snwy4vs0vmurkpae2vz,no,Nature Energy Park,Nature Energy Park,dbl7ir1qugqz8nvp1vzn8im50,OB,OB,Odense Boldklub,OB,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,Esbjerg,Esbjerg fB,EFB,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,99,7,2,1,2,1,2,1,10041,,
110,110,6oy5baspduwch7lq01tthkaac,13,2024-10-26Z,11:00:00Z,2024-10-26,13:00:00,14,2,45,2025-05-22T21:21:38Z,Hvidovre vs Vendsyssel,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,2iypf8b9n3h73nidva1157o9p,no,Pro Ventilation Arena,Pro Ventilation Arena,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,Hvidovre,Hvidovre IF,HVI,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,7gkglopz9cjsysn2u6sbhuvc5,Vendsyssel,Vendsyssel,Vendsyssel FF,VFN,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,95,13,3,0,3,1,3,1,834,,
111,111,6q493t64ciy1l9h3p68j7o5qs,13,2024-10-25Z,17:00:00Z,2024-10-25,19:00:00,14,2,45,2025-05-05T03:06:51Z,B 93 vs Roskilde,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,8ys0zjq5owyqmyigwq8ivss5r,no,Østerbro Stadion,Østerbro Stadion,ajtb177oqwawkdwbqhldmq6mx,B 93,B 93,Boldklubben af 1893,B93,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,bd4qakf7j0wwie8wke9km7uj8,Roskilde,Roskilde,FC Roskilde,ROS,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,away,99,10,0,1,0,1,0,1,1812,"[{'contestantId': 'ajtb177oqwawkdwbqhldmq6mx', 'periodId': 1, 'timeMin': 26, 'timeMinSec': '25:07', 'lastUpdated': '2024-10-25T17:26:14Z', 'timestamp': '2024-10-25T17:26:03Z', 'type': 'PM', 'playerId': 'ezbixgm2km8iapnsl57bn4wkp', 'playerName': 'M. Mouritz', 'optaEventId': '2738570145'}, {'contestantId': 'bd4qakf7j0wwie8wke9km7uj8', 'periodId': 1, 'timeMin': 26, 'timeMinSec': '25:07', 'lastUpdated': '2024-10-25T17:26:24Z', 'timestamp': '2024-10-25T17:26:03Z', 'type': 'PS', 'playerId': '8r9iqig43yjty7l1oq6yg73mc', 'playerName': 'M. Brylov', 'optaEventId': '2738570255'}]",
112,112,6okege4522nmtza324fcwtj4k,13,2024-10-25Z,17:00:00Z,2024-10-25,19:00:00,14,2,45,2025-05-01T06:44:19Z,Hillerød vs Horsens,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,9erafax6g58t7mssqkwmxv734,no,Right to Dream Park,Right to Dream Park,aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,Hillerød,Hillerød Fodbold,HIL,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,a9vw7ikerpr4cuweeeka5aneg,Horsens,Horsens,AC Horsens,ACH,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,97,49,1,0,2,0,2,0,430,,
113,113,6o6rq4b5b50mcjb4xtusggd1w,13,2024-10-25Z,17:00:00Z,2024-10-25,19:00:00,14,2,45,2025-05-22T16:31:00Z,HB Køge vs Kolding,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,3lfsrl2mfvj6mjg7b1wlb0tk7,no,Capelli Sport Stadion,Capelli Sport Stadion,8cfkisxf1fkxdqtt6tx1tup48,HB Køge,HB Køge,HB Køge,HBK,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,b8oqgvx1ijeyn6y1cn6929ix4,Kolding,Kolding,Kolding IF,KIF,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,away,95,48,0,0,0,1,0,1,1139,,
114,114,6lugrn768zs5q0sk1wfpq3gus,13,2024-10-20Z,13:00:00Z,2024-10-20,15:00:00,13,2,45,2025-04-26T12:40:33Z,Horsens vs Hvidovre,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,db6ooyw998ggaa5aku3asfc4o,no,Nordstern Arena Horsens,Nordstern Arena Horsens,a9vw7ikerpr4cuweeeka5aneg,Horsens,Horsens,AC Horsens,ACH,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,Hvidovre,Hvidovre IF,HVI,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,94,41,1,0,2,1,2,1,2256,,
115,115,6m817zt9yafwt9g5sw5ps9lp0,13,2024-10-19Z,11:00:00Z,2024-10-19,13:00:00,13,2,45,2025-05-15T16:22:51Z,Esbjerg vs Fredericia,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,7ndkid8ao9wjs2rnln7iuwgy7,no,Blue Water Arena,Blue Water Arena,f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,Esbjerg,Esbjerg fB,EFB,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,6wwwud48qahpwrfxs20334qk5,Fredericia,Fredericia,FC Fredericia,FRE,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,away,98,23,0,1,0,3,0,3,3850,,
116,116,6nsr3gkyecl2igbeg118de9sk,13,2024-10-18Z,17:00:00Z,2024-10-18,19:00:00,13,2,45,2025-05-22T16:30:59Z,HB Køge vs Hobro,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,3lfsrl2mfvj6mjg7b1wlb0tk7,no,Capelli Sport Stadion,Capelli Sport Stadion,8cfkisxf1fkxdqtt6tx1tup48,HB Køge,HB Køge,HB Køge,HBK,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,b2vft81kyjurzbmekvgrqwr64,Hobro,Hobro,Hobro IK,HIK,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,98,18,3,1,4,1,4,1,1024,,
117,117,6nexgkcwn7cmgm013akk456vo,13,2024-10-18Z,17:00:00Z,2024-10-18,19:00:00,13,2,45,2025-05-09T10:35:49Z,Kolding vs Hillerød,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,4tjh9d0ks4vsosadk92ye8m1b,no,Autocentralen Park,Autocentralen Park,b8oqgvx1ijeyn6y1cn6929ix4,Kolding,Kolding,Kolding IF,KIF,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,Hillerød,Hillerød Fodbold,HIL,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,95,26,1,0,3,1,3,1,1513,,
118,118,6n10s820ump68vgemv9afapec,13,2024-10-18Z,17:00:00Z,2024-10-18,19:00:00,13,2,45,2025-05-22T21:21:38Z,Vendsyssel vs B 93,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,dfnhf1zshqqq5ytektpoia1h8,no,Nord Energi Arena,Nord Energi Arena,7gkglopz9cjsysn2u6sbhuvc5,Vendsyssel,Vendsyssel,Vendsyssel FF,VFN,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,ajtb177oqwawkdwbqhldmq6mx,B 93,B 93,Boldklubben af 1893,B93,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,away,102,37,0,0,1,2,1,2,874,,
119,119,6mlonct77yocf2ai1c04hlst0,13,2024-10-18Z,16:30:00Z,2024-10-18,18:30:00,13,2,45,2025-03-21T03:07:20Z,Roskilde vs OB,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,dwd4cajhkpb7kukli0ft61rlf,no,Roskilde Idrætspark,Roskilde Idrætspark,bd4qakf7j0wwie8wke9km7uj8,Roskilde,Roskilde,FC Roskilde,ROS,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,dbl7ir1qugqz8nvp1vzn8im50,OB,OB,Odense Boldklub,OB,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,away,96,7,0,2,1,5,1,5,1852,,
120,120,6kpqzxhc33xafa91ssduklatw,13,2024-10-07Z,17:00:00Z,2024-10-07,19:00:00,12,2,45,2025-05-09T10:35:46Z,Hvidovre vs Kolding,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,2iypf8b9n3h73nidva1157o9p,no,Pro Ventilation Arena,Pro Ventilation Arena,8gxd9ry2580pu1b1dd5ny9ymy,Hvidovre,Hvidovre,Hvidovre IF,HVI,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,b8oqgvx1ijeyn6y1cn6929ix4,Kolding,Kolding,Kolding IF,KIF,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,draw,96,44,0,0,0,0,0,0,802,,
121,121,6jy9dp7e329p5mgdz6xae47pw,13,2024-10-05Z,13:00:00Z,2024-10-05,15:00:00,12,2,45,2025-04-26T12:40:36Z,Fredericia vs Horsens,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,1z4bhmfrjf354e754hlesjh6x,no,Monjasa Park,Monjasa Park,6wwwud48qahpwrfxs20334qk5,Fredericia,Fredericia,FC Fredericia,FRE,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,a9vw7ikerpr4cuweeeka5aneg,Horsens,Horsens,AC Horsens,ACH,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,away,96,33,1,0,1,2,1,2,1374,,
122,122,6l3ah9xp3l4rso769g1d4i2ok,13,2024-10-04Z,17:00:00Z,2024-10-04,19:00:00,12,2,45,2025-05-22T16:30:59Z,OB vs HB Køge,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,7mq69snwy4vs0vmurkpae2vz,no,Nature Energy Park,Nature Energy Park,dbl7ir1qugqz8nvp1vzn8im50,OB,OB,Odense Boldklub,OB,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,8cfkisxf1fkxdqtt6tx1tup48,HB Køge,HB Køge,HB Køge,HBK,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,away,97,37,0,2,0,3,0,3,7446,,
123,123,6kbzksctlsyoehiphoywhkb2s,13,2024-10-04Z,17:00:00Z,2024-10-04,19:00:00,12,2,45,2025-05-22T21:21:38Z,Hillerød vs Vendsyssel,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,9erafax6g58t7mssqkwmxv734,no,Right to Dream Park,Right to Dream Park,aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,Hillerød,Hillerød Fodbold,HIL,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,7gkglopz9cjsysn2u6sbhuvc5,Vendsyssel,Vendsyssel,Vendsyssel FF,VFN,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,draw,97,29,2,1,2,2,2,2,451,,
124,124,6jkd2l55vvkbrdqtasrc324gk,13,2024-10-04Z,17:00:00Z,2024-10-04,19:00:00,12,2,45,2025-05-15T16:22:51Z,B 93 vs Esbjerg,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,8ys0zjq5owyqmyigwq8ivss5r,no,Østerbro Stadion,Østerbro Stadion,ajtb177oqwawkdwbqhldmq6mx,B 93,B 93,Boldklubben af 1893,B93,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,Esbjerg,Esbjerg fB,EFB,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,away,96,41,0,2,0,4,0,4,3092,,
125,125,6lgufkmkh2zgwr9aaloeggufo,13,2024-10-04Z,16:30:00Z,2024-10-04,18:30:00,12,2,45,2025-03-29T08:39:27Z,Hobro vs Roskilde,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,e75f8fabfxd7zbu2kfb48cx5b,no,DS Arena,DS Arena,b2vft81kyjurzbmekvgrqwr64,Hobro,Hobro,Hobro IK,HIK,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,bd4qakf7j0wwie8wke9km7uj8,Roskilde,Roskilde,FC Roskilde,ROS,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,95,22,1,1,4,1,4,1,622,"[{'contestantId': 'b2vft81kyjurzbmekvgrqwr64', 'periodId': 2, 'timeMin': 63, 'timeMinSec': '62:41', 'lastUpdated': '2024-10-04T17:48:51Z', 'timestamp': '2024-10-04T17:48:36Z', 'type': 'PM', 'playerId': 'bp232fgjrfyok2471ec7u1tcl', 'playerName': 'M. Kristensen', 'optaEventId': '2730072507'}, {'contestantId': 'bd4qakf7j0wwie8wke9km7uj8', 'periodId': 2, 'timeMin': 63, 'timeMinSec': '62:41', 'lastUpdated': '2024-10-04T17:49:10Z', 'timestamp': '2024-10-04T17:48:36Z', 'type': 'PS', 'playerId': '8r9iqig43yjty7l1oq6yg73mc', 'playerName': 'M. Brylov', 'optaEventId': '2730072539'}]",
126,126,6i1gact2c4ul4gaihhvpad1ck,13,2024-09-29Z,12:00:00Z,2024-09-29,14:00:00,11,2,45,2025-05-22T16:30:59Z,Roskilde vs HB Køge,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,dwd4cajhkpb7kukli0ft61rlf,no,Roskilde Idrætspark,Roskilde Idrætspark,bd4qakf7j0wwie8wke9km7uj8,Roskilde,Roskilde,FC Roskilde,ROS,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,8cfkisxf1fkxdqtt6tx1tup48,HB Køge,HB Køge,HB Køge,HBK,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,away,94,32,0,1,0,2,0,2,1110,,
127,127,6h8cod66b4gegpybfxhnzf1uc,13,2024-09-29Z,11:00:00Z,2024-09-29,13:00:00,11,2,45,2025-05-15T16:22:50Z,Esbjerg vs Hillerød,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,6ifaeunfdelecgticvxanikzu,1. Division,Danish 1. Division,1DV,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,351g9crny6x5a4uxcc90s2904,2024-07-19Z,2025-05-23Z,2024/2025,35yvwqzdzsc9c4bmx4vq0bhn8,e2q01r9o9jwiq1fls93d1sslx,2024-07-19Z,2025-03-14Z,Regular Season,7ndkid8ao9wjs2rnln7iuwgy7,no,Blue Water Arena,Blue Water Arena,f1h34qp5zbfl489q8vnkhiq9s,Esbjerg,Esbjerg,Esbjerg fB,EFB,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,aqtkb4mgrz8c6iqfufj6qjbv9,Hillerød,Hillerød,Hillerød Fodbold,HIL,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,draw,95,20,1,1,1,1,1,1,3156,,
