id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/8/value,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/9/value,qualifier/11/value,qualifier/16/value
2807092703,209,1,1,19,34,1c7dv8ays675v9kp6a04sd8pq,1,63.8,85.6,2025-04-27T13:19:53.563Z,2025-04-27T13:19:58Z,beq1o3wl29kdr4qtahdij1m21,N. Hämäläinen,,,5684772033,212,12.0,5684772031,141,89.0,5684772035,213,0.19,5684772029,140,75.0,5684772027,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807092739,210,1,1,19,39,1c7dv8ays675v9kp6a04sd8pq,0,75.0,89.0,2025-04-27T13:19:58.732Z,2025-04-27T13:19:59Z,59d5otjevb4zussjofufdg4ph,P. Pennanen,,,5684772171,212,28.6,5684772173,213,5.71,5684772167,140,97.9,5684772169,141,66.3,5684772165,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807092813,175,12,1,19,40,3cbke8cbou2ms925872vk6dwx,1,4.2,27.1,2025-04-27T13:19:59.911Z,2025-04-27T13:20:32Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5684772483,213,3.51,5684772477,140,3.2,5684772481,212,1.1,5684772475,56,Back,5684772479,141,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807093057,212,61,1,19,42,1c7dv8ays675v9kp6a04sd8pq,1,96.2,73.5,2025-04-27T13:20:01.317Z,2025-04-27T13:20:35Z,7z2gs2b8ccchwf0h92hwx8d90,O. Ruoppi,,,5684773733,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807092833,176,61,1,19,42,3cbke8cbou2ms925872vk6dwx,1,3.2,26.5,2025-04-27T13:20:01.806Z,2025-04-27T13:20:20Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5684772563,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807092841,177,6,1,19,43,3cbke8cbou2ms925872vk6dwx,0,0.0,29.0,2025-04-27T13:20:02.311Z,2025-04-27T14:00:49Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5684772769,233,211,5684772695,56,Back,5684772697,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807092777,211,6,1,19,43,1c7dv8ays675v9kp6a04sd8pq,1,100.0,71.0,2025-04-27T13:20:02.311Z,2025-04-27T14:00:49Z,59d5otjevb4zussjofufdg4ph,P. Pennanen,,,5684772421,56,Center,5684772425,73,,5684772731,233,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807093745,213,1,1,20,20,1c7dv8ays675v9kp6a04sd8pq,1,99.9,99.5,2025-04-27T13:20:39.356Z,2025-04-27T13:21:10Z,59d5otjevb4zussjofufdg4ph,P. Pennanen,1.0,,5684777677,2,,5684777689,141,36.4,5684777695,1,,5684777685,56,Center,5684779277,154,,5684777683,223,,5684777681,155,,5684777679,6,,5684779275,210,5684777687,140,5684777693,213,5684777691,212,,,,,,,,,,,,,,,,15,4.57,,,93.9,43.4,
2807093777,214,44,1,20,21,1c7dv8ays675v9kp6a04sd8pq,1,94.2,35.6,2025-04-27T13:20:40.892Z,2025-04-27T14:01:00Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,,5684777865,286,,5684777863,56,Center,5684777985,233,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807093765,178,44,1,20,21,3cbke8cbou2ms925872vk6dwx,0,5.8,64.4,2025-04-27T13:20:40.893Z,2025-04-27T14:01:01Z,b0wmozayt7xbjz6ihhdiczq0a,J. Latonen,,,5684777807,56,Back,5684777809,285,,5684778001,233,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807093789,215,15,1,20,22,1c7dv8ays675v9kp6a04sd8pq,1,93.9,36.4,2025-04-27T13:20:41.291Z,2025-04-27T13:20:58Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,,5684779339,82,,5684777933,63,,5684779329,103,19,5684779317,80,,5684779341,146,98.2,5684779343,147,44.6,5684779333,328,,5684779315,15,,5684779323,55,5684779321,154,5684780065,233,5684777937,56,5684779345,230,5684779313,25,5684779335,100,,5684779347,231,48.4,5684779327,102,5684779319,29,,213,179,98.9,,,Center,47.9
2807093893,179,10,1,20,22,3cbke8cbou2ms925872vk6dwx,1,1.8,55.4,2025-04-27T13:20:41.391Z,2025-04-27T13:20:59Z,6q0g98fnbdx5sg52lazo2sqac,P. Gnanou,,,5684780095,233,215,5684778537,56,Back,5684778535,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807093917,180,6,1,20,24,3cbke8cbou2ms925872vk6dwx,0,7.0,63.4,2025-04-27T13:20:43.403Z,2025-04-27T14:00:50Z,6q0g98fnbdx5sg52lazo2sqac,P. Gnanou,,,5684778701,56,Back,5684778703,73,,5684778785,233,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807093811,216,6,1,20,24,1c7dv8ays675v9kp6a04sd8pq,1,93.0,36.6,2025-04-27T13:20:43.403Z,2025-04-27T14:00:49Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,,5684778105,75,,5684778103,56,Center,5684778723,233,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807095171,217,1,1,21,19,1c7dv8ays675v9kp6a04sd8pq,0,99.5,0.5,2025-04-27T13:21:38.988Z,2025-04-27T13:21:42Z,59d5otjevb4zussjofufdg4ph,P. Pennanen,,,5684785335,140,89.8,5684785329,155,,5684785327,6,,5684785331,224,,5684785333,56,Center,5684785337,141,51.2,5684785339,212,35.9,5684785341,213,1.86,5684785343,1,5684785325,2,,,,,,,,,,,,,,,,,,,,,,,,,,
2807095187,181,44,1,21,22,3cbke8cbou2ms925872vk6dwx,1,9.0,49.6,2025-04-27T13:21:41.343Z,2025-04-27T14:01:01Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5684785395,285,,5684785565,233,218,5684785393,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807095179,218,44,1,21,22,1c7dv8ays675v9kp6a04sd8pq,0,91.0,50.4,2025-04-27T13:21:41.344Z,2025-04-27T14:01:01Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,,5684785361,56,Center,5684785363,286,,5684785609,233,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807095205,182,12,1,21,23,3cbke8cbou2ms925872vk6dwx,1,7.1,50.7,2025-04-27T13:21:42.078Z,2025-04-27T13:21:45Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5684785487,141,39.2,5684785523,15,,5684785483,140,29.2,5684785481,56,Back,5684785493,213,5.96,5684785491,212,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807095251,219,13,1,21,25,1c7dv8ays675v9kp6a04sd8pq,1,81.3,51.6,2025-04-27T13:21:44.363Z,2025-04-27T13:21:56Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,,5684787285,230,97.3,5684787277,103,20.8,5684787273,75,,5684787271,72,,5684785795,18,,5684787275,102,38.3,5684785797,56,Center,5684787283,458,,5684787281,328,5684787287,231,5684787269,25,,,,,,,,,,,,,,,,,,,,,,50.9,,
2807095259,183,5,1,21,25,3cbke8cbou2ms925872vk6dwx,1,-1.8,61.9,2025-04-27T13:21:44.927Z,2025-04-27T15:06:49Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5684785825,56,Back,5684785827,346,,5684786029,233,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807095287,220,5,1,21,25,1c7dv8ays675v9kp6a04sd8pq,0,101.8,38.1,2025-04-27T13:21:44.927Z,2025-04-27T15:06:49Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,,5684785987,346,,5684785985,56,Center,5684786057,233,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807095849,184,1,1,21,46,3cbke8cbou2ms925872vk6dwx,1,5.0,63.0,2025-04-27T13:22:05.182Z,2025-04-27T13:22:06Z,6q0g98fnbdx5sg52lazo2sqac,P. Gnanou,,,5684788885,124,,5684788901,213,4.65,5684788893,140,4.5,5684788899,212,8.6,5684788897,141,50.4,5684788889,56,Back,5684788905,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807095961,185,1,1,21,47,3cbke8cbou2ms925872vk6dwx,0,4.5,50.4,2025-04-27T13:22:06.832Z,2025-04-27T13:22:11Z,dxlvcn8a2lhtne6py7w4tbpw5,Á. Craninx,,,5684789415,140,68.6,5684789421,213,6.16,5684789423,1,,5684789411,157,,5684789413,56,Center,5684789417,141,38.0,5684789419,212,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807095981,221,44,1,21,51,1c7dv8ays675v9kp6a04sd8pq,1,33.8,59.4,2025-04-27T13:22:10.637Z,2025-04-27T14:01:02Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,,5684789555,233,186,5684789531,285,,5684789529,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807095965,186,44,1,21,51,3cbke8cbou2ms925872vk6dwx,0,66.2,40.6,2025-04-27T13:22:10.638Z,2025-04-27T14:01:02Z,d8t6nh7paunxlvadzlfx69xx,T. Väyrynen,,,5684789445,286,,5684789615,233,221,5684789443,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807096081,222,1,1,21,51,1c7dv8ays675v9kp6a04sd8pq,1,37.7,55.2,2025-04-27T13:22:10.916Z,2025-04-27T13:52:54Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,,5684790117,212,5.5,5684790119,213,1.20,5684790109,3,,5684790113,140,39.6,5684790111,56,Back,5684790115,141,62.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807096091,223,61,1,21,55,1c7dv8ays675v9kp6a04sd8pq,0,39.6,62.7,2025-04-27T13:22:14.956Z,2025-04-27T13:22:15Z,59d5otjevb4zussjofufdg4ph,P. Pennanen,,,5684790157,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807096193,187,1,1,21,56,3cbke8cbou2ms925872vk6dwx,0,56.1,36.1,2025-04-27T13:22:15.470Z,2025-04-27T13:22:19Z,d8t6nh7paunxlvadzlfx69xx,T. Väyrynen,,,5684790733,56,Center,5684790739,141,68.2,5684790735,140,88.9,5684790743,212,40.8,5684790749,1,,5684790747,213,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807096445,225,1,1,22,8,1c7dv8ays675v9kp6a04sd8pq,1,9.7,49.1,2025-04-27T13:22:27.437Z,2025-04-27T13:22:34Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5684792015,141,82.1,5684792051,287,,5684792009,123,,5684792013,140,22.9,5684792011,56,Back,5684792017,212,26.4,5684792019,213,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807096577,226,1,1,22,15,1c7dv8ays675v9kp6a04sd8pq,0,27.2,86.5,2025-04-27T13:22:34.413Z,2025-04-27T13:22:35Z,beq1o3wl29kdr4qtahdij1m21,N. Hämäläinen,,,5684792789,56,Left,5684792787,155,,5684792795,212,43.8,5684792797,213,0.05,5684792799,1,,5684792791,140,68.9,5684792793,141,89.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807096601,188,12,1,22,16,3cbke8cbou2ms925872vk6dwx,1,12.9,5.9,2025-04-27T13:22:35.663Z,2025-04-27T13:22:37Z,6q0g98fnbdx5sg52lazo2sqac,P. Gnanou,,,5684793061,167,,5684792897,212,5.5,5684792895,141,0.0,5684792899,213,4.52,5684792891,56,Back,5684792893,140,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807096619,189,5,1,22,17,3cbke8cbou2ms925872vk6dwx,0,13.0,-1.8,2025-04-27T13:22:36.013Z,2025-04-27T15:06:49Z,6q0g98fnbdx5sg52lazo2sqac,P. Gnanou,,,5684793161,233,227,5684792993,347,,5684792991,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807096625,227,5,1,22,17,1c7dv8ays675v9kp6a04sd8pq,1,87.0,101.8,2025-04-27T13:22:36.013Z,2025-04-27T13:22:39Z,beq1o3wl29kdr4qtahdij1m21,N. Hämäläinen,,,5684793101,233,189,5684793027,56,Left,5684793029,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807096813,228,1,1,22,23,1c7dv8ays675v9kp6a04sd8pq,1,80.4,100.0,2025-04-27T13:22:42.396Z,2025-04-27T13:22:45Z,59d5otjevb4zussjofufdg4ph,P. Pennanen,,,5684794203,140,66.0,5684794201,56,Left,5684794207,212,16.5,5684794209,213,3.55,5684794205,141,91.4,5684794199,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807096883,229,1,1,22,26,1c7dv8ays675v9kp6a04sd8pq,1,60.5,90.9,2025-04-27T13:22:45.563Z,2025-04-27T13:22:49Z,beq1o3wl29kdr4qtahdij1m21,N. Hämäläinen,,,5684794619,56,Back,5684794621,140,40.2,5684794623,141,76.7,5684794627,213,3.57,5684794625,212,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807096999,230,1,1,22,30,1c7dv8ays675v9kp6a04sd8pq,1,38.5,70.6,2025-04-27T13:22:49.851Z,2025-04-27T13:22:54Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,,5684795301,141,44.0,5684795303,212,20.0,5684795299,140,30.3,5684795297,56,Back,5684795305,213,4.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807097103,231,1,1,22,37,1c7dv8ays675v9kp6a04sd8pq,0,42.8,41.9,2025-04-27T13:22:56.267Z,2025-04-27T13:22:58Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5684795813,155,,5684795819,140,73.4,5684795821,141,23.1,5684795829,213,5.90,5684795833,1,,5684795815,56,Center,5684795825,212,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807097187,232,4,1,22,40,1c7dv8ays675v9kp6a04sd8pq,1,76.4,27.8,2025-04-27T13:22:59.534Z,2025-04-27T14:00:45Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,,5684796305,56,Center,5684796307,152,,5684796311,286,,5684796309,265,,5684796375,233,190,5684796303,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807097123,190,4,1,22,40,3cbke8cbou2ms925872vk6dwx,0,23.6,72.2,2025-04-27T13:22:59.535Z,2025-04-27T14:00:46Z,dlpw0ifxzwotsw2ttopgispka,E. Arko-Mensah,,,5684796355,56,Back,5684796361,285,,5684796357,152,,5684796359,265,,5684796353,13,,5684796423,233,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807098207,233,1,1,23,20,1c7dv8ays675v9kp6a04sd8pq,1,69.4,24.2,2025-04-27T13:23:39.356Z,2025-04-27T14:03:14Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,1.0,,5684801679,140,95.0,5684801683,212,36.1,5684801681,141,59.7,5684801687,1,,5684801675,152,,5684812139,210,13,5684801677,56,Center,5685022221,2,,5684801671,5,5684801673,155,5684812141,154,5684801685,213,,,,,,,,,,,,,,,,,,,,,0.73,
2807098231,234,13,1,23,21,1c7dv8ays675v9kp6a04sd8pq,1,94.1,60.0,2025-04-27T13:23:40.916Z,2025-04-27T14:03:15Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,,5684812207,230,99.3,5684812161,24,,5684812163,20,,5684812195,108,,5684812169,154,,5684812205,147,51.3,5684812203,146,97.2,5684812201,153,,5684801751,56,5684812167,29,5684801749,17,5684812199,328,5684812187,102,5684812179,55,5684812209,231,51.3,5685024405,214,,5684812191,103,5684812165,75,,Center,,36.5,233,,,9.7
2807098253,191,12,1,23,22,3cbke8cbou2ms925872vk6dwx,1,8.3,55.0,2025-04-27T13:23:41.087Z,2025-04-27T14:03:45Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5684801875,212,14.6,5684801877,213,4.19,5684801871,140,1.3,5684801873,141,36.4,5684801869,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807098261,235,61,1,23,26,1c7dv8ays675v9kp6a04sd8pq,1,94.6,56.0,2025-04-27T13:23:45.079Z,2025-04-27T13:54:05Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,,5684801921,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807098329,192,12,1,23,27,3cbke8cbou2ms925872vk6dwx,1,8.1,48.8,2025-04-27T13:23:46.087Z,2025-04-27T14:03:45Z,d8t6nh7paunxlvadzlfx69xx,T. Väyrynen,,,5685026495,397,,5684802275,140,20.3,5685064453,233,479,5684802273,56,Back,5684802279,212,13.1,5684802277,141,53.0,5684802281,213,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807141285,479,74,1,23,27,1c7dv8ays675v9kp6a04sd8pq,1,90.9,43.1,2025-04-27T13:23:46.088Z,2025-04-27T14:03:44Z,2yyodldan4gscxb0jjrpkygyy,J. Luyeye-Lutumba,,,5685034519,397,,5685064371,233,192,5685034171,56,Center,5685034173,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807140825,478,15,1,23,27,1c7dv8ays675v9kp6a04sd8pq,1,92.3,42.4,2025-04-27T13:23:46.909Z,2025-04-27T13:56:45Z,2yyodldan4gscxb0jjrpkygyy,J. Luyeye-Lutumba,,,5685031867,24,,5685032035,102,50.1,5685031873,82,,5685032039,103,19,5685032053,147,44.0,5685032051,146,94.0,5685032057,231,49.3,5685034811,78,,5685031757,56,5685031869,72,5685031753,17,5685032055,230,5685032071,233,5685032047,458,,,,,,,,,,,,Center,,364,,,98.9,
2807140489,364,10,1,23,28,3cbke8cbou2ms925872vk6dwx,1,6.2,56.9,2025-04-27T13:23:47.009Z,2025-04-27T13:56:00Z,d8t6nh7paunxlvadzlfx69xx,T. Väyrynen,,,5685032083,233,478,5685029747,94,,5685029749,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807098461,194,1,1,23,30,3cbke8cbou2ms925872vk6dwx,1,14.5,56.3,2025-04-27T13:23:49.103Z,2025-04-27T13:23:54Z,b7x9fczqecsf267ewzcvccmhh,R. Eremenko,,,5684802955,56,Back,5684802959,141,86.8,5684802957,140,23.8,5684802961,212,22.9,5684802963,213,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807098485,195,1,1,23,35,3cbke8cbou2ms925872vk6dwx,0,24.4,96.9,2025-04-27T13:23:54.240Z,2025-04-27T13:23:55Z,dlpw0ifxzwotsw2ttopgispka,E. Arko-Mensah,,,5684803091,1,,5684803085,141,51.0,5684803079,155,,5684803083,140,46.7,5684803081,56,Back,5684803087,212,39.0,5684803089,213,5.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807098551,236,1,1,23,37,1c7dv8ays675v9kp6a04sd8pq,1,53.9,44.6,2025-04-27T13:23:56.412Z,2025-04-27T13:23:58Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,,5684803431,56,Back,5684803433,140,44.5,5684803437,212,11.5,5684803435,141,36.0,5684803439,213,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807098625,238,1,1,23,41,1c7dv8ays675v9kp6a04sd8pq,1,42.0,24.7,2025-04-27T13:24:00.427Z,2025-04-27T13:24:01Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,,5684803847,212,16.6,5684803845,141,11.4,5684803849,213,5.71,5684803843,140,55.3,5684803841,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807098673,239,1,1,23,42,1c7dv8ays675v9kp6a04sd8pq,1,54.4,11.4,2025-04-27T13:24:01.436Z,2025-04-27T13:24:03Z,59d5otjevb4zussjofufdg4ph,P. Pennanen,,,5684804137,212,16.4,5684804133,141,18.3,5684804131,140,39.4,5684804141,213,2.85,5684804129,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807098819,240,1,1,23,44,1c7dv8ays675v9kp6a04sd8pq,1,35.8,25.0,2025-04-27T13:24:03.676Z,2025-04-27T13:24:09Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,,5684804925,212,21.2,5684804913,56,Back,5684804917,140,41.6,5684804921,141,54.8,5684804929,213,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807098905,241,1,1,23,50,1c7dv8ays675v9kp6a04sd8pq,1,41.9,67.3,2025-04-27T13:24:09.165Z,2025-04-27T13:24:12Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,,5684805275,141,35.1,5684805273,140,40.2,5684805271,56,Back,5684805279,213,4.63,5684805277,212,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807098999,242,1,1,23,52,1c7dv8ays675v9kp6a04sd8pq,1,42.1,32.2,2025-04-27T13:24:11.949Z,2025-04-27T13:24:15Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,,5684805811,1,,5684805807,213,6.18,5684805799,141,25.9,5684805803,212,42.9,5684805795,140,82.8,5684805781,155,,5684805789,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807099013,243,61,1,23,56,1c7dv8ays675v9kp6a04sd8pq,0,82.8,25.9,2025-04-27T13:24:15.373Z,2025-04-27T13:24:15Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,,5684805867,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807099405,197,1,1,23,59,3cbke8cbou2ms925872vk6dwx,1,6.3,86.3,2025-04-27T13:24:18.543Z,2025-04-27T13:24:30Z,dlpw0ifxzwotsw2ttopgispka,E. Arko-Mensah,,,5684807971,213,0.12,5684807973,1,,5684807969,212,17.0,5684807967,141,89.3,5684807961,157,,5684807963,56,Back,5684807965,140,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807099625,244,4,1,24,11,1c7dv8ays675v9kp6a04sd8pq,1,74.8,11.0,2025-04-27T13:24:30.655Z,2025-04-27T14:00:46Z,,,,,5684809389,286,,5684809385,56,Right,5684809387,152,,5684809383,10,,5684811883,233,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807099417,198,4,1,24,11,3cbke8cbou2ms925872vk6dwx,0,25.2,89.0,2025-04-27T13:24:30.656Z,2025-04-27T14:00:46Z,b0wmozayt7xbjz6ihhdiczq0a,J. Latonen,,,5684808513,152,,5684808511,56,Back,5684811941,233,244,5684808509,10,,5684808515,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807100375,245,1,1,24,48,1c7dv8ays675v9kp6a04sd8pq,0,73.3,11.4,2025-04-27T13:25:07.837Z,2025-04-27T13:53:02Z,59d5otjevb4zussjofufdg4ph,P. Pennanen,,,5684812891,212,22.5,5684812875,155,,5684812895,213,0.98,5684812869,2,,5684812873,5,,5684812887,141,38.9,5684812879,56,Center,5684812877,152,,5684812883,140,,,,,,,,,,,,,,,,,,,,,,85.2,,,,,,
2807100369,199,12,1,24,49,3cbke8cbou2ms925872vk6dwx,1,7.7,50.0,2025-04-27T13:25:08.031Z,2025-04-27T13:25:10Z,b0wmozayt7xbjz6ihhdiczq0a,J. Latonen,,,5684812927,15,,5684812845,56,Back,5684812849,141,72.9,5684812847,140,21.3,5684812853,213,0.83,5684812851,212,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807100465,200,12,1,24,51,3cbke8cbou2ms925872vk6dwx,1,20.3,74.2,2025-04-27T13:25:10.592Z,2025-04-27T13:25:14Z,b7x9fczqecsf267ewzcvccmhh,R. Eremenko,,,5684813271,212,44.9,5684813273,213,0.08,5684813267,140,62.9,5684813269,141,79.4,5684813265,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807100603,246,1,1,24,56,1c7dv8ays675v9kp6a04sd8pq,1,29.8,27.1,2025-04-27T13:25:15.388Z,2025-04-27T13:25:19Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5684814027,56,Back,5684814031,140,41.0,5684814039,213,5.81,5684814035,141,18.2,5684814037,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807100663,247,1,1,25,1,1c7dv8ays675v9kp6a04sd8pq,1,40.6,17.4,2025-04-27T13:25:20.717Z,2025-04-27T13:25:22Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,,5684814361,56,Back,5684814363,140,31.3,5684814367,212,14.6,5684814365,141,33.4,5684814369,213,2.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807100703,248,1,1,25,3,1c7dv8ays675v9kp6a04sd8pq,0,31.3,33.4,2025-04-27T13:25:22.204Z,2025-04-27T13:25:24Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5684814585,213,5.80,5684814587,1,,5684814583,212,51.6,5684814581,141,0.0,5684814577,56,Right,5684814579,140,74.8,5684814575,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807100731,201,5,1,25,5,3cbke8cbou2ms925872vk6dwx,1,22.4,101.6,2025-04-27T13:25:24.480Z,2025-04-27T15:06:49Z,d8t6nh7paunxlvadzlfx69xx,T. Väyrynen,,,5684814729,56,Back,5684814757,233,249,5684814731,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
