id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/8/value,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/9/value,qualifier/11/value,qualifier/16/value
2807011529,1,34,16,0,0,1c7dv8ays675v9kp6a04sd8pq,1,0.0,0.0,2025-04-27T12:10:14.226Z,2025-04-27T13:23:38Z,,,,,5684342063,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5684342061,30,"b6uchs6rc43tlb0qj2tw3xzh1, 5skki9qedwo05d1scee0obu1h, beq1o3wl29kdr4qtahdij1m21, aa40go6nrv6mpdny6zdc1jeg9, 289f8ysumkm0ilmx2z472cei2, dpegzp0t66wtgyc69v4rj6cyc, 7z2gs2b8ccchwf0h92hwx8d90, doxrlp6910n9l5b5zl8ee73ai, 5t58neiqhud2d4h64owu8fwiy, 2yyodldan4gscxb0jjrpkygyy, 59d5otjevb4zussjofufdg4ph, 9c2ajg42wya1u4lh1eeye2jo4, c11fpnugs2ihyqk07ohha54np, 2vvnbkdgeje34aivohozzvm5l, 6bci7uqkdfkqzfyp3kq9lh3pw, be5sv0h649rb9o9gnko9ve2ac, 1p8qp744v6uor8li9wfcwi0dm, am2lquvihsgkoy18i6f26d1ck, dir0a3gwtnslupca6o36sqvis, 6r9gyu0ks64c9z4kfsfjj105w",5684342069,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5684342067,130,3,5684342073,197,19152,5684342071,194,59d5otjevb4zussjofufdg4ph,5684342065,59,"1, 6, 22, 13, 15, 16, 34, 10, 11, 21, 8, 20, 7, 17, 18, 26, 12, 2, 29, 32",5684342075,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807016941,1,34,16,0,0,3cbke8cbou2ms925872vk6dwx,1,0.0,0.0,2025-04-27T12:14:37.661Z,2025-04-27T14:11:07Z,,,,,5684370165,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5684370155,59,"1, 15, 12, 44, 40, 24, 19, 28, 10, 7, 26, 9, 11, 20, 21, 6, 25, 2, 3, 30",5684370161,194,d8t6nh7paunxlvadzlfx69xx,5684370163,197,24423,5684370151,30,"dxlvcn8a2lhtne6py7w4tbpw5, bl43lr9kdb35de8gxvuk4xgk4, dlpw0ifxzwotsw2ttopgispka, 19yfn0sushy5fc003vhn0skwl, bpjmwp030jnapyjfii8nyqdhx, 6q0g98fnbdx5sg52lazo2sqac, 4a8qjfagq2xr6wqsv875jth0q, bbdoe533sbua0ikwxa8ldo91x, b0wmozayt7xbjz6ihhdiczq0a, d8t6nh7paunxlvadzlfx69xx, b7x9fczqecsf267ewzcvccmhh, 8do2uv6sab8cz1556kk5o1q1g, 2h5u151i11d49on3k9cdtfqqc, 3nrf0fvktniv392ytt09npp1w, 5rov9d5353qn4to1rokchh250, 9l78gdpk7fx57b8am6to05gfe, 455wfzlw9g457wbrz07i0drtg, d6muts0aeup4vfihqd9sr7310, nxt066bqaqw7grehjw514d7t, ecuwplrj6gv5s67cg9lu342ui",5684370153,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5684370159,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5684370157,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807060977,2,32,1,0,0,1c7dv8ays675v9kp6a04sd8pq,1,0.0,0.0,2025-04-27T13:00:19.009Z,2025-04-27T13:00:21Z,,,,,5684605047,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807060973,2,32,1,0,0,3cbke8cbou2ms925872vk6dwx,1,0.0,0.0,2025-04-27T13:00:19.009Z,2025-04-27T13:00:19Z,,,,,5684605029,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807060985,3,1,1,0,0,1c7dv8ays675v9kp6a04sd8pq,1,49.9,50.3,2025-04-27T13:00:19.086Z,2025-04-27T13:00:24Z,59d5otjevb4zussjofufdg4ph,P. Pennanen,,,5684605089,140,31.3,5684605087,56,Back,5684605095,213,3.04,5684605091,141,53.1,5684605093,212,19.6,5684605097,279,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807061091,4,1,1,0,4,1c7dv8ays675v9kp6a04sd8pq,0,28.9,48.5,2025-04-27T13:00:23.832Z,2025-04-27T13:00:28Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5684605653,1,,5684605647,213,5.75,5684605641,212,44.4,5684605635,141,15.3,5684605619,157,,5684605629,140,65.3,5684605623,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807061129,3,44,1,0,8,3cbke8cbou2ms925872vk6dwx,1,30.6,78.7,2025-04-27T13:00:27.303Z,2025-04-27T14:00:56Z,bbdoe533sbua0ikwxa8ldo91x,A. Kabashi,,,5684605907,233,5,5684605831,285,,5684605829,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807061117,5,44,1,0,8,1c7dv8ays675v9kp6a04sd8pq,0,69.4,21.3,2025-04-27T13:00:27.304Z,2025-04-27T14:00:57Z,2yyodldan4gscxb0jjrpkygyy,J. Luyeye-Lutumba,,,5684605919,233,3,5684605783,56,Center,5684605785,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807061157,4,1,1,0,8,3cbke8cbou2ms925872vk6dwx,1,23.8,67.3,2025-04-27T13:00:27.551Z,2025-04-27T13:08:59Z,bbdoe533sbua0ikwxa8ldo91x,A. Kabashi,,,5684605949,140,23.0,5684605945,3,,5684605947,56,Back,5684605951,141,92.3,5684605953,212,17.0,5684605955,213,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807061169,5,1,1,0,11,3cbke8cbou2ms925872vk6dwx,0,23.0,92.3,2025-04-27T13:00:30.325Z,2025-04-27T13:06:48Z,b0wmozayt7xbjz6ihhdiczq0a,J. Latonen,,,5684606373,233,6,5684606371,236,,5684605989,212,5.9,5684605987,141,89.4,5684605983,56,Back,5684606377,286,,5684605985,140,28.3,5684605991,213,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807061231,6,74,1,0,11,1c7dv8ays675v9kp6a04sd8pq,1,67.4,10.7,2025-04-27T13:00:30.326Z,2025-04-27T14:01:06Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,,5684606335,56,Right,5684606337,285,,5684606397,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807072483,71,1,1,0,14,3cbke8cbou2ms925872vk6dwx,1,40.9,94.6,2025-04-27T13:00:33.868Z,2025-04-27T13:07:51Z,b0wmozayt7xbjz6ihhdiczq0a,J. Latonen,,,5684667707,141,94.2,5684667711,213,3.17,5684667709,212,9.6,5684667703,56,Back,5684667705,140,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807061291,6,1,1,0,16,3cbke8cbou2ms925872vk6dwx,1,20.4,93.0,2025-04-27T13:00:35.238Z,2025-04-27T13:07:57Z,dlpw0ifxzwotsw2ttopgispka,E. Arko-Mensah,,,5684606645,140,39.5,5684606649,212,20.1,5684606647,141,95.0,5684606643,56,Back,5684606641,155,,5684606651,213,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807061323,8,1,1,0,19,3cbke8cbou2ms925872vk6dwx,1,39.5,95.0,2025-04-27T13:00:38.117Z,2025-04-27T13:00:40Z,d8t6nh7paunxlvadzlfx69xx,T. Väyrynen,,,5684606803,141,79.3,5684606801,140,50.8,5684606799,56,Left,5684606807,213,5.55,5684606805,212,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807074225,90,83,1,0,20,1c7dv8ays675v9kp6a04sd8pq,0,38.0,8.4,2025-04-27T13:00:39.386Z,2025-04-27T13:08:52Z,7z2gs2b8ccchwf0h92hwx8d90,O. Ruoppi,,,5684676627,399,4a8qjfagq2xr6wqsv875jth0q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807061349,9,1,1,0,20,3cbke8cbou2ms925872vk6dwx,0,50.8,79.3,2025-04-27T13:00:39.877Z,2025-04-27T13:00:41Z,4a8qjfagq2xr6wqsv875jth0q,V. Hänninen,,,5684606923,212,20.6,5684606921,141,100.0,5684606925,213,0.83,5684606919,140,64.1,5684606915,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807061339,7,5,1,0,21,1c7dv8ays675v9kp6a04sd8pq,1,32.4,-1.8,2025-04-27T13:00:40.647Z,2025-04-27T15:06:45Z,7z2gs2b8ccchwf0h92hwx8d90,O. Ruoppi,,,5684606961,233,10,5684606887,56,Back,5684606889,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807061353,10,5,1,0,21,3cbke8cbou2ms925872vk6dwx,0,67.6,101.8,2025-04-27T13:00:40.647Z,2025-04-27T15:06:45Z,4a8qjfagq2xr6wqsv875jth0q,V. Hänninen,,,5684606949,347,,5684606995,233,7,5684606947,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807061585,8,1,1,0,31,1c7dv8ays675v9kp6a04sd8pq,1,26.5,0.0,2025-04-27T13:00:50.328Z,2025-04-27T13:00:54Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,,5684608015,141,11.6,5684608017,212,13.8,5684608019,213,2.40,5684608009,107,,5684608013,140,16.8,5684608011,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807061637,9,1,1,0,35,1c7dv8ays675v9kp6a04sd8pq,1,12.8,16.1,2025-04-27T13:00:54.263Z,2025-04-27T13:00:57Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,,5684608273,141,34.8,5684608277,212,16.8,5684608281,213,2.28,5684608265,56,Back,5684608269,140,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807061675,10,1,1,0,37,1c7dv8ays675v9kp6a04sd8pq,0,2.6,34.8,2025-04-27T13:00:56.888Z,2025-04-27T13:00:58Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5684608437,56,Back,5684608435,155,,5684608439,140,27.4,5684608445,213,0.77,5684608447,1,,5684608441,141,72.3,5684608443,212,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807061817,12,1,1,0,43,3cbke8cbou2ms925872vk6dwx,0,62.4,14.7,2025-04-27T13:01:02.344Z,2025-04-27T13:09:56Z,bl43lr9kdb35de8gxvuk4xgk4,G. Europaeus,,,5684609151,213,6.28,5684609145,141,14.6,5684609147,212,12.6,5684609143,140,74.4,5684609141,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807061839,13,43,1,0,45,3cbke8cbou2ms925872vk6dwx,1,0.0,0.0,2025-04-27T13:01:04.150Z,2025-04-27T13:09:54Z,4a8qjfagq2xr6wqsv875jth0q,V. Hänninen,,,5684609257,141,17.4,5684609259,212,12.6,5684609253,56,Right,5684686521,144,1,5684609261,213,2.99,5684609255,140,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807076741,108,1,1,0,45,1c7dv8ays675v9kp6a04sd8pq,0,18.4,93.0,2025-04-27T13:01:04.930Z,2025-04-27T13:10:28Z,beq1o3wl29kdr4qtahdij1m21,N. Hämäläinen,,,5684691379,141,95.5,5684691375,56,Back,5684691377,140,32.9,5684691383,213,0.11,5684691381,212,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807061863,14,61,1,0,46,3cbke8cbou2ms925872vk6dwx,1,62.5,17.4,2025-04-27T13:01:05.382Z,2025-04-27T13:10:41Z,bl43lr9kdb35de8gxvuk4xgk4,G. Europaeus,,,5684609361,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807061877,15,1,1,0,47,3cbke8cbou2ms925872vk6dwx,1,74.2,8.0,2025-04-27T13:01:06.502Z,2025-04-27T13:20:53Z,4a8qjfagq2xr6wqsv875jth0q,V. Hänninen,,,5684609427,56,Right,5684609429,140,72.4,5684609435,213,2.30,5684609431,141,11.1,5684609433,212,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807061929,16,1,1,0,48,3cbke8cbou2ms925872vk6dwx,1,76.2,8.3,2025-04-27T13:01:07.381Z,2025-04-27T13:01:09Z,bl43lr9kdb35de8gxvuk4xgk4,G. Europaeus,,,5684609679,212,10.5,5684609677,141,23.4,5684609681,213,1.38,5684609673,56,Center,5684609675,140,78.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807061969,17,1,1,0,50,3cbke8cbou2ms925872vk6dwx,1,72.1,14.4,2025-04-27T13:01:09.526Z,2025-04-27T13:01:11Z,4a8qjfagq2xr6wqsv875jth0q,V. Hänninen,,,5684609865,212,15.5,5684609859,56,Center,5684609861,140,63.4,5684609863,141,32.8,5684609867,213,2.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807062003,18,1,1,0,52,3cbke8cbou2ms925872vk6dwx,0,63.5,32.1,2025-04-27T13:01:11.030Z,2025-04-27T13:15:08Z,bbdoe533sbua0ikwxa8ldo91x,A. Kabashi,,,5684610061,213,0.79,5684610053,56,Center,5684610059,212,21.1,5684610055,140,77.6,5684610057,141,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807062007,19,43,1,0,53,3cbke8cbou2ms925872vk6dwx,1,0.0,0.0,2025-04-27T13:01:12.967Z,2025-04-27T13:01:17Z,d8t6nh7paunxlvadzlfx69xx,T. Väyrynen,,,5684610427,144,61,5684610077,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807062051,12,1,1,0,54,1c7dv8ays675v9kp6a04sd8pq,1,24.3,50.6,2025-04-27T13:01:13.622Z,2025-04-27T13:01:16Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,,5684610355,212,22.3,5684610349,56,Back,5684610357,213,2.96,5684610353,141,56.6,5684610351,140,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807062067,13,1,1,0,57,1c7dv8ays675v9kp6a04sd8pq,0,4.4,53.0,2025-04-27T13:01:16.103Z,2025-04-27T13:01:17Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5684610467,1,,5684610465,213,5.78,5684610461,141,25.9,5684610463,212,38.1,5684610457,56,Back,5684610459,140,36.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807062349,21,2,1,1,2,3cbke8cbou2ms925872vk6dwx,1,69.2,76.0,2025-04-27T13:01:21.094Z,2025-04-27T13:01:30Z,dlpw0ifxzwotsw2ttopgispka,E. Arko-Mensah,,,5684611843,56,Center,5684611841,7,b7x9fczqecsf267ewzcvccmhh,5684611847,141,64.0,5684611845,140,81.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807062449,15,1,1,1,13,1c7dv8ays675v9kp6a04sd8pq,1,21.1,44.2,2025-04-27T13:01:32.952Z,2025-04-27T13:01:35Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,,5684612425,141,30.3,5684612421,140,36.7,5684612427,212,18.9,5684612429,213,5.76,5684612413,241,,5684612409,5,,5684612417,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807062505,16,1,1,1,16,1c7dv8ays675v9kp6a04sd8pq,1,38.4,27.9,2025-04-27T13:01:35.784Z,2025-04-27T13:01:37Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,,5684612675,56,Back,5684612679,140,39.5,5684612681,141,6.4,5684612683,212,14.7,5684612685,213,4.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807062549,17,1,1,1,18,1c7dv8ays675v9kp6a04sd8pq,0,39.5,6.4,2025-04-27T13:01:37.752Z,2025-04-27T13:01:39Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,,5684612919,212,34.3,5684612917,141,19.2,5684612911,155,,5684612913,56,Right,5684612921,213,0.26,5684612923,1,,5684612915,140,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807062653,22,12,1,1,20,3cbke8cbou2ms925872vk6dwx,1,17.2,83.3,2025-04-27T13:01:39.721Z,2025-04-27T13:01:43Z,6q0g98fnbdx5sg52lazo2sqac,P. Gnanou,,,5684613493,141,69.7,5684613491,140,29.7,5684613497,213,5.67,5684613495,212,16.1,5684613489,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807062829,23,12,1,1,24,3cbke8cbou2ms925872vk6dwx,1,19.4,80.3,2025-04-27T13:01:43.831Z,2025-04-27T13:01:49Z,6q0g98fnbdx5sg52lazo2sqac,P. Gnanou,,,5684614351,140,32.1,5684614353,141,37.3,5684614355,212,32.1,5684614357,213,5.14,5684614349,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807062757,18,44,1,1,27,1c7dv8ays675v9kp6a04sd8pq,1,66.0,64.6,2025-04-27T13:01:46.583Z,2025-04-27T14:00:57Z,beq1o3wl29kdr4qtahdij1m21,N. Hämäläinen,,,5684614415,233,24,5684613987,286,,5684613983,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807062839,24,44,1,1,27,3cbke8cbou2ms925872vk6dwx,0,34.0,35.4,2025-04-27T13:01:46.584Z,2025-04-27T14:00:57Z,4a8qjfagq2xr6wqsv875jth0q,V. Hänninen,,,5684614425,233,18,5684614387,56,Back,5684614389,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807062777,19,1,1,1,28,1c7dv8ays675v9kp6a04sd8pq,0,60.8,68.4,2025-04-27T13:01:47.064Z,2025-04-27T13:01:47Z,beq1o3wl29kdr4qtahdij1m21,N. Hämäläinen,,,5684614097,141,66.1,5684614095,140,64.7,5684614099,212,4.4,5684614093,56,Center,5684614101,213,5.92,5684614089,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807087115,156,1,1,1,29,3cbke8cbou2ms925872vk6dwx,1,28.6,23.5,2025-04-27T13:01:48.759Z,2025-04-27T13:16:40Z,19yfn0sushy5fc003vhn0skwl,E. Bashkirov,,,5684744809,140,28.8,5684744813,141,12.3,5684744807,56,Back,5684744817,213,4.74,5684744815,212,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807062883,26,1,1,1,31,3cbke8cbou2ms925872vk6dwx,1,26.3,14.9,2025-04-27T13:01:50.790Z,2025-04-27T13:01:52Z,bl43lr9kdb35de8gxvuk4xgk4,G. Europaeus,,,5684614593,213,2.52,5684614591,212,10.6,5684614587,140,18.1,5684614589,141,24.0,5684614585,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807062973,27,1,1,1,32,3cbke8cbou2ms925872vk6dwx,1,18.1,24.0,2025-04-27T13:01:51.911Z,2025-04-27T13:01:55Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5684615097,140,5.3,5684615095,56,Back,5684615099,141,43.7,5684615101,212,19.0,5684615103,213,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807063051,28,1,1,1,36,3cbke8cbou2ms925872vk6dwx,0,5.3,42.8,2025-04-27T13:01:55.335Z,2025-04-27T13:01:58Z,dxlvcn8a2lhtne6py7w4tbpw5,Á. Craninx,,,5684615589,213,6.04,5684615587,212,35.8,5684615583,140,38.4,5684615581,56,Back,5684615579,157,,5684615591,1,,5684615585,141,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807063097,20,1,1,1,39,1c7dv8ays675v9kp6a04sd8pq,0,65.4,65.1,2025-04-27T13:01:58.840Z,2025-04-27T13:21:27Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,,5684615843,141,57.8,5684615841,140,70.7,5684615845,212,7.5,5684615847,213,5.55,5684615837,3,,5684615839,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807063187,30,44,1,1,41,3cbke8cbou2ms925872vk6dwx,1,28.5,40.2,2025-04-27T13:02:00.519Z,2025-04-27T14:00:58Z,19yfn0sushy5fc003vhn0skwl,E. Bashkirov,,,5684616299,285,,5684616295,56,Back,5684616425,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807063113,21,44,1,1,41,1c7dv8ays675v9kp6a04sd8pq,0,71.5,59.8,2025-04-27T13:02:00.520Z,2025-04-27T14:00:58Z,7z2gs2b8ccchwf0h92hwx8d90,O. Ruoppi,,,5684615911,56,Center,5684615913,286,,5684616437,233,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807063171,29,1,1,1,42,3cbke8cbou2ms925872vk6dwx,0,29.2,32.5,2025-04-27T13:02:01.071Z,2025-04-27T13:21:44Z,19yfn0sushy5fc003vhn0skwl,E. Bashkirov,,,5684616215,141,24.2,5684616219,212,8.2,5684616205,3,,5684616209,56,Back,5684616213,140,34.8,5684616223,213,5.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807063231,22,1,1,1,43,1c7dv8ays675v9kp6a04sd8pq,1,60.9,73.2,2025-04-27T13:02:02.728Z,2025-04-27T13:02:05Z,beq1o3wl29kdr4qtahdij1m21,N. Hämäläinen,,,5684616535,212,13.0,5684616527,3,,5684616529,56,Left,5684616537,213,1.18,5684616533,141,90.9,5684616531,140,65.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807063201,31,43,1,1,44,3cbke8cbou2ms925872vk6dwx,1,0.0,0.0,2025-04-27T13:02:03.303Z,2025-04-27T13:02:14Z,19yfn0sushy5fc003vhn0skwl,E. Bashkirov,,,5684616373,141,21.0,5684616371,140,35.1,5684616377,213,5.37,5684616369,56,Back,5684616367,3,0,5684617819,144,1,5684616375,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807063241,23,3,1,1,46,1c7dv8ays675v9kp6a04sd8pq,0,70.6,93.0,2025-04-27T13:02:05.367Z,2025-04-27T13:02:11Z,59d5otjevb4zussjofufdg4ph,P. Pennanen,,,5684616579,56,Left,5684616819,233,32,5684616581,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807063263,32,7,1,1,46,3cbke8cbou2ms925872vk6dwx,1,29.4,7.0,2025-04-27T13:02:05.368Z,2025-04-27T13:02:10Z,bl43lr9kdb35de8gxvuk4xgk4,G. Europaeus,,,5684616777,233,23,5684616717,167,,5684616719,56,Back,5684616721,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807063285,24,5,1,1,47,1c7dv8ays675v9kp6a04sd8pq,1,71.6,101.6,2025-04-27T13:02:06.807Z,2025-04-27T15:06:46Z,59d5otjevb4zussjofufdg4ph,P. Pennanen,,,5684616857,56,Left,5684616859,347,,5684617333,233,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807063373,33,5,1,1,47,3cbke8cbou2ms925872vk6dwx,0,28.4,-1.6,2025-04-27T13:02:06.807Z,2025-04-27T15:06:46Z,bl43lr9kdb35de8gxvuk4xgk4,G. Europaeus,,,5684617283,347,,5684617281,56,Back,5684617391,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807063673,25,1,1,2,0,1c7dv8ays675v9kp6a04sd8pq,1,58.3,100.0,2025-04-27T13:02:19.911Z,2025-04-27T13:02:22Z,beq1o3wl29kdr4qtahdij1m21,N. Hämäläinen,,,5684618775,213,3.41,5684618765,107,,5684618773,212,31.5,5684618771,141,89.1,5684618777,1,,5684618767,56,Back,5684618769,140,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807063723,26,1,1,2,3,1c7dv8ays675v9kp6a04sd8pq,1,29.4,86.9,2025-04-27T13:02:22.184Z,2025-04-27T13:02:24Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,,5684619051,140,29.9,5684619053,141,42.8,5684619057,213,4.73,5684619055,212,30.0,5684619049,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807063857,27,1,1,2,4,1c7dv8ays675v9kp6a04sd8pq,1,30.9,45.4,2025-04-27T13:02:23.879Z,2025-04-27T13:02:29Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5684619713,213,1.02,5684619705,141,73.6,5684619709,212,22.5,5684619701,56,Back,5684619703,140,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807063933,28,1,1,2,10,1c7dv8ays675v9kp6a04sd8pq,1,58.7,70.2,2025-04-27T13:02:29.272Z,2025-04-27T13:02:32Z,59d5otjevb4zussjofufdg4ph,P. Pennanen,,,5684620187,1,,5684620173,155,,5684620179,140,91.3,5684620183,212,45.3,5684620181,141,26.5,5684620185,213,5.57,5684620175,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807063953,29,1,1,2,13,1c7dv8ays675v9kp6a04sd8pq,1,91.3,26.5,2025-04-27T13:02:32.521Z,2025-04-27T13:26:06Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,1.0,,5684620257,56,Center,5684620259,140,91.5,5684620263,212,3.5,5684620261,141,31.6,5684819707,154,,5684819703,210,13,5684620255,3,,5684620265,213,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
