id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/12/value
2808770365,535,1,2,65,53,duspptyvnr5kpx2iko5gerhnz,1,72.0,0.0,2025-05-02T16:24:51.990Z,2025-05-02T16:24:55Z,bqc4ov50nt2cguo0rrxw2a02x,T. Reid,,,5694240863,141,12.5,5694240859,56,Right,5694240865,212,15.4,5694240857,107,,5694240867,213,2.45,5694240861,140,60.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808770371,536,1,2,65,55,duspptyvnr5kpx2iko5gerhnz,1,60.7,12.5,2025-05-02T16:24:54.165Z,2025-05-02T16:24:56Z,80mvshlrrlu5vt41gkruwn8fe,Y. El Ouatki,,,5694240921,140,32.0,5694240927,213,3.13,5694240925,212,30.1,5694240919,56,Back,5694240923,141,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808770399,537,1,2,65,57,duspptyvnr5kpx2iko5gerhnz,1,29.0,12.6,2025-05-02T16:24:56.213Z,2025-05-02T16:24:59Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5694241085,213,1.92,5694241083,212,27.0,5694241079,140,20.3,5694241077,56,Back,5694241081,141,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808770423,538,1,2,66,0,duspptyvnr5kpx2iko5gerhnz,1,20.0,49.1,2025-05-02T16:24:59.526Z,2025-05-02T16:25:03Z,45kijyqwuvgoc6hx51yueyeol,T. Marttinen,,,5694241237,213,5.92,5694241235,212,58.4,5694241229,56,Right,5694241231,140,72.1,5694241227,157,,5694241239,1,,5694241233,141,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808770425,539,44,2,66,4,duspptyvnr5kpx2iko5gerhnz,1,72.8,27.4,2025-05-02T16:25:02.650Z,2025-05-02T16:25:22Z,6zw6j1zpm7vs8zkx5z6enqpgq,M. Borchers,,,5694241247,286,,5694241245,56,Center,5694241769,233,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808770417,658,44,2,66,4,2rdnn9p03qrmmv34tyx1nahpa,0,27.4,75.4,2025-05-02T16:25:02.651Z,2025-05-02T16:25:22Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5694241207,285,,5694241205,56,Back,5694241773,233,539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808770429,540,61,2,66,5,duspptyvnr5kpx2iko5gerhnz,1,72.1,18.9,2025-05-02T16:25:04.289Z,2025-05-02T16:25:04Z,6zw6j1zpm7vs8zkx5z6enqpgq,M. Borchers,,,5694241261,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808770445,659,1,2,66,7,2rdnn9p03qrmmv34tyx1nahpa,0,27.0,63.6,2025-05-02T16:25:06.090Z,2025-05-02T16:25:07Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5694241327,141,81.7,5694241333,213,0.28,5694241325,140,68.4,5694241321,157,,5694241337,1,,5694241323,56,Left,5694241329,212,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808770465,541,1,2,66,10,duspptyvnr5kpx2iko5gerhnz,1,37.3,8.9,2025-05-02T16:25:08.693Z,2025-05-02T16:25:11Z,bqc4ov50nt2cguo0rrxw2a02x,T. Reid,,,5694241497,141,27.3,5694241499,212,12.7,5694241493,56,Back,5694241495,140,39.5,5694241501,213,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808770479,542,1,2,66,12,duspptyvnr5kpx2iko5gerhnz,1,38.0,27.0,2025-05-02T16:25:11.302Z,2025-05-02T16:25:12Z,80mvshlrrlu5vt41gkruwn8fe,Y. El Ouatki,,,5694241551,56,Back,5694241555,141,12.9,5694241559,213,4.14,5694241553,140,32.1,5694241557,212,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808770487,543,1,2,66,14,duspptyvnr5kpx2iko5gerhnz,1,31.8,12.6,2025-05-02T16:25:12.598Z,2025-05-02T16:25:14Z,bqc4ov50nt2cguo0rrxw2a02x,T. Reid,,,5694241593,141,31.5,5694241595,212,16.9,5694241597,213,2.28,5694241591,140,21.4,5694241589,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808770497,544,1,2,66,15,duspptyvnr5kpx2iko5gerhnz,1,20.1,29.4,2025-05-02T16:25:14.213Z,2025-05-02T16:25:18Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5694241683,212,22.9,5694241685,213,2.30,5694241681,141,54.5,5694241677,56,Back,5694241679,140,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808770501,545,1,2,66,19,duspptyvnr5kpx2iko5gerhnz,1,7.8,55.4,2025-05-02T16:25:18.421Z,2025-05-02T16:25:21Z,45kijyqwuvgoc6hx51yueyeol,T. Marttinen,,,5694241749,212,21.3,5694241743,56,Back,5694241745,140,12.9,5694241747,141,85.7,5694241751,213,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808770515,546,1,2,66,22,duspptyvnr5kpx2iko5gerhnz,1,12.5,85.7,2025-05-02T16:25:21.141Z,2025-05-02T16:25:24Z,7zztpnbw4cfyw6q231nqy8nv9,M. Niemi,,,5694241829,56,Back,5694241835,212,18.7,5694241837,213,0.38,5694241831,140,29.0,5694241833,141,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808770523,547,1,2,66,25,duspptyvnr5kpx2iko5gerhnz,1,27.5,95.7,2025-05-02T16:25:23.989Z,2025-05-02T16:25:25Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5694241861,140,9.7,5694241865,212,18.7,5694241867,213,3.21,5694241863,141,93.8,5694241859,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808770535,548,1,2,66,27,duspptyvnr5kpx2iko5gerhnz,1,9.7,93.8,2025-05-02T16:25:25.862Z,2025-05-02T16:25:30Z,7zztpnbw4cfyw6q231nqy8nv9,M. Niemi,,,5694241927,56,Back,5694241925,157,,5694241933,212,34.0,5694241937,1,,5694241935,213,6.05,5694241929,140,41.2,5694241931,141,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808770551,549,1,2,66,32,duspptyvnr5kpx2iko5gerhnz,0,41.0,84.5,2025-05-02T16:25:30.662Z,2025-05-02T16:25:32Z,6zw6j1zpm7vs8zkx5z6enqpgq,M. Borchers,,,5694242001,56,Center,5694242011,213,5.79,5694242005,140,60.1,5694242009,212,22.7,5694242007,141,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808770561,661,43,2,66,34,2rdnn9p03qrmmv34tyx1nahpa,1,0.0,0.0,2025-05-02T16:25:33.267Z,2025-05-02T16:26:14Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5694242063,213,3.14,5694242059,141,23.7,5694243225,144,1,5694242057,140,40.6,5694242055,56,Back,5694242061,212,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808770567,662,43,2,66,34,2rdnn9p03qrmmv34tyx1nahpa,1,0.0,0.0,2025-05-02T16:25:33.271Z,2025-05-02T16:25:42Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5694242315,144,7,5694242091,56,Back,5694242097,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808770587,663,1,2,66,35,2rdnn9p03qrmmv34tyx1nahpa,1,40.6,23.7,2025-05-02T16:25:34.539Z,2025-05-02T16:25:38Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5694242229,213,0.96,5694242223,140,53.8,5694242225,141,52.7,5694242227,212,24.1,5694242221,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808770593,664,1,2,66,39,2rdnn9p03qrmmv34tyx1nahpa,0,53.8,52.4,2025-05-02T16:25:37.907Z,2025-05-02T16:25:49Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5694242255,141,47.5,5694242513,286,,5694242257,212,6.4,5694242509,233,550,5694242251,56,Center,5694242253,140,59.0,5694242259,213,5.74,5694242507,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808770621,550,74,2,66,39,duspptyvnr5kpx2iko5gerhnz,1,34.3,56.6,2025-05-02T16:25:37.908Z,2025-05-02T16:33:28Z,ec7y1s97xpoab87z786zt0r56,M. Fall,,,5694242389,285,,5694242535,233,664,5694242387,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808770623,665,1,2,66,45,2rdnn9p03qrmmv34tyx1nahpa,1,74.9,66.1,2025-05-02T16:25:43.907Z,2025-05-02T16:25:45Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,,5694242401,212,19.4,5694242397,140,85.6,5694242395,56,Left,5694242403,213,0.95,5694242399,141,89.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808770653,666,1,2,66,46,2rdnn9p03qrmmv34tyx1nahpa,1,85.6,89.3,2025-05-02T16:25:45.427Z,2025-05-02T16:25:51Z,87xd8a3n7mtk57za6pcc5l5n9,L. Ala-Myllymäki,,,5694242577,212,16.9,5694242579,213,3.39,5694242575,141,83.2,5694242573,140,70.0,5694242571,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808770663,667,1,2,66,53,2rdnn9p03qrmmv34tyx1nahpa,1,63.6,80.5,2025-05-02T16:25:51.674Z,2025-05-02T16:25:53Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5694242651,212,20.8,5694242647,140,53.5,5694242645,56,Center,5694242649,141,54.2,5694242653,213,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808770689,668,1,2,66,55,2rdnn9p03qrmmv34tyx1nahpa,1,53.5,54.2,2025-05-02T16:25:53.730Z,2025-05-02T16:25:57Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5694242795,212,17.9,5694242797,213,4.79,5694242791,140,54.9,5694242789,56,Center,5694242793,141,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808770693,669,1,2,66,59,2rdnn9p03qrmmv34tyx1nahpa,1,54.9,27.9,2025-05-02T16:25:57.747Z,2025-05-02T16:25:58Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5694242811,213,2.16,5694242805,140,43.6,5694242809,212,21.5,5694242803,56,Back,5694242807,141,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808770709,670,1,2,66,59,2rdnn9p03qrmmv34tyx1nahpa,1,43.6,54.2,2025-05-02T16:25:58.523Z,2025-05-02T16:26:00Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5694242893,213,0.97,5694242887,140,54.7,5694242885,56,Left,5694242891,212,20.7,5694242889,141,79.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808770719,671,1,2,67,2,2rdnn9p03qrmmv34tyx1nahpa,1,54.6,78.4,2025-05-02T16:26:00.659Z,2025-05-02T16:26:02Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5694242927,141,60.9,5694242925,140,58.7,5694242931,213,5.06,5694242923,56,Center,5694242929,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808770737,672,1,2,67,3,2rdnn9p03qrmmv34tyx1nahpa,1,58.7,60.9,2025-05-02T16:26:01.915Z,2025-05-02T16:26:04Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5694243027,212,13.8,5694243025,141,80.0,5694243021,56,Left,5694243023,140,54.2,5694243029,213,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808770761,673,1,2,67,6,2rdnn9p03qrmmv34tyx1nahpa,0,56.2,79.3,2025-05-02T16:26:04.619Z,2025-05-02T16:26:09Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5694243141,140,89.2,5694243145,212,36.9,5694243147,213,5.93,5694243139,56,Center,5694243149,1,,5694243143,141,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808770853,553,1,2,67,29,duspptyvnr5kpx2iko5gerhnz,1,13.6,33.3,2025-05-02T16:26:28.278Z,2025-05-02T16:26:29Z,45kijyqwuvgoc6hx51yueyeol,T. Marttinen,,,5694243623,56,Back,5694243629,212,15.9,5694243631,213,0.90,5694243627,141,51.6,5694243625,140,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808770865,554,1,2,67,30,duspptyvnr5kpx2iko5gerhnz,1,23.0,51.6,2025-05-02T16:26:29.461Z,2025-05-02T16:26:30Z,80mvshlrrlu5vt41gkruwn8fe,Y. El Ouatki,,,5694243691,212,15.7,5694243683,56,Back,5694243689,141,65.5,5694243687,140,11.1,5694243693,213,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808770877,555,1,2,67,32,duspptyvnr5kpx2iko5gerhnz,0,12.4,67.8,2025-05-02T16:26:30.838Z,2025-05-02T16:26:34Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5694243743,140,55.9,5694243749,213,0.01,5694243741,56,Center,5694243745,141,68.7,5694243747,212,45.7,5694243739,157,,5694243751,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808770885,674,44,2,67,35,2rdnn9p03qrmmv34tyx1nahpa,1,42.8,32.0,2025-05-02T16:26:33.798Z,2025-05-02T16:26:35Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5694243775,56,Back,5694243777,285,,5694243809,233,556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808770883,556,44,2,67,35,duspptyvnr5kpx2iko5gerhnz,0,58.4,67.2,2025-05-02T16:26:33.799Z,2025-05-02T16:26:35Z,6zw6j1zpm7vs8zkx5z6enqpgq,M. Borchers,,,5694243771,56,Center,5694243773,286,,5694243827,233,674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808770899,675,1,2,67,35,2rdnn9p03qrmmv34tyx1nahpa,0,39.1,34.3,2025-05-02T16:26:34.330Z,2025-05-02T16:26:36Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5694243853,141,25.2,5694243855,212,17.4,5694243857,213,5.92,5694243851,140,54.6,5694243847,3,,5694243849,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808770915,557,1,2,67,37,duspptyvnr5kpx2iko5gerhnz,1,37.5,69.6,2025-05-02T16:26:36.102Z,2025-05-02T16:26:38Z,ec7y1s97xpoab87z786zt0r56,M. Fall,,,5694243967,140,26.1,5694243977,213,2.50,5694243961,155,,5694243973,212,14.9,5694243963,56,Back,5694243969,141,82.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808770929,558,1,2,67,39,duspptyvnr5kpx2iko5gerhnz,1,26.1,83.8,2025-05-02T16:26:38.069Z,2025-05-02T16:26:41Z,7zztpnbw4cfyw6q231nqy8nv9,M. Niemi,,,5694244051,56,Back,5694244055,141,43.9,5694244059,213,4.69,5694244053,140,25.6,5694244057,212,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808770949,559,1,2,67,43,duspptyvnr5kpx2iko5gerhnz,1,27.8,35.7,2025-05-02T16:26:41.605Z,2025-05-02T16:26:45Z,bqc4ov50nt2cguo0rrxw2a02x,T. Reid,,,5694244131,140,40.9,5694244137,213,6.26,5694244135,212,13.8,5694244129,56,Back,5694244133,141,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808770993,560,1,2,67,46,duspptyvnr5kpx2iko5gerhnz,1,40.7,35.2,2025-05-02T16:26:44.886Z,2025-05-02T16:27:55Z,9ka422rjynvrx4kofh5q8ivop,A. Räisänen,1.0,,5694246159,4,,5694244381,212,26.7,5694245125,154,,5694244379,141,49.4,5694244383,213,0.37,5694245123,210,15,5694244377,140,64.4,5694244375,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808770995,561,15,2,67,51,duspptyvnr5kpx2iko5gerhnz,1,84.5,53.4,2025-05-02T16:26:50.277Z,2025-05-02T16:28:10Z,6zw6j1zpm7vs8zkx5z6enqpgq,M. Borchers,,,5694244387,22,,5694245165,102,51.3,5694245161,55,560,5694245181,233,676,5694244391,56,Center,5694245173,147,53.1,5694244851,17,,5694246479,89,,5694245157,29,5694244849,72,,5694245159,154,,5694246477,214,5694245167,103,,5694245171,146,5694245169,215,,,5694245155,78,,,,,86.7,15.2
2808771007,676,10,2,67,51,2rdnn9p03qrmmv34tyx1nahpa,1,11.6,47.5,2025-05-02T16:26:50.377Z,2025-05-02T16:27:19Z,a6c8kxkcb77ldh3dpondvd2sq,F. Krkalić,,,5694244451,56,Back,5694245199,233,561,5694245019,179,,5694244449,182,,5694245017,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808771033,677,1,2,67,57,2rdnn9p03qrmmv34tyx1nahpa,0,5.9,18.8,2025-05-02T16:26:56.029Z,2025-05-02T16:27:00Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5694244617,56,Back,5694244619,140,33.8,5694244615,155,,5694244627,213,0.10,5694244623,212,29.4,5694244621,141,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808771143,562,27,2,68,20,duspptyvnr5kpx2iko5gerhnz,1,0.0,0.0,2025-05-02T16:27:18.795Z,2025-05-02T16:27:22Z,,,,,5694245333,233,678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808771135,678,27,2,68,20,2rdnn9p03qrmmv34tyx1nahpa,1,0.0,0.0,2025-05-02T16:27:18.795Z,2025-05-02T16:27:23Z,,,,,5694245355,233,562,5694245261,41,Injury,5694245263,53,a6c8kxkcb77ldh3dpondvd2sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808771521,564,28,2,69,48,duspptyvnr5kpx2iko5gerhnz,1,0.0,0.0,2025-05-02T16:28:47.149Z,2025-05-02T16:28:49Z,,,,,5694247543,233,679,5694247539,55,562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808771493,679,28,2,69,48,2rdnn9p03qrmmv34tyx1nahpa,1,0.0,0.0,2025-05-02T16:28:47.149Z,2025-05-02T16:28:50Z,,,,,5694247571,233,564,5694247415,55,678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808771591,566,3,2,70,7,duspptyvnr5kpx2iko5gerhnz,0,81.4,88.4,2025-05-02T16:29:05.574Z,2025-05-02T16:29:13Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5694248153,233,681,5694247993,56,Left,5694247995,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808771611,681,7,2,70,7,2rdnn9p03qrmmv34tyx1nahpa,1,18.6,11.6,2025-05-02T16:29:05.575Z,2025-05-02T16:29:12Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5694248101,56,Back,5694248099,167,,5694248103,285,,5694248131,233,566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808771645,567,5,2,70,10,duspptyvnr5kpx2iko5gerhnz,1,94.0,101.8,2025-05-02T16:29:09.526Z,2025-05-02T16:33:26Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5694248293,233,682,5694248291,347,,5694248289,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808771637,682,5,2,70,10,2rdnn9p03qrmmv34tyx1nahpa,0,6.0,-1.8,2025-05-02T16:29:09.526Z,2025-05-02T16:29:16Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5694248255,56,Back,5694248257,347,,5694248321,233,567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808771789,568,1,2,70,34,duspptyvnr5kpx2iko5gerhnz,0,90.2,100.0,2025-05-02T16:29:32.949Z,2025-05-02T16:29:35Z,7zztpnbw4cfyw6q231nqy8nv9,M. Niemi,,,5694249019,56,Center,5694249029,1,,5694249023,141,62.7,5694249021,140,91.5,5694249017,107,,5694249025,212,26.8,5694249027,213,4.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808771799,683,12,2,70,37,2rdnn9p03qrmmv34tyx1nahpa,1,7.9,30.9,2025-05-02T16:29:36.036Z,2025-05-02T16:29:43Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5694249091,212,22.0,5694249089,141,5.6,5694249085,56,Back,5694249087,140,20.9,5694249099,15,,5694249093,213,5.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808771825,569,1,2,70,40,duspptyvnr5kpx2iko5gerhnz,1,85.3,95.4,2025-05-02T16:29:38.982Z,2025-05-02T16:29:43Z,7zztpnbw4cfyw6q231nqy8nv9,M. Niemi,,,5694249323,141,90.8,5694249319,56,Left,5694249325,212,6.9,5694249327,213,5.82,5694249321,140,91.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808771829,570,3,2,70,44,duspptyvnr5kpx2iko5gerhnz,0,94.4,91.4,2025-05-02T16:29:42.965Z,2025-05-02T16:33:33Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5694249417,233,684,5694249345,56,Left,5694249347,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808771835,684,7,2,70,44,2rdnn9p03qrmmv34tyx1nahpa,1,5.6,8.6,2025-05-02T16:29:42.966Z,2025-05-02T16:33:32Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5694249381,56,Back,5694249395,233,570,5694249383,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808771847,686,1,2,70,46,2rdnn9p03qrmmv34tyx1nahpa,1,7.3,11.7,2025-05-02T16:29:44.692Z,2025-05-02T16:29:46Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5694249441,213,5.92,5694249433,56,Back,5694249439,212,12.1,5694249435,140,18.1,5694249437,141,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808771865,687,1,2,70,47,2rdnn9p03qrmmv34tyx1nahpa,0,18.1,5.3,2025-05-02T16:29:46.302Z,2025-05-02T16:29:49Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5694249535,212,14.3,5694249529,56,Back,5694249537,213,0.30,5694249531,140,31.1,5694249533,141,11.4,5694249527,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808771859,571,8,2,70,49,duspptyvnr5kpx2iko5gerhnz,1,55.4,90.9,2025-05-02T16:29:48.534Z,2025-05-02T16:29:48Z,bqc4ov50nt2cguo0rrxw2a02x,T. Reid,,,5694249511,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808771911,572,1,2,70,52,duspptyvnr5kpx2iko5gerhnz,1,66.5,86.6,2025-05-02T16:29:51.110Z,2025-05-02T16:32:46Z,9ka422rjynvrx4kofh5q8ivop,A. Räisänen,,,5694249787,56,Left,5694249789,140,63.3,5694249791,141,95.7,5694249795,213,2.07,5694249793,212,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808771931,574,1,2,70,56,duspptyvnr5kpx2iko5gerhnz,1,63.3,95.7,2025-05-02T16:29:55.446Z,2025-05-02T16:31:08Z,7zztpnbw4cfyw6q231nqy8nv9,M. Niemi,,,5694249859,212,32.8,5694249863,213,4.31,5694249849,140,51.0,5694249855,141,51.3,5694249865,1,,5694249845,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808771961,575,1,2,70,59,duspptyvnr5kpx2iko5gerhnz,0,51.1,37.0,2025-05-02T16:29:57.862Z,2025-05-02T16:30:03Z,di62c8bxsf1t8jrhzu47qb7u2,J. Lakkamäki,,,5694250015,141,38.2,5694250017,212,46.5,5694250021,1,,5694250011,56,Center,5694250013,140,95.4,5694250019,213,0.02,5694250009,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808771969,688,4,2,71,5,2rdnn9p03qrmmv34tyx1nahpa,1,4.1,65.0,2025-05-02T16:30:03.916Z,2025-05-02T16:33:29Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5694250059,56,Back,5694250057,13,,5694250065,285,,5694250063,265,,5694250105,233,576,5694250061,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808771977,576,4,2,71,5,duspptyvnr5kpx2iko5gerhnz,0,95.9,35.0,2025-05-02T16:30:03.917Z,2025-05-02T16:33:30Z,ec7y1s97xpoab87z786zt0r56,M. Fall,,,5694250083,152,,5694250079,13,,5694250081,56,Center,5694250113,233,688,5694250087,286,,5694250085,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808772293,689,1,2,71,42,2rdnn9p03qrmmv34tyx1nahpa,1,8.0,65.1,2025-05-02T16:30:41.444Z,2025-05-02T16:30:45Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5694251661,213,4.70,5694251651,152,,5694251657,141,49.0,5694251655,140,7.9,5694251649,5,,5694251659,212,10.9,5694251653,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808772323,690,1,2,71,46,2rdnn9p03qrmmv34tyx1nahpa,0,7.9,49.0,2025-05-02T16:30:45.061Z,2025-05-02T16:30:47Z,a6c8kxkcb77ldh3dpondvd2sq,F. Krkalić,,,5694251767,141,73.2,5694251765,140,64.0,5694251771,213,0.27,5694251761,155,,5694251773,1,,5694251769,212,61.2,5694251763,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808772377,577,1,2,71,52,duspptyvnr5kpx2iko5gerhnz,0,30.5,8.0,2025-05-02T16:30:50.600Z,2025-05-02T16:30:51Z,bqc4ov50nt2cguo0rrxw2a02x,T. Reid,,,5694252029,140,72.0,5694252035,213,6.13,5694252037,1,,5694252031,141,0.0,5694252025,157,,5694252033,212,44.1,5694252027,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
