id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/12/value
2808747415,1,34,16,0,0,2rdnn9p03qrmmv34tyx1nahpa,1,0.0,0.0,2025-05-02T14:11:30.800Z,2025-05-02T15:05:59Z,,,,,5694105715,130,13,5694105717,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",5694105711,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",5694105721,197,22088,5694105719,194,2ds2jprriwxkden7xw0pvhe51,5694105713,59,"12, 17, 19, 3, 5, 16, 7, 14, 9, 8, 30, 10, 27, 15, 32, 22, 24, 42",5694105723,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5694105709,30,"a6c8kxkcb77ldh3dpondvd2sq, 7hr8mxix88otsvgitsv184g0k, enc30jhvcxxy3c53muws4gbje, cpxcd9wihjrac0ttpvfzv5kkq, 1vt9w739g9cui1qrjhld5jgt1, 2ds2jprriwxkden7xw0pvhe51, a30y638aa4uo6vudqgrcjvpat, 74od0bd25ox7cv2sfmebf72s5, 7wysiv77u3wt6pk31uzzl7dre, 8r3xgvgtysw3a026rrhebyxre, 5msckfem6wvr8h2egmxqgn5zo, 6yreepfqr0qh9o2mlglzkri6t, dprt62xpys5habrdk1kg6sbu1, 87xd8a3n7mtk57za6pcc5l5n9, m1q38qwjja97onl2qwscdr10, bt9canh10jbb5pms11dzi1j2t, auivgwfbffghtuzi2i5e9mxw4, cayn625x26mewt9gp2xrmh4ut",,,,,,,,,,,,,,,,,,,,,,,,,,,
2808747457,1,34,16,0,0,duspptyvnr5kpx2iko5gerhnz,1,0.0,0.0,2025-05-02T14:13:35.114Z,2025-05-02T15:33:36Z,,,,,5694106179,59,"1, 6, 7, 23, 19, 37, 34, 10, 30, 9, 20, 14, 11, 27, 17, 77, 2, 3, 4, 5",5694106181,130,12,5694106187,197,18882,5694106185,194,45kijyqwuvgoc6hx51yueyeol,5694106175,30,"45kijyqwuvgoc6hx51yueyeol, 72d57i3mfqxtbsmm196kdv0fd, eaa9sktij53071abummj4pkwk, 7zztpnbw4cfyw6q231nqy8nv9, 1zud0qdtf6c6wzkgqhz6b94a1, bqc4ov50nt2cguo0rrxw2a02x, 9ka422rjynvrx4kofh5q8ivop, ec7y1s97xpoab87z786zt0r56, 1zdrpi7b401hv9w9mtykzyor9, 6zw6j1zpm7vs8zkx5z6enqpgq, 80mvshlrrlu5vt41gkruwn8fe, 84wint64ygxx3pi5fz3mr12j8, ebhnuikcvtrbmw5e80r1fds2y, 9julhxqc94tmamhicz9gfysyc, bn62iwa6vrs5z6ow9q2kpq590, 6i2n7bcfphn89v0eccet2fop, 63x3zhf3u5z3d3ylx0xjvwd90, di62c8bxsf1t8jrhzu47qb7u2, 1xquqxm7zxe002v8dc2z46sb9, 1wg15zg0fffyoag6owdh35vkk",5694106177,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5694106183,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5694106189,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750181,2,32,1,0,0,2rdnn9p03qrmmv34tyx1nahpa,1,0.0,0.0,2025-05-02T15:00:14.241Z,2025-05-02T15:00:16Z,,,,,5694125229,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750179,2,32,1,0,0,duspptyvnr5kpx2iko5gerhnz,1,0.0,0.0,2025-05-02T15:00:14.241Z,2025-05-02T15:00:14Z,,,,,5694125227,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750187,3,1,1,0,0,duspptyvnr5kpx2iko5gerhnz,1,49.9,49.7,2025-05-02T15:00:14.242Z,2025-05-02T15:00:17Z,80mvshlrrlu5vt41gkruwn8fe,Y. El Ouatki,,,5694125253,140,36.1,5694125259,213,2.98,5694125261,279,S,5694125251,56,Back,5694125257,212,14.7,5694125255,141,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750197,4,1,1,0,3,duspptyvnr5kpx2iko5gerhnz,0,36.2,53.3,2025-05-02T15:00:17.411Z,2025-05-02T15:00:20Z,7zztpnbw4cfyw6q231nqy8nv9,M. Niemi,,,5694125327,213,5.98,5694125325,212,43.4,5694125317,56,Center,5694125315,157,,5694125321,141,34.2,5694125329,1,,5694125319,140,75.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750199,3,1,1,0,5,2rdnn9p03qrmmv34tyx1nahpa,0,27.1,72.9,2025-05-02T15:00:20.031Z,2025-05-02T15:00:21Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5694125355,212,15.7,5694125353,141,82.3,5694125357,213,0.42,5694125351,140,40.8,5694125347,3,,5694125349,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750203,5,1,1,0,7,duspptyvnr5kpx2iko5gerhnz,0,68.1,25.0,2025-05-02T15:00:22.082Z,2025-05-02T15:00:22Z,bqc4ov50nt2cguo0rrxw2a02x,T. Reid,,,5694125379,212,5.9,5694125373,56,Center,5694125375,140,73.7,5694125377,141,23.9,5694125369,3,,5694125381,213,6.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750213,5,1,1,0,9,2rdnn9p03qrmmv34tyx1nahpa,0,41.5,77.3,2025-05-02T15:00:23.510Z,2025-05-02T15:00:27Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5694125405,56,Back,5694125409,141,34.2,5694125407,140,43.9,5694125411,212,29.4,5694125413,213,4.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750229,7,1,1,0,15,duspptyvnr5kpx2iko5gerhnz,1,63.5,75.9,2025-05-02T15:00:29.298Z,2025-05-02T15:00:31Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5694125471,140,41.5,5694125477,213,3.15,5694125475,212,23.1,5694125469,56,Back,5694125473,141,75.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750241,8,1,1,0,17,duspptyvnr5kpx2iko5gerhnz,1,41.2,77.0,2025-05-02T15:00:31.475Z,2025-05-02T15:00:38Z,7zztpnbw4cfyw6q231nqy8nv9,M. Niemi,,,5694125555,212,24.0,5694125557,213,4.14,5694125551,140,28.8,5694125553,141,47.3,5694125549,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750243,9,1,1,0,24,duspptyvnr5kpx2iko5gerhnz,0,44.3,37.7,2025-05-02T15:00:38.658Z,2025-05-02T15:00:41Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5694125565,56,Right,5694125567,140,78.5,5694125575,1,,5694125571,212,41.7,5694125563,155,,5694125569,141,6.4,5694125573,213,5.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750255,6,12,1,0,28,2rdnn9p03qrmmv34tyx1nahpa,1,18.3,89.1,2025-05-02T15:00:42.927Z,2025-05-02T15:00:56Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,,5694125625,140,21.6,5694125627,141,100.0,5694125629,212,9.0,5694125623,56,Back,5694125649,167,,5694125643,15,,5694125631,213,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750259,7,5,1,0,29,2rdnn9p03qrmmv34tyx1nahpa,0,23.8,101.4,2025-05-02T15:00:43.842Z,2025-05-02T15:53:00Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,,5694125645,56,Back,5694125647,347,,5694125701,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750265,10,5,1,0,29,duspptyvnr5kpx2iko5gerhnz,1,76.2,-1.4,2025-05-02T15:00:43.842Z,2025-05-02T15:53:00Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5694125677,347,,5694125675,56,Right,5694125691,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750271,11,1,1,0,33,duspptyvnr5kpx2iko5gerhnz,1,72.7,0.0,2025-05-02T15:00:47.715Z,2025-05-02T15:00:50Z,72d57i3mfqxtbsmm196kdv0fd,T. Dekker,,,5694125729,212,16.5,5694125723,56,Right,5694125731,213,2.67,5694125727,141,9.5,5694125725,140,58.7,5694125721,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750275,12,1,1,0,36,duspptyvnr5kpx2iko5gerhnz,1,58.8,8.3,2025-05-02T15:00:50.258Z,2025-05-02T15:00:52Z,bqc4ov50nt2cguo0rrxw2a02x,T. Reid,,,5694125755,141,12.2,5694125759,213,2.73,5694125753,140,53.0,5694125757,212,6.6,5694125751,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750281,13,1,1,0,38,duspptyvnr5kpx2iko5gerhnz,1,51.8,12.2,2025-05-02T15:00:52.499Z,2025-05-02T15:00:57Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5694125803,212,32.5,5694125797,56,Back,5694125805,213,1.83,5694125807,1,,5694125801,141,58.4,5694125799,140,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750289,14,1,1,0,43,duspptyvnr5kpx2iko5gerhnz,1,59.2,72.1,2025-05-02T15:00:57.682Z,2025-05-02T15:01:00Z,7zztpnbw4cfyw6q231nqy8nv9,M. Niemi,,,5694125833,212,15.0,5694125827,56,Center,5694125835,213,6.23,5694125829,140,73.5,5694125831,141,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750293,15,1,1,0,46,duspptyvnr5kpx2iko5gerhnz,0,73.7,67.5,2025-05-02T15:01:00.306Z,2025-05-02T15:04:58Z,6zw6j1zpm7vs8zkx5z6enqpgq,M. Borchers,,,5694125861,213,1.52,5694130285,156,,5694125857,141,77.0,5694125855,140,74.0,5694125859,212,6.5,5694125853,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750303,9,50,1,0,53,2rdnn9p03qrmmv34tyx1nahpa,1,11.0,14.0,2025-05-02T15:01:07.408Z,2025-05-02T15:52:51Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5694125969,233,16,5694125899,56,Back,5694125901,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750307,16,7,1,0,53,duspptyvnr5kpx2iko5gerhnz,1,89.0,86.0,2025-05-02T15:01:07.409Z,2025-05-02T15:52:51Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5694125961,56,Left,5694125965,233,9,5694125963,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750319,18,1,1,0,55,duspptyvnr5kpx2iko5gerhnz,0,88.2,82.9,2025-05-02T15:01:09.611Z,2025-05-02T15:05:16Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5694126035,212,56.7,5694126029,56,Right,5694126037,213,4.96,5694126031,140,100.0,5694130633,345,,5694126039,1,,5694126033,141,2.0,5694126025,2,,5694126027,155,,,,,,,,,,,,,,,,,,,,,,,,,
2808750321,10,5,1,0,59,2rdnn9p03qrmmv34tyx1nahpa,1,-1.6,89.4,2025-05-02T15:01:14.185Z,2025-05-02T15:53:01Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5694126057,233,19,5694126041,56,Back,5694126043,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750327,19,5,1,0,59,duspptyvnr5kpx2iko5gerhnz,0,101.6,10.6,2025-05-02T15:01:14.185Z,2025-05-02T15:53:01Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5694126053,56,Right,5694126075,233,10,5694126055,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750353,11,1,1,1,16,2rdnn9p03qrmmv34tyx1nahpa,1,5.0,62.4,2025-05-02T15:01:31.217Z,2025-05-02T15:01:35Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5694126209,124,,5694126223,213,4.94,5694126213,56,Back,5694126219,141,51.5,5694126221,212,7.6,5694126227,237,,5694126217,140,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750365,12,1,1,1,21,2rdnn9p03qrmmv34tyx1nahpa,1,10.7,43.6,2025-05-02T15:01:35.327Z,2025-05-02T15:01:38Z,a6c8kxkcb77ldh3dpondvd2sq,F. Krkalić,,,5694126295,56,Back,5694126301,212,12.3,5694126297,140,20.9,5694126303,213,0.51,5694126299,141,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750375,13,1,1,1,23,2rdnn9p03qrmmv34tyx1nahpa,1,20.9,52.5,2025-05-02T15:01:38.055Z,2025-05-02T15:02:00Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5694126331,213,2.12,5694126707,156,,5694126323,56,Back,5694126329,212,14.7,5694126325,140,13.6,5694126327,141,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750385,14,1,1,1,25,2rdnn9p03qrmmv34tyx1nahpa,1,13.6,70.9,2025-05-02T15:01:40.143Z,2025-05-02T15:01:43Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5694126391,213,4.41,5694126383,56,Back,5694126389,212,16.4,5694126385,140,9.0,5694126387,141,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750405,15,1,1,1,29,2rdnn9p03qrmmv34tyx1nahpa,1,9.0,47.8,2025-05-02T15:01:44.199Z,2025-05-02T15:01:47Z,a6c8kxkcb77ldh3dpondvd2sq,F. Krkalić,,,5694126491,140,9.1,5694126489,56,Back,5694126495,212,23.3,5694126497,213,4.72,5694126493,141,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750407,16,1,1,1,32,2rdnn9p03qrmmv34tyx1nahpa,0,9.1,13.5,2025-05-02T15:01:47.091Z,2025-05-02T15:01:48Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5694126515,141,13.5,5694126517,212,5.9,5694126511,56,Back,5694126513,140,14.7,5694126519,213,0.00,5694126509,157,,5694126525,233,20,5694126521,1,,5694126529,286,5694126523,236,,,,,,,,,,,,,,,,,,,,,,,
2808750403,20,74,1,1,32,duspptyvnr5kpx2iko5gerhnz,1,90.8,93.9,2025-05-02T15:01:47.092Z,2025-05-02T15:01:48Z,6zw6j1zpm7vs8zkx5z6enqpgq,M. Borchers,,,5694126477,285,,5694126475,56,Left,5694126535,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750413,17,5,1,1,34,2rdnn9p03qrmmv34tyx1nahpa,1,9.4,-2.0,2025-05-02T15:01:48.547Z,2025-05-02T15:53:01Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5694126545,56,Back,5694126549,233,21,5694126547,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750409,21,5,1,1,34,duspptyvnr5kpx2iko5gerhnz,0,90.6,102.0,2025-05-02T15:01:48.547Z,2025-05-02T15:01:51Z,6zw6j1zpm7vs8zkx5z6enqpgq,M. Borchers,,,5694126537,56,Left,5694126539,347,,5694126575,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750449,18,1,1,1,51,2rdnn9p03qrmmv34tyx1nahpa,1,14.5,0.0,2025-05-02T15:02:05.792Z,2025-05-02T15:02:07Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5694126763,140,20.3,5694126769,213,1.04,5694126759,107,,5694126765,141,13.2,5694126767,212,12.0,5694126761,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750453,19,1,1,1,53,2rdnn9p03qrmmv34tyx1nahpa,1,20.3,13.2,2025-05-02T15:02:07.255Z,2025-05-02T15:02:08Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5694126789,141,11.6,5694126791,212,8.1,5694126785,56,Back,5694126787,140,12.7,5694126793,213,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750457,20,1,1,1,54,2rdnn9p03qrmmv34tyx1nahpa,0,12.7,11.6,2025-05-02T15:02:08.527Z,2025-05-02T15:02:11Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5694126819,140,45.5,5694126823,212,36.1,5694126821,141,27.4,5694126817,56,Back,5694126815,157,,5694126827,1,,5694126825,213,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750467,22,1,1,1,57,duspptyvnr5kpx2iko5gerhnz,1,60.2,78.2,2025-05-02T15:02:11.826Z,2025-05-02T15:02:13Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5694126861,3,,5694126871,141,52.5,5694126875,213,5.02,5694126867,140,65.4,5694126863,56,Center,5694126873,212,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750477,23,1,1,1,58,duspptyvnr5kpx2iko5gerhnz,1,65.2,50.4,2025-05-02T15:02:13.170Z,2025-05-02T15:02:23Z,72d57i3mfqxtbsmm196kdv0fd,T. Dekker,,,5694126905,213,0.14,5694126899,140,73.6,5694126901,141,52.2,5694126903,212,8.9,5694126897,56,Center,5694126895,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750493,25,1,1,2,2,duspptyvnr5kpx2iko5gerhnz,0,72.3,49.4,2025-05-02T15:02:16.930Z,2025-05-02T15:02:19Z,1zdrpi7b401hv9w9mtykzyor9,J. Vahtera,,,5694127029,233,21,5694126993,141,51.3,5694126991,140,73.2,5694127033,286,,5694127027,236,,5694126989,56,Center,5694126995,212,1.6,5694126997,213,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750499,21,74,1,2,2,2rdnn9p03qrmmv34tyx1nahpa,1,32.0,45.2,2025-05-02T15:02:16.931Z,2025-05-02T15:52:58Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5694127011,56,Back,5694127013,285,,5694127035,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750511,22,1,1,2,6,2rdnn9p03qrmmv34tyx1nahpa,1,33.6,74.8,2025-05-02T15:02:20.943Z,2025-05-02T15:02:22Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,,5694127083,56,Back,5694127089,212,6.7,5694127085,140,28.4,5694127087,141,69.0,5694127091,213,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750519,24,1,1,2,8,2rdnn9p03qrmmv34tyx1nahpa,1,28.4,69.0,2025-05-02T15:02:22.295Z,2025-05-02T15:02:24Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5694127123,213,1.74,5694127119,212,12.8,5694127113,56,Back,5694127117,141,87.5,5694127115,140,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750541,25,1,1,2,9,2rdnn9p03qrmmv34tyx1nahpa,1,26.4,87.5,2025-05-02T15:02:23.871Z,2025-05-02T15:02:28Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,,5694127235,212,17.9,5694127229,56,Back,5694127237,213,5.12,5694127231,140,33.2,5694127233,141,63.3,5694127227,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750543,26,4,1,2,14,2rdnn9p03qrmmv34tyx1nahpa,1,35.8,53.0,2025-05-02T15:02:28.775Z,2025-05-02T15:25:23Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5694127261,286,,5694127257,152,,5694127253,13,,5694127259,265,,5694127255,56,Back,5694127281,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750545,26,4,1,2,14,duspptyvnr5kpx2iko5gerhnz,0,64.2,47.0,2025-05-02T15:02:28.776Z,2025-05-02T15:25:23Z,80mvshlrrlu5vt41gkruwn8fe,Y. El Ouatki,,,5694127271,265,,5694127285,233,26,5694127267,56,Center,5694127273,285,,5694127265,13,,5694127269,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750589,27,1,1,2,29,2rdnn9p03qrmmv34tyx1nahpa,1,41.4,62.0,2025-05-02T15:02:43.311Z,2025-05-02T15:02:45Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5694127489,212,15.8,5694127483,56,Back,5694127491,213,1.37,5694127481,152,,5694127479,5,,5694127487,141,84.8,5694127485,140,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750595,28,1,1,2,31,2rdnn9p03qrmmv34tyx1nahpa,1,44.7,84.5,2025-05-02T15:02:45.783Z,2025-05-02T15:02:48Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5694127517,212,20.6,5694127515,141,64.2,5694127519,213,3.88,5694127513,140,30.2,5694127511,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750601,29,1,1,2,34,2rdnn9p03qrmmv34tyx1nahpa,1,31.6,64.0,2025-05-02T15:02:48.311Z,2025-05-02T15:02:50Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5694127539,141,46.0,5694127541,212,14.7,5694127543,213,5.30,5694127537,140,39.4,5694127535,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750603,30,1,1,2,36,2rdnn9p03qrmmv34tyx1nahpa,1,42.3,46.1,2025-05-02T15:02:50.671Z,2025-05-02T15:02:54Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5694127583,212,15.2,5694127585,213,4.61,5694127577,56,Back,5694127579,140,40.8,5694127581,141,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750607,31,1,1,2,39,2rdnn9p03qrmmv34tyx1nahpa,0,43.1,14.4,2025-05-02T15:02:54.014Z,2025-05-02T15:02:56Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5694127617,212,32.0,5694127615,141,16.2,5694127611,56,Right,5694127621,1,,5694127619,213,0.04,5694127613,140,73.6,5694127609,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750619,27,12,1,2,44,duspptyvnr5kpx2iko5gerhnz,1,27.4,88.1,2025-05-02T15:02:58.963Z,2025-05-02T15:03:00Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5694127693,213,1.67,5694127679,56,Back,5694127681,140,26.5,5694127707,167,,5694127685,141,100.0,5694127689,212,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750623,28,5,1,2,45,duspptyvnr5kpx2iko5gerhnz,0,24.4,102.0,2025-05-02T15:02:59.603Z,2025-05-02T15:03:04Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5694127703,347,,5694127739,233,32,5694127701,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750629,32,5,1,2,45,2rdnn9p03qrmmv34tyx1nahpa,1,75.6,-2.0,2025-05-02T15:02:59.603Z,2025-05-02T15:53:01Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5694127725,56,Right,5694127729,233,28,5694127727,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750651,33,1,1,2,51,2rdnn9p03qrmmv34tyx1nahpa,1,81.3,0.0,2025-05-02T15:03:05.687Z,2025-05-02T15:03:07Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5694127835,56,Right,5694127837,140,76.5,5694127843,213,2.22,5694127841,212,8.4,5694127833,107,,5694127839,141,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750655,34,1,1,2,53,2rdnn9p03qrmmv34tyx1nahpa,1,76.5,7.9,2025-05-02T15:03:07.647Z,2025-05-02T15:03:10Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5694127863,156,,5694127853,140,79.6,5694127859,213,5.30,5694127857,212,5.9,5694127855,141,0.7,5694127851,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750689,35,1,1,2,56,2rdnn9p03qrmmv34tyx1nahpa,1,79.7,1.6,2025-05-02T15:03:10.528Z,2025-05-02T15:03:12Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5694128009,140,55.6,5694128013,212,36.3,5694128007,56,Center,5694128005,155,,5694128011,141,39.8,5694128017,1,,5694128015,213,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750691,36,1,1,2,58,2rdnn9p03qrmmv34tyx1nahpa,1,55.6,39.8,2025-05-02T15:03:12.679Z,2025-05-02T15:03:14Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5694128025,141,55.4,5694128027,212,20.3,5694128021,56,Center,5694128023,140,72.1,5694128029,213,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750693,37,1,1,3,0,2rdnn9p03qrmmv34tyx1nahpa,1,72.1,55.4,2025-05-02T15:03:14.416Z,2025-05-02T15:09:21Z,7wysiv77u3wt6pk31uzzl7dre,T. Hytönen,,,5694128041,213,3.29,5694128037,141,54.2,5694128039,212,5.4,5694128033,56,Center,5694128035,140,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750713,38,50,1,3,3,2rdnn9p03qrmmv34tyx1nahpa,1,62.4,64.8,2025-05-02T15:03:17.555Z,2025-05-02T15:10:05Z,5msckfem6wvr8h2egmxqgn5zo,J. Kanga,,,5694128149,233,29,5694128133,286,,5694128131,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750723,29,7,1,3,3,duspptyvnr5kpx2iko5gerhnz,0,37.6,35.2,2025-05-02T15:03:17.556Z,2025-05-02T15:10:07Z,9ka422rjynvrx4kofh5q8ivop,A. Räisänen,,,5694128141,285,,5694128139,56,Back,5694128143,233,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
