id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/12/value
2822486493,1,34,16,0,0,5qxgilg61hlwxzfpdn2nhcayd,1,0.0,0.0,2025-06-14T10:14:18.435Z,2025-06-14T11:05:33Z,,,,,5770261573,130,8,5770261569,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",5770261567,30,"5auce3x81f1kwok1aq7m4o2y1, 1utcfk5giq7ghp8b2z3u9b27d, amdo0gvq5yaascwon92mhyaga, 5nhh1n77us1h2z5wvx7mt2gpg, e7cov36din7hwsjxovwr5smlm, 7pnmkd2s7cca2p00x7ny98st1, 2kbiramhoa1b8k51wtfk5raei, 2shgmz0kct6m0wphe28gq04ix, czl632fkj2mhbgu4jie3bug9h, d7fbq3piag375ujo9q9njqq6s, udbewp8no8ut63j1nla34ine, btxgorlt1vhb8f0yt5jvvwg5x, 5k1kwehh9ck6nlqugcurw1yi1, 49br3gmn71y8pd5wqkfkvrbah, bj3hdokfgxfrxo4d5231pj5rd, 5ghh71ix7lnta7fz3mp0w0zpx, f2ab1zbzm717i2z80l869obqi, 2fj3f2zy80nbu8p3ryblmioes, db7sgfeo2hgb5e2s0fa4ue044",5770261579,197,28898,5770261577,194,7pnmkd2s7cca2p00x7ny98st1,5770261571,59,"1, 4, 18, 19, 5, 3, 7, 8, 9, 16, 99, 17, 64, 10, 13, 12, 2, 30, 21",5770261575,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",5770261581,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822486941,1,34,16,0,0,8eab5wbcnttsiosd1o8c71gmk,1,0.0,0.0,2025-06-14T10:17:04.161Z,2025-06-14T10:17:04Z,,,,,5770264055,130,4,5770264051,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5770264049,30,"7oxxp38dxp40lby1kwg4xpn56, a9234jafv17dcvbu54expih91, arxu3yjspsjmmobkj92c79ze2, d39zrjj1sao1lkkzief35sctl, 98u2encce9933qd4y2kukej85, 53kd57a8pwjno3l6cou3nexn9, c1f7vp2u7fndbs1q67yhze1hw, c90jak72lerrxc3kpo73cupsk, 50pntfz4g78co2q68kno332z9, bwn0e8pjrikjcpold20o2os2c, 524qf48twiwfk14oxmwsxj2tw, 5fvzbq3mstt7eatkjpodbvpm2, 8g3a6qtlb0xy12ntska7n8phw, 5hkcvpt8l2qjwovhon9wuo0es, 9wpb7yiz7zdsb7bj70ornyfis, 3ajcjogpfwl26hddeqetp75sk, d2tr2mopsk225739f7xlc12ei, 2fw3pz0v22kdbiognam8zsvoq, d34pugygez0vtpx1t8p5bnq0a, 3tsss8xjrpvthouor07alc93o",5770264057,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5770264059,194,53kd57a8pwjno3l6cou3nexn9,5770264063,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5770264061,197,19340,5770264053,59,"1, 5, 2, 10, 16, 3, 28, 17, 9, 23, 6, 11, 18, 26, 25, 12, 4, 22, 24, 30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822493771,2,32,1,0,0,5qxgilg61hlwxzfpdn2nhcayd,1,0.0,0.0,2025-06-14T11:02:21.861Z,2025-06-14T11:02:22Z,,,,,5770302057,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822493769,2,32,1,0,0,8eab5wbcnttsiosd1o8c71gmk,1,0.0,0.0,2025-06-14T11:02:21.861Z,2025-06-15T19:22:09Z,,,,,5770302055,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822493781,3,1,1,0,0,5qxgilg61hlwxzfpdn2nhcayd,1,50.0,50.0,2025-06-14T11:02:21.862Z,2025-06-14T11:02:27Z,d7fbq3piag375ujo9q9njqq6s,D. Bulgakov,,,5770302093,141,49.1,5770302099,279,S,5770302097,213,3.17,5770302089,56,Back,5770302091,140,25.5,5770302095,212,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822493787,4,1,1,0,5,5qxgilg61hlwxzfpdn2nhcayd,0,26.3,49.1,2025-06-14T11:02:27.071Z,2025-06-14T11:02:28Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,,5770302125,56,Center,5770302133,213,0.36,5770302129,141,72.3,5770302127,140,65.9,5770302131,212,44.5,5770302135,1,,5770302123,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822493791,5,79,1,0,7,5qxgilg61hlwxzfpdn2nhcayd,0,0.0,0.0,2025-06-14T11:02:29.413Z,2025-06-14T11:02:29Z,,,,,5770302147,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822913239,882,1,1,0,10,8eab5wbcnttsiosd1o8c71gmk,0,21.5,11.0,2025-06-14T11:02:32.688Z,2025-06-15T19:37:45Z,a9234jafv17dcvbu54expih91,A. Granlund,,,5772633453,140,46.6,5772633459,213,0.25,5772633457,212,27.2,5772633449,157,,5772633451,56,Back,5772633455,141,21.0,5772633461,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822913519,714,1,1,0,12,5qxgilg61hlwxzfpdn2nhcayd,0,53.4,79.0,2025-06-14T11:02:34.688Z,2025-06-15T19:38:22Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5772634903,56,Left,5772634907,141,87.9,5772634909,212,12.9,5772634901,3,,5772634911,213,0.49,5772634905,140,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822913663,883,61,1,0,13,8eab5wbcnttsiosd1o8c71gmk,0,37.0,10.4,2025-06-14T11:02:35.443Z,2025-06-15T19:38:43Z,bwn0e8pjrikjcpold20o2os2c,A. Essomba,,,5772635695,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822913833,715,1,1,0,14,5qxgilg61hlwxzfpdn2nhcayd,0,61.4,93.4,2025-06-14T11:02:36.439Z,2025-06-15T21:13:40Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,,5772636649,140,65.5,5772636651,141,90.2,5772636647,56,Left,5772636655,213,5.82,5772813953,233,884,5772636653,212,4.8,5772636749,286,,5772636747,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822914005,884,74,1,0,14,8eab5wbcnttsiosd1o8c71gmk,1,34.5,9.8,2025-06-14T11:02:36.440Z,2025-06-15T21:13:40Z,bwn0e8pjrikjcpold20o2os2c,A. Essomba,,,5772637567,285,,5772813957,233,715,5772637565,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822914185,716,5,1,0,17,5qxgilg61hlwxzfpdn2nhcayd,1,60.4,100.8,2025-06-14T11:02:38.940Z,2025-06-15T19:39:52Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,,5772638567,56,Left,5772638573,233,885,5772638571,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822914181,885,5,1,0,17,8eab5wbcnttsiosd1o8c71gmk,0,39.6,-0.8,2025-06-14T11:02:38.940Z,2025-06-15T19:39:52Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5772638547,56,Back,5772638549,347,,5772638619,233,716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822914331,717,1,1,0,21,5qxgilg61hlwxzfpdn2nhcayd,1,53.8,100.0,2025-06-14T11:02:43.690Z,2025-06-15T19:40:06Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,,5772639261,141,88.5,5772639255,107,,5772639265,213,3.73,5772639257,56,Back,5772639263,212,16.4,5772639259,140,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822493815,6,79,1,0,24,5qxgilg61hlwxzfpdn2nhcayd,1,0.0,0.0,2025-06-14T11:02:46.392Z,2025-06-14T11:02:46Z,,,,,5770302287,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822493821,7,1,1,0,27,5qxgilg61hlwxzfpdn2nhcayd,1,22.9,67.5,2025-06-14T11:02:48.888Z,2025-06-14T11:02:50Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5770302307,141,8.8,5770302313,1,,5770302309,212,39.9,5770302305,140,23.6,5770302303,56,Back,5770302311,213,4.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822493823,8,1,1,0,28,5qxgilg61hlwxzfpdn2nhcayd,1,23.3,6.8,2025-06-14T11:02:50.736Z,2025-06-14T11:02:51Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5770302321,141,10.7,5770302319,140,16.8,5770302325,213,2.77,5770302317,56,Back,5770302323,212,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822493837,9,1,1,0,30,5qxgilg61hlwxzfpdn2nhcayd,1,16.8,10.7,2025-06-14T11:02:51.913Z,2025-06-14T11:02:56Z,e7cov36din7hwsjxovwr5smlm,Nícolas,,,5770302403,140,7.3,5770302409,213,2.01,5770302407,212,23.6,5770302401,56,Back,5770302405,141,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822493851,10,1,1,0,34,5qxgilg61hlwxzfpdn2nhcayd,1,7.4,44.9,2025-06-14T11:02:56.313Z,2025-06-14T11:03:00Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,,5770302423,56,Back,5770302431,213,1.14,5770302429,212,14.9,5770302427,141,64.8,5770302425,140,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822493863,11,1,1,0,38,5qxgilg61hlwxzfpdn2nhcayd,1,30.1,73.0,2025-06-14T11:03:00.599Z,2025-06-14T11:03:03Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5770302513,212,10.2,5770302509,140,39.8,5770302507,56,Back,5770302515,213,6.24,5770302511,141,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822493873,12,1,1,0,41,5qxgilg61hlwxzfpdn2nhcayd,1,42.1,87.1,2025-06-14T11:03:03.776Z,2025-06-14T11:03:09Z,czl632fkj2mhbgu4jie3bug9h,J. Akintunde,,,5770302563,56,Back,5770302571,213,3.40,5770302567,141,82.3,5770302569,212,12.9,5770302565,140,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822493881,13,1,1,0,47,5qxgilg61hlwxzfpdn2nhcayd,1,37.3,69.7,2025-06-14T11:03:09.255Z,2025-06-14T11:03:13Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5770302603,212,24.9,5770302601,141,33.1,5770302605,213,4.67,5770302599,140,36.3,5770302597,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822493883,14,1,1,0,51,5qxgilg61hlwxzfpdn2nhcayd,1,40.7,28.2,2025-06-14T11:03:13.497Z,2025-06-14T11:03:14Z,e7cov36din7hwsjxovwr5smlm,Nícolas,,,5770302615,140,47.5,5770302617,141,4.7,5770302619,212,17.5,5770302613,56,Back,5770302621,213,5.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822493887,15,1,1,0,52,5qxgilg61hlwxzfpdn2nhcayd,0,47.5,4.7,2025-06-14T11:03:14.800Z,2025-06-14T11:03:19Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5770302645,212,49.9,5770302641,140,94.7,5770302639,56,Right,5770302647,213,0.11,5770302649,1,,5770302643,141,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822493889,3,12,1,0,58,8eab5wbcnttsiosd1o8c71gmk,1,4.4,86.9,2025-06-14T11:03:20.335Z,2025-06-14T11:03:21Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5770302651,56,Back,5770302655,141,100.0,5770302687,167,,5770302653,140,5.9,5770302657,212,10.0,5770302659,213,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822493895,4,5,1,0,59,8eab5wbcnttsiosd1o8c71gmk,0,6.6,101.6,2025-06-14T11:03:20.936Z,2025-06-14T11:23:37Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5770302693,233,16,5770302681,347,,5770302677,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822493891,16,5,1,0,59,5qxgilg61hlwxzfpdn2nhcayd,1,93.4,-1.6,2025-06-14T11:03:20.936Z,2025-06-14T11:23:36Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5770302663,347,,5770302689,233,4,5770302661,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822493917,17,1,1,1,5,5qxgilg61hlwxzfpdn2nhcayd,1,92.1,0.0,2025-06-14T11:03:27.712Z,2025-06-14T11:03:31Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5770302827,213,2.50,5770302823,141,6.4,5770302819,56,Right,5770302817,107,,5770302825,212,9.4,5770302821,140,84.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822915241,886,83,1,1,7,8eab5wbcnttsiosd1o8c71gmk,1,26.9,94.2,2025-06-14T11:03:29.439Z,2025-06-15T19:42:04Z,c90jak72lerrxc3kpo73cupsk,B. Ampofo,,,5772644131,399,2shgmz0kct6m0wphe28gq04ix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822493937,18,1,1,1,9,5qxgilg61hlwxzfpdn2nhcayd,1,73.0,2.0,2025-06-14T11:03:31.680Z,2025-06-14T11:11:04Z,2shgmz0kct6m0wphe28gq04ix,S. Lindholm,,,5770302907,56,Back,5770302909,140,45.3,5770302913,212,29.5,5770302911,141,9.1,5770302915,213,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822493949,19,1,1,1,12,5qxgilg61hlwxzfpdn2nhcayd,1,40.2,13.1,2025-06-14T11:03:34.392Z,2025-06-14T11:11:15Z,e7cov36din7hwsjxovwr5smlm,Nícolas,,,5770302971,213,1.41,5770302963,56,Back,5770302965,140,44.0,5770302967,141,49.1,5770302969,212,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822493961,20,1,1,1,15,5qxgilg61hlwxzfpdn2nhcayd,1,44.1,45.8,2025-06-14T11:03:37.264Z,2025-06-14T11:03:40Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5770303025,140,47.7,5770303029,212,16.4,5770303027,141,69.3,5770303031,213,1.34,5770303023,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822493969,21,1,1,1,18,5qxgilg61hlwxzfpdn2nhcayd,1,49.0,78.7,2025-06-14T11:03:40.080Z,2025-06-14T11:11:31Z,5nhh1n77us1h2z5wvx7mt2gpg,A. Okyere,,,5770303073,56,Left,5770303081,213,0.71,5770303075,140,62.3,5770303077,141,96.3,5770303079,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822493979,22,1,1,1,20,5qxgilg61hlwxzfpdn2nhcayd,1,66.0,92.9,2025-06-14T11:03:42.727Z,2025-06-14T11:03:46Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,,5770303121,56,Left,5770303125,141,92.9,5770303129,213,0.00,5770303127,212,6.3,5770303123,140,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822493987,23,1,1,1,24,5qxgilg61hlwxzfpdn2nhcayd,1,70.3,90.5,2025-06-14T11:03:46.680Z,2025-06-14T11:03:49Z,udbewp8no8ut63j1nla34ine,A. Sejdiu,,,5770303165,212,10.0,5770303161,140,60.8,5770303167,213,3.22,5770303159,56,Left,5770303163,141,89.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822494003,24,1,1,1,27,5qxgilg61hlwxzfpdn2nhcayd,1,58.4,85.6,2025-06-14T11:03:48.928Z,2025-06-14T11:03:53Z,5nhh1n77us1h2z5wvx7mt2gpg,A. Okyere,,,5770303249,56,Center,5770303251,140,51.4,5770303255,212,13.0,5770303253,141,69.9,5770303257,213,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822494013,25,1,1,1,31,5qxgilg61hlwxzfpdn2nhcayd,1,51.8,66.6,2025-06-14T11:03:53.408Z,2025-06-14T11:03:54Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5770303297,213,4.75,5770303293,141,33.0,5770303295,212,22.9,5770303291,140,52.6,5770303289,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822494021,26,1,1,1,33,5qxgilg61hlwxzfpdn2nhcayd,1,52.6,30.0,2025-06-14T11:03:54.880Z,2025-06-14T11:03:56Z,e7cov36din7hwsjxovwr5smlm,Nícolas,,,5770303337,212,24.3,5770303339,213,5.53,5770303331,56,Right,5770303335,141,5.5,5770303333,140,69.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822494027,27,1,1,1,35,5qxgilg61hlwxzfpdn2nhcayd,0,69.7,5.3,2025-06-14T11:03:56.912Z,2025-06-14T11:03:59Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5770303367,212,13.3,5770303369,213,1.53,5770303363,140,70.2,5770303365,141,24.9,5770303361,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822494055,6,4,1,1,42,8eab5wbcnttsiosd1o8c71gmk,1,30.9,72.2,2025-06-14T11:04:04.017Z,2025-06-14T11:04:08Z,c90jak72lerrxc3kpo73cupsk,B. Ampofo,,,5770303455,152,,5770303475,233,28,5770303451,13,,5770303459,285,,5770303507,295,,5770303453,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822494053,28,4,1,1,42,5qxgilg61hlwxzfpdn2nhcayd,0,69.1,27.8,2025-06-14T11:04:04.018Z,2025-06-14T11:04:18Z,d7fbq3piag375ujo9q9njqq6s,D. Bulgakov,,,5770303463,295,,5770303479,233,6,5770303465,56,Center,5770303461,13,,5770303467,152,,5770303469,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822494065,7,1,1,1,47,8eab5wbcnttsiosd1o8c71gmk,1,31.3,70.8,2025-06-14T11:04:09.772Z,2025-06-14T11:04:16Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5770303515,140,23.3,5770303511,152,,5770303517,141,40.1,5770303519,212,22.5,5770303521,213,4.33,5770303509,5,,5770303513,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822494067,8,1,1,1,54,8eab5wbcnttsiosd1o8c71gmk,1,33.2,36.9,2025-06-14T11:04:16.124Z,2025-06-14T11:04:19Z,98u2encce9933qd4y2kukej85,B. Straalman,,,5770303525,56,Back,5770303533,213,1.70,5770303527,140,31.1,5770303529,141,62.1,5770303531,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822494079,9,1,1,1,57,8eab5wbcnttsiosd1o8c71gmk,1,27.0,63.4,2025-06-14T11:04:19.436Z,2025-06-14T11:04:23Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5770303591,212,14.1,5770303587,140,15.4,5770303589,141,53.1,5770303585,56,Back,5770303593,213,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822494101,10,1,1,2,1,8eab5wbcnttsiosd1o8c71gmk,1,18.0,53.3,2025-06-14T11:04:23.212Z,2025-06-14T11:04:29Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5770303703,213,0.80,5770303697,140,27.0,5770303699,141,67.6,5770303695,56,Back,5770303701,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822494121,11,1,1,2,7,8eab5wbcnttsiosd1o8c71gmk,1,26.3,64.8,2025-06-14T11:04:29.612Z,2025-06-14T11:04:31Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5770303807,212,16.8,5770303809,213,5.09,5770303803,140,32.2,5770303805,141,41.8,5770303801,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822494127,12,1,1,2,9,8eab5wbcnttsiosd1o8c71gmk,1,32.2,41.8,2025-06-14T11:04:31.116Z,2025-06-14T11:04:34Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5770303865,156,,5770303853,213,4.12,5770303847,140,27.3,5770303851,212,9.2,5770303849,141,30.6,5770303845,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822494173,13,1,1,2,12,8eab5wbcnttsiosd1o8c71gmk,1,27.6,20.7,2025-06-14T11:04:34.476Z,2025-06-14T11:04:39Z,98u2encce9933qd4y2kukej85,B. Straalman,,,5770304075,141,6.1,5770304071,56,Back,5770304079,213,5.17,5770304077,212,11.1,5770304073,140,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822494181,14,1,1,2,17,8eab5wbcnttsiosd1o8c71gmk,1,28.5,12.8,2025-06-14T11:04:39.532Z,2025-06-14T11:04:44Z,a9234jafv17dcvbu54expih91,A. Granlund,,,5770304143,140,14.3,5770304149,213,2.18,5770304147,212,26.2,5770304145,141,44.5,5770304141,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822494187,15,1,1,2,22,8eab5wbcnttsiosd1o8c71gmk,0,18.4,47.2,2025-06-14T11:04:44.076Z,2025-06-14T11:14:34Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5770304203,212,68.5,5770304207,1,,5770304197,56,Left,5770304199,140,77.5,5770315635,155,,5770304205,213,0.44,5770304201,141,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822494203,29,1,1,2,26,5qxgilg61hlwxzfpdn2nhcayd,1,20.7,11.6,2025-06-14T11:04:48.088Z,2025-06-14T11:04:51Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5770304301,56,Back,5770304305,141,47.2,5770304303,140,7.6,5770304307,212,27.8,5770304309,213,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822494205,30,43,1,2,29,5qxgilg61hlwxzfpdn2nhcayd,1,0.0,0.0,2025-06-14T11:04:51.506Z,2025-06-15T19:44:20Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,,5772649325,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822494207,31,1,1,2,31,5qxgilg61hlwxzfpdn2nhcayd,0,9.2,60.5,2025-06-14T11:04:53.530Z,2025-06-14T11:04:54Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,,5770304315,157,,5770304327,1,,5770304317,56,Back,5770304325,213,0.59,5770304319,140,27.9,5770304321,141,79.9,5770304323,212,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822494215,32,51,1,2,32,5qxgilg61hlwxzfpdn2nhcayd,1,27.9,79.9,2025-06-14T11:04:54.506Z,2025-06-14T11:05:08Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,,5770304673,169,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822494217,17,15,1,2,34,8eab5wbcnttsiosd1o8c71gmk,1,76.8,25.9,2025-06-14T11:04:55.901Z,2025-06-15T19:45:02Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5770304541,146,96.0,5770304403,20,,5770304359,56,Center,5770304539,458,,5770304531,79,,5770304533,102,48.7,5770304551,233,33,5770304357,18,,5770304537,215,5770304355,22,5770304535,103,31.0,5770304543,147,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822494223,33,10,1,2,34,5qxgilg61hlwxzfpdn2nhcayd,1,3.7,53.9,2025-06-14T11:04:56.001Z,2025-06-15T19:45:08Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,,5770317529,181,,5770304383,173,,5770304557,233,17,5772651217,378,,5770304387,182,,5770304389,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822494219,18,6,1,2,35,8eab5wbcnttsiosd1o8c71gmk,1,92.0,40.6,2025-06-14T11:04:57.276Z,2025-06-14T11:23:42Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5770304483,233,34,5770304391,56,Center,5770304393,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
