id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2808747389,1,34,16,0,0,7efqk7uh63928il0yffxijnv7,1,0.0,0.0,2025-05-02T14:10:49.468Z,2025-05-02T15:09:39Z,,,,,5694105455,194,4y7niu1b8drpeccb84s2e9wwl,5694105449,59,"13, 5, 2, 42, 4, 3, 24, 9, 95, 10, 66, 7, 11, 16, 17, 77, 25, 20, 21, 40",5694105451,130,7,5694105447,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5694105459,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5694105445,30,"66zsjkvxs4cbh9u63hk273t1x, npha09mhy3755go8t6lg3ey2, ewhh39na34kvumaw7zfbh228l, 80115v2kkgjym3ubywmkz654a, 6iaszy97sphbfkhfxdwd93g15, 3cmp95fpjtqoc5njb5p7c9g8a, crqntc3sy05jsblgk90gymhn9, cbceals9gkfqlywg94zzzlgb9, a3elaln9izarzlwqkwc4ynpey, 4y7niu1b8drpeccb84s2e9wwl, d7od1kij5jchngdcwlvls0max, enlu96e156ahwhmdk0482kzfu, 7x14tbg2brvxi5g9jdbovp8gk, 7e8irrii6ddjjaex00kq8cand, 3tghlj82y0zzojxphfc1wrehg, eqyduvucdtgotv6p284g7mal0, a4kgoyzoedberugc14zrtv55h, 3bu3igsdqg8atj5pailbof76c, dtdqh03syykiv1cjstn2lhkvd, 5pa2n5nlvexr6z7nu65uz0qqy",5694105453,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5694105457,197,26791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808747497,1,34,16,0,0,5qxgilg61hlwxzfpdn2nhcayd,1,0.0,0.0,2025-05-02T14:14:10.612Z,2025-05-02T15:03:37Z,,,,,5694106489,59,"1, 30, 4, 19, 3, 15, 7, 66, 8, 10, 18, 9, 17, 64, 11, 21, 12, 2, 5, 16",5694106495,194,7pnmkd2s7cca2p00x7ny98st1,5694106487,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5694106491,130,8,5694106493,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5694106485,30,"5auce3x81f1kwok1aq7m4o2y1, 2fj3f2zy80nbu8p3ryblmioes, 1utcfk5giq7ghp8b2z3u9b27d, 5nhh1n77us1h2z5wvx7mt2gpg, 7pnmkd2s7cca2p00x7ny98st1, eexcxuea18xbokvkko1erdffu, 2kbiramhoa1b8k51wtfk5raei, 818ngmk0u0iqzv4j93yj97aad, 2shgmz0kct6m0wphe28gq04ix, 49br3gmn71y8pd5wqkfkvrbah, amdo0gvq5yaascwon92mhyaga, czl632fkj2mhbgu4jie3bug9h, btxgorlt1vhb8f0yt5jvvwg5x, 5k1kwehh9ck6nlqugcurw1yi1, 7b39qc7x5gi1c8qaznmygdnmx, db7sgfeo2hgb5e2s0fa4ue044, 5ghh71ix7lnta7fz3mp0w0zpx, f2ab1zbzm717i2z80l869obqi, e7cov36din7hwsjxovwr5smlm, d7fbq3piag375ujo9q9njqq6s",5694106497,197,22070,5694106499,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750611,2,32,1,0,0,5qxgilg61hlwxzfpdn2nhcayd,1,0.0,0.0,2025-05-02T15:02:55.592Z,2025-05-02T18:43:39Z,,,,,5694127639,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750605,2,32,1,0,0,7efqk7uh63928il0yffxijnv7,1,0.0,0.0,2025-05-02T15:02:55.592Z,2025-05-02T15:02:55Z,,,,,5694127607,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750625,3,1,1,0,0,7efqk7uh63928il0yffxijnv7,1,49.6,50.1,2025-05-02T15:02:55.593Z,2025-05-02T15:03:00Z,a3elaln9izarzlwqkwc4ynpey,K. Cissoko,,,5694127715,212,24.0,5694127711,140,33.0,5694127713,141,74.4,5694127717,213,2.38,5694127719,279,S,5694127709,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750633,4,1,1,0,4,7efqk7uh63928il0yffxijnv7,1,36.0,84.1,2025-05-02T15:03:00.555Z,2025-05-02T15:03:02Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5694127747,140,40.4,5694127753,213,0.88,5694127745,56,Back,5694127751,212,7.2,5694127749,141,92.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750639,5,1,1,0,6,7efqk7uh63928il0yffxijnv7,1,40.4,92.3,2025-05-02T15:03:02.395Z,2025-05-02T15:03:04Z,ewhh39na34kvumaw7zfbh228l,G. Sotelo,,,5694127783,141,85.3,5694127787,213,5.98,5694127779,56,Left,5694127785,212,16.1,5694127781,140,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750641,6,1,1,0,8,7efqk7uh63928il0yffxijnv7,1,55.0,84.8,2025-05-02T15:03:03.890Z,2025-05-02T15:03:04Z,d7od1kij5jchngdcwlvls0max,S. Kähkönen,,,5694127799,213,2.76,5694127793,140,52.6,5694127797,212,2.7,5694127795,141,86.3,5694127791,56,Left,5694127805,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750647,7,1,1,0,9,7efqk7uh63928il0yffxijnv7,1,52.6,86.3,2025-05-02T15:03:05.314Z,2025-05-02T15:03:07Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5694127819,56,Left,5694127825,212,6.8,5694127821,140,58.1,5694127823,141,81.1,5694127827,213,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750649,8,61,1,0,11,7efqk7uh63928il0yffxijnv7,0,58.7,81.4,2025-05-02T15:03:06.867Z,2025-05-02T15:03:07Z,a3elaln9izarzlwqkwc4ynpey,K. Cissoko,,,5694127831,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750653,3,61,1,0,12,5qxgilg61hlwxzfpdn2nhcayd,0,34.1,10.6,2025-05-02T15:03:07.747Z,2025-05-02T15:10:01Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,,5694127847,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750663,4,3,1,0,12,5qxgilg61hlwxzfpdn2nhcayd,0,35.6,13.6,2025-05-02T15:03:08.537Z,2025-05-02T15:57:02Z,818ngmk0u0iqzv4j93yj97aad,R. Selander,,,5694127901,56,Back,5694138439,233,9,5694138443,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750659,9,7,1,0,12,7efqk7uh63928il0yffxijnv7,0,64.4,86.4,2025-05-02T15:03:08.538Z,2025-05-02T15:57:02Z,d7od1kij5jchngdcwlvls0max,S. Kähkönen,,,5694127879,56,Left,5694138433,233,4,5694138419,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750701,5,1,1,0,13,5qxgilg61hlwxzfpdn2nhcayd,1,34.0,16.0,2025-05-02T15:03:09.150Z,2025-05-02T15:10:37Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,,5694139047,213,2.13,5694139039,56,Back,5694139043,141,28.9,5694139041,140,28.8,5694139045,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750709,7,1,1,0,15,5qxgilg61hlwxzfpdn2nhcayd,1,37.5,21.9,2025-05-02T15:03:11.437Z,2025-05-02T15:11:03Z,5nhh1n77us1h2z5wvx7mt2gpg,A. Okyere,,,5694139715,141,23.5,5694139711,56,Back,5694139719,213,3.05,5694139713,140,26.1,5694139717,212,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750715,8,1,1,0,16,5qxgilg61hlwxzfpdn2nhcayd,1,28.2,41.1,2025-05-02T15:03:12.549Z,2025-05-02T15:12:10Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5694141547,141,21.1,5694141543,56,Back,5694141551,213,4.56,5694141549,212,13.8,5694141545,140,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750721,9,1,1,0,18,5qxgilg61hlwxzfpdn2nhcayd,1,32.0,11.3,2025-05-02T15:03:13.661Z,2025-05-02T15:12:23Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5694141959,213,5.80,5694141955,141,2.9,5694141945,56,Back,5694141949,140,42.3,5694141957,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750727,10,1,1,0,24,5qxgilg61hlwxzfpdn2nhcayd,0,61.7,2.5,2025-05-02T15:03:19.784Z,2025-05-02T15:13:32Z,2fj3f2zy80nbu8p3ryblmioes,V. Purosalo,,,5694143101,212,27.5,5694143099,141,16.6,5694143095,56,Right,5694143097,140,86.2,5694143103,213,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750757,11,1,1,0,28,7efqk7uh63928il0yffxijnv7,1,7.4,92.7,2025-05-02T15:03:23.763Z,2025-05-02T15:03:27Z,6iaszy97sphbfkhfxdwd93g15,M. Ogungbaro,,,5694128277,56,Back,5694128283,212,22.8,5694128279,140,28.7,5694128287,1,,5694128285,213,6.08,5694128281,141,86.0,5694128275,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750765,12,1,1,0,31,7efqk7uh63928il0yffxijnv7,1,22.7,86.9,2025-05-02T15:03:26.995Z,2025-05-02T15:03:28Z,d7od1kij5jchngdcwlvls0max,S. Kähkönen,,,5694128317,56,Back,5694128325,212,7.8,5694128321,140,15.3,5694128323,141,86.5,5694128327,213,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750777,13,1,1,0,32,7efqk7uh63928il0yffxijnv7,1,19.6,87.1,2025-05-02T15:03:28.138Z,2025-05-02T15:03:30Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5694128383,141,89.0,5694128387,213,0.76,5694128379,56,Back,5694128385,212,1.9,5694128381,140,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750781,14,3,1,0,34,7efqk7uh63928il0yffxijnv7,0,24.3,90.8,2025-05-02T15:03:30.173Z,2025-05-02T15:57:03Z,d7od1kij5jchngdcwlvls0max,S. Kähkönen,,,5694144505,233,13,5694128405,285,,5694128403,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750733,13,7,1,0,34,5qxgilg61hlwxzfpdn2nhcayd,1,75.7,9.2,2025-05-02T15:03:30.174Z,2025-05-02T15:57:02Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,,5694144493,286,,5694144495,233,14,5694144491,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750827,15,5,1,0,36,5qxgilg61hlwxzfpdn2nhcayd,0,65.0,-1.8,2025-05-02T15:03:31.742Z,2025-05-02T15:56:42Z,,,,,5694145059,233,15,5694144723,56,Right,5694144725,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750785,15,5,1,0,36,7efqk7uh63928il0yffxijnv7,1,35.0,101.8,2025-05-02T15:03:31.742Z,2025-05-02T15:56:42Z,d7od1kij5jchngdcwlvls0max,S. Kähkönen,,,5694145055,233,15,5694128433,56,Back,5694128435,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750853,22,43,1,0,46,5qxgilg61hlwxzfpdn2nhcayd,1,0.0,0.0,2025-05-02T15:03:42.190Z,2025-05-02T15:14:59Z,818ngmk0u0iqzv4j93yj97aad,R. Selander,,,5694145639,144,5,5694128695,347,0,5694128693,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750885,16,1,1,0,50,7efqk7uh63928il0yffxijnv7,1,39.7,100.0,2025-05-02T15:03:45.745Z,2025-05-02T15:03:50Z,ewhh39na34kvumaw7zfbh228l,G. Sotelo,,,5694128821,141,89.9,5694128825,213,5.97,5694128819,140,62.4,5694128817,56,Left,5694128815,107,,5694128827,1,,5694128823,212,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750901,23,4,1,0,54,5qxgilg61hlwxzfpdn2nhcayd,1,40.0,9.0,2025-05-02T15:03:50.409Z,2025-05-02T15:03:59Z,,,,,5694128961,233,17,5694128953,56,Back,5694129045,10,,5694128955,152,,5694128959,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750889,17,4,1,0,54,7efqk7uh63928il0yffxijnv7,0,60.0,91.0,2025-05-02T15:03:50.410Z,2025-05-02T15:03:57Z,a3elaln9izarzlwqkwc4ynpey,K. Cissoko,,,5694128929,56,Left,5694128933,285,,5694128927,10,,5694128967,233,23,5694128931,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750915,24,1,1,1,0,5qxgilg61hlwxzfpdn2nhcayd,1,38.6,5.2,2025-05-02T15:03:55.981Z,2025-05-02T15:03:58Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,,5694129009,5,,5694129021,213,2.71,5694129019,212,14.2,5694129017,141,14.0,5694129013,56,Back,5694129011,152,,5694129015,140,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750921,25,1,1,1,2,5qxgilg61hlwxzfpdn2nhcayd,1,26.0,14.9,2025-05-02T15:03:58.301Z,2025-05-02T15:04:00Z,2fj3f2zy80nbu8p3ryblmioes,V. Purosalo,,,5694129059,141,52.7,5694129057,140,24.1,5694129061,212,25.8,5694129063,213,1.65,5694129055,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750933,26,1,1,1,4,5qxgilg61hlwxzfpdn2nhcayd,1,24.1,57.5,2025-05-02T15:03:59.981Z,2025-05-02T15:04:02Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5694129143,212,24.0,5694129139,141,92.4,5694129135,140,27.5,5694129147,213,1.42,5694129131,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750957,27,1,1,1,7,5qxgilg61hlwxzfpdn2nhcayd,1,27.9,93.5,2025-05-02T15:04:02.669Z,2025-05-02T15:04:07Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5694129203,212,17.1,5694129199,140,44.2,5694129201,141,92.0,5694129197,56,Back,5694129205,213,6.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750967,28,1,1,1,12,5qxgilg61hlwxzfpdn2nhcayd,1,27.5,81.1,2025-05-02T15:04:07.677Z,2025-05-02T15:04:11Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,,5694129295,212,28.8,5694129291,140,8.7,5694129289,56,Back,5694129293,141,50.3,5694129297,213,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750977,29,1,1,1,16,5qxgilg61hlwxzfpdn2nhcayd,1,11.2,42.4,2025-05-02T15:04:11.725Z,2025-05-02T15:04:16Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,,5694129353,141,21.5,5694129357,213,5.05,5694129355,212,15.1,5694129351,140,16.0,5694129349,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750985,30,1,1,1,20,5qxgilg61hlwxzfpdn2nhcayd,1,19.4,21.8,2025-05-02T15:04:15.901Z,2025-05-02T15:04:20Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5694129395,213,2.01,5694129387,56,Back,5694129391,141,47.0,5694129393,212,18.9,5694129389,140,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750989,31,1,1,1,24,5qxgilg61hlwxzfpdn2nhcayd,1,12.4,53.0,2025-05-02T15:04:20.189Z,2025-05-02T15:04:23Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,,5694129447,141,73.3,5694129443,56,Back,5694129449,212,22.4,5694129451,213,0.66,5694129445,140,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751003,32,1,1,1,27,5qxgilg61hlwxzfpdn2nhcayd,1,32.5,72.4,2025-05-02T15:04:23.533Z,2025-05-02T15:04:28Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5694129553,212,23.7,5694129547,56,Center,5694129549,140,55.0,5694129551,141,70.6,5694129555,213,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751021,33,1,1,1,32,5qxgilg61hlwxzfpdn2nhcayd,1,54.9,62.6,2025-05-02T15:04:28.173Z,2025-05-02T15:04:30Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,,5694129643,56,Back,5694129647,141,63.7,5694129651,213,3.07,5694129649,212,10.0,5694129645,140,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751007,18,83,1,1,32,7efqk7uh63928il0yffxijnv7,0,41.6,42.7,2025-05-02T15:04:28.266Z,2025-05-02T15:04:33Z,crqntc3sy05jsblgk90gymhn9,J. Remesaho,,,5694129741,399,5nhh1n77us1h2z5wvx7mt2gpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751037,34,1,1,1,34,5qxgilg61hlwxzfpdn2nhcayd,1,44.6,69.0,2025-05-02T15:04:30.541Z,2025-05-02T15:04:33Z,5nhh1n77us1h2z5wvx7mt2gpg,A. Okyere,,,5694129723,56,Back,5694129733,212,10.1,5694129731,141,83.3,5694129729,140,42.1,5694129735,213,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751041,35,1,1,1,38,5qxgilg61hlwxzfpdn2nhcayd,1,44.8,87.4,2025-05-02T15:04:34.189Z,2025-05-02T15:04:35Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5694129773,140,65.6,5694129777,212,22.6,5694129779,213,0.26,5694129775,141,95.9,5694129771,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751045,36,1,1,1,39,5qxgilg61hlwxzfpdn2nhcayd,0,65.6,95.9,2025-05-02T15:04:34.892Z,2025-05-02T15:05:00Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5694129787,56,Left,5694129795,213,6.02,5694129791,141,93.6,5694129793,212,6.1,5694129789,140,71.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751069,19,61,1,1,40,7efqk7uh63928il0yffxijnv7,1,20.8,6.1,2025-05-02T15:04:36.275Z,2025-05-02T15:17:08Z,npha09mhy3755go8t6lg3ey2,A. Bjonbäck,,,5694129909,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751071,20,5,1,1,41,7efqk7uh63928il0yffxijnv7,0,24.2,-2.0,2025-05-02T15:04:37.566Z,2025-05-02T15:56:43Z,crqntc3sy05jsblgk90gymhn9,J. Remesaho,,,5694129949,347,,5694129969,233,37,5694129947,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751057,37,5,1,1,41,5qxgilg61hlwxzfpdn2nhcayd,1,75.8,102.0,2025-05-02T15:04:37.566Z,2025-05-02T15:56:42Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5694129853,347,,5694129951,233,20,5694129851,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751075,38,1,1,1,45,5qxgilg61hlwxzfpdn2nhcayd,1,61.9,100.0,2025-05-02T15:04:41.196Z,2025-05-02T15:04:43Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5694129977,107,,5694129979,56,Left,5694129987,213,3.65,5694129983,141,92.7,5694129981,140,51.2,5694129985,212,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751083,39,1,1,1,48,5qxgilg61hlwxzfpdn2nhcayd,1,60.1,75.1,2025-05-02T15:04:43.773Z,2025-05-02T15:04:45Z,5nhh1n77us1h2z5wvx7mt2gpg,A. Okyere,,,5694130031,212,13.6,5694130029,141,56.3,5694130025,56,Center,5694130027,140,55.6,5694130033,213,4.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751091,40,1,1,1,49,5qxgilg61hlwxzfpdn2nhcayd,1,54.3,53.1,2025-05-02T15:04:45.053Z,2025-05-02T15:04:50Z,818ngmk0u0iqzv4j93yj97aad,R. Selander,,,5694130075,56,Back,5694130081,212,20.9,5694130083,213,4.40,5694130079,141,23.9,5694130077,140,48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751109,41,1,1,1,54,5qxgilg61hlwxzfpdn2nhcayd,1,37.4,25.6,2025-05-02T15:04:49.870Z,2025-05-02T15:04:54Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5694130195,141,43.3,5694130191,56,Back,5694130193,140,28.4,5694130197,212,15.3,5694130199,213,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751127,42,1,1,1,58,5qxgilg61hlwxzfpdn2nhcayd,1,27.1,50.0,2025-05-02T15:04:54.222Z,2025-05-02T15:04:58Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,,5694130279,212,10.8,5694130275,140,31.6,5694130273,56,Back,5694130281,213,1.12,5694130277,141,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751131,43,1,1,2,2,5qxgilg61hlwxzfpdn2nhcayd,1,30.2,63.1,2025-05-02T15:04:58.286Z,2025-05-02T15:04:59Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5694130307,213,5.39,5694130297,56,Back,5694130303,141,49.6,5694130301,140,37.3,5694130305,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751143,44,1,1,2,3,5qxgilg61hlwxzfpdn2nhcayd,1,37.3,50.6,2025-05-02T15:04:59.454Z,2025-05-02T15:05:02Z,818ngmk0u0iqzv4j93yj97aad,R. Selander,,,5694130371,213,2.42,5694130369,212,10.8,5694130365,140,29.6,5694130367,141,61.1,5694130363,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751159,45,1,1,2,6,5qxgilg61hlwxzfpdn2nhcayd,1,30.3,56.7,2025-05-02T15:05:01.933Z,2025-05-02T15:05:09Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5694130465,141,55.4,5694130469,213,6.22,5694130461,56,Back,5694130463,140,43.7,5694130467,212,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751163,46,1,1,2,13,5qxgilg61hlwxzfpdn2nhcayd,1,41.9,24.0,2025-05-02T15:05:08.861Z,2025-05-02T15:05:11Z,5nhh1n77us1h2z5wvx7mt2gpg,A. Okyere,,,5694130497,213,3.87,5694130493,141,12.8,5694130491,140,33.7,5694130495,212,11.5,5694130489,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751171,47,1,1,2,15,5qxgilg61hlwxzfpdn2nhcayd,1,33.7,12.8,2025-05-02T15:05:11.309Z,2025-05-02T15:05:13Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5694130533,140,43.3,5694130537,212,11.4,5694130539,213,5.79,5694130535,141,4.9,5694130531,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751181,48,1,1,2,17,5qxgilg61hlwxzfpdn2nhcayd,1,41.5,4.1,2025-05-02T15:05:13.038Z,2025-05-02T15:05:15Z,2fj3f2zy80nbu8p3ryblmioes,V. Purosalo,,,5694130601,212,15.0,5694130595,56,Back,5694130597,140,28.5,5694130603,213,2.71,5694130599,141,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751199,49,1,1,2,19,5qxgilg61hlwxzfpdn2nhcayd,1,30.9,17.4,2025-05-02T15:05:15.310Z,2025-05-02T15:05:18Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5694130715,140,27.6,5694130719,212,19.6,5694130721,213,1.75,5694130713,56,Back,5694130717,141,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751223,50,1,1,2,22,5qxgilg61hlwxzfpdn2nhcayd,1,27.4,51.8,2025-05-02T15:05:18.190Z,2025-05-02T15:05:21Z,818ngmk0u0iqzv4j93yj97aad,R. Selander,,,5694130801,141,72.3,5694130797,56,Back,5694130805,213,1.18,5694130799,140,32.9,5694130803,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751233,51,1,1,2,26,5qxgilg61hlwxzfpdn2nhcayd,1,40.1,82.7,2025-05-02T15:05:21.677Z,2025-05-02T15:05:24Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5694130859,212,25.7,5694130855,140,63.2,5694130861,213,0.34,5694130853,56,Left,5694130857,141,95.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751241,52,1,1,2,28,5qxgilg61hlwxzfpdn2nhcayd,0,65.5,97.2,2025-05-02T15:05:24.110Z,2025-05-02T15:05:24Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5694130893,212,18.0,5694130889,140,75.7,5694130887,56,Center,5694130895,213,5.35,5694130891,141,75.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
