id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2808754417,145,1,1,14,26,7efqk7uh63928il0yffxijnv7,1,47.9,33.7,2025-05-02T15:17:22.470Z,2025-05-02T15:17:25Z,6iaszy97sphbfkhfxdwd93g15,M. Ogungbaro,,,5694148897,56,Back,5694148899,140,44.5,5694148905,213,1.74,5694148901,141,64.6,5694148903,212,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754429,146,1,1,14,29,7efqk7uh63928il0yffxijnv7,1,46.9,58.8,2025-05-02T15:17:25.309Z,2025-05-02T15:17:27Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5694148929,56,Back,5694148933,141,34.9,5694148937,213,4.32,5694148935,212,17.6,5694148931,140,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754441,147,1,1,14,31,7efqk7uh63928il0yffxijnv7,1,39.4,31.5,2025-05-02T15:17:27.461Z,2025-05-02T15:17:29Z,6iaszy97sphbfkhfxdwd93g15,M. Ogungbaro,,,5694149009,56,Back,5694149017,213,4.89,5694149013,141,13.5,5694149011,140,41.5,5694149015,212,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754445,148,1,1,14,34,7efqk7uh63928il0yffxijnv7,1,41.5,10.4,2025-05-02T15:17:29.758Z,2025-05-02T15:17:30Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5694149037,56,Back,5694149041,141,15.2,5694149045,213,1.44,5694149039,140,41.9,5694149043,212,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754451,149,1,1,14,35,7efqk7uh63928il0yffxijnv7,0,42.0,14.7,2025-05-02T15:17:30.621Z,2025-05-02T15:17:33Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5694149117,213,6.23,5694149113,141,11.3,5694149109,56,Right,5694149119,1,,5694149111,140,80.7,5694149115,212,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754457,168,1,1,14,39,5qxgilg61hlwxzfpdn2nhcayd,0,19.5,90.8,2025-05-02T15:17:35.553Z,2025-05-02T15:17:36Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5694149161,212,25.7,5694149153,157,,5694149165,1,,5694149157,140,44.0,5694149159,141,92.3,5694149155,56,Back,5694149163,213,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754459,150,1,1,14,41,7efqk7uh63928il0yffxijnv7,0,64.9,10.1,2025-05-02T15:17:36.710Z,2025-05-02T15:17:37Z,npha09mhy3755go8t6lg3ey2,A. Bjonbäck,,,5694149171,140,70.0,5694149175,212,10.7,5694149169,56,Center,5694149167,3,,5694149177,213,1.05,5694149173,141,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754465,169,61,1,14,42,5qxgilg61hlwxzfpdn2nhcayd,1,28.6,75.1,2025-05-02T15:17:37.870Z,2025-05-02T15:17:38Z,5nhh1n77us1h2z5wvx7mt2gpg,A. Okyere,,,5694149205,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754475,171,1,1,14,44,5qxgilg61hlwxzfpdn2nhcayd,1,20.4,65.4,2025-05-02T15:17:39.665Z,2025-05-02T15:17:41Z,818ngmk0u0iqzv4j93yj97aad,R. Selander,,,5694149231,212,7.9,5694149225,56,Back,5694149229,141,70.8,5694149227,140,27.1,5694149233,213,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754477,172,1,1,14,46,5qxgilg61hlwxzfpdn2nhcayd,0,33.2,69.5,2025-05-02T15:17:41.776Z,2025-05-02T15:18:21Z,5nhh1n77us1h2z5wvx7mt2gpg,A. Okyere,,,5694150193,212,6.0,5694150189,140,38.9,5694149237,56,Back,5694150195,213,6.26,5694150191,141,69.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754481,151,61,1,14,46,7efqk7uh63928il0yffxijnv7,1,66.1,30.1,2025-05-02T15:17:42.280Z,2025-05-02T15:17:42Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5694149249,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754485,152,1,1,14,47,7efqk7uh63928il0yffxijnv7,1,63.5,27.6,2025-05-02T15:17:43.478Z,2025-05-02T15:17:44Z,d7od1kij5jchngdcwlvls0max,S. Kähkönen,,,5694149255,56,Center,5694149263,213,2.47,5694149259,141,35.1,5694149261,212,8.2,5694149257,140,57.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754489,153,1,1,14,48,7efqk7uh63928il0yffxijnv7,1,57.4,35.1,2025-05-02T15:17:44.414Z,2025-05-02T15:36:54Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5694149293,213,1.24,5694149285,56,Center,5694149289,141,51.9,5694149287,140,61.1,5694149291,212,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754497,155,1,1,14,51,7efqk7uh63928il0yffxijnv7,1,62.4,63.6,2025-05-02T15:17:46.644Z,2025-05-02T15:17:48Z,cbceals9gkfqlywg94zzzlgb9,F. Valenčič,,,5694149327,140,64.8,5694149333,213,1.40,5694149331,212,14.8,5694149329,141,85.1,5694149325,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754507,156,1,1,14,53,7efqk7uh63928il0yffxijnv7,1,68.3,83.2,2025-05-02T15:17:48.829Z,2025-05-02T15:17:52Z,ewhh39na34kvumaw7zfbh228l,G. Sotelo,,,5694149393,212,22.3,5694149389,140,89.4,5694149395,213,6.17,5694149387,56,Left,5694149391,141,79.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754515,157,1,1,14,56,7efqk7uh63928il0yffxijnv7,1,88.1,90.5,2025-05-02T15:17:52.278Z,2025-05-02T15:17:54Z,cbceals9gkfqlywg94zzzlgb9,F. Valenčič,,,5694149445,56,Left,5694149451,212,9.9,5694149449,141,80.0,5694149447,140,81.6,5694149453,213,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754519,158,61,1,14,58,7efqk7uh63928il0yffxijnv7,0,82.5,74.1,2025-05-02T15:17:54.382Z,2025-05-02T15:17:54Z,ewhh39na34kvumaw7zfbh228l,G. Sotelo,,,5694149471,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754529,173,12,1,14,59,5qxgilg61hlwxzfpdn2nhcayd,1,13.4,32.7,2025-05-02T15:17:55.296Z,2025-05-02T15:18:29Z,2fj3f2zy80nbu8p3ryblmioes,V. Purosalo,,,5694149533,212,23.5,5694149527,56,Back,5694149529,140,34.9,5694149535,213,0.29,5694149531,141,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754555,175,1,1,15,1,5qxgilg61hlwxzfpdn2nhcayd,1,36.3,42.5,2025-05-02T15:17:56.704Z,2025-05-02T15:18:00Z,2shgmz0kct6m0wphe28gq04ix,S. Lindholm,,,5694149633,140,26.8,5694149637,212,16.3,5694149635,141,61.5,5694149639,213,2.23,5694149631,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754557,176,1,1,15,4,5qxgilg61hlwxzfpdn2nhcayd,0,30.9,69.0,2025-05-02T15:18:00.384Z,2025-05-02T15:18:00Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,,5694149647,140,38.2,5694149653,213,5.68,5694149645,56,Back,5694149651,212,9.3,5694149649,141,61.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754559,159,61,1,15,5,7efqk7uh63928il0yffxijnv7,1,60.4,31.9,2025-05-02T15:18:00.766Z,2025-05-02T15:37:11Z,6iaszy97sphbfkhfxdwd93g15,M. Ogungbaro,,,5694149655,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754571,161,1,1,15,7,7efqk7uh63928il0yffxijnv7,1,45.0,28.2,2025-05-02T15:18:03.308Z,2025-05-02T15:18:04Z,npha09mhy3755go8t6lg3ey2,A. Bjonbäck,,,5694149715,140,61.3,5694149717,141,37.6,5694149713,56,Center,5694149721,213,0.36,5694149719,212,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754581,162,1,1,15,8,7efqk7uh63928il0yffxijnv7,1,65.3,35.8,2025-05-02T15:18:04.406Z,2025-05-02T15:18:05Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5694149747,140,60.0,5694149753,213,2.53,5694149751,212,6.8,5694149749,141,41.5,5694149745,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754587,163,1,1,15,9,7efqk7uh63928il0yffxijnv7,1,60.0,39.8,2025-05-02T15:18:05.254Z,2025-05-02T15:18:06Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5694149799,213,5.69,5694149797,212,6.7,5694149793,140,65.3,5694149791,56,Center,5694149795,141,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754593,164,1,1,15,10,7efqk7uh63928il0yffxijnv7,1,65.9,31.6,2025-05-02T15:18:06.150Z,2025-05-02T15:18:06Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5694149821,140,63.0,5694149819,56,Center,5694149825,212,3.6,5694149827,213,2.60,5694149823,141,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754595,165,1,1,15,11,7efqk7uh63928il0yffxijnv7,1,63.0,34.3,2025-05-02T15:18:06.813Z,2025-05-02T15:18:07Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5694149843,56,Center,5694149847,141,27.9,5694149849,212,4.7,5694149851,213,5.08,5694149845,140,64.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754597,166,1,1,15,11,7efqk7uh63928il0yffxijnv7,1,64.6,27.9,2025-05-02T15:18:07.462Z,2025-05-02T15:18:08Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5694149863,213,1.84,5694149855,56,Center,5694149857,140,64.1,5694149861,212,2.0,5694149859,141,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754601,167,1,1,15,12,7efqk7uh63928il0yffxijnv7,1,64.1,30.7,2025-05-02T15:18:08.261Z,2025-05-02T15:18:09Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5694149885,141,22.8,5694149881,56,Center,5694149883,140,61.2,5694149887,212,6.2,5694149889,213,4.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754619,168,1,1,15,13,7efqk7uh63928il0yffxijnv7,1,54.2,27.0,2025-05-02T15:18:09.118Z,2025-05-02T15:18:12Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5694149993,213,2.74,5694149989,141,33.6,5694149985,56,Back,5694149987,140,44.0,5694149991,212,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754633,169,1,1,15,16,7efqk7uh63928il0yffxijnv7,1,43.6,32.1,2025-05-02T15:18:12.022Z,2025-05-02T15:18:15Z,6iaszy97sphbfkhfxdwd93g15,M. Ogungbaro,,,5694150051,212,4.9,5694150045,56,Back,5694150049,141,26.2,5694150053,213,5.31,5694150047,140,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754643,170,1,1,15,19,7efqk7uh63928il0yffxijnv7,1,45.6,26.7,2025-05-02T15:18:15.190Z,2025-05-02T15:18:16Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5694150101,213,2.69,5694150093,141,33.4,5694150097,212,10.4,5694150089,140,36.7,5694150085,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754651,171,1,1,15,21,7efqk7uh63928il0yffxijnv7,1,37.4,37.1,2025-05-02T15:18:16.781Z,2025-05-02T15:18:19Z,6iaszy97sphbfkhfxdwd93g15,M. Ogungbaro,,,5694150157,213,1.51,5694150153,212,16.6,5694150147,56,Back,5694150149,140,38.3,5694150151,141,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754659,172,1,1,15,23,7efqk7uh63928il0yffxijnv7,1,37.8,60.8,2025-05-02T15:18:19.045Z,2025-05-02T15:18:21Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5694150227,56,Back,5694150233,212,11.0,5694150231,141,62.9,5694150235,213,0.13,5694150229,140,48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754661,173,4,1,15,25,7efqk7uh63928il0yffxijnv7,1,43.3,68.0,2025-05-02T15:18:21.061Z,2025-05-02T15:56:57Z,cbceals9gkfqlywg94zzzlgb9,F. Valenčič,,,5694150301,152,,5694150241,286,,5694150309,233,177,5694150239,56,Back,5694150299,13,,5694150303,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754671,177,4,1,15,25,5qxgilg61hlwxzfpdn2nhcayd,0,56.7,32.0,2025-05-02T15:18:21.062Z,2025-05-02T15:56:57Z,818ngmk0u0iqzv4j93yj97aad,R. Selander,,,5694150329,233,173,5694150283,152,,5694150287,285,,5694150279,13,,5694150285,265,,5694150281,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754737,174,1,1,15,47,7efqk7uh63928il0yffxijnv7,1,44.6,70.6,2025-05-02T15:18:42.806Z,2025-05-02T15:18:47Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5694150677,141,58.5,5694150673,56,Back,5694150679,212,9.1,5694150681,213,5.15,5694150671,152,,5694150669,5,,5694150675,140,48.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754743,175,1,1,15,51,7efqk7uh63928il0yffxijnv7,1,53.4,69.7,2025-05-02T15:18:46.942Z,2025-05-02T15:18:49Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5694150723,213,1.42,5694150715,56,Left,5694150717,140,55.3,5694150721,212,13.7,5694150719,141,89.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754741,178,83,1,15,51,5qxgilg61hlwxzfpdn2nhcayd,0,46.1,24.1,2025-05-02T15:18:47.233Z,2025-05-02T15:18:53Z,49br3gmn71y8pd5wqkfkvrbah,Lucas Falcão,,,5694150765,399,ewhh39na34kvumaw7zfbh228l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754745,176,1,1,15,53,7efqk7uh63928il0yffxijnv7,1,55.7,90.3,2025-05-02T15:18:49.326Z,2025-05-02T15:18:52Z,ewhh39na34kvumaw7zfbh228l,G. Sotelo,,,5694150747,212,4.4,5694150743,140,59.9,5694150749,213,0.12,5694150741,56,Left,5694150745,141,91.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754747,177,1,1,15,56,7efqk7uh63928il0yffxijnv7,1,56.0,88.7,2025-05-02T15:18:52.533Z,2025-05-02T15:18:55Z,d7od1kij5jchngdcwlvls0max,S. Kähkönen,,,5694150755,140,42.9,5694150759,212,14.2,5694150757,141,83.5,5694150761,213,3.39,5694150753,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754749,178,1,1,15,59,7efqk7uh63928il0yffxijnv7,1,45.3,86.9,2025-05-02T15:18:55.150Z,2025-05-02T15:18:59Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5694150819,140,55.2,5694150825,213,0.20,5694150821,141,90.0,5694150817,56,Left,5694150823,212,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754751,179,1,1,16,3,7efqk7uh63928il0yffxijnv7,0,57.6,93.9,2025-05-02T15:18:59.309Z,2025-05-02T15:19:00Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5694150831,56,Center,5694150835,141,66.4,5694150837,212,26.1,5694150833,140,74.9,5694150839,213,5.48,5694150829,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754757,180,1,1,16,6,5qxgilg61hlwxzfpdn2nhcayd,1,24.2,31.5,2025-05-02T15:19:02.415Z,2025-05-02T15:19:04Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5694150855,213,0.87,5694150851,141,43.3,5694150849,140,30.6,5694150853,212,10.5,5694150847,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754773,181,1,1,16,8,5qxgilg61hlwxzfpdn2nhcayd,1,32.3,48.5,2025-05-02T15:19:04.368Z,2025-05-02T15:19:10Z,5nhh1n77us1h2z5wvx7mt2gpg,A. Okyere,,,5694150907,140,37.7,5694150915,213,1.17,5694150909,141,68.2,5694150911,212,14.5,5694150905,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754797,182,1,1,16,14,5qxgilg61hlwxzfpdn2nhcayd,1,60.0,77.9,2025-05-02T15:19:09.952Z,2025-05-02T15:19:11Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5694150993,141,96.6,5694150997,213,1.00,5694150989,56,Left,5694150995,212,15.1,5694150991,140,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754813,183,1,1,16,16,5qxgilg61hlwxzfpdn2nhcayd,1,69.4,97.1,2025-05-02T15:19:11.840Z,2025-05-02T15:19:17Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,,5694151097,213,0.02,5694151093,141,98.0,5694151091,140,96.4,5694151095,212,28.4,5694151089,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754817,184,1,1,16,21,5qxgilg61hlwxzfpdn2nhcayd,1,96.4,98.4,2025-05-02T15:19:17.024Z,2025-05-02T15:19:19Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5694151111,141,87.5,5694151109,140,90.6,5694151115,213,4.02,5694151113,212,9.6,5694151107,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754823,185,1,1,16,23,5qxgilg61hlwxzfpdn2nhcayd,0,96.9,77.8,2025-05-02T15:19:19.536Z,2025-05-02T15:19:21Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,,5694151147,140,95.8,5694151153,213,4.66,5694151151,212,21.4,5694151149,141,46.4,5694151145,56,Center,5694151141,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754837,180,12,1,16,25,7efqk7uh63928il0yffxijnv7,1,2.3,47.6,2025-05-02T15:19:21.517Z,2025-05-02T15:19:25Z,66zsjkvxs4cbh9u63hk273t1x,Miguel Santos,,,5694151239,56,Back,5694151243,141,44.6,5694151247,213,6.14,5694151245,212,14.4,5694151241,140,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754831,186,15,1,16,28,5qxgilg61hlwxzfpdn2nhcayd,1,81.5,50.0,2025-05-02T15:19:23.794Z,2025-05-02T15:19:49Z,818ngmk0u0iqzv4j93yj97aad,R. Selander,,,5694151641,146,95.4,5694151631,76,,5694151637,328,,5694151633,102,51.9,5694151647,233,181,5694151453,20,,5694151643,147,50.2,5694151201,18,,5694151635,103,2.5,5694151203,56,5694151199,22,5694151639,458,,,,,,Center,,,,,,,,,,,,,,,,
2808754839,181,10,1,16,28,7efqk7uh63928il0yffxijnv7,1,4.9,50.5,2025-05-02T15:19:23.894Z,2025-05-02T18:47:33Z,66zsjkvxs4cbh9u63hk273t1x,Miguel Santos,,,5694151373,179,,5694151255,56,Back,5694151253,182,,5694151371,174,,5694151651,233,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754841,187,13,1,16,30,5qxgilg61hlwxzfpdn2nhcayd,1,92.0,53.4,2025-05-02T15:19:25.953Z,2025-05-02T15:20:05Z,2shgmz0kct6m0wphe28gq04ix,S. Lindholm,,,5694151845,458,,5694151259,22,,5694151849,231,50,5694151839,102,59.3,5694151667,20,,5694151261,17,,5694151841,103,9.7,5694151837,73,,5694151843,214,,5694151263,56,5694151847,230,,,,,,,,Center,99.7,,,,,,,,,,,,,,,
2808754863,182,5,1,16,32,7efqk7uh63928il0yffxijnv7,1,-0.6,39.1,2025-05-02T15:19:27.602Z,2025-05-02T15:56:47Z,66zsjkvxs4cbh9u63hk273t1x,Miguel Santos,,,5694151367,56,Back,5694151375,233,188,5694151369,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754851,188,5,1,16,32,5qxgilg61hlwxzfpdn2nhcayd,0,100.6,60.9,2025-05-02T15:19:27.602Z,2025-05-02T15:19:33Z,2shgmz0kct6m0wphe28gq04ix,S. Lindholm,,,5694151379,233,182,5694151319,346,,5694151317,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754923,183,1,1,17,3,7efqk7uh63928il0yffxijnv7,1,4.4,60.8,2025-05-02T15:19:58.661Z,2025-05-02T15:20:02Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5694151801,237,,5694151789,56,Back,5694151791,140,4.3,5694151787,124,,5694151795,212,6.1,5694151797,213,4.70,5694151793,141,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754929,184,1,1,17,6,7efqk7uh63928il0yffxijnv7,1,4.4,50.9,2025-05-02T15:20:02.270Z,2025-05-02T15:20:05Z,66zsjkvxs4cbh9u63hk273t1x,Miguel Santos,,,5694151871,212,29.2,5694151865,56,Back,5694151869,141,9.7,5694151867,140,12.2,5694151863,155,,5694151873,213,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754933,185,1,1,17,9,7efqk7uh63928il0yffxijnv7,0,12.6,9.5,2025-05-02T15:20:05.438Z,2025-05-02T15:20:07Z,npha09mhy3755go8t6lg3ey2,A. Bjonbäck,,,5694151903,213,0.03,5694151895,56,Back,5694151897,140,32.1,5694151893,155,,5694151901,212,20.5,5694151899,141,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754949,189,1,1,17,13,5qxgilg61hlwxzfpdn2nhcayd,1,65.7,97.7,2025-05-02T15:20:08.688Z,2025-05-02T15:20:11Z,1utcfk5giq7ghp8b2z3u9b27d,J. Houston,,,5694151977,212,12.0,5694151973,140,73.1,5694151979,213,5.41,5694151981,1,,5694151971,56,Left,5694151969,157,,5694151975,141,84.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754945,186,83,1,17,15,7efqk7uh63928il0yffxijnv7,0,30.2,13.8,2025-05-02T15:20:10.797Z,2025-05-02T15:20:33Z,npha09mhy3755go8t6lg3ey2,A. Bjonbäck,,,5694151991,399,amdo0gvq5yaascwon92mhyaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754951,190,61,1,17,16,5qxgilg61hlwxzfpdn2nhcayd,0,71.1,84.5,2025-05-02T15:20:11.841Z,2025-05-02T15:20:34Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,,5694151987,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754961,187,1,1,17,19,7efqk7uh63928il0yffxijnv7,1,55.4,30.0,2025-05-02T15:20:15.365Z,2025-05-02T15:20:18Z,crqntc3sy05jsblgk90gymhn9,J. Remesaho,,,5694152063,141,60.9,5694152067,213,1.42,5694152059,56,Center,5694152065,212,21.3,5694152061,140,58.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754977,188,1,1,17,22,7efqk7uh63928il0yffxijnv7,1,61.2,63.0,2025-05-02T15:20:17.989Z,2025-05-02T15:20:21Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5694152163,213,1.09,5694152155,56,Left,5694152157,140,69.4,5694152161,212,18.7,5694152159,141,87.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754985,189,1,1,17,25,7efqk7uh63928il0yffxijnv7,0,71.1,88.0,2025-05-02T15:20:21.502Z,2025-05-02T15:20:23Z,ewhh39na34kvumaw7zfbh228l,G. Sotelo,,,5694152193,155,,5694152197,140,89.1,5694152199,141,58.1,5694152203,213,5.46,5694152201,212,27.8,5694152195,56,Center,5694152191,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754997,191,12,1,17,27,5qxgilg61hlwxzfpdn2nhcayd,1,9.3,35.5,2025-05-02T15:20:23.568Z,2025-05-02T15:20:25Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5694152245,213,2.95,5694152241,141,38.5,5694152237,56,Back,5694152239,140,0.0,5694152243,212,10.6,5694152261,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754993,190,6,1,17,28,7efqk7uh63928il0yffxijnv7,1,96.2,60.2,2025-05-02T15:20:24.141Z,2025-05-02T15:57:09Z,ewhh39na34kvumaw7zfbh228l,G. Sotelo,,,5694152275,233,192,5694152221,56,Center,5694152223,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808755001,192,6,1,17,28,5qxgilg61hlwxzfpdn2nhcayd,0,3.8,39.8,2025-05-02T15:20:24.141Z,2025-05-02T15:57:09Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5694152267,56,Back,5694152269,73,,5694152291,233,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
