id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2820330007,102,1,1,10,16,cy6zs39z79dcfbr4xzkp38z7q,1,24.9,22.2,2025-05-31T14:10:16.455Z,2025-05-31T14:10:20Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5758133793,213,5.47,5758133787,140,35.4,5758133785,56,Back,5758133789,141,5.0,5758133791,212,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330027,103,1,1,10,20,cy6zs39z79dcfbr4xzkp38z7q,0,36.7,5.8,2025-05-31T14:10:20.719Z,2025-05-31T14:10:22Z,4votdnyh0srvboatz6a20d5p0,J. Paananen,,,5758133927,141,17.7,5758133925,140,70.0,5758133929,212,35.9,5758133921,155,,5758133933,1,,5758133931,213,0.23,5758133923,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330031,97,8,1,10,22,ea3yd0dgq6uy6pupkpn17j5xg,1,31.2,83.8,2025-05-31T14:10:22.785Z,2025-05-31T14:10:23Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5758133947,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330079,99,1,1,10,26,ea3yd0dgq6uy6pupkpn17j5xg,1,18.2,51.8,2025-05-31T14:10:26.363Z,2025-05-31T14:10:28Z,ag78l8kpc7icq4payr6mgyej8,S. Yussif,,,5758134193,140,4.5,5758134191,56,Back,5758134195,141,54.3,5758134199,213,3.02,5758134197,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330087,100,1,1,10,28,ea3yd0dgq6uy6pupkpn17j5xg,1,3.3,60.6,2025-05-31T14:10:28.800Z,2025-05-31T14:10:31Z,dcv3bj7tkpb8of9xh3br2510q,R. Paunio,,,5758134227,213,0.08,5758134225,212,15.4,5758134221,140,17.9,5758134219,56,Back,5758134223,141,62.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330109,101,1,1,10,31,ea3yd0dgq6uy6pupkpn17j5xg,1,18.5,53.6,2025-05-31T14:10:31.362Z,2025-05-31T14:10:34Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5758134349,213,4.30,5758134345,141,39.8,5758134347,212,10.2,5758134343,140,14.6,5758134341,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330115,102,1,1,10,34,ea3yd0dgq6uy6pupkpn17j5xg,0,14.6,39.8,2025-05-31T14:10:34.283Z,2025-05-31T14:10:36Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5758134383,140,41.9,5758134379,155,,5758134381,56,Back,5758134385,141,51.9,5758134389,213,0.28,5758134387,212,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330133,104,1,1,10,37,cy6zs39z79dcfbr4xzkp38z7q,1,55.2,44.3,2025-05-31T14:10:37.160Z,2025-05-31T14:10:38Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,5758134463,3,,5758134473,213,6.12,5758134469,141,41.2,5758134465,56,Center,5758134467,140,67.2,5758134471,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330135,103,83,1,10,38,ea3yd0dgq6uy6pupkpn17j5xg,0,29.4,52.5,2025-05-31T14:10:38.266Z,2025-05-31T14:10:41Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5758134613,399,9rle4eqj5q7d4y7hgu570vgfd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330151,106,1,1,10,39,cy6zs39z79dcfbr4xzkp38z7q,1,74.3,43.7,2025-05-31T14:10:39.079Z,2025-05-31T14:10:41Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,,5758134589,140,73.7,5758134595,213,4.62,5758134587,56,Center,5758134591,141,33.4,5758134593,212,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330173,107,1,1,10,42,cy6zs39z79dcfbr4xzkp38z7q,1,70.1,51.3,2025-05-31T14:10:42.751Z,2025-05-31T14:10:45Z,j4mqmt0lccgzq4nf87ljkoyy,J. Rennicks,,,5758134739,213,1.58,5758134735,141,84.1,5758134737,212,22.3,5758134733,140,69.8,5758134731,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330181,108,1,1,10,45,cy6zs39z79dcfbr4xzkp38z7q,1,74.9,89.6,2025-05-31T14:10:45.607Z,2025-05-31T14:10:46Z,80whrqt5ch885cdrzpzlez85w,Adramane Cassamá,,,5758134781,212,9.1,5758134777,140,83.0,5758134775,56,Left,5758134779,141,94.4,5758134783,213,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330193,109,1,1,10,46,cy6zs39z79dcfbr4xzkp38z7q,1,83.0,94.4,2025-05-31T14:10:46.630Z,2025-05-31T14:10:48Z,61ib1kknf11ab4v4f1magyu39,D. Barrow,,,5758134857,140,75.3,5758134855,56,Left,5758134859,141,92.3,5758134861,212,8.2,5758134863,213,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330211,110,1,1,10,48,cy6zs39z79dcfbr4xzkp38z7q,1,72.0,89.1,2025-05-31T14:10:48.543Z,2025-05-31T14:10:51Z,80whrqt5ch885cdrzpzlez85w,Adramane Cassamá,,,5758134961,213,3.80,5758134953,56,Center,5758134955,140,63.3,5758134959,212,11.6,5758134957,141,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330221,111,1,1,10,51,cy6zs39z79dcfbr4xzkp38z7q,1,64.0,82.0,2025-05-31T14:10:50.911Z,2025-05-31T14:10:52Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,5758135019,140,64.1,5758135021,141,92.3,5758135023,212,7.0,5758135017,56,Left,5758135025,213,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330247,112,1,1,10,52,cy6zs39z79dcfbr4xzkp38z7q,1,60.5,91.8,2025-05-31T14:10:52.535Z,2025-05-31T14:10:57Z,80whrqt5ch885cdrzpzlez85w,Adramane Cassamá,,,5758135161,140,45.1,5758135163,141,62.9,5758135167,213,4.02,5758135159,56,Back,5758135165,212,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330269,113,1,1,10,57,cy6zs39z79dcfbr4xzkp38z7q,1,47.2,49.3,2025-05-31T14:10:57.031Z,2025-05-31T14:10:59Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5758135273,212,16.5,5758135271,141,25.2,5758135275,213,4.83,5758135269,140,49.0,5758135267,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330303,114,1,1,10,59,cy6zs39z79dcfbr4xzkp38z7q,1,52.1,18.2,2025-05-31T14:10:59.191Z,2025-05-31T14:11:02Z,4votdnyh0srvboatz6a20d5p0,J. Paananen,,,5758135459,140,70.2,5758135457,56,Right,5758135465,213,5.79,5758135461,141,3.2,5758135463,212,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330343,115,1,1,11,2,cy6zs39z79dcfbr4xzkp38z7q,1,71.9,6.1,2025-05-31T14:11:02.287Z,2025-05-31T14:11:08Z,anfjghysnr4o03nqnxs98e0ic,O. Salmensuu,,,5758135711,213,6.17,5758135707,141,2.5,5758135709,212,22.2,5758135705,140,92.9,5758135703,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330349,116,1,1,11,8,cy6zs39z79dcfbr4xzkp38z7q,0,95.1,3.1,2025-05-31T14:11:08.775Z,2025-05-31T14:11:09Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,,5758135745,1,,5758135743,213,1.50,5758135733,157,,5758135737,140,95.9,5758135735,56,Center,5758135739,141,21.8,5758135741,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330377,105,1,1,11,11,ea3yd0dgq6uy6pupkpn17j5xg,1,5.0,76.1,2025-05-31T14:11:11.057Z,2025-05-31T14:11:12Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5758135859,140,4.4,5758135857,56,Back,5758135865,213,1.64,5758135861,141,89.1,5758135863,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330391,106,1,1,11,12,ea3yd0dgq6uy6pupkpn17j5xg,1,4.4,89.1,2025-05-31T14:11:12.010Z,2025-05-31T14:11:13Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5758135943,141,81.5,5758135951,213,5.60,5758135935,56,Back,5758135939,140,10.4,5758135947,212,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330397,107,1,1,11,13,ea3yd0dgq6uy6pupkpn17j5xg,1,10.4,81.5,2025-05-31T14:11:12.869Z,2025-05-31T14:11:13Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5758135979,212,8.6,5758135975,140,3.7,5758135981,213,3.76,5758135977,141,74.2,5758135973,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330423,108,1,1,11,13,ea3yd0dgq6uy6pupkpn17j5xg,1,3.7,74.2,2025-05-31T14:11:13.744Z,2025-05-31T14:11:17Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5758136129,140,14.6,5758136135,213,5.65,5758136127,56,Back,5758136131,141,61.8,5758136133,212,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330459,109,1,1,11,17,ea3yd0dgq6uy6pupkpn17j5xg,1,21.6,54.0,2025-05-31T14:11:17.525Z,2025-05-31T14:11:23Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5758136333,213,4.19,5758136327,140,15.5,5758136329,141,37.7,5758136325,56,Back,5758136331,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330483,110,1,1,11,23,ea3yd0dgq6uy6pupkpn17j5xg,1,18.0,34.2,2025-05-31T14:11:22.883Z,2025-05-31T14:11:26Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5758136457,212,28.9,5758136455,141,72.3,5758136459,213,1.11,5758136451,56,Back,5758136453,140,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330509,111,1,1,11,26,ea3yd0dgq6uy6pupkpn17j5xg,1,31.3,76.4,2025-05-31T14:11:26.086Z,2025-05-31T14:11:29Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5758136565,140,41.1,5758136569,141,97.5,5758136575,213,0.95,5758136561,56,Back,5758136573,212,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330515,112,1,1,11,29,ea3yd0dgq6uy6pupkpn17j5xg,0,41.1,97.5,2025-05-31T14:11:29.367Z,2025-05-31T14:11:30Z,7glr1eur910fj5b5fg743job9,R. Karjalainen,,,5758136593,141,92.4,5758136591,140,44.8,5758136595,212,5.2,5758136587,155,,5758136589,56,Back,5758136597,213,5.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330511,117,61,1,11,30,cy6zs39z79dcfbr4xzkp38z7q,1,59.5,10.4,2025-05-31T14:11:30.240Z,2025-05-31T14:11:30Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,,5758136579,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330597,119,1,1,11,39,cy6zs39z79dcfbr4xzkp38z7q,1,9.7,36.1,2025-05-31T14:11:39.695Z,2025-05-31T14:11:43Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,,5758137005,56,Back,5758137013,213,1.01,5758137009,141,66.0,5758137011,212,24.0,5758137007,140,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330639,120,1,1,11,43,cy6zs39z79dcfbr4xzkp38z7q,1,23.7,66.9,2025-05-31T14:11:43.623Z,2025-05-31T14:11:49Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,5758137291,213,4.07,5758137283,56,Back,5758137285,140,14.7,5758137289,212,15.7,5758137287,141,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330651,121,1,1,11,50,cy6zs39z79dcfbr4xzkp38z7q,1,17.4,48.7,2025-05-31T14:11:49.807Z,2025-05-31T14:11:51Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,,5758137365,212,20.8,5758137359,56,Back,5758137367,213,5.22,5758137363,141,21.9,5758137361,140,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330689,122,1,1,11,51,cy6zs39z79dcfbr4xzkp38z7q,1,24.7,24.9,2025-05-31T14:11:51.791Z,2025-05-31T14:11:57Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5758137565,1,,5758137563,213,1.48,5758137557,140,27.5,5758137555,56,Back,5758137559,141,73.2,5758137561,212,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330719,123,1,1,11,57,cy6zs39z79dcfbr4xzkp38z7q,1,37.8,72.9,2025-05-31T14:11:57.759Z,2025-05-31T14:12:01Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,5758137699,212,17.2,5758137695,140,54.0,5758137697,141,76.3,5758137693,56,Center,5758137701,213,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330737,124,1,1,12,1,cy6zs39z79dcfbr4xzkp38z7q,1,48.2,76.4,2025-05-31T14:12:01.038Z,2025-05-31T14:12:03Z,61ib1kknf11ab4v4f1magyu39,D. Barrow,,,5758137793,141,90.6,5758137791,140,37.3,5758137795,212,15.0,5758137789,56,Back,5758137797,213,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330721,113,83,1,12,1,ea3yd0dgq6uy6pupkpn17j5xg,0,55.1,24.4,2025-05-31T14:12:01.050Z,2025-05-31T14:12:07Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5758137935,399,7r2ifipuieqiar5n00o2j5uj9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330753,125,1,1,12,3,cy6zs39z79dcfbr4xzkp38z7q,0,36.0,90.5,2025-05-31T14:12:03.502Z,2025-05-31T14:12:06Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,5758137901,140,62.2,5758137903,141,90.9,5758137907,213,0.01,5758137905,212,27.5,5758137899,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330793,115,1,1,12,10,ea3yd0dgq6uy6pupkpn17j5xg,1,44.1,11.4,2025-05-31T14:12:09.939Z,2025-05-31T14:12:11Z,ag78l8kpc7icq4payr6mgyej8,S. Yussif,,,5758138107,140,49.6,5758138111,212,10.3,5758138105,56,Back,5758138109,141,24.0,5758138113,213,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330803,116,1,1,12,11,ea3yd0dgq6uy6pupkpn17j5xg,0,49.6,24.0,2025-05-31T14:12:11.205Z,2025-05-31T14:12:12Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5758138151,141,33.3,5758138153,212,22.3,5758138149,140,70.0,5758138155,213,0.29,5758138147,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330823,127,1,1,12,12,cy6zs39z79dcfbr4xzkp38z7q,1,32.7,69.7,2025-05-31T14:12:12.655Z,2025-05-31T14:12:14Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5758138271,212,9.7,5758138273,213,1.27,5758138267,140,35.4,5758138265,56,Back,5758138269,141,83.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330847,128,1,1,12,14,cy6zs39z79dcfbr4xzkp38z7q,1,35.6,83.5,2025-05-31T14:12:14.686Z,2025-05-31T14:12:20Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,5758138411,1,,5758138399,155,,5758138401,56,Left,5758138409,213,0.03,5758138405,141,86.5,5758138407,212,58.8,5758138403,140,91.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330851,117,45,1,12,20,ea3yd0dgq6uy6pupkpn17j5xg,0,6.6,13.6,2025-05-31T14:12:20.191Z,2025-05-31T14:53:05Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5758138439,285,,5758138437,56,Back,5758138483,233,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330857,129,3,1,12,20,cy6zs39z79dcfbr4xzkp38z7q,1,93.4,86.4,2025-05-31T14:12:20.191Z,2025-05-31T14:53:05Z,61ib1kknf11ab4v4f1magyu39,D. Barrow,,,5758138453,56,Left,5758138455,286,,5758138477,233,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330863,130,1,1,12,22,cy6zs39z79dcfbr4xzkp38z7q,0,99.2,76.9,2025-05-31T14:12:22.310Z,2025-05-31T14:44:33Z,61ib1kknf11ab4v4f1magyu39,D. Barrow,,,5758138491,141,64.8,5758204059,195,,5758138489,140,86.3,5758138495,213,3.69,5758138487,56,Center,5758138493,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330865,118,8,1,12,24,ea3yd0dgq6uy6pupkpn17j5xg,1,11.7,34.9,2025-05-31T14:12:23.983Z,2025-05-31T14:12:24Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5758138497,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330885,131,83,1,12,26,cy6zs39z79dcfbr4xzkp38z7q,0,89.9,74.5,2025-05-31T14:12:25.863Z,2025-05-31T14:44:56Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,,5758138757,399,bmbdwons7wudqebn3o3flm19l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330881,119,61,1,12,26,ea3yd0dgq6uy6pupkpn17j5xg,1,8.7,30.6,2025-05-31T14:12:26.592Z,2025-05-31T14:44:57Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5758138591,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330891,120,12,1,12,28,ea3yd0dgq6uy6pupkpn17j5xg,1,3.3,30.7,2025-05-31T14:12:27.858Z,2025-05-31T14:45:13Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5758205479,212,7.1,5758205475,140,6.5,5758205481,213,1.08,5758205477,141,39.9,5758138629,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820332101,173,43,1,12,28,cy6zs39z79dcfbr4xzkp38z7q,1,0.0,0.0,2025-05-31T14:12:28.335Z,2025-05-31T14:45:15Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,,5758145405,56,Center,5758205597,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330919,121,12,1,12,29,ea3yd0dgq6uy6pupkpn17j5xg,1,5.1,34.8,2025-05-31T14:12:29.295Z,2025-05-31T14:45:17Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5758138721,212,13.5,5758138719,141,38.0,5758138715,56,Back,5758138717,140,17.8,5758138723,213,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330909,132,44,1,12,29,cy6zs39z79dcfbr4xzkp38z7q,1,81.4,66.2,2025-05-31T14:12:29.614Z,2025-05-31T14:53:08Z,4votdnyh0srvboatz6a20d5p0,J. Paananen,,,5758138689,56,Center,5758138775,233,122,5758138691,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330923,122,44,1,12,29,ea3yd0dgq6uy6pupkpn17j5xg,0,18.6,33.8,2025-05-31T14:12:29.615Z,2025-05-31T14:53:08Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5758138751,285,,5758138737,56,Back,5758138779,233,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330913,133,1,1,12,30,cy6zs39z79dcfbr4xzkp38z7q,0,77.3,57.2,2025-05-31T14:12:30.407Z,2025-05-31T14:12:31Z,4votdnyh0srvboatz6a20d5p0,J. Paananen,,,5758138705,56,Center,5758138709,141,52.7,5758138713,213,5.95,5758138707,140,85.8,5758138703,3,,5758138711,212,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330935,123,12,1,12,32,ea3yd0dgq6uy6pupkpn17j5xg,1,7.6,39.4,2025-05-31T14:12:32.757Z,2025-05-31T14:45:39Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5758138803,141,47.6,5758138801,140,26.1,5758138799,56,Back,5758138807,212,20.2,5758138811,213,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330967,134,1,1,12,35,cy6zs39z79dcfbr4xzkp38z7q,1,65.4,59.3,2025-05-31T14:12:34.822Z,2025-05-31T14:18:35Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,,5758138991,213,1.01,5758138983,56,Left,5758138987,141,81.5,5758138985,140,74.5,5758138989,212,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330975,135,1,1,12,37,cy6zs39z79dcfbr4xzkp38z7q,1,73.5,76.1,2025-05-31T14:12:37.751Z,2025-05-31T14:12:39Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,,5758139031,213,5.38,5758139023,141,70.2,5758139027,212,5.1,5758139019,56,Center,5758139021,140,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820330995,136,1,1,12,39,cy6zs39z79dcfbr4xzkp38z7q,1,76.5,70.2,2025-05-31T14:12:39.158Z,2025-05-31T14:12:42Z,61ib1kknf11ab4v4f1magyu39,D. Barrow,,,5758139153,141,73.9,5758139151,140,93.0,5758139155,212,17.5,5758139157,213,0.14,5758139149,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820331005,137,1,1,12,42,cy6zs39z79dcfbr4xzkp38z7q,0,93.4,74.1,2025-05-31T14:12:41.975Z,2025-05-31T14:12:43Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,,5758139207,212,11.2,5758139205,141,57.6,5758139209,213,4.67,5758139201,56,Center,5758139203,140,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820331019,124,12,1,12,43,ea3yd0dgq6uy6pupkpn17j5xg,1,6.6,46.6,2025-05-31T14:12:42.801Z,2025-05-31T14:12:46Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5758139271,56,Back,5758139273,140,3.2,5758139277,212,33.0,5758139293,167,,5758139275,141,0.0,5758139279,213,4.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820331023,125,5,1,12,45,ea3yd0dgq6uy6pupkpn17j5xg,0,4.5,-1.6,2025-05-31T14:12:45.022Z,2025-05-31T14:52:45Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5758139285,56,Back,5758139287,347,,5758139307,233,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820331015,138,5,1,12,45,cy6zs39z79dcfbr4xzkp38z7q,1,95.5,101.6,2025-05-31T14:12:45.022Z,2025-05-31T14:52:45Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,,5758139289,233,125,5758139263,56,Left,5758139265,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820331131,139,1,1,13,5,cy6zs39z79dcfbr4xzkp38z7q,0,93.4,100.0,2025-05-31T14:13:04.910Z,2025-05-31T14:14:35Z,80whrqt5ch885cdrzpzlez85w,Adramane Cassamá,,,5758139943,56,Center,5758139951,213,4.71,5758139953,1,,5758139941,107,,5758139949,212,36.2,5758139945,140,93.4,5758139977,189,,5758139947,141,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820331117,126,12,1,13,6,ea3yd0dgq6uy6pupkpn17j5xg,1,6.7,63.7,2025-05-31T14:13:06.016Z,2025-05-31T14:13:08Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5758139959,167,,5758139871,141,100.0,5758139895,15,,5758139869,140,29.5,5758139875,213,0.83,5758139867,56,Back,5758139873,212,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820331127,127,5,1,13,7,ea3yd0dgq6uy6pupkpn17j5xg,0,22.6,101.8,2025-05-31T14:13:07.532Z,2025-05-31T14:13:14Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5758139923,347,,5758140075,233,140,5758139921,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820331145,140,5,1,13,7,cy6zs39z79dcfbr4xzkp38z7q,1,77.4,-1.8,2025-05-31T14:13:07.532Z,2025-05-31T14:52:45Z,80whrqt5ch885cdrzpzlez85w,Adramane Cassamá,,,5758140013,347,,5758140011,56,Right,5758140043,233,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820331207,141,1,1,13,17,cy6zs39z79dcfbr4xzkp38z7q,1,77.8,0.0,2025-05-31T14:13:17.150Z,2025-05-31T14:13:20Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,,5758140353,1,,5758140341,107,,5758140347,141,37.1,5758140349,212,29.1,5758140345,140,66.1,5758140343,56,Center,5758140351,213,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
