id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2820316763,1,34,16,0,0,ea3yd0dgq6uy6pupkpn17j5xg,1,0.0,0.0,2025-05-31T13:11:25.816Z,2025-05-31T13:11:26Z,,,,,5758058593,197,28657,5758058583,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5758058595,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5758058587,130,4,5758058589,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5758058585,59,"1, 6, 3, 10, 5, 28, 18, 8, 9, 11, 7, 17, 19, 21, 70, 33, 80, 2, 16, 67",5758058581,30,"dcv3bj7tkpb8of9xh3br2510q, ag78l8kpc7icq4payr6mgyej8, 2qks3nbpd8o6igkqjl9e4po4q, ayl3txfejfa46xvwnzzd76vze, 17p2jqe16w5j9qh5f8yr80g7o, czynssza36ggpaezb0i14si22, f2qohaex1g5tvz10leo2ia6s, bmbdwons7wudqebn3o3flm19l, dytql3b2co1cst72z5qf879pl, 9tz8pzof2v3ktjwsyt3gl18gk, 7glr1eur910fj5b5fg743job9, 9f9rakq22c75ur58uel80f7ys, ciursygt8i2deeszjdebb28yx, 1coz8r44qcr2aau1u09888i6s, 93961wszqaocy96z45j4a232s, 6l2pjfuvjdnb6vkv4b0eb8mc4, dssxj3ymyofvhfjgmpg1ftuga, oqudbhzm03z0sfh8tw4qoqhg, 23ngtx061omtotnlvbzlgd3bo, 9ykuo0c905u48vd44wxgb6jth",5758058591,194,7glr1eur910fj5b5fg743job9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820319419,1,34,16,0,0,cy6zs39z79dcfbr4xzkp38z7q,1,0.0,0.0,2025-05-31T13:20:15.854Z,2025-05-31T14:24:07Z,,,,,5758073893,130,8,5758073897,194,9rle4eqj5q7d4y7hgu570vgfd,5758073889,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5758073895,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5758073887,30,"91fm2241o9p5nxo84p43tedhx, cn6gncw8nbyds83xx6cxbzrpw, 80whrqt5ch885cdrzpzlez85w, 2iff45qvldope3itiwthnvgx6, 9p03mfw1a51fwu8fklock97je, 7r2ifipuieqiar5n00o2j5uj9, anfjghysnr4o03nqnxs98e0ic, 4votdnyh0srvboatz6a20d5p0, j4mqmt0lccgzq4nf87ljkoyy, 9rle4eqj5q7d4y7hgu570vgfd, 61ib1kknf11ab4v4f1magyu39, 18e98agfd0xvy161ax3ru08pg, an77jbrily6wipsqhwliubhsl, a1dhi0sqw2yeffewd34n6z7fu, 4accnmk8l7khcvpzibgdxjl04, cu75ndbeja7m9o2g789b0h34k, 5lx97p0c2ja9g4vjofjr2o5pl, 3ajk1fh1r7rxjmsljdm5zs639, bse78hbpbf32wr6nboc5zds0k, 3tpjeq8mn2sy9v6a8hcesp9wq",5758073899,197,20305,5758073901,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5758073891,59,"1, 29, 18, 17, 33, 38, 80, 37, 9, 14, 10, 6, 19, 24, 26, 99, 3, 5, 4, 22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327213,2,32,1,0,0,ea3yd0dgq6uy6pupkpn17j5xg,1,0.0,0.0,2025-05-31T13:59:59.801Z,2025-05-31T14:00:00Z,,,,,5758118339,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327217,2,32,1,0,0,cy6zs39z79dcfbr4xzkp38z7q,1,0.0,0.0,2025-05-31T13:59:59.801Z,2025-05-31T14:00:02Z,,,,,5758118359,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327219,3,1,1,0,0,cy6zs39z79dcfbr4xzkp38z7q,1,49.9,50.3,2025-05-31T13:59:59.802Z,2025-05-31T14:00:03Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,,5758118403,279,S,5758118393,56,Back,5758118401,213,3.47,5758118397,141,40.9,5758118395,140,32.1,5758118399,212,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327227,4,1,1,0,3,cy6zs39z79dcfbr4xzkp38z7q,0,30.6,40.7,2025-05-31T14:00:03.683Z,2025-05-31T14:30:14Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5758118441,1,,5758118439,213,0.69,5758118435,141,91.1,5758118437,212,53.7,5758118433,140,70.0,5758118429,157,,5758118431,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327223,3,44,1,0,6,ea3yd0dgq6uy6pupkpn17j5xg,1,26.2,9.1,2025-05-31T14:00:05.923Z,2025-05-31T14:53:07Z,ag78l8kpc7icq4payr6mgyej8,S. Yussif,,,5758118423,56,Back,5758118471,233,5,5758118425,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327233,5,44,1,0,6,cy6zs39z79dcfbr4xzkp38z7q,0,73.8,90.9,2025-05-31T14:00:05.924Z,2025-05-31T14:53:07Z,61ib1kknf11ab4v4f1magyu39,D. Barrow,,,5758118449,56,Left,5758118451,286,,5758118453,233,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327237,6,43,1,0,6,cy6zs39z79dcfbr4xzkp38z7q,1,0.0,0.0,2025-05-31T14:00:06.379Z,2025-05-31T14:30:16Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,,5758175637,144,1,5758118485,213,5.82,5758118477,56,Left,5758118481,141,92.0,5758118479,140,72.6,5758118483,212,5.5,5758118475,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327229,4,61,1,0,6,ea3yd0dgq6uy6pupkpn17j5xg,1,22.8,12.0,2025-05-31T14:00:06.565Z,2025-05-31T14:54:10Z,ag78l8kpc7icq4payr6mgyej8,S. Yussif,,,5758118445,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327243,7,1,1,0,11,cy6zs39z79dcfbr4xzkp38z7q,1,75.9,87.1,2025-05-31T14:00:11.643Z,2025-05-31T14:00:17Z,j4mqmt0lccgzq4nf87ljkoyy,J. Rennicks,,,5758118527,212,54.3,5758118529,213,4.73,5758118525,141,7.3,5758118521,56,Right,5758118519,196,,5758118517,155,,5758118523,140,76.9,5758118531,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327245,8,1,1,0,17,cy6zs39z79dcfbr4xzkp38z7q,0,84.0,5.9,2025-05-31T14:00:16.875Z,2025-05-31T14:00:22Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,,5758118535,2,,5758118541,140,92.1,5758118539,56,Center,5758118543,141,47.2,5758118537,155,,5758118547,213,1.28,5758118545,212,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327247,5,12,1,0,19,ea3yd0dgq6uy6pupkpn17j5xg,1,5.2,56.6,2025-05-31T14:00:19.048Z,2025-05-31T14:00:27Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5758118555,212,22.1,5758118559,15,,5758118557,213,0.62,5758118549,56,Back,5758118553,141,75.6,5758118551,140,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327257,9,1,1,0,22,cy6zs39z79dcfbr4xzkp38z7q,1,69.1,22.2,2025-05-31T14:00:22.210Z,2025-05-31T14:00:25Z,4votdnyh0srvboatz6a20d5p0,J. Paananen,,,5758118599,140,81.3,5758118601,141,3.2,5758118603,212,18.2,5758118597,56,Right,5758118605,213,5.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327259,10,1,1,0,25,cy6zs39z79dcfbr4xzkp38z7q,0,90.7,5.0,2025-05-31T14:00:25.475Z,2025-05-31T14:00:26Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,,5758118613,56,Center,5758118609,2,,5758118617,141,39.5,5758118615,140,93.1,5758118621,213,1.46,5758118619,212,23.6,5758118611,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327273,6,12,1,0,27,ea3yd0dgq6uy6pupkpn17j5xg,1,6.1,59.0,2025-05-31T14:00:27.171Z,2025-05-31T14:00:30Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5758118665,213,0.92,5758118657,56,Back,5758118659,140,27.0,5758118673,167,,5758118663,212,36.4,5758118661,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327275,7,5,1,0,29,ea3yd0dgq6uy6pupkpn17j5xg,0,27.0,101.8,2025-05-31T14:00:29.091Z,2025-05-31T14:52:40Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5758118667,56,Back,5758118669,347,,5758118683,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327271,11,5,1,0,29,cy6zs39z79dcfbr4xzkp38z7q,1,73.0,-1.8,2025-05-31T14:00:29.091Z,2025-05-31T14:00:30Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,,5758118655,347,,5758118677,233,7,5758118653,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327295,12,1,1,0,34,cy6zs39z79dcfbr4xzkp38z7q,1,76.7,0.0,2025-05-31T14:00:34.306Z,2025-05-31T14:00:40Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,,5758118737,56,Right,5758118743,212,15.1,5758118741,141,18.9,5758118739,140,81.6,5758118735,107,,5758118745,213,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327297,13,61,1,0,40,cy6zs39z79dcfbr4xzkp38z7q,0,88.5,27.1,2025-05-31T14:00:40.106Z,2025-05-31T14:00:40Z,j4mqmt0lccgzq4nf87ljkoyy,J. Rennicks,,,5758118749,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327301,8,3,1,0,41,ea3yd0dgq6uy6pupkpn17j5xg,1,14.1,82.2,2025-05-31T14:00:40.941Z,2025-05-31T14:28:29Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5758118759,56,Back,5758118767,233,14,5758118761,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327305,14,45,1,0,41,cy6zs39z79dcfbr4xzkp38z7q,0,85.9,17.8,2025-05-31T14:00:40.941Z,2025-05-31T14:31:40Z,anfjghysnr4o03nqnxs98e0ic,O. Salmensuu,,,5758118771,233,8,5758118763,56,Right,5758118765,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327309,10,1,1,0,42,ea3yd0dgq6uy6pupkpn17j5xg,1,13.4,95.4,2025-05-31T14:00:42.394Z,2025-05-31T14:00:45Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5758118789,1,,5758118785,212,36.1,5758118787,213,6.07,5758118779,56,Back,5758118783,141,84.4,5758118781,140,47.0,5758118777,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327317,11,1,1,0,45,ea3yd0dgq6uy6pupkpn17j5xg,1,46.0,81.6,2025-05-31T14:00:45.175Z,2025-05-31T14:32:05Z,dytql3b2co1cst72z5qf879pl,J. Streng,,,5758118825,213,4.06,5758118823,212,23.3,5758118821,141,54.4,5758118819,140,32.5,5758118815,3,,5758118833,156,,5758118817,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327329,12,1,1,0,48,ea3yd0dgq6uy6pupkpn17j5xg,1,32.0,45.8,2025-05-31T14:00:48.799Z,2025-05-31T14:52:43Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5758118871,140,62.4,5758118873,141,31.7,5758118877,213,5.99,5758118875,212,33.3,5758118869,56,Center,5758118879,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327331,13,3,1,0,53,ea3yd0dgq6uy6pupkpn17j5xg,1,80.0,31.2,2025-05-31T14:00:53.442Z,2025-05-31T14:53:04Z,9tz8pzof2v3ktjwsyt3gl18gk,L. Laine,,,5758118883,56,Center,5758118885,286,,5758118899,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327327,15,45,1,0,53,cy6zs39z79dcfbr4xzkp38z7q,0,20.0,68.8,2025-05-31T14:00:53.442Z,2025-05-31T14:53:04Z,80whrqt5ch885cdrzpzlez85w,Adramane Cassamá,,,5758118865,56,Back,5758118903,233,13,5758118867,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327335,14,1,1,0,55,ea3yd0dgq6uy6pupkpn17j5xg,0,84.3,36.4,2025-05-31T14:00:54.814Z,2025-05-31T14:01:19Z,9tz8pzof2v3ktjwsyt3gl18gk,L. Laine,,,5758118915,213,1.45,5758118911,141,42.7,5758118907,56,Center,5758118909,140,84.8,5758118913,212,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327337,16,8,1,0,57,cy6zs39z79dcfbr4xzkp38z7q,1,13.4,61.5,2025-05-31T14:00:56.922Z,2025-05-31T14:00:57Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,5758118917,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327351,15,1,1,0,57,ea3yd0dgq6uy6pupkpn17j5xg,1,72.9,46.1,2025-05-31T14:00:57.126Z,2025-05-31T14:01:13Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,1.0,,5758118985,56,Center,5758118989,141,73.8,5758118987,140,81.8,5758119077,210,15,5758118993,213,1.11,5758118991,212,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327353,16,15,1,0,59,ea3yd0dgq6uy6pupkpn17j5xg,1,81.2,73.6,2025-05-31T14:00:59.390Z,2025-05-31T14:53:17Z,dytql3b2co1cst72z5qf879pl,J. Streng,,,5758119001,56,Center,5758119079,76,,5758119091,215,,5758118999,18,,5758119099,233,17,5758119087,102,54.3,5758119093,146,98.2,5758118997,22,,5758119081,29,5758119089,103,5.1,5758119095,147,54.5,5758119083,55,15,5758119059,20,,,,,,,,,,,,,,,,,,,
2820327341,17,10,1,0,59,cy6zs39z79dcfbr4xzkp38z7q,1,1.7,46.4,2025-05-31T14:00:59.490Z,2025-05-31T14:59:06Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,,5758118967,177,,5758118969,179,,5758119103,233,16,5758118935,182,,5758118937,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327373,19,1,1,1,10,cy6zs39z79dcfbr4xzkp38z7q,1,6.0,49.3,2025-05-31T14:01:10.577Z,2025-05-31T14:01:19Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,,5758119157,141,69.1,5758119155,140,7.1,5758119159,212,13.5,5758119151,123,,5758119161,213,1.49,5758119153,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327385,20,1,1,1,19,cy6zs39z79dcfbr4xzkp38z7q,1,35.6,79.7,2025-05-31T14:01:19.561Z,2025-05-31T14:01:21Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,5758119211,140,57.5,5758119213,141,94.1,5758119209,56,Left,5758119217,213,0.40,5758119215,212,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327391,21,50,1,1,21,cy6zs39z79dcfbr4xzkp38z7q,1,57.4,94.0,2025-05-31T14:01:21.282Z,2025-05-31T14:33:47Z,61ib1kknf11ab4v4f1magyu39,D. Barrow,,,5758119303,233,17,5758119237,286,,5758119235,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327401,17,7,1,1,21,ea3yd0dgq6uy6pupkpn17j5xg,1,42.6,6.0,2025-05-31T14:01:21.283Z,2025-05-31T14:01:23Z,ag78l8kpc7icq4payr6mgyej8,S. Yussif,,,5758119279,167,,5758119283,285,,5758119293,233,21,5758119281,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327403,18,5,1,1,22,ea3yd0dgq6uy6pupkpn17j5xg,0,46.4,-1.6,2025-05-31T14:01:22.433Z,2025-05-31T14:52:41Z,ag78l8kpc7icq4payr6mgyej8,S. Yussif,,,5758119307,347,,5758119305,56,Back,5758119313,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327399,22,5,1,1,22,cy6zs39z79dcfbr4xzkp38z7q,1,53.6,101.6,2025-05-31T14:01:22.433Z,2025-05-31T14:52:41Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,,5758119275,56,Left,5758119309,233,18,5758119277,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327431,23,1,1,1,36,cy6zs39z79dcfbr4xzkp38z7q,0,53.2,100.0,2025-05-31T14:01:36.282Z,2025-05-31T14:01:36Z,80whrqt5ch885cdrzpzlez85w,Adramane Cassamá,,,5758119443,212,13.7,5758119437,56,Left,5758119435,107,,5758119439,140,65.2,5758119441,141,93.6,5758119445,213,5.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327429,19,8,1,1,36,ea3yd0dgq6uy6pupkpn17j5xg,1,33.3,8.6,2025-05-31T14:01:36.322Z,2025-05-31T14:01:36Z,ag78l8kpc7icq4payr6mgyej8,S. Yussif,,,5758119433,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327435,20,43,1,1,38,ea3yd0dgq6uy6pupkpn17j5xg,1,0.0,0.0,2025-05-31T14:01:37.854Z,2025-05-31T14:34:16Z,ag78l8kpc7icq4payr6mgyej8,S. Yussif,,,5758119457,56,Back,5758184485,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327439,24,1,1,1,38,cy6zs39z79dcfbr4xzkp38z7q,0,56.8,94.8,2025-05-31T14:01:38.194Z,2025-05-31T14:01:39Z,80whrqt5ch885cdrzpzlez85w,Adramane Cassamá,,,5758119483,1,,5758119471,157,,5758119481,213,5.69,5758119477,141,79.4,5758119479,212,18.8,5758119475,140,71.7,5758119473,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327453,21,1,1,1,40,ea3yd0dgq6uy6pupkpn17j5xg,1,23.8,23.3,2025-05-31T14:01:40.493Z,2025-05-31T14:01:42Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5758119535,213,0.11,5758119533,212,15.8,5758119527,56,Back,5758119529,140,38.8,5758119525,3,,5758119531,141,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327459,22,1,1,1,42,ea3yd0dgq6uy6pupkpn17j5xg,1,38.8,25.9,2025-05-31T14:01:42.415Z,2025-05-31T14:01:43Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5758119567,141,5.2,5758119565,140,43.3,5758119569,212,14.8,5758119573,1,,5758119563,56,Back,5758119561,157,,5758119571,213,5.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327461,23,1,1,1,43,ea3yd0dgq6uy6pupkpn17j5xg,0,43.3,5.2,2025-05-31T14:01:43.477Z,2025-05-31T14:01:44Z,9tz8pzof2v3ktjwsyt3gl18gk,L. Laine,,,5758119579,56,Right,5758119583,141,15.6,5758119581,140,51.3,5758119577,3,,5758119585,212,11.0,5758119587,213,0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327791,43,1,1,1,44,cy6zs39z79dcfbr4xzkp38z7q,1,53.6,81.4,2025-05-31T14:01:44.297Z,2025-05-31T14:36:27Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,5758188663,140,61.3,5758188661,56,Left,5758188669,213,0.72,5758188665,141,91.8,5758188667,212,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327789,42,1,1,1,46,cy6zs39z79dcfbr4xzkp38z7q,1,58.1,91.0,2025-05-31T14:01:46.139Z,2025-05-31T14:36:43Z,61ib1kknf11ab4v4f1magyu39,D. Barrow,,,5758189171,56,Back,5758189177,212,11.5,5758189179,213,3.08,5758189175,141,92.0,5758189173,140,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327489,25,1,1,1,48,cy6zs39z79dcfbr4xzkp38z7q,1,41.8,92.6,2025-05-31T14:01:48.009Z,2025-05-31T14:01:55Z,80whrqt5ch885cdrzpzlez85w,Adramane Cassamá,,,5758119739,212,31.1,5758119741,213,3.87,5758119735,140,19.8,5758119737,141,62.0,5758119733,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327499,26,1,1,1,55,cy6zs39z79dcfbr4xzkp38z7q,1,14.4,47.5,2025-05-31T14:01:55.545Z,2025-05-31T14:01:58Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,,5758119797,212,24.1,5758119799,213,1.24,5758119795,141,81.1,5758119793,140,21.8,5758119791,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327511,27,1,1,1,58,cy6zs39z79dcfbr4xzkp38z7q,1,22.4,79.9,2025-05-31T14:01:57.970Z,2025-05-31T14:02:00Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,5758119867,212,13.3,5758119869,213,5.99,5758119865,141,74.2,5758119861,56,Back,5758119863,140,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327523,28,1,1,2,0,cy6zs39z79dcfbr4xzkp38z7q,1,34.4,74.2,2025-05-31T14:01:59.945Z,2025-05-31T14:37:12Z,2iff45qvldope3itiwthnvgx6,O. Tiihonen,,,5758190119,156,,5758119911,213,2.74,5758119903,56,Back,5758119907,141,85.3,5758119905,140,17.7,5758119909,212,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327535,29,1,1,2,2,cy6zs39z79dcfbr4xzkp38z7q,1,17.7,85.3,2025-05-31T14:02:02.049Z,2025-05-31T14:02:05Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,5758119973,56,Back,5758119975,140,6.1,5758119979,212,22.1,5758119977,141,58.1,5758119981,213,4.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327551,30,1,1,2,5,cy6zs39z79dcfbr4xzkp38z7q,1,7.0,53.0,2025-05-31T14:02:05.114Z,2025-05-31T14:02:10Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,,5758120061,212,22.6,5758120057,140,14.0,5758120055,56,Back,5758120059,141,21.6,5758120063,213,5.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327555,31,1,1,2,10,cy6zs39z79dcfbr4xzkp38z7q,0,11.2,15.8,2025-05-31T14:02:10.410Z,2025-05-31T14:02:11Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5758120103,141,17.3,5758120101,140,66.2,5758120105,212,57.8,5758120099,56,Right,5758120109,1,,5758120107,213,0.02,5758120097,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327565,25,1,1,2,13,ea3yd0dgq6uy6pupkpn17j5xg,1,38.6,74.4,2025-05-31T14:02:13.159Z,2025-05-31T14:02:15Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5758120175,56,Back,5758120183,213,5.45,5758120179,141,64.8,5758120177,140,44.2,5758120181,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327569,26,1,1,2,15,ea3yd0dgq6uy6pupkpn17j5xg,0,44.2,64.8,2025-05-31T14:02:15.362Z,2025-05-31T14:02:16Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5758120207,286,,5758120197,212,3.0,5758120199,213,1.39,5758120195,141,69.1,5758120193,140,44.7,5758120203,233,32,5758120201,236,,5758120191,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327567,32,74,1,2,15,cy6zs39z79dcfbr4xzkp38z7q,1,61.6,20.6,2025-05-31T14:02:15.363Z,2025-05-31T14:02:17Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,,5758120213,233,26,5758120187,56,Right,5758120189,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327585,27,5,1,2,17,ea3yd0dgq6uy6pupkpn17j5xg,1,42.3,101.5,2025-05-31T14:02:17.666Z,2025-05-31T14:52:41Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5758120299,347,,5758120301,233,33,5758120297,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327573,33,5,1,2,17,cy6zs39z79dcfbr4xzkp38z7q,0,57.7,-1.5,2025-05-31T14:02:17.666Z,2025-05-31T14:52:42Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,,5758120219,56,Right,5758120221,347,,5758120319,233,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
