id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2822561243,412,13,1,46,46,3ptum5fjcgw51mqui0gu6uuf4,1,81.6,53.3,2025-06-14T16:46:55.821Z,2025-06-14T16:51:18Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5770677187,328,,5770677177,154,,5770676951,25,,5770676891,18,,5770677185,103,94.4,5770677175,29,,5770677189,230,100,5770677179,55,411,5770677183,102,51.8,5770677173,74,,5770677191,231,48.6,5770676953,20,,5770676893,56,Center,,,,,,,,,,,,,,,,,,
2822561249,413,5,1,46,47,3ptum5fjcgw51mqui0gu6uuf4,0,101.4,43.5,2025-06-14T16:46:56.715Z,2025-06-14T16:56:09Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5770676957,233,437,5770676929,346,,5770676927,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822561241,437,5,1,46,47,duspptyvnr5kpx2iko5gerhnz,1,-1.4,56.5,2025-06-14T16:46:56.715Z,2025-06-14T16:56:09Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5770676885,56,Back,5770676887,346,,5770676931,233,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822561353,438,1,1,47,19,duspptyvnr5kpx2iko5gerhnz,0,4.7,57.2,2025-06-14T16:47:28.620Z,2025-06-14T16:47:31Z,6i2n7bcfphn89v0eccet2fop,R. Leislahti,,,5770677523,140,68.2,5770677527,212,67.1,5770677525,141,68.7,5770677533,74,,5770677529,213,0.12,5770677531,1,,5770677519,124,,5770677521,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822561363,414,30,1,47,24,3ptum5fjcgw51mqui0gu6uuf4,1,0.0,0.0,2025-06-14T16:47:34.138Z,2025-06-14T16:47:34Z,,,,,5770677575,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822561361,439,30,1,47,24,duspptyvnr5kpx2iko5gerhnz,1,0.0,0.0,2025-06-14T16:47:34.138Z,2025-06-14T16:47:34Z,,,,,5770677573,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822562853,417,32,2,45,0,3ptum5fjcgw51mqui0gu6uuf4,1,0.0,0.0,2025-06-14T17:06:04.683Z,2025-06-14T17:06:05Z,,,,,5770686195,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822562845,441,32,2,45,0,duspptyvnr5kpx2iko5gerhnz,1,0.0,0.0,2025-06-14T17:06:04.683Z,2025-06-14T17:06:04Z,,,,,5770686177,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822562861,442,1,2,45,0,duspptyvnr5kpx2iko5gerhnz,1,50.1,49.9,2025-06-14T17:06:04.684Z,2025-06-14T17:06:08Z,80mvshlrrlu5vt41gkruwn8fe,Y. El Ouatki,,,5770686239,141,43.4,5770686243,213,3.33,5770686235,56,Back,5770686237,140,28.6,5770686241,212,23.0,5770686245,279,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822562875,443,1,2,45,3,duspptyvnr5kpx2iko5gerhnz,0,28.6,43.4,2025-06-14T17:06:07.923Z,2025-06-14T17:06:37Z,7zztpnbw4cfyw6q231nqy8nv9,M. Niemi,,,5770686311,56,Center,5770686321,1,,5770686317,212,38.0,5770686315,141,26.2,5770686319,213,5.97,5770686309,157,,5770686313,140,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822562887,418,8,2,45,6,3ptum5fjcgw51mqui0gu6uuf4,1,26.6,83.9,2025-06-14T17:06:11.099Z,2025-06-14T17:06:11Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5770686395,15,,5770686369,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822562895,419,5,2,45,7,3ptum5fjcgw51mqui0gu6uuf4,0,36.8,101.6,2025-06-14T17:06:12.250Z,2025-06-14T17:06:16Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5770686411,347,,5770686409,56,Back,5770686423,233,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822562901,444,5,2,45,7,duspptyvnr5kpx2iko5gerhnz,1,63.2,-1.6,2025-06-14T17:06:12.250Z,2025-06-14T17:08:08Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5770686413,56,Right,5770686415,347,,5770686417,233,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822562979,445,1,2,45,19,duspptyvnr5kpx2iko5gerhnz,1,61.7,0.0,2025-06-14T17:06:24.082Z,2025-06-14T17:06:29Z,9ka422rjynvrx4kofh5q8ivop,A. Räisänen,,,5770686811,141,5.5,5770686815,213,0.28,5770686807,56,Right,5770686805,107,,5770686813,212,15.4,5770686809,140,75.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822562987,446,50,2,45,24,duspptyvnr5kpx2iko5gerhnz,1,89.0,2.6,2025-06-14T17:06:29.234Z,2025-06-14T18:05:43Z,ebhnuikcvtrbmw5e80r1fds2y,O. Jakonen,,,5770686851,56,Right,5770686891,233,420,5770686853,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822562991,420,7,2,45,24,3ptum5fjcgw51mqui0gu6uuf4,1,11.0,97.4,2025-06-14T17:06:29.235Z,2025-06-14T18:05:43Z,4ciqzc2b0xfc24hha0bnp3eqy,J. Reid,,,5770686859,56,Back,5770686877,233,446,5770686923,167,,5770686861,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563003,422,5,2,45,25,3ptum5fjcgw51mqui0gu6uuf4,0,12.6,101.6,2025-06-14T17:06:29.698Z,2025-06-14T17:08:08Z,4ciqzc2b0xfc24hha0bnp3eqy,J. Reid,,,5770686933,56,Back,5770686943,233,447,5770686935,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822562989,447,5,2,45,25,duspptyvnr5kpx2iko5gerhnz,1,87.4,-1.6,2025-06-14T17:06:29.698Z,2025-06-14T17:08:08Z,ebhnuikcvtrbmw5e80r1fds2y,O. Jakonen,,,5770686937,233,422,5770686855,56,Right,5770686857,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822562997,421,43,2,45,25,3ptum5fjcgw51mqui0gu6uuf4,1,0.0,0.0,2025-06-14T17:06:30.154Z,2025-06-14T17:06:31Z,4ciqzc2b0xfc24hha0bnp3eqy,J. Reid,,,5770686873,212,0,5770686875,213,0.00,5770686865,168,0,5770686867,56,Back,5770686869,140,12.4,5770686871,141,100.0,5770686863,3,0,5770686905,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563057,448,1,2,45,51,duspptyvnr5kpx2iko5gerhnz,0,87.8,0.0,2025-06-14T17:06:56.482Z,2025-06-14T17:06:57Z,7zztpnbw4cfyw6q231nqy8nv9,M. Niemi,,,5770687281,140,88.2,5770687283,141,24.7,5770687285,212,18.2,5770687277,107,,5770687287,213,1.55,5770687279,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563063,423,12,2,45,54,3ptum5fjcgw51mqui0gu6uuf4,1,5.9,75.6,2025-06-14T17:06:58.970Z,2025-06-14T17:07:03Z,3xtbzw2dg5my9jn99xqh5gdpm,D. Enqvist,,,5770687323,140,25.7,5770687325,141,83.0,5770687327,212,21.4,5770687329,213,0.24,5770687331,15,,5770687321,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563075,424,4,2,45,57,3ptum5fjcgw51mqui0gu6uuf4,1,25.4,79.8,2025-06-14T17:07:02.289Z,2025-06-14T17:07:06Z,f5f9sfvtizyppg8kqtmp9y3ca,T. Olawale,,,5770687393,152,,5770687389,13,,5770687399,233,449,5770687397,285,,5770687395,265,,5770687391,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563069,449,4,2,45,57,duspptyvnr5kpx2iko5gerhnz,0,74.6,20.2,2025-06-14T17:07:02.290Z,2025-06-14T17:07:14Z,1t44y6xzubkclt6i6nzgkgr1l,Pedro Justiniano,,,5770687383,286,,5770687377,56,Right,5770687375,13,,5770687379,152,,5770687417,233,424,5770687381,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563129,425,1,2,46,16,3ptum5fjcgw51mqui0gu6uuf4,0,22.0,83.8,2025-06-14T17:07:21.516Z,2025-06-14T17:07:22Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5770687701,140,66.1,5770687697,152,,5770687695,155,,5770687709,1,,5770687707,213,0.15,5770687699,56,Left,5770687705,212,46.8,5770687703,141,93.8,5770687693,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563137,450,12,2,46,18,duspptyvnr5kpx2iko5gerhnz,1,28.7,10.6,2025-06-14T17:07:23.682Z,2025-06-14T17:07:24Z,1t44y6xzubkclt6i6nzgkgr1l,Pedro Justiniano,,,5770687739,212,14.5,5770687735,140,41.5,5770687737,141,18.5,5770687733,56,Back,5770687741,213,0.38,5770687745,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563143,426,1,2,46,20,3ptum5fjcgw51mqui0gu6uuf4,1,56.7,95.9,2025-06-14T17:07:25.467Z,2025-06-14T17:07:26Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,,,5770687781,212,11.6,5770687783,213,6.00,5770687775,56,Left,5770687777,140,67.3,5770687779,141,91.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563171,427,1,2,46,22,3ptum5fjcgw51mqui0gu6uuf4,1,61.6,90.9,2025-06-14T17:07:26.859Z,2025-06-14T17:07:36Z,3xtbzw2dg5my9jn99xqh5gdpm,D. Enqvist,,,5770687913,56,Left,5770687919,212,13.6,5770687915,140,74.4,5770687921,213,0.18,5770687917,141,94.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563175,428,3,2,46,30,3ptum5fjcgw51mqui0gu6uuf4,0,89.6,89.2,2025-06-14T17:07:35.570Z,2025-06-14T17:07:39Z,4ciqzc2b0xfc24hha0bnp3eqy,J. Reid,,,5770687943,286,,5770687991,233,451,5770687941,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563177,451,7,2,46,30,duspptyvnr5kpx2iko5gerhnz,1,10.4,10.8,2025-06-14T17:07:35.571Z,2025-06-14T17:07:39Z,9ka422rjynvrx4kofh5q8ivop,A. Räisänen,,,5770687945,167,,5770687981,233,428,5770687949,56,Back,5770687953,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563185,429,6,2,46,31,3ptum5fjcgw51mqui0gu6uuf4,1,89.2,87.3,2025-06-14T17:07:36.450Z,2025-06-14T17:08:21Z,4ciqzc2b0xfc24hha0bnp3eqy,J. Reid,,,5770687985,56,Left,5770688057,233,452,5770687987,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563187,452,6,2,46,31,duspptyvnr5kpx2iko5gerhnz,0,10.8,12.7,2025-06-14T17:07:36.450Z,2025-06-14T17:08:21Z,9ka422rjynvrx4kofh5q8ivop,A. Räisänen,,,5770688055,73,,5770688061,233,429,5770688053,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563297,430,1,2,46,57,3ptum5fjcgw51mqui0gu6uuf4,0,99.5,99.5,2025-06-14T17:08:01.738Z,2025-06-14T17:08:06Z,4ciqzc2b0xfc24hha0bnp3eqy,J. Reid,,,5770688685,212,44.8,5770688675,155,,5770688677,223,,5770688687,213,4.75,5770688679,56,Center,5770688689,1,,5770688673,6,,5770688683,141,33.7,5770688745,345,,5770688671,2,,5770688681,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,
2822563307,431,5,2,47,0,3ptum5fjcgw51mqui0gu6uuf4,0,100.6,36.4,2025-06-14T17:08:04.773Z,2025-06-14T17:08:10Z,4ciqzc2b0xfc24hha0bnp3eqy,J. Reid,,,5770688731,56,Center,5770688733,346,,5770688771,233,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563311,453,5,2,47,0,duspptyvnr5kpx2iko5gerhnz,1,-0.6,63.6,2025-06-14T17:08:04.773Z,2025-06-14T18:05:26Z,9ka422rjynvrx4kofh5q8ivop,A. Räisänen,,,5770688749,346,,5770688755,233,431,5770688747,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563471,454,1,2,47,30,duspptyvnr5kpx2iko5gerhnz,1,4.5,44.5,2025-06-14T17:08:35.379Z,2025-06-14T17:08:40Z,6i2n7bcfphn89v0eccet2fop,R. Leislahti,,,5770689547,1,,5770689545,213,6.12,5770689539,140,55.8,5770689543,212,54.6,5770689535,124,,5770689537,56,Center,5770689541,141,31.8,5770689551,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563473,455,61,2,47,34,duspptyvnr5kpx2iko5gerhnz,0,55.8,31.8,2025-06-14T17:08:38.883Z,2025-06-14T17:08:42Z,ebhnuikcvtrbmw5e80r1fds2y,O. Jakonen,,,5770689555,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563479,432,1,2,47,35,3ptum5fjcgw51mqui0gu6uuf4,1,40.6,67.6,2025-06-14T17:08:40.299Z,2025-06-14T17:08:42Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,,,5770689563,140,43.9,5770689569,213,5.02,5770689561,56,Back,5770689567,212,11.3,5770689565,141,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563487,433,1,2,47,37,3ptum5fjcgw51mqui0gu6uuf4,1,44.0,51.5,2025-06-14T17:08:42.107Z,2025-06-14T17:08:43Z,7mtrb2q1po3bwtkfp1w4w2qxh,J. van der Heyden,,,5770689597,56,Center,5770689601,141,59.4,5770689605,213,0.44,5770689599,140,55.0,5770689603,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563493,435,1,2,47,39,3ptum5fjcgw51mqui0gu6uuf4,0,59.6,60.9,2025-06-14T17:08:44.331Z,2025-06-14T17:08:46Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,,,5770689631,213,5.66,5770689623,56,Center,5770689629,212,26.4,5770689627,141,38.3,5770689625,140,80.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563497,456,1,2,47,41,duspptyvnr5kpx2iko5gerhnz,1,13.9,62.4,2025-06-14T17:08:46.435Z,2025-06-14T17:08:48Z,7zztpnbw4cfyw6q231nqy8nv9,M. Niemi,,,5770689659,141,53.7,5770689663,213,3.65,5770689655,56,Back,5770689657,140,3.7,5770689661,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563551,457,1,2,47,44,duspptyvnr5kpx2iko5gerhnz,1,3.7,53.7,2025-06-14T17:08:48.804Z,2025-06-14T17:08:57Z,6i2n7bcfphn89v0eccet2fop,R. Leislahti,,,5770689933,141,79.9,5770689929,56,Back,5770689927,157,,5770689939,1,,5770689935,212,34.2,5770689937,213,0.55,5770689931,140,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563553,458,61,2,47,52,duspptyvnr5kpx2iko5gerhnz,0,20.1,91.7,2025-06-14T17:08:57.219Z,2025-06-14T17:09:02Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5770689953,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563563,436,5,2,47,53,3ptum5fjcgw51mqui0gu6uuf4,1,84.1,-2.0,2025-06-14T17:08:58.100Z,2025-06-14T18:05:26Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,,5770689997,56,Right,5770689999,347,,5770690003,233,459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563557,459,5,2,47,53,duspptyvnr5kpx2iko5gerhnz,0,15.9,102.0,2025-06-14T17:08:58.100Z,2025-06-14T18:05:27Z,6i2n7bcfphn89v0eccet2fop,R. Leislahti,,,5770689979,347,,5770689977,56,Back,5770690027,233,436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563579,437,1,2,47,56,3ptum5fjcgw51mqui0gu6uuf4,1,79.5,0.0,2025-06-14T17:09:00.811Z,2025-06-14T17:09:06Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,,5770690103,141,20.0,5770690099,56,Right,5770690107,213,1.54,5770690097,107,,5770690105,212,15.0,5770690101,140,79.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563581,438,3,2,48,0,3ptum5fjcgw51mqui0gu6uuf4,1,76.4,24.2,2025-06-14T17:09:05.459Z,2025-06-14T18:05:41Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5770690129,233,460,5770690111,56,Center,5770690113,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563573,460,45,2,48,0,duspptyvnr5kpx2iko5gerhnz,0,23.6,75.8,2025-06-14T17:09:05.459Z,2025-06-14T18:05:42Z,bn62iwa6vrs5z6ow9q2kpq590,M. Etok,,,5770690063,56,Back,5770690135,233,438,5770690065,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563589,439,1,2,48,1,3ptum5fjcgw51mqui0gu6uuf4,1,79.9,19.1,2025-06-14T17:09:06.459Z,2025-06-14T17:09:07Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5770690139,56,Right,5770690143,141,5.8,5770690147,213,4.91,5770690145,212,9.2,5770690141,140,81.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563609,440,1,2,48,2,3ptum5fjcgw51mqui0gu6uuf4,1,81.6,5.8,2025-06-14T17:09:07.499Z,2025-06-14T17:09:10Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,,5770690231,212,29.9,5770690233,213,2.44,5770690229,141,34.0,5770690227,140,59.8,5770690225,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563641,441,1,2,48,6,3ptum5fjcgw51mqui0gu6uuf4,1,58.2,37.6,2025-06-14T17:09:10.907Z,2025-06-14T17:09:17Z,7mtrb2q1po3bwtkfp1w4w2qxh,J. van der Heyden,,,5770690409,56,Left,5770690413,141,90.5,5770690417,213,1.31,5770690415,212,37.3,5770690419,1,,5770690411,140,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563657,442,1,2,48,12,3ptum5fjcgw51mqui0gu6uuf4,1,69.1,95.6,2025-06-14T17:09:17.483Z,2025-06-14T17:09:20Z,3xtbzw2dg5my9jn99xqh5gdpm,D. Enqvist,,,5770690509,213,3.58,5770690501,56,Left,5770690507,212,17.4,5770690505,141,84.8,5770690503,140,54.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563685,443,1,2,48,15,3ptum5fjcgw51mqui0gu6uuf4,1,58.1,75.7,2025-06-14T17:09:20.283Z,2025-06-14T17:09:22Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5770690649,141,38.9,5770690651,212,25.4,5770690647,140,54.0,5770690645,56,Center,5770690653,213,4.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563691,444,1,2,48,17,3ptum5fjcgw51mqui0gu6uuf4,1,58.0,35.4,2025-06-14T17:09:22.587Z,2025-06-14T17:09:24Z,b7594v117himyndjrpkval8us,E. Okereke,,,5770690689,141,16.7,5770690685,56,Right,5770690687,140,71.2,5770690693,213,5.54,5770690691,212,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563721,445,1,2,48,20,3ptum5fjcgw51mqui0gu6uuf4,1,72.3,25.8,2025-06-14T17:09:24.922Z,2025-06-14T17:09:29Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,,5770690873,213,2.02,5770690865,56,Center,5770690867,140,65.3,5770690869,141,48.4,5770690871,212,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563735,446,1,2,48,25,3ptum5fjcgw51mqui0gu6uuf4,1,58.7,66.1,2025-06-14T17:09:29.787Z,2025-06-14T17:09:31Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5770690929,212,14.6,5770690927,141,77.2,5770690925,140,70.6,5770690923,56,Center,5770690931,213,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563741,447,1,2,48,26,3ptum5fjcgw51mqui0gu6uuf4,1,70.6,77.2,2025-06-14T17:09:31.467Z,2025-06-14T17:09:32Z,4ciqzc2b0xfc24hha0bnp3eqy,J. Reid,,,5770690951,141,92.6,5770690947,56,Left,5770690949,140,76.3,5770690955,213,1.05,5770690953,212,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563747,448,1,2,48,28,3ptum5fjcgw51mqui0gu6uuf4,1,76.3,92.6,2025-06-14T17:09:32.747Z,2025-06-14T17:09:36Z,3xtbzw2dg5my9jn99xqh5gdpm,D. Enqvist,,,5770691013,56,Left,5770691019,212,9.1,5770691015,140,67.7,5770691017,141,91.7,5770691021,213,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563769,449,1,2,48,31,3ptum5fjcgw51mqui0gu6uuf4,0,89.3,96.0,2025-06-14T17:09:36.603Z,2025-06-14T17:09:57Z,4ciqzc2b0xfc24hha0bnp3eqy,J. Reid,,,5770691141,140,92.4,5770691149,1,,5770691147,213,4.80,5770691145,212,37.6,5770691139,56,Center,5770691143,141,40.9,5770691135,2,,5770691137,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563765,461,4,2,48,35,duspptyvnr5kpx2iko5gerhnz,1,8.8,59.0,2025-06-14T17:09:40.660Z,2025-06-14T17:26:35Z,7zztpnbw4cfyw6q231nqy8nv9,M. Niemi,,,5770691803,233,450,5770691797,152,,5770691795,264,,5770691113,56,Back,5770691115,285,,5770691793,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563795,450,4,2,48,35,3ptum5fjcgw51mqui0gu6uuf4,0,91.2,41.0,2025-06-14T17:09:40.661Z,2025-06-14T17:26:35Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5770691301,264,,5770691833,233,461,5770691305,152,,5770691307,286,,5770691303,56,Center,5770691299,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563913,463,1,2,49,10,duspptyvnr5kpx2iko5gerhnz,1,8.3,58.4,2025-06-14T17:10:15.171Z,2025-06-14T17:10:17Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5770692063,56,Back,5770692071,213,4.42,5770692069,212,11.1,5770692065,140,5.3,5770692067,141,42.8,5770692059,5,,5770692061,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563931,464,1,2,49,12,duspptyvnr5kpx2iko5gerhnz,1,5.3,42.8,2025-06-14T17:10:17.043Z,2025-06-14T17:10:19Z,6i2n7bcfphn89v0eccet2fop,R. Leislahti,,,5770692173,141,57.5,5770692177,213,1.75,5770692175,212,10.2,5770692169,56,Back,5770692171,140,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563939,465,1,2,49,15,duspptyvnr5kpx2iko5gerhnz,0,3.9,65.8,2025-06-14T17:10:19.845Z,2025-06-14T17:10:20Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5770692223,141,60.5,5770692227,213,6.16,5770692225,212,29.1,5770692217,155,,5770692221,140,31.4,5770692219,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822563955,451,8,2,49,17,3ptum5fjcgw51mqui0gu6uuf4,1,73.4,28.3,2025-06-14T17:10:22.381Z,2025-06-14T17:10:22Z,7mtrb2q1po3bwtkfp1w4w2qxh,J. van der Heyden,,,5770692309,15,,5770692303,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822564103,469,44,2,49,18,duspptyvnr5kpx2iko5gerhnz,1,32.4,56.8,2025-06-14T17:10:23.571Z,2025-06-14T18:05:52Z,bn62iwa6vrs5z6ow9q2kpq590,M. Etok,,,5770693189,285,,5770693187,56,Back,5770693237,233,458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822564107,458,44,2,49,18,3ptum5fjcgw51mqui0gu6uuf4,0,67.6,43.2,2025-06-14T17:10:23.572Z,2025-06-14T17:12:41Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,,,5770693205,56,Center,5770693207,286,,5770693233,233,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822564385,476,1,2,49,19,duspptyvnr5kpx2iko5gerhnz,0,21.6,40.9,2025-06-14T17:10:24.477Z,2025-06-14T17:12:40Z,bn62iwa6vrs5z6ow9q2kpq590,M. Etok,,,5770695773,141,47.0,5770695767,3,,5770695769,56,Back,5770695771,140,23.6,5770695775,212,4.6,5770695777,213,1.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
