id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2805146609,1,34,16,0,0,cy6zs39z79dcfbr4xzkp38z7q,1,0.0,0.0,2025-04-23T15:05:56.502Z,2025-04-23T16:16:01Z,,,,,5674137061,197,18980,5674137055,130,13,5674137063,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5674137057,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5674137059,194,9rle4eqj5q7d4y7hgu570vgfd,5674137051,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5674137049,30,"91fm2241o9p5nxo84p43tedhx, 33va022bhya45v496wz8usn6y, cn6gncw8nbyds83xx6cxbzrpw, bse78hbpbf32wr6nboc5zds0k, 7r2ifipuieqiar5n00o2j5uj9, 3ajk1fh1r7rxjmsljdm5zs639, an77jbrily6wipsqhwliubhsl, 4votdnyh0srvboatz6a20d5p0, 7wd41kdu78udzrxi9feh2drhm, 9rle4eqj5q7d4y7hgu570vgfd, 61ib1kknf11ab4v4f1magyu39, 3tpjeq8mn2sy9v6a8hcesp9wq, c9987xq26uc7bq68l76clyxud, 2iff45qvldope3itiwthnvgx6, a1dhi0sqw2yeffewd34n6z7fu, anfjghysnr4o03nqnxs98e0ic, cu75ndbeja7m9o2g789b0h34k, 5lx97p0c2ja9g4vjofjr2o5pl, 80whrqt5ch885cdrzpzlez85w, 9p03mfw1a51fwu8fklock97je",5674137053,59,"1, 16, 29, 4, 38, 5, 19, 37, 7, 14, 10, 22, 8, 17, 24, 80, 99, 3, 18, 33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805146999,1,34,16,0,0,ea3yd0dgq6uy6pupkpn17j5xg,1,0.0,0.0,2025-04-23T15:07:08.631Z,2025-04-23T15:58:28Z,,,,,5674139283,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5674139265,30,"dcv3bj7tkpb8of9xh3br2510q, ag78l8kpc7icq4payr6mgyej8, 2qks3nbpd8o6igkqjl9e4po4q, ayl3txfejfa46xvwnzzd76vze, 3zfwycbtlksz95tsqcog03yp6, czynssza36ggpaezb0i14si22, bmbdwons7wudqebn3o3flm19l, f2qohaex1g5tvz10leo2ia6s, 1coz8r44qcr2aau1u09888i6s, 93961wszqaocy96z45j4a232s, 9tz8pzof2v3ktjwsyt3gl18gk, 7glr1eur910fj5b5fg743job9, ciursygt8i2deeszjdebb28yx, 2tnl1pjxxg2n4564fz9hcdsoa, e9tx4ca2kjj4kj9vm70fv2p04, 6l2pjfuvjdnb6vkv4b0eb8mc4, dssxj3ymyofvhfjgmpg1ftuga, bxd2pse7enn5c11fu8jlqjcwk, dytql3b2co1cst72z5qf879pl",5674139281,197,22108,5674139275,130,4,5674139273,59,"1, 6, 3, 10, 4, 28, 8, 18, 21, 70, 11, 7, 19, 20, 30, 33, 80, 15, 9",5674139269,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",5674139279,194,bmbdwons7wudqebn3o3flm19l,5674139277,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805160815,2,32,1,0,0,cy6zs39z79dcfbr4xzkp38z7q,1,0.0,0.0,2025-04-23T16:00:13.472Z,2025-04-23T16:00:15Z,,,,,5674221895,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805160811,2,32,1,0,0,ea3yd0dgq6uy6pupkpn17j5xg,1,0.0,0.0,2025-04-23T16:00:13.472Z,2025-04-23T16:00:13Z,,,,,5674221863,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805160831,3,1,1,0,0,cy6zs39z79dcfbr4xzkp38z7q,1,50.5,49.6,2025-04-23T16:00:13.473Z,2025-04-23T16:00:36Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,,5674221967,213,2.77,5674221969,279,S,5674221961,140,34.9,5674221963,141,59.1,5674221959,56,Back,5674221965,212,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805160841,4,1,1,0,5,cy6zs39z79dcfbr4xzkp38z7q,1,34.9,58.8,2025-04-23T16:00:18.965Z,2025-04-23T16:00:20Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,5674222017,212,42.4,5674222025,1,,5674222005,56,Center,5674222013,141,64.8,5674222003,157,,5674222021,213,0.10,5674222009,140,75.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805160851,5,44,1,0,6,cy6zs39z79dcfbr4xzkp38z7q,1,76.4,67.7,2025-04-23T16:00:19.824Z,2025-04-23T16:00:23Z,7wd41kdu78udzrxi9feh2drhm,M. Ndione,,,5674222075,233,3,5674222071,56,Center,5674222073,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805160837,3,44,1,0,6,ea3yd0dgq6uy6pupkpn17j5xg,0,23.6,32.3,2025-04-23T16:00:19.825Z,2025-04-23T16:00:24Z,3zfwycbtlksz95tsqcog03yp6,Kelvin Pires,,,5674221993,285,,5674222093,233,5,5674221991,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805160869,6,1,1,0,6,cy6zs39z79dcfbr4xzkp38z7q,1,75.1,64.8,2025-04-23T16:00:20.341Z,2025-04-23T16:00:23Z,7wd41kdu78udzrxi9feh2drhm,M. Ndione,,,5674222165,3,,5674222175,212,21.3,5674222167,168,,5674222169,56,Left,5674222173,141,81.2,5674222177,213,0.55,5674222171,140,92.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805160881,7,1,1,0,9,cy6zs39z79dcfbr4xzkp38z7q,1,91.7,75.4,2025-04-23T16:00:22.773Z,2025-04-23T16:00:30Z,61ib1kknf11ab4v4f1magyu39,D. Barrow,1.0,,5674222247,140,86.6,5674222249,141,44.3,5674222253,213,4.46,5674222405,154,,5674222251,212,21.8,5674222403,210,13,5674222245,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805160883,8,13,1,0,11,cy6zs39z79dcfbr4xzkp38z7q,1,85.6,44.3,2025-04-23T16:00:25.237Z,2025-04-23T16:05:44Z,33va022bhya45v496wz8usn6y,O. Kemppainen,,,5674222419,103,26.4,5674222421,328,,5674222269,17,,5674222423,230,98.0,5674222407,73,,5674222417,102,61.8,5674222323,20,,5674222425,231,49.5,5674222411,154,5674222413,55,7,5674222271,56,Center,5674222267,22,5674222409,29,,,,,,,,,,,,,,,,,,,,,
2805160947,4,5,1,0,12,ea3yd0dgq6uy6pupkpn17j5xg,1,-1.2,40.1,2025-04-23T16:00:25.584Z,2025-04-23T16:39:49Z,3zfwycbtlksz95tsqcog03yp6,Kelvin Pires,,,5674222705,56,Back,5674222707,346,,5674222741,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805160885,9,5,1,0,12,cy6zs39z79dcfbr4xzkp38z7q,0,101.2,59.9,2025-04-23T16:00:25.584Z,2025-04-23T16:39:49Z,33va022bhya45v496wz8usn6y,O. Kemppainen,,,5674222749,233,4,5674222279,56,Center,5674222281,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805160959,5,1,1,0,29,ea3yd0dgq6uy6pupkpn17j5xg,1,1.1,50.3,2025-04-23T16:00:42.624Z,2025-04-23T16:00:44Z,dcv3bj7tkpb8of9xh3br2510q,R. Paunio,,,5674222803,237,,5674222789,124,,5674222793,140,4.3,5674222799,213,1.32,5674222797,212,13.5,5674222791,56,Back,5674222795,141,69.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805160975,6,1,1,0,30,ea3yd0dgq6uy6pupkpn17j5xg,1,4.3,69.6,2025-04-23T16:00:44.256Z,2025-04-23T16:00:47Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5674222907,213,0.94,5674222901,140,16.4,5674222905,212,21.6,5674222899,56,Back,5674222903,141,95.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805160989,7,1,1,0,34,ea3yd0dgq6uy6pupkpn17j5xg,0,16.4,95.3,2025-04-23T16:00:47.778Z,2025-04-23T16:00:51Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5674222977,212,54.3,5674222979,213,0.08,5674222971,56,Left,5674222969,155,,5674222973,140,67.9,5674222975,141,100.0,5674222981,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805160993,8,5,1,0,38,ea3yd0dgq6uy6pupkpn17j5xg,0,72.4,102.0,2025-04-23T16:00:51.702Z,2025-04-23T16:00:56Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5674222997,347,,5674223029,233,10,5674222995,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805160995,10,5,1,0,38,cy6zs39z79dcfbr4xzkp38z7q,1,27.6,-2.0,2025-04-23T16:00:51.702Z,2025-04-23T16:39:49Z,33va022bhya45v496wz8usn6y,O. Kemppainen,,,5674223011,233,8,5674223003,56,Back,5674223005,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805161061,11,1,1,0,51,cy6zs39z79dcfbr4xzkp38z7q,1,36.2,0.0,2025-04-23T16:01:05.125Z,2025-04-23T16:01:07Z,33va022bhya45v496wz8usn6y,O. Kemppainen,,,5674223387,107,,5674223393,141,10.3,5674223389,56,Right,5674223391,140,55.5,5674223397,213,0.37,5674223399,1,,5674223395,212,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805161065,12,61,1,0,53,cy6zs39z79dcfbr4xzkp38z7q,0,59.2,13.4,2025-04-23T16:01:07.396Z,2025-04-23T16:01:07Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,,5674223407,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805161073,9,1,1,0,54,ea3yd0dgq6uy6pupkpn17j5xg,1,41.2,76.7,2025-04-23T16:01:07.872Z,2025-04-23T16:01:09Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5674223459,141,77.6,5674223457,140,35.2,5674223461,212,6.3,5674223455,56,Back,5674223463,213,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805161083,11,1,1,0,56,ea3yd0dgq6uy6pupkpn17j5xg,1,35.2,77.6,2025-04-23T16:01:09.596Z,2025-04-23T16:01:13Z,3zfwycbtlksz95tsqcog03yp6,Kelvin Pires,,,5674223521,141,91.8,5674223523,212,9.9,5674223525,213,1.35,5674223517,56,Back,5674223519,140,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805161081,13,83,1,0,58,cy6zs39z79dcfbr4xzkp38z7q,0,54.9,12.5,2025-04-23T16:01:12.293Z,2025-04-23T16:01:15Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,,5674223593,399,czynssza36ggpaezb0i14si22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805161089,12,1,1,0,59,ea3yd0dgq6uy6pupkpn17j5xg,1,35.6,95.4,2025-04-23T16:01:12.864Z,2025-04-23T16:01:15Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5674223579,56,Left,5674223585,212,18.0,5674223583,141,96.2,5674223587,213,0.03,5674223581,140,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805161103,13,1,1,1,1,ea3yd0dgq6uy6pupkpn17j5xg,1,52.7,96.2,2025-04-23T16:01:15.087Z,2025-04-23T16:01:16Z,9tz8pzof2v3ktjwsyt3gl18gk,L. Laine,,,5674223665,56,Back,5674223667,140,39.8,5674223673,213,3.11,5674223669,141,96.8,5674223671,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805161125,14,1,1,1,2,ea3yd0dgq6uy6pupkpn17j5xg,1,39.8,96.8,2025-04-23T16:01:16.401Z,2025-04-23T16:01:21Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5674223803,213,5.30,5674223797,140,56.8,5674223801,212,32.1,5674223799,141,57.5,5674223795,56,Center,5674223805,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805163901,78,83,1,1,5,cy6zs39z79dcfbr4xzkp38z7q,0,45.0,47.4,2025-04-23T16:01:19.180Z,2025-04-23T16:09:13Z,bse78hbpbf32wr6nboc5zds0k,M. Jatta,,,5674241453,399,1coz8r44qcr2aau1u09888i6s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805161135,15,1,1,1,7,ea3yd0dgq6uy6pupkpn17j5xg,1,50.6,54.3,2025-04-23T16:01:21.025Z,2025-04-23T16:09:14Z,1coz8r44qcr2aau1u09888i6s,M. Bojang,,,5674223865,56,Back,5674223871,212,9.1,5674223867,140,47.3,5674223873,213,1.96,5674223869,141,66.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805161157,16,1,1,1,9,ea3yd0dgq6uy6pupkpn17j5xg,1,52.2,68.7,2025-04-23T16:01:23.153Z,2025-04-23T16:01:25Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5674223991,213,0.72,5674223983,56,Left,5674223989,212,25.9,5674223987,141,93.8,5674223985,140,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805161169,17,1,1,1,11,ea3yd0dgq6uy6pupkpn17j5xg,1,70.8,93.8,2025-04-23T16:01:25.232Z,2025-04-23T16:01:26Z,9tz8pzof2v3ktjwsyt3gl18gk,L. Laine,,,5674224049,140,77.3,5674224053,212,13.2,5674224047,56,Center,5674224051,141,77.2,5674224055,213,5.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805161191,18,1,1,1,13,ea3yd0dgq6uy6pupkpn17j5xg,1,77.3,77.2,2025-04-23T16:01:26.640Z,2025-04-23T16:01:31Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5674224173,141,88.7,5674224169,56,Left,5674224175,212,9.2,5674224171,140,72.7,5674224177,213,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805161197,19,1,1,1,17,ea3yd0dgq6uy6pupkpn17j5xg,0,86.9,80.5,2025-04-23T16:01:30.928Z,2025-04-23T16:01:32Z,9tz8pzof2v3ktjwsyt3gl18gk,L. Laine,,,5674224211,213,4.80,5674224203,56,Center,5674224209,212,10.5,5674224207,141,65.1,5674224205,140,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805161201,14,8,1,1,20,cy6zs39z79dcfbr4xzkp38z7q,1,11.6,44.9,2025-04-23T16:01:33.477Z,2025-04-23T16:01:33Z,3ajk1fh1r7rxjmsljdm5zs639,M. Pitkänen,,,5674224219,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805161209,16,3,1,1,21,cy6zs39z79dcfbr4xzkp38z7q,0,24.4,28.4,2025-04-23T16:01:35.157Z,2025-04-23T16:01:40Z,an77jbrily6wipsqhwliubhsl,A. Paananen,,,5674224299,233,20,5674224251,56,Back,5674224253,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805161211,20,7,1,1,21,ea3yd0dgq6uy6pupkpn17j5xg,0,75.6,71.6,2025-04-23T16:01:35.158Z,2025-04-23T16:01:40Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5674224285,56,Center,5674224289,233,16,5674224287,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805161217,17,1,1,1,24,cy6zs39z79dcfbr4xzkp38z7q,0,15.0,22.8,2025-04-23T16:01:38.054Z,2025-04-23T16:01:38Z,33va022bhya45v496wz8usn6y,O. Kemppainen,,,5674224317,213,0.16,5674224319,1,,5674224311,140,64.1,5674224315,212,52.2,5674224307,157,,5674224313,141,35.1,5674224309,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805161249,22,1,1,1,33,ea3yd0dgq6uy6pupkpn17j5xg,1,24.3,73.3,2025-04-23T16:01:47.057Z,2025-04-23T16:01:50Z,3zfwycbtlksz95tsqcog03yp6,Kelvin Pires,,,5674224515,141,94.2,5674224519,213,0.88,5674224517,212,18.5,5674224511,56,Back,5674224513,140,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805161257,23,1,1,1,36,ea3yd0dgq6uy6pupkpn17j5xg,1,35.6,94.2,2025-04-23T16:01:50.257Z,2025-04-23T16:01:53Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5674224591,213,3.83,5674224583,56,Back,5674224587,141,83.3,5674224589,212,11.6,5674224585,140,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805161275,24,1,1,1,39,ea3yd0dgq6uy6pupkpn17j5xg,1,27.1,83.3,2025-04-23T16:01:52.961Z,2025-04-23T16:01:57Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5674224719,140,26.2,5674224717,56,Back,5674224725,213,4.67,5674224723,212,20.4,5674224721,141,53.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805161289,25,1,1,1,44,ea3yd0dgq6uy6pupkpn17j5xg,0,28.6,53.6,2025-04-23T16:01:57.664Z,2025-04-23T16:02:00Z,3zfwycbtlksz95tsqcog03yp6,Kelvin Pires,,,5674224779,141,11.0,5674224777,140,68.3,5674224785,1,,5674224773,155,,5674224781,212,50.8,5674224775,56,Right,5674224783,213,5.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805161311,18,1,1,1,47,cy6zs39z79dcfbr4xzkp38z7q,1,34.4,94.8,2025-04-23T16:02:01.300Z,2025-04-23T16:02:03Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,,5674224923,213,6.06,5674224921,212,15.4,5674224915,56,Back,5674224913,3,,5674224917,140,48.7,5674224919,141,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805161321,20,1,1,1,50,cy6zs39z79dcfbr4xzkp38z7q,1,41.3,94.5,2025-04-23T16:02:04.181Z,2025-04-23T16:02:05Z,61ib1kknf11ab4v4f1magyu39,D. Barrow,,,5674224959,56,Back,5674224965,212,12.8,5674224963,141,95.4,5674224967,213,3.09,5674224961,140,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805161331,21,1,1,1,51,cy6zs39z79dcfbr4xzkp38z7q,1,29.1,95.4,2025-04-23T16:02:05.413Z,2025-04-23T16:02:07Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,,5674225003,140,24.6,5674225001,56,Back,5674225005,141,79.6,5674225007,212,11.7,5674225009,213,4.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805161333,22,1,1,1,54,cy6zs39z79dcfbr4xzkp38z7q,0,26.9,82.1,2025-04-23T16:02:07.813Z,2025-04-23T16:02:08Z,bse78hbpbf32wr6nboc5zds0k,M. Jatta,,,5674225017,141,85.9,5674225019,212,5.3,5674225015,140,31.3,5674225021,213,0.51,5674225013,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805161345,26,8,1,1,57,ea3yd0dgq6uy6pupkpn17j5xg,1,66.5,22.4,2025-04-23T16:02:10.880Z,2025-04-23T16:11:19Z,93961wszqaocy96z45j4a232s,A. Vargas,,,5674225115,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805161365,28,1,1,1,59,ea3yd0dgq6uy6pupkpn17j5xg,1,63.6,15.6,2025-04-23T16:02:12.481Z,2025-04-23T16:02:14Z,ag78l8kpc7icq4payr6mgyej8,S. Yussif,,,5674225213,141,29.8,5674225209,56,Center,5674225211,140,71.7,5674225215,212,12.9,5674225217,213,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805161375,29,1,1,2,0,ea3yd0dgq6uy6pupkpn17j5xg,0,71.7,29.8,2025-04-23T16:02:13.938Z,2025-04-23T16:02:14Z,ayl3txfejfa46xvwnzzd76vze,K. Paananen,,,5674225267,155,,5674225269,56,Center,5674225273,141,60.9,5674225277,213,1.18,5674225271,140,80.0,5674225275,212,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805161379,23,12,1,2,1,cy6zs39z79dcfbr4xzkp38z7q,1,26.3,37.4,2025-04-23T16:02:15.205Z,2025-04-23T16:02:16Z,3ajk1fh1r7rxjmsljdm5zs639,M. Pitkänen,,,5674225305,141,9.2,5674225301,140,33.7,5674225313,213,5.10,5674225309,212,20.7,5674225349,15,,5674225297,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805161401,30,1,1,2,3,ea3yd0dgq6uy6pupkpn17j5xg,1,71.7,87.4,2025-04-23T16:02:17.393Z,2025-04-23T16:02:19Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5674225453,212,16.7,5674225449,140,61.8,5674225447,56,Center,5674225455,213,4.04,5674225451,141,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805161421,31,1,1,2,6,ea3yd0dgq6uy6pupkpn17j5xg,1,64.7,73.8,2025-04-23T16:02:19.538Z,2025-04-23T16:02:21Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5674225585,140,69.2,5674225583,56,Center,5674225591,213,5.37,5674225587,141,64.8,5674225589,212,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805161439,32,1,1,2,7,ea3yd0dgq6uy6pupkpn17j5xg,1,69.2,64.8,2025-04-23T16:02:21.329Z,2025-04-23T16:02:23Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5674225699,212,16.5,5674225697,141,63.7,5674225693,56,Center,5674225701,213,3.19,5674225695,140,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805161463,33,1,1,2,10,ea3yd0dgq6uy6pupkpn17j5xg,1,51.9,60.8,2025-04-23T16:02:23.601Z,2025-04-23T16:02:28Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5674225851,141,43.6,5674225855,213,4.82,5674225847,56,Center,5674225853,212,11.8,5674225849,140,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805161483,34,1,1,2,15,ea3yd0dgq6uy6pupkpn17j5xg,1,53.2,45.8,2025-04-23T16:02:28.737Z,2025-04-23T16:02:31Z,3zfwycbtlksz95tsqcog03yp6,Kelvin Pires,,,5674225937,212,14.1,5674225939,213,1.70,5674225929,56,Center,5674225931,140,51.4,5674225935,141,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805161503,35,1,1,2,17,ea3yd0dgq6uy6pupkpn17j5xg,1,52.9,69.4,2025-04-23T16:02:30.945Z,2025-04-23T16:02:35Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5674226055,141,96.6,5674226051,56,Left,5674226059,213,0.78,5674226057,212,26.4,5674226053,140,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805161519,36,1,1,2,22,ea3yd0dgq6uy6pupkpn17j5xg,1,74.4,94.4,2025-04-23T16:02:35.809Z,2025-04-23T16:02:38Z,9tz8pzof2v3ktjwsyt3gl18gk,L. Laine,,,5674226145,56,Left,5674226149,141,82.6,5674226153,213,4.04,5674226147,140,68.3,5674226151,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805161529,37,1,1,2,24,ea3yd0dgq6uy6pupkpn17j5xg,1,68.3,82.6,2025-04-23T16:02:38.289Z,2025-04-23T16:02:40Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5674226213,140,67.6,5674226219,213,1.66,5674226217,212,8.3,5674226211,56,Left,5674226215,141,94.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805161543,38,1,1,2,26,ea3yd0dgq6uy6pupkpn17j5xg,1,67.6,94.7,2025-04-23T16:02:40.273Z,2025-04-23T16:02:42Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5674226303,140,53.6,5674226309,213,3.85,5674226307,212,19.4,5674226305,141,76.1,5674226301,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805161557,39,1,1,2,29,ea3yd0dgq6uy6pupkpn17j5xg,1,56.1,77.2,2025-04-23T16:02:42.704Z,2025-04-23T16:02:45Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5674226391,212,5.8,5674226393,213,5.84,5674226387,140,61.1,5674226389,141,73.5,5674226385,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805161569,40,1,1,2,31,ea3yd0dgq6uy6pupkpn17j5xg,1,62.9,75.9,2025-04-23T16:02:45.137Z,2025-04-23T16:02:47Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5674226469,213,2.91,5674226467,212,8.5,5674226461,56,Center,5674226465,141,78.8,5674226463,140,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
