id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2805171647,237,1,1,25,23,ea3yd0dgq6uy6pupkpn17j5xg,1,69.5,87.8,2025-04-23T16:25:37.204Z,2025-04-23T16:25:40Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5674284017,140,78.8,5674284019,141,96.2,5674284015,56,Left,5674284021,212,11.3,5674284023,213,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805171649,238,4,1,25,27,ea3yd0dgq6uy6pupkpn17j5xg,1,75.8,87.1,2025-04-23T16:25:40.741Z,2025-04-23T18:14:22Z,9tz8pzof2v3ktjwsyt3gl18gk,L. Laine,,,5674284035,13,,5674284047,265,,5674284043,152,,5674284051,286,,5674284065,233,194,5674284039,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805171651,194,4,1,25,27,cy6zs39z79dcfbr4xzkp38z7q,0,24.2,12.9,2025-04-23T16:25:40.742Z,2025-04-23T18:14:22Z,an77jbrily6wipsqhwliubhsl,A. Paananen,,,5674284059,265,,5674284057,152,,5674284055,56,Back,5674284061,285,,5674284085,233,238,5674284053,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805171971,240,1,1,26,5,ea3yd0dgq6uy6pupkpn17j5xg,1,68.9,92.6,2025-04-23T16:26:19.237Z,2025-04-23T16:54:18Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,1.0,,5674285939,212,40.7,5674286911,154,,5674285927,5,,5674285943,1,,5674286909,210,13,5674285941,213,5.42,5674285935,140,94.2,5674285933,56,Center,5674285937,141,5674285931,152,,5674285929,155,,5674285925,2,,,47.2,,,,,,,,,,,,,,,,,,,,
2805171997,241,13,1,26,11,ea3yd0dgq6uy6pupkpn17j5xg,1,94.2,46.8,2025-04-23T16:26:25.396Z,2025-04-23T16:54:08Z,93961wszqaocy96z45j4a232s,A. Vargas,,,5674286919,29,,5674286923,55,240,5674286081,17,,5674286921,154,,5674286927,102,41.7,5674286083,56,Center,5674286623,15,,5674286627,328,,5674286621,24,5674286917,84,,5674286933,231,51.1,5674293269,214,5674286931,230,,,98.6,5674286929,103,16.7,,,,,,,,,,,,,,,
2805172017,195,5,1,26,13,cy6zs39z79dcfbr4xzkp38z7q,1,-0.6,59.4,2025-04-23T16:26:27.012Z,2025-04-23T16:39:56Z,bse78hbpbf32wr6nboc5zds0k,M. Jatta,,,5674286609,233,242,5674286197,346,,5674286195,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805172085,242,5,1,26,13,ea3yd0dgq6uy6pupkpn17j5xg,0,100.6,40.6,2025-04-23T16:26:27.012Z,2025-04-23T16:39:56Z,93961wszqaocy96z45j4a232s,A. Vargas,,,5674286633,233,195,5674286599,346,,5674286597,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805172155,196,1,1,26,32,cy6zs39z79dcfbr4xzkp38z7q,1,5.0,63.0,2025-04-23T16:26:46.188Z,2025-04-23T16:26:50Z,bse78hbpbf32wr6nboc5zds0k,M. Jatta,,,5674286989,140,3.5,5674286987,56,Back,5674286993,212,8.7,5674286991,141,50.4,5674286999,237,,5674286985,124,,5674286995,213,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805172175,197,1,1,26,36,cy6zs39z79dcfbr4xzkp38z7q,0,8.8,49.1,2025-04-23T16:26:49.981Z,2025-04-23T16:26:53Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,,5674287115,141,26.2,5674287121,1,,5674287109,155,,5674287119,213,5.99,5674287117,212,53.5,5674287111,56,Center,5674287113,140,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805172185,243,44,1,26,39,ea3yd0dgq6uy6pupkpn17j5xg,1,44.2,76.0,2025-04-23T16:26:52.523Z,2025-04-23T18:00:20Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5674287181,233,198,5674287155,56,Back,5674287157,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805172181,198,44,1,26,39,cy6zs39z79dcfbr4xzkp38z7q,0,55.8,24.0,2025-04-23T16:26:52.524Z,2025-04-23T18:00:21Z,7wd41kdu78udzrxi9feh2drhm,M. Ndione,,,5674287137,286,,5674287135,56,Center,5674287193,233,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805172197,244,1,1,26,39,ea3yd0dgq6uy6pupkpn17j5xg,1,47.0,79.7,2025-04-23T16:26:53.189Z,2025-04-23T16:26:54Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5674287211,140,67.2,5674287215,212,21.2,5674287217,213,0.03,5674287209,56,Left,5674287213,141,80.6,5674287207,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805172201,199,45,1,26,41,cy6zs39z79dcfbr4xzkp38z7q,0,32.2,23.6,2025-04-23T16:26:54.854Z,2025-04-23T16:26:56Z,an77jbrily6wipsqhwliubhsl,A. Paananen,,,5674287253,285,,5674287251,56,Back,5674287295,233,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805172203,245,3,1,26,41,ea3yd0dgq6uy6pupkpn17j5xg,1,66.8,73.6,2025-04-23T16:26:54.854Z,2025-04-23T16:26:56Z,ayl3txfejfa46xvwnzzd76vze,K. Paananen,,,5674287263,56,Center,5674287271,233,199,5674287265,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805172261,247,1,1,26,42,ea3yd0dgq6uy6pupkpn17j5xg,1,73.4,87.7,2025-04-23T16:26:55.797Z,2025-04-23T16:27:02Z,ayl3txfejfa46xvwnzzd76vze,K. Paananen,,,5674287585,140,84.6,5674287589,212,12.8,5674287587,141,95.0,5674287583,56,Left,5674287591,213,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805172269,248,1,1,26,48,ea3yd0dgq6uy6pupkpn17j5xg,1,86.1,88.6,2025-04-23T16:27:02.005Z,2025-04-23T16:27:03Z,9tz8pzof2v3ktjwsyt3gl18gk,L. Laine,,,5674287635,141,95.4,5674287639,213,0.99,5674287637,212,5.5,5674287631,56,Left,5674287633,140,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805172279,249,1,1,26,50,ea3yd0dgq6uy6pupkpn17j5xg,0,92.8,89.7,2025-04-23T16:27:03.605Z,2025-04-23T16:27:05Z,ayl3txfejfa46xvwnzzd76vze,K. Paananen,,,5674287697,56,Center,5674287703,212,27.1,5674287699,140,92.7,5674287701,141,49.9,5674287693,2,,5674287695,155,,5674287705,213,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805172283,200,12,1,26,52,cy6zs39z79dcfbr4xzkp38z7q,1,9.4,45.5,2025-04-23T16:27:05.581Z,2025-04-23T16:27:06Z,bse78hbpbf32wr6nboc5zds0k,M. Jatta,,,5674287721,212,12.3,5674287715,56,Back,5674287723,213,6.10,5674287719,141,42.2,5674287717,140,20.9,5674287749,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805172307,250,1,1,26,54,ea3yd0dgq6uy6pupkpn17j5xg,1,80.8,57.6,2025-04-23T16:27:07.733Z,2025-04-23T16:27:23Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,1.0,,5674287835,56,Center,5674288361,154,,5674287841,212,13.0,5674287843,213,5.60,5674288359,210,15,5674287839,141,45.5,5674287837,140,90.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805172309,251,15,1,26,56,ea3yd0dgq6uy6pupkpn17j5xg,1,89.6,49.5,2025-04-23T16:27:09.653Z,2025-04-23T16:52:56Z,1coz8r44qcr2aau1u09888i6s,M. Bojang,,,5674288377,78,,5674287851,56,Center,5674287847,22,,5674288387,102,48.6,5674288393,146,92.1,5674288401,233,201,5674288381,154,,5674288383,55,250,5674288397,230,5674288379,29,,5674288395,147,49.3,5674287849,17,5674288389,103,99.7,,19,5674288147,82,,5674288143,20,,5674288399,231,,,,50.5,,,,,,
2805172311,201,10,1,26,56,cy6zs39z79dcfbr4xzkp38z7q,1,5.1,49.3,2025-04-23T16:27:09.753Z,2025-04-23T16:27:24Z,bse78hbpbf32wr6nboc5zds0k,M. Jatta,,,5674288421,233,251,5674287863,94,,5674287865,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805172315,202,6,1,26,57,cy6zs39z79dcfbr4xzkp38z7q,0,2.6,41.2,2025-04-23T16:27:11.052Z,2025-04-23T16:27:16Z,bse78hbpbf32wr6nboc5zds0k,M. Jatta,,,5674287959,233,252,5674287881,56,Back,5674287883,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805172319,252,6,1,26,57,ea3yd0dgq6uy6pupkpn17j5xg,1,97.4,58.8,2025-04-23T16:27:11.052Z,2025-04-23T16:51:17Z,1coz8r44qcr2aau1u09888i6s,M. Bojang,,,5674287943,233,202,5674287913,56,Center,5674287915,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805172479,253,1,1,27,22,ea3yd0dgq6uy6pupkpn17j5xg,1,99.5,99.5,2025-04-23T16:27:36.102Z,2025-04-23T16:27:54Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,1.0,,5674288967,6,,5674288973,56,Center,5674288977,141,41.6,5674289615,154,,5674288971,223,,5674288981,212,39.4,5674288969,155,,5674288985,213,4.70,5674289613,210,5674288965,2,,5674288989,1,,5674288975,140,,,13,99.2,,,,,,,,,,,,,,,,,,,
2805172483,254,13,1,27,27,ea3yd0dgq6uy6pupkpn17j5xg,1,98.9,41.5,2025-04-23T16:27:40.533Z,2025-04-23T16:53:30Z,93961wszqaocy96z45j4a232s,A. Vargas,,,5674289639,84,,5674372671,15,,5674372673,328,,5674289653,230,99.9,5674289641,29,,5674289651,103,20.8,5674289643,154,,5674289009,60,,5674289637,25,5674289645,55,253,5674289655,231,46.4,5674289649,102,5674289011,56,,43.2,Center,,,,,,,,,,,,,,,,,,
2805172715,203,5,1,27,28,cy6zs39z79dcfbr4xzkp38z7q,1,-0.6,57.0,2025-04-23T16:27:42.189Z,2025-04-23T16:39:56Z,bse78hbpbf32wr6nboc5zds0k,M. Jatta,,,5674290327,346,,5674290345,233,255,5674290325,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805172501,255,5,1,27,28,ea3yd0dgq6uy6pupkpn17j5xg,0,100.6,43.0,2025-04-23T16:27:42.189Z,2025-04-23T16:39:57Z,93961wszqaocy96z45j4a232s,A. Vargas,,,5674289143,346,,5674290349,233,203,5674289141,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805172749,204,1,1,27,57,cy6zs39z79dcfbr4xzkp38z7q,0,4.1,39.7,2025-04-23T16:28:11.277Z,2025-04-23T16:28:15Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,,5674290489,213,6.21,5674290487,212,60.3,5674290493,74,,5674290481,56,Center,5674290491,1,,5674290483,140,61.4,5674290479,124,,5674290485,141,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805172759,256,1,1,28,1,ea3yd0dgq6uy6pupkpn17j5xg,1,41.3,69.0,2025-04-23T16:28:15.301Z,2025-04-23T16:28:17Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5674290593,141,69.0,5674290587,3,,5674290589,56,Center,5674290595,212,12.0,5674290591,140,52.7,5674290597,213,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805172767,258,1,1,28,4,ea3yd0dgq6uy6pupkpn17j5xg,0,53.5,72.1,2025-04-23T16:28:18.335Z,2025-04-23T16:28:20Z,ayl3txfejfa46xvwnzzd76vze,K. Paananen,,,5674290633,213,1.28,5674290625,56,Left,5674290627,140,59.2,5674290629,141,100.0,5674290631,212,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805172765,205,5,1,28,6,cy6zs39z79dcfbr4xzkp38z7q,1,42.2,-1.2,2025-04-23T16:28:19.628Z,2025-04-23T16:39:57Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,,5674290623,347,,5674290667,233,259,5674290621,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805172771,259,5,1,28,6,ea3yd0dgq6uy6pupkpn17j5xg,0,57.8,101.2,2025-04-23T16:28:19.628Z,2025-04-23T16:39:57Z,ayl3txfejfa46xvwnzzd76vze,K. Paananen,,,5674290653,347,,5674290671,233,205,5674290651,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805172837,206,1,1,28,15,cy6zs39z79dcfbr4xzkp38z7q,1,48.8,0.0,2025-04-23T16:28:29.373Z,2025-04-23T16:28:31Z,33va022bhya45v496wz8usn6y,O. Kemppainen,,,5674291041,107,,5674291047,141,14.0,5674291053,1,,5674291049,212,27.2,5674291043,56,Right,5674291051,213,0.41,5674291045,140,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805172841,207,61,1,28,18,cy6zs39z79dcfbr4xzkp38z7q,0,72.7,14.3,2025-04-23T16:28:31.485Z,2025-04-23T16:28:31Z,7wd41kdu78udzrxi9feh2drhm,M. Ndione,,,5674291071,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805172857,260,1,1,28,19,ea3yd0dgq6uy6pupkpn17j5xg,1,36.5,85.0,2025-04-23T16:28:32.517Z,2025-04-23T16:28:34Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5674291183,56,Back,5674291191,213,3.98,5674291187,141,62.0,5674291189,212,21.0,5674291185,140,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805172873,262,1,1,28,21,ea3yd0dgq6uy6pupkpn17j5xg,1,23.1,62.0,2025-04-23T16:28:34.517Z,2025-04-23T16:28:35Z,ag78l8kpc7icq4payr6mgyej8,S. Yussif,,,5674291235,56,Back,5674291241,212,6.0,5674291243,213,1.57,5674291239,141,70.8,5674291237,140,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805172899,263,1,1,28,21,ea3yd0dgq6uy6pupkpn17j5xg,1,23.1,70.8,2025-04-23T16:28:35.205Z,2025-04-23T16:28:40Z,3zfwycbtlksz95tsqcog03yp6,Kelvin Pires,,,5674291417,213,4.08,5674291411,140,9.6,5674291415,212,24.1,5674291413,141,42.1,5674291409,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805172943,264,1,1,28,26,ea3yd0dgq6uy6pupkpn17j5xg,1,9.1,46.9,2025-04-23T16:28:39.941Z,2025-04-23T16:28:45Z,dcv3bj7tkpb8of9xh3br2510q,R. Paunio,,,5674291697,141,72.7,5674291699,212,18.3,5674291701,213,1.29,5674291693,56,Back,5674291695,140,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805172963,265,1,1,28,32,ea3yd0dgq6uy6pupkpn17j5xg,1,19.1,75.1,2025-04-23T16:28:45.765Z,2025-04-23T16:28:48Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5674291815,141,41.9,5674291813,140,17.5,5674291819,213,4.64,5674291817,212,22.6,5674291811,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805172995,266,1,1,28,35,ea3yd0dgq6uy6pupkpn17j5xg,1,17.4,41.9,2025-04-23T16:28:48.517Z,2025-04-23T16:28:51Z,3zfwycbtlksz95tsqcog03yp6,Kelvin Pires,,,5674291973,56,Back,5674291977,141,6.7,5674291979,212,24.1,5674291975,140,20.3,5674291981,213,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805173027,267,1,1,28,38,ea3yd0dgq6uy6pupkpn17j5xg,1,22.9,7.3,2025-04-23T16:28:51.845Z,2025-04-23T16:28:55Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5674292117,140,34.0,5674292119,141,2.2,5674292115,56,Back,5674292121,212,12.2,5674292123,213,5.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805173049,268,1,1,28,41,ea3yd0dgq6uy6pupkpn17j5xg,0,43.5,4.7,2025-04-23T16:28:55.365Z,2025-04-23T16:28:58Z,ag78l8kpc7icq4payr6mgyej8,S. Yussif,,,5674292265,140,84.8,5674292271,213,0.34,5674292263,56,Center,5674292267,141,27.1,5674292273,1,,5674292269,212,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805173101,208,12,1,28,45,cy6zs39z79dcfbr4xzkp38z7q,1,15.4,73.8,2025-04-23T16:28:58.493Z,2025-04-23T16:29:05Z,bse78hbpbf32wr6nboc5zds0k,M. Jatta,,,5674292521,141,100.0,5674292525,213,2.08,5674292519,140,5.3,5674292517,56,Back,5674292543,167,,5674292523,212,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805173105,209,5,1,28,50,cy6zs39z79dcfbr4xzkp38z7q,0,4.3,101.6,2025-04-23T16:29:04.455Z,2025-04-23T16:39:57Z,bse78hbpbf32wr6nboc5zds0k,M. Jatta,,,5674292863,233,269,5674292529,56,Back,5674292531,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805173159,269,5,1,28,50,ea3yd0dgq6uy6pupkpn17j5xg,1,95.7,-1.6,2025-04-23T16:29:04.455Z,2025-04-23T16:39:57Z,ag78l8kpc7icq4payr6mgyej8,S. Yussif,,,5674292849,233,209,5674292815,347,,5674292813,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805173187,270,1,1,29,1,ea3yd0dgq6uy6pupkpn17j5xg,1,91.2,0.0,2025-04-23T16:29:15.285Z,2025-04-23T17:01:18Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5674390849,189,,5674292973,140,92.6,5674292969,107,,5674292979,213,1.25,5674292977,212,4.7,5674292971,56,Right,5674292975,141,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805173199,271,1,1,29,5,ea3yd0dgq6uy6pupkpn17j5xg,1,92.6,5.5,2025-04-23T16:29:19.095Z,2025-04-23T17:01:24Z,93961wszqaocy96z45j4a232s,A. Vargas,,,5674293101,56,Center,5674293099,155,,5674293109,213,1.65,5674293097,2,,5674293107,212,45.8,5674391613,345,,5674293103,140,89.2,5674391505,189,,5674293105,141,5674293111,1,,,,,,,,,72.6,,,,,,,,,,,,,,,,,,,,
2805173211,272,1,1,29,7,ea3yd0dgq6uy6pupkpn17j5xg,0,89.2,75.7,2025-04-23T16:29:21.237Z,2025-04-23T16:29:21Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5674293169,213,5.04,5674293157,140,92.3,5674293161,141,61.7,5674293165,212,10.1,5674293153,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805173217,210,12,1,29,8,cy6zs39z79dcfbr4xzkp38z7q,1,12.4,43.3,2025-04-23T16:29:22.191Z,2025-04-23T16:34:33Z,3ajk1fh1r7rxjmsljdm5zs639,M. Pitkänen,,,5674293227,212,18.3,5674293229,213,0.68,5674293221,56,Back,5674293225,141,60.3,5674293223,140,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805173235,212,3,1,29,11,cy6zs39z79dcfbr4xzkp38z7q,0,24.0,55.6,2025-04-23T16:29:24.549Z,2025-04-23T16:32:30Z,61ib1kknf11ab4v4f1magyu39,D. Barrow,,,5674300067,233,300,5674297601,285,,5674293271,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805174227,300,7,1,29,11,ea3yd0dgq6uy6pupkpn17j5xg,0,76.0,44.4,2025-04-23T16:29:24.550Z,2025-04-23T16:32:32Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5674300005,233,212,5674299977,286,,5674299975,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805174697,237,12,1,29,14,cy6zs39z79dcfbr4xzkp38z7q,1,20.1,54.2,2025-04-23T16:29:27.728Z,2025-04-23T16:34:29Z,bse78hbpbf32wr6nboc5zds0k,M. Jatta,,,5674304643,140,22.1,5674308035,233,310,5674304651,213,0.43,5674304641,56,Back,5674304647,212,2.3,5674306087,397,,5674304645,141,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805174767,310,74,1,29,14,ea3yd0dgq6uy6pupkpn17j5xg,1,77.2,42.7,2025-04-23T16:29:27.729Z,2025-04-23T16:34:34Z,ayl3txfejfa46xvwnzzd76vze,K. Paananen,,,5674309171,233,237,5674305189,56,Center,5674305193,285,,5674305191,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805173251,274,1,1,29,15,ea3yd0dgq6uy6pupkpn17j5xg,0,76.0,41.5,2025-04-23T16:29:28.693Z,2025-04-23T16:34:23Z,ayl3txfejfa46xvwnzzd76vze,K. Paananen,,,5674293339,56,Center,5674293345,212,6.4,5674293341,140,80.8,5674293347,213,5.63,5674293343,141,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805173299,214,1,1,29,16,cy6zs39z79dcfbr4xzkp38z7q,0,21.3,69.7,2025-04-23T16:29:29.919Z,2025-04-23T16:29:33Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,,5674293643,140,54.5,5674293651,1,,5674293639,155,,5674293641,56,Center,5674293645,141,56.6,5674293647,212,36.0,5674293649,213,6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805173317,275,43,1,29,19,ea3yd0dgq6uy6pupkpn17j5xg,1,0.0,0.0,2025-04-23T16:29:33.052Z,2025-04-23T16:29:41Z,3zfwycbtlksz95tsqcog03yp6,Kelvin Pires,,,5674293735,56,Back,5674293995,144,44,5674293737,285,0,5674293751,233,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805173323,276,4,1,29,19,ea3yd0dgq6uy6pupkpn17j5xg,1,45.0,44.4,2025-04-23T16:29:33.052Z,2025-04-23T16:29:41Z,3zfwycbtlksz95tsqcog03yp6,Kelvin Pires,,,5674293833,13,,5674293835,264,,5674293849,233,215,5674293839,152,,5674293841,286,,5674293837,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805173301,215,4,1,29,19,cy6zs39z79dcfbr4xzkp38z7q,0,55.0,55.6,2025-04-23T16:29:33.053Z,2025-04-23T16:29:41Z,7wd41kdu78udzrxi9feh2drhm,M. Ndione,,,5674293785,285,,5674293781,264,,5674293657,56,Center,5674293779,13,,5674293783,152,,5674293859,233,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805173333,216,17,1,29,24,cy6zs39z79dcfbr4xzkp38z7q,1,0.0,0.0,2025-04-23T16:29:38.205Z,2025-04-23T16:30:03Z,7wd41kdu78udzrxi9feh2drhm,M. Ndione,,,5674294739,37,243,5674293891,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805173537,277,1,1,29,55,ea3yd0dgq6uy6pupkpn17j5xg,1,47.2,46.4,2025-04-23T16:30:08.522Z,2025-04-23T16:30:13Z,3zfwycbtlksz95tsqcog03yp6,Kelvin Pires,,,5674294999,152,,5674295003,140,43.9,5674294997,5,,5674295001,56,Back,5674295005,141,66.6,5674295009,213,1.82,5674295007,212,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805173545,278,1,1,29,59,ea3yd0dgq6uy6pupkpn17j5xg,1,46.6,64.9,2025-04-23T16:30:13.110Z,2025-04-23T16:30:16Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5674295065,213,3.80,5674295059,140,37.7,5674295057,56,Back,5674295061,141,54.3,5674295063,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805173549,279,1,1,30,2,ea3yd0dgq6uy6pupkpn17j5xg,0,39.3,64.6,2025-04-23T16:30:16.437Z,2025-04-23T16:30:17Z,3zfwycbtlksz95tsqcog03yp6,Kelvin Pires,,,5674295081,141,69.0,5674295101,286,,5674295083,212,3.0,5674295097,233,217,5674295077,56,Back,5674295079,140,39.8,5674295085,213,1.40,5674295095,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805173551,217,74,1,30,2,cy6zs39z79dcfbr4xzkp38z7q,1,61.2,31.5,2025-04-23T16:30:16.438Z,2025-04-23T16:51:20Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,,5674295089,285,,5674295087,56,Center,5674295111,233,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805173573,280,1,1,30,5,ea3yd0dgq6uy6pupkpn17j5xg,1,29.4,91.5,2025-04-23T16:30:19.157Z,2025-04-23T16:30:23Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5674295253,140,4.1,5674295257,212,31.7,5674295259,213,3.72,5674295251,56,Back,5674295255,141,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805173583,281,1,1,30,10,ea3yd0dgq6uy6pupkpn17j5xg,1,7.1,70.3,2025-04-23T16:30:23.590Z,2025-04-23T16:30:25Z,dcv3bj7tkpb8of9xh3br2510q,R. Paunio,,,5674295355,213,5.37,5674295351,141,53.6,5674295347,56,Back,5674295349,140,15.5,5674295353,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
