id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2784863183,876,1,2,76,57,ajtb177oqwawkdwbqhldmq6mx,1,69.5,18.5,2025-03-07T19:33:58.380Z,2025-03-07T19:33:59Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5562793193,56,Right,5562793195,140,66.6,5562793197,141,12.5,5562793201,213,4.07,5562793199,212,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784863217,877,1,2,76,58,ajtb177oqwawkdwbqhldmq6mx,1,66.6,12.5,2025-03-07T19:33:59.077Z,2025-03-07T19:34:00Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5562793331,140,64.0,5562793329,56,Right,5562793335,212,5.4,5562793333,141,19.4,5562793337,213,2.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784863241,878,1,2,76,59,ajtb177oqwawkdwbqhldmq6mx,1,62.8,19.1,2025-03-07T19:34:00.685Z,2025-03-07T19:34:01Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5562793483,212,9.4,5562793485,213,4.88,5562793477,56,Right,5562793479,140,64.3,5562793481,141,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784863309,879,1,2,77,0,ajtb177oqwawkdwbqhldmq6mx,1,64.4,5.3,2025-03-07T19:34:01.749Z,2025-03-07T19:34:04Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5562793831,212,17.7,5562793829,141,9.8,5562793825,56,Back,5562793827,140,47.8,5562793833,213,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784863323,880,1,2,77,3,ajtb177oqwawkdwbqhldmq6mx,0,49.8,10.3,2025-03-07T19:34:04.237Z,2025-03-07T19:45:18Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5562793933,213,6.27,5562793925,56,Right,5562793927,140,75.9,5562793929,141,9.8,5562793931,212,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784863357,682,1,2,77,4,8cfkisxf1fkxdqtt6tx1tup48,0,33.2,80.8,2025-03-07T19:34:05.285Z,2025-03-07T19:34:46Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5562794061,141,76.0,5562794053,56,Back,5562794065,213,5.98,5562794063,212,11.0,5562794057,140,43.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784863573,881,1,2,77,6,ajtb177oqwawkdwbqhldmq6mx,1,61.8,16.5,2025-03-07T19:34:07.021Z,2025-03-07T19:34:16Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5562795291,56,Center,5562795297,212,15.4,5562795299,213,0.98,5562795293,140,70.0,5562795295,141,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784863461,683,83,2,77,9,8cfkisxf1fkxdqtt6tx1tup48,0,42.3,57.5,2025-03-07T19:34:10.077Z,2025-03-07T19:34:18Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5562795563,399,kqj7nh6pqmqbt0abyyu0fcpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784863561,684,83,2,77,14,8cfkisxf1fkxdqtt6tx1tup48,0,26.3,28.6,2025-03-07T19:34:15.445Z,2025-03-07T19:34:17Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5562795511,399,kqj7nh6pqmqbt0abyyu0fcpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784863607,882,1,2,77,14,ajtb177oqwawkdwbqhldmq6mx,0,69.6,45.4,2025-03-07T19:34:15.653Z,2025-03-07T19:34:17Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5562795463,1,,5562795457,141,81.2,5562795459,212,33.6,5562795455,140,91.7,5562795453,56,Left,5562795461,213,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784863725,685,12,2,77,16,8cfkisxf1fkxdqtt6tx1tup48,1,8.0,12.8,2025-03-07T19:34:17.326Z,2025-03-07T19:34:59Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5562796071,141,0.0,5562796069,140,9.8,5562796067,56,Back,5562796211,167,,5562796073,212,9.2,5562796075,213,4.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784863735,686,5,2,77,19,8cfkisxf1fkxdqtt6tx1tup48,0,9.2,-0.6,2025-03-07T19:34:20.734Z,2025-03-07T20:15:03Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5562796117,56,Back,5562796495,233,883,5562796121,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784863797,883,5,2,77,19,ajtb177oqwawkdwbqhldmq6mx,1,90.8,100.6,2025-03-07T19:34:20.734Z,2025-03-07T20:15:03Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5562796403,347,,5562796477,233,686,5562796401,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784863847,884,1,2,77,23,ajtb177oqwawkdwbqhldmq6mx,1,91.9,100.0,2025-03-07T19:34:24.037Z,2025-03-07T19:34:26Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5562796701,213,3.72,5562796691,107,,5562796697,141,89.3,5562796699,212,14.3,5562796695,140,80.5,5562796693,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784863937,885,1,2,77,25,ajtb177oqwawkdwbqhldmq6mx,1,78.2,88.4,2025-03-07T19:34:26.269Z,2025-03-07T19:34:29Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5562797203,56,Center,5562797205,140,72.3,5562797207,141,60.8,5562797213,213,4.39,5562797211,212,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784863997,886,1,2,77,28,ajtb177oqwawkdwbqhldmq6mx,1,68.9,66.4,2025-03-07T19:34:29.309Z,2025-03-07T19:34:31Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5562797537,213,3.78,5562797535,212,16.2,5562797533,141,52.2,5562797531,140,56.5,5562797529,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784864043,887,1,2,77,30,ajtb177oqwawkdwbqhldmq6mx,1,59.3,51.8,2025-03-07T19:34:31.797Z,2025-03-07T19:34:33Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5562797807,213,1.76,5562797799,141,64.5,5562797803,212,8.8,5562797797,140,57.7,5562797795,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784864141,888,1,2,77,32,ajtb177oqwawkdwbqhldmq6mx,1,57.7,65.1,2025-03-07T19:34:33.694Z,2025-03-07T19:34:39Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5562798381,141,91.5,5562798377,56,Left,5562798379,140,68.5,5562798383,212,21.2,5562798385,213,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784864177,889,1,2,77,37,ajtb177oqwawkdwbqhldmq6mx,1,74.1,91.2,2025-03-07T19:34:38.941Z,2025-03-07T19:34:40Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5562798581,141,79.1,5562798583,212,14.8,5562798585,213,3.73,5562798577,56,Left,5562798579,140,62.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784864219,890,1,2,77,39,ajtb177oqwawkdwbqhldmq6mx,1,62.4,79.1,2025-03-07T19:34:40.301Z,2025-03-07T19:34:42Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5562798793,56,Left,5562798795,140,76.0,5562798799,212,15.0,5562798797,141,85.7,5562798801,213,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784864237,891,1,2,77,41,ajtb177oqwawkdwbqhldmq6mx,1,76.0,85.7,2025-03-07T19:34:42.061Z,2025-03-07T19:34:43Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5562798897,140,63.1,5562798895,56,Center,5562798901,212,15.1,5562798899,141,76.0,5562798903,213,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784864315,892,1,2,77,42,ajtb177oqwawkdwbqhldmq6mx,1,63.1,76.0,2025-03-07T19:34:43.037Z,2025-03-07T19:34:46Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5562799307,213,4.83,5562799303,141,65.2,5562799305,212,7.4,5562799299,56,Center,5562799301,140,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784864371,893,1,2,77,45,ajtb177oqwawkdwbqhldmq6mx,1,66.7,75.0,2025-03-07T19:34:46.469Z,2025-03-07T19:34:49Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5562799619,140,72.9,5562799621,141,69.6,5562799625,213,5.77,5562799623,212,7.5,5562799617,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784864393,894,1,2,77,48,ajtb177oqwawkdwbqhldmq6mx,1,72.9,70.2,2025-03-07T19:34:49.245Z,2025-03-07T19:34:50Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5562799753,213,0.32,5562799745,56,Center,5562799747,140,81.7,5562799751,212,9.7,5562799749,141,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784864399,895,3,2,77,49,ajtb177oqwawkdwbqhldmq6mx,0,77.3,72.4,2025-03-07T19:34:50.629Z,2025-03-07T20:07:55Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5562800111,233,687,5562799783,56,Center,5562799785,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784864433,687,7,2,77,49,8cfkisxf1fkxdqtt6tx1tup48,1,22.7,27.6,2025-03-07T19:34:50.630Z,2025-03-07T20:07:54Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5562799945,285,,5562800077,233,895,5562799943,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784891785,1055,83,2,77,50,ajtb177oqwawkdwbqhldmq6mx,0,75.5,77.3,2025-03-07T19:34:50.958Z,2025-03-07T19:57:28Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5562950785,399,abhfq12njxxutqjtb9zvcusyc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784864493,689,3,2,77,53,8cfkisxf1fkxdqtt6tx1tup48,0,29.4,32.2,2025-03-07T19:34:54.209Z,2025-03-07T20:07:55Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5562800467,233,896,5562800235,285,,5562800233,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784864505,896,7,2,77,53,ajtb177oqwawkdwbqhldmq6mx,1,70.6,67.8,2025-03-07T19:34:54.210Z,2025-03-07T20:07:55Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5562800291,56,Center,5562800295,286,,5562800385,233,689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784864581,898,3,2,77,56,ajtb177oqwawkdwbqhldmq6mx,0,77.9,53.0,2025-03-07T19:34:57.069Z,2025-03-07T19:57:45Z,52xeb867n93p1wftf42wxu1w4,Y. Belhadj,,,5562806099,286,,5562806285,211,,5562800723,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784864673,690,12,2,77,57,8cfkisxf1fkxdqtt6tx1tup48,1,20.5,34.9,2025-03-07T19:34:58.469Z,2025-03-07T19:47:41Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5562801165,141,40.1,5562801163,140,51.5,5562801167,212,32.7,5562801169,213,0.11,5562801161,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784864717,692,43,2,78,0,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2025-03-07T19:35:01.517Z,2025-03-07T19:48:26Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5562801413,56,Center,5562905313,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784864685,691,50,2,78,0,8cfkisxf1fkxdqtt6tx1tup48,1,47.9,42.6,2025-03-07T19:35:01.572Z,2025-03-07T20:07:56Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5562801269,233,899,5562801205,286,,5562801203,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784864667,899,7,2,78,0,ajtb177oqwawkdwbqhldmq6mx,0,52.1,57.4,2025-03-07T19:35:01.573Z,2025-03-07T20:07:56Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5562801133,56,Center,5562801135,285,,5562801229,233,691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784893013,822,61,2,78,1,8cfkisxf1fkxdqtt6tx1tup48,0,53.5,37.4,2025-03-07T19:35:01.958Z,2025-03-07T19:59:12Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5562957313,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784864731,900,1,2,78,2,ajtb177oqwawkdwbqhldmq6mx,1,69.8,63.3,2025-03-07T19:35:03.453Z,2025-03-07T19:35:05Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5562801513,213,3.33,5562801509,141,55.4,5562801511,212,28.4,5562801507,140,43.2,5562801503,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784864781,901,1,2,78,4,ajtb177oqwawkdwbqhldmq6mx,1,36.2,65.2,2025-03-07T19:35:05.101Z,2025-03-07T19:35:07Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5562801837,213,0.52,5562801835,212,29.3,5562801833,141,86.6,5562801829,56,Left,5562801831,140,60.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784864793,902,1,2,78,6,ajtb177oqwawkdwbqhldmq6mx,1,59.6,88.1,2025-03-07T19:35:07.349Z,2025-03-07T19:35:08Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5562801933,212,22.2,5562801935,213,3.31,5562801931,141,82.6,5562801927,56,Back,5562801929,140,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784864857,903,1,2,78,7,ajtb177oqwawkdwbqhldmq6mx,1,38.9,82.6,2025-03-07T19:35:08.261Z,2025-03-07T19:35:11Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5562802283,212,9.8,5562802285,213,0.60,5562802277,56,Back,5562802279,140,46.6,5562802281,141,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784864939,904,1,2,78,10,ajtb177oqwawkdwbqhldmq6mx,1,65.0,83.0,2025-03-07T19:35:11.173Z,2025-03-07T19:35:14Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5562802687,56,Center,5562802693,212,26.1,5562802695,213,5.72,5562802691,141,62.6,5562802689,140,86.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784864943,905,50,2,78,13,ajtb177oqwawkdwbqhldmq6mx,1,79.0,65.0,2025-03-07T19:35:13.988Z,2025-03-07T19:35:19Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5562802717,56,Center,5562802719,286,,5562802923,233,693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784864955,693,7,2,78,13,8cfkisxf1fkxdqtt6tx1tup48,1,21.0,35.0,2025-03-07T19:35:13.989Z,2025-03-07T19:35:19Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5562802773,285,,5562802855,233,905,5562802771,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784864993,906,83,2,78,15,ajtb177oqwawkdwbqhldmq6mx,0,84.6,67.0,2025-03-07T19:35:15.958Z,2025-03-07T19:35:20Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5562803585,399,5nved2kta2hk8103hkyhq33hm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784865097,695,2,2,78,15,8cfkisxf1fkxdqtt6tx1tup48,1,34.5,29.8,2025-03-07T19:35:16.612Z,2025-03-07T19:35:21Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5562803817,7,abhfq12njxxutqjtb9zvcusyc,5562803561,140,47.9,5562803563,141,27.3,5562803821,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784865039,907,43,2,78,17,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2025-03-07T19:35:18.224Z,2025-03-07T19:35:22Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5562803233,56,Center,5562804001,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784865673,909,1,2,78,38,ajtb177oqwawkdwbqhldmq6mx,1,47.5,75.3,2025-03-07T19:35:39.485Z,2025-03-07T19:35:41Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5562806663,141,18.9,5562806665,212,38.9,5562806725,189,,5562806667,213,4.88,5562806651,5,,5562806657,56,Right,5562806669,1,,5562806655,241,,5562806661,140,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,
2784865779,910,1,2,78,41,ajtb177oqwawkdwbqhldmq6mx,1,51.2,19.8,2025-03-07T19:35:42.244Z,2025-03-07T19:35:46Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5562807283,140,48.1,5562807287,141,39.8,5562807291,213,1.81,5562807279,56,Back,5562807289,212,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784865845,911,1,2,78,45,ajtb177oqwawkdwbqhldmq6mx,1,46.2,46.6,2025-03-07T19:35:46.349Z,2025-03-07T19:35:49Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5562807617,56,Right,5562807623,212,30.7,5562807625,213,5.28,5562807621,141,8.6,5562807619,140,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784865901,912,1,2,78,48,ajtb177oqwawkdwbqhldmq6mx,1,63.3,8.9,2025-03-07T19:35:49.381Z,2025-03-07T19:35:51Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5562807945,140,62.4,5562807953,213,1.70,5562807951,212,7.4,5562807949,141,19.7,5562807941,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784865931,913,1,2,78,50,ajtb177oqwawkdwbqhldmq6mx,1,63.3,17.9,2025-03-07T19:35:51.614Z,2025-03-07T19:35:53Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5562808111,212,12.2,5562808109,141,4.7,5562808107,140,71.2,5562808105,56,Right,5562808113,213,5.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784866045,914,1,2,78,52,ajtb177oqwawkdwbqhldmq6mx,1,71.2,5.3,2025-03-07T19:35:53.149Z,2025-03-07T19:35:58Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5562808713,213,2.96,5562808707,140,61.8,5562808705,56,Right,5562808711,212,10.0,5562808709,141,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784866075,915,1,2,78,57,ajtb177oqwawkdwbqhldmq6mx,1,62.7,10.3,2025-03-07T19:35:58.718Z,2025-03-07T19:56:35Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5562808887,140,70.9,5562808885,56,Right,5562808893,213,6.24,5562808889,141,9.8,5562808891,212,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784866137,916,1,2,78,59,ajtb177oqwawkdwbqhldmq6mx,1,70.9,9.8,2025-03-07T19:36:00.645Z,2025-03-07T19:56:36Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5562809193,141,4.7,5562809203,213,6.07,5562809189,56,Right,5562809199,212,16.0,5562809191,140,85.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784866197,917,1,2,79,4,ajtb177oqwawkdwbqhldmq6mx,0,91.6,8.8,2025-03-07T19:36:05.750Z,2025-03-07T19:56:45Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5562809585,56,Center,5562809593,213,1.51,5562809589,141,30.1,5562809587,140,92.5,5562809591,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784866219,697,8,2,79,6,8cfkisxf1fkxdqtt6tx1tup48,1,12.4,60.2,2025-03-07T19:36:07.468Z,2025-03-07T19:36:07Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5562809665,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784866257,699,1,2,79,7,8cfkisxf1fkxdqtt6tx1tup48,1,9.9,59.4,2025-03-07T19:36:08.709Z,2025-03-07T19:36:10Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5562809841,56,Back,5562809843,140,2.7,5562809845,141,51.9,5562809847,212,9.1,5562809849,213,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784866317,700,1,2,79,8,8cfkisxf1fkxdqtt6tx1tup48,0,2.7,51.8,2025-03-07T19:36:09.829Z,2025-03-07T19:55:10Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5562810183,1,,5562810177,141,54.3,5562810179,212,43.3,5562810175,140,43.9,5562810173,56,Back,5562810181,213,0.04,5562810171,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784866381,918,44,2,79,11,ajtb177oqwawkdwbqhldmq6mx,1,59.6,34.0,2025-03-07T19:36:12.843Z,2025-03-07T20:46:27Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5562810581,286,,5562810681,233,701,5562810579,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784866329,701,44,2,79,11,8cfkisxf1fkxdqtt6tx1tup48,0,40.4,66.0,2025-03-07T19:36:12.844Z,2025-03-07T20:46:28Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5562810745,233,918,5562810249,285,,5562810247,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784866425,919,1,2,79,12,ajtb177oqwawkdwbqhldmq6mx,1,65.5,11.9,2025-03-07T19:36:13.156Z,2025-03-07T21:04:16Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5562810849,3,,5562810861,212,20.7,5562810853,56,Back,5562810863,213,3.15,5562810857,140,45.8,5562810859,141,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784866563,921,1,2,79,18,ajtb177oqwawkdwbqhldmq6mx,1,44.9,11.6,2025-03-07T19:36:19.669Z,2025-03-07T19:36:24Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5562811549,140,17.9,5562811557,213,2.68,5562811553,141,32.4,5562811555,212,31.7,5562811545,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784866609,922,1,2,79,23,ajtb177oqwawkdwbqhldmq6mx,1,16.3,37.9,2025-03-07T19:36:24.036Z,2025-03-07T19:36:26Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,,5562811811,212,18.0,5562811809,141,17.0,5562811813,213,5.37,5562811805,56,Back,5562811807,140,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784866627,923,1,2,79,25,ajtb177oqwawkdwbqhldmq6mx,1,26.8,17.0,2025-03-07T19:36:26.325Z,2025-03-07T19:36:27Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5562811929,212,16.9,5562811917,56,Back,5562811925,141,37.7,5562811933,213,2.16,5562811921,140,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784866683,925,1,2,79,27,ajtb177oqwawkdwbqhldmq6mx,1,15.5,40.6,2025-03-07T19:36:28.325Z,2025-03-07T19:36:30Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,,5562812345,213,5.33,5562812343,212,16.2,5562812337,56,Back,5562812339,140,24.4,5562812341,141,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784866725,926,1,2,79,29,ajtb177oqwawkdwbqhldmq6mx,0,23.7,14.1,2025-03-07T19:36:29.996Z,2025-03-07T19:36:32Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5562812577,213,5.93,5562812575,212,14.0,5562812573,141,7.0,5562812571,140,36.2,5562812569,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784866763,702,8,2,79,33,8cfkisxf1fkxdqtt6tx1tup48,1,64.6,80.8,2025-03-07T19:36:34.941Z,2025-03-07T19:56:04Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5562812761,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784870133,717,1,2,79,35,8cfkisxf1fkxdqtt6tx1tup48,1,66.4,83.9,2025-03-07T19:36:36.027Z,2025-03-07T19:39:02Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5562831737,140,61.5,5562831743,213,3.81,5562831735,56,Center,5562831739,141,77.9,5562831741,212,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784866827,704,1,2,79,36,8cfkisxf1fkxdqtt6tx1tup48,1,64.6,82.0,2025-03-07T19:36:37.556Z,2025-03-07T19:56:07Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5562813141,213,3.70,5562813129,140,50.1,5562813125,56,Center,5562813137,212,18.0,5562813133,141,67.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
