id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2784790995,143,1,1,11,18,ajtb177oqwawkdwbqhldmq6mx,1,73.6,91.7,2025-03-07T18:11:42.023Z,2025-03-07T18:11:46Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5562402199,212,13.0,5562402201,213,3.34,5562402195,140,61.5,5562402193,56,Left,5562402197,141,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784791005,144,1,1,11,22,ajtb177oqwawkdwbqhldmq6mx,1,67.1,88.3,2025-03-07T18:11:46.047Z,2025-03-07T18:11:48Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5562402267,213,0.12,5562402259,56,Left,5562402263,141,91.5,5562402265,212,18.9,5562402261,140,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784791021,145,1,1,11,25,ajtb177oqwawkdwbqhldmq6mx,1,86.2,89.6,2025-03-07T18:11:48.719Z,2025-03-07T18:11:49Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5562402329,56,Left,5562402331,140,80.7,5562402335,212,6.1,5562402333,141,92.3,5562402337,213,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784791059,146,1,1,11,26,ajtb177oqwawkdwbqhldmq6mx,0,80.7,92.3,2025-03-07T18:11:49.626Z,2025-03-07T18:11:54Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5562402569,56,Center,5562402571,140,98.5,5562402567,155,,5562402565,2,,5562402581,213,5.13,5562402573,141,30.7,5562402577,212,45.9,5562402583,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784791121,90,12,1,11,32,8cfkisxf1fkxdqtt6tx1tup48,1,1.7,69.3,2025-03-07T18:11:56.213Z,2025-03-07T18:12:01Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5562402933,56,Back,5562402935,140,33.9,5562402939,212,34.7,5562402937,141,57.8,5562402941,213,6.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784791107,147,1,1,11,33,ajtb177oqwawkdwbqhldmq6mx,1,64.9,47.8,2025-03-07T18:11:57.359Z,2025-03-07T18:12:00Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5562402853,141,51.3,5562402855,212,16.8,5562402857,213,0.14,5562402847,155,,5562402851,140,80.7,5562402849,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784791113,148,44,1,11,35,ajtb177oqwawkdwbqhldmq6mx,1,78.6,56.3,2025-03-07T18:11:59.250Z,2025-03-07T19:01:17Z,e3n8xatusmgu7ttqpfdjanp3p,V. Hammershøy-Mistrati,,,5562402881,286,,5562466579,233,270,5562402879,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784802473,270,44,1,11,35,8cfkisxf1fkxdqtt6tx1tup48,0,21.4,43.7,2025-03-07T18:11:59.251Z,2025-03-07T19:01:18Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5562466441,56,Back,5562466443,285,,5562466587,233,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784791125,149,1,1,11,36,ajtb177oqwawkdwbqhldmq6mx,1,80.7,51.3,2025-03-07T18:12:00.185Z,2025-03-07T18:15:40Z,e3n8xatusmgu7ttqpfdjanp3p,V. Hammershøy-Mistrati,1.0,,5562402959,141,56.6,5562402963,213,1.66,5562413745,154,,5562413743,210,15,5562402957,140,80.4,5562402953,3,,5562402955,56,Center,5562402961,212,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784791135,150,15,1,11,37,ajtb177oqwawkdwbqhldmq6mx,1,80.3,57.0,2025-03-07T18:12:01.127Z,2025-03-07T20:25:32Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5562413487,82,,5562413813,233,91,5562413779,231,50.5,5562413761,29,,5562402991,56,Center,5562413773,146,81.2,5562413775,147,56.9,5562413769,102,54.1,5562413771,103,19,5562402987,22,,5562413765,55,149,5562413763,154,5563148027,76,5562402989,18,5562413483,20,5562413777,230,99.3,,,,,,,,,
2784791131,91,10,1,11,37,8cfkisxf1fkxdqtt6tx1tup48,1,6.8,46.7,2025-03-07T18:12:01.227Z,2025-03-07T21:17:56Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5562413829,233,150,5562402979,56,Back,5562402977,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784791155,151,1,1,11,39,ajtb177oqwawkdwbqhldmq6mx,1,74.0,52.1,2025-03-07T18:12:03.055Z,2025-03-07T18:12:04Z,e3n8xatusmgu7ttqpfdjanp3p,V. Hammershøy-Mistrati,,,5562403099,212,16.2,5562403097,141,34.5,5562403101,213,5.45,5562403095,140,84.4,5562403093,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784791167,152,1,1,11,40,ajtb177oqwawkdwbqhldmq6mx,1,83.2,35.2,2025-03-07T18:12:04.232Z,2025-03-07T18:37:20Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5562403171,140,73.6,5562403169,56,Center,5562403175,212,10.3,5562403173,141,38.6,5562403177,213,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784791189,153,1,1,11,42,ajtb177oqwawkdwbqhldmq6mx,1,73.9,34.2,2025-03-07T18:12:06.440Z,2025-03-07T18:12:08Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5562403273,212,8.6,5562403275,213,1.75,5562403271,141,46.7,5562403269,140,72.4,5562403267,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784791195,154,1,1,11,44,ajtb177oqwawkdwbqhldmq6mx,1,72.2,46.3,2025-03-07T18:12:07.855Z,2025-03-07T18:12:08Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5562403311,141,31.8,5562403309,140,81.9,5562403307,56,Center,5562403315,213,5.51,5562403313,212,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784791199,155,1,1,11,45,ajtb177oqwawkdwbqhldmq6mx,0,81.2,32.4,2025-03-07T18:12:08.767Z,2025-03-07T18:12:09Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5562403321,140,92.9,5562403327,213,5.20,5562403319,56,Right,5562403323,141,0.0,5562403325,212,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784791261,92,5,1,11,46,8cfkisxf1fkxdqtt6tx1tup48,1,11.4,101.3,2025-03-07T18:12:09.578Z,2025-03-07T19:00:54Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5562403649,56,Back,5562403687,233,156,5562403651,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784791201,156,5,1,11,46,ajtb177oqwawkdwbqhldmq6mx,0,88.6,-1.3,2025-03-07T18:12:09.578Z,2025-03-07T19:00:55Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5562403707,233,92,5562403333,56,Right,5562403335,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784791331,93,1,1,11,57,8cfkisxf1fkxdqtt6tx1tup48,0,26.9,100.0,2025-03-07T18:12:21.357Z,2025-03-07T18:12:24Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5562404057,213,6.01,5562404055,212,17.4,5562404053,141,94.1,5562404049,56,Back,5562404047,107,,5562404051,140,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784791335,157,8,1,12,0,ajtb177oqwawkdwbqhldmq6mx,1,72.8,5.5,2025-03-07T18:12:24.183Z,2025-03-07T18:12:24Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5562404065,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784791411,94,5,1,12,1,8cfkisxf1fkxdqtt6tx1tup48,1,29.7,101.8,2025-03-07T18:12:24.816Z,2025-03-07T19:00:55Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5562404511,233,158,5562404425,56,Back,5562404427,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784791341,158,5,1,12,1,ajtb177oqwawkdwbqhldmq6mx,0,70.3,-1.8,2025-03-07T18:12:24.816Z,2025-03-07T19:00:56Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5562404519,233,94,5562404097,56,Right,5562404099,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784791465,95,1,1,12,7,8cfkisxf1fkxdqtt6tx1tup48,1,37.7,100.0,2025-03-07T18:12:31.269Z,2025-03-07T18:12:34Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5562404707,141,84.2,5562404705,140,50.5,5562404703,56,Left,5562404709,212,18.1,5562404711,213,5.55,5562404701,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784791471,96,44,1,12,10,8cfkisxf1fkxdqtt6tx1tup48,1,42.4,87.6,2025-03-07T18:12:33.909Z,2025-03-07T19:01:18Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5562407795,233,159,5562404737,56,Back,5562407799,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784791493,159,44,1,12,10,ajtb177oqwawkdwbqhldmq6mx,0,57.6,12.4,2025-03-07T18:12:33.910Z,2025-03-07T19:01:18Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5562407823,233,96,5562404839,286,,5562404837,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784791475,97,1,1,12,10,8cfkisxf1fkxdqtt6tx1tup48,0,44.3,90.8,2025-03-07T18:12:34.103Z,2025-03-07T18:13:46Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5562404771,213,4.30,5562404753,56,Back,5562404757,140,42.3,5562404745,3,,5562404761,141,83.8,5562404765,212,5.2,5562407855,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784791519,162,1,1,12,11,ajtb177oqwawkdwbqhldmq6mx,1,67.3,25.6,2025-03-07T18:12:34.487Z,2025-03-07T18:39:18Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5562404961,140,60.9,5562479001,3,,5562404971,213,3.87,5562404969,212,9.0,5562404959,56,Right,5562404965,141,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784791507,160,43,1,12,11,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2025-03-07T18:12:35.343Z,2025-03-07T18:13:47Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5562404917,140,66.3,5562408789,144,1,5562404923,213,1.14,5562404913,3,0,5562404915,56,Center,5562404919,141,23.7,5562404921,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784791549,163,1,1,12,13,ajtb177oqwawkdwbqhldmq6mx,1,60.9,16.8,2025-03-07T18:12:37.320Z,2025-03-07T18:12:39Z,e3n8xatusmgu7ttqpfdjanp3p,V. Hammershøy-Mistrati,,,5562405141,56,Back,5562405149,213,2.89,5562405147,212,25.3,5562405143,140,37.5,5562405145,141,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784791649,164,1,1,12,16,ajtb177oqwawkdwbqhldmq6mx,1,37.5,25.9,2025-03-07T18:12:39.550Z,2025-03-07T18:12:47Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5562405575,213,1.14,5562405563,140,45.0,5562405559,56,Back,5562405571,212,18.8,5562405567,141,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784791661,165,4,1,12,24,ajtb177oqwawkdwbqhldmq6mx,1,57.8,70.4,2025-03-07T18:12:47.455Z,2025-03-07T18:12:51Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5562405713,56,Center,5562405715,152,,5562405717,265,,5562405737,233,98,5562405719,286,,5562405711,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784791669,98,4,1,12,24,8cfkisxf1fkxdqtt6tx1tup48,0,42.2,29.6,2025-03-07T18:12:47.456Z,2025-03-07T18:12:50Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5562405693,285,,5562405685,13,,5562405687,56,Back,5562405691,265,,5562405765,233,165,5562405689,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784791803,166,1,1,12,36,ajtb177oqwawkdwbqhldmq6mx,1,66.6,60.6,2025-03-07T18:12:59.991Z,2025-03-07T18:13:01Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5562406367,56,Center,5562406363,5,,5562406365,152,,5562406373,212,9.6,5562406375,213,2.39,5562406407,189,,5562406369,140,59.9,5562406371,141,70.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784791887,167,1,1,12,39,ajtb177oqwawkdwbqhldmq6mx,1,59.9,69.3,2025-03-07T18:13:02.543Z,2025-03-07T18:13:11Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5562406855,140,44.2,5562406853,56,Back,5562406857,141,54.8,5562406863,213,3.68,5562406859,212,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784791917,168,1,1,12,48,ajtb177oqwawkdwbqhldmq6mx,1,56.6,41.9,2025-03-07T18:13:11.495Z,2025-03-07T18:13:14Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5562407017,213,1.81,5562407013,141,58.7,5562407015,212,11.7,5562407009,56,Center,5562407011,140,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784791961,169,1,1,12,50,ajtb177oqwawkdwbqhldmq6mx,1,58.0,58.4,2025-03-07T18:13:14.143Z,2025-03-07T18:13:18Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5562407247,213,3.82,5562407245,212,17.1,5562407243,141,42.7,5562407241,140,45.3,5562407239,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784791967,170,1,1,12,55,ajtb177oqwawkdwbqhldmq6mx,1,51.6,45.2,2025-03-07T18:13:18.783Z,2025-03-07T18:13:20Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5562407271,140,57.8,5562407269,56,Center,5562407277,213,5.35,5562407273,141,32.2,5562407275,212,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784791989,171,1,1,12,56,ajtb177oqwawkdwbqhldmq6mx,1,57.8,32.2,2025-03-07T18:13:19.847Z,2025-03-07T18:13:23Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5562407373,213,2.18,5562407367,140,51.3,5562407365,56,Center,5562407369,141,46.7,5562407371,212,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784791995,172,1,1,13,0,ajtb177oqwawkdwbqhldmq6mx,1,52.6,54.3,2025-03-07T18:13:23.623Z,2025-03-07T18:13:25Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5562407429,213,0.29,5562407427,212,14.4,5562407425,141,60.3,5562407423,140,65.8,5562407421,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784792063,173,1,1,13,1,ajtb177oqwawkdwbqhldmq6mx,1,65.8,60.3,2025-03-07T18:13:24.974Z,2025-03-07T18:13:31Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5562407767,141,58.5,5562407771,213,3.20,5562407769,212,19.5,5562407765,140,47.3,5562407763,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784792093,174,1,1,13,8,ajtb177oqwawkdwbqhldmq6mx,1,52.8,58.2,2025-03-07T18:13:32.287Z,2025-03-07T18:13:34Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5562407985,141,33.9,5562407987,212,16.9,5562407981,140,49.3,5562407979,56,Back,5562407989,213,4.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784792117,175,1,1,13,10,ajtb177oqwawkdwbqhldmq6mx,1,49.3,33.9,2025-03-07T18:13:34.375Z,2025-03-07T18:13:35Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5562408059,141,14.6,5562408063,213,5.68,5562408055,56,Right,5562408057,140,67.6,5562408061,212,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784792149,176,1,1,13,12,ajtb177oqwawkdwbqhldmq6mx,1,67.3,14.4,2025-03-07T18:13:35.687Z,2025-03-07T18:13:38Z,e3n8xatusmgu7ttqpfdjanp3p,V. Hammershøy-Mistrati,,,5562408191,213,5.83,5562408189,212,10.3,5562408185,140,76.1,5562408183,56,Right,5562408187,141,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784792179,177,1,1,13,14,ajtb177oqwawkdwbqhldmq6mx,1,77.6,9.5,2025-03-07T18:13:37.975Z,2025-03-07T18:13:39Z,8viazilbghyogmhd7w3lg2six,S. Koch,,,5562408325,140,61.3,5562408323,56,Right,5562408331,213,2.84,5562408327,141,17.4,5562408329,212,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784792205,178,1,1,13,16,ajtb177oqwawkdwbqhldmq6mx,1,62.9,16.4,2025-03-07T18:13:39.719Z,2025-03-07T18:13:41Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5562408449,140,52.2,5562408447,56,Right,5562408451,141,20.1,5562408453,212,11.5,5562408455,213,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784792275,179,1,1,13,18,ajtb177oqwawkdwbqhldmq6mx,1,52.2,20.1,2025-03-07T18:13:41.607Z,2025-03-07T18:13:48Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5562408867,213,2.04,5562408863,212,14.9,5562408859,140,45.8,5562408857,56,Back,5562408861,141,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784792339,180,1,1,13,25,ajtb177oqwawkdwbqhldmq6mx,1,54.0,41.9,2025-03-07T18:13:48.775Z,2025-03-07T18:13:53Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5562409237,1,,5562409233,212,43.2,5562409235,213,5.77,5562409225,155,,5562409227,56,Right,5562409231,141,10.6,5562409229,140,89.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784792353,181,1,1,13,30,ajtb177oqwawkdwbqhldmq6mx,0,91.5,10.7,2025-03-07T18:13:53.792Z,2025-03-07T18:13:54Z,e3n8xatusmgu7ttqpfdjanp3p,V. Hammershøy-Mistrati,,,5562409301,56,Right,5562409305,141,8.3,5562409303,140,85.3,5562409307,212,6.7,5562409309,213,3.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784792391,99,1,1,13,32,8cfkisxf1fkxdqtt6tx1tup48,0,13.9,91.4,2025-03-07T18:13:56.077Z,2025-03-07T18:13:58Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5562409577,286,,5562409565,236,,5562409531,141,90.9,5562409529,140,20.4,5562409535,213,6.23,5562409533,212,6.8,5562409569,233,182,5562409527,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784792377,182,74,1,13,32,ajtb177oqwawkdwbqhldmq6mx,1,82.6,8.8,2025-03-07T18:13:56.078Z,2025-03-07T18:13:57Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5562409455,56,Right,5562409457,285,,5562409585,233,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784792433,100,1,1,13,35,8cfkisxf1fkxdqtt6tx1tup48,0,10.5,85.9,2025-03-07T18:13:58.869Z,2025-03-07T18:14:00Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5562409725,213,6.05,5562409723,212,47.0,5562409715,157,,5562409727,1,,5562409717,56,Center,5562409721,141,69.9,5562409719,140,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784792455,183,1,1,13,37,ajtb177oqwawkdwbqhldmq6mx,0,47.8,34.9,2025-03-07T18:14:01.047Z,2025-03-07T18:14:01Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5562409839,141,25.6,5562409831,3,,5562409841,212,12.3,5562409835,140,57.8,5562409843,213,5.74,5562409833,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784792515,101,3,1,13,41,8cfkisxf1fkxdqtt6tx1tup48,1,59.9,72.7,2025-03-07T18:14:04.677Z,2025-03-07T19:01:12Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5562410061,286,,5562410179,233,184,5562410059,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784792533,184,45,1,13,41,ajtb177oqwawkdwbqhldmq6mx,0,40.1,27.3,2025-03-07T18:14:04.677Z,2025-03-07T19:01:12Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5562410127,56,Back,5562410129,285,,5562410191,233,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784792529,103,4,1,13,43,8cfkisxf1fkxdqtt6tx1tup48,1,63.4,70.2,2025-03-07T18:14:06.614Z,2025-03-07T18:14:50Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5562410143,152,,5562410147,286,,5562410313,233,185,5562413101,295,,5562410139,13,,5562410141,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784792545,185,4,1,13,43,ajtb177oqwawkdwbqhldmq6mx,0,36.6,29.8,2025-03-07T18:14:06.615Z,2025-03-07T18:14:51Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5562410299,285,,5562410291,13,,5562410293,295,,5562410295,56,Back,5562410337,233,103,5562410297,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784792597,104,1,1,13,49,8cfkisxf1fkxdqtt6tx1tup48,0,53.4,74.0,2025-03-07T18:14:12.524Z,2025-03-07T18:59:34Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5562410451,213,5.81,5562410449,212,9.4,5562410439,5,,5562410737,236,,5562410441,152,,5562410743,286,,5562410445,140,61.4,5562410443,56,Center,5562410447,141,67.7,5562410739,233,186,,,,,,,,,,,,,,,,,,,,,,,
2784792643,186,74,1,13,49,ajtb177oqwawkdwbqhldmq6mx,1,39.6,32.5,2025-03-07T18:14:12.525Z,2025-03-07T19:01:09Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5562410703,285,,5562410769,233,104,5562410701,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784792667,105,1,1,13,52,8cfkisxf1fkxdqtt6tx1tup48,1,42.1,66.1,2025-03-07T18:14:16.252Z,2025-03-07T18:14:18Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5562410867,1,,5562410865,213,4.78,5562410863,212,35.7,5562410859,140,44.5,5562410861,141,13.7,5562410857,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784792771,106,1,1,13,54,8cfkisxf1fkxdqtt6tx1tup48,1,43.1,14.6,2025-03-07T18:14:17.548Z,2025-03-07T18:14:24Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5562411289,212,12.6,5562411291,213,2.24,5562411287,141,29.1,5562411285,140,35.6,5562411283,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784792781,107,1,1,14,0,8cfkisxf1fkxdqtt6tx1tup48,1,34.5,42.4,2025-03-07T18:14:24.261Z,2025-03-07T18:14:25Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5562411351,140,40.8,5562411349,56,Back,5562411355,212,24.4,5562411353,141,76.9,5562411357,213,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784792787,108,1,1,14,1,8cfkisxf1fkxdqtt6tx1tup48,1,40.8,77.2,2025-03-07T18:14:25.380Z,2025-03-07T18:14:26Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5562411387,56,Back,5562411393,212,12.8,5562411395,213,3.68,5562411389,140,30.4,5562411391,141,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784792811,109,1,1,14,2,8cfkisxf1fkxdqtt6tx1tup48,1,30.4,67.5,2025-03-07T18:14:26.100Z,2025-03-07T18:14:28Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5562411501,212,14.7,5562411499,141,83.3,5562411495,56,Back,5562411503,213,0.82,5562411497,140,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784792827,110,1,1,14,4,8cfkisxf1fkxdqtt6tx1tup48,1,40.1,83.2,2025-03-07T18:14:27.828Z,2025-03-07T18:59:15Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5562411565,56,Back,5562411567,140,26.7,5562411573,213,3.70,5562411569,141,70.3,5562411571,212,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784792841,111,1,1,14,5,8cfkisxf1fkxdqtt6tx1tup48,1,27.9,73.0,2025-03-07T18:14:29.069Z,2025-03-07T18:59:16Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5562411665,212,24.8,5562411661,141,46.4,5562411653,56,Back,5562411669,213,3.96,5562411657,140,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784792971,112,1,1,14,15,8cfkisxf1fkxdqtt6tx1tup48,0,13.5,49.7,2025-03-07T18:14:38.613Z,2025-03-07T18:14:41Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5562412367,155,,5562412371,140,56.2,5562412369,56,Center,5562412383,213,6.07,5562412377,212,45.9,5562412387,1,,5562412375,141,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
