id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/12/value,qualifier/14/value,qualifier/16/value,qualifier/13/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2745568667,441,1,2,47,26,6wwwud48qahpwrfxs20334qk5,1,43.0,74.1,2024-11-08T19:05:10.457Z,2024-11-08T19:18:36Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5349068563,141,89.4,5349068559,140,58.1,5349068569,213,0.58,5349068555,56,Left,5349068567,212,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745568713,442,1,2,47,32,6wwwud48qahpwrfxs20334qk5,1,57.8,86.0,2024-11-08T19:05:17.001Z,2024-11-08T19:05:18Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,,,5349068815,213,3.52,5349068809,140,30.0,5349068811,141,68.8,5349068813,212,31.4,5349068807,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745568765,443,1,2,47,33,6wwwud48qahpwrfxs20334qk5,1,30.0,68.8,2024-11-08T19:05:18.121Z,2024-11-08T19:05:21Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5349069091,212,8.1,5349069089,141,63.0,5349069087,140,36.7,5349069085,56,Back,5349069093,213,5.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745568827,444,1,2,47,37,6wwwud48qahpwrfxs20334qk5,1,44.1,48.5,2024-11-08T19:05:21.344Z,2024-11-08T19:05:25Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5349069427,212,32.9,5349069421,56,Right,5349069425,141,4.1,5349069423,140,56.6,5349069429,213,5.12,5349069431,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745568901,445,1,2,47,40,6wwwud48qahpwrfxs20334qk5,1,56.6,4.1,2024-11-08T19:05:24.840Z,2024-11-08T19:05:28Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5349069851,213,2.75,5349069845,140,30.9,5349069847,141,20.6,5349069849,212,29.2,5349069843,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745569003,446,2,2,47,43,6wwwud48qahpwrfxs20334qk5,1,30.9,20.6,2024-11-08T19:05:27.985Z,2024-11-08T19:05:34Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5349070507,56,Center,5349070505,1,,5349070503,7,9jqox80arzpytv1b136jobhpm,5349070447,140,80.4,5349070451,141,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745569161,506,1,2,47,57,ajtb177oqwawkdwbqhldmq6mx,1,30.8,65.5,2024-11-08T19:05:41.384Z,2024-11-08T19:05:42Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5349071229,141,48.8,5349071225,56,Back,5349071227,140,19.6,5349071231,212,16.3,5349071223,241,,5349071221,5,,5349071233,213,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745569239,507,1,2,47,58,ajtb177oqwawkdwbqhldmq6mx,1,19.6,48.8,2024-11-08T19:05:42.584Z,2024-11-08T19:05:46Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,,5349071691,56,Back,5349071693,140,26.4,5349071695,141,32.4,5349071697,212,13.2,5349071699,213,5.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745569273,508,1,2,48,2,ajtb177oqwawkdwbqhldmq6mx,1,26.2,30.4,2024-11-08T19:05:46.439Z,2024-11-08T19:05:48Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5349071889,212,18.6,5349071883,56,Back,5349071891,213,5.17,5349071885,140,34.1,5349071887,141,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745569303,509,1,2,48,4,ajtb177oqwawkdwbqhldmq6mx,1,34.1,5.9,2024-11-08T19:05:48.504Z,2024-11-08T19:05:50Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5349072037,213,2.07,5349072031,140,24.3,5349072035,212,21.5,5349072029,56,Back,5349072033,141,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745569355,510,1,2,48,6,ajtb177oqwawkdwbqhldmq6mx,1,24.3,33.7,2024-11-08T19:05:50.336Z,2024-11-08T19:05:53Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5349072323,140,11.8,5349072329,213,2.54,5349072327,212,15.9,5349072325,141,46.9,5349072321,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745569433,511,1,2,48,9,ajtb177oqwawkdwbqhldmq6mx,1,13.2,50.6,2024-11-08T19:05:53.431Z,2024-11-08T19:05:57Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,,5349072791,212,29.4,5349072789,141,91.5,5349072787,140,22.2,5349072785,56,Back,5349072793,213,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745569451,512,1,2,48,12,ajtb177oqwawkdwbqhldmq6mx,1,22.2,91.5,2024-11-08T19:05:57.112Z,2024-11-08T19:05:58Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5349072865,56,Back,5349072867,140,32.1,5349072873,213,5.49,5349072869,141,76.1,5349072871,212,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745569457,513,1,2,48,13,ajtb177oqwawkdwbqhldmq6mx,0,32.1,76.1,2024-11-08T19:05:58.127Z,2024-11-08T19:05:58Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5349072917,141,90.6,5349072915,140,35.6,5349072913,56,Back,5349072921,213,1.21,5349072919,212,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745569519,447,1,2,48,17,6wwwud48qahpwrfxs20334qk5,0,67.2,12.0,2024-11-08T19:06:01.801Z,2024-11-08T19:21:00Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5349073299,140,72.4,5349073303,212,8.9,5349073297,56,Center,5349073301,141,22.4,5349073305,213,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745569539,514,1,2,48,18,ajtb177oqwawkdwbqhldmq6mx,1,24.1,80.5,2024-11-08T19:06:02.456Z,2024-11-08T19:06:03Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5349073429,213,5.63,5349073423,140,31.0,5349073425,141,72.3,5349073421,56,Back,5349073427,212,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745569639,515,1,2,48,19,ajtb177oqwawkdwbqhldmq6mx,1,31.0,72.3,2024-11-08T19:06:03.680Z,2024-11-08T19:06:11Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5349073909,213,5.66,5349073907,212,20.8,5349073905,141,54.6,5349073903,140,47.1,5349073901,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745569591,448,83,2,48,22,6wwwud48qahpwrfxs20334qk5,0,51.4,57.2,2024-11-08T19:06:06.850Z,2024-11-08T19:21:16Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5349074015,399,4a0jmv6qmwn01iuqp1mhnyzth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745569653,516,1,2,48,26,ajtb177oqwawkdwbqhldmq6mx,1,76.0,55.1,2024-11-08T19:06:10.935Z,2024-11-08T19:08:23Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,1.0,5349086679,210,15,5349086681,154,,5349073981,212,17.7,5349073975,56,Center,5349073977,140,92.4,5349073979,141,60.9,5349073983,213,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745569711,517,15,2,48,29,ajtb177oqwawkdwbqhldmq6mx,1,93.4,59.1,2024-11-08T19:06:14.237Z,2024-11-08T20:26:50Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5349074279,22,,5349086757,233,449,5349086705,29,,5349074283,56,Center,5349074281,17,,5349086709,55,516,5349086719,147,52.2,5349086715,103,19.0,5349525309,328,5349086707,154,5349086713,102,51.1,5349075237,72,,5349086717,146,5349086703,78,,,,,,,,,98.5,,,,,,,,,,,,
2745569695,449,10,2,48,30,6wwwud48qahpwrfxs20334qk5,1,1.8,45.0,2024-11-08T19:06:14.337Z,2024-11-08T19:09:40Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5349074179,56,Back,5349074177,182,,5349074175,178,,5349086791,233,517,5349074171,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745569781,450,12,2,48,33,6wwwud48qahpwrfxs20334qk5,1,13.9,24.7,2024-11-08T19:06:17.897Z,2024-11-08T19:06:19Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5349074751,167,,5349074675,213,5.30,5349074667,56,Back,5349074673,212,21.8,5349074669,140,25.4,5349074671,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745569787,451,5,2,48,34,6wwwud48qahpwrfxs20334qk5,0,21.0,-1.7000000000000002,2024-11-08T19:06:18.435Z,2024-11-08T19:48:04Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5349075271,233,518,5349074715,347,,5349074713,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745569877,518,5,2,48,34,ajtb177oqwawkdwbqhldmq6mx,1,79.0,101.7,2024-11-08T19:06:18.435Z,2024-11-08T19:48:04Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5349075205,347,,5349075203,56,Left,5349075253,233,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745570025,519,1,2,48,50,ajtb177oqwawkdwbqhldmq6mx,1,87.3,100.0,2024-11-08T19:06:34.384Z,2024-11-08T19:26:44Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5349076051,140,70.8,5349076047,107,,5349076049,56,Left,5349076053,141,93.2,5349076055,212,18.2,5349076057,213,3.45,5349170371,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745591085,685,1,2,48,51,ajtb177oqwawkdwbqhldmq6mx,1,70.7,95.9,2024-11-08T19:06:36.100Z,2024-11-08T19:24:56Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5349188875,141,76.3,5349188871,56,Center,5349188877,212,13.3,5349188879,213,4.77,5349188873,140,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745570049,520,1,2,48,52,ajtb177oqwawkdwbqhldmq6mx,1,71.2,81.4,2024-11-08T19:06:36.648Z,2024-11-08T19:26:46Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5349076181,141,95.7,5349076185,213,0.57,5349076177,140,85.6,5349076173,56,Left,5349076183,212,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745570089,521,1,2,48,53,ajtb177oqwawkdwbqhldmq6mx,1,85.0,98.1,2024-11-08T19:06:37.537Z,2024-11-08T19:26:47Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5349076401,140,80.3,5349076403,141,85.7,5349076407,213,4.18,5349076405,212,9.8,5349076399,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745570097,522,1,2,48,55,ajtb177oqwawkdwbqhldmq6mx,0,97.4,71.7,2024-11-08T19:06:39.769Z,2024-11-08T19:26:42Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5349076501,195,,5349076443,212,24.1,5349076435,140,90.6,5349076445,213,4.41,5349076433,56,Center,5349076439,141,37.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745570221,453,1,2,48,58,6wwwud48qahpwrfxs20334qk5,1,20.1,84.7,2024-11-08T19:06:43.130Z,2024-11-08T19:06:47Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5349077013,141,85.7,5349077019,1,,5349077017,213,0.02,5349077009,56,Left,5349077015,212,44.3,5349077011,140,62.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745570279,454,1,2,49,3,6wwwud48qahpwrfxs20334qk5,1,66.4,86.5,2024-11-08T19:06:47.506Z,2024-11-08T19:07:16Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,,1.0,5349077275,213,5.35,5349077273,212,19.3,5349077267,56,Center,5349077271,141,63.7,5349077269,140,77.4,5349079605,210,13,5349079607,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745570289,455,13,2,49,6,6wwwud48qahpwrfxs20334qk5,1,89.2,63.2,2024-11-08T19:06:50.657Z,2024-11-08T20:37:57Z,9jqox80arzpytv1b136jobhpm,A. Bøndergaard,,,5349079641,102,64.4,5349079643,103,15.3,5349079635,154,,5349079647,231,56.3,5349079101,72,,5349079629,23,,5349079637,55,454,5349077343,56,Center,5349079645,230,5349079633,29,5349079631,73,,5349077341,64,,,,,,,,,,,,97.6,,,,,,,,,,,,,,
2745570371,523,43,2,49,11,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2024-11-08T19:06:55.617Z,2024-11-08T19:07:09Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5349077783,56,Back,5349078883,144,10,5349077781,94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745570389,456,43,2,49,11,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2024-11-08T19:06:55.953Z,2024-11-08T19:07:04Z,9jqox80arzpytv1b136jobhpm,A. Bøndergaard,,,5349078525,144,61,5349077855,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745570401,457,5,2,49,12,6wwwud48qahpwrfxs20334qk5,0,101.6,64.3,2024-11-08T19:06:56.913Z,2024-11-08T19:48:05Z,9jqox80arzpytv1b136jobhpm,A. Bøndergaard,,,5349079147,233,524,5349077919,346,,5349077917,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745570631,524,5,2,49,12,ajtb177oqwawkdwbqhldmq6mx,1,-1.6,35.7,2024-11-08T19:06:56.913Z,2024-11-08T19:48:04Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5349079019,346,,5349079079,233,457,5349079017,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745570665,525,1,2,49,26,ajtb177oqwawkdwbqhldmq6mx,1,2.6,50.0,2024-11-08T19:07:10.449Z,2024-11-08T19:07:12Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,,5349079239,212,37.7,5349079241,213,0.40,5349079235,140,35.6,5349079243,1,,5349079237,141,71.8,5349079247,237,,5349079233,56,Back,5349079231,124,,5349079277,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745570703,526,1,2,49,28,ajtb177oqwawkdwbqhldmq6mx,1,35.6,71.8,2024-11-08T19:07:13.024Z,2024-11-08T19:07:14Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5349079429,141,93.3,5349079427,140,43.2,5349079425,56,Back,5349079431,212,16.7,5349079433,213,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745570731,527,1,2,49,29,ajtb177oqwawkdwbqhldmq6mx,1,43.2,93.3,2024-11-08T19:07:14.184Z,2024-11-08T19:07:16Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5349079557,212,19.4,5349079555,141,70.8,5349079559,213,4.05,5349079551,140,31.8,5349079549,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745570785,528,1,2,49,31,ajtb177oqwawkdwbqhldmq6mx,1,31.8,70.8,2024-11-08T19:07:15.833Z,2024-11-08T19:07:19Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5349079889,212,24.9,5349079877,56,Back,5349079893,213,4.53,5349079881,140,27.4,5349079885,141,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745570863,529,1,2,49,34,ajtb177oqwawkdwbqhldmq6mx,1,30.5,36.4,2024-11-08T19:07:19.016Z,2024-11-08T19:07:22Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5349080347,141,63.9,5349080345,140,32.7,5349080375,213,1.45,5349080343,56,Back,5349080369,212,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745570905,530,1,2,49,38,ajtb177oqwawkdwbqhldmq6mx,1,39.5,67.0,2024-11-08T19:07:22.473Z,2024-11-08T19:07:24Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5349080557,56,Left,5349080565,213,0.95,5349080561,141,96.9,5349080563,212,25.0,5349080559,140,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745570975,531,1,2,49,40,ajtb177oqwawkdwbqhldmq6mx,0,53.3,96.9,2024-11-08T19:07:24.801Z,2024-11-08T19:07:28Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5349080905,1,,5349080899,141,49.1,5349080897,140,70.4,5349080895,56,Center,5349080901,212,37.1,5349080903,213,5.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745571037,459,1,2,49,44,6wwwud48qahpwrfxs20334qk5,1,39.4,46.1,2024-11-08T19:07:28.746Z,2024-11-08T19:07:30Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5349081213,140,66.1,5349081219,212,29.4,5349081221,213,5.98,5349081217,141,33.0,5349081209,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745571167,460,1,2,49,46,6wwwud48qahpwrfxs20334qk5,1,66.1,33.0,2024-11-08T19:07:30.690Z,2024-11-08T19:07:37Z,9jqox80arzpytv1b136jobhpm,A. Bøndergaard,,,5349081987,141,58.8,5349081985,140,77.3,5349081991,213,0.98,5349081983,56,Center,5349081989,212,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745571197,461,1,2,49,53,6wwwud48qahpwrfxs20334qk5,0,93.4,63.3,2024-11-08T19:07:37.330Z,2024-11-08T19:07:38Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,,,5349082143,212,7.1,5349082137,56,Center,5349082139,140,87.1,5349082145,213,3.51,5349082141,141,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745571225,462,3,2,49,56,6wwwud48qahpwrfxs20334qk5,0,87.4,60.0,2024-11-08T19:07:40.314Z,2024-11-08T19:58:53Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5349082279,56,Center,5349082281,286,,5349082533,233,532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745571245,532,7,2,49,56,ajtb177oqwawkdwbqhldmq6mx,0,12.6,40.0,2024-11-08T19:07:40.315Z,2024-11-08T19:07:43Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5349082437,233,462,5349082365,56,Back,5349082367,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745582647,560,1,2,49,56,6wwwud48qahpwrfxs20334qk5,0,77.4,56.0,2024-11-08T19:07:40.947Z,2024-11-08T19:28:47Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5349208945,213,4.94,5349208941,141,39.1,5349208939,140,79.9,5349208937,56,Center,5349208943,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745571421,533,12,2,50,0,ajtb177oqwawkdwbqhldmq6mx,1,17.4,63.6,2024-11-08T19:07:45.176Z,2024-11-08T19:07:50Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5349083389,213,1.89,5349083381,140,10.3,5349083385,141,96.8,5349083377,56,Back,5349083387,212,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745571471,535,1,2,50,6,ajtb177oqwawkdwbqhldmq6mx,1,10.3,96.8,2024-11-08T19:07:51.217Z,2024-11-08T19:07:53Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5349083609,213,3.85,5349083607,212,11.1,5349083605,141,86.2,5349083603,140,2.3,5349083601,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745571509,536,1,2,50,8,ajtb177oqwawkdwbqhldmq6mx,0,2.3,86.2,2024-11-08T19:07:53.186Z,2024-11-08T19:07:55Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5349083739,157,,5349083757,212,38.0,5349083765,1,,5349083743,56,Back,5349083761,213,5.88,5349083747,140,35.6,5349083753,141,64.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745571521,463,61,2,50,11,6wwwud48qahpwrfxs20334qk5,0,62.0,27.7,2024-11-08T19:07:56.162Z,2024-11-08T19:07:56Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5349083883,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745571747,537,1,2,50,13,ajtb177oqwawkdwbqhldmq6mx,1,30.1,41.9,2024-11-08T19:07:57.745Z,2024-11-08T19:08:14Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,1.0,5349085035,56,Right,5349085043,213,5.81,5349085037,140,68.9,5349085039,141,11.1,5349085743,210,15,5349085041,212,45.8,5349085045,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745571761,538,15,2,50,23,ajtb177oqwawkdwbqhldmq6mx,1,93.1,25.3,2024-11-08T19:08:07.425Z,2024-11-08T19:08:16Z,egnjbmbxkceiygmp2jty4b47o,O. Jakobsen,,,5349085099,22,,5349085103,56,Center,5349085779,146,99.4,5349085101,63,,5349085763,29,,5349085775,103,21.5,5349085781,147,47.3,5349085855,233,464,5349085767,55,5349085777,215,5349085773,102,50.3,5349085249,20,,5349085759,79,,,,,,,,,537,,,,,,,,,,,,,,
2745571769,464,10,2,50,23,6wwwud48qahpwrfxs20334qk5,1,0.8,56.3,2024-11-08T19:08:07.525Z,2024-11-08T19:08:25Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5349085125,178,,5349085127,182,,5349085489,233,538,5349085129,56,Back,5349085123,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745571943,466,1,2,50,27,6wwwud48qahpwrfxs20334qk5,1,10.8,62.4,2024-11-08T19:08:12.267Z,2024-11-08T19:31:17Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5349086099,212,21.3,5349086101,213,0.32,5349086097,141,72.2,5349086095,140,30.1,5349086093,56,Back,5349086091,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745582633,559,1,2,50,35,6wwwud48qahpwrfxs20334qk5,1,68.2,56.0,2024-11-08T19:08:19.425Z,2024-11-08T19:31:52Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5349226269,140,69.4,5349226275,213,4.81,5349226271,141,36.2,5349226267,56,Center,5349226273,212,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745582657,561,1,2,50,37,6wwwud48qahpwrfxs20334qk5,1,77.1,37.6,2024-11-08T19:08:22.170Z,2024-11-08T20:41:56Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5349228283,213,4.88,5349228279,141,12.5,5349228275,140,79.9,5349228281,212,17.3,5349228271,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745582613,557,1,2,50,40,6wwwud48qahpwrfxs20334qk5,0,91.5,26.0,2024-11-08T19:08:25.202Z,2024-11-08T20:41:56Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5349617813,140,100.0,5349617811,155,,5349617809,2,,5349617819,213,1.20,5349229983,56,Center,5349617817,212,27.0,5349617815,141,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745582667,562,5,2,50,41,6wwwud48qahpwrfxs20334qk5,0,101.2,61.6,2024-11-08T19:08:25.402Z,2024-11-08T19:48:05Z,,,,,5349237643,346,,5349239065,233,611,5349237641,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745582829,611,5,2,50,41,ajtb177oqwawkdwbqhldmq6mx,1,-1.2,38.4,2024-11-08T19:08:25.402Z,2024-11-08T19:48:05Z,,,,,5349239033,233,562,5349238467,56,Back,5349238469,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745572133,467,43,2,50,44,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2024-11-08T19:08:28.827Z,2024-11-08T19:48:52Z,,,,,5349332829,144,79,5349087181,344,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745582811,610,1,2,50,55,ajtb177oqwawkdwbqhldmq6mx,1,4.3,50.9,2024-11-08T19:08:39.536Z,2024-11-08T19:35:29Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,,5349247179,141,35.8,5349247183,213,5.22,5349247181,212,11.7,5349247547,189,,5349247177,140,9.7,5349247173,56,Back,5349247169,124,,5349247187,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
