id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/12/value,qualifier/14/value,qualifier/16/value,qualifier/13/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2745515333,1,34,16,0,0,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2024-11-08T17:09:33.054Z,2024-11-08T21:24:10Z,,,,,5348784597,130,4,5348784601,194,3od63zrf6cay4d6ync9i2iuqc,5348784595,59,"90, 14, 17, 6, 4, 5, 21, 7, 16, 97, 98, 1, 2, 3, 8, 11, 13, 18, 19, 20",5348784603,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5348784599,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5348884495,197,11563,5348784591,30,"eiy7fhqxdx3ypg4dq4454hpbe, 65g5cfsdr10378yvmkpm19444, 4bojyjyvkdgm1lss6n37q2t5g, 7rt4wpc0qphwnvhn8jeazesfe, b1kyjkhaaiw32cb4bubbpm7tg, 3od63zrf6cay4d6ync9i2iuqc, 23sc7wc7my7wes6cuaxw1v0no, ayxi2m0g0pm6rl1ba5pto66z9, 9jqox80arzpytv1b136jobhpm, y4dl1rer075c9wz6zhx7skbt, 289rctmvd5ppy9zqn98jbe4et, cu2l7ju3t72stqhwaurrnqbqh, bvc80w5ai425plu54nhgx5fxl, dgcbjg2ymgi70yv1n8ugkv02c, 6wfu6s6xo5zjeke21fgbouql0, 4m3slt6iikaxklqd12i719rl5, 7ztdirfvd9d0x2yw1v051xzbo, ei3xmwfz8dah5e4lcbu4w98t1, 91xtn2wlot8g8ue89zn4iiyqy, 2zt1yrfv8m2mhpo720n0uydck",5348784593,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745516287,1,34,16,0,0,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2024-11-08T17:11:52.568Z,2024-11-08T17:58:38Z,,,,,5348789967,30,"b2gkyjq8emj9pywryc3rycogl, 6g671k5lvgoo2bgub2516q1w4, eyvv6b94feknnp1uew6n0ytat, e8vt8711wb40afht2v13omket, 2uellcocrvapu7o70g5zdcmad, 8xe0fufxfgf5cuwgysz3r2j85, egnjbmbxkceiygmp2jty4b47o, ezbixgm2km8iapnsl57bn4wkp, 8i0o1b8rjsab9se3v6vteqmfo, 4a0jmv6qmwn01iuqp1mhnyzth, kqj7nh6pqmqbt0abyyu0fcpg, 9y3vs6l0mjj38z0kw062jlh3p, 5u9zrgsm6wycfcbk04m64wd1w, 5mmgppapbchmcj9zdtyw0w5xw, 86mx27krl6c613x6e3t9g3cic, ct7z1lwc3kc5oblzcewgipzl6, 6dki65mdd3letfjjj51i0w3c9, ab3nxxoj7bxlnhot9htoex1xw, 38shfw53eg5qtvem3d3ou04r8, 8viazilbghyogmhd7w3lg2six",5348803881,194,ezbixgm2km8iapnsl57bn4wkp,5348789971,59,"13, 2, 3, 14, 5, 28, 17, 8, 11, 27, 22, 1, 6, 9, 18, 19, 20, 21, 23, 29",5348789969,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5348886435,197,19798,5348789983,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5348789979,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5348789975,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745534809,2,32,1,0,0,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2024-11-08T18:01:18.296Z,2024-11-08T18:01:20Z,,,,,5348889567,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745534805,2,32,1,0,0,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2024-11-08T18:01:18.296Z,2024-11-08T18:01:18Z,,,,,5348889551,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745534831,3,1,1,0,0,6wwwud48qahpwrfxs20334qk5,1,49.4,50.0,2024-11-08T18:01:18.297Z,2024-11-08T18:01:20Z,9jqox80arzpytv1b136jobhpm,A. Bøndergaard,,,5348889665,278,,5348889655,212,7.6,5348889643,56,Back,5348889659,213,3.25,5348889647,140,42.2,5348889651,141,48.8,5348889663,279,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745534837,4,1,1,0,1,6wwwud48qahpwrfxs20334qk5,1,42.2,48.8,2024-11-08T18:01:19.977Z,2024-11-08T18:01:23Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5348889683,140,28.5,5348889689,213,2.28,5348889687,212,22.0,5348889685,141,73.3,5348889681,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745534853,5,1,1,0,4,6wwwud48qahpwrfxs20334qk5,1,36.0,76.9,2024-11-08T18:01:23.048Z,2024-11-08T18:01:26Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5348889767,140,26.3,5348889773,213,4.27,5348889765,56,Back,5348889769,141,45.5,5348889771,212,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745534859,6,1,1,0,8,6wwwud48qahpwrfxs20334qk5,0,25.5,38.0,2024-11-08T18:01:26.488Z,2024-11-08T18:01:28Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5348889797,213,6.20,5348889789,56,Center,5348889791,140,68.1,5348889795,212,44.9,5348889793,141,32.7,5348889799,1,,5348889787,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745534861,3,1,1,0,10,ajtb177oqwawkdwbqhldmq6mx,0,29.8,74.5,2024-11-08T18:01:29.063Z,2024-11-08T18:07:16Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5348889813,157,,5348889825,1,,5348889821,212,33.9,5348889819,141,100.0,5348889823,213,0.56,5348889817,140,57.1,5348889815,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745534863,4,5,1,0,11,ajtb177oqwawkdwbqhldmq6mx,0,55.2,101.4,2024-11-08T18:01:29.925Z,2024-11-08T18:01:36Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5348889829,56,Left,5348889869,233,7,5348889831,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745534871,7,5,1,0,11,6wwwud48qahpwrfxs20334qk5,1,44.8,-1.4,2024-11-08T18:01:29.925Z,2024-11-08T19:47:52Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5348889863,233,4,5348889853,56,Back,5348889855,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745534893,8,1,1,0,19,6wwwud48qahpwrfxs20334qk5,1,46.9,0.0,2024-11-08T18:01:37.650Z,2024-11-08T18:01:39Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5348889991,141,13.5,5348889989,140,48.3,5348889987,56,Back,5348889985,107,,5348889993,212,10.4,5348889995,213,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745534911,9,1,1,0,20,6wwwud48qahpwrfxs20334qk5,1,48.3,13.5,2024-11-08T18:01:38.937Z,2024-11-08T18:01:43Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5348890083,212,7.3,5348890079,140,41.9,5348890077,56,Back,5348890085,213,3.53,5348890081,141,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745534925,10,1,1,0,24,6wwwud48qahpwrfxs20334qk5,1,36.3,20.9,2024-11-08T18:01:43.169Z,2024-11-08T18:01:44Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5348890141,212,15.9,5348890139,141,25.8,5348890137,140,21.5,5348890143,213,2.93,5348890135,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745534951,11,1,1,0,25,6wwwud48qahpwrfxs20334qk5,1,21.5,25.8,2024-11-08T18:01:44.186Z,2024-11-08T18:01:49Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5348890287,56,Back,5348890293,212,18.0,5348890291,141,46.9,5348890295,213,2.22,5348890289,140,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745534997,12,1,1,0,30,6wwwud48qahpwrfxs20334qk5,1,9.7,60.9,2024-11-08T18:01:49.089Z,2024-11-08T18:01:56Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5348890505,213,1.07,5348890499,140,19.2,5348890501,141,87.7,5348890503,212,20.8,5348890497,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535005,13,1,1,0,37,6wwwud48qahpwrfxs20334qk5,1,22.6,92.4,2024-11-08T18:01:55.865Z,2024-11-08T18:01:56Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5348890557,141,76.9,5348890555,140,49.5,5348890559,212,30.1,5348890561,213,5.93,5348890553,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535021,14,1,1,0,38,6wwwud48qahpwrfxs20334qk5,1,49.5,76.9,2024-11-08T18:01:56.793Z,2024-11-08T18:01:58Z,9jqox80arzpytv1b136jobhpm,A. Bøndergaard,,,5348890625,141,65.8,5348890621,56,Back,5348890627,212,9.8,5348890629,213,4.02,5348890623,140,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535033,15,1,1,0,40,6wwwud48qahpwrfxs20334qk5,1,43.7,67.3,2024-11-08T18:01:58.513Z,2024-11-08T18:07:33Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5348890699,213,5.06,5348890697,212,30.7,5348890695,141,24.9,5348890693,140,53.8,5348890691,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535057,16,1,1,0,44,6wwwud48qahpwrfxs20334qk5,1,61.0,24.7,2024-11-08T18:02:02.521Z,2024-11-08T18:02:05Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5348890807,56,Center,5348890813,212,11.4,5348890809,140,52.0,5348890815,213,2.54,5348890811,141,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535071,17,1,1,0,47,6wwwud48qahpwrfxs20334qk5,1,56.4,26.4,2024-11-08T18:02:05.641Z,2024-11-08T18:02:09Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5348890887,141,13.4,5348890885,140,69.6,5348890891,213,5.72,5348890883,56,Right,5348890889,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535067,5,45,1,0,50,ajtb177oqwawkdwbqhldmq6mx,0,31.4,86.4,2024-11-08T18:02:08.391Z,2024-11-08T19:59:03Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5348890869,285,,5348890867,56,Back,5348890909,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535073,18,3,1,0,50,6wwwud48qahpwrfxs20334qk5,1,68.6,13.6,2024-11-08T18:02:08.391Z,2024-11-08T19:59:03Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5348890895,56,Right,5348890897,286,,5348890901,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535079,19,1,1,0,51,6wwwud48qahpwrfxs20334qk5,1,64.1,13.1,2024-11-08T18:02:09.753Z,2024-11-08T18:02:11Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5348890921,140,49.7,5348890925,212,15.3,5348890919,56,Back,5348890927,213,3.00,5348890923,141,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535089,20,1,1,0,53,6wwwud48qahpwrfxs20334qk5,1,49.7,16.2,2024-11-08T18:02:11.753Z,2024-11-08T18:02:13Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5348890977,141,5.9,5348890975,140,65.3,5348890981,213,5.88,5348890973,56,Right,5348890979,212,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535103,6,45,1,0,54,ajtb177oqwawkdwbqhldmq6mx,0,36.0,93.8,2024-11-08T18:02:13.281Z,2024-11-08T19:59:04Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5348891017,56,Back,5348891025,233,21,5348891019,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535093,21,3,1,0,54,6wwwud48qahpwrfxs20334qk5,1,64.0,6.2,2024-11-08T18:02:13.281Z,2024-11-08T19:59:04Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5348891021,233,6,5348891001,286,,5348890999,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535105,22,1,1,0,55,6wwwud48qahpwrfxs20334qk5,1,60.1,7.4,2024-11-08T18:02:13.938Z,2024-11-08T18:02:16Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5348891041,213,2.63,5348891033,56,Right,5348891039,212,8.9,5348891037,141,13.8,5348891035,140,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535125,23,1,1,0,57,6wwwud48qahpwrfxs20334qk5,1,52.7,13.8,2024-11-08T18:02:15.841Z,2024-11-08T18:02:18Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5348891107,56,Back,5348891113,212,30.1,5348891109,140,31.2,5348891115,213,2.42,5348891111,141,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535149,24,1,1,1,0,6wwwud48qahpwrfxs20334qk5,1,31.2,43.1,2024-11-08T18:02:18.609Z,2024-11-08T18:02:21Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5348891237,141,68.7,5348891235,140,34.5,5348891241,213,1.37,5348891233,56,Back,5348891239,212,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535189,25,1,1,1,3,6wwwud48qahpwrfxs20334qk5,1,34.0,72.1,2024-11-08T18:02:21.450Z,2024-11-08T18:02:26Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5348891467,213,0.49,5348891461,140,56.6,5348891465,212,27.0,5348891463,141,90.9,5348891459,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535179,7,83,1,1,7,ajtb177oqwawkdwbqhldmq6mx,0,45.4,10.1,2024-11-08T18:02:25.392Z,2024-11-08T18:09:39Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5348891579,399,289rctmvd5ppy9zqn98jbe4et,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535209,26,1,1,1,7,6wwwud48qahpwrfxs20334qk5,1,53.8,85.7,2024-11-08T18:02:26.201Z,2024-11-08T18:09:34Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,,,5348891557,213,3.10,5348891555,212,16.1,5348891551,140,38.5,5348891553,141,86.8,5348891549,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535233,27,1,1,1,11,6wwwud48qahpwrfxs20334qk5,0,39.5,81.4,2024-11-08T18:02:29.905Z,2024-11-08T18:02:32Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5348891661,141,64.6,5348891663,212,33.1,5348891667,1,,5348891655,155,,5348891657,56,Center,5348891665,213,5.93,5348891659,140,69.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535263,8,1,1,1,15,ajtb177oqwawkdwbqhldmq6mx,1,25.6,28.5,2024-11-08T18:02:33.888Z,2024-11-08T18:02:35Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5348891789,213,0.65,5348891779,3,,5348891783,140,37.1,5348891781,56,Back,5348891785,141,41.9,5348891787,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535267,9,1,1,1,17,ajtb177oqwawkdwbqhldmq6mx,0,37.1,41.9,2024-11-08T18:02:35.591Z,2024-11-08T18:02:36Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5348891801,56,Back,5348891805,141,43.0,5348891797,3,,5348891807,212,7.7,5348891809,213,0.10,5348891799,168,,5348891803,140,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535285,28,1,1,1,18,6wwwud48qahpwrfxs20334qk5,1,55.6,61.8,2024-11-08T18:02:36.482Z,2024-11-08T18:02:38Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5348891873,141,67.8,5348891871,140,60.7,5348891875,212,6.7,5348891869,56,Center,5348891877,213,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535289,29,1,1,1,20,6wwwud48qahpwrfxs20334qk5,1,61.3,67.6,2024-11-08T18:02:38.698Z,2024-11-08T18:02:39Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5348891899,212,6.2,5348891897,141,72.7,5348891895,140,56.4,5348891901,213,2.55,5348891893,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535301,30,1,1,1,21,6wwwud48qahpwrfxs20334qk5,1,56.4,72.7,2024-11-08T18:02:39.418Z,2024-11-08T18:02:41Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5348891957,212,13.0,5348891955,141,64.3,5348891959,213,5.83,5348891951,56,Center,5348891953,140,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535303,31,61,1,1,23,6wwwud48qahpwrfxs20334qk5,1,67.5,64.3,2024-11-08T18:02:41.400Z,2024-11-08T18:10:47Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5348891963,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535365,32,1,1,1,24,6wwwud48qahpwrfxs20334qk5,1,63.0,66.1,2024-11-08T18:02:42.481Z,2024-11-08T18:03:15Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5348892289,213,5.40,5348892283,140,72.8,5348892281,56,Center,5348892285,141,47.5,5348892287,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535375,33,1,1,1,25,6wwwud48qahpwrfxs20334qk5,1,71.5,48.1,2024-11-08T18:02:43.498Z,2024-11-08T18:03:52Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,1.0,,5348892377,56,Center,5348892381,141,52.1,5348893983,154,,5348892383,212,16.3,5348893981,210,16,5348892379,140,86.8,5348892889,4,,5348892385,213,0.17,5348893985,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535379,34,16,1,1,28,6wwwud48qahpwrfxs20334qk5,1,86.0,55.9,2024-11-08T18:02:46.946Z,2024-11-08T20:11:33Z,9jqox80arzpytv1b136jobhpm,A. Bøndergaard,,,5348894011,55,33,5348893219,375,01:27.736,5348892405,56,Center,5348894007,29,,5348894017,103,4.4,5348894023,231,53.2,5348918545,328,,5348894021,230,92.9,5348894009,154,5348918543,89,5348893213,374,2024-11-08 18:02:46.032,5348894015,102,48.0,5348892403,17,5348892401,22,5348894019,214,5348893199,20,5349432005,80,,,,,,,,,,,,,,,
2745535565,10,1,1,2,13,ajtb177oqwawkdwbqhldmq6mx,1,50.9,49.7,2024-11-08T18:03:31.820Z,2024-11-08T18:16:32Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5348893303,140,40.6,5348893301,56,Back,5348893311,279,G,5348893309,213,3.15,5348893307,212,10.8,5348893305,141,49.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745537359,51,1,1,2,14,ajtb177oqwawkdwbqhldmq6mx,1,39.2,49.1,2024-11-08T18:03:33.266Z,2024-11-08T18:07:34Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5348902385,141,31.9,5348902387,212,15.8,5348902377,56,Back,5348902389,213,3.98,5348902383,140,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535567,11,1,1,2,15,ajtb177oqwawkdwbqhldmq6mx,0,29.9,32.5,2024-11-08T18:03:34.256Z,2024-11-08T18:16:30Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5348893325,212,46.3,5348893321,140,74.0,5348893319,56,Center,5348893327,213,6.28,5348893329,1,,5348893323,141,32.2,5348893317,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535585,35,1,1,2,19,6wwwud48qahpwrfxs20334qk5,1,20.3,75.3,2024-11-08T18:03:38.107Z,2024-11-08T18:03:40Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5348893415,140,26.6,5348893411,3,,5348893417,141,81.1,5348893421,213,0.54,5348893419,212,7.7,5348893413,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535597,36,1,1,2,21,6wwwud48qahpwrfxs20334qk5,0,26.6,81.1,2024-11-08T18:03:39.939Z,2024-11-08T20:09:53Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5348893485,141,74.4,5348893481,56,Back,5348893487,212,11.0,5348893489,213,5.85,5348893479,157,,5348893491,1,,5348893483,140,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535595,12,1,1,2,21,ajtb177oqwawkdwbqhldmq6mx,0,67.8,8.3,2024-11-08T18:03:39.944Z,2024-11-08T18:03:40Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5348893469,141,10.6,5348893471,212,5.3,5348893465,56,Right,5348893467,140,72.6,5348893473,213,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745541515,152,61,1,2,22,6wwwud48qahpwrfxs20334qk5,1,16.7,94.8,2024-11-08T18:03:40.810Z,2024-11-08T18:14:59Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5348925683,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535629,13,1,1,2,23,ajtb177oqwawkdwbqhldmq6mx,0,63.4,19.1,2024-11-08T18:03:41.864Z,2024-11-08T18:03:44Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5348893665,56,Right,5348893673,213,5.98,5348893667,140,91.3,5348893671,212,30.7,5348893669,141,5.8,5348893663,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535637,37,1,1,2,26,6wwwud48qahpwrfxs20334qk5,0,12.5,92.7,2024-11-08T18:03:44.795Z,2024-11-08T18:03:45Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5348893717,213,0.81,5348893715,212,5.0,5348893709,56,Back,5348893711,140,15.8,5348893707,157,,5348893713,141,98.0,5348893719,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535675,14,5,1,2,27,ajtb177oqwawkdwbqhldmq6mx,1,83.6,-1.8,2024-11-08T18:03:45.963Z,2024-11-08T19:47:52Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5348893871,56,Right,5348893875,347,,5348894391,233,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535699,38,5,1,2,27,6wwwud48qahpwrfxs20334qk5,0,16.4,101.8,2024-11-08T18:03:45.963Z,2024-11-08T19:47:52Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5348893977,56,Back,5348894399,233,14,5348893979,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535685,15,1,1,2,31,ajtb177oqwawkdwbqhldmq6mx,0,84.7,0.0,2024-11-08T18:03:50.152Z,2024-11-08T18:19:05Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5348893941,56,Right,5348893945,141,12.8,5348893939,107,,5348893947,212,12.2,5348893949,213,0.97,5348893943,140,91.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535725,39,8,1,2,33,6wwwud48qahpwrfxs20334qk5,1,11.4,95.0,2024-11-08T18:03:51.802Z,2024-11-08T18:16:49Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5348894149,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745542377,164,43,1,2,33,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2024-11-08T18:03:51.892Z,2024-11-08T18:16:43Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5348930901,56,Back,5348931357,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745535731,40,3,1,2,35,6wwwud48qahpwrfxs20334qk5,0,11.6,91.2,2024-11-08T18:03:53.551Z,2024-11-08T19:58:44Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5348894885,233,16,5348894167,56,Back,5348894169,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
