id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2812423215,1,34,16,0,0,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2025-05-10T12:01:46.099Z,2025-05-10T12:18:01Z,,,,,5714460735,194,8ewvm6ux4yvpwgrzjkc1chqwa,5714380687,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5714380683,130,17,5714380677,30,"6sdv4s8oz558wfhx72vwlpvu2, ekx0wotp433tuaw4g93nybjmc, f1ba9g771s0zeel0titcj3omi, 8ewvm6ux4yvpwgrzjkc1chqwa, b55jtl3ixolidn6cvc4t90efo, 9delpquqv81o7ftrgefb0wpp0, 5u9zrgsm6wycfcbk04m64wd1w, 423hv4unq5vvnp7kecv6wp3is, 9ircna8pbskreztmy1wiqwx9m, 8h3cyhuw5049gcxrsld3rw1ec, b6l4m6bmqgil9bjjov4tnuivo, 7xde75gwrng67wvjkugv9xih, 44gqeji9twbkdtrcr2ias4efo, e3546n3qj447qgmizao50zx1w, aszp26w7k6ycpwmcpvfteov84, bq76t7rh2vynmvwx9mtvnl9g4, 5moycfv7blzfnjqiruao7dv6c, 6bajck5osvj7trnwt2a5mc3dg, 9fvf8z6p8ok0n5vu999ysfywa, 4uuqid6t4nspn0wspyltz3bx0",5714380679,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5714460737,197,12587,5714380681,59,"99, 7, 11, 3, 2, 30, 23, 20, 17, 18, 14, 1, 8, 12, 13, 16, 19, 22, 24, 33",5714380685,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812428939,1,34,16,0,0,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2025-05-10T12:08:20.431Z,2025-05-10T14:43:21Z,,,,,5714469833,194,1se7wkenvs4elrapvdw9mdnje,5714411111,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5715313891,197,7812,5714411113,59,"16, 2, 21, 5, 25, 15, 9, 10, 14, 12, 7, 1, 3, 4, 8, 17, 19, 27, 32, 38",5714411119,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5714411115,130,8,5714411109,30,"45bcgucg627rhrdgt8tn9hd9m, s8c0oxnoqt6zi7pi88rwawvd, 1se7wkenvs4elrapvdw9mdnje, bmkwmf5f2ssnw2cq7uga7yd5g, 839pm7rmjp6q1bt52f7ek9vys, c7buy99bjqmkmno8w5t0189d6, 4mxciw9jsj9l437fd7bv78p91, 7wo1hk736v1xhovvu2t2trw89, 4jve632xnmqujh4ioaxpaovai, ate1ymumg2iwzn8uyyf3ts222, 6hmsrr08cllpl4iumu92zskbt, 7fkc01xxyl1trj3uav134ehyi, aqc0qritba195wf770gyd1149, 37mo55lynu3blqnb8k9ln8k16, 15yli690oxmbr4dl1ksti2p9m, 9n2nm6smh0txgv2482qbwhixg, cqgmx6eiriomccxfhykh31r10, 418pvntm5e5kcoeyjjnzm7hg4, ayjuukbjjzrldkn4d4shfnggk, 5sha6xhovfmuzd7rolx1om39w",5714411117,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812470693,2,32,1,0,0,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2025-05-10T13:00:25.155Z,2025-05-10T13:00:27Z,,,,,5714626893,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812470683,2,32,1,0,0,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2025-05-10T13:00:25.155Z,2025-05-10T13:00:25Z,,,,,5714626827,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812470721,3,1,1,0,0,f1h34qp5zbfl489q8vnkhiq9s,1,49.4,50.6,2025-05-10T13:00:25.156Z,2025-05-10T13:00:29Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5714627023,213,2.77,5714627017,140,28.1,5714627019,141,63.4,5714627021,212,24.0,5714627015,56,Back,5714627025,279,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812470813,4,1,1,0,3,f1h34qp5zbfl489q8vnkhiq9s,1,28.6,66.0,2025-05-10T13:00:29.151Z,2025-05-10T13:00:36Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5714627471,140,67.5,5714627479,1,,5714627473,141,29.1,5714627467,157,,5714627475,212,47.9,5714627477,213,5.73,5714627469,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812470815,5,44,1,0,7,f1h34qp5zbfl489q8vnkhiq9s,1,74.6,33.2,2025-05-10T13:00:32.919Z,2025-05-10T15:13:48Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5714627483,56,Center,5714627487,233,3,5714627485,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812470787,3,44,1,0,7,b8oqgvx1ijeyn6y1cn6929ix4,0,25.4,66.8,2025-05-10T13:00:32.920Z,2025-05-10T15:13:48Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5714627313,56,Back,5714627315,285,,5714627543,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812470833,6,1,1,0,8,f1h34qp5zbfl489q8vnkhiq9s,0,74.8,31.7,2025-05-10T13:00:33.421Z,2025-05-10T15:19:03Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5714627573,56,Center,5714627579,212,27.6,5714627571,168,,5714627569,3,,5714627577,141,35.2,5714627581,213,0.09,5714627575,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812470997,4,5,1,0,11,b8oqgvx1ijeyn6y1cn6929ix4,1,-1.2,67.0,2025-05-10T13:00:36.631Z,2025-05-10T14:03:10Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5714628367,346,,5714628427,233,7,5714628365,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812470841,7,5,1,0,11,f1h34qp5zbfl489q8vnkhiq9s,0,101.2,33.0,2025-05-10T13:00:36.631Z,2025-05-10T14:03:11Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5714627637,56,Center,5714627639,346,,5714628457,233,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812471035,5,1,1,0,28,b8oqgvx1ijeyn6y1cn6929ix4,1,4.7,50.0,2025-05-10T13:00:53.838Z,2025-05-10T13:00:56Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5714628581,212,13.0,5714628573,124,,5714628577,140,4.9,5714628579,141,30.9,5714628583,213,4.73,5714628587,237,,5714628575,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812471067,6,1,1,0,31,b8oqgvx1ijeyn6y1cn6929ix4,1,4.9,30.9,2025-05-10T13:00:56.302Z,2025-05-10T13:00:59Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,,5714628795,141,6.4,5714628797,212,22.4,5714628791,56,Back,5714628799,213,5.45,5714628793,140,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812471089,7,1,1,0,34,b8oqgvx1ijeyn6y1cn6929ix4,1,19.8,6.1,2025-05-10T13:00:59.718Z,2025-05-10T13:01:01Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5714628921,141,8.8,5714628925,213,0.14,5714628919,140,31.9,5714628923,212,12.8,5714628917,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812471095,8,1,1,0,36,b8oqgvx1ijeyn6y1cn6929ix4,1,31.9,8.8,2025-05-10T13:01:01.438Z,2025-05-10T13:01:02Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5714628937,212,8.4,5714628935,141,15.3,5714628933,140,25.1,5714628939,213,2.59,5714628967,156,,5714628931,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812471129,9,1,1,0,37,b8oqgvx1ijeyn6y1cn6929ix4,1,25.6,17.3,2025-05-10T13:01:02.750Z,2025-05-10T13:01:55Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5714632539,155,,5714629099,140,44.6,5714629101,141,25.2,5714629103,212,20.7,5714629105,213,0.26,5714629097,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812471131,10,61,1,0,39,b8oqgvx1ijeyn6y1cn6929ix4,0,44.6,25.2,2025-05-10T13:01:04.246Z,2025-05-10T13:08:46Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5714629127,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812471151,9,1,1,0,39,f1h34qp5zbfl489q8vnkhiq9s,1,39.1,66.4,2025-05-10T13:01:04.933Z,2025-05-10T13:01:06Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5714629201,213,1.55,5714629199,212,8.4,5714629197,141,78.7,5714629193,56,Back,5714629195,140,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812471145,11,43,1,0,40,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2025-05-10T13:01:05.438Z,2025-05-10T13:01:08Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5714629285,144,56,5714629179,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812471337,10,1,1,0,40,f1h34qp5zbfl489q8vnkhiq9s,1,39.3,78.7,2025-05-10T13:01:06.150Z,2025-05-10T13:01:23Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5714630231,56,Back,5714630245,213,3.06,5714630233,140,8.6,5714630241,212,32.3,5714630237,141,82.6,5714630249,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812471391,11,1,1,0,58,f1h34qp5zbfl489q8vnkhiq9s,1,11.8,67.6,2025-05-10T13:01:23.182Z,2025-05-10T13:01:26Z,45bcgucg627rhrdgt8tn9hd9m,K. Kristensen,,,5714630513,140,11.7,5714630519,213,4.71,5714630511,56,Back,5714630517,212,14.7,5714630515,141,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812471437,12,1,1,1,1,f1h34qp5zbfl489q8vnkhiq9s,1,9.3,33.1,2025-05-10T13:01:26.437Z,2025-05-10T13:01:30Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5714630763,212,17.1,5714630765,213,4.85,5714630761,141,8.2,5714630759,140,11.6,5714630757,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812471445,13,1,1,1,5,f1h34qp5zbfl489q8vnkhiq9s,0,11.5,8.2,2025-05-10T13:01:30.637Z,2025-05-10T13:01:31Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5714630817,212,49.5,5714630809,157,,5714630815,141,14.0,5714630821,1,,5714630819,213,0.08,5714630813,140,58.5,5714630811,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812471465,12,12,1,1,7,b8oqgvx1ijeyn6y1cn6929ix4,1,49.5,81.4,2025-05-10T13:01:32.702Z,2025-05-10T13:01:34Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5714630989,141,100.0,5714630993,213,1.50,5714630991,212,14.0,5714630987,140,50.4,5714631065,167,,5714630985,56,Left,5714631007,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812471477,13,5,1,1,8,b8oqgvx1ijeyn6y1cn6929ix4,0,50.1,101.5,2025-05-10T13:01:33.999Z,2025-05-10T14:03:11Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5714631799,233,14,5714631049,347,,5714631047,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812471589,14,5,1,1,8,f1h34qp5zbfl489q8vnkhiq9s,1,49.9,-1.5,2025-05-10T13:01:33.999Z,2025-05-10T14:03:11Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5714631745,56,Back,5714631761,233,13,5714631747,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812471637,15,1,1,1,19,f1h34qp5zbfl489q8vnkhiq9s,1,50.6,0.0,2025-05-10T13:01:44.989Z,2025-05-10T13:01:48Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5714631973,107,,5714631979,141,13.4,5714631977,140,37.2,5714631981,212,17.1,5714631975,56,Back,5714631983,213,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812471701,16,1,1,1,22,f1h34qp5zbfl489q8vnkhiq9s,1,23.0,21.5,2025-05-10T13:01:47.989Z,2025-05-10T13:01:52Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5714632371,212,31.5,5714632365,56,Back,5714632373,213,1.41,5714632367,140,27.7,5714632369,141,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812471725,17,1,1,1,27,f1h34qp5zbfl489q8vnkhiq9s,1,27.9,70.9,2025-05-10T13:01:52.373Z,2025-05-10T13:01:55Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5714632513,141,83.5,5714632511,140,32.0,5714632517,213,1.11,5714632509,56,Back,5714632515,212,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812471743,18,1,1,1,30,f1h34qp5zbfl489q8vnkhiq9s,1,31.0,88.4,2025-05-10T13:01:55.278Z,2025-05-10T13:01:56Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5714632623,212,7.4,5714632617,140,38.0,5714632621,141,89.9,5714632613,56,Back,5714632625,213,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812471751,19,1,1,1,31,f1h34qp5zbfl489q8vnkhiq9s,1,38.3,90.2,2025-05-10T13:01:56.317Z,2025-05-10T13:51:47Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5714632673,141,82.1,5714632671,140,32.6,5714632669,56,Back,5714632757,156,,5714632677,213,3.89,5714632675,212,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812471827,20,1,1,1,32,f1h34qp5zbfl489q8vnkhiq9s,0,32.6,82.1,2025-05-10T13:01:57.869Z,2025-05-10T13:51:48Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5714633023,155,,5714633037,213,0.07,5714633035,212,52.1,5714633027,140,82.1,5714633039,1,,5714633025,56,Left,5714633031,141,87.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812471869,21,43,1,1,39,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2025-05-10T13:02:04.565Z,2025-05-10T13:02:12Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5714633249,56,Left,5714633813,144,5,5714633251,347,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812471919,14,61,1,1,43,b8oqgvx1ijeyn6y1cn6929ix4,0,3.4,1.7,2025-05-10T13:02:09.141Z,2025-05-10T13:08:45Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5714633553,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812472023,15,5,1,1,53,b8oqgvx1ijeyn6y1cn6929ix4,0,7.6,-2.0,2025-05-10T13:02:18.566Z,2025-05-10T14:03:12Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5714634211,347,,5714985135,233,22,5714634209,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812472059,22,5,1,1,53,f1h34qp5zbfl489q8vnkhiq9s,1,92.4,102.0,2025-05-10T13:02:18.566Z,2025-05-10T14:03:12Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5714634441,347,,5714985095,233,15,5714634439,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812472355,23,1,1,2,6,f1h34qp5zbfl489q8vnkhiq9s,1,85.9,100.0,2025-05-10T13:02:31.901Z,2025-05-10T13:02:41Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5714636025,212,27.6,5714636019,56,Center,5714636027,213,5.05,5714636021,140,94.7,5714636017,107,,5714636023,141,63.7,5714636029,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812472365,24,44,1,2,8,f1h34qp5zbfl489q8vnkhiq9s,1,93.8,65.3,2025-05-10T13:02:33.701Z,2025-05-10T15:13:48Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5714984595,233,16,5714636123,56,Center,5714636125,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812472237,16,44,1,2,8,b8oqgvx1ijeyn6y1cn6929ix4,0,6.2,34.7,2025-05-10T13:02:33.702Z,2025-05-10T15:13:49Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5714984639,233,24,5714635443,285,,5714635441,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812472377,25,1,1,2,8,f1h34qp5zbfl489q8vnkhiq9s,0,94.7,63.7,2025-05-10T13:02:34.022Z,2025-05-10T14:02:54Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5714636191,168,,5714636189,3,,5714636193,56,Center,5714636199,212,8.6,5714636195,140,100.0,5714636201,213,5.72,5714636197,141,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812472435,17,5,1,2,18,b8oqgvx1ijeyn6y1cn6929ix4,1,-1.4,44.8,2025-05-10T13:02:43.446Z,2025-05-10T14:03:13Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5714984193,233,26,5714636515,56,Back,5714636517,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812472413,26,5,1,2,18,f1h34qp5zbfl489q8vnkhiq9s,0,101.4,55.2,2025-05-10T13:02:43.446Z,2025-05-10T14:03:13Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5714984245,233,17,5714636385,56,Center,5714636389,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812472481,18,1,1,2,24,b8oqgvx1ijeyn6y1cn6929ix4,1,4.7,50.7,2025-05-10T13:02:49.838Z,2025-05-10T13:02:51Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5714636739,237,,5714636723,140,6.6,5714636719,124,,5714636727,212,12.7,5714636731,213,1.41,5714636725,141,69.1,5714636721,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812472555,19,1,1,2,26,b8oqgvx1ijeyn6y1cn6929ix4,1,7.0,70.6,2025-05-10T13:02:51.454Z,2025-05-10T13:02:55Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5714637113,141,91.5,5714637107,140,10.3,5714637117,212,14.6,5714637101,56,Back,5714637121,213,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812472595,20,1,1,2,30,b8oqgvx1ijeyn6y1cn6929ix4,0,13.1,93.3,2025-05-10T13:02:55.646Z,2025-05-10T13:02:58Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5714637311,155,,5714637313,56,Left,5714637319,212,53.0,5714637321,213,6.10,5714637315,140,62.8,5714637317,141,79.3,5714637323,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812472591,27,44,1,2,31,f1h34qp5zbfl489q8vnkhiq9s,1,38.4,20.8,2025-05-10T13:02:56.989Z,2025-05-10T15:13:49Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5714637297,285,,5714637471,233,21,5714637295,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812472599,21,44,1,2,31,b8oqgvx1ijeyn6y1cn6929ix4,0,61.6,79.2,2025-05-10T13:02:56.990Z,2025-05-10T15:13:50Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,,5714637343,286,,5714637517,233,27,5714637341,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812472619,28,1,1,2,32,f1h34qp5zbfl489q8vnkhiq9s,1,40.2,20.9,2025-05-10T13:02:57.445Z,2025-05-10T13:02:59Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5714637453,141,17.0,5714637449,56,Right,5714637451,140,58.0,5714637457,213,6.14,5714637447,3,,5714637455,212,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812472649,29,1,1,2,33,f1h34qp5zbfl489q8vnkhiq9s,0,58.0,16.8,2025-05-10T13:02:59.086Z,2025-05-10T13:03:00Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5714637607,3,,5714637611,56,Right,5714637613,140,65.4,5714637619,213,6.00,5714637615,141,13.5,5714637609,168,,5714637617,212,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812472645,22,8,1,2,35,b8oqgvx1ijeyn6y1cn6929ix4,1,34.2,94.1,2025-05-10T13:03:00.398Z,2025-05-10T13:03:00Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5714637587,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812472665,23,1,1,2,35,b8oqgvx1ijeyn6y1cn6929ix4,0,33.9,94.7,2025-05-10T13:03:00.733Z,2025-05-10T13:54:14Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5714637709,212,25.5,5714637703,140,58.1,5714637701,56,Left,5714637713,213,6.21,5714637705,141,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812472747,30,1,1,2,37,f1h34qp5zbfl489q8vnkhiq9s,0,36.9,14.9,2025-05-10T13:03:02.422Z,2025-05-10T13:03:04Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5714638123,56,Center,5714638129,212,48.0,5714638127,141,38.5,5714638133,1,,5714638125,140,80.0,5714638121,157,,5714638131,213,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812472805,24,1,1,2,40,b8oqgvx1ijeyn6y1cn6929ix4,1,22.8,63.6,2025-05-10T13:03:05.806Z,2025-05-10T13:03:07Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,,5714638399,212,13.4,5714638393,56,Back,5714638401,213,3.31,5714638395,140,10.2,5714638397,141,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812472883,25,1,1,2,42,b8oqgvx1ijeyn6y1cn6929ix4,1,10.2,60.3,2025-05-10T13:03:07.502Z,2025-05-10T13:03:10Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5714638709,213,5.25,5714638703,140,22.4,5714638701,56,Back,5714638707,212,25.1,5714638705,141,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812472913,26,1,1,2,44,b8oqgvx1ijeyn6y1cn6929ix4,1,23.6,28.8,2025-05-10T13:03:09.885Z,2025-05-10T13:03:11Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5714638865,56,Back,5714638871,212,10.1,5714638875,213,1.29,5714638869,141,43.1,5714638867,140,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812472941,27,1,1,2,45,b8oqgvx1ijeyn6y1cn6929ix4,0,26.3,43.1,2025-05-10T13:03:10.790Z,2025-05-10T13:03:12Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5714639015,212,20.2,5714639009,56,Back,5714639011,140,38.1,5714639013,141,19.7,5714639017,213,5.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812472971,31,43,1,2,48,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2025-05-10T13:03:13.310Z,2025-05-10T13:03:20Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5714639879,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812472983,32,8,1,2,48,f1h34qp5zbfl489q8vnkhiq9s,1,62.9,72.3,2025-05-10T13:03:13.469Z,2025-05-10T13:03:36Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5714639199,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812473187,28,1,1,2,57,b8oqgvx1ijeyn6y1cn6929ix4,1,78.6,20.1,2025-05-10T13:03:22.710Z,2025-05-10T13:03:24Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5714640321,56,Center,5714640325,141,54.3,5714640327,212,24.4,5714640329,213,1.26,5714640323,140,85.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812473257,29,1,1,2,59,b8oqgvx1ijeyn6y1cn6929ix4,1,85.6,54.5,2025-05-10T13:03:24.231Z,2025-05-10T13:03:41Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,1.0,,5714640711,141,53.0,5714640707,56,Center,5714642173,210,13,5714640713,212,7.6,5714640709,140,78.4,5714640715,213,3.28,5714642177,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
