id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2812491179,163,1,1,16,28,b8oqgvx1ijeyn6y1cn6929ix4,0,69.1,64.6,2025-05-10T13:16:53.747Z,2025-05-10T13:17:50Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,,5714740327,56,Left,5714740329,140,92.3,5714740333,212,26.7,5714740335,213,0.42,5714740331,141,80.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812493005,137,61,1,16,30,f1h34qp5zbfl489q8vnkhiq9s,1,22.6,15.8,2025-05-10T13:16:55.353Z,2025-05-10T13:18:23Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5714750457,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812491193,164,4,1,16,33,b8oqgvx1ijeyn6y1cn6929ix4,1,92.0,83.6,2025-05-10T13:16:59.016Z,2025-05-10T13:17:05Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5714740621,152,,5714740609,13,,5714740683,233,129,5714740617,56,Left,5714740625,286,,5714740613,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812491169,129,4,1,16,33,f1h34qp5zbfl489q8vnkhiq9s,0,8.0,16.4,2025-05-10T13:16:59.017Z,2025-05-10T13:17:04Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5714740455,152,,5714740451,294,,5714740775,233,164,5714740449,13,,5714740453,56,Back,5714740457,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812492431,165,1,1,17,26,b8oqgvx1ijeyn6y1cn6929ix4,0,94.4,83.2,2025-05-10T13:17:51.786Z,2025-05-10T13:20:40Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5714747183,5,,5714747189,56,Center,5714747187,152,,5714747193,141,52.2,5714747197,213,4.77,5714747185,155,,5714747181,2,,5714747195,212,21.1,5714747191,140,95.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812492429,130,12,1,17,26,f1h34qp5zbfl489q8vnkhiq9s,1,8.1,32.4,2025-05-10T13:17:52.009Z,2025-05-10T13:19:01Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5714747169,213,5.77,5714747163,141,24.1,5714747161,140,17.6,5714747165,212,11.5,5714747159,56,Back,5714747243,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812492531,166,1,1,17,31,b8oqgvx1ijeyn6y1cn6929ix4,0,71.3,65.7,2025-05-10T13:17:56.265Z,2025-05-10T13:17:57Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5714747765,56,Center,5714747773,212,26.1,5714747767,140,92.9,5714747763,155,,5714747777,213,5.76,5714747769,141,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812492761,132,1,1,17,39,f1h34qp5zbfl489q8vnkhiq9s,1,14.0,55.7,2025-05-10T13:18:04.296Z,2025-05-10T13:18:14Z,45bcgucg627rhrdgt8tn9hd9m,K. Kristensen,,,5714749029,56,Back,5714749027,123,,5714749039,213,0.80,5714749033,141,81.5,5714749953,189,,5714749031,140,30.1,5714749035,212,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812492791,133,1,1,17,41,f1h34qp5zbfl489q8vnkhiq9s,1,25.6,82.4,2025-05-10T13:18:06.809Z,2025-05-10T13:19:00Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5714749209,213,0.10,5714749203,140,62.0,5714749201,56,Left,5714749207,212,38.4,5714749211,1,,5714749205,141,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812492807,134,50,1,17,43,f1h34qp5zbfl489q8vnkhiq9s,1,70.6,85.8,2025-05-10T13:18:08.232Z,2025-05-10T13:18:13Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5714749631,233,167,5714749305,286,,5714749303,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812492845,167,7,1,17,43,b8oqgvx1ijeyn6y1cn6929ix4,0,29.4,14.2,2025-05-10T13:18:08.233Z,2025-05-10T13:18:12Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5714749527,285,,5714749605,233,134,5714749525,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812492861,135,61,1,17,46,f1h34qp5zbfl489q8vnkhiq9s,1,70.8,85.3,2025-05-10T13:18:11.263Z,2025-05-10T13:18:11Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5714749651,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812492923,136,5,1,17,47,f1h34qp5zbfl489q8vnkhiq9s,0,69.6,101.5,2025-05-10T13:18:12.176Z,2025-05-10T14:03:19Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5714749931,347,,5714756915,233,168,5714749929,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812493275,168,5,1,17,47,b8oqgvx1ijeyn6y1cn6929ix4,1,30.4,-1.5,2025-05-10T13:18:12.176Z,2025-05-10T14:03:18Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5714751859,347,,5714751857,56,Back,5714756877,233,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812493463,169,1,1,18,6,b8oqgvx1ijeyn6y1cn6929ix4,1,32.2,0.0,2025-05-10T13:18:31.193Z,2025-05-10T13:18:39Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,,5714752929,141,7.7,5714752927,140,42.9,5714752923,107,,5714752933,213,0.51,5714752925,56,Back,5714752931,212,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812493469,170,4,1,18,13,b8oqgvx1ijeyn6y1cn6929ix4,1,35.8,11.4,2025-05-10T13:18:38.479Z,2025-05-10T13:26:52Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5714753263,265,,5714753261,152,,5714753299,233,138,5714753259,56,Back,5714753265,286,,5714753257,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812493445,138,4,1,18,13,f1h34qp5zbfl489q8vnkhiq9s,0,64.2,88.6,2025-05-10T13:18:38.480Z,2025-05-10T16:08:04Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5714752943,152,,5714753337,285,,5714752941,56,Left,5714752939,13,,5714753339,233,170,5714752945,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812493721,171,1,1,18,23,b8oqgvx1ijeyn6y1cn6929ix4,1,39.1,5.8,2025-05-10T13:18:48.689Z,2025-05-10T13:18:51Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5714754441,212,17.2,5714754435,56,Back,5714754429,5,,5714754443,213,2.57,5714754433,152,,5714754437,140,25.3,5714754439,141,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812493805,172,1,1,18,26,b8oqgvx1ijeyn6y1cn6929ix4,1,23.2,19.2,2025-05-10T13:18:51.345Z,2025-05-10T13:18:55Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5714754883,213,2.14,5714754875,56,Back,5714754881,212,24.0,5714754879,141,48.8,5714754877,140,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812493875,173,1,1,18,30,b8oqgvx1ijeyn6y1cn6929ix4,1,15.2,63.7,2025-05-10T13:18:55.337Z,2025-05-10T13:18:59Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5714755291,213,0.14,5714755269,56,Back,5714755285,212,19.7,5714755279,141,67.8,5714755271,140,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812493965,174,1,1,18,33,b8oqgvx1ijeyn6y1cn6929ix4,0,34.5,72.6,2025-05-10T13:18:58.792Z,2025-05-10T13:19:01Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,,5714755819,213,0.14,5714755813,140,80.1,5714755811,56,Left,5714755817,212,48.4,5714755809,155,,5714755821,1,,5714755815,141,82.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812494023,140,1,1,18,37,f1h34qp5zbfl489q8vnkhiq9s,1,14.4,7.9,2025-05-10T13:19:02.960Z,2025-05-10T13:19:04Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5714756123,141,36.3,5714756121,140,8.0,5714756119,56,Back,5714756127,213,1.91,5714756125,212,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812494105,141,1,1,18,38,f1h34qp5zbfl489q8vnkhiq9s,1,6.5,46.8,2025-05-10T13:19:04.137Z,2025-05-10T13:58:05Z,45bcgucg627rhrdgt8tn9hd9m,K. Kristensen,,,5714756615,213,6.03,5714756609,140,39.9,5714756617,1,,5714756611,141,33.3,5714756607,56,Back,5714756605,157,,5714756613,212,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812495871,155,61,1,18,39,f1h34qp5zbfl489q8vnkhiq9s,0,33.0,23.1,2025-05-10T13:19:04.786Z,2025-05-10T15:11:16Z,4mxciw9jsj9l437fd7bv78p91,J. Ankersen,,,5714766345,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812494145,175,43,1,18,44,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2025-05-10T13:19:09.932Z,2025-05-10T15:12:45Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5714756825,56,Center,5715525883,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812494175,176,1,1,18,45,b8oqgvx1ijeyn6y1cn6929ix4,0,55.3,70.0,2025-05-10T13:19:11.088Z,2025-05-10T15:12:47Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5714757013,213,0.13,5714756995,56,Center,5714756991,157,,5714757009,212,24.7,5714757003,141,74.7,5714757015,1,,5714756999,140,78.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812494349,177,61,1,18,53,b8oqgvx1ijeyn6y1cn6929ix4,0,78.4,74.1,2025-05-10T13:19:18.728Z,2025-05-10T15:11:24Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5714757987,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812494327,142,56,1,18,54,f1h34qp5zbfl489q8vnkhiq9s,1,2.7,29.8,2025-05-10T13:19:20.074Z,2025-05-10T13:19:20Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5714757837,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812494737,143,5,1,18,56,f1h34qp5zbfl489q8vnkhiq9s,1,-1.0,28.0,2025-05-10T13:19:21.371Z,2025-05-10T14:03:19Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5714760075,233,178,5714760001,346,,5714759997,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812494369,178,5,1,18,56,b8oqgvx1ijeyn6y1cn6929ix4,0,101.0,72.0,2025-05-10T13:19:21.371Z,2025-05-10T14:03:20Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5714758077,346,,5714760137,233,143,5714758075,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812494779,144,1,1,19,14,f1h34qp5zbfl489q8vnkhiq9s,1,3.8,58.7,2025-05-10T13:19:40.056Z,2025-05-10T13:58:22Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5714760219,124,,5714760227,212,15.1,5714760233,237,,5714760225,141,36.6,5714760223,140,4.6,5714760229,213,4.77,5714760221,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812494787,145,43,1,19,16,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2025-05-10T13:19:41.369Z,2025-05-10T13:58:19Z,45bcgucg627rhrdgt8tn9hd9m,K. Kristensen,,,5714760287,56,Back,5714967461,144,1,5714760305,213,4.74,5714760289,140,4.5,5714760293,141,28.0,5714760299,212,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812494835,146,1,1,19,17,f1h34qp5zbfl489q8vnkhiq9s,1,4.7,27.9,2025-05-10T13:19:43.089Z,2025-05-10T13:19:44Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5714760589,212,10.4,5714760587,141,41.9,5714760583,56,Back,5714760585,140,8.7,5714760591,213,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812494913,147,1,1,19,19,f1h34qp5zbfl489q8vnkhiq9s,1,9.6,47.0,2025-05-10T13:19:44.218Z,2025-05-10T13:19:47Z,45bcgucg627rhrdgt8tn9hd9m,K. Kristensen,,,5714761007,212,34.0,5714761011,1,,5714760995,157,,5714761005,141,73.2,5714761009,213,0.55,5714761003,140,37.2,5714760999,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812494929,148,61,1,19,22,f1h34qp5zbfl489q8vnkhiq9s,0,37.5,80.0,2025-05-10T13:19:47.313Z,2025-05-10T13:19:47Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5714761089,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812494943,149,5,1,19,22,f1h34qp5zbfl489q8vnkhiq9s,0,38.4,101.2,2025-05-10T13:19:48.018Z,2025-05-10T14:03:20Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5714761141,56,Back,5714761871,233,179,5714761143,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812495037,179,5,1,19,22,b8oqgvx1ijeyn6y1cn6929ix4,1,61.6,-1.2,2025-05-10T13:19:48.018Z,2025-05-10T14:03:20Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5714761679,347,,5714761677,56,Right,5714761801,233,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812495187,180,1,1,19,26,b8oqgvx1ijeyn6y1cn6929ix4,1,59.9,0.0,2025-05-10T13:19:51.745Z,2025-05-10T13:19:57Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,,5714762471,140,71.7,5714762467,107,,5714762473,141,3.4,5714762475,212,12.9,5714762477,213,0.29,5714762469,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812495287,150,83,1,19,30,f1h34qp5zbfl489q8vnkhiq9s,0,26.7,87.5,2025-05-10T13:19:55.306Z,2025-05-10T15:12:51Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5715526869,399,ekx0wotp433tuaw4g93nybjmc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812495201,181,3,1,19,31,b8oqgvx1ijeyn6y1cn6929ix4,0,76.9,6.4,2025-05-10T13:19:57.040Z,2025-05-10T13:19:58Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5714762603,211,,5714762547,56,Right,5714762549,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812495641,151,5,1,19,33,f1h34qp5zbfl489q8vnkhiq9s,1,-1.6,78.7,2025-05-10T13:19:58.696Z,2025-05-10T14:03:21Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5714764985,346,,5714764983,56,Back,5714765027,233,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812495235,182,5,1,19,33,b8oqgvx1ijeyn6y1cn6929ix4,0,101.6,21.3,2025-05-10T13:19:58.696Z,2025-05-10T14:03:21Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5714765061,233,151,5714762707,346,,5714762705,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812495681,152,1,1,19,51,f1h34qp5zbfl489q8vnkhiq9s,1,3.7,53.4,2025-05-10T13:20:16.906Z,2025-05-10T13:20:18Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5714765257,213,4.65,5714765245,140,3.5,5714765255,212,3.2,5714765261,237,,5714765249,141,48.7,5714765235,124,,5714765241,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812495755,153,1,1,19,52,f1h34qp5zbfl489q8vnkhiq9s,0,3.4,48.5,2025-05-10T13:20:17.978Z,2025-05-10T13:20:23Z,45bcgucg627rhrdgt8tn9hd9m,K. Kristensen,,,5714765683,140,61.0,5714765687,141,51.5,5714765675,157,,5714765699,1,,5714765695,213,0.03,5714765679,56,Center,5714765691,212,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812495761,183,44,1,19,56,b8oqgvx1ijeyn6y1cn6929ix4,1,39.6,49.2,2025-05-10T13:20:21.968Z,2025-05-10T15:13:52Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5714765719,285,,5714765717,56,Back,5714765909,233,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812495765,154,44,1,19,56,f1h34qp5zbfl489q8vnkhiq9s,0,60.4,50.8,2025-05-10T13:20:21.969Z,2025-05-10T15:13:52Z,4mxciw9jsj9l437fd7bv78p91,J. Ankersen,,,5714765737,286,,5714766039,233,183,5714765735,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812495841,184,1,1,19,57,b8oqgvx1ijeyn6y1cn6929ix4,1,44.6,55.2,2025-05-10T13:20:22.665Z,2025-05-10T13:20:26Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5714766187,141,68.4,5714766189,212,22.0,5714766183,56,Center,5714766191,213,0.42,5714766181,3,,5714766185,140,63.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812495867,186,1,1,20,0,b8oqgvx1ijeyn6y1cn6929ix4,1,70.4,68.5,2025-05-10T13:20:25.439Z,2025-05-10T13:20:27Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5714766309,141,82.4,5714766311,212,9.6,5714766307,140,68.6,5714766305,56,Left,5714766313,213,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812495875,187,61,1,20,2,b8oqgvx1ijeyn6y1cn6929ix4,0,71.3,89.0,2025-05-10T13:20:27.585Z,2025-05-10T13:20:28Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,,5714766353,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812495935,156,5,1,20,3,f1h34qp5zbfl489q8vnkhiq9s,1,25.5,-2.0,2025-05-10T13:20:28.602Z,2025-05-10T14:03:22Z,4mxciw9jsj9l437fd7bv78p91,J. Ankersen,,,5714766673,347,,5714766785,233,188,5714766671,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812495897,188,5,1,20,3,b8oqgvx1ijeyn6y1cn6929ix4,0,74.5,102.0,2025-05-10T13:20:28.602Z,2025-05-10T14:03:22Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,,5714766449,347,,5714766447,56,Left,5714766811,233,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812496207,157,1,1,20,13,f1h34qp5zbfl489q8vnkhiq9s,0,25.1,0.0,2025-05-10T13:20:38.937Z,2025-05-10T13:20:46Z,s8c0oxnoqt6zi7pi88rwawvd,J. Buus,,,5714768155,141,25.2,5714768157,212,19.5,5714768151,56,Back,5714768159,213,1.25,5714768153,140,30.9,5714768149,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812496217,158,1,1,20,14,f1h34qp5zbfl489q8vnkhiq9s,0,30.9,27.6,2025-05-10T13:20:39.962Z,2025-05-10T13:59:07Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5714768203,141,26.4,5714768197,56,Back,5714768211,213,4.96,5714768207,212,0.8,5714768199,140,31.1,5714768193,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812496203,189,44,1,20,18,b8oqgvx1ijeyn6y1cn6929ix4,1,68.2,73.6,2025-05-10T13:20:43.617Z,2025-05-10T15:13:52Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5714768125,56,Center,5714768127,286,,5714768443,233,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812496241,159,44,1,20,18,f1h34qp5zbfl489q8vnkhiq9s,0,31.8,26.4,2025-05-10T13:20:43.618Z,2025-05-10T15:13:53Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5714768499,233,189,5714768331,285,,5714768329,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812496233,190,1,1,20,18,b8oqgvx1ijeyn6y1cn6929ix4,1,67.3,73.5,2025-05-10T13:20:43.960Z,2025-05-10T13:20:45Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5714768281,3,,5714768285,140,72.5,5714768291,213,0.63,5714768287,141,79.4,5714768289,212,6.8,5714768283,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812496245,191,1,1,20,20,b8oqgvx1ijeyn6y1cn6929ix4,1,72.9,80.9,2025-05-10T13:20:45.217Z,2025-05-10T15:14:57Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,,5714768367,212,13.2,5714768357,56,Center,5714768363,141,61.7,5714768369,213,4.86,5714768353,155,,5714768361,140,74.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812499625,210,1,1,20,22,b8oqgvx1ijeyn6y1cn6929ix4,0,77.9,68.1,2025-05-10T13:20:47.456Z,2025-05-10T13:23:15Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5714786721,213,1.21,5714786715,140,80.8,5714786719,212,8.6,5714786717,141,80.0,5714786713,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812496329,192,61,1,20,24,b8oqgvx1ijeyn6y1cn6929ix4,0,88.1,57.6,2025-05-10T13:20:49.408Z,2025-05-10T15:14:59Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,,5714768779,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812496349,160,12,1,20,25,f1h34qp5zbfl489q8vnkhiq9s,1,19.4,31.7,2025-05-10T13:20:50.347Z,2025-05-10T13:23:59Z,839pm7rmjp6q1bt52f7ek9vys,J. Meyer,,,5714792163,212,2.7,5714792159,140,21.5,5714792161,141,34.0,5714768899,56,Back,5714792165,213,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812496361,161,61,1,20,25,f1h34qp5zbfl489q8vnkhiq9s,1,23.2,26.4,2025-05-10T13:20:50.505Z,2025-05-10T13:24:05Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5714768967,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812496559,163,1,1,20,31,f1h34qp5zbfl489q8vnkhiq9s,0,11.8,53.8,2025-05-10T13:20:56.818Z,2025-05-10T13:26:47Z,45bcgucg627rhrdgt8tn9hd9m,K. Kristensen,,,5714770061,140,64.8,5714770059,56,Center,5714770063,141,75.2,5714770069,1,,5714809779,189,,5714770065,212,57.5,5714770057,199,,5714770067,213,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812496679,193,1,1,20,32,b8oqgvx1ijeyn6y1cn6929ix4,1,29.4,13.2,2025-05-10T13:20:57.912Z,2025-05-10T13:21:02Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,,5714770735,212,26.5,5714770729,56,Right,5714770737,213,6.03,5714770731,140,53.8,5714770733,141,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812496627,164,43,1,20,34,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2025-05-10T13:21:00.145Z,2025-05-10T13:26:24Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5714770401,56,Center,5714807649,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812496775,195,1,1,20,37,b8oqgvx1ijeyn6y1cn6929ix4,1,53.8,3.4,2025-05-10T13:21:02.273Z,2025-05-10T15:15:01Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5714771225,140,61.6,5714771231,213,0.80,5714771223,56,Right,5714771229,212,11.8,5714771227,141,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812496791,196,61,1,20,40,b8oqgvx1ijeyn6y1cn6929ix4,0,60.9,15.5,2025-05-10T13:21:05.504Z,2025-05-10T13:21:06Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5714771303,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812496827,197,61,1,20,42,b8oqgvx1ijeyn6y1cn6929ix4,0,63.2,26.7,2025-05-10T13:21:07.536Z,2025-05-10T15:15:00Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5714771495,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
