id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/11/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2734796963,118,1,1,10,45,ajtb177oqwawkdwbqhldmq6mx,1,41.1,84.4,2024-10-18T17:10:51.991Z,2024-10-18T17:10:52Z,ab3nxxoj7bxlnhot9htoex1xw,G. Højbjerg,,,5290260915,56,Back,5290260917,140,34.9,5290260919,141,72.7,5290260923,213,4.03,5290260921,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734796989,119,1,1,10,46,ajtb177oqwawkdwbqhldmq6mx,1,34.9,72.7,2024-10-18T17:10:52.647Z,2024-10-18T17:10:54Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5290261059,141,90.0,5290261063,213,0.97,5290261057,140,42.6,5290261061,212,14.3,5290261055,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734797005,120,1,1,10,47,ajtb177oqwawkdwbqhldmq6mx,1,42.6,90.0,2024-10-18T17:10:53.927Z,2024-10-18T17:10:55Z,ab3nxxoj7bxlnhot9htoex1xw,G. Højbjerg,,,5290261137,56,Back,5290261143,212,10.6,5290261141,141,76.6,5290261145,213,4.17,5290261139,140,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734797093,121,1,1,10,49,ajtb177oqwawkdwbqhldmq6mx,1,37.4,76.6,2024-10-18T17:10:55.639Z,2024-10-18T17:11:01Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5290261595,56,Back,5290261599,141,39.8,5290261597,140,32.4,5290261603,213,4.51,5290261601,212,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734797143,122,1,1,10,54,ajtb177oqwawkdwbqhldmq6mx,1,31.2,38.6,2024-10-18T17:11:01.007Z,2024-10-18T17:11:06Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5290261901,155,,5290261903,56,Left,5290261909,212,51.9,5290261907,141,82.9,5290261911,213,0.62,5290261913,1,,5290261905,140,71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734797153,123,61,1,10,58,ajtb177oqwawkdwbqhldmq6mx,0,71.6,82.7,2024-10-18T17:11:05.432Z,2024-10-18T19:33:59Z,ab3nxxoj7bxlnhot9htoex1xw,G. Højbjerg,,,5290261939,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734797241,77,12,1,10,59,7gkglopz9cjsysn2u6sbhuvc5,1,17.9,23.7,2024-10-18T17:11:05.932Z,2024-10-21T18:26:35Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5290262423,56,Back,5290262431,213,0.08,5290262427,141,23.9,5290262429,212,1.7,5290262425,140,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737197585,863,61,1,10,59,ajtb177oqwawkdwbqhldmq6mx,1,77.1,77.8,2024-10-18T17:11:06.345Z,2024-10-21T18:26:24Z,ab3nxxoj7bxlnhot9htoex1xw,G. Højbjerg,,,5303237987,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734797179,124,3,1,11,2,ajtb177oqwawkdwbqhldmq6mx,0,75.0,62.8,2024-10-18T17:11:08.712Z,2024-10-21T18:26:46Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5290267813,233,80,5290262079,56,Center,5290262081,286,,5303239703,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734797291,80,7,1,11,2,7gkglopz9cjsysn2u6sbhuvc5,1,25.0,37.2,2024-10-18T17:11:08.713Z,2024-10-21T18:26:55Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5290263533,167,,5303240281,385,,5290262669,56,Back,5290267781,233,124,5290262671,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734797245,78,1,1,11,5,7gkglopz9cjsysn2u6sbhuvc5,1,34.5,38.3,2024-10-18T17:11:12.327Z,2024-10-21T18:28:09Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5290269079,140,24.5,5290269085,213,3.53,5290262467,56,Back,5290269083,212,11.4,5290269081,141,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734797267,79,50,1,11,6,7gkglopz9cjsysn2u6sbhuvc5,1,28.2,40.0,2024-10-18T17:11:13.422Z,2024-10-21T23:04:33Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5290262571,56,Back,5303247511,285,,5303795377,233,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734797233,125,7,1,11,6,ajtb177oqwawkdwbqhldmq6mx,1,71.8,60.0,2024-10-18T17:11:13.423Z,2024-10-21T23:04:32Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5303795375,286,,5303248887,385,,5303795371,233,79,5290262387,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737199977,864,1,1,11,8,ajtb177oqwawkdwbqhldmq6mx,1,66.7,69.7,2024-10-18T17:11:14.935Z,2024-10-21T18:29:16Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5303250669,140,62.0,5303250663,56,Center,5303250671,141,65.7,5303250673,212,5.6,5303250675,213,3.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734797303,126,61,1,11,11,ajtb177oqwawkdwbqhldmq6mx,1,65.7,56.3,2024-10-18T17:11:17.861Z,2024-10-18T17:11:23Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5290263085,238,,5290262701,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734797627,81,5,1,11,12,7gkglopz9cjsysn2u6sbhuvc5,1,37.4,-1.7,2024-10-18T17:11:18.771Z,2024-10-18T19:41:48Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5291071605,233,127,5290264361,56,Back,5290264363,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734797331,127,5,1,11,12,ajtb177oqwawkdwbqhldmq6mx,0,62.6,101.7,2024-10-18T17:11:18.771Z,2024-10-18T19:41:48Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5290262847,56,Left,5291071639,233,81,5290262849,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734797931,82,27,1,11,57,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-10-18T17:12:03.864Z,2024-10-18T17:12:11Z,,,,,5290266183,233,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734797993,128,27,1,11,57,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2024-10-18T17:12:03.864Z,2024-10-18T17:12:12Z,,,,,5290266181,53,ab3nxxoj7bxlnhot9htoex1xw,5290266187,233,82,5290266179,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734799441,83,28,1,13,49,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-10-18T17:13:55.543Z,2024-10-18T19:04:00Z,,,,,5290868531,233,130,5290273683,55,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734799283,130,28,1,13,49,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2024-10-18T17:13:55.543Z,2024-10-18T19:04:01Z,,,,,5290272893,55,128,5290868601,233,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734799499,84,1,1,14,0,7gkglopz9cjsysn2u6sbhuvc5,0,38.3,0.0,2024-10-18T17:14:06.548Z,2024-10-21T18:29:56Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5290273983,213,0.31,5290273975,56,Right,5290273981,212,30.3,5290273977,140,65.8,5290274259,238,,5290273979,141,11.4,5290273985,1,,5290273973,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734799539,132,1,1,14,2,ajtb177oqwawkdwbqhldmq6mx,1,20.9,84.8,2024-10-18T17:14:09.430Z,2024-10-18T17:14:10Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,,5290274171,56,Back,5290274179,212,8.1,5290274177,141,85.9,5290274175,140,28.6,5290274181,213,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734799703,133,1,1,14,3,ajtb177oqwawkdwbqhldmq6mx,1,28.6,85.9,2024-10-18T17:14:10.414Z,2024-10-18T17:14:23Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5290275075,213,3.59,5290275065,140,14.2,5290275073,212,16.8,5290275063,56,Back,5290275069,141,75.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734799717,134,1,1,14,16,ajtb177oqwawkdwbqhldmq6mx,0,14.6,47.0,2024-10-18T17:14:23.503Z,2024-10-18T17:14:25Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,,5290275119,140,71.6,5290275123,212,60.5,5290275121,141,33.6,5290275115,157,,5290275125,213,6.13,5290275117,56,Center,5290275127,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734799737,85,1,1,14,20,7gkglopz9cjsysn2u6sbhuvc5,0,45.6,57.0,2024-10-18T17:14:26.722Z,2024-10-18T17:14:27Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5290275215,56,Center,5290275217,140,54.0,5290275219,141,44.9,5290275213,3,,5290275221,212,12.1,5290275223,213,5.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734799749,135,1,1,14,21,ajtb177oqwawkdwbqhldmq6mx,0,47.7,51.3,2024-10-18T17:14:28.399Z,2024-10-18T17:14:29Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5290275267,212,19.1,5290275259,3,,5290275265,141,55.7,5290275263,140,65.7,5290275261,56,Center,5290275269,213,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734799775,86,1,1,14,23,7gkglopz9cjsysn2u6sbhuvc5,1,34.5,45.4,2024-10-18T17:14:29.995Z,2024-10-22T18:13:49Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5290275429,213,0.08,5290275419,157,,5290275423,140,60.1,5290275421,56,Center,5290275425,141,48.5,5290275431,1,,5290275427,212,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734799785,87,1,1,14,24,7gkglopz9cjsysn2u6sbhuvc5,1,60.1,48.5,2024-10-18T17:14:31.499Z,2024-10-18T17:14:32Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,,5290275489,56,Center,5290275497,141,42.5,5290275483,3,,5290275493,140,51.5,5290275499,212,9.9,5290275501,213,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734799799,88,1,1,14,25,7gkglopz9cjsysn2u6sbhuvc5,1,51.5,42.5,2024-10-18T17:14:32.387Z,2024-10-18T17:14:33Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5290275559,140,61.8,5290275565,213,5.64,5290275557,56,Center,5290275561,141,30.7,5290275563,212,13.5,5290275555,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734799813,90,1,1,14,27,7gkglopz9cjsysn2u6sbhuvc5,0,61.8,30.7,2024-10-18T17:14:33.827Z,2024-10-18T17:14:34Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5290275637,140,74.7,5290275643,213,6.00,5290275641,212,14.1,5290275639,141,24.9,5290275635,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734799889,137,1,1,14,33,ajtb177oqwawkdwbqhldmq6mx,0,34.4,68.4,2024-10-18T17:14:39.998Z,2024-10-18T17:14:40Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5290276057,212,7.3,5290276051,56,Back,5290276053,140,40.7,5290276059,213,5.83,5290276055,141,63.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734799961,138,81,1,14,36,ajtb177oqwawkdwbqhldmq6mx,0,40.7,63.7,2024-10-18T17:14:42.751Z,2024-10-18T19:44:15Z,,,,,5290276405,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734800059,92,27,1,14,37,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-10-18T17:14:43.909Z,2024-10-21T19:48:02Z,,,,,5303540131,40,,5290868715,233,144,5303540129,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734800503,144,27,1,14,37,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2024-10-18T17:14:43.909Z,2024-10-21T19:48:06Z,,,,,5303540247,200,,5303540249,40,,5290868725,233,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734800073,93,28,1,14,39,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-10-18T17:14:45.733Z,2024-10-21T19:48:22Z,,,,,5290276973,55,92,5290868775,233,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734800519,145,28,1,14,39,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2024-10-18T17:14:45.733Z,2024-10-21T19:48:27Z,,,,,5290868827,233,93,5290279233,55,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737251223,849,68,1,14,41,7gkglopz9cjsysn2u6sbhuvc5,0,66.5,33.7,2024-10-18T17:14:47.809Z,2024-10-21T19:49:31Z,,,,,5303543701,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737251241,865,68,1,14,41,ajtb177oqwawkdwbqhldmq6mx,1,33.5,66.3,2024-10-18T17:14:47.809Z,2024-10-21T19:49:15Z,,,,,5303543063,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734800097,139,1,1,14,43,ajtb177oqwawkdwbqhldmq6mx,1,41.9,73.8,2024-10-18T17:14:49.765Z,2024-10-21T19:51:27Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5290277095,141,44.2,5290277099,213,4.18,5290277097,212,23.4,5290277091,56,Back,5290277093,140,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734800139,140,1,1,14,44,ajtb177oqwawkdwbqhldmq6mx,1,29.8,41.1,2024-10-18T17:14:50.869Z,2024-10-21T19:51:29Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5290277319,141,63.8,5290277323,213,1.66,5290277321,212,15.5,5290277315,56,Back,5290277317,140,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737253231,866,1,1,14,46,ajtb177oqwawkdwbqhldmq6mx,1,30.9,69.4,2024-10-18T17:14:52.934Z,2024-10-21T19:51:46Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5303549685,140,35.3,5303549691,213,5.13,5303549687,141,54.2,5303549689,212,11.3,5303549683,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734800007,91,43,1,14,47,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-10-18T17:14:54.491Z,2024-10-21T19:50:21Z,,,,,5303546157,144,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734800183,141,1,1,14,49,ajtb177oqwawkdwbqhldmq6mx,1,39.2,53.7,2024-10-18T17:14:55.990Z,2024-10-21T19:51:46Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5290277567,141,62.4,5290277565,140,12.6,5303549727,156,,5290277561,56,Back,5290277571,213,2.93,5290277569,212,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734800201,142,1,1,14,51,ajtb177oqwawkdwbqhldmq6mx,0,12.5,62.4,2024-10-18T17:14:58.143Z,2024-10-18T19:44:13Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,,5290277625,1,,5290277615,56,Back,5290277617,140,49.9,5290277619,141,69.3,5290277623,213,0.12,5290277621,212,39.5,5290277613,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734800235,94,1,1,14,53,7gkglopz9cjsysn2u6sbhuvc5,1,46.4,38.8,2024-10-18T17:14:59.715Z,2024-10-18T18:01:28Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5290277819,3,,5290277829,213,0.67,5290277821,56,Center,5290277823,140,54.5,5290277825,141,48.7,5290277827,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734800249,95,1,1,14,55,7gkglopz9cjsysn2u6sbhuvc5,0,52.4,49.1,2024-10-18T17:15:01.842Z,2024-10-18T18:01:30Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5290277879,212,14.5,5290277875,140,65.7,5290277881,213,6.02,5290277877,141,43.6,5290277873,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734800275,143,8,1,14,57,ajtb177oqwawkdwbqhldmq6mx,1,35.7,61.5,2024-10-18T17:15:04.046Z,2024-10-21T19:52:10Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5303550429,384,,5290278019,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734800269,97,1,1,14,58,7gkglopz9cjsysn2u6sbhuvc5,1,62.8,45.2,2024-10-18T17:15:04.803Z,2024-10-21T19:52:25Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5290277999,140,64.5,5290278005,213,4.89,5290277997,56,Center,5290278001,141,30.5,5290278003,212,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734800493,98,1,1,15,7,7gkglopz9cjsysn2u6sbhuvc5,1,56.1,28.0,2024-10-18T17:15:14.298Z,2024-10-18T17:16:56Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5290279087,141,32.3,5290279085,140,77.2,5290279091,213,0.13,5290279083,56,Center,5290279089,212,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734800511,99,1,1,15,8,7gkglopz9cjsysn2u6sbhuvc5,1,75.6,27.8,2024-10-18T17:15:14.916Z,2024-10-21T19:53:33Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,,5290279191,140,55.8,5290279193,141,15.0,5303551761,156,,5290279195,212,22.5,5290279197,213,3.54,5290279189,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734830677,432,1,1,15,9,7gkglopz9cjsysn2u6sbhuvc5,1,79.7,10.4,2024-10-18T17:15:15.509Z,2024-10-21T19:53:36Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5290443039,140,58.2,5290443045,213,3.02,5290443041,141,14.6,5290443043,212,22.8,5290443037,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734830685,433,1,1,15,10,7gkglopz9cjsysn2u6sbhuvc5,0,63.9,11.9,2024-10-18T17:15:16.509Z,2024-10-21T19:53:49Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5290443099,140,86.6,5290443105,212,23.8,5290443109,213,6.27,5290443101,141,11.6,5290443097,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734800589,146,1,1,15,11,ajtb177oqwawkdwbqhldmq6mx,0,9.4,88.7,2024-10-18T17:15:18.111Z,2024-10-21T19:54:24Z,ab3nxxoj7bxlnhot9htoex1xw,G. Højbjerg,,,5290279595,56,Back,5303554133,157,,5290279597,140,20.5,5290279599,141,91.6,5290279601,212,11.8,5290279603,213,0.17,5303554135,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737254491,868,50,1,15,14,ajtb177oqwawkdwbqhldmq6mx,1,24.3,94.2,2024-10-18T17:15:21.106Z,2024-10-21T23:04:33Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5303556609,285,,5303556605,56,Back,5303795383,233,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737254495,850,7,1,15,14,7gkglopz9cjsysn2u6sbhuvc5,0,75.7,5.8,2024-10-18T17:15:21.107Z,2024-10-21T19:54:59Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5303556619,286,,5303556617,56,Right,5303556621,383,,5303556623,233,868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737254531,869,61,1,15,14,ajtb177oqwawkdwbqhldmq6mx,1,24.3,94.2,2024-10-18T17:15:21.508Z,2024-10-21T19:55:11Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5303556813,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734800629,100,5,1,15,15,7gkglopz9cjsysn2u6sbhuvc5,1,69.5,-1.0,2024-10-18T17:15:22.123Z,2024-10-18T19:41:50Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5290279853,233,147,5290279793,56,Right,5290279795,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734800601,147,5,1,15,15,ajtb177oqwawkdwbqhldmq6mx,0,30.5,101.0,2024-10-18T17:15:22.123Z,2024-10-21T20:46:16Z,ab3nxxoj7bxlnhot9htoex1xw,G. Højbjerg,,,5290279897,233,100,5290279635,56,Back,5290279637,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734800699,101,1,1,15,18,7gkglopz9cjsysn2u6sbhuvc5,1,65.1,0.0,2024-10-18T17:15:24.533Z,2024-10-18T17:15:29Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5290280185,141,22.8,5290280191,1,,5290280187,212,32.7,5290280179,107,,5290280189,213,0.53,5290280181,56,Center,5290280183,140,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734800749,102,1,1,15,22,7gkglopz9cjsysn2u6sbhuvc5,0,90.6,22.5,2024-10-18T17:15:28.971Z,2024-10-21T20:46:39Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5290280435,56,Center,5290280443,213,1.23,5290280441,212,33.7,5303673915,223,,5303673863,72,,5290280437,140,100.0,5290280439,141,69.3,5290280431,2,,5290280433,155,,5290280445,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734800757,103,5,1,15,25,7gkglopz9cjsysn2u6sbhuvc5,0,101.3,66.2,2024-10-18T17:15:32.083Z,2024-10-18T19:41:51Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5290280459,56,Center,5290280461,346,,5290281039,233,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734800839,148,5,1,15,25,ajtb177oqwawkdwbqhldmq6mx,1,-1.3,33.8,2024-10-18T17:15:32.083Z,2024-10-18T19:41:50Z,ab3nxxoj7bxlnhot9htoex1xw,G. Højbjerg,,,5290280885,346,,5290280883,56,Back,5290281005,233,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734801127,149,1,1,15,41,ajtb177oqwawkdwbqhldmq6mx,1,4.3,39.8,2024-10-18T17:15:48.222Z,2024-10-18T17:15:57Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5290282333,56,Back,5290282331,124,,5290282339,212,7.5,5290282351,237,,5290282337,141,50.7,5290282335,140,3.3,5290282341,213,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734801207,150,1,1,15,50,ajtb177oqwawkdwbqhldmq6mx,1,4.7,49.9,2024-10-18T17:15:56.821Z,2024-10-18T17:16:04Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,,5290282847,141,75.4,5290282851,213,1.33,5290282845,140,8.8,5290282843,56,Back,5290282849,212,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734801217,151,1,1,15,57,ajtb177oqwawkdwbqhldmq6mx,0,16.6,81.5,2024-10-18T17:16:04.206Z,2024-10-18T17:16:05Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5290282901,212,28.7,5290282903,213,0.29,5290282895,56,Back,5290282899,141,93.6,5290282897,140,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734801279,152,83,1,16,5,ajtb177oqwawkdwbqhldmq6mx,0,36.3,92.4,2024-10-18T17:16:11.958Z,2024-10-21T20:49:57Z,5mmgppapbchmcj9zdtyw0w5xw,J. Voldby,,,5290283571,399,duahzgqspyuy2gu31u3s8ky96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734801349,153,83,1,16,9,ajtb177oqwawkdwbqhldmq6mx,0,2.7,88.9,2024-10-18T17:16:15.607Z,2024-10-18T19:34:58Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5290933711,399,duahzgqspyuy2gu31u3s8ky96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734801343,105,61,1,16,10,7gkglopz9cjsysn2u6sbhuvc5,0,93.7,7.7,2024-10-18T17:16:17.076Z,2024-10-18T17:16:17Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5290283429,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
