id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value
2714923321,1,34,16,0,0,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-08-30T16:18:22.180Z,2024-08-30T20:05:53Z,,,,,5181517803,130,2,5181517801,59,"1, 4, 2, 29, 5, 37, 6, 20, 49, 17, 10, 3, 7, 9, 11, 16, 22, 27, 34",5181527145,194,ef7l91pb4w6yk7lijxjxlievp,5181517799,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5",5181570723,197,25474,5181517807,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5181517805,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",5181517797,30,"64vlnkuqfh7rnymg8qku8amwa, duahzgqspyuy2gu31u3s8ky96, bvw5oc4c040ey5dt5wn0choiy, 78iynnu6cnznv6fxpo4br4mlm, ef7l91pb4w6yk7lijxjxlievp, 6xnn9048x2zmwprfsg0lhq61g, egwhlgopjtjkop7ozy7ltk1cl, 7j35sfip0xb51mpa91wzikrh0, ju24rgwcctj5yizl54o91gfe, 11cna826ls27ahux2w0ckapqt, 9nafz0c0x2qvmo5ldm0djmcq1, 6gi9kejni27hjp7b43djczz6d, 139g7ilwvcpl519v3scnweg2d, 9l89n30nejpn2u22ygvchwnze, 7ar33yy0wd5ah5o8om1l12pgq, dy7tdtffhczukm4vrkgp1ctn8, 5hr1cb6e6xb3eyjnau7w4825l, 6t6k24gn6zwxz1g6c3n4ph0q, 18vvlxsaoloypja4fdddj687o",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714924431,1,34,16,0,0,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2024-08-30T16:29:39.541Z,2024-08-30T16:59:11Z,,,,,5181524897,59,"16, 20, 2, 8, 4, 29, 6, 18, 17, 10, 30, 1, 5, 7, 11, 14, 19, 26, 28, 40",5181524895,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5181524901,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5181524903,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5181570351,194,4clmd8g8jogdfvauhijd7n55h,5181524899,130,4,5181524893,30,"4clmd8g8jogdfvauhijd7n55h, e42jh6bbwn4aybdnysonrvutx, 1mml4inucvyomv1dcog3c1pt5, 97xbmht3t4t1p9iu6598oq7l5, dqtarwrqvkopmzbt2ovp2dln9, ev2s21ogvpjtata4fndi868ve, e9o7q10wnhex4e8eo47mobbvt, 2z8u8kyv91shp0la8alkn6kus, axyrfq1u8nwcj2ss5498u8qhg, 5wmik73cqursg7sv3w14ue5pm, 80s55a7uw8kypoikefwhtdm5m, 2g019dl7zougqjo7usig0rf11, eq15hjcxpdrl5vca2q7s4tr3e, wha77a8wm7jyn32743y0w79x, 1b32j0lqi7ggcabdra4tygxzo, 2uw6m0yavlvkkiob73hoywb56, rbk7g9mpasw3edltliscyzv8, ewh6t7yo6clfewu89uznll9uc, wrckom9vy4352nos44600ydw, 15jhbyn4wsbd865fd9djcwaok",5181570353,197,4604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714934815,2,32,1,0,0,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2024-08-30T17:02:10.032Z,2024-08-30T17:02:10Z,,,,,5181576615,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714934821,2,32,1,0,0,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-08-30T17:02:10.032Z,2024-08-30T17:02:11Z,,,,,5181576641,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714934833,3,1,1,0,0,dbl7ir1qugqz8nvp1vzn8im50,1,50.0,50.0,2024-08-30T17:02:10.033Z,2024-08-30T17:02:13Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5181576707,141,38.9,5181576705,140,28.4,5181576711,213,3.46,5181576713,279,S,5181576709,212,23.9,5181576703,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714934855,4,1,1,0,5,dbl7ir1qugqz8nvp1vzn8im50,0,29.3,39.4,2024-08-30T17:02:15.074Z,2024-08-30T17:02:16Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5181576847,1,,5181576845,213,0.29,5181576829,157,,5181576831,56,Center,5181576837,141,59.9,5181576835,140,74.3,5181576841,212,49.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714934865,3,44,1,0,7,7gkglopz9cjsysn2u6sbhuvc5,1,22.8,38.3,2024-08-30T17:02:17.039Z,2024-08-30T19:09:33Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5181576883,56,Back,5181576885,285,,5181576931,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714934873,5,44,1,0,7,dbl7ir1qugqz8nvp1vzn8im50,0,77.2,61.7,2024-08-30T17:02:17.040Z,2024-08-30T19:09:33Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5181576947,233,3,5181576913,286,,5181576911,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714934877,4,1,1,0,7,7gkglopz9cjsysn2u6sbhuvc5,0,17.8,34.8,2024-08-30T17:02:17.446Z,2024-08-30T17:02:18Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5181576921,56,Back,5181576923,140,35.7,5181576919,3,,5181576925,141,32.1,5181576927,212,18.9,5181576929,213,6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714934885,6,61,1,0,9,dbl7ir1qugqz8nvp1vzn8im50,0,71.3,59.6,2024-08-30T17:02:19.474Z,2024-08-30T17:02:19Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5181576951,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935985,41,83,1,0,10,dbl7ir1qugqz8nvp1vzn8im50,0,64.6,63.3,2024-08-30T17:02:20.276Z,2024-08-30T17:05:04Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5181582883,399,11cna826ls27ahux2w0ckapqt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714934899,7,43,1,0,11,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2024-08-30T17:02:21.249Z,2024-08-30T17:02:34Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5181577035,286,0,5181577743,144,45,5181577033,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714934909,5,1,1,0,11,7gkglopz9cjsysn2u6sbhuvc5,1,37.5,32.4,2024-08-30T17:02:21.510Z,2024-08-30T17:02:23Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5181577071,56,Back,5181577079,213,2.86,5181577073,140,25.7,5181577077,212,12.9,5181577075,141,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714934917,6,1,1,0,13,7gkglopz9cjsysn2u6sbhuvc5,0,25.7,37.6,2024-08-30T17:02:23.495Z,2024-08-30T17:06:07Z,78iynnu6cnznv6fxpo4br4mlm,V. Mpindi,,,5181577165,233,8,5181577127,1,,5181577125,213,5.55,5181577119,140,28.3,5181577169,286,,5181577115,157,,5181577117,56,Back,5181577123,212,3.7,5181577163,236,5181577121,141,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714934913,8,74,1,0,13,dbl7ir1qugqz8nvp1vzn8im50,1,70.9,61.2,2024-08-30T17:02:23.496Z,2024-08-30T17:02:25Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5181577219,233,6,5181577097,285,,5181577095,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714934929,9,1,1,0,14,dbl7ir1qugqz8nvp1vzn8im50,0,67.6,69.0,2024-08-30T17:02:24.706Z,2024-08-30T17:07:40Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5181577235,141,76.6,5181577237,212,6.7,5181577239,213,0.89,5181577229,3,,5181577233,140,71.6,5181577231,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714934965,8,1,1,0,17,7gkglopz9cjsysn2u6sbhuvc5,1,26.9,16.7,2024-08-30T17:02:27.078Z,2024-08-30T17:02:28Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5181577367,56,Back,5181577369,140,26.5,5181577373,212,8.2,5181577371,141,28.8,5181577375,213,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714934979,9,1,1,0,17,7gkglopz9cjsysn2u6sbhuvc5,1,15.4,40.9,2024-08-30T17:02:27.862Z,2024-08-30T17:59:27Z,78iynnu6cnznv6fxpo4br4mlm,V. Mpindi,,,5181705727,156,,5181577463,213,5.14,5181577455,141,8.5,5181577451,56,Back,5181577453,140,24.9,5181577459,212,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935001,10,1,1,0,20,7gkglopz9cjsysn2u6sbhuvc5,0,24.3,8.5,2024-08-30T17:02:30.102Z,2024-08-30T17:59:29Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5181577535,56,Back,5181577537,140,35.3,5181577543,213,0.47,5181577539,141,17.1,5181577541,212,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714936979,65,61,1,0,20,dbl7ir1qugqz8nvp1vzn8im50,1,66.2,95.1,2024-08-30T17:02:30.322Z,2024-08-30T17:10:09Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5181588249,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935009,11,43,1,0,21,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-08-30T17:02:31.622Z,2024-08-30T17:02:48Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5181578231,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935021,12,1,1,0,21,7gkglopz9cjsysn2u6sbhuvc5,1,35.3,17.1,2024-08-30T17:02:31.878Z,2024-08-30T17:02:33Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5181577621,141,33.6,5181577623,212,12.7,5181577619,140,29.6,5181577625,213,2.06,5181577617,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935031,13,1,1,0,22,7gkglopz9cjsysn2u6sbhuvc5,0,29.6,33.6,2024-08-30T17:02:32.878Z,2024-08-30T17:02:33Z,78iynnu6cnznv6fxpo4br4mlm,V. Mpindi,,,5181577691,212,23.3,5181577685,56,Back,5181577693,213,0.86,5181577687,140,44.1,5181577689,141,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935101,11,1,1,0,26,dbl7ir1qugqz8nvp1vzn8im50,1,54.4,43.9,2024-08-30T17:02:36.530Z,2024-08-30T17:02:42Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5181578051,56,Right,5181578059,213,4.82,5181578053,140,56.6,5181578057,212,22.0,5181578055,141,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935117,12,1,1,0,31,dbl7ir1qugqz8nvp1vzn8im50,1,61.7,9.2,2024-08-30T17:02:41.954Z,2024-08-30T17:02:45Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5181578147,140,46.0,5181578155,212,20.3,5181578157,213,2.52,5181578151,141,26.7,5181578143,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935129,13,1,1,0,34,dbl7ir1qugqz8nvp1vzn8im50,1,46.0,26.7,2024-08-30T17:02:45.002Z,2024-08-30T17:02:49Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5181578243,56,Back,5181578251,213,1.67,5181578249,212,21.7,5181578245,140,43.9,5181578247,141,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935149,14,1,1,0,39,dbl7ir1qugqz8nvp1vzn8im50,1,45.5,53.0,2024-08-30T17:02:49.346Z,2024-08-30T17:02:52Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5181578353,141,29.8,5181578351,140,46.3,5181578349,56,Back,5181578355,212,15.8,5181578357,213,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935171,15,1,1,0,41,dbl7ir1qugqz8nvp1vzn8im50,1,46.3,29.8,2024-08-30T17:02:52.010Z,2024-08-30T17:02:54Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5181578475,140,53.1,5181578477,141,5.9,5181578481,213,5.13,5181578473,56,Right,5181578479,212,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935193,16,1,1,0,44,dbl7ir1qugqz8nvp1vzn8im50,1,48.7,8.0,2024-08-30T17:02:54.634Z,2024-08-30T17:02:57Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5181578563,56,Back,5181578575,213,2.53,5181578573,212,18.9,5181578571,141,23.9,5181578567,140,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935255,17,1,1,0,47,dbl7ir1qugqz8nvp1vzn8im50,1,33.9,23.9,2024-08-30T17:02:57.394Z,2024-08-30T17:03:05Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5181578839,141,52.1,5181578843,213,2.42,5181578841,212,29.1,5181578837,140,13.1,5181578835,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935283,18,1,1,0,55,dbl7ir1qugqz8nvp1vzn8im50,0,13.6,44.9,2024-08-30T17:03:05.346Z,2024-08-30T17:03:10Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,,5181579001,140,81.0,5181579003,141,28.9,5181579009,1,,5181578999,56,Center,5181579007,213,6.13,5181579005,212,71.6,5181578997,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935313,14,59,1,1,2,7gkglopz9cjsysn2u6sbhuvc5,1,18.3,67.5,2024-08-30T17:03:12.863Z,2024-08-30T17:03:13Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5181579157,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935321,15,12,1,1,3,7gkglopz9cjsysn2u6sbhuvc5,1,18.3,67.5,2024-08-30T17:03:13.534Z,2024-08-30T17:03:15Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5181579201,212,32.6,5181579195,56,Back,5181579197,140,39.8,5181579203,213,0.80,5181579199,141,100.0,5181579227,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935323,16,5,1,1,4,7gkglopz9cjsysn2u6sbhuvc5,0,34.8,101.8,2024-08-30T17:03:14.562Z,2024-08-30T17:03:20Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5181579269,233,19,5181579205,56,Back,5181579207,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935327,19,5,1,1,4,dbl7ir1qugqz8nvp1vzn8im50,1,65.2,-1.8,2024-08-30T17:03:14.562Z,2024-08-30T19:13:49Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,,5181579223,56,Right,5181579225,347,,5181579241,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935367,20,1,1,1,5,dbl7ir1qugqz8nvp1vzn8im50,1,72.7,0.0,2024-08-30T17:03:15.194Z,2024-08-30T18:09:40Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5181579437,141,4.6,5181579435,140,67.1,5181579431,107,,5181579441,213,2.53,5181579439,212,7.2,5181579433,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935387,21,1,1,1,10,dbl7ir1qugqz8nvp1vzn8im50,1,68.8,5.8,2024-08-30T17:03:20.891Z,2024-08-30T17:03:22Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5181579537,212,7.9,5181579541,213,1.10,5181579527,56,Right,5181579531,140,72.2,5181579533,141,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935401,22,1,1,1,12,dbl7ir1qugqz8nvp1vzn8im50,0,69.9,14.9,2024-08-30T17:03:22.610Z,2024-08-30T17:09:23Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5181579605,213,5.40,5181579599,140,72.3,5181579603,212,4.0,5181579597,56,Right,5181579601,141,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714939113,91,61,1,1,14,7gkglopz9cjsysn2u6sbhuvc5,1,22.0,75.9,2024-08-30T17:03:24.828Z,2024-08-30T18:08:30Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5181599439,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935435,23,3,1,1,15,dbl7ir1qugqz8nvp1vzn8im50,0,75.6,35.4,2024-08-30T17:03:25.542Z,2024-08-30T19:12:30Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5181579751,56,Center,5181579753,286,,5181772547,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935417,17,7,1,1,15,7gkglopz9cjsysn2u6sbhuvc5,0,24.4,64.6,2024-08-30T17:03:25.543Z,2024-08-30T19:12:30Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5181579673,56,Back,5181772495,233,23,5181579675,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935449,24,1,1,1,18,dbl7ir1qugqz8nvp1vzn8im50,1,70.7,13.8,2024-08-30T17:03:28.394Z,2024-08-30T17:03:30Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5181579819,141,6.8,5181579823,213,3.57,5181579815,56,Right,5181579817,140,60.7,5181579821,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935477,25,1,1,1,20,dbl7ir1qugqz8nvp1vzn8im50,1,60.7,6.7,2024-08-30T17:03:30.091Z,2024-08-30T17:03:32Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5181579981,212,17.3,5181579969,56,Back,5181579973,140,47.4,5181579977,141,21.6,5181579985,213,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935499,26,1,1,1,23,dbl7ir1qugqz8nvp1vzn8im50,1,41.4,22.7,2024-08-30T17:03:33.451Z,2024-08-30T17:03:35Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5181580093,212,29.6,5181580091,141,66.0,5181580087,56,Back,5181580089,140,38.4,5181580095,213,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935505,27,1,1,1,25,dbl7ir1qugqz8nvp1vzn8im50,1,38.0,65.5,2024-08-30T17:03:35.098Z,2024-08-30T17:03:37Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5181580119,56,Back,5181580131,212,15.6,5181580127,141,45.5,5181580137,213,5.23,5181580123,140,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935525,28,1,1,1,27,dbl7ir1qugqz8nvp1vzn8im50,1,44.6,51.9,2024-08-30T17:03:37.083Z,2024-08-30T17:03:40Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5181580251,212,12.5,5181580249,141,59.3,5181580257,213,2.73,5181580247,140,33.7,5181580245,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935535,29,1,1,1,30,dbl7ir1qugqz8nvp1vzn8im50,0,35.7,47.5,2024-08-30T17:03:40.179Z,2024-08-30T17:03:42Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5181580321,140,55.3,5181580323,141,0.0,5181580319,56,Right,5181580327,213,5.26,5181580325,212,39.3,5181580329,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935561,18,5,1,1,32,7gkglopz9cjsysn2u6sbhuvc5,1,43.7,101.8,2024-08-30T17:03:42.308Z,2024-08-30T19:13:49Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5181580477,56,Back,5181580495,233,30,5181580479,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935537,30,5,1,1,32,dbl7ir1qugqz8nvp1vzn8im50,0,56.3,-1.8,2024-08-30T17:03:42.308Z,2024-08-30T19:13:49Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5181580499,233,18,5181580331,56,Right,5181580333,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935607,19,1,1,1,42,7gkglopz9cjsysn2u6sbhuvc5,1,40.8,100.0,2024-08-30T17:03:52.785Z,2024-08-30T17:03:56Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5181580677,56,Back,5181580675,107,,5181580685,213,3.64,5181580687,1,,5181580679,140,20.3,5181580681,141,84.8,5181580683,212,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935649,20,1,1,1,45,7gkglopz9cjsysn2u6sbhuvc5,1,20.2,83.0,2024-08-30T17:03:56.014Z,2024-08-30T17:04:01Z,6xnn9048x2zmwprfsg0lhq61g,M. Houkjær,,,5181580863,212,29.5,5181580861,141,39.7,5181580859,140,21.6,5181580865,213,4.76,5181580857,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935689,21,1,1,1,51,7gkglopz9cjsysn2u6sbhuvc5,1,22.5,31.3,2024-08-30T17:04:01.614Z,2024-08-30T17:04:09Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5181581061,213,5.11,5181581053,56,Back,5181581055,140,29.8,5181581057,141,4.1,5181581059,212,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935693,22,1,1,1,58,7gkglopz9cjsysn2u6sbhuvc5,0,66.3,5.5,2024-08-30T17:04:08.902Z,2024-08-30T17:04:10Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5181581085,213,1.21,5181581077,56,Center,5181581083,212,13.0,5181581081,141,23.3,5181581079,140,70.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935721,32,1,1,2,3,dbl7ir1qugqz8nvp1vzn8im50,1,28.1,77.3,2024-08-30T17:04:13.517Z,2024-08-30T17:04:15Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5181581215,141,82.9,5181581217,212,8.2,5181581213,140,21.2,5181581219,213,2.66,5181581211,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935743,33,1,1,2,4,dbl7ir1qugqz8nvp1vzn8im50,1,21.2,82.9,2024-08-30T17:04:14.947Z,2024-08-30T17:04:19Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5181581335,141,94.7,5181581337,212,11.4,5181581333,140,28.9,5181581339,213,0.78,5181581331,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935777,34,1,1,2,9,dbl7ir1qugqz8nvp1vzn8im50,1,51.8,95.1,2024-08-30T17:04:19.252Z,2024-08-30T17:04:24Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5181581505,56,Left,5181581507,140,63.7,5181581511,212,12.5,5181581513,213,0.03,5181581509,141,95.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935783,35,1,1,2,14,dbl7ir1qugqz8nvp1vzn8im50,1,54.9,95.1,2024-08-30T17:04:24.723Z,2024-08-30T17:04:26Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5181581541,212,17.0,5181581543,213,4.12,5181581539,141,74.4,5181581535,56,Back,5181581537,140,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935797,36,1,1,2,16,dbl7ir1qugqz8nvp1vzn8im50,1,45.8,74.4,2024-08-30T17:04:26.299Z,2024-08-30T17:04:30Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5181581677,56,Right,5181581675,196,,5181581687,1,,5181581685,213,4.95,5181581679,140,55.5,5181581673,155,,5181581681,141,11.4,5181581683,212,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714935803,37,1,1,2,20,dbl7ir1qugqz8nvp1vzn8im50,0,57.9,7.9,2024-08-30T17:04:30.268Z,2024-08-30T18:04:12Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5181581723,141,4.4,5181581721,140,70.8,5181581725,212,13.8,5181581727,213,6.11,5181581719,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
