id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value
2714949377,396,1,1,37,47,dbl7ir1qugqz8nvp1vzn8im50,1,19.4,66.0,2024-08-30T17:39:57.520Z,2024-08-30T17:40:01Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5181654775,212,12.2,5181654777,213,1.48,5181654771,140,20.5,5181654769,56,Back,5181654773,141,83.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714949411,397,1,1,37,51,dbl7ir1qugqz8nvp1vzn8im50,1,21.8,82.4,2024-08-30T17:40:01.073Z,2024-08-30T17:40:04Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5181654905,213,6.08,5181654903,212,8.1,5181654901,141,80.0,5181654897,56,Back,5181654899,140,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714949415,398,4,1,37,54,dbl7ir1qugqz8nvp1vzn8im50,1,32.8,80.6,2024-08-30T17:40:04.513Z,2024-08-30T17:43:05Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5181654953,56,Back,5181654951,13,,5181654955,152,,5181654957,265,,5181664459,285,,5181655117,233,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714949437,328,4,1,37,54,7gkglopz9cjsysn2u6sbhuvc5,0,67.2,19.4,2024-08-30T17:40:04.514Z,2024-08-30T17:40:07Z,78iynnu6cnznv6fxpo4br4mlm,V. Mpindi,,,5181655095,56,Right,5181655097,152,,5181655121,233,398,5181655125,286,,5181655099,265,,5181655093,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714949829,399,1,1,38,34,dbl7ir1qugqz8nvp1vzn8im50,1,31.7,87.1,2024-08-30T17:40:44.561Z,2024-08-30T17:40:47Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5181657121,140,19.5,5181657123,141,65.4,5181657115,5,,5181657117,152,,5181657181,189,,5181657119,56,Back,5181657127,213,4.00,5181657125,212,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714949857,400,1,1,38,39,dbl7ir1qugqz8nvp1vzn8im50,1,21.5,63.7,2024-08-30T17:40:49.321Z,2024-08-30T17:40:50Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5181657277,140,7.3,5181657275,56,Back,5181657281,212,15.7,5181657279,141,56.3,5181657283,213,3.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714949877,401,1,1,38,40,dbl7ir1qugqz8nvp1vzn8im50,1,7.3,56.3,2024-08-30T17:40:50.169Z,2024-08-30T17:40:51Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,,5181657425,140,19.1,5181657427,141,57.2,5181657431,213,0.05,5181657423,56,Back,5181657429,212,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714949915,402,1,1,38,41,dbl7ir1qugqz8nvp1vzn8im50,1,19.1,57.2,2024-08-30T17:40:51.504Z,2024-08-30T17:40:55Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5181657601,213,4.72,5181657595,140,19.4,5181657597,141,12.3,5181657599,212,30.5,5181657593,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714949943,403,1,1,38,45,dbl7ir1qugqz8nvp1vzn8im50,1,29.0,4.7,2024-08-30T17:40:55.401Z,2024-08-30T17:40:58Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5181657731,56,Back,5181657739,213,0.87,5181657733,140,39.1,5181657737,212,16.5,5181657735,141,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714949967,404,1,1,38,48,dbl7ir1qugqz8nvp1vzn8im50,1,41.5,17.9,2024-08-30T17:40:58.779Z,2024-08-30T17:41:02Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5181657871,213,5.64,5181657869,212,16.7,5181657867,141,3.2,5181657865,140,54.2,5181657863,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714949979,405,2,1,38,51,dbl7ir1qugqz8nvp1vzn8im50,1,54.2,3.2,2024-08-30T17:41:01.937Z,2024-08-30T17:41:05Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5181657949,141,26.7,5181658005,56,Center,5181657947,140,74.6,5181658003,7,5wmik73cqursg7sv3w14ue5pm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714950291,330,1,1,39,20,7gkglopz9cjsysn2u6sbhuvc5,0,26.3,72.0,2024-08-30T17:41:30.446Z,2024-08-30T17:41:33Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5181659491,141,60.9,5181659493,212,39.7,5181659481,5,,5181659483,157,,5181659487,56,Center,5181659485,241,,5181659497,1,,5181659495,213,6.09,5181659489,140,,,,,,,,,,,,,,,,,,63.4,,,,,,,,,,,,,,,
2714950335,406,1,1,39,24,dbl7ir1qugqz8nvp1vzn8im50,0,24.3,14.7,2024-08-30T17:41:34.074Z,2024-08-30T17:41:37Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5181659707,213,5.75,5181659705,212,13.9,5181659701,140,35.7,5181659699,56,Back,5181659703,141,4.3,5181659697,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714950385,331,61,1,39,25,7gkglopz9cjsysn2u6sbhuvc5,1,61.7,93.5,2024-08-30T17:41:35.743Z,2024-08-30T17:42:59Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5181659965,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714950399,332,5,1,39,29,7gkglopz9cjsysn2u6sbhuvc5,0,66.3,101.8,2024-08-30T17:41:39.417Z,2024-08-30T19:14:10Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5181660037,56,Left,5181660039,347,,5181660429,233,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714950469,407,5,1,39,29,dbl7ir1qugqz8nvp1vzn8im50,1,33.7,-1.8,2024-08-30T17:41:39.417Z,2024-08-30T19:14:09Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5181660409,56,Back,5181660419,233,332,5181660411,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714950489,408,1,1,39,42,dbl7ir1qugqz8nvp1vzn8im50,1,37.4,0.0,2024-08-30T17:41:53.018Z,2024-08-30T17:41:57Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5181660505,213,0.31,5181660501,141,4.1,5181660499,140,49.7,5181660503,212,13.5,5181660497,56,Back,5181660495,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714950491,409,1,1,39,46,dbl7ir1qugqz8nvp1vzn8im50,1,49.7,4.1,2024-08-30T17:41:56.906Z,2024-08-30T17:41:57Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5181660513,141,10.4,5181660511,140,42.9,5181660517,213,2.60,5181660515,212,8.3,5181660509,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714950501,410,1,1,39,47,dbl7ir1qugqz8nvp1vzn8im50,1,42.9,10.4,2024-08-30T17:41:57.722Z,2024-08-30T17:41:58Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5181660571,212,7.8,5181660573,213,3.52,5181660569,141,6.2,5181660565,56,Back,5181660567,140,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714950517,411,1,1,39,48,dbl7ir1qugqz8nvp1vzn8im50,0,36.0,6.2,2024-08-30T17:41:58.666Z,2024-08-30T17:42:00Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5181660691,56,Center,5181660693,140,62.5,5181660701,1,,5181660699,213,0.77,5181660689,155,,5181660697,212,38.9,5181660695,141,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714950555,334,1,1,39,51,7gkglopz9cjsysn2u6sbhuvc5,0,34.4,46.1,2024-08-30T17:42:01.519Z,2024-08-30T17:42:06Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5181660861,157,,5181660863,56,Center,5181660871,213,0.46,5181660869,212,34.6,5181660873,1,,5181660867,141,68.7,5181660865,140,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714950537,412,44,1,39,54,dbl7ir1qugqz8nvp1vzn8im50,1,35.0,23.6,2024-08-30T17:42:04.218Z,2024-08-30T19:09:40Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5181660979,233,335,5181660801,285,,5181660799,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714950557,335,44,1,39,54,7gkglopz9cjsysn2u6sbhuvc5,0,65.0,76.4,2024-08-30T17:42:04.219Z,2024-08-30T19:09:40Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5181660879,286,,5181661003,233,412,5181660877,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714950553,413,1,1,39,54,dbl7ir1qugqz8nvp1vzn8im50,0,33.2,10.9,2024-08-30T17:42:04.474Z,2024-08-30T17:42:05Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5181660853,140,43.5,5181660851,56,Back,5181660859,213,0.27,5181660849,3,,5181660857,212,11.2,5181660855,141,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714950575,336,8,1,39,55,7gkglopz9cjsysn2u6sbhuvc5,1,53.9,66.3,2024-08-30T17:42:05.111Z,2024-08-30T19:21:57Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5181661007,15,,5181660983,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714950589,414,1,1,39,56,dbl7ir1qugqz8nvp1vzn8im50,1,37.2,18.2,2024-08-30T17:42:06.922Z,2024-08-30T17:42:08Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5181661061,140,43.5,5181661053,3,,5181661069,213,0.83,5181661057,56,Back,5181661065,141,28.8,5181661067,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714950593,415,1,1,39,57,dbl7ir1qugqz8nvp1vzn8im50,1,43.5,28.8,2024-08-30T17:42:07.778Z,2024-08-30T17:42:09Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5181661113,141,47.0,5181661111,140,44.7,5181661117,213,1.47,5181661115,212,12.4,5181661109,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714950601,337,45,1,39,59,7gkglopz9cjsysn2u6sbhuvc5,0,55.2,56.2,2024-08-30T17:42:09.610Z,2024-08-30T17:42:17Z,78iynnu6cnznv6fxpo4br4mlm,V. Mpindi,,,5181661143,56,Center,5181661361,233,416,5181661145,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714950627,416,3,1,39,59,dbl7ir1qugqz8nvp1vzn8im50,1,44.8,43.8,2024-08-30T17:42:09.610Z,2024-08-30T17:42:15Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5181661295,233,337,5181661291,56,Back,5181661293,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714950615,338,83,1,40,1,7gkglopz9cjsysn2u6sbhuvc5,0,54.5,57.6,2024-08-30T17:42:11.302Z,2024-08-30T17:42:17Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5181661587,399,2z8u8kyv91shp0la8alkn6kus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714950675,417,1,1,40,2,dbl7ir1qugqz8nvp1vzn8im50,1,47.1,45.5,2024-08-30T17:42:12.082Z,2024-08-30T17:42:16Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5181661547,140,43.1,5181661545,56,Back,5181661555,212,9.4,5181661557,213,2.04,5181661551,141,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714950679,418,1,1,40,3,dbl7ir1qugqz8nvp1vzn8im50,1,40.9,60.8,2024-08-30T17:42:13.386Z,2024-08-30T17:42:16Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5181661561,56,Back,5181661563,140,39.1,5181661569,213,1.81,5181661565,141,72.3,5181661567,212,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714950761,419,1,1,40,5,dbl7ir1qugqz8nvp1vzn8im50,1,55.3,70.8,2024-08-30T17:42:15.978Z,2024-08-30T17:42:24Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5181662077,213,0.90,5181662075,212,22.9,5181662073,141,97.2,5181662071,140,68.8,5181662067,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714950771,339,45,1,40,14,7gkglopz9cjsysn2u6sbhuvc5,0,8.3,13.1,2024-08-30T17:42:24.050Z,2024-08-30T19:09:29Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5181662269,233,420,5181662141,285,,5181662139,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714950775,420,3,1,40,14,dbl7ir1qugqz8nvp1vzn8im50,1,91.7,86.9,2024-08-30T17:42:24.050Z,2024-08-30T19:09:28Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5181662229,233,339,5181662167,286,,5181662165,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714950803,421,1,1,40,15,dbl7ir1qugqz8nvp1vzn8im50,0,96.3,81.8,2024-08-30T17:42:25.538Z,2024-08-30T17:42:30Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5181662541,233,340,5181662331,155,,5181662539,236,,5181662333,56,Center,5181662329,2,,5181662341,213,4.85,5181662339,212,3.2,5181662335,140,96.7,5181662337,141,5181662545,286,,,,,,,,,,,,,,,,77.2,,,,,,,,,,,,,,,
2714950835,340,12,1,40,15,7gkglopz9cjsysn2u6sbhuvc5,1,2.3,18.9,2024-08-30T17:42:25.638Z,2024-08-30T17:42:30Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5181662559,233,421,5181662505,56,Back,5181662499,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714950841,341,6,1,40,18,7gkglopz9cjsysn2u6sbhuvc5,0,2.7,20.3,2024-08-30T17:42:28.642Z,2024-08-30T19:12:25Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5181662597,233,422,5181662575,56,Back,5181662577,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714950825,422,6,1,40,18,dbl7ir1qugqz8nvp1vzn8im50,1,97.3,79.7,2024-08-30T17:42:28.642Z,2024-08-30T19:12:25Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5181662579,233,341,5181662477,73,,5181662475,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951089,423,1,1,40,41,dbl7ir1qugqz8nvp1vzn8im50,0,99.5,99.5,2024-08-30T17:42:51.627Z,2024-08-30T17:42:54Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5181663909,1,,5181663891,2,,5181663907,213,4.63,5181663905,212,33.2,5181663893,6,,5181663903,141,50.9,5181663901,140,96.8,5181663897,223,,5181663895,155,5181663899,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951101,342,12,1,40,44,7gkglopz9cjsysn2u6sbhuvc5,1,12.3,37.3,2024-08-30T17:42:54.823Z,2024-08-30T17:43:02Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5181664009,15,,5181663971,212,25.5,5181663969,141,14.7,5181663975,213,5.64,5181663967,140,31.7,5181663965,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951167,424,1,1,40,47,dbl7ir1qugqz8nvp1vzn8im50,1,74.3,74.7,2024-08-30T17:42:57.891Z,2024-08-30T17:43:02Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5181664315,141,91.4,5181664317,212,16.9,5181664311,56,Left,5181664313,140,86.2,5181664319,213,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951165,343,83,1,40,51,7gkglopz9cjsysn2u6sbhuvc5,0,7.3,8.5,2024-08-30T17:43:01.991Z,2024-08-30T17:43:06Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5181664541,399,1mml4inucvyomv1dcog3c1pt5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951197,425,1,1,40,52,dbl7ir1qugqz8nvp1vzn8im50,1,95.9,90.9,2024-08-30T17:43:02.371Z,2024-08-30T17:43:05Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5181664473,2,,5181664481,141,48.4,5181664483,212,29.5,5181664479,140,90.2,5181664475,155,,5181664477,56,Center,5181664485,213,4.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951203,426,61,1,40,55,dbl7ir1qugqz8nvp1vzn8im50,0,90.2,48.4,2024-08-30T17:43:05.379Z,2024-08-30T17:50:20Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5181664503,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951227,344,12,1,40,55,7gkglopz9cjsysn2u6sbhuvc5,1,6.3,33.7,2024-08-30T17:43:05.607Z,2024-08-30T17:43:09Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5181664639,141,0.0,5181664699,167,,5181664643,213,5.36,5181664641,212,29.6,5181664637,140,23.3,5181664635,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951231,345,5,1,40,58,7gkglopz9cjsysn2u6sbhuvc5,0,20.8,-1.5,2024-08-30T17:43:08.515Z,2024-08-30T19:14:11Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5181664651,56,Back,5181664653,347,,5181664829,233,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951267,427,5,1,40,58,dbl7ir1qugqz8nvp1vzn8im50,1,79.2,101.5,2024-08-30T17:43:08.515Z,2024-08-30T19:14:10Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5181664809,347,,5181664807,56,Left,5181664819,233,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951295,428,1,1,41,1,dbl7ir1qugqz8nvp1vzn8im50,1,83.3,100.0,2024-08-30T17:43:11.186Z,2024-08-30T17:43:14Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5181664983,141,93.6,5181664981,140,63.4,5181664989,1,,5181664979,56,Left,5181664987,213,3.41,5181664985,212,21.7,5181664977,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951349,429,1,1,41,4,dbl7ir1qugqz8nvp1vzn8im50,1,62.2,93.8,2024-08-30T17:43:14.443Z,2024-08-30T17:43:18Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5181665247,140,67.5,5181665245,56,Left,5181665253,213,5.33,5181665249,141,82.3,5181665251,212,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951375,430,1,1,41,8,dbl7ir1qugqz8nvp1vzn8im50,1,72.3,81.1,2024-08-30T17:43:18.627Z,2024-08-30T17:43:22Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5181665425,56,Left,5181665427,140,91.0,5181665431,212,22.6,5181665433,213,0.52,5181665429,141,97.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951399,431,1,1,41,12,dbl7ir1qugqz8nvp1vzn8im50,0,87.2,96.6,2024-08-30T17:43:22.499Z,2024-08-30T17:43:25Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5181665573,155,,5181665579,141,42.2,5181665581,212,37.0,5181665571,2,,5181665583,213,4.67,5181665575,56,Center,5181665577,140,85.6,5181665585,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951409,346,12,1,41,16,7gkglopz9cjsysn2u6sbhuvc5,1,14.2,51.6,2024-08-30T17:43:26.631Z,2024-08-30T17:43:28Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5181665641,213,5.71,5181665639,212,4.8,5181665633,56,Back,5181665647,15,,5181665637,141,47.8,5181665635,140,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951491,348,1,1,41,18,7gkglopz9cjsysn2u6sbhuvc5,1,21.7,47.5,2024-08-30T17:43:28.807Z,2024-08-30T17:43:37Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5181666025,56,Back,5181666027,140,37.5,5181666031,212,22.8,5181666033,213,0.76,5181666029,141,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951511,349,1,1,41,27,7gkglopz9cjsysn2u6sbhuvc5,1,63.5,79.0,2024-08-30T17:43:37.039Z,2024-08-30T17:43:38Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5181666147,212,13.1,5181666145,141,73.2,5181666149,213,3.45,5181666143,140,51.6,5181666141,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951595,350,1,1,41,28,7gkglopz9cjsysn2u6sbhuvc5,1,51.7,72.9,2024-08-30T17:43:38.575Z,2024-08-30T17:43:45Z,78iynnu6cnznv6fxpo4br4mlm,V. Mpindi,,,5181666567,212,15.2,5181666565,141,52.7,5181666569,213,5.15,5181666561,56,Center,5181666563,140,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951621,351,1,1,41,35,7gkglopz9cjsysn2u6sbhuvc5,0,66.5,66.3,2024-08-30T17:43:45.279Z,2024-08-30T17:43:47Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5181666677,141,60.0,5181666675,140,77.9,5181666681,213,5.94,5181666673,56,Center,5181666679,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951637,432,8,1,41,37,dbl7ir1qugqz8nvp1vzn8im50,1,26.9,15.8,2024-08-30T17:43:48.019Z,2024-08-30T17:43:48Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5181666739,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951671,434,3,1,41,39,dbl7ir1qugqz8nvp1vzn8im50,0,38.0,20.4,2024-08-30T17:43:49.844Z,2024-08-30T17:44:03Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5181666887,286,,5181666885,56,Back,5181667051,233,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951689,352,7,1,41,39,7gkglopz9cjsysn2u6sbhuvc5,1,62.0,79.6,2024-08-30T17:43:49.845Z,2024-08-30T17:44:02Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5181667009,167,,5181667045,285,,5181667011,56,Left,5181667041,233,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951743,353,5,1,41,40,7gkglopz9cjsysn2u6sbhuvc5,0,67.4,101.8,2024-08-30T17:43:50.547Z,2024-08-30T19:14:11Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5181667281,56,Left,5181667283,347,,5181667989,233,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951875,435,5,1,41,40,dbl7ir1qugqz8nvp1vzn8im50,1,32.6,-1.8,2024-08-30T17:43:50.547Z,2024-08-30T19:14:11Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5181667965,233,353,5181667949,56,Back,5181667951,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951913,436,1,1,42,1,dbl7ir1qugqz8nvp1vzn8im50,1,31.1,0.0,2024-08-30T17:44:11.796Z,2024-08-30T17:44:15Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5181668125,213,0.34,5181668127,1,,5181668119,140,50.6,5181668115,107,,5181668117,56,Right,5181668123,212,21.7,5181668121,141,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951919,437,1,1,42,4,dbl7ir1qugqz8nvp1vzn8im50,0,50.6,8.8,2024-08-30T17:44:14.924Z,2024-08-30T17:44:15Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5181668149,212,5.3,5181668151,213,2.11,5181668143,56,Back,5181668147,141,15.5,5181668145,140,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714951937,438,83,1,42,6,dbl7ir1qugqz8nvp1vzn8im50,0,49.4,15.9,2024-08-30T17:44:16.427Z,2024-08-30T17:44:20Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5181668443,399,9nafz0c0x2qvmo5ldm0djmcq1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
