id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2804519375,415,3,1,43,46,a9vw7ikerpr4cuweeeka5aneg,0,79.4,70.7,2025-04-21T14:45:15.220Z,2025-04-21T16:05:39Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5670584307,233,378,5670583947,286,,5670583945,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804519409,378,7,1,43,46,b8oqgvx1ijeyn6y1cn6929ix4,1,20.6,29.3,2025-04-21T14:45:15.221Z,2025-04-21T16:05:39Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5670584137,285,,5670584135,56,Back,5670584191,233,415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804519449,379,1,1,43,49,b8oqgvx1ijeyn6y1cn6929ix4,1,20.9,31.0,2025-04-21T14:45:17.791Z,2025-04-21T14:45:20Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5670584367,56,Back,5670584377,212,8.3,5670584375,141,21.3,5670584371,140,25.7,5670584379,213,5.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804519463,380,1,1,43,50,b8oqgvx1ijeyn6y1cn6929ix4,0,24.3,16.1,2025-04-21T14:45:19.303Z,2025-04-21T14:45:20Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5670584419,141,0.0,5670584425,1,,5670584415,56,Back,5670584423,213,5.76,5670584421,212,24.6,5670584417,140,44.6,5670584413,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804519475,381,5,1,43,51,b8oqgvx1ijeyn6y1cn6929ix4,0,38.8,-2.0,2025-04-21T14:45:20.214Z,2025-04-21T16:08:55Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5670586621,233,416,5670584475,56,Back,5670584477,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804519855,416,5,1,43,51,a9vw7ikerpr4cuweeeka5aneg,1,61.2,102.0,2025-04-21T14:45:20.214Z,2025-04-21T16:08:55Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5670586603,233,381,5670586557,56,Left,5670586559,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804519999,417,1,1,44,5,a9vw7ikerpr4cuweeeka5aneg,1,69.5,100.0,2025-04-21T14:45:33.900Z,2025-04-21T14:45:40Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5670587367,213,5.18,5670587363,141,76.6,5670587359,56,Center,5670587361,140,77.5,5670587365,212,18.7,5670587357,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804520009,418,50,1,44,9,a9vw7ikerpr4cuweeeka5aneg,1,78.6,78.4,2025-04-21T14:45:37.582Z,2025-04-21T16:05:40Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5670587551,233,382,5670587433,286,,5670587429,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804519971,382,7,1,44,9,b8oqgvx1ijeyn6y1cn6929ix4,1,21.4,21.6,2025-04-21T14:45:37.583Z,2025-04-21T16:05:39Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5670587513,233,418,5670587209,56,Back,5670587211,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804519987,383,1,1,44,11,b8oqgvx1ijeyn6y1cn6929ix4,0,20.7,24.7,2025-04-21T14:45:39.312Z,2025-04-21T14:52:03Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,,5670587301,56,Back,5670587307,212,16.8,5670587303,140,32.9,5670587309,213,5.58,5670587311,1,,5670587299,157,,5670587305,141,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804520179,419,1,1,44,14,a9vw7ikerpr4cuweeeka5aneg,1,78.6,92.9,2025-04-21T14:45:42.828Z,2025-04-21T16:19:31Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5670588285,213,6.27,5670588279,140,91.8,5670588283,212,13.9,5670609885,3,,5670588281,141,92.7,5670588277,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804520193,420,3,1,44,17,a9vw7ikerpr4cuweeeka5aneg,0,92.8,90.1,2025-04-21T14:45:45.325Z,2025-04-21T14:45:53Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5670588331,56,Left,5670588699,233,384,5670588333,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804520239,384,7,1,44,17,b8oqgvx1ijeyn6y1cn6929ix4,1,7.2,9.9,2025-04-21T14:45:45.326Z,2025-04-21T14:45:51Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5670588647,233,420,5670588513,167,,5670588517,285,,5670588515,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804520247,385,6,1,44,18,b8oqgvx1ijeyn6y1cn6929ix4,0,8.0,10.6,2025-04-21T14:45:46.454Z,2025-04-21T16:05:56Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5670589221,73,,5670589217,56,Back,5670589389,233,421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804520217,421,6,1,44,18,a9vw7ikerpr4cuweeeka5aneg,1,92.0,89.4,2025-04-21T14:45:46.454Z,2025-04-21T16:05:56Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5670589317,233,385,5670588483,56,Left,5670588485,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804521301,422,1,1,44,44,a9vw7ikerpr4cuweeeka5aneg,1,99.5,99.5,2025-04-21T14:46:13.086Z,2025-04-21T14:46:29Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5670594313,1,,5670594269,223,,5670594311,213,4.61,5670594265,6,,5670594275,141,51.9,5670594271,56,Center,5670594267,155,,5670594263,2,,5670594277,212,5670594273,140,96.2,,,,,,,,,,,,32.6,,,,,,,,,,,,,
2804521103,386,4,1,44,52,b8oqgvx1ijeyn6y1cn6929ix4,1,2.8,49.1,2025-04-21T14:46:20.727Z,2025-04-21T15:02:03Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5670593427,285,,5670595241,233,423,5670593423,56,Back,5670593399,13,,5670593421,294,,5670593425,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804521333,423,4,1,44,52,a9vw7ikerpr4cuweeeka5aneg,0,97.2,50.9,2025-04-21T14:46:20.728Z,2025-04-21T15:02:03Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5670640053,294,,5670594499,13,,5670594503,152,,5670594507,286,,5670595293,233,386,5670594501,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804521575,387,70,1,44,59,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2025-04-21T14:46:27.306Z,2025-04-21T14:46:37Z,,,,,5670595623,277,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804521595,388,30,1,45,7,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2025-04-21T14:46:36.199Z,2025-04-21T14:46:38Z,,,,,5670595739,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804521543,424,30,1,45,7,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2025-04-21T14:46:36.199Z,2025-04-21T14:46:37Z,,,,,5670595457,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804529821,394,32,2,45,0,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2025-04-21T15:02:14.478Z,2025-04-21T15:02:16Z,,,,,5670641115,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804529813,426,32,2,45,0,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2025-04-21T15:02:14.478Z,2025-04-21T15:02:15Z,,,,,5670641067,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804529897,395,1,2,45,2,b8oqgvx1ijeyn6y1cn6929ix4,1,50.1,50.1,2025-04-21T15:02:16.484Z,2025-04-21T16:18:15Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,,5670643189,279,S,5670641473,56,Back,5670641477,141,48.1,5670641481,213,3.22,5670641479,212,16.3,5670641475,140,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804529953,396,1,2,45,5,b8oqgvx1ijeyn6y1cn6929ix4,0,34.1,43.9,2025-04-21T15:02:19.492Z,2025-04-21T15:02:24Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5670641735,212,48.9,5670641739,1,,5670641727,157,,5670641729,56,Right,5670641733,141,8.5,5670641737,213,5.77,5670641731,140,74.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804529949,427,44,2,45,7,a9vw7ikerpr4cuweeeka5aneg,1,22.1,91.6,2025-04-21T15:02:21.790Z,2025-04-21T16:09:40Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5670641699,56,Back,5670641853,233,397,5670641701,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804529963,397,44,2,45,7,b8oqgvx1ijeyn6y1cn6929ix4,0,77.9,8.4,2025-04-21T15:02:21.791Z,2025-04-21T16:09:40Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5670641787,286,,5670641785,56,Right,5670641879,233,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804529955,428,1,2,45,7,a9vw7ikerpr4cuweeeka5aneg,0,16.5,91.7,2025-04-21T15:02:22.198Z,2025-04-21T15:02:23Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5670641755,212,10.7,5670641747,3,,5670641749,56,Back,5670641751,140,26.6,5670641757,213,6.17,5670641753,141,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804529989,398,1,2,45,10,b8oqgvx1ijeyn6y1cn6929ix4,1,68.2,8.9,2025-04-21T15:02:24.924Z,2025-04-21T16:18:12Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,,5670641923,212,9.4,5670641917,56,Right,5670641921,141,5.8,5670641919,140,76.9,5670641925,213,6.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804530023,399,1,2,45,11,b8oqgvx1ijeyn6y1cn6929ix4,1,76.9,5.8,2025-04-21T15:02:25.547Z,2025-04-21T15:02:27Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5670642095,56,Right,5670642105,141,4.3,5670642115,213,6.18,5670642111,212,9.7,5670642099,140,86.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804530057,400,1,2,45,13,b8oqgvx1ijeyn6y1cn6929ix4,1,86.1,4.3,2025-04-21T15:02:27.491Z,2025-04-21T15:02:29Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,,5670642221,141,1.3,5670642217,56,Right,5670642227,213,3.72,5670642223,212,3.8,5670642219,140,83.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804530181,401,1,2,45,14,b8oqgvx1ijeyn6y1cn6929ix4,1,81.9,2.3,2025-04-21T15:02:28.979Z,2025-04-21T15:02:38Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,,5670642899,213,2.93,5670642891,56,Right,5670642897,212,6.4,5670642893,140,75.9,5670642895,141,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804530229,430,83,2,45,21,a9vw7ikerpr4cuweeeka5aneg,0,31.0,94.8,2025-04-21T15:02:36.254Z,2025-04-21T15:02:44Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5670643367,399,9fvf8z6p8ok0n5vu999ysfywa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804530187,402,4,2,45,22,b8oqgvx1ijeyn6y1cn6929ix4,1,68.5,8.4,2025-04-21T15:02:36.772Z,2025-04-21T16:05:16Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5670642983,265,,5670643095,233,429,5670642977,13,,5670642981,152,,5670642985,286,,5670642979,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804530175,429,4,2,45,22,a9vw7ikerpr4cuweeeka5aneg,0,31.5,91.6,2025-04-21T15:02:36.773Z,2025-04-21T16:05:16Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5670643049,152,,5670643039,13,,5670643043,56,Back,5670643057,285,,5670643053,265,,5670643131,233,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804530417,403,1,2,45,38,b8oqgvx1ijeyn6y1cn6929ix4,1,64.6,14.1,2025-04-21T15:02:53.259Z,2025-04-21T15:02:55Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5670644157,5,,5670644165,141,7.3,5670644167,212,13.2,5670644163,140,52.8,5670644161,56,Right,5670644159,152,,5670644171,213,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804530449,404,1,2,45,40,b8oqgvx1ijeyn6y1cn6929ix4,1,52.8,7.3,2025-04-21T15:02:54.835Z,2025-04-21T16:18:10Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,,5670644347,56,Back,5670644353,212,23.0,5670644357,213,2.35,5670644351,141,31.3,5670644349,140,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804530509,405,1,2,45,43,b8oqgvx1ijeyn6y1cn6929ix4,1,33.2,35.5,2025-04-21T15:02:57.731Z,2025-04-21T15:03:00Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5670644681,140,18.5,5670644685,212,19.0,5670644687,213,2.52,5670644683,141,51.9,5670644679,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804530541,406,1,2,45,45,b8oqgvx1ijeyn6y1cn6929ix4,1,18.5,51.9,2025-04-21T15:03:00.299Z,2025-04-21T15:03:02Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5670644839,213,4.80,5670644835,141,28.3,5670644831,56,Back,5670644833,140,19.9,5670644837,212,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804530575,407,1,2,45,48,b8oqgvx1ijeyn6y1cn6929ix4,1,20.7,25.2,2025-04-21T15:03:02.571Z,2025-04-21T15:03:04Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5670645005,56,Back,5670645013,213,5.44,5670645011,212,16.0,5670645009,141,7.6,5670645007,140,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804530617,408,1,2,45,49,b8oqgvx1ijeyn6y1cn6929ix4,1,30.5,7.1,2025-04-21T15:03:04.275Z,2025-04-21T15:03:07Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,,5670645247,56,Back,5670645255,212,6.1,5670645259,213,1.83,5670645251,141,15.8,5670645249,140,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804530883,410,2,2,45,51,b8oqgvx1ijeyn6y1cn6929ix4,1,30.1,27.4,2025-04-21T15:03:05.483Z,2025-04-21T16:18:08Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5670646969,56,Center,5670646711,140,61.8,5670646713,141,25.5,5670646965,7,6bajck5osvj7trnwt2a5mc3dg,5670646967,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804530841,432,1,2,46,4,a9vw7ikerpr4cuweeeka5aneg,1,30.9,77.3,2025-04-21T15:03:18.574Z,2025-04-21T15:03:20Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,,5670646467,56,Back,5670646463,5,,5670646473,212,5.7,5670646471,141,69.1,5670646465,241,,5670646475,213,4.54,5670646469,140,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804530857,433,1,2,46,5,a9vw7ikerpr4cuweeeka5aneg,1,30.0,69.1,2025-04-21T15:03:19.478Z,2025-04-21T15:03:21Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5670646539,141,19.7,5670646535,56,Back,5670646545,1,,5670646541,212,33.8,5670646537,140,33.3,5670646543,213,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804530897,434,1,2,46,6,a9vw7ikerpr4cuweeeka5aneg,1,33.3,19.5,2025-04-21T15:03:20.805Z,2025-04-21T15:03:23Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5670646773,140,24.5,5670646777,212,14.7,5670646775,141,36.3,5670646779,213,2.25,5670646771,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804530965,435,1,2,46,8,a9vw7ikerpr4cuweeeka5aneg,1,24.6,36.3,2025-04-21T15:03:23.102Z,2025-04-21T15:03:27Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5670647125,213,1.56,5670647119,140,24.9,5670647123,212,22.3,5670647117,56,Back,5670647121,141,69.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804531145,436,1,2,46,12,a9vw7ikerpr4cuweeeka5aneg,1,27.3,72.9,2025-04-21T15:03:26.654Z,2025-04-21T15:03:34Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,,5670647957,140,36.3,5670647955,56,Back,5670647963,213,0.94,5670647961,212,16.0,5670647959,141,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804531161,437,3,2,46,18,a9vw7ikerpr4cuweeeka5aneg,0,38.2,92.8,2025-04-21T15:03:33.358Z,2025-04-21T16:05:41Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5670648041,56,Back,5670648565,233,411,5670648043,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804531201,411,7,2,46,18,b8oqgvx1ijeyn6y1cn6929ix4,1,61.8,7.2,2025-04-21T15:03:33.359Z,2025-04-21T16:05:40Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,,5670648299,56,Right,5670648447,233,437,5670648303,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804531279,413,1,2,46,22,b8oqgvx1ijeyn6y1cn6929ix4,1,59.0,11.1,2025-04-21T15:03:36.707Z,2025-04-21T15:03:39Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5670648663,141,10.1,5670648665,212,5.1,5670648661,140,63.8,5670648669,213,6.15,5670648659,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804531331,414,1,2,46,24,b8oqgvx1ijeyn6y1cn6929ix4,1,63.8,8.9,2025-04-21T15:03:38.860Z,2025-04-21T15:03:42Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5670648989,212,3.4,5670648985,140,66.7,5670648981,56,Right,5670648991,213,0.44,5670648987,141,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804531349,415,1,2,46,27,b8oqgvx1ijeyn6y1cn6929ix4,1,64.6,10.7,2025-04-21T15:03:41.796Z,2025-04-21T15:03:42Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,,5670649039,140,59.0,5670649045,213,2.27,5670649041,141,21.0,5670649043,212,9.1,5670649037,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804531411,416,1,2,46,28,b8oqgvx1ijeyn6y1cn6929ix4,1,59.0,21.0,2025-04-21T15:03:42.667Z,2025-04-21T15:03:45Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5670649379,141,6.7,5670649375,56,Right,5670649383,213,4.31,5670649381,212,10.6,5670649377,140,55.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804531497,417,1,2,46,30,b8oqgvx1ijeyn6y1cn6929ix4,1,48.1,6.7,2025-04-21T15:03:45.195Z,2025-04-21T15:03:49Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,,5670649925,1,,5670649919,141,35.5,5670649915,56,Back,5670649923,213,2.54,5670649921,212,34.7,5670649917,140,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804531651,418,1,2,46,39,b8oqgvx1ijeyn6y1cn6929ix4,0,21.6,64.0,2025-04-21T15:03:54.019Z,2025-04-21T15:03:55Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5670650705,141,46.1,5670650709,213,5.94,5670650711,1,,5670650699,157,,5670650707,212,36.3,5670650703,140,54.2,5670650701,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804531705,438,1,2,46,41,a9vw7ikerpr4cuweeeka5aneg,1,44.8,52.8,2025-04-21T15:03:55.526Z,2025-04-21T15:03:58Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5670651041,212,12.5,5670651043,213,2.07,5670651037,140,39.1,5670651033,3,,5670651039,141,69.0,5670651035,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804531717,439,1,2,46,42,a9vw7ikerpr4cuweeeka5aneg,0,39.1,69.0,2025-04-21T15:03:57.263Z,2025-04-21T15:03:58Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5670651089,56,Center,5670651095,212,21.5,5670651091,140,55.5,5670651097,213,5.64,5670651087,3,,5670651093,141,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804531785,419,1,2,46,46,b8oqgvx1ijeyn6y1cn6929ix4,1,55.1,45.1,2025-04-21T15:04:00.931Z,2025-04-21T15:06:36Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5670651419,212,4.8,5670651417,141,52.1,5670651421,213,1.72,5670651415,140,54.4,5670651413,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804531803,420,1,2,46,47,b8oqgvx1ijeyn6y1cn6929ix4,1,54.4,52.1,2025-04-21T15:04:01.683Z,2025-04-21T15:04:03Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,,5670651499,213,4.73,5670651491,56,Center,5670651497,212,6.0,5670651493,140,54.5,5670651495,141,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804531855,421,1,2,46,48,b8oqgvx1ijeyn6y1cn6929ix4,1,54.5,43.3,2025-04-21T15:04:02.931Z,2025-04-21T15:04:05Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5670651757,56,Back,5670651767,213,3.68,5670651763,212,16.7,5670651761,141,30.7,5670651759,140,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804531869,422,1,2,46,50,b8oqgvx1ijeyn6y1cn6929ix4,0,40.9,30.7,2025-04-21T15:04:04.835Z,2025-04-21T15:04:05Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5670651871,56,Right,5670651879,213,5.59,5670651873,140,65.7,5670651877,212,33.8,5670651875,141,0.0,5670651881,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804531877,423,5,2,46,50,b8oqgvx1ijeyn6y1cn6929ix4,0,66.1,-1.3,2025-04-21T15:04:05.183Z,2025-04-21T16:08:56Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5670651923,347,,5670652647,233,440,5670651921,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804531989,440,5,2,46,50,a9vw7ikerpr4cuweeeka5aneg,1,33.9,101.3,2025-04-21T15:04:05.183Z,2025-04-21T16:08:55Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5670652515,56,Back,5670652627,233,423,5670652519,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804532055,441,1,2,46,54,a9vw7ikerpr4cuweeeka5aneg,1,33.0,100.0,2025-04-21T15:04:08.829Z,2025-04-21T15:04:12Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5670652857,140,20.6,5670652853,107,,5670652863,213,4.01,5670652855,56,Back,5670652859,141,79.0,5670652861,212,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804532147,442,1,2,46,56,a9vw7ikerpr4cuweeeka5aneg,1,17.5,76.0,2025-04-21T15:04:11.446Z,2025-04-21T15:04:15Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,,5670653329,212,23.1,5670653331,213,4.26,5670653327,141,45.4,5670653323,56,Back,5670653325,140,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804532185,443,1,2,47,0,a9vw7ikerpr4cuweeeka5aneg,1,9.4,42.5,2025-04-21T15:04:14.630Z,2025-04-21T15:04:17Z,2h94np282g0qtzal1czznequi,A. Hoff,,,5670653567,213,5.24,5670653563,141,29.5,5670653565,212,10.2,5670653559,56,Back,5670653561,140,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804532261,444,1,2,47,1,a9vw7ikerpr4cuweeeka5aneg,1,13.5,29.4,2025-04-21T15:04:16.309Z,2025-04-21T15:04:20Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5670654007,213,5.18,5670654005,212,18.7,5670654003,141,4.9,5670653999,56,Back,5670654001,140,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
