id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2804474423,114,1,1,13,12,a9vw7ikerpr4cuweeeka5aneg,1,53.9,86.9,2025-04-21T14:14:40.443Z,2025-04-21T14:14:44Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5670336617,56,Back,5670336621,141,47.9,5670336623,212,32.2,5670336627,1,,5670336619,140,36.5,5670336625,213,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804474549,115,1,1,13,14,a9vw7ikerpr4cuweeeka5aneg,1,36.5,47.9,2025-04-21T14:14:43.227Z,2025-04-21T14:14:48Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5670337283,140,45.9,5670337287,141,14.6,5670337293,213,5.12,5670337289,212,24.7,5670337279,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804474581,116,1,1,13,19,a9vw7ikerpr4cuweeeka5aneg,0,60.9,11.7,2025-04-21T14:14:48.027Z,2025-04-21T14:14:49Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5670337401,141,18.3,5670337399,140,67.3,5670337395,56,Right,5670337405,213,0.59,5670337403,212,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804474629,126,8,1,13,23,b8oqgvx1ijeyn6y1cn6929ix4,1,33.5,71.8,2025-04-21T14:14:51.974Z,2025-04-21T17:11:12Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5670337685,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804474679,128,1,1,13,24,b8oqgvx1ijeyn6y1cn6929ix4,0,33.7,77.9,2025-04-21T14:14:52.794Z,2025-04-21T14:14:54Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5670337999,56,Left,5670338015,212,39.8,5670338019,213,0.41,5670338005,140,68.5,5670338021,1,,5670338009,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804475017,117,5,1,13,26,a9vw7ikerpr4cuweeeka5aneg,1,34.4,-1.3,2025-04-21T14:14:54.395Z,2025-04-21T16:08:44Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5670339895,347,,5670339893,56,Back,5670635853,233,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804474681,129,5,1,13,26,b8oqgvx1ijeyn6y1cn6929ix4,0,65.6,101.3,2025-04-21T14:14:54.395Z,2025-04-21T16:08:44Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5670635881,233,117,5670338033,56,Left,5670338035,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804475057,118,1,1,13,42,a9vw7ikerpr4cuweeeka5aneg,1,39.3,0.0,2025-04-21T14:15:10.939Z,2025-04-21T14:15:13Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5670340065,56,Back,5670340069,141,22.5,5670340063,107,,5670340067,140,48.5,5670340073,213,1.04,5670340071,212,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804475101,119,1,1,13,43,a9vw7ikerpr4cuweeeka5aneg,1,48.5,22.5,2025-04-21T14:15:12.251Z,2025-04-21T14:15:14Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5670340275,56,Center,5670340279,141,23.1,5670340281,212,18.0,5670340277,140,65.6,5670340273,3,,5670340283,213,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804475139,120,1,1,13,45,a9vw7ikerpr4cuweeeka5aneg,1,65.6,23.1,2025-04-21T14:15:13.851Z,2025-04-21T14:15:16Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5670340481,213,2.47,5670340477,141,36.4,5670340473,56,Center,5670340479,212,14.6,5670340475,140,54.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804475291,121,1,1,13,47,a9vw7ikerpr4cuweeeka5aneg,1,50.4,47.5,2025-04-21T14:15:15.875Z,2025-04-21T14:15:22Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5670341325,56,Left,5670341331,212,23.1,5670341333,213,1.58,5670341329,141,81.5,5670341327,140,50.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804475335,122,1,1,13,53,a9vw7ikerpr4cuweeeka5aneg,0,71.7,83.0,2025-04-21T14:15:21.611Z,2025-04-21T14:15:24Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5670341527,56,Left,5670341539,213,0.12,5670341537,212,21.4,5670341535,141,86.8,5670341529,140,91.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804475393,130,61,1,13,56,b8oqgvx1ijeyn6y1cn6929ix4,0,11.2,15.3,2025-04-21T14:15:25.190Z,2025-04-21T17:11:05Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,,5670341831,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804475459,123,1,1,13,58,a9vw7ikerpr4cuweeeka5aneg,0,84.4,92.1,2025-04-21T14:15:26.403Z,2025-04-21T14:15:28Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5670342221,213,3.26,5670342213,56,Left,5670342217,141,91.4,5670342293,233,131,5670342297,286,,5670342219,212,4.1,5670342215,140,80.5,5670342291,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804475465,131,74,1,13,58,b8oqgvx1ijeyn6y1cn6929ix4,1,13.4,11.0,2025-04-21T14:15:26.404Z,2025-04-21T16:09:00Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5670342349,233,123,5670342241,285,,5670342239,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804475505,124,1,1,13,59,a9vw7ikerpr4cuweeeka5aneg,1,81.1,89.6,2025-04-21T14:15:27.947Z,2025-04-21T14:15:30Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5670342463,56,Left,5670342467,141,94.1,5670342471,212,8.8,5670342465,140,73.2,5670342475,213,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804475569,125,1,1,14,0,a9vw7ikerpr4cuweeeka5aneg,1,73.2,94.1,2025-04-21T14:15:28.731Z,2025-04-21T14:15:32Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5670342797,56,Left,5670342807,213,3.25,5670342805,212,13.1,5670342803,141,92.1,5670342799,140,60.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804475595,126,1,1,14,3,a9vw7ikerpr4cuweeeka5aneg,1,61.0,91.7,2025-04-21T14:15:32.067Z,2025-04-21T14:15:34Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5670342981,213,3.69,5670342977,212,20.4,5670342967,56,Back,5670342969,140,44.4,5670342971,141,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804475669,127,1,1,14,5,a9vw7ikerpr4cuweeeka5aneg,1,44.4,76.1,2025-04-21T14:15:33.723Z,2025-04-21T14:15:38Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,,5670343407,213,4.71,5670343405,212,19.0,5670343403,141,48.1,5670343399,56,Back,5670343401,140,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804475729,128,1,1,14,8,a9vw7ikerpr4cuweeeka5aneg,1,43.7,35.4,2025-04-21T14:15:37.083Z,2025-04-21T14:15:40Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5670343635,140,51.1,5670343637,141,3.7,5670343639,212,22.9,5670343641,213,5.06,5670343631,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804475789,129,1,1,14,10,a9vw7ikerpr4cuweeeka5aneg,1,50.7,3.7,2025-04-21T14:15:39.291Z,2025-04-21T14:15:43Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5670344005,141,20.1,5670344009,213,1.45,5670344003,140,52.0,5670344007,212,11.2,5670344001,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804475861,130,1,1,14,14,a9vw7ikerpr4cuweeeka5aneg,1,54.7,21.2,2025-04-21T14:15:42.827Z,2025-04-21T14:15:46Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5670344379,213,2.88,5670344371,56,Back,5670344377,212,14.3,5670344375,141,26.7,5670344373,140,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804475987,131,1,1,14,17,a9vw7ikerpr4cuweeeka5aneg,1,41.6,26.7,2025-04-21T14:15:45.547Z,2025-04-21T14:15:51Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5670345075,140,34.5,5670345079,212,21.7,5670345077,141,56.6,5670345073,56,Back,5670345081,213,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804476111,132,1,1,14,22,a9vw7ikerpr4cuweeeka5aneg,1,37.8,52.5,2025-04-21T14:15:50.587Z,2025-04-21T14:15:55Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,,5670345751,141,27.9,5670345749,140,38.7,5670345753,212,16.8,5670345747,56,Back,5670345755,213,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804476201,133,1,1,14,26,a9vw7ikerpr4cuweeeka5aneg,1,38.7,27.9,2025-04-21T14:15:54.892Z,2025-04-21T14:15:58Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5670346279,213,5.74,5670346271,56,Right,5670346273,140,55.5,5670346277,212,20.6,5670346275,141,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804476223,134,1,1,14,29,a9vw7ikerpr4cuweeeka5aneg,1,55.5,12.3,2025-04-21T14:15:57.867Z,2025-04-21T14:15:59Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5670346379,212,24.4,5670346371,56,Back,5670346377,141,30.1,5670346373,140,35.3,5670346381,213,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804476259,135,1,1,14,30,a9vw7ikerpr4cuweeeka5aneg,1,35.3,30.1,2025-04-21T14:15:58.899Z,2025-04-21T14:16:01Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5670346589,212,10.4,5670346585,140,43.0,5670346591,213,0.68,5670346587,141,39.8,5670346583,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804476345,136,1,1,14,32,a9vw7ikerpr4cuweeeka5aneg,1,43.0,39.8,2025-04-21T14:16:00.627Z,2025-04-21T14:16:04Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5670347043,141,72.3,5670347047,212,22.7,5670347051,213,1.80,5670347039,56,Back,5670347041,140,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804476439,137,1,1,14,34,a9vw7ikerpr4cuweeeka5aneg,1,38.2,72.3,2025-04-21T14:16:03.211Z,2025-04-21T14:16:08Z,4i0jiisff5k1efcgf27skpqfo,F. Roslyng,,,5670347567,56,Back,5670347573,212,11.8,5670347575,213,0.96,5670347571,141,86.5,5670347569,140,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804476513,138,1,1,14,38,a9vw7ikerpr4cuweeeka5aneg,0,65.8,92.6,2025-04-21T14:16:07.291Z,2025-04-21T14:16:11Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5670348015,213,6.09,5670348007,56,Left,5670348013,212,31.3,5670348005,155,,5670348011,141,83.6,5670348009,140,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804476999,133,1,1,15,2,b8oqgvx1ijeyn6y1cn6929ix4,1,10.5,50.3,2025-04-21T14:16:30.814Z,2025-04-21T14:16:36Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5670350637,141,28.3,5670350635,140,9.0,5670350641,213,4.61,5670350639,212,15.0,5670350631,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804477103,134,1,1,15,7,b8oqgvx1ijeyn6y1cn6929ix4,0,10.0,24.6,2025-04-21T14:16:36.030Z,2025-04-21T14:16:40Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5670351175,213,6.24,5670351171,141,21.2,5670351159,157,,5670351163,56,Center,5670351167,140,64.3,5670351177,1,,5670351173,212,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804477149,139,44,1,15,10,a9vw7ikerpr4cuweeeka5aneg,1,35.8,75.8,2025-04-21T14:16:39.197Z,2025-04-21T14:16:46Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5670351413,285,,5670351509,233,135,5670351411,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804477115,135,44,1,15,10,b8oqgvx1ijeyn6y1cn6929ix4,0,64.2,24.2,2025-04-21T14:16:39.198Z,2025-04-21T14:16:48Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5670351255,56,Center,5670351257,286,,5670351529,233,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804477157,140,61,1,15,11,a9vw7ikerpr4cuweeeka5aneg,1,35.9,71.7,2025-04-21T14:16:39.940Z,2025-04-21T14:16:41Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5670351463,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804477289,142,1,1,15,13,a9vw7ikerpr4cuweeeka5aneg,1,36.9,64.8,2025-04-21T14:16:41.651Z,2025-04-21T14:16:47Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5670352139,141,40.0,5670352131,56,Back,5670352145,213,4.39,5670352143,212,17.8,5670352135,140,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804477299,143,1,1,15,14,a9vw7ikerpr4cuweeeka5aneg,1,31.6,40.0,2025-04-21T14:16:42.427Z,2025-04-21T14:16:47Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5670352207,212,17.3,5670352203,140,33.7,5670352201,56,Back,5670352205,141,14.7,5670352209,213,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804477317,144,1,1,15,16,a9vw7ikerpr4cuweeeka5aneg,1,33.7,14.7,2025-04-21T14:16:44.483Z,2025-04-21T14:16:48Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5670352295,141,21.3,5670352299,213,0.76,5670352297,212,6.5,5670352293,140,38.2,5670352291,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804477341,145,1,1,15,17,a9vw7ikerpr4cuweeeka5aneg,1,38.2,21.3,2025-04-21T14:16:45.482Z,2025-04-21T14:16:48Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5670352451,141,14.7,5670352449,140,30.0,5670352453,212,9.7,5670352447,56,Back,5670352455,213,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804477357,146,1,1,15,18,a9vw7ikerpr4cuweeeka5aneg,1,30.0,14.7,2025-04-21T14:16:46.675Z,2025-04-21T14:16:49Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5670352543,56,Back,5670352547,141,30.6,5670352545,140,27.8,5670352549,212,11.1,5670352551,213,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804477427,147,1,1,15,19,a9vw7ikerpr4cuweeeka5aneg,1,27.8,30.6,2025-04-21T14:16:48.283Z,2025-04-21T14:16:52Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5670352933,140,10.2,5670352937,212,19.8,5670352931,56,Back,5670352935,141,41.2,5670352939,213,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804477509,148,1,1,15,23,a9vw7ikerpr4cuweeeka5aneg,0,7.8,57.3,2025-04-21T14:16:52.036Z,2025-04-21T14:16:57Z,2h94np282g0qtzal1czznequi,A. Hoff,,,5670353355,1,,5670353347,140,57.5,5670353343,157,,5670353353,213,0.17,5670353345,56,Center,5670353349,141,70.3,5670353351,212,52.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804477529,136,44,1,15,26,b8oqgvx1ijeyn6y1cn6929ix4,1,44.2,28.6,2025-04-21T14:16:55.226Z,2025-04-21T16:09:33Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,,5670353529,233,149,5670353411,285,,5670353409,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804477519,149,44,1,15,26,a9vw7ikerpr4cuweeeka5aneg,0,55.8,71.4,2025-04-21T14:16:55.227Z,2025-04-21T16:09:34Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5670353583,233,136,5670353375,56,Center,5670353377,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804477575,137,1,1,15,27,b8oqgvx1ijeyn6y1cn6929ix4,1,47.0,26.7,2025-04-21T14:16:55.711Z,2025-04-21T16:09:56Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,,5670353641,212,20.5,5670353637,140,66.5,5670353633,3,,5670353643,213,6.24,5670353639,141,25.5,5670353635,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804477589,138,1,1,15,29,b8oqgvx1ijeyn6y1cn6929ix4,1,66.5,25.5,2025-04-21T14:16:57.870Z,2025-04-21T14:16:59Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,,5670353725,213,4.18,5670353715,140,61.9,5670353711,56,Right,5670353721,212,9.5,5670353717,141,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804477627,140,4,1,15,32,b8oqgvx1ijeyn6y1cn6929ix4,1,64.0,13.8,2025-04-21T14:17:01.279Z,2025-04-21T20:32:23Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5670354185,286,,5670354169,13,,5670354171,294,,5670354181,152,,5670354177,56,Right,5670354269,233,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804477647,150,4,1,15,32,a9vw7ikerpr4cuweeeka5aneg,0,36.0,86.2,2025-04-21T14:17:01.280Z,2025-04-21T20:32:23Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5670354109,285,,5670354333,233,140,5671879307,294,,5670354103,152,,5670354097,56,Back,5670354093,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804477947,141,1,1,15,43,b8oqgvx1ijeyn6y1cn6929ix4,1,68.6,6.4,2025-04-21T14:17:11.358Z,2025-04-21T14:17:13Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5670355627,5,,5670355639,212,13.5,5670355635,141,12.5,5670355631,56,Right,5670355643,213,2.83,5670355633,140,56.4,5670355629,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804478025,142,1,1,15,44,b8oqgvx1ijeyn6y1cn6929ix4,1,56.2,14.0,2025-04-21T14:17:12.846Z,2025-04-21T14:17:16Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,,5670356059,56,Center,5670356061,140,52.2,5670356067,213,1.90,5670356063,141,32.2,5670356065,212,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804478135,143,1,1,15,47,b8oqgvx1ijeyn6y1cn6929ix4,0,51.8,30.7,2025-04-21T14:17:15.911Z,2025-04-21T17:11:13Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5670356661,141,30.9,5670356655,140,100.0,5670356647,155,,5670356667,213,0.00,5670356669,1,,5670356651,56,Center,5670356665,212,50.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804478239,144,5,1,15,52,b8oqgvx1ijeyn6y1cn6929ix4,0,100.5,30.4,2025-04-21T14:17:21.166Z,2025-04-21T16:08:45Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5670359873,233,151,5670357189,56,Center,5670357191,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804478729,151,5,1,15,52,a9vw7ikerpr4cuweeeka5aneg,1,-0.5,69.6,2025-04-21T14:17:21.166Z,2025-04-21T16:08:45Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5670359831,56,Back,5670359847,233,144,5670359833,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804478951,152,1,1,16,16,a9vw7ikerpr4cuweeeka5aneg,1,3.0,59.3,2025-04-21T14:17:44.404Z,2025-04-21T14:17:54Z,2h94np282g0qtzal1czznequi,A. Hoff,,,5670361047,212,76.4,5670361037,140,72.5,5670361041,141,92.6,5670361031,124,,5670361035,56,Left,5670361053,1,,5670361057,74,,5670361051,213,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804479631,151,83,1,16,25,b8oqgvx1ijeyn6y1cn6929ix4,0,31.6,6.7,2025-04-21T14:17:53.773Z,2025-04-21T14:18:32Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,,5670365491,399,81w1fqi66z0ibawynhraybaxg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804478961,153,61,1,16,25,a9vw7ikerpr4cuweeeka5aneg,0,72.8,96.5,2025-04-21T14:17:54.036Z,2025-04-21T14:17:55Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5670361105,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804479277,145,5,1,16,29,b8oqgvx1ijeyn6y1cn6929ix4,1,29.2,-1.6,2025-04-21T14:17:57.462Z,2025-04-21T16:08:45Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5670362753,56,Back,5670362755,347,,5670362823,233,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804479027,154,5,1,16,29,a9vw7ikerpr4cuweeeka5aneg,0,70.8,101.6,2025-04-21T14:17:57.462Z,2025-04-21T16:08:46Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5670362859,233,145,5670361421,56,Left,5670361427,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804479321,146,1,1,16,40,b8oqgvx1ijeyn6y1cn6929ix4,0,33.5,0.0,2025-04-21T14:18:09.014Z,2025-04-21T14:18:10Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,,5670363005,1,,5670362993,212,34.6,5670362983,56,Right,5670362987,141,9.4,5670362985,140,65.7,5670363001,213,0.21,5670362981,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804479337,155,8,1,16,42,a9vw7ikerpr4cuweeeka5aneg,1,39.8,88.3,2025-04-21T14:18:10.427Z,2025-04-21T14:18:11Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5670363073,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804479407,156,1,1,16,45,a9vw7ikerpr4cuweeeka5aneg,1,36.9,73.5,2025-04-21T14:18:13.619Z,2025-04-21T16:23:16Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5670363441,56,Back,5670363449,213,0.76,5670363445,141,86.3,5670363447,212,12.6,5670363443,140,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804479421,157,1,1,16,46,a9vw7ikerpr4cuweeeka5aneg,0,45.7,86.3,2025-04-21T14:18:14.852Z,2025-04-21T14:18:16Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5670363549,157,,5670363561,1,,5670363551,56,Left,5670363559,213,6.27,5670363555,141,85.3,5670363557,212,38.4,5670363553,140,82.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804479533,147,1,1,16,48,b8oqgvx1ijeyn6y1cn6929ix4,1,21.4,23.9,2025-04-21T14:18:16.694Z,2025-04-21T14:18:21Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5670364253,141,13.5,5670364257,213,4.70,5670364255,212,7.1,5670364251,140,21.3,5670364249,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804479585,148,1,1,16,52,b8oqgvx1ijeyn6y1cn6929ix4,1,21.6,13.1,2025-04-21T14:18:20.798Z,2025-04-21T14:18:23Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5670364541,212,53.3,5670364543,213,6.24,5670364537,140,72.3,5670364533,155,,5670364539,141,9.8,5670364545,1,,5670364535,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804479593,149,61,1,16,53,b8oqgvx1ijeyn6y1cn6929ix4,0,72.3,9.8,2025-04-21T14:18:21.550Z,2025-04-21T14:18:43Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5670364581,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804479605,150,5,1,16,55,b8oqgvx1ijeyn6y1cn6929ix4,0,71.2,-1.4,2025-04-21T14:18:23.372Z,2025-04-21T16:08:47Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5670365495,233,158,5670364643,56,Right,5670364645,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804479729,158,5,1,16,55,a9vw7ikerpr4cuweeeka5aneg,1,28.8,101.4,2025-04-21T14:18:23.372Z,2025-04-21T16:08:46Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5670365381,56,Back,5670365383,347,,5670365443,233,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
