id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2809152275,1,34,16,0,0,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2025-05-03T09:45:00.849Z,2025-05-03T10:29:28Z,,,,,5696339391,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5696339399,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5696395357,197,11563,5696339397,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5696339395,130,8,5696396851,194,3od63zrf6cay4d6ync9i2iuqc,5696339389,30,"eiy7fhqxdx3ypg4dq4454hpbe, 65g5cfsdr10378yvmkpm19444, 1ai0gvdx68lxclbj6m255w72t, 7rt4wpc0qphwnvhn8jeazesfe, b1kyjkhaaiw32cb4bubbpm7tg, 3od63zrf6cay4d6ync9i2iuqc, 6wfu6s6xo5zjeke21fgbouql0, 7ztdirfvd9d0x2yw1v051xzbo, 6lb4k3g75nzgi8bp1y1mzxkru, ayxi2m0g0pm6rl1ba5pto66z9, 4m3slt6iikaxklqd12i719rl5, cu2l7ju3t72stqhwaurrnqbqh, bvc80w5ai425plu54nhgx5fxl, dgcbjg2ymgi70yv1n8ugkv02c, 45ssaw51hm80y1tfalyesap9m, 9jqox80arzpytv1b136jobhpm, 4bojyjyvkdgm1lss6n37q2t5g, 91xtn2wlot8g8ue89zn4iiyqy, 23sc7wc7my7wes6cuaxw1v0no, 289rctmvd5ppy9zqn98jbe4et",5696339393,59,"90, 14, 12, 6, 4, 5, 8, 13, 9, 7, 11, 1, 2, 3, 10, 16, 17, 19, 21, 98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809154105,1,34,16,0,0,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2025-05-03T09:54:45.399Z,2025-05-03T13:51:43Z,,,,,5696393327,197,4604,5696351289,59,"1, 15, 3, 7, 25, 29, 18, 23, 17, 10, 11, 2, 4, 13, 14, 21, 24, 26, 32, 40",5696351287,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5696351291,130,4,5696351285,30,"2g019dl7zougqjo7usig0rf11, 8f1mw21tbkct0slelpdznf7dg, bxamae8lo647u6k3kruigir8q, wha77a8wm7jyn32743y0w79x, auk14ut8cwaqop549u2zmfgt1, ev2s21ogvpjtata4fndi868ve, 2z8u8kyv91shp0la8alkn6kus, 15jhbyn4wsbd865fd9djcwaok, axyrfq1u8nwcj2ss5498u8qhg, 5wmik73cqursg7sv3w14ue5pm, 1b32j0lqi7ggcabdra4tygxzo, 1mml4inucvyomv1dcog3c1pt5, dqtarwrqvkopmzbt2ovp2dln9, 4n002w0ii1wqwx8t5xc1bzf2s, 2uw6m0yavlvkkiob73hoywb56, 6eg3kxxg5aneckolraz03xzpw, 19wdr5lrjw3aqm0ap9nklwefo, ewh6t7yo6clfewu89uznll9uc, 1vfh2k9yurk6t5s1vmgmlmfpw, 3ukx6q0q54uzz78gl7k10o2dw",5696927811,194,wha77a8wm7jyn32743y0w79x,5696351293,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5696351295,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809163529,2,32,1,0,0,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2025-05-03T10:31:12.950Z,2025-05-03T10:31:13Z,,,,,5696398759,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809163535,2,32,1,0,0,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2025-05-03T10:31:12.950Z,2025-05-03T10:31:14Z,,,,,5696398789,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809163555,3,1,1,0,0,dbl7ir1qugqz8nvp1vzn8im50,1,50.0,50.0,2025-05-03T10:31:12.951Z,2025-05-03T10:34:16Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5696398899,141,68.4,5696398895,56,Back,5696398903,213,2.57,5696398897,140,31.5,5696398901,212,23.1,5696398905,279,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809163561,4,1,1,0,5,dbl7ir1qugqz8nvp1vzn8im50,1,31.5,68.4,2025-05-03T10:31:18.330Z,2025-05-03T10:32:20Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5696398941,1,,5696398939,213,0.14,5696398937,212,37.0,5696398927,157,,5696398931,140,66.4,5696398929,56,Center,5696398933,141,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809163567,5,1,1,0,6,dbl7ir1qugqz8nvp1vzn8im50,0,66.4,76.1,2025-05-03T10:31:19.114Z,2025-05-03T10:36:52Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5696398969,212,18.6,5696398963,56,Center,5696398971,213,5.88,5696398965,140,82.7,5696398967,141,65.4,5696398961,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809163581,3,1,1,0,7,6wwwud48qahpwrfxs20334qk5,0,23.9,39.5,2025-05-03T10:31:20.734Z,2025-05-03T10:31:22Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5696399051,141,38.9,5696399049,140,35.1,5696399047,56,Back,5696399045,157,,5696399055,213,6.25,5696399057,1,,5696399053,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809163583,6,1,1,0,9,dbl7ir1qugqz8nvp1vzn8im50,0,59.3,64.9,2025-05-03T10:31:22.427Z,2025-05-03T10:36:53Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5696399063,140,62.4,5696399071,212,6.0,5696399059,3,,5696399073,213,5.29,5696399061,56,Center,5696399067,141,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164121,17,61,1,0,12,6wwwud48qahpwrfxs20334qk5,0,37.6,66.9,2025-05-03T10:31:25.833Z,2025-05-03T10:33:05Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5696401685,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809163599,4,45,1,0,13,6wwwud48qahpwrfxs20334qk5,0,33.3,59.1,2025-05-03T10:31:25.970Z,2025-05-03T11:31:37Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5696402253,233,8,5696402211,285,,5696399139,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809163615,8,3,1,0,13,dbl7ir1qugqz8nvp1vzn8im50,1,66.7,40.9,2025-05-03T10:31:25.970Z,2025-05-03T11:31:37Z,8f1mw21tbkct0slelpdznf7dg,M. McCoy,,,5696399219,56,Center,5696399221,286,,5696399247,233,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809163607,5,45,1,0,13,6wwwud48qahpwrfxs20334qk5,0,33.1,59.7,2025-05-03T10:31:25.971Z,2025-05-03T11:31:38Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5696399185,285,,5696399179,56,Back,5696399251,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809163609,7,3,1,0,13,dbl7ir1qugqz8nvp1vzn8im50,1,66.9,40.3,2025-05-03T10:31:25.971Z,2025-05-03T10:37:13Z,8f1mw21tbkct0slelpdznf7dg,M. McCoy,,,5696399201,286,,5696408699,233,5,5696399187,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809163633,9,1,1,0,16,dbl7ir1qugqz8nvp1vzn8im50,1,65.2,45.8,2025-05-03T10:31:29.083Z,2025-05-03T10:31:32Z,8f1mw21tbkct0slelpdznf7dg,M. McCoy,,,5696399293,213,1.63,5696399291,212,14.0,5696399287,140,64.4,5696399285,56,Center,5696399289,141,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809163643,10,1,1,0,18,dbl7ir1qugqz8nvp1vzn8im50,1,64.4,66.4,2025-05-03T10:31:31.714Z,2025-05-03T11:30:34Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5696399357,212,15.7,5696399355,141,88.4,5696399353,140,68.9,5696399359,213,1.26,5696399351,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809163657,11,1,1,0,20,dbl7ir1qugqz8nvp1vzn8im50,1,68.9,88.4,2025-05-03T10:31:33.842Z,2025-05-03T10:31:35Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5696399413,141,80.0,5696399411,140,65.9,5696399417,213,4.21,5696399409,56,Left,5696399415,212,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809163671,12,1,1,0,22,dbl7ir1qugqz8nvp1vzn8im50,1,63.4,78.1,2025-05-03T10:31:35.650Z,2025-05-03T10:31:38Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5696399489,213,3.56,5696399485,141,64.0,5696399487,212,23.5,5696399481,56,Back,5696399483,140,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809163685,13,1,1,0,24,dbl7ir1qugqz8nvp1vzn8im50,1,43.0,64.0,2025-05-03T10:31:37.931Z,2025-05-03T10:31:41Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5696399561,56,Back,5696399569,213,4.68,5696399563,140,42.5,5696399567,212,16.7,5696399565,141,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809163703,14,1,1,0,27,dbl7ir1qugqz8nvp1vzn8im50,1,42.6,38.0,2025-05-03T10:31:40.826Z,2025-05-03T10:31:42Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5696399649,212,20.8,5696399651,213,5.36,5696399643,56,Right,5696399645,140,54.6,5696399647,141,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809163717,15,1,1,0,29,dbl7ir1qugqz8nvp1vzn8im50,1,54.6,13.7,2025-05-03T10:31:42.546Z,2025-05-03T10:31:46Z,8f1mw21tbkct0slelpdznf7dg,M. McCoy,,,5696399699,56,Back,5696399705,212,15.0,5696399707,213,2.46,5696399701,140,43.5,5696399703,141,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809163775,16,1,1,0,33,dbl7ir1qugqz8nvp1vzn8im50,1,43.5,27.6,2025-05-03T10:31:46.346Z,2025-05-03T10:31:56Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5696399973,141,89.7,5696399969,56,Left,5696399967,196,,5696399965,155,,5696399977,213,0.94,5696399975,212,52.4,5696399979,1,,5696399971,140,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809163783,17,61,1,0,43,dbl7ir1qugqz8nvp1vzn8im50,0,77.8,91.1,2025-05-03T10:31:56.275Z,2025-05-03T10:31:56Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5696400001,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809163785,18,43,1,0,43,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2025-05-03T10:31:56.779Z,2025-05-03T10:32:02Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5696400021,13,0,5696400025,152,0,5696400027,265,0,5696400029,286,0,5696400023,56,Left,5696400193,144,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809163889,7,5,1,0,47,6wwwud48qahpwrfxs20334qk5,1,28.0,-1.8,2025-05-03T10:32:00.058Z,2025-05-03T11:33:21Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5696400497,56,Back,5696400501,233,19,5696400499,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809163817,19,5,1,0,47,dbl7ir1qugqz8nvp1vzn8im50,0,72.0,101.8,2025-05-03T10:32:00.058Z,2025-05-03T11:33:21Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5696400159,56,Left,5696400161,347,,5696400543,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809163907,8,1,1,1,0,6wwwud48qahpwrfxs20334qk5,1,28.5,0.0,2025-05-03T10:32:13.001Z,2025-05-03T10:32:15Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5696400591,56,Back,5696400599,213,2.01,5696400597,212,30.1,5696400595,141,38.3,5696400601,1,,5696400589,107,,5696400593,140,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809163925,9,1,1,1,2,6wwwud48qahpwrfxs20334qk5,1,19.2,45.8,2025-05-03T10:32:15.457Z,2025-05-03T10:32:20Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5696400695,56,Back,5696400697,140,28.7,5696400699,141,77.8,5696400701,212,23.9,5696400703,213,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809163933,10,1,1,1,7,6wwwud48qahpwrfxs20334qk5,1,33.3,88.6,2025-05-03T10:32:20.769Z,2025-05-03T10:32:23Z,1ai0gvdx68lxclbj6m255w72t,S. Crone,,,5696400755,213,4.03,5696400753,212,13.8,5696400751,141,72.9,5696400749,140,25.0,5696400747,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809163951,11,1,1,1,10,6wwwud48qahpwrfxs20334qk5,1,27.0,67.9,2025-05-03T10:32:23.122Z,2025-05-03T10:32:26Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5696400859,213,4.80,5696400853,140,28.8,5696400855,141,35.4,5696400857,212,22.2,5696400851,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809163957,12,1,1,1,13,6wwwud48qahpwrfxs20334qk5,1,29.3,28.3,2025-05-03T10:32:26.297Z,2025-05-03T10:32:28Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5696400889,212,18.1,5696400883,56,Back,5696400887,141,3.2,5696400891,213,5.05,5696400885,140,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809163971,13,1,1,1,15,6wwwud48qahpwrfxs20334qk5,1,31.6,6.4,2025-05-03T10:32:28.337Z,2025-05-03T10:38:34Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5696400961,213,0.22,5696400953,56,Back,5696400959,212,8.8,5696400957,141,9.2,5696400955,140,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164003,14,1,1,1,17,6wwwud48qahpwrfxs20334qk5,1,36.6,6.5,2025-05-03T10:32:30.281Z,2025-05-03T10:32:34Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5696401093,56,Back,5696401099,212,12.9,5696401095,140,41.9,5696401097,141,23.6,5696401101,213,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164005,15,1,1,1,21,6wwwud48qahpwrfxs20334qk5,0,43.5,23.9,2025-05-03T10:32:34.729Z,2025-05-03T12:34:14Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5696401113,213,5.68,5696401107,140,67.0,5696401105,56,Right,5696401109,141,0.0,5696401111,212,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164013,16,5,1,1,22,6wwwud48qahpwrfxs20334qk5,0,66.4,-1.0,2025-05-03T10:32:35.286Z,2025-05-03T11:33:22Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5696401307,233,20,5696401149,347,,5696401145,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164031,20,5,1,1,22,dbl7ir1qugqz8nvp1vzn8im50,1,33.6,101.0,2025-05-03T10:32:35.286Z,2025-05-03T11:33:21Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5696401271,56,Back,5696401299,233,16,5696401273,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164041,21,1,1,1,27,dbl7ir1qugqz8nvp1vzn8im50,1,38.0,100.0,2025-05-03T10:32:40.475Z,2025-05-03T10:32:42Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5696401339,189,,5696401313,107,,5696401321,212,18.1,5696401323,213,3.75,5696401319,141,86.5,5696401315,56,Back,5696401317,140,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164055,22,1,1,1,29,dbl7ir1qugqz8nvp1vzn8im50,1,23.9,86.5,2025-05-03T10:32:42.786Z,2025-05-03T10:32:44Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5696401369,56,Back,5696401373,141,59.0,5696401371,140,13.9,5696401377,213,4.20,5696401375,212,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164093,23,1,1,1,31,dbl7ir1qugqz8nvp1vzn8im50,1,13.9,59.0,2025-05-03T10:32:44.402Z,2025-05-03T10:32:52Z,2g019dl7zougqjo7usig0rf11,M. Hansen,,,5696401577,213,5.18,5696401575,212,18.2,5696401571,140,21.8,5696401573,141,35.1,5696401569,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164101,24,1,1,1,39,dbl7ir1qugqz8nvp1vzn8im50,1,37.7,20.0,2025-05-03T10:32:52.681Z,2025-05-03T10:32:54Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5696401615,140,20.7,5696401617,141,42.4,5696401619,212,23.5,5696401613,56,Back,5696401621,213,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164127,25,1,1,1,41,dbl7ir1qugqz8nvp1vzn8im50,1,20.7,42.4,2025-05-03T10:32:54.649Z,2025-05-03T10:33:00Z,2g019dl7zougqjo7usig0rf11,M. Hansen,,,5696401731,213,0.97,5696401729,212,21.4,5696401723,56,Back,5696401727,141,68.4,5696401725,140,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164149,26,1,1,1,47,dbl7ir1qugqz8nvp1vzn8im50,1,44.8,73.0,2025-05-03T10:33:00.554Z,2025-05-03T10:33:05Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5696401803,56,Left,5696401805,140,55.9,5696401807,141,95.0,5696401809,212,19.0,5696401811,213,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164163,27,1,1,1,52,dbl7ir1qugqz8nvp1vzn8im50,1,47.2,79.7,2025-05-03T10:33:05.593Z,2025-05-03T10:33:08Z,bxamae8lo647u6k3kruigir8q,A. Sørensen,,,5696401877,141,64.6,5696401875,140,21.6,5696401879,212,28.8,5696401881,213,3.51,5696401873,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164199,28,1,1,1,55,dbl7ir1qugqz8nvp1vzn8im50,1,21.6,61.7,2025-05-03T10:33:08.154Z,2025-05-03T10:33:14Z,2g019dl7zougqjo7usig0rf11,M. Hansen,,,5696402043,213,5.03,5696402037,140,26.8,5696402035,56,Back,5696402041,212,17.6,5696402039,141,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164249,29,1,1,2,1,dbl7ir1qugqz8nvp1vzn8im50,1,35.1,30.9,2025-05-03T10:33:14.506Z,2025-05-03T10:33:21Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5696402293,141,67.0,5696402287,56,Back,5696402295,212,24.7,5696402297,213,1.67,5696402291,140,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164259,30,1,1,2,8,dbl7ir1qugqz8nvp1vzn8im50,1,61.7,70.2,2025-05-03T10:33:21.018Z,2025-05-03T10:33:23Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5696402349,56,Center,5696402351,140,66.2,5696402357,213,5.47,5696402355,212,6.9,5696402353,141,62.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164271,31,1,1,2,10,dbl7ir1qugqz8nvp1vzn8im50,1,65.9,68.8,2025-05-03T10:33:23.737Z,2025-05-03T10:33:26Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5696402421,213,5.51,5696402413,56,Center,5696402419,212,7.4,5696402417,141,61.2,5696402415,140,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164273,32,61,1,2,12,dbl7ir1qugqz8nvp1vzn8im50,0,70.8,60.9,2025-05-03T10:33:25.881Z,2025-05-03T10:33:26Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5696402425,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164293,18,1,1,2,13,6wwwud48qahpwrfxs20334qk5,1,27.1,48.8,2025-05-03T10:33:26.922Z,2025-05-03T10:33:30Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5696402503,141,43.4,5696402499,56,Back,5696402505,212,11.7,5696402507,213,5.96,5696402501,140,37.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164303,19,1,1,2,17,6wwwud48qahpwrfxs20334qk5,0,38.7,42.2,2025-05-03T10:33:30.593Z,2025-05-03T12:35:09Z,6lb4k3g75nzgi8bp1y1mzxkru,P. Egelund,,,5696402539,140,28.8,5696402541,141,53.4,5696402537,56,Back,5696402545,213,2.51,5696402543,212,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164311,33,8,1,2,18,dbl7ir1qugqz8nvp1vzn8im50,1,65.9,55.7,2025-05-03T10:33:31.521Z,2025-05-03T11:29:58Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5696402577,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164335,34,1,1,2,21,dbl7ir1qugqz8nvp1vzn8im50,1,73.1,27.0,2025-05-03T10:33:34.745Z,2025-05-03T10:33:37Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5696402699,140,89.6,5696402703,212,19.0,5696402705,213,5.86,5696402697,56,Right,5696402701,141,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164341,35,1,1,2,24,dbl7ir1qugqz8nvp1vzn8im50,1,89.6,15.6,2025-05-03T10:33:37.074Z,2025-05-03T11:28:33Z,8f1mw21tbkct0slelpdznf7dg,M. McCoy,1.0,,5696402753,212,24.9,5696542403,210,13,5696402743,2,,5696542405,154,,5696402755,213,1.60,5696402747,56,Center,5696402745,155,,5696402751,141,52.2,5696402749,140,88.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164351,36,44,1,2,25,dbl7ir1qugqz8nvp1vzn8im50,1,91.8,53.4,2025-05-03T10:33:38.793Z,2025-05-03T10:42:11Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5696402791,56,Center,5696402821,233,20,5696402795,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164347,20,44,1,2,25,6wwwud48qahpwrfxs20334qk5,0,8.2,46.6,2025-05-03T10:33:38.794Z,2025-05-03T10:33:43Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5696402779,285,,5696402827,233,36,5696402777,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164355,37,13,1,2,26,dbl7ir1qugqz8nvp1vzn8im50,1,93.5,50.0,2025-05-03T10:33:39.511Z,2025-05-03T12:49:46Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5696542459,29,,5696542473,147,70.8,5696542461,154,,5696542457,73,,5696542467,102,97.5,5696542469,103,8.3,5696541939,328,,5696541861,17,,5696541859,22,,5696542479,231,50.7,5696541941,153,5696541935,15,5696542477,230,99.1,5696402805,56,Center,5696542463,55,35,5696542471,146,94.7,,,,,,,,
2809164391,21,1,1,2,30,6wwwud48qahpwrfxs20334qk5,1,7.3,4.0,2025-05-03T10:33:43.888Z,2025-05-03T12:34:58Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5696403017,141,2.6,5696403015,140,33.8,5696403019,212,27.8,5696889161,157,,5696889163,1,,5696403021,213,6.25,5696403013,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164393,22,3,1,2,37,6wwwud48qahpwrfxs20334qk5,0,31.6,3.6,2025-05-03T10:33:49.993Z,2025-05-03T12:35:03Z,6lb4k3g75nzgi8bp1y1mzxkru,P. Egelund,,,5696403025,56,Back,5696403027,285,,5696403211,233,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164417,38,7,1,2,37,dbl7ir1qugqz8nvp1vzn8im50,0,68.4,96.4,2025-05-03T10:33:49.994Z,2025-05-03T11:28:43Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5696403135,56,Left,5696403137,286,,5696403139,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164423,23,5,1,2,38,6wwwud48qahpwrfxs20334qk5,1,30.0,-2.0,2025-05-03T10:33:51.537Z,2025-05-03T11:33:22Z,6lb4k3g75nzgi8bp1y1mzxkru,P. Egelund,,,5696403161,347,,5696403159,56,Back,5696403293,233,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164455,39,5,1,2,38,dbl7ir1qugqz8nvp1vzn8im50,0,70.0,102.0,2025-05-03T10:33:51.537Z,2025-05-03T11:33:23Z,wha77a8wm7jyn32743y0w79x,T. Trybull,,,5696403323,233,23,5696403275,56,Left,5696403277,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
