id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/8/value,qualifier/12/value,qualifier/13/value,qualifier/15/value
2795579803,1,34,16,0,0,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2025-04-04T16:25:42.833Z,2025-04-04T17:05:13Z,,,,5621577673,59,"1, 7, 2, 73, 8, 9, 17, 20, 6, 22, 10, 5, 18, 19, 23, 27, 30, 31, 47, 49",5621577669,30,"64vlnkuqfh7rnymg8qku8amwa, 139g7ilwvcpl519v3scnweg2d, bvw5oc4c040ey5dt5wn0choiy, oywgthoxa153nf48la1j8v10, a7eramyy1bd8msxmg84ctc8ut, 9l89n30nejpn2u22ygvchwnze, 11cna826ls27ahux2w0ckapqt, bh06w40pwo6dy3cjrw3r2i0ru, egwhlgopjtjkop7ozy7ltk1cl, 5hr1cb6e6xb3eyjnau7w4825l, 9nafz0c0x2qvmo5ldm0djmcq1, abrdu87vmuqj50ebgalr3c7op, ag1psg17osvgbq5fz9xo7kmj8, 8rn42gm9xm3yunk883yan9vdg, 4csz412vb3lquessbnf999ct0, 6t6k24gn6zwxz1g6c3n4ph0q, 1655gyu9bjnslw7vfloe40h2i, 9vbxe5gvruap8h546efz3nx1w, 9gr9rdahnavv0irjauh5xim8k, ju24rgwcctj5yizl54o91gfe",5621577681,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5621577679,194,139g7ilwvcpl519v3scnweg2d,5621577675,130,11,5621577677,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5621577671,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5621654765,197,23642,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795581293,1,34,16,0,0,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2025-04-04T16:29:47.590Z,2025-04-04T16:54:51Z,,,,5621648337,197,9535,5621586451,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5621586447,59,"1, 3, 21, 4, 16, 23, 7, 6, 26, 11, 5, 29, 8, 10, 20, 28, 14, 17, 32, 31",5621586453,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5621586443,30,"dqqswfn9s1tdxjoslts8ks6xg, 4m7gr5z6b40dj02yrmlwgeluc, 4ti8pdx03j8dh4mdb626ltmvo, 2pm5oqzyonn0dysa5nszgq3xm, 67p0s4o54xcmiustgy8k5gljo, 7al9w77ailhli8g487tkl32tw, 619s1phj5bkgkug3aszc1y9cl, 11ngumxajbizagbzpm5kompxx, 3mcj3wypzq3lno1ehc0vif1sl, abhfq12njxxutqjtb9zvcusyc, 1icurh5jrnw1e6jdgqxjnhdnu, bwxxfcjd31gykfbpomwr1od90, 444n8m1tirk6lp739iigw42c5, 74m58jsznzu8l89b8h7rkh1bd, d2ukggo2v5jsw4pctznmaijo4, 3mgrufy83uhzs9liw8pwxi784, egxik3guom123v43rthy89c7o, 6orujbbswf771s9rv0dcd8kd0, 6k9ri9m1ha4sfqrfccl7ieyvo, k43cten7yb6p59yo0firhb84",5621635747,194,619s1phj5bkgkug3aszc1y9cl,5621586449,130,17,5621586445,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595003,2,32,1,0,0,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2025-04-04T17:01:24.062Z,2025-04-04T17:01:26Z,,,,5621659327,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795594991,2,32,1,0,0,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2025-04-04T17:01:24.062Z,2025-04-04T17:01:24Z,,,,5621659283,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595033,3,1,1,0,0,7gkglopz9cjsysn2u6sbhuvc5,1,50.0,50.0,2025-04-04T17:01:24.063Z,2025-04-04T17:01:27Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,5621659465,212,27.0,5621659469,279,S,5621659463,141,33.3,5621659459,56,Back,5621659461,140,26.7,5621659467,213,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595059,4,1,1,0,3,7gkglopz9cjsysn2u6sbhuvc5,0,26.9,33.0,2025-04-04T17:01:27.502Z,2025-04-04T17:04:48Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,5621659617,157,,5621659625,141,100.0,5621659629,213,0.63,5621659623,140,86.5,5621659631,1,,5621659627,212,77.7,5621659621,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595075,3,5,1,0,7,8cfkisxf1fkxdqtt6tx1tup48,1,14.7,-1.0,2025-04-04T17:01:31.556Z,2025-04-04T18:03:24Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,5621659723,56,Back,5621659725,347,,5621659735,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595061,5,5,1,0,7,7gkglopz9cjsysn2u6sbhuvc5,0,85.3,101.0,2025-04-04T17:01:31.556Z,2025-04-04T18:03:25Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,5621659751,233,3,5621659635,347,,5621659633,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595119,4,1,1,0,10,8cfkisxf1fkxdqtt6tx1tup48,1,20.3,0.0,2025-04-04T17:01:34.315Z,2025-04-04T17:01:39Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,5621659949,212,13.5,5621659945,140,11.8,5621659951,213,2.29,5621659947,141,12.9,5621659943,56,Back,5621659941,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595145,5,1,1,0,14,8cfkisxf1fkxdqtt6tx1tup48,0,12.1,12.9,2025-04-04T17:01:38.875Z,2025-04-04T17:01:41Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,5621660073,141,25.9,5621660075,212,51.0,5621660079,1,,5621660063,155,,5621660071,140,59.9,5621660077,213,0.17,5621660067,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595175,6,1,1,0,18,7gkglopz9cjsysn2u6sbhuvc5,1,35.4,68.7,2025-04-04T17:01:42.678Z,2025-04-04T17:04:56Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,5621660271,3,,5621660277,140,44.5,5621660283,213,0.99,5621660279,141,90.3,5621660275,56,Back,5621660281,212,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595191,7,1,1,0,21,7gkglopz9cjsysn2u6sbhuvc5,0,44.8,90.5,2025-04-04T17:01:45.237Z,2025-04-04T17:01:49Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,5621660421,157,,5621660433,1,,5621660427,141,94.4,5621660431,213,0.11,5621660423,56,Left,5621660425,140,68.7,5621660429,212,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595181,6,44,1,0,22,8cfkisxf1fkxdqtt6tx1tup48,1,29.9,9.0,2025-04-04T17:01:46.115Z,2025-04-04T19:18:01Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,5621660357,285,,5621660463,233,8,5621660355,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595193,8,44,1,0,22,7gkglopz9cjsysn2u6sbhuvc5,0,70.1,91.0,2025-04-04T17:01:46.116Z,2025-04-04T19:18:01Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,5621660439,286,,5621660469,233,6,5621660437,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595187,7,1,1,0,22,8cfkisxf1fkxdqtt6tx1tup48,0,27.6,14.9,2025-04-04T17:01:46.450Z,2025-04-04T17:01:47Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,5621660391,56,Back,5621660393,140,29.9,5621660397,212,3.9,5621660399,213,5.38,5621660395,141,10.4,5621660389,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595199,9,61,1,0,25,7gkglopz9cjsysn2u6sbhuvc5,1,68.7,94.4,2025-04-04T17:01:49.370Z,2025-04-04T17:01:50Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,5621660467,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595221,8,5,1,0,25,8cfkisxf1fkxdqtt6tx1tup48,1,33.9,-1.8,2025-04-04T17:01:49.515Z,2025-04-04T18:03:25Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,5621660547,56,Back,5621660553,233,10,5621660549,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595201,10,5,1,0,25,7gkglopz9cjsysn2u6sbhuvc5,0,66.1,101.8,2025-04-04T17:01:49.515Z,2025-04-04T18:03:25Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,5621660473,56,Left,5621660595,233,8,5621660475,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595255,9,1,1,0,28,8cfkisxf1fkxdqtt6tx1tup48,1,36.4,0.0,2025-04-04T17:01:52.723Z,2025-04-04T17:01:56Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,5621660767,141,7.9,5621660761,107,,5621660771,213,2.80,5621660763,56,Back,5621660765,140,20.5,5621660769,212,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595315,10,1,1,0,31,8cfkisxf1fkxdqtt6tx1tup48,1,19.3,10.6,2025-04-04T17:01:55.956Z,2025-04-04T17:02:00Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,5621661053,213,1.61,5621661043,56,Back,5621661049,141,59.7,5621661055,1,,5621661047,140,18.1,5621661051,212,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595331,11,1,1,0,36,8cfkisxf1fkxdqtt6tx1tup48,1,18.1,59.7,2025-04-04T17:02:00.611Z,2025-04-04T17:02:09Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,5621661157,56,Back,5621661161,141,76.1,5621661165,213,0.91,5621661159,140,26.4,5621661163,212,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595345,12,1,1,0,38,8cfkisxf1fkxdqtt6tx1tup48,0,26.4,76.1,2025-04-04T17:02:02.603Z,2025-04-04T17:02:03Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,5621661233,213,5.85,5621661221,56,Back,5621661231,212,19.1,5621661227,141,64.2,5621661223,140,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795599829,46,8,1,0,40,7gkglopz9cjsysn2u6sbhuvc5,1,56.2,30.6,2025-04-04T17:02:04.919Z,2025-04-04T17:08:19Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,5621684553,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595465,12,1,1,0,47,7gkglopz9cjsysn2u6sbhuvc5,1,63.7,4.9,2025-04-04T17:02:11.383Z,2025-04-04T17:02:13Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,5621661833,213,6.27,5621661831,212,11.8,5621661827,140,74.9,5621661829,141,4.7,5621661825,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595523,13,1,1,0,48,7gkglopz9cjsysn2u6sbhuvc5,1,74.9,4.7,2025-04-04T17:02:12.877Z,2025-04-04T17:02:16Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,5621662067,140,64.2,5621662071,212,11.3,5621662065,56,Right,5621662069,141,3.5,5621662073,213,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595535,14,61,1,0,52,7gkglopz9cjsysn2u6sbhuvc5,0,64.7,2.6,2025-04-04T17:02:16.174Z,2025-04-04T17:12:22Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,5621662113,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595555,13,61,1,0,53,8cfkisxf1fkxdqtt6tx1tup48,0,22.7,98.4,2025-04-04T17:02:17.875Z,2025-04-04T19:11:14Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,5621662227,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595561,14,5,1,0,54,8cfkisxf1fkxdqtt6tx1tup48,0,27.8,101.5,2025-04-04T17:02:18.133Z,2025-04-04T18:03:26Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,5621662701,233,15,5621662281,56,Back,5621662283,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595643,15,5,1,0,54,7gkglopz9cjsysn2u6sbhuvc5,1,72.2,-1.5,2025-04-04T17:02:18.133Z,2025-04-04T18:03:26Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,5621662667,347,,5621662697,233,14,5621662665,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595911,16,1,1,1,18,7gkglopz9cjsysn2u6sbhuvc5,1,81.3,0.0,2025-04-04T17:02:43.021Z,2025-04-04T17:17:06Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,5621664039,140,92.2,5621664035,107,,5621664045,213,1.15,5621664043,212,28.1,5621664047,1,,5621664041,141,35.8,5621664037,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595927,17,1,1,1,23,7gkglopz9cjsysn2u6sbhuvc5,0,92.1,34.6,2025-04-04T17:02:47.189Z,2025-04-04T17:02:48Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,5621664137,56,Center,5621664141,141,55.7,5621664143,212,17.5,5621664145,213,0.96,5621664135,155,,5621664139,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595983,15,5,1,1,23,8cfkisxf1fkxdqtt6tx1tup48,1,-1.4,43.5,2025-04-04T17:02:48.018Z,2025-04-04T18:03:26Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,5621664389,56,Back,5621664455,233,18,5621664393,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795595963,18,5,1,1,23,7gkglopz9cjsysn2u6sbhuvc5,0,101.4,56.5,2025-04-04T17:02:48.018Z,2025-04-04T18:03:27Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,5621664307,346,,5621664305,56,Center,5621664515,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795596405,16,1,1,1,50,8cfkisxf1fkxdqtt6tx1tup48,0,5.2,41.3,2025-04-04T17:03:14.171Z,2025-04-04T17:03:18Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,5621666469,1,,5621666465,212,55.4,5621666459,56,Center,5621666463,141,33.9,5621666471,74,,5621666457,124,,5621666467,213,6.19,5621666461,140,57.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795596451,19,1,1,1,55,7gkglopz9cjsysn2u6sbhuvc5,1,37.1,67.3,2025-04-04T17:03:19.724Z,2025-04-04T17:17:25Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,5621666699,56,Back,5621666707,213,6.03,5621666701,140,46.7,5621666703,141,63.4,5621666705,212,10.4,5621666697,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795596495,21,1,1,1,59,7gkglopz9cjsysn2u6sbhuvc5,0,56.0,67.5,2025-04-04T17:03:23.380Z,2025-04-04T17:03:27Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,5621666939,140,64.6,5621666937,56,Center,5621666941,141,74.7,5621666943,212,10.3,5621666947,213,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795596603,18,1,1,2,0,8cfkisxf1fkxdqtt6tx1tup48,1,26.8,33.6,2025-04-04T17:03:24.826Z,2025-04-04T17:03:33Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,5621667617,141,67.9,5621667613,56,Back,5621667619,212,24.0,5621667621,213,1.33,5621667615,140,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795596635,19,1,1,2,9,8cfkisxf1fkxdqtt6tx1tup48,1,63.9,86.2,2025-04-04T17:03:33.609Z,2025-04-04T17:03:36Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,5621667791,56,Center,5621667793,140,59.5,5621667797,212,8.6,5621667799,213,4.14,5621667795,141,75.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795596669,20,1,1,2,12,8cfkisxf1fkxdqtt6tx1tup48,1,58.7,75.4,2025-04-04T17:03:36.818Z,2025-04-04T17:03:40Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,5621667979,56,Back,5621667987,213,3.40,5621667983,141,68.7,5621667981,140,42.4,5621667985,212,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795596725,21,1,1,2,16,8cfkisxf1fkxdqtt6tx1tup48,1,54.2,56.0,2025-04-04T17:03:40.282Z,2025-04-04T17:03:44Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,5621668301,212,20.5,5621668295,56,Center,5621668299,141,25.8,5621668303,213,4.72,5621668297,140,54.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795596755,22,1,1,2,20,8cfkisxf1fkxdqtt6tx1tup48,1,65.0,24.6,2025-04-04T17:03:44.682Z,2025-04-04T17:03:46Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,5621668473,140,75.2,5621668477,212,11.2,5621668471,56,Center,5621668475,141,29.5,5621668479,213,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795596853,23,1,1,2,22,8cfkisxf1fkxdqtt6tx1tup48,1,75.2,29.5,2025-04-04T17:03:46.154Z,2025-04-04T19:08:16Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,1.0,5622376961,210,15,5621669059,141,28.9,5621669055,56,Center,5621669063,213,6.26,5621669057,140,91.4,5622376965,154,,5621669061,212,17.0,5621670729,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795596859,24,15,1,2,30,8cfkisxf1fkxdqtt6tx1tup48,1,94.9,32.2,2025-04-04T17:03:54.490Z,2025-04-04T19:20:06Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,5622375817,62,,5622377085,103,3.8,5622377079,55,23,5622375815,72,,5622377087,328,,5621669371,56,Center,5622377083,102,48.0,5622407577,233,23,5622377073,80,5622377089,146,96.0,5622377077,154,5622377093,147,34.3,5622375195,22,5622377075,29,,,,,,,,,,,,,
2795596875,23,10,1,2,30,7gkglopz9cjsysn2u6sbhuvc5,1,3.9,63.7,2025-04-04T17:03:54.590Z,2025-04-04T19:12:11Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,5622407525,389,,5622406609,56,Back,5622407521,173,,5622407527,182,,5622407597,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795597167,24,27,1,2,50,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2025-04-04T17:04:14.228Z,2025-04-04T18:03:46Z,,,,5621907691,233,25,5621670761,41,Injury,5621670763,53,64vlnkuqfh7rnymg8qku8amwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795597301,25,27,1,2,50,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2025-04-04T17:04:14.228Z,2025-04-04T18:03:46Z,,,,5621907667,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795597303,25,28,1,3,1,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2025-04-04T17:04:26.043Z,2025-04-04T17:04:27Z,,,,5621671197,233,26,5621671113,55,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795597311,26,28,1,3,1,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2025-04-04T17:04:26.043Z,2025-04-04T17:04:27Z,,,,5621671145,55,25,5621671167,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795597507,27,1,1,3,17,7gkglopz9cjsysn2u6sbhuvc5,0,23.3,63.1,2025-04-04T17:04:42.043Z,2025-04-04T17:04:45Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,5621672255,140,80.4,5621672263,1,,5621672259,212,65.5,5621672253,56,Left,5621672261,213,0.42,5621672257,141,100.0,5621672251,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795597533,28,5,1,3,20,8cfkisxf1fkxdqtt6tx1tup48,1,22.4,-1.5,2025-04-04T17:04:45.017Z,2025-04-04T18:03:27Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,5621672413,56,Back,5621672447,233,28,5621672415,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795597511,28,5,1,3,20,7gkglopz9cjsysn2u6sbhuvc5,0,77.6,101.5,2025-04-04T17:04:45.017Z,2025-04-04T18:03:27Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,5621672477,233,28,5621672269,56,Left,5621672271,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795597557,29,1,1,3,23,8cfkisxf1fkxdqtt6tx1tup48,1,25.3,0.0,2025-04-04T17:04:47.897Z,2025-04-04T17:04:50Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,5621672583,141,15.6,5621672577,107,,5621672585,212,15.6,5621672581,140,15.3,5621672579,56,Back,5621672587,213,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795597589,30,1,1,3,26,8cfkisxf1fkxdqtt6tx1tup48,1,12.2,16.4,2025-04-04T17:04:50.721Z,2025-04-04T17:04:54Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,5621672829,212,14.9,5621672825,140,6.2,5621672823,56,Back,5621672831,213,2.01,5621672827,141,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795597655,31,1,1,3,29,8cfkisxf1fkxdqtt6tx1tup48,0,6.2,36.3,2025-04-04T17:04:53.905Z,2025-04-04T17:04:58Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,5621673141,213,0.05,5621673137,141,39.2,5621673131,56,Back,5621673127,157,,5621673143,1,,5621673139,212,37.9,5621673135,140,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795597673,29,1,1,3,34,7gkglopz9cjsysn2u6sbhuvc5,0,56.9,62.7,2025-04-04T17:04:58.523Z,2025-04-04T17:04:59Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,5621673227,56,Left,5621673231,141,83.9,5621673233,212,19.2,5621673235,213,0.85,5621673225,3,,5621673229,140,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795597781,32,1,1,3,35,8cfkisxf1fkxdqtt6tx1tup48,1,31.0,24.9,2025-04-04T17:04:59.244Z,2025-04-04T17:05:07Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,5621673853,213,1.37,5621673843,157,,5621673849,141,77.8,5621673845,56,Back,5621673855,1,,5621673851,212,36.7,5621673847,140,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795597817,33,1,1,3,42,8cfkisxf1fkxdqtt6tx1tup48,1,36.0,88.6,2025-04-04T17:05:06.913Z,2025-04-04T17:05:09Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,5621674017,140,14.6,5621674023,213,3.38,5621674019,141,80.6,5621674015,56,Back,5621674021,212,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795597881,34,1,1,3,44,8cfkisxf1fkxdqtt6tx1tup48,1,14.6,80.6,2025-04-04T17:05:09.009Z,2025-04-04T17:05:13Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,5621674365,212,19.4,5621674361,140,4.3,5621674363,141,56.9,5621674367,213,4.12,5621674359,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795597947,35,1,1,3,49,8cfkisxf1fkxdqtt6tx1tup48,0,4.8,53.9,2025-04-04T17:05:13.306Z,2025-04-04T17:05:17Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,5621674661,141,52.4,5621674657,56,Back,5621674655,157,,5621674663,212,44.5,5621674659,140,47.2,5621674665,213,6.26,5621674669,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795597941,30,8,1,3,53,7gkglopz9cjsysn2u6sbhuvc5,1,56.8,51.9,2025-04-04T17:05:17.498Z,2025-04-04T19:18:56Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,5621674699,15,,5621674633,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795598033,36,1,1,3,56,8cfkisxf1fkxdqtt6tx1tup48,1,31.5,16.4,2025-04-04T17:05:20.618Z,2025-04-04T17:05:24Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,5621675161,212,34.6,5621675157,140,63.9,5621675159,141,6.8,5621675155,56,Right,5621675163,213,6.09,5621675165,1,,5621675153,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795598053,37,1,1,3,59,8cfkisxf1fkxdqtt6tx1tup48,0,63.8,6.8,2025-04-04T17:05:23.953Z,2025-04-04T17:05:25Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,5621675249,212,31.9,5621675245,140,91.8,5621675241,155,,5621675251,213,0.40,5621675243,56,Center,5621675247,141,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
