id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/14/value,qualifier/11/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2787798779,1,34,16,0,0,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2025-03-14T16:59:39.500Z,2025-03-14T17:58:56Z,,,,,5578859163,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5578859167,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5578859159,59,"1, 3, 5, 4, 7, 21, 6, 12, 9, 8, 17, 10, 11, 14, 22, 23, 25, 26, 27, 34",5578859165,194,5z7y55t2o577r8ki3i5855as,5578964853,197,16344,5578859155,30,"8mswl5vzza12hylodrrsq3zvu, 81gka3mi69fh8gyehyy8xo9as, elsygne5tjybbxrqgehtovnro, 5i6n6yne6fh410vk7p7kkokmi, 5z7y55t2o577r8ki3i5855as, khqldwfq14b7giakss24l9t5, 2tcdx5rp7vujnlid4oqqxdogk, 5dlh0fa9yo6z283w9p58xmnoq, 1fjkjzsei9slx2t4zhsqdkve1, 1n4eldqa7h9jvcx1693zqu06i, uiyol728wan4mxco2foplknp, bop31qof3lon7u6rvmb68ktzp, akiwokthm1z7rbifshqhs24t1, 3rok7i8nrt4yzx2melj4qiuqc, e0u730to91qqtvvx16uhajz10, 3avg1grraylzm6xjt5kt18is4, 559w0q3q2smb3aeotyi724s9g, h7epk76hlpd9fi38jzyu7ac4, 85a9bmnu6fqvhlff28qm0e0a1, 7l7f98nn8gohmdacsdb2labkk",5578859157,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5578859161,130,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787800065,1,34,16,0,0,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2025-03-14T17:03:21.721Z,2025-03-15T21:52:45Z,,,,,5578865997,59,"1, 2, 3, 8, 28, 20, 18, 6, 11, 29, 10, 7, 16, 17, 21, 24, 30, 31, 32",5578866005,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5578865995,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",5578866003,194,ezbixgm2km8iapnsl57bn4wkp,5578865993,30,"9y3vs6l0mjj38z0kw062jlh3p, 6g671k5lvgoo2bgub2516q1w4, eyvv6b94feknnp1uew6n0ytat, ezbixgm2km8iapnsl57bn4wkp, 8xe0fufxfgf5cuwgysz3r2j85, 6dki65mdd3letfjjj51i0w3c9, 86mx27krl6c613x6e3t9g3cic, e8vt8711wb40afht2v13omket, 8i0o1b8rjsab9se3v6vteqmfo, 8viazilbghyogmhd7w3lg2six, kqj7nh6pqmqbt0abyyu0fcpg, 6otr0cifkk9jbmxc2ew2spka, dja68kdmhtsm9x5zqzgtpqas4, egnjbmbxkceiygmp2jty4b47o, ab3nxxoj7bxlnhot9htoex1xw, 2k5289tevc2gxo04i83io5a3u, e3n8xatusmgu7ttqpfdjanp3p, 7k2c7wgoywy7boesjer5578q1, 52xeb867n93p1wftf42wxu1w4",5578963901,197,19798,5578866001,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",5578865999,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787818853,2,32,1,0,0,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2025-03-14T17:59:44.408Z,2025-03-14T17:59:46Z,,,,,5578968127,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787818847,2,32,1,0,0,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2025-03-14T17:59:44.408Z,2025-03-14T17:59:44Z,,,,,5578968105,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787818863,3,1,1,0,0,ajtb177oqwawkdwbqhldmq6mx,1,50.1,49.9,2025-03-14T17:59:44.409Z,2025-03-14T17:59:47Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5578968171,140,29.0,5578968179,279,S,5578968169,56,Back,5578968177,213,2.76,5578968175,212,23.9,5578968173,141,63.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787818895,4,1,1,0,2,ajtb177oqwawkdwbqhldmq6mx,0,29.0,63.1,2025-03-14T17:59:47.372Z,2025-03-14T17:59:49Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5578968329,213,5.71,5578968321,56,Right,5578968331,1,,5578968319,157,,5578968323,140,79.7,5578968327,212,63.2,5578968325,141,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787818897,3,12,1,0,6,aqtkb4mgrz8c6iqfufj6qjbv9,1,19.7,73.9,2025-03-14T17:59:50.744Z,2025-03-14T17:59:53Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5578968339,212,11.2,5578968341,213,5.76,5578968333,56,Back,5578968355,15,,5578968337,141,65.7,5578968335,140,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787818909,4,61,1,0,9,aqtkb4mgrz8c6iqfufj6qjbv9,1,27.5,63.9,2025-03-14T17:59:53.476Z,2025-03-14T17:59:54Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5578968385,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787818915,5,1,1,0,10,ajtb177oqwawkdwbqhldmq6mx,1,68.2,29.5,2025-03-14T17:59:54.891Z,2025-03-14T20:22:37Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5578968441,140,61.8,5578968439,56,Center,5578968445,212,8.0,5578968447,213,2.57,5578968443,141,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787818923,6,1,1,0,11,ajtb177oqwawkdwbqhldmq6mx,1,56.0,38.9,2025-03-14T17:59:56.211Z,2025-03-14T18:10:15Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5578968461,141,18.4,5578968457,56,Right,5578968469,213,4.41,5578968459,140,51.9,5578968467,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787824355,78,1,1,0,12,ajtb177oqwawkdwbqhldmq6mx,1,54.8,22.3,2025-03-14T17:59:57.203Z,2025-03-14T18:10:23Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5578999585,56,Back,5578999593,213,2.92,5578999587,140,38.9,5578999589,141,27.8,5578999591,212,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787818931,7,1,1,0,13,ajtb177oqwawkdwbqhldmq6mx,1,35.1,25.3,2025-03-14T17:59:57.539Z,2025-03-14T20:22:39Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5578968523,140,40.8,5578968525,141,39.4,5578968527,212,11.3,5578968529,213,1.01,5578968521,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787818937,8,61,1,0,14,ajtb177oqwawkdwbqhldmq6mx,0,40.8,39.4,2025-03-14T17:59:58.884Z,2025-03-14T17:59:59Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5578968557,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787818963,6,1,1,0,16,aqtkb4mgrz8c6iqfufj6qjbv9,1,60.8,67.0,2025-03-14T18:00:00.671Z,2025-03-14T18:11:05Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5578968675,141,82.7,5578968677,212,10.7,5578968673,140,61.7,5578968671,56,Left,5578968679,213,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787818973,7,1,1,0,18,aqtkb4mgrz8c6iqfufj6qjbv9,0,62.8,78.1,2025-03-14T18:00:02.879Z,2025-03-14T18:14:45Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5578968733,56,Left,5578968735,140,73.3,5578968737,141,79.3,5578968739,212,11.1,5579014547,155,,5578968741,213,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787818977,8,43,1,0,21,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2025-03-14T18:00:05.974Z,2025-03-14T18:14:38Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5578968759,212,27.6,5578968751,155,0,5578968753,56,Center,5578968761,213,5.63,5579014249,144,1,5578968757,141,54.6,5578968755,140,94.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819049,11,1,1,0,35,ajtb177oqwawkdwbqhldmq6mx,1,4.6,54.8,2025-03-14T18:00:20.173Z,2025-03-14T18:00:22Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,,5578969171,212,14.8,5578969169,141,47.0,5578969167,140,17.8,5578969165,56,Back,5578969173,213,5.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819061,12,1,1,0,38,ajtb177oqwawkdwbqhldmq6mx,1,17.8,47.0,2025-03-14T18:00:22.588Z,2025-03-14T18:00:24Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5578969231,212,16.3,5578969229,141,56.9,5578969225,56,Back,5578969227,140,3.7,5578969233,213,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819089,13,1,1,0,39,ajtb177oqwawkdwbqhldmq6mx,1,3.7,56.9,2025-03-14T18:00:24.316Z,2025-03-14T18:00:33Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,,5578969443,213,1.48,5578969437,140,5.6,5578969435,56,Back,5578969439,141,89.6,5578969441,212,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819093,14,1,1,0,43,ajtb177oqwawkdwbqhldmq6mx,0,6.2,95.7,2025-03-14T18:00:28.276Z,2025-03-14T20:22:41Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5578969469,213,0.25,5578969461,56,Back,5578969471,1,,5578969463,140,19.8,5578969459,157,,5578969467,212,14.7,5578969465,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819125,9,5,1,0,46,aqtkb4mgrz8c6iqfufj6qjbv9,1,73.4,-1.2,2025-03-14T18:00:31.318Z,2025-03-14T20:02:41Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5578969603,56,Right,5578969607,233,15,5578969605,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819097,15,5,1,0,46,ajtb177oqwawkdwbqhldmq6mx,0,26.6,101.2,2025-03-14T18:00:31.318Z,2025-03-14T20:02:42Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5578969483,347,,5578969481,56,Back,5578969637,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819143,10,1,1,0,52,aqtkb4mgrz8c6iqfufj6qjbv9,0,73.8,0.0,2025-03-14T18:00:37.199Z,2025-03-14T18:16:47Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5578969731,140,82.4,5578969741,212,15.4,5578969727,56,Right,5578969735,141,16.8,5578969723,107,,5578969743,213,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819133,16,8,1,0,54,ajtb177oqwawkdwbqhldmq6mx,1,20.5,76.4,2025-03-14T18:00:38.788Z,2025-03-14T18:16:45Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5579020301,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819155,11,1,1,0,55,aqtkb4mgrz8c6iqfufj6qjbv9,1,80.9,17.4,2025-03-14T18:00:40.103Z,2025-03-14T18:00:41Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5578969793,212,10.9,5578969787,56,Right,5578969795,213,5.87,5578969789,140,90.4,5578969791,141,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819157,12,1,1,0,56,aqtkb4mgrz8c6iqfufj6qjbv9,0,91.7,6.7,2025-03-14T18:00:40.959Z,2025-03-14T18:00:41Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5578969811,141,38.3,5578969807,56,Center,5578969805,155,,5578969803,2,,5578969809,140,90.7,5578969815,213,1.62,5578969813,212,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819179,17,12,1,0,58,ajtb177oqwawkdwbqhldmq6mx,1,11.8,65.8,2025-03-14T18:00:42.941Z,2025-03-14T18:00:44Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5578969927,213,1.65,5578969917,56,Back,5578969923,212,4.1,5578969921,141,71.8,5578969919,140,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819197,19,1,1,1,0,ajtb177oqwawkdwbqhldmq6mx,0,11.5,71.8,2025-03-14T18:00:45.237Z,2025-03-14T18:00:46Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5578969991,140,55.6,5578969989,56,Center,5578969999,1,,5578969995,212,51.6,5578969997,213,5.82,5578969987,157,,5578969993,141,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819217,13,1,1,1,3,aqtkb4mgrz8c6iqfufj6qjbv9,0,51.5,51.9,2025-03-14T18:00:47.422Z,2025-03-14T18:00:49Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5578970101,212,18.6,5578970099,141,41.8,5578970097,140,68.0,5578970095,56,Center,5578970093,3,,5578970103,213,5.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819239,20,61,1,1,6,ajtb177oqwawkdwbqhldmq6mx,1,31.8,58.2,2025-03-14T18:00:51.292Z,2025-03-14T18:17:54Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5578970207,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819243,21,1,1,1,8,ajtb177oqwawkdwbqhldmq6mx,1,35.6,63.4,2025-03-14T18:00:52.828Z,2025-03-14T18:00:53Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5578970237,212,7.5,5578970235,141,66.0,5578970233,140,28.7,5578970231,56,Back,5578970239,213,2.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819253,22,1,1,1,9,ajtb177oqwawkdwbqhldmq6mx,1,28.7,66.0,2025-03-14T18:00:53.580Z,2025-03-14T18:00:55Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5578970305,212,19.1,5578970307,213,2.11,5578970299,56,Back,5578970303,141,90.0,5578970301,140,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819271,23,1,1,1,10,ajtb177oqwawkdwbqhldmq6mx,1,19.3,90.0,2025-03-14T18:00:55.068Z,2025-03-14T18:00:57Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5578970377,56,Back,5578970381,141,65.7,5578970383,212,16.6,5578970379,140,18.3,5578970385,213,4.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819283,24,1,1,1,12,ajtb177oqwawkdwbqhldmq6mx,1,18.3,65.7,2025-03-14T18:00:57.236Z,2025-03-14T18:00:59Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5578970461,213,0.63,5578970453,56,Back,5578970455,140,27.5,5578970457,141,76.1,5578970459,212,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819295,25,1,1,1,15,ajtb177oqwawkdwbqhldmq6mx,1,27.5,76.1,2025-03-14T18:00:59.596Z,2025-03-14T18:01:00Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5578970519,213,4.14,5578970511,56,Back,5578970513,140,23.3,5578970515,141,66.0,5578970517,212,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819313,26,1,1,1,16,ajtb177oqwawkdwbqhldmq6mx,1,23.3,66.0,2025-03-14T18:01:00.821Z,2025-03-14T18:01:02Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5578970603,56,Back,5578970605,140,25.5,5578970607,141,90.0,5578970609,212,16.5,5578970611,213,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819369,27,1,1,1,18,ajtb177oqwawkdwbqhldmq6mx,1,25.5,90.2,2025-03-14T18:01:02.677Z,2025-03-14T18:01:08Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5578970893,141,75.3,5578970895,212,10.8,5578970897,213,4.36,5578970891,140,21.9,5578970889,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819371,28,61,1,1,23,ajtb177oqwawkdwbqhldmq6mx,0,21.6,75.1,2025-03-14T18:01:08.260Z,2025-03-14T18:01:08Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5578970905,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819387,14,1,1,1,24,aqtkb4mgrz8c6iqfufj6qjbv9,1,70.6,17.6,2025-03-14T18:01:08.944Z,2025-03-14T18:01:10Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5578970953,212,6.8,5578970947,56,Right,5578970955,213,3.56,5578970949,140,64.7,5578970951,141,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819431,16,1,1,1,25,aqtkb4mgrz8c6iqfufj6qjbv9,1,65.8,13.8,2025-03-14T18:01:10.270Z,2025-03-14T18:01:14Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5578971169,213,1.74,5578971161,56,Center,5578971163,140,64.3,5578971165,141,27.1,5578971167,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819471,17,1,1,1,29,aqtkb4mgrz8c6iqfufj6qjbv9,1,66.6,25.9,2025-03-14T18:01:14.175Z,2025-03-14T18:01:19Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5578971359,141,86.3,5578971365,1,,5578971363,213,1.42,5578971351,155,,5578971361,212,41.6,5578971353,196,,5578971355,56,Left,5578971357,140,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819487,18,1,1,1,34,aqtkb4mgrz8c6iqfufj6qjbv9,1,73.7,86.5,2025-03-14T18:01:19.230Z,2025-03-14T18:01:20Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5578971429,140,57.1,5578971431,141,82.1,5578971433,212,17.7,5578971427,56,Left,5578971435,213,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819531,19,1,1,1,36,aqtkb4mgrz8c6iqfufj6qjbv9,1,57.1,82.1,2025-03-14T18:01:20.558Z,2025-03-14T18:01:25Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5578971671,141,51.9,5578971669,140,44.4,5578971675,213,4.14,5578971667,56,Back,5578971673,212,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819549,20,1,1,1,40,aqtkb4mgrz8c6iqfufj6qjbv9,1,44.8,47.0,2025-03-14T18:01:25.094Z,2025-03-14T18:01:29Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5578971789,212,31.9,5578971791,213,5.75,5578971785,140,70.9,5578971787,141,23.1,5578971783,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819561,21,1,1,1,44,aqtkb4mgrz8c6iqfufj6qjbv9,1,74.0,20.9,2025-03-14T18:01:29.238Z,2025-03-14T18:01:30Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5578971849,141,5.2,5578971851,212,15.9,5578971845,56,Right,5578971853,213,3.88,5578971847,140,62.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819575,22,1,1,1,46,aqtkb4mgrz8c6iqfufj6qjbv9,1,62.8,5.2,2025-03-14T18:01:30.414Z,2025-03-14T18:01:32Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5578971909,56,Right,5578971911,140,65.2,5578971913,141,20.6,5578971917,213,1.33,5578971915,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819583,23,1,1,1,47,aqtkb4mgrz8c6iqfufj6qjbv9,1,65.5,20.6,2025-03-14T18:01:32.111Z,2025-03-14T18:01:32Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5578971957,212,10.4,5578971955,141,5.6,5578971953,140,63.4,5578971951,56,Right,5578971959,213,4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819605,24,1,1,1,48,aqtkb4mgrz8c6iqfufj6qjbv9,1,63.4,5.6,2025-03-14T18:01:32.806Z,2025-03-14T18:01:36Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5578972069,213,2.46,5578972061,56,Back,5578972063,140,43.0,5578972065,141,31.0,5578972067,212,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819619,25,1,1,1,51,aqtkb4mgrz8c6iqfufj6qjbv9,0,51.0,26.5,2025-03-14T18:01:35.974Z,2025-03-14T18:01:39Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5578972199,141,57.5,5578972203,213,0.66,5578972205,1,,5578972201,212,34.5,5578972193,155,,5578972197,140,77.0,5578972195,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819625,29,44,1,1,54,ajtb177oqwawkdwbqhldmq6mx,1,19.8,39.0,2025-03-14T18:01:38.974Z,2025-03-14T20:14:30Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5578972287,233,26,5578972227,285,,5578972225,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819623,26,44,1,1,54,aqtkb4mgrz8c6iqfufj6qjbv9,0,80.2,61.0,2025-03-14T18:01:38.975Z,2025-03-14T20:14:31Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5578972307,233,29,5578972221,56,Center,5578972223,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819629,30,12,1,1,55,ajtb177oqwawkdwbqhldmq6mx,1,14.7,33.1,2025-03-14T18:01:39.525Z,2025-03-14T18:01:44Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5578972237,140,22.0,5578972235,56,Back,5578972243,213,5.86,5578972259,15,,5578972241,212,8.4,5578972239,141,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819645,27,83,1,1,56,aqtkb4mgrz8c6iqfufj6qjbv9,0,66.5,49.3,2025-03-14T18:01:41.135Z,2025-03-14T18:01:45Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5578972417,399,86mx27krl6c613x6e3t9g3cic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819673,32,1,1,2,0,ajtb177oqwawkdwbqhldmq6mx,1,29.4,38.3,2025-03-14T18:01:44.684Z,2025-03-14T18:01:45Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5578972423,141,34.6,5578972425,212,13.1,5578972427,213,6.09,5578972419,56,Back,5578972421,140,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819685,33,1,1,2,1,ajtb177oqwawkdwbqhldmq6mx,0,41.6,34.6,2025-03-14T18:01:45.501Z,2025-03-14T18:01:47Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5578972501,56,Right,5578972511,1,,5578972509,213,5.94,5578972507,212,39.7,5578972505,141,15.2,5578972503,140,77.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819775,29,1,1,2,3,aqtkb4mgrz8c6iqfufj6qjbv9,1,29.4,77.8,2025-03-14T18:01:48.318Z,2025-03-14T18:01:57Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5578972973,213,3.62,5578972963,56,Back,5578972967,140,3.0,5578972969,141,56.6,5578972971,212,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819799,30,1,1,2,12,aqtkb4mgrz8c6iqfufj6qjbv9,1,9.5,47.6,2025-03-14T18:01:57.126Z,2025-03-14T18:01:59Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5578973081,140,11.1,5578973079,56,Back,5578973083,141,29.1,5578973085,212,12.7,5578973087,213,4.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819829,31,1,1,2,15,aqtkb4mgrz8c6iqfufj6qjbv9,1,12.5,27.3,2025-03-14T18:01:59.470Z,2025-03-14T18:02:02Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5578973207,56,Back,5578973215,213,5.52,5578973213,212,20.6,5578973211,141,6.5,5578973209,140,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819853,32,1,1,2,18,aqtkb4mgrz8c6iqfufj6qjbv9,1,33.8,5.2,2025-03-14T18:02:02.502Z,2025-03-14T18:02:05Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5578973349,212,14.4,5578973351,213,2.36,5578973347,141,20.1,5578973345,140,24.0,5578973343,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819877,33,1,1,2,21,aqtkb4mgrz8c6iqfufj6qjbv9,1,25.3,21.3,2025-03-14T18:02:05.534Z,2025-03-14T18:02:07Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5578973481,212,10.1,5578973477,140,34.9,5578973475,56,Back,5578973483,213,0.03,5578973479,141,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787819889,34,1,1,2,23,aqtkb4mgrz8c6iqfufj6qjbv9,1,32.6,17.4,2025-03-14T18:02:07.758Z,2025-03-14T18:02:08Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5578973519,56,Back,5578973523,141,7.9,5578973527,213,4.49,5578973525,212,6.6,5578973521,140,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
