id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2815273343,1,34,16,0,0,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2025-05-16T16:03:23.613Z,2025-05-16T16:49:45Z,,,,,5730258251,197,9535,5730119715,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5730119713,194,619s1phj5bkgkug3aszc1y9cl,5730119707,59,"1, 31, 21, 4, 23, 3, 7, 28, 8, 11, 10, 5, 14, 17, 20, 22, 24, 26, 29, 33",5730119709,130,13,5730119703,30,"dqqswfn9s1tdxjoslts8ks6xg, k43cten7yb6p59yo0firhb84, 4ti8pdx03j8dh4mdb626ltmvo, 2pm5oqzyonn0dysa5nszgq3xm, 7al9w77ailhli8g487tkl32tw, 4m7gr5z6b40dj02yrmlwgeluc, 619s1phj5bkgkug3aszc1y9cl, 3mgrufy83uhzs9liw8pwxi784, 444n8m1tirk6lp739iigw42c5, abhfq12njxxutqjtb9zvcusyc, 74m58jsznzu8l89b8h7rkh1bd, 1icurh5jrnw1e6jdgqxjnhdnu, egxik3guom123v43rthy89c7o, 6orujbbswf771s9rv0dcd8kd0, d2ukggo2v5jsw4pctznmaijo4, 5nved2kta2hk8103hkyhq33hm, eu574m78nqv6a5638b44oquqc, 3mcj3wypzq3lno1ehc0vif1sl, bwxxfcjd31gykfbpomwr1od90, 5jv4a1295xd5oonpj9w9fy61g",5730119705,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5730119711,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815274569,1,34,16,0,0,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2025-05-16T16:05:44.501Z,2025-05-16T16:58:58Z,,,,,5730126471,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",5730266609,197,19798,5730126469,30,"9y3vs6l0mjj38z0kw062jlh3p, 6g671k5lvgoo2bgub2516q1w4, eyvv6b94feknnp1uew6n0ytat, ezbixgm2km8iapnsl57bn4wkp, 2uellcocrvapu7o70g5zdcmad, 9213debwtuph6cjborx73sx78, kqj7nh6pqmqbt0abyyu0fcpg, e8vt8711wb40afht2v13omket, x3ad9hfxts6jpfugy3kvq9d5, 86mx27krl6c613x6e3t9g3cic, 8i0o1b8rjsab9se3v6vteqmfo, 5mmgppapbchmcj9zdtyw0w5xw, b2gkyjq8emj9pywryc3rycogl, dja68kdmhtsm9x5zqzgtpqas4, ab3nxxoj7bxlnhot9htoex1xw, 4a0jmv6qmwn01iuqp1mhnyzth, 8xe0fufxfgf5cuwgysz3r2j85, e3n8xatusmgu7ttqpfdjanp3p, 1j48dmn5tafd2gp4rjmjlbm6s",5730126477,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",5730126479,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5730126473,59,"1, 2, 3, 8, 5, 4, 10, 6, 15, 18, 11, 9, 13, 16, 21, 27, 28, 30, 33",5730126475,130,8,5730266607,194,ezbixgm2km8iapnsl57bn4wkp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299369,2,32,1,0,0,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2025-05-16T17:00:03.627Z,2025-05-16T17:00:03Z,,,,,5730268521,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299371,2,32,1,0,0,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2025-05-16T17:00:03.627Z,2025-05-16T17:00:05Z,,,,,5730268529,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299385,3,1,1,0,0,8cfkisxf1fkxdqtt6tx1tup48,1,50.1,50.0,2025-05-16T17:00:03.628Z,2025-05-16T17:00:06Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5730268601,212,21.6,5730268603,213,3.05,5730268599,141,53.0,5730268595,56,Back,5730268605,279,S,5730268597,140,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299393,4,1,1,0,3,8cfkisxf1fkxdqtt6tx1tup48,0,28.2,60.3,2025-05-16T17:00:06.667Z,2025-05-16T17:00:16Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5730268657,56,Center,5730268667,1,,5730268665,213,6.04,5730268655,157,,5730268659,140,89.9,5730268663,212,66.7,5730268661,141,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299423,4,1,1,0,12,ajtb177oqwawkdwbqhldmq6mx,1,5.8,65.8,2025-05-16T17:00:16.464Z,2025-05-16T17:00:19Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,,5730268859,213,0.03,5730268853,140,30.2,5730268855,141,67.0,5730268851,56,Back,5730268849,123,,5730268857,212,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299429,5,1,1,0,15,ajtb177oqwawkdwbqhldmq6mx,1,30.9,64.8,2025-05-16T17:00:19.240Z,2025-05-16T17:00:22Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5730268891,212,24.1,5730268885,56,Back,5730268889,141,82.6,5730268887,140,11.1,5730268893,213,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299437,6,1,1,0,18,ajtb177oqwawkdwbqhldmq6mx,0,11.1,82.4,2025-05-16T17:00:21.872Z,2025-05-16T17:00:23Z,9213debwtuph6cjborx73sx78,O. Søe,,,5730268945,213,5.91,5730268947,1,,5730268939,140,44.4,5730268941,141,62.4,5730268935,155,,5730268943,212,37.5,5730268937,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299441,5,8,1,0,20,8cfkisxf1fkxdqtt6tx1tup48,1,68.7,40.0,2025-05-16T17:00:23.690Z,2025-05-16T17:00:24Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5730268963,56,Center,5730268979,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299461,7,1,1,0,21,ajtb177oqwawkdwbqhldmq6mx,1,31.3,41.3,2025-05-16T17:00:25.009Z,2025-05-16T18:35:32Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5730269081,3,,5730269087,141,13.1,5730269089,212,21.1,5730269083,56,Back,5730269085,140,39.7,5730269091,213,5.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299481,8,1,1,0,25,ajtb177oqwawkdwbqhldmq6mx,1,37.6,8.2,2025-05-16T17:00:29.528Z,2025-05-16T18:35:35Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5730269219,212,38.6,5730269213,56,Right,5730269215,140,74.3,5730269221,213,0.03,5730269211,157,,5730269223,1,,5730269217,141,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299485,9,1,1,0,30,ajtb177oqwawkdwbqhldmq6mx,1,72.4,10.7,2025-05-16T17:00:34.520Z,2025-05-16T18:36:57Z,x3ad9hfxts6jpfugy3kvq9d5,C. Björk,,,5730269233,141,16.1,5730269235,212,6.6,5730269231,140,67.2,5730269229,56,Right,5730269237,213,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299491,10,1,1,0,32,ajtb177oqwawkdwbqhldmq6mx,1,66.5,16.2,2025-05-16T17:00:36.015Z,2025-05-16T17:00:38Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5730269273,141,29.2,5730269275,212,8.9,5730269271,140,67.8,5730269269,56,Center,5730269277,213,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299501,11,1,1,0,33,ajtb177oqwawkdwbqhldmq6mx,1,66.8,28.3,2025-05-16T17:00:36.896Z,2025-05-16T18:42:20Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5730269311,56,Center,5730269317,212,20.2,5730269319,213,6.24,5730269313,140,86.0,5730269315,141,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299507,12,61,1,0,34,ajtb177oqwawkdwbqhldmq6mx,0,77.5,20.3,2025-05-16T17:00:37.825Z,2025-05-16T18:42:23Z,x3ad9hfxts6jpfugy3kvq9d5,C. Björk,,,5730641365,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299509,6,12,1,0,35,8cfkisxf1fkxdqtt6tx1tup48,1,14.8,71.7,2025-05-16T17:00:39.291Z,2025-05-16T17:00:40Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5730269361,212,0.9,5730269359,141,72.7,5730269363,213,0.91,5730269355,56,Back,5730269357,140,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299515,7,1,1,0,36,8cfkisxf1fkxdqtt6tx1tup48,1,16.0,71.7,2025-05-16T17:00:40.260Z,2025-05-16T17:00:41Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5730269395,140,21.2,5730269397,141,67.0,5730269401,213,5.75,5730269399,212,6.3,5730269393,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299517,8,43,1,0,38,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2025-05-16T17:00:41.770Z,2025-05-16T19:14:19Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5730800639,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299519,9,1,1,0,38,8cfkisxf1fkxdqtt6tx1tup48,1,24.0,66.1,2025-05-16T17:00:42.019Z,2025-05-16T17:00:42Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5730269411,56,Back,5730269413,140,32.3,5730269419,213,5.73,5730269415,141,58.1,5730269417,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299527,10,1,1,0,39,8cfkisxf1fkxdqtt6tx1tup48,1,32.3,58.1,2025-05-16T17:00:42.659Z,2025-05-16T17:00:44Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5730269473,140,42.2,5730269479,213,0.62,5730269475,141,69.1,5730269471,56,Back,5730269477,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299553,11,1,1,0,41,8cfkisxf1fkxdqtt6tx1tup48,0,41.4,72.7,2025-05-16T17:00:44.770Z,2025-05-16T19:13:05Z,444n8m1tirk6lp739iigw42c5,M. Rochester,,,5730269627,141,88.3,5730269633,1,,5730269631,213,0.30,5730269625,140,73.5,5730269623,56,Left,5730269629,212,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299581,14,1,1,0,47,ajtb177oqwawkdwbqhldmq6mx,1,31.5,14.0,2025-05-16T17:00:51.384Z,2025-05-16T18:44:28Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5730269781,140,8.7,5730269779,56,Back,5730269787,213,2.76,5730269783,141,28.3,5730269785,212,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299615,15,1,1,0,52,ajtb177oqwawkdwbqhldmq6mx,0,8.5,28.4,2025-05-16T17:00:55.832Z,2025-05-16T18:47:01Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,,5730269961,212,46.5,5730269963,213,5.83,5730269953,155,,5730269959,141,0.0,5730269955,56,Back,5730269965,1,,5730269957,140,48.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299619,16,43,1,0,57,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2025-05-16T17:01:00.722Z,2025-05-16T18:46:54Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5730269985,285,0,5730269983,56,Back,5730666477,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299601,12,43,1,0,57,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2025-05-16T17:01:00.723Z,2025-05-16T18:46:48Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5730269999,233,16,5730269877,286,0,5730666011,144,44,5730269875,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299611,13,5,1,0,58,8cfkisxf1fkxdqtt6tx1tup48,1,54.2,101.9,2025-05-16T17:01:02.124Z,2025-05-16T17:01:07Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5730269937,347,,5730270031,233,18,5730269935,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299629,18,5,1,0,58,ajtb177oqwawkdwbqhldmq6mx,0,45.8,-1.9,2025-05-16T17:01:02.124Z,2025-05-16T19:12:26Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5730270017,347,,5730270037,233,13,5730270015,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299633,14,1,1,0,59,8cfkisxf1fkxdqtt6tx1tup48,1,54.4,100.0,2025-05-16T17:01:02.909Z,2025-05-16T17:01:07Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5730270055,141,83.8,5730270059,213,3.79,5730270053,140,38.8,5730270057,212,20.5,5730270049,107,,5730270051,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299621,17,43,1,1,0,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2025-05-16T17:01:03.656Z,2025-05-16T18:46:56Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5730269987,56,Back,5730666631,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299635,15,1,1,1,2,8cfkisxf1fkxdqtt6tx1tup48,1,38.8,83.8,2025-05-16T17:01:06.098Z,2025-05-16T17:01:07Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5730270067,141,73.5,5730270063,56,Back,5730270069,212,7.0,5730270071,213,4.64,5730270065,140,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299645,16,1,1,1,2,8cfkisxf1fkxdqtt6tx1tup48,1,38.3,73.5,2025-05-16T17:01:06.619Z,2025-05-16T19:13:07Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5730270121,140,24.0,5730270119,56,Back,5730270127,213,3.83,5730270123,141,55.5,5730270125,212,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299719,17,1,1,1,10,8cfkisxf1fkxdqtt6tx1tup48,1,24.7,52.2,2025-05-16T17:01:13.779Z,2025-05-16T17:01:21Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5730270433,140,59.4,5730270439,213,5.70,5730270435,141,17.0,5730270431,56,Right,5730270441,1,,5730270437,212,43.6,5730270429,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299717,19,83,1,1,17,ajtb177oqwawkdwbqhldmq6mx,0,35.2,85.9,2025-05-16T17:01:21.248Z,2025-05-16T17:01:24Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5730270595,399,k43cten7yb6p59yo0firhb84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299729,18,1,1,1,17,8cfkisxf1fkxdqtt6tx1tup48,1,56.8,19.5,2025-05-16T17:01:21.283Z,2025-05-16T17:01:22Z,k43cten7yb6p59yo0firhb84,M. Rasmussen,,,5730270483,141,12.8,5730270485,212,5.8,5730270481,140,53.4,5730270479,56,Right,5730270487,213,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299733,19,1,1,1,18,8cfkisxf1fkxdqtt6tx1tup48,0,53.4,12.8,2025-05-16T17:01:22.108Z,2025-05-16T17:01:22Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5730270499,141,11.6,5730270497,140,60.8,5730270503,213,6.18,5730270495,56,Right,5730270501,212,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299735,20,61,1,1,19,ajtb177oqwawkdwbqhldmq6mx,1,37.4,88.4,2025-05-16T17:01:23.256Z,2025-05-16T17:01:23Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5730270517,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299777,20,5,1,1,21,8cfkisxf1fkxdqtt6tx1tup48,1,64.4,-1.0,2025-05-16T17:01:24.700Z,2025-05-16T19:12:27Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5730270823,347,,5730270829,233,22,5730270821,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299765,22,5,1,1,21,ajtb177oqwawkdwbqhldmq6mx,0,35.6,101.0,2025-05-16T17:01:24.700Z,2025-05-16T19:12:27Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5730270717,347,,5730270715,56,Back,5730270845,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299763,21,43,1,1,22,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2025-05-16T17:01:26.329Z,2025-05-16T17:01:46Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5730270703,56,Back,5730270709,212,5.2,5730270723,167,0,5730270711,213,1.69,5730270705,140,36.3,5730270707,141,100.0,5730271337,144,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299799,21,1,1,1,27,8cfkisxf1fkxdqtt6tx1tup48,1,66.0,0.0,2025-05-16T17:01:30.755Z,2025-05-16T17:01:33Z,k43cten7yb6p59yo0firhb84,M. Rasmussen,,,5730270933,107,,5730270939,141,6.1,5730270941,212,10.1,5730270935,56,Right,5730270937,140,57.4,5730270943,213,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299805,22,1,1,1,29,8cfkisxf1fkxdqtt6tx1tup48,1,56.4,7.3,2025-05-16T17:01:33.547Z,2025-05-16T17:01:35Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5730270971,56,Back,5730270977,212,25.6,5730270979,213,2.86,5730270973,140,33.0,5730270975,141,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299843,23,1,1,1,31,8cfkisxf1fkxdqtt6tx1tup48,1,33.0,17.9,2025-05-16T17:01:35.100Z,2025-05-16T17:01:42Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5730271189,140,22.8,5730271195,213,2.09,5730271193,212,21.4,5730271187,56,Back,5730271191,141,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299859,24,1,1,1,38,8cfkisxf1fkxdqtt6tx1tup48,1,21.6,47.0,2025-05-16T17:01:42.459Z,2025-05-16T17:01:45Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5730271269,140,28.5,5730271271,141,72.7,5730271275,213,1.18,5730271273,212,18.9,5730271267,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299881,25,1,1,1,41,8cfkisxf1fkxdqtt6tx1tup48,1,29.2,73.3,2025-05-16T17:01:44.867Z,2025-05-16T17:01:49Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5730271407,140,41.6,5730271413,213,0.81,5730271411,212,18.9,5730271405,56,Back,5730271409,141,93.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299905,26,1,1,1,45,8cfkisxf1fkxdqtt6tx1tup48,1,39.9,93.8,2025-05-16T17:01:48.859Z,2025-05-16T17:01:52Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5730271511,141,90.0,5730271507,56,Back,5730271513,212,8.0,5730271515,213,5.95,5730271509,140,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299909,27,3,1,1,48,8cfkisxf1fkxdqtt6tx1tup48,0,48.2,91.0,2025-05-16T17:01:52.411Z,2025-05-16T17:01:56Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5730271533,286,,5730271609,233,23,5730271531,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299919,23,7,1,1,48,ajtb177oqwawkdwbqhldmq6mx,1,51.8,9.0,2025-05-16T17:01:52.412Z,2025-05-16T18:47:35Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5730271571,167,,5730271591,233,27,5730271573,56,Right,5730271575,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299937,24,5,1,1,49,ajtb177oqwawkdwbqhldmq6mx,0,48.3,-1.8,2025-05-16T17:01:53.477Z,2025-05-16T19:12:28Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5730271687,233,28,5730271647,56,Back,5730271649,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299933,28,5,1,1,49,8cfkisxf1fkxdqtt6tx1tup48,1,51.7,101.8,2025-05-16T17:01:53.477Z,2025-05-16T19:12:28Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5730271639,56,Left,5730271641,347,,5730271653,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299951,29,1,1,1,51,8cfkisxf1fkxdqtt6tx1tup48,1,51.3,100.0,2025-05-16T17:01:55.556Z,2025-05-16T17:01:59Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5730271731,141,82.4,5730271725,107,,5730271737,1,,5730271729,140,30.1,5730271733,212,25.9,5730271727,56,Back,5730271735,213,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299971,30,1,1,1,55,8cfkisxf1fkxdqtt6tx1tup48,1,30.0,82.4,2025-05-16T17:01:58.900Z,2025-05-16T17:02:01Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5730271839,141,57.5,5730271837,140,12.9,5730271843,213,3.90,5730271835,56,Back,5730271841,212,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299987,31,1,1,1,57,8cfkisxf1fkxdqtt6tx1tup48,1,12.9,57.5,2025-05-16T17:02:00.852Z,2025-05-16T17:02:04Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5730271945,213,4.84,5730271939,140,14.9,5730271941,141,33.9,5730271943,212,16.2,5730271937,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299997,32,1,1,2,0,8cfkisxf1fkxdqtt6tx1tup48,1,17.1,30.7,2025-05-16T17:02:03.835Z,2025-05-16T17:02:06Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5730272017,141,9.1,5730272009,56,Back,5730272025,213,4.87,5730272021,212,14.9,5730272013,140,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300007,33,1,1,2,2,8cfkisxf1fkxdqtt6tx1tup48,1,19.3,9.1,2025-05-16T17:02:06.236Z,2025-05-16T17:02:08Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5730272081,56,Back,5730272089,213,2.50,5730272083,140,11.0,5730272085,141,18.6,5730272087,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300033,34,1,1,2,4,8cfkisxf1fkxdqtt6tx1tup48,1,11.0,18.6,2025-05-16T17:02:07.812Z,2025-05-16T17:02:12Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5730272235,213,1.91,5730272229,140,3.7,5730272231,141,50.1,5730272227,56,Back,5730272233,212,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300057,35,1,1,2,8,8cfkisxf1fkxdqtt6tx1tup48,1,8.5,50.9,2025-05-16T17:02:12.171Z,2025-05-16T17:02:15Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5730272341,141,90.9,5730272337,56,Back,5730272347,1,,5730272343,212,33.3,5730272345,213,0.96,5730272339,140,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300075,36,1,1,2,11,8cfkisxf1fkxdqtt6tx1tup48,1,30.5,87.4,2025-05-16T17:02:15.204Z,2025-05-16T17:02:18Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5730272429,212,16.9,5730272423,56,Back,5730272431,213,3.41,5730272425,140,15.0,5730272427,141,80.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300083,37,1,1,2,14,8cfkisxf1fkxdqtt6tx1tup48,1,14.3,76.1,2025-05-16T17:02:17.933Z,2025-05-16T17:02:21Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5730272489,1,,5730272483,141,8.3,5730272477,196,,5730272485,212,46.3,5730272475,155,,5730272481,140,18.1,5730272487,213,4.80,5730272479,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300101,38,1,1,2,17,8cfkisxf1fkxdqtt6tx1tup48,1,18.0,8.3,2025-05-16T17:02:21.204Z,2025-05-16T17:02:25Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5730272625,140,24.6,5730272631,212,6.9,5730272627,141,8.9,5730272635,213,0.06,5730272623,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300107,39,1,1,2,21,8cfkisxf1fkxdqtt6tx1tup48,0,24.3,8.9,2025-05-16T17:02:25.348Z,2025-05-16T17:02:26Z,k43cten7yb6p59yo0firhb84,M. Rasmussen,,,5730272659,140,27.4,5730272663,212,5.1,5730272661,141,14.6,5730272657,56,Back,5730272665,213,0.87,5730272655,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
