id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/9/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2747659325,1,34,16,0,0,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2024-11-11T17:10:41.722Z,2024-11-11T19:52:33Z,,,,,5360330677,130,10,5360331053,194,cflwegqpzch8y30pb3dhigqnd,5360330673,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5",5360330681,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5360330679,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5360330671,30,"9yxhg70gpwi3e9s84c8qwg0yx, e19g5bz7s9wqcvj8mttztxi0a, ea2x4o6ufsqoz2zz7tqcnvo16, ebd3uvtt54wkdsahc2127j02c, 6bv0j0ezhh9u5u5hqz64p790q, cflwegqpzch8y30pb3dhigqnd, bp232fgjrfyok2471ec7u1tcl, 9xub4z9b3bog8wqhn5yfihecp, 8gqvlydur0v4cpmz1ozqkejh0, 4qyfoq5fjiochtj89w426lm21, dwuxps3jv2852642q000wep6, dxv40hh07gxq4hn0i6dwb2l4a, lu9bber07etravimh00k745x, 1xcf8y3egy8j0g2c6xkcx6o6h, 4dmz3u7j1eoz4ofr1o8tbxedw, az9x5coo3hl4qkt16x24pp5re, e0rgqk3gxzs005m9ok9hvp1ck, bpoqmt2dwwsm57vdfrm9stvro, 2f0p63eeg2yc4jsyotle88q38, 8q8yol44e42o9hwttlopznvh0, beu3ypladd5dexnm9x946kjkk",5360436687,197,18945,5360330675,59,"25, 7, 27, 13, 12, 18, 11, 8, 23, 9, 10, 1, 3, 6, 16, 20, 26, 29, 43, 22, 47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747661505,1,34,16,0,0,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2024-11-11T17:15:40.560Z,2024-11-11T20:14:06Z,,,,,5360342423,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",5360342427,130,13,5360436859,197,16344,5360437577,194,5z7y55t2o577r8ki3i5855as,5360342425,59,"1, 3, 27, 2, 7, 21, 6, 20, 9, 12, 8, 4, 18, 22, 23, 26, 29, 34, 19",5360342421,30,"8mswl5vzza12hylodrrsq3zvu, 81gka3mi69fh8gyehyy8xo9as, 85a9bmnu6fqvhlff28qm0e0a1, 9350utk4onh2hv5jznxqpkd7t, 5z7y55t2o577r8ki3i5855as, khqldwfq14b7giakss24l9t5, 2tcdx5rp7vujnlid4oqqxdogk, bpldj4qdzfdm1n739atcadbmc, 1fjkjzsei9slx2t4zhsqdkve1, 5dlh0fa9yo6z283w9p58xmnoq, 1n4eldqa7h9jvcx1693zqu06i, 5i6n6yne6fh410vk7p7kkokmi, 9lsylzgf7e3i5zb0fshnxo6xg, b8tw9d3b8tgnfezy68vadwnx0, 3avg1grraylzm6xjt5kt18is4, 55qsxtqivxajkxmpdeyccus5w, 21bafxfg7hy0agd0upyqxw0a2, 7l7f98nn8gohmdacsdb2labkk, f0nicq49lzng7vjxm5gcpij8",5360342429,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",5360342431,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747678589,2,32,1,0,0,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2024-11-11T18:02:08.566Z,2024-11-11T18:02:08Z,,,,,5360444479,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747678605,2,32,1,0,0,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2024-11-11T18:02:08.566Z,2024-11-11T18:02:11Z,,,,,5360444599,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747678595,3,1,1,0,0,b2vft81kyjurzbmekvgrqwr64,1,49.7,50.3,2024-11-11T18:02:08.567Z,2024-11-11T18:02:10Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,,5360444529,56,Back,5360444537,213,2.01,5360444541,278,,5360444533,141,53.6,5360444539,279,S,5360444531,140,48.7,5360444535,212,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747678603,4,1,1,0,1,b2vft81kyjurzbmekvgrqwr64,1,48.7,53.6,2024-11-11T18:02:10.199Z,2024-11-11T18:02:11Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5360444593,213,1.72,5360444587,140,47.4,5360444589,141,66.9,5360444585,56,Back,5360444591,212,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747678627,5,1,1,0,4,b2vft81kyjurzbmekvgrqwr64,1,48.1,74.1,2024-11-11T18:02:13.288Z,2024-11-11T18:02:15Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5360444753,140,56.6,5360444757,212,10.9,5360444755,141,83.3,5360444759,213,0.61,5360444751,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747678637,6,1,1,0,6,b2vft81kyjurzbmekvgrqwr64,1,56.6,83.3,2024-11-11T18:02:15.472Z,2024-11-11T18:02:17Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5360444825,141,75.9,5360444829,213,3.43,5360444821,56,Back,5360444823,140,40.6,5360444827,212,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747678639,7,1,1,0,7,b2vft81kyjurzbmekvgrqwr64,0,40.6,75.9,2024-11-11T18:02:16.232Z,2024-11-11T20:39:13Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5360444839,140,61.3,5360444847,213,5.93,5360444835,157,,5360444837,56,Center,5360444845,212,23.2,5360444849,1,,5360444841,141,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747678641,3,1,1,0,8,aqtkb4mgrz8c6iqfufj6qjbv9,0,39.0,35.4,2024-11-11T18:02:16.698Z,2024-11-11T18:02:18Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5360444853,56,Center,5360444857,141,34.9,5360444855,140,68.1,5360444851,157,,5360444859,212,30.6,5360444863,1,,5360444861,213,6.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747678673,8,1,1,0,10,b2vft81kyjurzbmekvgrqwr64,1,45.1,64.9,2024-11-11T18:02:19.527Z,2024-11-11T18:02:23Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5360445021,140,54.9,5360445025,212,17.6,5360445017,3,,5360445027,213,5.34,5360445023,141,43.9,5360445019,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747678677,9,1,1,0,14,b2vft81kyjurzbmekvgrqwr64,1,54.9,43.9,2024-11-11T18:02:23.152Z,2024-11-11T18:02:23Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,,5360445053,140,49.1,5360445057,212,6.3,5360445055,141,41.8,5360445045,3,,5360445059,213,3.37,5360445049,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747678681,10,1,1,0,15,b2vft81kyjurzbmekvgrqwr64,1,49.1,41.8,2024-11-11T18:02:23.752Z,2024-11-11T18:02:24Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5360445095,141,39.7,5360445099,213,6.09,5360445091,56,Center,5360445093,140,56.2,5360445097,212,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747678695,11,1,1,0,15,b2vft81kyjurzbmekvgrqwr64,1,56.2,39.7,2024-11-11T18:02:24.312Z,2024-11-11T18:02:27Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,,5360445157,140,47.0,5360445159,141,16.4,5360445155,56,Back,5360445163,213,4.16,5360445161,212,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747678697,12,1,1,0,18,b2vft81kyjurzbmekvgrqwr64,0,47.0,16.4,2024-11-11T18:02:27.311Z,2024-11-11T18:02:29Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5360445183,140,65.7,5360445187,212,21.1,5360445185,141,27.7,5360445189,213,0.37,5360445181,56,Center,5360445179,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747678701,4,44,1,0,20,aqtkb4mgrz8c6iqfufj6qjbv9,1,34.8,71.6,2024-11-11T18:02:28.790Z,2024-11-11T20:29:45Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5360445205,56,Back,5360445207,285,,5360445213,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747678699,13,44,1,0,20,b2vft81kyjurzbmekvgrqwr64,0,65.2,28.4,2024-11-11T18:02:28.791Z,2024-11-11T20:29:45Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,,5360445197,56,Center,5360445217,233,4,5360445199,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747678703,5,1,1,0,21,aqtkb4mgrz8c6iqfufj6qjbv9,1,35.8,70.6,2024-11-11T18:02:29.584Z,2024-11-11T18:02:31Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5360445229,3,,5360445235,141,82.6,5360445239,213,0.95,5360445231,56,Back,5360445233,140,41.3,5360445237,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747678709,6,61,1,0,22,aqtkb4mgrz8c6iqfufj6qjbv9,1,41.3,82.6,2024-11-11T18:02:30.824Z,2024-11-11T18:02:31Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,,5360445255,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747678733,7,3,1,0,24,aqtkb4mgrz8c6iqfufj6qjbv9,1,52.4,89.6,2024-11-11T18:02:32.951Z,2024-11-11T19:04:44Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5360445411,233,14,5360445405,286,,5360445403,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747678717,14,45,1,0,24,b2vft81kyjurzbmekvgrqwr64,0,47.6,10.4,2024-11-11T18:02:32.951Z,2024-11-11T19:04:45Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5360445415,233,7,5360445299,56,Back,5360445301,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747678737,8,1,1,0,27,aqtkb4mgrz8c6iqfufj6qjbv9,0,57.2,93.0,2024-11-11T18:02:36.248Z,2024-11-11T20:45:05Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5360445431,1,,5360445429,213,5.58,5360445421,56,Center,5360445425,141,55.7,5360445427,212,39.3,5360445419,155,,5360445423,140,85.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747678793,16,1,1,0,29,b2vft81kyjurzbmekvgrqwr64,1,11.2,41.6,2024-11-11T18:02:38.544Z,2024-11-11T18:02:49Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5360445745,56,Back,5360445755,212,6.6,5360445741,123,,5360445749,140,10.4,5360445753,141,31.9,5360445757,213,4.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747678803,17,1,1,0,40,b2vft81kyjurzbmekvgrqwr64,1,15.6,33.7,2024-11-11T18:02:48.983Z,2024-11-11T18:02:52Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5360445835,141,18.2,5360445831,56,Back,5360445839,213,4.78,5360445833,140,16.3,5360445837,212,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747678809,18,1,1,0,43,b2vft81kyjurzbmekvgrqwr64,1,15.4,30.0,2024-11-11T18:02:52.391Z,2024-11-11T18:02:53Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5360445875,56,Back,5360445879,141,12.9,5360445881,212,11.7,5360445883,213,4.86,5360445877,140,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747678819,19,1,1,0,44,b2vft81kyjurzbmekvgrqwr64,1,17.0,12.9,2024-11-11T18:02:52.959Z,2024-11-11T18:02:54Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5360445933,141,31.5,5360445937,213,1.66,5360445935,212,12.7,5360445931,140,15.9,5360445929,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747678821,20,1,1,0,45,b2vft81kyjurzbmekvgrqwr64,0,15.9,31.5,2024-11-11T18:02:54.359Z,2024-11-11T18:02:55Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5360445949,141,17.7,5360445951,212,45.7,5360445945,56,Right,5360445955,1,,5360445947,140,58.5,5360445943,157,,5360445953,213,6.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747678829,9,1,1,0,48,aqtkb4mgrz8c6iqfufj6qjbv9,0,39.2,89.0,2024-11-11T18:02:57.040Z,2024-11-11T18:02:57Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5360445995,56,Center,5360446001,212,16.7,5360445999,141,71.7,5360445993,3,,5360446003,213,5.50,5360445997,140,50.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747678845,10,83,1,0,50,aqtkb4mgrz8c6iqfufj6qjbv9,0,51.0,72.4,2024-11-11T18:02:58.896Z,2024-11-11T18:11:04Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5360463371,399,dwuxps3jv2852642q000wep6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747678839,21,50,1,0,51,b2vft81kyjurzbmekvgrqwr64,1,41.0,26.8,2024-11-11T18:03:00.175Z,2024-11-11T20:30:06Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5360446063,286,,5360446061,56,Back,5360446133,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747678847,11,7,1,0,51,aqtkb4mgrz8c6iqfufj6qjbv9,1,59.0,73.2,2024-11-11T18:03:00.176Z,2024-11-11T20:30:06Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5360446127,285,,5360446129,233,21,5360446125,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747678849,12,1,1,0,54,aqtkb4mgrz8c6iqfufj6qjbv9,1,51.0,72.4,2024-11-11T18:03:03.007Z,2024-11-11T18:03:04Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5360446169,213,4.00,5360446161,56,Back,5360446165,141,67.9,5360446167,212,4.0,5360446163,140,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747678857,14,1,1,0,56,aqtkb4mgrz8c6iqfufj6qjbv9,0,48.7,67.9,2024-11-11T18:03:04.682Z,2024-11-11T20:45:04Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5360446189,56,Center,5360446195,212,17.3,5360446191,140,64.7,5360446193,141,73.8,5360446197,213,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747678879,23,1,1,1,0,b2vft81kyjurzbmekvgrqwr64,0,31.1,32.4,2024-11-11T18:03:08.927Z,2024-11-11T18:03:10Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5360446323,196,,5360446327,140,57.6,5360446325,56,Left,5360446329,141,100.0,5360446335,1,,5360446331,212,54.7,5360446333,213,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747678901,15,5,1,1,1,aqtkb4mgrz8c6iqfufj6qjbv9,1,44.6,-1.6,2024-11-11T18:03:10.012Z,2024-11-11T20:29:51Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5360446441,233,24,5360446413,56,Back,5360446415,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747678883,24,5,1,1,1,b2vft81kyjurzbmekvgrqwr64,0,55.4,101.6,2024-11-11T18:03:10.012Z,2024-11-11T20:29:51Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5360446345,56,Left,5360446457,233,15,5360446347,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747678913,16,1,1,1,5,aqtkb4mgrz8c6iqfufj6qjbv9,1,48.4,0.0,2024-11-11T18:03:13.751Z,2024-11-11T18:03:15Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5360446493,56,Back,5360446497,141,10.1,5360446495,140,48.0,5360446491,107,,5360446499,212,8.0,5360446501,213,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747678925,17,1,1,1,6,aqtkb4mgrz8c6iqfufj6qjbv9,1,47.5,13.8,2024-11-11T18:03:15.216Z,2024-11-11T18:03:17Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5360446575,212,6.3,5360446569,56,Back,5360446571,140,48.4,5360446573,141,4.7,5360446577,213,4.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747678937,18,1,1,1,9,aqtkb4mgrz8c6iqfufj6qjbv9,1,45.0,6.8,2024-11-11T18:03:17.575Z,2024-11-11T18:03:19Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5360446659,212,11.8,5360446655,140,33.8,5360446661,213,3.18,5360446657,141,6.2,5360446653,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747678957,19,1,1,1,11,aqtkb4mgrz8c6iqfufj6qjbv9,1,33.9,6.2,2024-11-11T18:03:19.839Z,2024-11-11T18:03:23Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5360446777,56,Back,5360446783,212,14.5,5360446779,140,29.6,5360446781,141,26.4,5360446785,213,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747678967,20,1,1,1,15,aqtkb4mgrz8c6iqfufj6qjbv9,1,31.0,28.0,2024-11-11T18:03:23.799Z,2024-11-11T18:03:26Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5360446831,213,0.65,5360446823,56,Back,5360446827,141,36.0,5360446825,140,37.8,5360446829,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747678973,21,1,1,1,17,aqtkb4mgrz8c6iqfufj6qjbv9,1,37.8,36.0,2024-11-11T18:03:26.168Z,2024-11-11T20:45:04Z,bpldj4qdzfdm1n739atcadbmc,B. Kücükylidiz,,,5360446865,141,73.2,5360446869,213,1.66,5360446861,56,Back,5360446863,140,35.7,5360446867,212,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747678983,22,1,1,1,21,aqtkb4mgrz8c6iqfufj6qjbv9,1,35.6,77.9,2024-11-11T18:03:30.023Z,2024-11-11T18:03:31Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5360446947,213,4.85,5360446939,56,Back,5360446943,141,61.2,5360446941,140,37.1,5360446945,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747678999,23,1,1,1,22,aqtkb4mgrz8c6iqfufj6qjbv9,1,37.1,61.2,2024-11-11T18:03:31.287Z,2024-11-11T18:12:32Z,bpldj4qdzfdm1n739atcadbmc,B. Kücükylidiz,,,5360447027,212,11.6,5360447023,140,34.5,5360447021,56,Back,5360447029,213,1.81,5360447025,141,77.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747679005,24,1,1,1,24,aqtkb4mgrz8c6iqfufj6qjbv9,1,34.5,77.9,2024-11-11T18:03:32.896Z,2024-11-11T18:03:34Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5360447091,141,90.5,5360447089,140,46.1,5360447095,213,0.61,5360447093,212,14.9,5360447087,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747679013,25,1,1,1,26,aqtkb4mgrz8c6iqfufj6qjbv9,1,45.9,91.1,2024-11-11T18:03:34.775Z,2024-11-11T18:03:38Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5360447133,56,Back,5360447141,213,3.29,5360447137,141,88.3,5360447135,140,33.4,5360447139,212,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747679021,26,1,1,1,29,aqtkb4mgrz8c6iqfufj6qjbv9,1,24.8,89.1,2024-11-11T18:03:38.391Z,2024-11-11T18:03:41Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5360447179,141,67.6,5360447181,212,16.0,5360447175,56,Back,5360447177,140,31.0,5360447183,213,5.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747679025,27,1,1,1,32,aqtkb4mgrz8c6iqfufj6qjbv9,1,31.0,67.8,2024-11-11T18:03:41.320Z,2024-11-11T18:03:44Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5360447209,56,Back,5360447217,213,5.51,5360447213,141,45.8,5360447211,140,45.5,5360447215,212,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747679049,28,1,1,1,35,aqtkb4mgrz8c6iqfufj6qjbv9,1,45.6,44.3,2024-11-11T18:03:43.895Z,2024-11-11T18:03:50Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5360447377,212,19.5,5360447373,140,46.1,5360447371,56,Back,5360447379,213,4.74,5360447375,141,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747679059,29,1,1,1,41,aqtkb4mgrz8c6iqfufj6qjbv9,1,60.1,20.4,2024-11-11T18:03:49.943Z,2024-11-11T18:03:52Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5360447443,212,17.5,5360447439,140,66.0,5360447441,141,44.5,5360447445,213,1.21,5360447437,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747679071,30,1,1,1,43,aqtkb4mgrz8c6iqfufj6qjbv9,1,70.8,51.0,2024-11-11T18:03:52.407Z,2024-11-11T18:03:53Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5360447495,213,3.17,5360447489,140,62.0,5360447491,141,50.6,5360447487,56,Center,5360447493,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747679091,31,1,1,1,45,aqtkb4mgrz8c6iqfufj6qjbv9,1,61.5,48.4,2024-11-11T18:03:53.719Z,2024-11-11T18:03:56Z,bpldj4qdzfdm1n739atcadbmc,B. Kücükylidiz,,,5360447607,140,60.7,5360447613,212,17.6,5360447605,56,Center,5360447611,141,22.5,5360447615,213,4.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747679111,32,1,1,1,48,aqtkb4mgrz8c6iqfufj6qjbv9,1,60.7,22.5,2024-11-11T18:03:56.751Z,2024-11-11T18:04:00Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5360447721,140,73.1,5360447725,212,17.8,5360447727,213,5.53,5360447719,56,Right,5360447723,141,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747679117,33,1,1,1,51,aqtkb4mgrz8c6iqfufj6qjbv9,1,71.9,5.5,2024-11-11T18:04:00.183Z,2024-11-11T18:04:02Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5360447797,212,13.7,5360447793,140,65.5,5360447791,56,Center,5360447799,213,2.08,5360447795,141,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747679125,34,1,1,1,54,aqtkb4mgrz8c6iqfufj6qjbv9,1,65.5,28.5,2024-11-11T18:04:02.623Z,2024-11-11T18:04:05Z,bpldj4qdzfdm1n739atcadbmc,B. Kücükylidiz,,,5360447865,56,Center,5360447871,212,23.1,5360447869,141,62.4,5360447867,140,65.9,5360447873,213,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747679153,35,1,1,1,56,aqtkb4mgrz8c6iqfufj6qjbv9,1,65.2,73.2,2024-11-11T18:04:05.023Z,2024-11-11T18:04:08Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5360448043,213,4.46,5360448039,141,56.0,5360448035,56,Center,5360448037,140,62.3,5360448041,212,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747679161,36,1,1,1,59,aqtkb4mgrz8c6iqfufj6qjbv9,1,55.6,56.1,2024-11-11T18:04:08.055Z,2024-11-11T18:04:10Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5360448105,140,60.5,5360448109,212,28.8,5360448103,56,Right,5360448107,141,14.4,5360448111,213,4.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747679173,37,1,1,2,1,aqtkb4mgrz8c6iqfufj6qjbv9,1,60.5,14.4,2024-11-11T18:04:10.184Z,2024-11-11T18:04:16Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5360448213,140,68.1,5360448217,212,10.0,5360448215,141,5.5,5360448211,56,Right,5360448219,213,5.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747679183,39,1,1,2,5,aqtkb4mgrz8c6iqfufj6qjbv9,1,71.4,8.2,2024-11-11T18:04:13.584Z,2024-11-11T18:04:36Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5360448791,140,77.8,5360448789,56,Right,5360448795,212,6.7,5360448797,213,6.22,5360448793,141,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
