id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/14/value
2811868961,100,61,1,10,11,aqtkb4mgrz8c6iqfufj6qjbv9,1,60.3,89.3,2025-05-08T17:10:24.577Z,2025-05-08T17:10:24Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5711308553,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811868985,96,1,1,10,11,ajtb177oqwawkdwbqhldmq6mx,1,42.3,10.9,2025-05-08T17:10:24.585Z,2025-05-08T17:10:31Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5711308693,212,16.4,5711308691,141,10.7,5711308687,56,Back,5711308695,213,3.15,5711308689,140,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811868989,97,1,1,10,16,ajtb177oqwawkdwbqhldmq6mx,1,19.8,12.2,2025-05-08T17:10:28.786Z,2025-05-08T17:10:32Z,1j48dmn5tafd2gp4rjmjlbm6s,Muhammad Huzaifa,,,5711308725,213,2.02,5711308719,140,15.8,5711308721,141,25.0,5711308717,56,Back,5711308723,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869005,98,1,1,10,18,ajtb177oqwawkdwbqhldmq6mx,1,15.4,26.5,2025-05-08T17:10:31.698Z,2025-05-08T17:10:41Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5711308829,140,9.0,5711308835,213,1.98,5711308833,212,17.1,5711308827,56,Back,5711308831,141,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869027,99,2,1,10,28,ajtb177oqwawkdwbqhldmq6mx,1,8.8,49.3,2025-05-08T17:10:40.955Z,2025-05-08T17:10:47Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,,5711308943,141,87.2,5711308961,1,,5711308959,7,8i0o1b8rjsab9se3v6vteqmfo,5711308941,140,55.2,5711308963,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869047,101,43,1,10,33,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2025-05-08T17:10:46.484Z,2025-05-08T17:10:56Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5711309111,144,5,5711309037,347,0,5711309035,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869083,103,1,1,10,48,aqtkb4mgrz8c6iqfufj6qjbv9,1,38.9,43.0,2025-05-08T17:11:00.785Z,2025-05-08T17:11:05Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5711309343,141,65.2,5711309335,5,,5711309339,56,Back,5711309345,212,15.5,5711309337,241,,5711309341,140,35.6,5711309347,213,1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869089,104,1,1,10,52,aqtkb4mgrz8c6iqfufj6qjbv9,1,36.7,58.7,2025-05-08T17:11:04.897Z,2025-05-08T17:11:06Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5711309383,212,6.4,5711309377,56,Back,5711309381,141,53.0,5711309379,140,41.6,5711309385,213,5.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869099,105,1,1,10,53,aqtkb4mgrz8c6iqfufj6qjbv9,1,41.6,53.0,2025-05-08T17:11:06.602Z,2025-05-08T17:11:34Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5711309433,56,Back,5711309439,212,12.9,5711309899,156,,5711309441,213,4.32,5711309435,140,36.9,5711309437,141,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869113,106,1,1,10,56,aqtkb4mgrz8c6iqfufj6qjbv9,1,36.8,34.0,2025-05-08T17:11:09.330Z,2025-05-08T17:11:12Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5711309523,56,Right,5711309529,212,23.7,5711309527,141,8.0,5711309531,213,5.44,5711309525,140,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869129,107,1,1,10,59,aqtkb4mgrz8c6iqfufj6qjbv9,1,54.5,9.2,2025-05-08T17:11:12.369Z,2025-05-08T17:11:17Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5711309613,140,76.8,5711309619,213,0.56,5711309611,56,Center,5711309617,212,27.7,5711309615,141,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869145,108,1,1,11,4,aqtkb4mgrz8c6iqfufj6qjbv9,1,86.5,25.9,2025-05-08T17:11:16.801Z,2025-05-08T17:13:15Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,1.0,5711309709,4,,5711311623,22,,5711309703,212,6.1,5711309705,213,1.62,5711309697,56,Center,5711311621,154,,5711309701,141,34.9,5711309699,140,86.2,5711311619,210,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869147,109,43,1,11,5,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2025-05-08T17:11:18.217Z,2025-05-08T17:13:17Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5711311651,144,61,5711309711,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869259,110,16,1,11,6,aqtkb4mgrz8c6iqfufj6qjbv9,1,89.0,44.4,2025-05-08T17:11:19.635Z,2025-05-08T19:34:13Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5711310771,102,52.5,5711311021,154,,5711310313,56,Center,5711310441,375,11:06.153,5711310433,20,,5711310309,22,,5711530983,76,,5711310311,17,,5711311019,29,,5711310777,230,95.2,5711311023,55,5711310779,231,5711310773,103,5711310437,374,2025-05-08 18:11:18.905,,,,,,,,,,,,,,108,47.1,6.3,
2811869281,100,1,1,11,57,ajtb177oqwawkdwbqhldmq6mx,1,49.9,50.1,2025-05-08T17:12:10.601Z,2025-05-08T19:11:39Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5711310481,212,17.5,5711310475,56,Back,5711310479,141,46.7,5711310477,140,33.4,5711310483,213,3.27,5711481363,279,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869289,101,1,1,11,59,ajtb177oqwawkdwbqhldmq6mx,1,33.6,47.0,2025-05-08T17:12:12.289Z,2025-05-08T17:12:14Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5711310511,212,12.5,5711310505,56,Back,5711310509,141,62.0,5711310507,140,26.7,5711310513,213,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869295,102,1,1,12,1,ajtb177oqwawkdwbqhldmq6mx,1,26.4,61.2,2025-05-08T17:12:14.008Z,2025-05-08T17:12:16Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5711310549,212,15.2,5711310551,213,4.72,5711310543,56,Back,5711310547,141,38.9,5711310545,140,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869317,103,1,1,12,3,ajtb177oqwawkdwbqhldmq6mx,1,26.5,38.9,2025-05-08T17:12:15.880Z,2025-05-08T17:12:20Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5711310649,213,2.68,5711310643,140,12.9,5711310645,141,49.4,5711310641,56,Back,5711310647,212,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869335,104,1,1,12,7,ajtb177oqwawkdwbqhldmq6mx,1,12.2,49.0,2025-05-08T17:12:20.545Z,2025-05-08T17:12:25Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,,5711310707,140,10.0,5711310713,213,4.61,5711310711,212,22.2,5711310705,56,Back,5711310709,141,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869339,105,1,1,12,12,ajtb177oqwawkdwbqhldmq6mx,0,10.8,13.7,2025-05-08T17:12:25.400Z,2025-05-08T17:59:57Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5711310727,157,,5711310733,141,26.1,5711310739,1,,5711310735,212,44.0,5711310731,140,51.9,5711310729,56,Center,5711310737,213,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869355,111,1,1,12,15,aqtkb4mgrz8c6iqfufj6qjbv9,1,43.6,68.2,2025-05-08T17:12:28.083Z,2025-05-08T17:12:29Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5711310827,3,,5711310833,141,71.1,5711310835,212,14.4,5711310831,140,57.2,5711310829,56,Center,5711310837,213,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869357,112,61,1,12,16,aqtkb4mgrz8c6iqfufj6qjbv9,0,57.1,71.1,2025-05-08T17:12:29.483Z,2025-05-08T17:12:30Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5711310841,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869361,106,3,1,12,17,ajtb177oqwawkdwbqhldmq6mx,0,39.2,25.6,2025-05-08T17:12:29.776Z,2025-05-08T17:12:35Z,dja68kdmhtsm9x5zqzgtpqas4,T. Blidegn,,,5711310849,286,,5711310847,56,Back,5711310931,233,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869371,113,7,1,12,17,aqtkb4mgrz8c6iqfufj6qjbv9,1,60.8,74.4,2025-05-08T17:12:29.777Z,2025-05-08T17:12:35Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5711310903,56,Center,5711310917,233,106,5711310905,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869369,107,50,1,12,18,ajtb177oqwawkdwbqhldmq6mx,1,41.2,21.8,2025-05-08T17:12:31.153Z,2025-05-08T17:13:03Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5711310899,56,Back,5711310901,286,,5711311365,233,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869383,114,7,1,12,18,aqtkb4mgrz8c6iqfufj6qjbv9,1,58.8,78.2,2025-05-08T17:12:31.154Z,2025-05-08T17:13:04Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5711310957,56,Center,5711310959,285,,5711311371,233,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869377,108,83,1,12,19,ajtb177oqwawkdwbqhldmq6mx,0,35.4,27.3,2025-05-08T17:12:32.441Z,2025-05-08T17:12:41Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5711310999,399,1n4eldqa7h9jvcx1693zqu06i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869385,115,3,1,12,20,aqtkb4mgrz8c6iqfufj6qjbv9,0,60.3,76.8,2025-05-08T17:12:33.706Z,2025-05-08T19:05:35Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5711310963,286,,5711310961,56,Center,5711310973,233,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869379,109,7,1,12,20,ajtb177oqwawkdwbqhldmq6mx,1,39.7,23.2,2025-05-08T17:12:33.707Z,2025-05-08T19:05:35Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5711310939,56,Back,5711310941,285,,5711310969,233,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869387,111,1,1,12,22,ajtb177oqwawkdwbqhldmq6mx,1,35.9,32.1,2025-05-08T17:12:35.369Z,2025-05-08T17:17:15Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5711310989,140,42.9,5711310995,213,1.09,5711310993,212,15.9,5711310991,141,52.8,5711310987,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869389,112,4,1,12,26,ajtb177oqwawkdwbqhldmq6mx,1,49.1,50.4,2025-05-08T17:12:39.464Z,2025-05-08T19:05:22Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5711311003,13,,5711311009,265,,5711311005,56,Back,5711317583,286,,5711468213,233,116,5711311007,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869397,116,4,1,12,26,aqtkb4mgrz8c6iqfufj6qjbv9,0,50.9,49.6,2025-05-08T17:12:39.465Z,2025-05-08T20:01:01Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5711311093,56,Center,5711311099,285,,5711311095,152,,5711566317,55,117,5711468241,233,112,5711311091,13,,5711311097,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869405,117,17,1,12,36,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2025-05-08T17:12:49.067Z,2025-05-08T20:01:00Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5711311135,392,,5711566311,55,116,5711311137,13,243,5711311133,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869469,113,1,1,12,58,ajtb177oqwawkdwbqhldmq6mx,1,44.9,44.2,2025-05-08T17:13:11.608Z,2025-05-08T17:14:02Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5711311535,56,Center,5711311551,213,0.76,5711311543,141,53.1,5711311545,212,8.8,5711311539,140,51.0,5711312467,5,,5711312469,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869481,114,1,1,12,59,ajtb177oqwawkdwbqhldmq6mx,1,51.0,53.1,2025-05-08T17:13:12.648Z,2025-05-08T17:13:15Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5711311611,141,47.0,5711311607,56,Back,5711311613,212,8.3,5711311615,213,3.67,5711311609,140,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869487,115,1,1,13,2,ajtb177oqwawkdwbqhldmq6mx,1,42.1,41.0,2025-05-08T17:13:14.929Z,2025-05-08T17:13:18Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5711311659,141,55.8,5711311663,213,2.51,5711311661,212,17.0,5711311657,140,29.0,5711311655,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869497,116,1,1,13,5,ajtb177oqwawkdwbqhldmq6mx,1,30.4,56.4,2025-05-08T17:13:18.265Z,2025-05-08T17:13:23Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5711311721,140,33.4,5711311727,213,1.41,5711311719,56,Back,5711311723,141,84.7,5711311725,212,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869501,117,1,1,13,10,ajtb177oqwawkdwbqhldmq6mx,0,33.8,81.5,2025-05-08T17:13:22.958Z,2025-05-08T17:13:23Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5711311747,141,61.2,5711311745,140,56.2,5711311751,213,5.75,5711311749,212,27.3,5711311743,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869517,118,1,1,13,13,aqtkb4mgrz8c6iqfufj6qjbv9,1,33.9,49.0,2025-05-08T17:13:26.044Z,2025-05-08T17:13:28Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5711311841,56,Back,5711311847,212,3.6,5711311849,213,5.71,5711311843,140,36.8,5711311845,141,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869523,120,1,1,13,15,aqtkb4mgrz8c6iqfufj6qjbv9,1,38.8,48.2,2025-05-08T17:13:28.665Z,2025-05-08T17:13:29Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5711311869,56,Back,5711311875,212,5.9,5711311879,213,3.40,5711311873,141,46.0,5711311871,140,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869529,121,1,1,13,16,aqtkb4mgrz8c6iqfufj6qjbv9,1,33.4,46.0,2025-05-08T17:13:29.086Z,2025-05-08T17:13:30Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5711311911,212,10.3,5711311905,56,Back,5711311909,141,31.3,5711311907,140,31.2,5711311913,213,4.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869549,122,1,1,13,17,aqtkb4mgrz8c6iqfufj6qjbv9,1,31.7,30.6,2025-05-08T17:13:30.731Z,2025-05-08T17:13:37Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5711312031,212,16.8,5711312025,56,Back,5711312027,140,28.6,5711312033,213,1.77,5711312029,141,54.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869559,123,1,1,13,24,aqtkb4mgrz8c6iqfufj6qjbv9,1,29.2,59.6,2025-05-08T17:13:37.467Z,2025-05-08T17:13:40Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5711312103,213,4.59,5711312099,141,35.2,5711312101,212,16.7,5711312095,56,Back,5711312097,140,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869573,124,1,1,13,27,aqtkb4mgrz8c6iqfufj6qjbv9,1,28.6,31.8,2025-05-08T17:13:40.051Z,2025-05-08T17:13:44Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5711312169,140,45.3,5711312171,141,4.7,5711312175,213,5.47,5711312167,56,Back,5711312173,212,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869587,125,1,1,13,33,aqtkb4mgrz8c6iqfufj6qjbv9,0,55.9,9.2,2025-05-08T17:13:45.787Z,2025-05-08T17:13:48Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5711312269,141,17.3,5711312275,1,,5711312273,213,0.16,5711312267,140,89.3,5711312265,56,Right,5711312271,212,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869613,119,43,1,13,39,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2025-05-08T17:13:52.040Z,2025-05-08T17:21:18Z,ab3nxxoj7bxlnhot9htoex1xw,G. Højbjerg,,,5711312397,140,5.6,5711312401,212,20.5,5711312395,56,Back,5711312399,141,75.4,5711312403,213,3.68,5711323985,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869641,120,1,1,13,51,ajtb177oqwawkdwbqhldmq6mx,0,11.2,60.9,2025-05-08T17:14:04.577Z,2025-05-08T17:14:06Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,,5711312571,155,,5711312577,141,72.4,5711312573,56,Back,5711312579,212,26.2,5711312575,140,35.0,5711312581,213,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869651,126,44,1,13,54,aqtkb4mgrz8c6iqfufj6qjbv9,1,63.0,25.8,2025-05-08T17:14:07.191Z,2025-05-08T17:14:11Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5711312627,233,121,5711312625,286,,5711312623,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869649,121,44,1,13,54,ajtb177oqwawkdwbqhldmq6mx,0,37.0,74.2,2025-05-08T17:14:07.192Z,2025-05-08T17:14:13Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5711312637,233,126,5711312621,285,,5711312619,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869677,127,1,1,13,54,aqtkb4mgrz8c6iqfufj6qjbv9,1,60.0,23.0,2025-05-08T17:14:07.516Z,2025-05-08T17:14:12Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5711312743,141,41.5,5711312739,56,Center,5711312745,212,21.3,5711312737,3,,5711312741,140,76.4,5711312747,213,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869683,129,1,1,13,57,aqtkb4mgrz8c6iqfufj6qjbv9,1,77.4,41.8,2025-05-08T17:14:10.267Z,2025-05-08T17:14:13Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5711312777,141,54.2,5711312781,213,1.57,5711312775,140,77.4,5711312773,56,Center,5711312779,212,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869687,130,61,1,13,59,aqtkb4mgrz8c6iqfufj6qjbv9,1,77.4,54.3,2025-05-08T17:14:12.393Z,2025-05-08T17:14:14Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5711312795,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869685,122,1,1,14,0,ajtb177oqwawkdwbqhldmq6mx,0,21.6,34.9,2025-05-08T17:14:13.440Z,2025-05-08T17:14:14Z,1j48dmn5tafd2gp4rjmjlbm6s,Muhammad Huzaifa,,,5711312793,213,6.16,5711312785,56,Back,5711312787,140,41.1,5711312791,212,20.6,5711312789,141,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869691,123,8,1,14,2,ajtb177oqwawkdwbqhldmq6mx,1,33.2,29.2,2025-05-08T17:14:15.352Z,2025-05-08T17:14:15Z,1j48dmn5tafd2gp4rjmjlbm6s,Muhammad Huzaifa,,,5711312813,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869695,131,1,1,14,3,aqtkb4mgrz8c6iqfufj6qjbv9,0,64.0,73.8,2025-05-08T17:14:15.876Z,2025-05-08T17:14:16Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5711312833,212,8.6,5711312827,56,Left,5711312831,141,81.8,5711312829,140,70.3,5711312835,213,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869703,132,83,1,14,4,aqtkb4mgrz8c6iqfufj6qjbv9,0,67.8,84.1,2025-05-08T17:14:17.301Z,2025-05-08T17:14:21Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,,5711312949,399,1j48dmn5tafd2gp4rjmjlbm6s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869721,125,1,1,14,7,ajtb177oqwawkdwbqhldmq6mx,1,51.7,42.1,2025-05-08T17:14:20.256Z,2025-05-08T17:14:20Z,1j48dmn5tafd2gp4rjmjlbm6s,Muhammad Huzaifa,,,5711312931,140,51.4,5711312937,213,1.59,5711312929,56,Center,5711312933,141,65.5,5711312935,212,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869761,126,3,1,14,11,ajtb177oqwawkdwbqhldmq6mx,1,65.8,66.9,2025-05-08T17:14:24.440Z,2025-05-08T19:23:00Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5711313117,233,133,5711313109,56,Center,5711313111,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869743,133,45,1,14,11,aqtkb4mgrz8c6iqfufj6qjbv9,0,34.2,33.1,2025-05-08T17:14:24.440Z,2025-05-08T19:23:00Z,akiwokthm1z7rbifshqhs24t1,P. Larsen,,,5711313027,56,Back,5711313135,233,126,5711313029,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869767,127,1,1,14,16,ajtb177oqwawkdwbqhldmq6mx,1,62.7,91.5,2025-05-08T17:14:29.495Z,2025-05-08T17:14:32Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5711313143,140,54.4,5711313149,213,3.00,5711313145,141,93.3,5711313141,56,Left,5711313147,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869771,128,1,1,14,19,ajtb177oqwawkdwbqhldmq6mx,1,54.4,93.3,2025-05-08T17:14:32.367Z,2025-05-08T17:14:34Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5711313179,213,3.35,5711313173,140,52.3,5711313175,141,92.6,5711313171,56,Left,5711313177,212,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869775,129,1,1,14,21,ajtb177oqwawkdwbqhldmq6mx,1,52.3,92.6,2025-05-08T17:14:34.095Z,2025-05-08T17:14:35Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5711313203,213,0.40,5711313197,140,60.2,5711313201,212,9.0,5711313195,56,Left,5711313199,141,97.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869777,130,1,1,14,22,ajtb177oqwawkdwbqhldmq6mx,1,59.3,97.2,2025-05-08T17:14:35.551Z,2025-05-08T17:14:37Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5711313245,213,3.21,5711313239,140,47.8,5711313241,141,96.0,5711313243,212,12.1,5711313237,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869783,131,1,1,14,24,ajtb177oqwawkdwbqhldmq6mx,1,47.7,96.0,2025-05-08T17:14:37.440Z,2025-05-08T17:14:39Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5711313289,141,66.0,5711313291,212,22.6,5711313285,56,Back,5711313287,140,38.5,5711313293,213,4.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811869791,132,1,1,14,27,ajtb177oqwawkdwbqhldmq6mx,1,36.5,63.4,2025-05-08T17:14:39.776Z,2025-05-08T17:14:43Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5711313341,56,Back,5711313347,212,15.2,5711313343,140,22.1,5711313349,213,3.03,5711313345,141,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
