id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/14/value
2811861635,1,34,16,0,0,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2025-05-08T16:00:08.599Z,2025-05-08T20:36:14Z,,,,,5711262791,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5711262785,130,13,5711262783,59,"1, 11, 27, 2, 7, 4, 12, 6, 8, 9, 17, 3, 10, 16, 21, 22, 23, 25, 26, 34",5711262789,194,5z7y55t2o577r8ki3i5855as,5711296389,197,16344,5711262787,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5711262779,30,"8mswl5vzza12hylodrrsq3zvu, akiwokthm1z7rbifshqhs24t1, 85a9bmnu6fqvhlff28qm0e0a1, 9350utk4onh2hv5jznxqpkd7t, 5z7y55t2o577r8ki3i5855as, 5i6n6yne6fh410vk7p7kkokmi, 5dlh0fa9yo6z283w9p58xmnoq, 2tcdx5rp7vujnlid4oqqxdogk, 1n4eldqa7h9jvcx1693zqu06i, 1fjkjzsei9slx2t4zhsqdkve1, uiyol728wan4mxco2foplknp, 81gka3mi69fh8gyehyy8xo9as, bop31qof3lon7u6rvmb68ktzp, f0nicq49lzng7vjxm5gcpij8, khqldwfq14b7giakss24l9t5, e0u730to91qqtvvx16uhajz10, 3avg1grraylzm6xjt5kt18is4, 559w0q3q2smb3aeotyi724s9g, h7epk76hlpd9fi38jzyu7ac4, 7l7f98nn8gohmdacsdb2labkk",5711262781,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811861759,1,34,16,0,0,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2025-05-08T16:04:03.039Z,2025-05-08T20:00:34Z,,,,,5711296265,197,19798,5711263849,59,"1, 33, 21, 27, 28, 20, 18, 6, 11, 16, 10, 4, 5, 8, 9, 13, 15, 17, 30",5711263851,130,8,5711263845,30,"9y3vs6l0mjj38z0kw062jlh3p, 1j48dmn5tafd2gp4rjmjlbm6s, ab3nxxoj7bxlnhot9htoex1xw, 4a0jmv6qmwn01iuqp1mhnyzth, 8xe0fufxfgf5cuwgysz3r2j85, 6dki65mdd3letfjjj51i0w3c9, 86mx27krl6c613x6e3t9g3cic, e8vt8711wb40afht2v13omket, 8i0o1b8rjsab9se3v6vteqmfo, dja68kdmhtsm9x5zqzgtpqas4, kqj7nh6pqmqbt0abyyu0fcpg, 9213debwtuph6cjborx73sx78, 2uellcocrvapu7o70g5zdcmad, ezbixgm2km8iapnsl57bn4wkp, 5mmgppapbchmcj9zdtyw0w5xw, b2gkyjq8emj9pywryc3rycogl, x3ad9hfxts6jpfugy3kvq9d5, egnjbmbxkceiygmp2jty4b47o, e3n8xatusmgu7ttqpfdjanp3p",5711296263,194,4a0jmv6qmwn01iuqp1mhnyzth,5711263853,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",5711263855,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5711263847,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811866953,2,32,1,0,0,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2025-05-08T17:00:12.752Z,2025-05-08T17:00:13Z,,,,,5711297205,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811866955,2,32,1,0,0,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2025-05-08T17:00:12.752Z,2025-05-08T17:00:15Z,,,,,5711297223,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811866957,3,1,1,0,0,aqtkb4mgrz8c6iqfufj6qjbv9,1,50.0,50.0,2025-05-08T17:00:12.753Z,2025-05-08T17:00:14Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5711297235,213,3.65,5711297227,56,Back,5711297233,212,19.1,5711297229,140,34.1,5711297237,279,S,5711297231,141,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811866959,4,1,1,0,1,aqtkb4mgrz8c6iqfufj6qjbv9,1,33.9,36.1,2025-05-08T17:00:14.216Z,2025-05-08T17:00:17Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5711297247,140,34.7,5711297245,56,Back,5711297249,141,20.7,5711297251,212,10.5,5711297253,213,4.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811866961,5,1,1,0,4,aqtkb4mgrz8c6iqfufj6qjbv9,1,36.8,19.8,2025-05-08T17:00:17.144Z,2025-05-08T17:00:19Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5711297261,141,27.6,5711297259,140,42.4,5711297263,212,7.9,5711297265,213,0.73,5711297257,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811866963,6,4,1,0,6,aqtkb4mgrz8c6iqfufj6qjbv9,1,41.4,20.0,2025-05-08T17:00:19.057Z,2025-05-08T19:05:21Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5711297271,56,Back,5711297277,286,,5711297269,13,,5711297273,152,,5711297307,233,3,5711297275,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811866967,3,4,1,0,6,ajtb177oqwawkdwbqhldmq6mx,0,58.6,80.0,2025-05-08T17:00:19.058Z,2025-05-08T19:05:21Z,dja68kdmhtsm9x5zqzgtpqas4,T. Blidegn,,,5711297305,285,,5711297297,13,,5711297303,265,,5711297323,233,6,5711297299,56,Left,5711297301,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811866973,7,1,1,0,14,aqtkb4mgrz8c6iqfufj6qjbv9,1,41.2,28.2,2025-05-08T17:00:27.272Z,2025-05-08T17:00:29Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5711297357,212,5.9,5711297351,56,Back,5711297349,152,,5711297347,5,,5711297355,141,36.7,5711297359,213,1.79,5711297353,140,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811866983,8,1,1,0,16,aqtkb4mgrz8c6iqfufj6qjbv9,0,40.0,37.3,2025-05-08T17:00:29.209Z,2025-05-08T17:00:33Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5711297435,213,6.19,5711297437,1,,5711297429,140,72.5,5711297431,141,32.4,5711297425,155,,5711297433,212,34.3,5711297427,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811866977,4,44,1,0,18,ajtb177oqwawkdwbqhldmq6mx,1,24.3,70.1,2025-05-08T17:00:31.087Z,2025-05-08T19:17:13Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5711297393,56,Back,5711297449,233,9,5711297395,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811866985,9,44,1,0,18,aqtkb4mgrz8c6iqfufj6qjbv9,0,75.7,29.9,2025-05-08T17:00:31.088Z,2025-05-08T19:17:13Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5711297445,56,Center,5711297447,286,,5711297455,233,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811866981,5,12,1,0,19,ajtb177oqwawkdwbqhldmq6mx,1,17.9,73.6,2025-05-08T17:00:31.759Z,2025-05-08T17:00:32Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5711297417,141,78.2,5711297441,15,,5711297413,56,Back,5711297419,212,7.6,5711297415,140,24.5,5711297421,213,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811866989,10,1,1,0,20,aqtkb4mgrz8c6iqfufj6qjbv9,1,71.9,30.6,2025-05-08T17:00:33.160Z,2025-05-08T17:00:37Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5711297471,141,11.9,5711297469,140,70.1,5711297467,56,Right,5711297473,212,12.9,5711297475,213,4.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811866987,6,83,1,0,24,ajtb177oqwawkdwbqhldmq6mx,0,32.0,90.6,2025-05-08T17:00:36.997Z,2025-05-08T17:55:17Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5711297487,399,akiwokthm1z7rbifshqhs24t1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811866991,11,3,1,0,24,aqtkb4mgrz8c6iqfufj6qjbv9,1,68.8,9.2,2025-05-08T17:00:37.282Z,2025-05-08T19:22:58Z,akiwokthm1z7rbifshqhs24t1,P. Larsen,,,5711297483,286,,5711369847,233,443,5711297481,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811879997,443,45,1,0,24,ajtb177oqwawkdwbqhldmq6mx,0,31.2,90.8,2025-05-08T17:00:37.282Z,2025-05-08T19:22:59Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5711369863,233,11,5711369835,285,,5711369833,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811866993,12,1,1,0,25,aqtkb4mgrz8c6iqfufj6qjbv9,1,71.5,10.3,2025-05-08T17:00:38.656Z,2025-05-08T17:00:41Z,akiwokthm1z7rbifshqhs24t1,P. Larsen,,,5711297497,213,3.39,5711297489,56,Right,5711297491,140,68.4,5711297495,212,3.4,5711297493,141,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811866995,13,1,1,0,28,aqtkb4mgrz8c6iqfufj6qjbv9,0,68.6,11.9,2025-05-08T17:00:40.865Z,2025-05-08T17:00:41Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5711297505,140,74.6,5711297511,213,0.89,5711297507,141,23.3,5711297503,56,Center,5711297509,212,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811866999,8,1,1,0,30,ajtb177oqwawkdwbqhldmq6mx,1,33.2,75.4,2025-05-08T17:00:42.821Z,2025-05-08T17:55:33Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5711297527,213,0.95,5711297519,56,Back,5711297521,140,38.2,5711297525,212,9.1,5711297523,141,86.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811867001,9,1,1,0,32,ajtb177oqwawkdwbqhldmq6mx,1,38.2,86.2,2025-05-08T17:00:45.054Z,2025-05-08T17:00:46Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5711297545,141,75.6,5711297543,140,38.9,5711297549,213,4.81,5711297547,212,7.2,5711297541,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811867003,10,3,1,0,33,ajtb177oqwawkdwbqhldmq6mx,0,36.6,69.4,2025-05-08T17:00:46.173Z,2025-05-08T19:05:32Z,86mx27krl6c613x6e3t9g3cic,F. Isaki,,,5711297555,56,Back,5711297571,233,14,5711297557,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811867005,14,7,1,0,33,aqtkb4mgrz8c6iqfufj6qjbv9,1,63.4,30.6,2025-05-08T17:00:46.174Z,2025-05-08T19:05:32Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,1.0,,5711297561,56,Center,5711297569,285,,5711297565,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811867009,16,13,1,0,36,aqtkb4mgrz8c6iqfufj6qjbv9,1,71.0,44.0,2025-05-08T17:00:49.136Z,2025-05-08T19:28:57Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5711297579,18,,5711297615,103,5.6,5711297581,56,Center,5711519787,215,,5711297609,55,14,5711297603,83,,5711297577,22,,5711297613,102,59.2,5711297619,231,48.0,5711297617,230,98.1,5711297597,20,5711297605,29,,,,,,,,,,,,,,,,,,,,,,
2811867019,11,5,1,0,36,ajtb177oqwawkdwbqhldmq6mx,1,-0.3,43.0,2025-05-08T17:00:49.263Z,2025-05-08T18:13:07Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5711297685,346,,5711297689,233,17,5711297683,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811867011,17,5,1,0,36,aqtkb4mgrz8c6iqfufj6qjbv9,0,100.3,57.0,2025-05-08T17:00:49.263Z,2025-05-08T18:13:07Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5711297593,56,Center,5711297695,233,11,5711297595,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811867021,12,1,1,0,55,ajtb177oqwawkdwbqhldmq6mx,1,4.2,58.4,2025-05-08T17:01:07.973Z,2025-05-08T17:56:16Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5711297707,141,47.9,5711297715,237,,5711297701,124,,5711297711,213,4.61,5711297705,140,3.5,5711297709,212,7.2,5711297703,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811867023,13,1,1,0,56,ajtb177oqwawkdwbqhldmq6mx,1,3.5,47.9,2025-05-08T17:01:08.998Z,2025-05-08T17:01:11Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,,5711297721,140,29.4,5711297727,213,6.10,5711297719,56,Back,5711297723,141,40.6,5711297729,1,,5711297717,157,,5711297725,212,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811867025,14,61,1,0,58,ajtb177oqwawkdwbqhldmq6mx,0,29.4,41.2,2025-05-08T17:01:11.734Z,2025-05-08T17:01:12Z,dja68kdmhtsm9x5zqzgtpqas4,T. Blidegn,,,5711297733,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811867027,18,1,1,0,59,aqtkb4mgrz8c6iqfufj6qjbv9,0,63.1,47.8,2025-05-08T17:01:12.148Z,2025-05-08T17:01:12Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5711297741,141,33.6,5711297737,56,Center,5711297743,212,9.7,5711297745,213,4.84,5711297739,140,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811867029,15,1,1,1,0,ajtb177oqwawkdwbqhldmq6mx,0,29.7,83.5,2025-05-08T17:01:13.478Z,2025-05-08T17:01:14Z,ab3nxxoj7bxlnhot9htoex1xw,G. Højbjerg,,,5711297751,141,100.0,5711297749,140,67.0,5711297753,212,41.1,5711297747,56,Left,5711297755,213,0.31,5711297757,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811867031,16,5,1,1,1,ajtb177oqwawkdwbqhldmq6mx,0,62.8,102.0,2025-05-08T17:01:14.127Z,2025-05-08T18:13:08Z,ab3nxxoj7bxlnhot9htoex1xw,G. Højbjerg,,,5711297759,56,Left,5711297761,347,,5711297897,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811867057,19,5,1,1,1,aqtkb4mgrz8c6iqfufj6qjbv9,1,37.2,-2.0,2025-05-08T17:01:14.127Z,2025-05-08T18:13:08Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5711297879,347,,5711297881,233,16,5711297877,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811867061,20,1,1,1,15,aqtkb4mgrz8c6iqfufj6qjbv9,1,42.4,0.0,2025-05-08T17:01:28.745Z,2025-05-08T17:01:30Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5711297913,107,,5711297919,141,9.2,5711297915,56,Back,5711297921,212,25.3,5711297925,1,,5711297937,189,,5711297923,213,2.84,5711297917,140,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811867077,21,1,1,1,17,aqtkb4mgrz8c6iqfufj6qjbv9,1,19.3,10.1,2025-05-08T17:01:30.706Z,2025-05-08T17:01:33Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5711298017,1,,5711298009,140,66.7,5711298005,157,,5711298011,141,43.6,5711298015,213,0.43,5711298013,212,54.7,5711298007,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811867083,22,44,1,1,20,aqtkb4mgrz8c6iqfufj6qjbv9,1,70.2,62.3,2025-05-08T17:01:33.745Z,2025-05-08T19:17:14Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5711298049,286,,5711298069,233,17,5711298047,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811867087,17,44,1,1,20,ajtb177oqwawkdwbqhldmq6mx,0,29.8,37.7,2025-05-08T17:01:33.746Z,2025-05-08T19:17:14Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5711298065,56,Back,5711298067,285,,5711298073,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811867091,23,1,1,1,21,aqtkb4mgrz8c6iqfufj6qjbv9,1,69.7,50.9,2025-05-08T17:01:34.178Z,2025-05-08T20:39:29Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5711298103,212,15.1,5711298101,141,55.7,5711298093,3,,5711298099,140,83.7,5711298095,168,,5711298105,213,0.22,5711298097,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811867093,24,4,1,1,25,aqtkb4mgrz8c6iqfufj6qjbv9,1,88.1,64.1,2025-05-08T17:01:38.675Z,2025-05-08T17:02:57Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5711299279,348,1n4eldqa7h9jvcx1693zqu06i,5711298235,233,18,5711298153,265,,5711298141,9,,5711298157,286,,5711298145,56,Center,5711298149,152,,5711298143,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811867103,18,4,1,1,25,ajtb177oqwawkdwbqhldmq6mx,0,11.9,35.9,2025-05-08T17:01:38.676Z,2025-05-08T17:57:01Z,1j48dmn5tafd2gp4rjmjlbm6s,Muhammad Huzaifa,,,5711298217,13,,5711298223,265,,5711298225,285,,5711298221,152,,5711298249,233,24,5711298215,9,,5711298219,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811867237,19,58,1,2,27,ajtb177oqwawkdwbqhldmq6mx,0,0.0,0.0,2025-05-08T17:02:40.122Z,2025-05-08T17:02:49Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,,5711298977,56,Back,5711298969,9,,5711299129,233,25,5711298971,186,,5711298975,73,,5711298973,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811867241,25,16,1,2,27,aqtkb4mgrz8c6iqfufj6qjbv9,1,88.5,50.0,2025-05-08T17:02:40.122Z,2025-05-08T19:29:37Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5711299257,353,19,5711299219,76,,5711299231,231,48.7,5711299241,472,24,5711299221,102,53.0,5711298987,56,Center,5711299091,375,02:26.646,5711299223,103,5.1,5711299229,230,99.3,5711299237,282,aqtkb4mgrz8c6iqfufj6qjbv9,5711298983,9,5711298989,214,5711299227,458,5711299233,280,PENALTY_WON,5711299083,20,5711299225,390,658556,5711299235,281,1fjkjzsei9slx2t4zhsqdkve1,5711299087,374,2025-05-08 18:02:39.398,5711298985,17,,,,
2811867359,20,1,1,3,6,ajtb177oqwawkdwbqhldmq6mx,1,49.9,50.0,2025-05-08T17:03:19.708Z,2025-05-08T17:03:21Z,ab3nxxoj7bxlnhot9htoex1xw,G. Højbjerg,,,5711299691,56,Back,5711299699,213,2.74,5711299693,140,25.6,5711299701,279,G,5711299695,141,66.0,5711299697,212,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811867381,21,1,1,3,8,ajtb177oqwawkdwbqhldmq6mx,0,25.5,66.1,2025-05-08T17:03:21.468Z,2025-05-08T17:57:24Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5711299809,141,12.9,5711299969,155,,5711299805,56,Right,5711299811,212,76.8,5711299815,1,,5711299813,213,5.79,5711299807,140,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811867387,26,1,1,3,15,aqtkb4mgrz8c6iqfufj6qjbv9,1,8.5,89.6,2025-05-08T17:03:28.459Z,2025-05-08T17:03:31Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,,5711299861,213,5.29,5711299853,56,Back,5711299859,212,10.3,5711299855,140,13.9,5711299857,141,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811867401,28,1,1,3,19,aqtkb4mgrz8c6iqfufj6qjbv9,1,14.0,77.0,2025-05-08T17:03:31.761Z,2025-05-08T17:03:34Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5711299915,213,0.03,5711299909,140,24.4,5711299913,212,10.9,5711299907,56,Back,5711299911,141,77.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811867421,29,1,1,3,21,aqtkb4mgrz8c6iqfufj6qjbv9,1,25.0,75.7,2025-05-08T17:03:33.907Z,2025-05-08T17:03:38Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5711300027,212,34.6,5711300021,56,Back,5711300025,141,27.4,5711300031,1,,5711300023,140,35.4,5711300029,213,5.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811867431,30,1,1,3,26,aqtkb4mgrz8c6iqfufj6qjbv9,1,40.9,8.5,2025-05-08T17:03:38.771Z,2025-05-08T17:03:41Z,akiwokthm1z7rbifshqhs24t1,P. Larsen,,,5711300095,213,3.20,5711300089,140,28.4,5711300087,56,Back,5711300091,141,7.4,5711300093,212,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811867443,31,1,1,3,28,aqtkb4mgrz8c6iqfufj6qjbv9,1,27.4,11.9,2025-05-08T17:03:41.123Z,2025-05-08T17:03:43Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5711300129,56,Back,5711300137,213,2.42,5711300131,140,12.2,5711300135,212,21.2,5711300133,141,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811867471,32,1,1,3,30,aqtkb4mgrz8c6iqfufj6qjbv9,1,12.2,32.5,2025-05-08T17:03:43.619Z,2025-05-08T17:03:49Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5711300285,212,35.5,5711300289,1,,5711300283,141,55.2,5711300277,157,,5711300287,213,0.45,5711300279,56,Back,5711300281,140,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811867495,33,1,1,3,36,aqtkb4mgrz8c6iqfufj6qjbv9,1,43.3,62.0,2025-05-08T17:03:48.827Z,2025-05-08T17:03:52Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5711300417,141,82.6,5711300421,213,0.72,5711300415,140,58.4,5711300413,56,Left,5711300419,212,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811867519,34,1,1,3,39,aqtkb4mgrz8c6iqfufj6qjbv9,0,75.5,92.7,2025-05-08T17:03:52.731Z,2025-05-08T17:03:59Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,,5711300537,155,,5711300541,140,96.6,5711300547,213,5.15,5711300551,345,,5711300549,1,,5711300543,141,23.9,5711300535,2,,5711300539,56,Center,5711300545,212,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811867537,22,43,1,3,44,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2025-05-08T17:03:56.894Z,2025-05-08T17:04:03Z,1j48dmn5tafd2gp4rjmjlbm6s,Muhammad Huzaifa,,,5711300589,56,Back,5711300703,144,5,5711300591,346,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811867541,23,12,1,3,47,ajtb177oqwawkdwbqhldmq6mx,1,3.3,64.0,2025-05-08T17:04:00.110Z,2025-05-08T17:04:02Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5711300611,212,34.7,5711300605,56,Back,5711300609,141,100.0,5711300639,167,,5711300607,140,25.3,5711300613,213,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811867547,24,5,1,3,48,ajtb177oqwawkdwbqhldmq6mx,0,25.2,101.7,2025-05-08T17:04:00.860Z,2025-05-08T18:13:09Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5711300633,347,,5711300859,233,35,5711300631,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811867581,35,5,1,3,48,aqtkb4mgrz8c6iqfufj6qjbv9,1,74.8,-1.7,2025-05-08T17:04:00.860Z,2025-05-08T18:13:09Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,,5711300845,233,24,5711300813,347,,5711300811,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811867589,36,1,1,3,53,aqtkb4mgrz8c6iqfufj6qjbv9,1,75.5,0.0,2025-05-08T17:04:06.291Z,2025-05-08T17:04:08Z,akiwokthm1z7rbifshqhs24t1,P. Larsen,,,5711300883,56,Right,5711300889,212,21.4,5711300891,213,2.70,5711300885,140,57.1,5711300881,107,,5711300919,189,,5711300887,141,11.4,5711300893,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
