id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2781527081,69,5,1,7,18,8gxd9ry2580pu1b1dd5ny9ymy,0,67.8,-2.0,2025-02-27T18:07:49.259Z,2025-02-27T18:07:54Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5544457435,347,,5544457519,233,92,5544457433,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527091,92,5,1,7,18,6wwwud48qahpwrfxs20334qk5,1,32.2,102.0,2025-02-27T18:07:49.259Z,2025-02-27T18:53:24Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5544457485,347,,5544457509,233,69,5544457483,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527135,93,1,1,7,29,6wwwud48qahpwrfxs20334qk5,1,27.2,100.0,2025-02-27T18:08:00.258Z,2025-02-27T18:08:02Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5544457725,141,89.9,5544457723,140,30.8,5544457721,56,Back,5544457719,107,,5544457727,212,8.7,5544457729,213,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527147,94,1,1,7,32,6wwwud48qahpwrfxs20334qk5,1,28.6,91.8,2025-02-27T18:08:02.650Z,2025-02-27T18:08:04Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5544457789,213,1.48,5544457781,56,Back,5544457787,212,3.4,5544457783,140,28.9,5544457785,141,96.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527163,95,1,1,7,34,6wwwud48qahpwrfxs20334qk5,1,32.0,96.2,2025-02-27T18:08:04.691Z,2025-02-27T18:08:09Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5544457879,212,12.8,5544457881,213,5.36,5544457873,56,Back,5544457877,141,81.2,5544457875,140,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527187,96,1,1,7,39,6wwwud48qahpwrfxs20334qk5,1,55.0,74.8,2025-02-27T18:08:09.658Z,2025-02-27T18:08:15Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5544457991,56,Left,5544457999,213,0.23,5544457997,212,19.9,5544457993,140,73.5,5544457995,141,81.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527201,97,1,1,7,45,6wwwud48qahpwrfxs20334qk5,1,92.6,87.7,2025-02-27T18:08:15.705Z,2025-02-27T18:08:21Z,876cmwkx9p9wsqgdddfzmipzo,M. Staghøj Huldahl,,,5544458129,141,93.2,5544458133,213,2.63,5544458125,56,Left,5544458127,140,86.2,5544458131,212,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527215,70,83,1,7,49,8gxd9ry2580pu1b1dd5ny9ymy,0,21.4,18.0,2025-02-27T18:08:20.490Z,2025-02-28T10:48:12Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5544458345,399,ayxi2m0g0pm6rl1ba5pto66z9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527213,98,1,1,7,50,6wwwud48qahpwrfxs20334qk5,1,77.0,89.6,2025-02-27T18:08:21.290Z,2025-02-27T18:08:23Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5544458203,213,2.32,5544458199,141,95.1,5544458197,140,73.7,5544458201,212,5.1,5544458195,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527219,99,1,1,7,52,6wwwud48qahpwrfxs20334qk5,1,71.7,94.8,2025-02-27T18:08:22.866Z,2025-02-27T18:08:24Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5544458259,212,5.5,5544458255,140,68.7,5544458261,213,4.11,5544458257,141,88.1,5544458253,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527231,100,1,1,7,53,6wwwud48qahpwrfxs20334qk5,1,67.9,87.7,2025-02-27T18:08:24.082Z,2025-02-27T18:08:27Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5544458339,212,14.4,5544458333,56,Left,5544458337,141,91.5,5544458341,213,2.96,5544458335,140,54.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527269,101,1,1,7,56,6wwwud48qahpwrfxs20334qk5,1,56.0,89.3,2025-02-27T18:08:26.929Z,2025-02-27T18:08:36Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5544458527,56,Left,5544458531,141,89.9,5544458535,213,0.01,5544458529,140,95.6,5544458533,212,41.6,5544458525,155,,5544458537,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527249,71,83,1,8,0,8gxd9ry2580pu1b1dd5ny9ymy,0,8.3,17.7,2025-02-27T18:08:31.322Z,2025-02-27T18:09:13Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5544459621,399,ayxi2m0g0pm6rl1ba5pto66z9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527255,72,45,1,8,4,8gxd9ry2580pu1b1dd5ny9ymy,0,6.6,30.4,2025-02-27T18:08:34.730Z,2025-02-27T18:09:14Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5544458463,56,Back,5544458465,285,,5544459515,233,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527445,106,3,1,8,4,6wwwud48qahpwrfxs20334qk5,1,93.4,69.6,2025-02-27T18:08:34.730Z,2025-02-28T10:58:46Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5544982227,465,,5544459495,286,,5544459497,233,72,5544459493,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527275,102,1,1,8,5,6wwwud48qahpwrfxs20334qk5,0,97.4,73.9,2025-02-27T18:08:35.802Z,2025-02-27T18:52:21Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5544458565,212,8.8,5544458559,56,Center,5544458563,141,61.4,5544458567,213,4.44,5544458561,140,95.1,5544473611,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527299,73,12,1,8,6,8gxd9ry2580pu1b1dd5ny9ymy,1,4.3,44.3,2025-02-27T18:08:37.482Z,2025-02-28T10:58:54Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5544458683,140,9.7,5544458687,212,20.2,5544458685,141,15.8,5544458681,56,Back,5544458689,213,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527295,103,1,1,8,8,6wwwud48qahpwrfxs20334qk5,0,92.5,82.4,2025-02-27T18:08:39.402Z,2025-02-28T10:59:56Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5544458659,56,Center,5544458667,213,4.79,5544458657,155,,5544458665,212,21.2,5544982471,224,,5544458663,141,51.3,5544458661,140,94.1,5544458655,2,,5544982473,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527303,74,12,1,8,10,8gxd9ry2580pu1b1dd5ny9ymy,1,10.3,52.4,2025-02-27T18:08:40.938Z,2025-02-27T18:17:54Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5544458695,141,57.6,5544458697,212,8.5,5544458693,140,17.7,5544458699,213,0.43,5544458691,56,Back,5544458701,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527329,104,13,1,8,14,6wwwud48qahpwrfxs20334qk5,1,83.1,51.7,2025-02-27T18:08:44.929Z,2025-02-28T11:00:29Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5544475957,102,40.5,5544458819,56,Center,5544475967,458,,5544475963,108,,5544475965,328,,5544469589,20,,5544475971,231,50.4,5544475969,230,98.6,5544475959,103,18.1,5544458817,17,5544475961,215,5544982603,75,5544458815,22,,,,,,,,,,,,,,,,,,,
2781527339,75,5,1,8,15,8gxd9ry2580pu1b1dd5ny9ymy,1,-1.4,59.0,2025-02-27T18:08:45.763Z,2025-02-27T18:18:04Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5544459379,233,105,5544458869,56,Back,5544458871,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527429,105,5,1,8,15,6wwwud48qahpwrfxs20334qk5,0,101.4,41.0,2025-02-27T18:08:45.763Z,2025-02-27T18:53:25Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5544459353,346,,5544459351,56,Center,5544459401,233,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527467,76,1,1,8,38,8gxd9ry2580pu1b1dd5ny9ymy,1,5.0,55.2,2025-02-27T18:09:08.554Z,2025-02-28T11:01:07Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,,5544459575,56,Center,5544459585,1,,5544459573,124,,5544459583,213,6.16,5544459581,212,58.1,5544459577,140,59.9,5544459579,141,44.6,5544459589,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781530367,213,44,1,8,41,8gxd9ry2580pu1b1dd5ny9ymy,1,59.7,49.2,2025-02-27T18:09:11.794Z,2025-02-27T19:58:51Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5544477277,56,Center,5544477291,233,107,5544477279,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527475,107,44,1,8,41,6wwwud48qahpwrfxs20334qk5,0,40.3,50.8,2025-02-27T18:09:11.795Z,2025-02-27T19:58:52Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5544459617,56,Back,5544459619,285,,5544477297,233,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527473,77,1,1,8,41,8gxd9ry2580pu1b1dd5ny9ymy,0,60.0,44.0,2025-02-27T18:09:11.905Z,2025-02-28T11:01:17Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5544459615,213,3.90,5544982693,156,,5544459613,212,11.9,5544459609,140,51.8,5544459611,141,31.9,5544459607,56,Center,5544459605,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527479,108,61,1,8,44,6wwwud48qahpwrfxs20334qk5,0,48.0,54.3,2025-02-27T18:09:15.242Z,2025-02-27T18:09:15Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5544459641,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527491,78,1,1,8,45,8gxd9ry2580pu1b1dd5ny9ymy,1,53.6,38.8,2025-02-27T18:09:15.658Z,2025-02-27T18:21:04Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5544459723,56,Back,5544459725,140,48.1,5544459729,212,8.3,5544459727,141,47.6,5544459731,213,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527497,79,1,1,8,46,8gxd9ry2580pu1b1dd5ny9ymy,1,42.4,65.1,2025-02-27T18:09:17.337Z,2025-02-27T18:09:19Z,db671oj1jx2uknf12t8b3s7x0,M. Coşkun,,,5544459777,141,59.4,5544459773,56,Back,5544459775,140,31.4,5544459779,212,12.2,5544459781,213,3.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527513,80,1,1,8,48,8gxd9ry2580pu1b1dd5ny9ymy,1,29.6,59.6,2025-02-27T18:09:19.410Z,2025-02-27T18:09:24Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5544459875,140,30.3,5544459873,56,Back,5544459877,141,31.3,5544459881,213,4.75,5544459879,212,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527529,82,1,1,8,54,8gxd9ry2580pu1b1dd5ny9ymy,1,28.8,34.9,2025-02-27T18:09:25.386Z,2025-02-27T18:09:26Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5544459963,141,62.0,5544459965,212,18.5,5544459961,140,30.1,5544459959,56,Back,5544459967,213,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527541,83,1,1,8,55,8gxd9ry2580pu1b1dd5ny9ymy,1,30.1,62.0,2025-02-27T18:09:26.450Z,2025-02-27T18:09:27Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5544459985,141,85.3,5544459983,140,46.3,5544459987,212,23.2,5544459981,56,Back,5544459989,213,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527543,84,1,1,8,57,8gxd9ry2580pu1b1dd5ny9ymy,0,46.3,85.3,2025-02-27T18:09:27.521Z,2025-02-27T18:09:28Z,db671oj1jx2uknf12t8b3s7x0,M. Coşkun,,,5544460005,140,54.7,5544460011,213,5.94,5544460007,141,80.6,5544460003,56,Left,5544460009,212,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527555,110,1,1,8,59,6wwwud48qahpwrfxs20334qk5,1,42.1,16.1,2025-02-27T18:09:29.561Z,2025-02-27T18:09:30Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5544460061,212,6.2,5544460057,140,45.5,5544460055,56,Back,5544460063,213,5.32,5544460059,141,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527563,111,1,1,9,0,6wwwud48qahpwrfxs20334qk5,1,45.5,8.6,2025-02-27T18:09:31.185Z,2025-02-28T11:01:41Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5544460089,56,Back,5544460097,213,1.99,5544460091,140,42.3,5544460095,212,8.3,5544460093,141,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527573,112,1,1,9,1,6wwwud48qahpwrfxs20334qk5,0,44.7,29.4,2025-02-27T18:09:31.785Z,2025-02-27T18:24:04Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5544460153,140,56.6,5544460157,212,19.7,5544460155,141,51.8,5544460151,56,Center,5544460159,213,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781531205,249,8,1,9,2,8gxd9ry2580pu1b1dd5ny9ymy,1,48.6,59.1,2025-02-27T18:09:33.078Z,2025-02-28T11:01:49Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5544982771,385,,5544482249,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527577,113,43,1,9,3,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2025-02-27T18:09:33.842Z,2025-02-27T18:24:01Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5544481489,144,61,5544460175,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527619,86,1,1,9,10,8gxd9ry2580pu1b1dd5ny9ymy,1,30.1,21.0,2025-02-27T18:09:41.361Z,2025-02-27T18:09:45Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5544460469,140,32.6,5544460471,141,64.2,5544460473,212,29.5,5544460475,213,1.48,5544460467,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527639,87,1,1,9,14,8gxd9ry2580pu1b1dd5ny9ymy,1,32.2,63.9,2025-02-27T18:09:45.066Z,2025-02-27T18:09:50Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5544460595,56,Back,5544460599,141,79.1,5544460601,212,11.5,5544460603,213,1.11,5544460597,140,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527653,88,1,1,9,19,8gxd9ry2580pu1b1dd5ny9ymy,1,37.1,79.0,2025-02-27T18:09:50.241Z,2025-02-27T18:10:02Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,,5544460675,140,30.1,5544460673,56,Back,5544460677,141,38.8,5544460679,212,28.3,5544460681,213,4.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781531901,281,1,1,9,20,8gxd9ry2580pu1b1dd5ny9ymy,1,29.9,76.7,2025-02-27T18:09:50.729Z,2025-02-27T18:29:03Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5544486771,213,4.81,5544486769,212,4.1,5544486767,141,70.7,5544486763,56,Back,5544486765,140,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527659,89,1,1,9,21,8gxd9ry2580pu1b1dd5ny9ymy,1,30.1,38.8,2025-02-27T18:09:52.113Z,2025-02-27T18:55:47Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5544460753,212,15.8,5544460755,213,1.35,5544460751,141,61.5,5544460749,140,33.4,5544460747,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527673,90,1,1,9,23,8gxd9ry2580pu1b1dd5ny9ymy,1,33.7,63.3,2025-02-27T18:09:54.273Z,2025-02-27T18:09:57Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5544460841,56,Back,5544460849,213,1.15,5544460843,140,40.2,5544460847,212,16.7,5544460845,141,85.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527697,91,1,1,9,27,8gxd9ry2580pu1b1dd5ny9ymy,1,40.4,85.3,2025-02-27T18:09:57.658Z,2025-02-27T18:10:01Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,,5544460997,140,33.4,5544460999,141,66.4,5544460995,56,Back,5544461003,213,4.19,5544461001,212,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527727,92,1,1,9,32,8gxd9ry2580pu1b1dd5ny9ymy,1,32.5,52.7,2025-02-27T18:10:03.304Z,2025-02-27T18:10:07Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5544461151,56,Back,5544461159,213,1.06,5544461155,141,87.2,5544461157,212,26.9,5544461153,140,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527749,93,1,1,9,36,8gxd9ry2580pu1b1dd5ny9ymy,1,56.0,89.7,2025-02-27T18:10:07.321Z,2025-02-27T18:10:11Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,,5544461247,212,23.9,5544461243,140,40.5,5544461245,141,63.9,5544461249,213,3.96,5544461241,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527773,94,1,1,9,40,8gxd9ry2580pu1b1dd5ny9ymy,1,44.5,58.7,2025-02-27T18:10:11.401Z,2025-02-27T18:10:15Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5544461411,155,,5544461419,212,45.9,5544461423,1,,5544461413,56,Right,5544461417,141,5.0,5544461421,213,5.36,5544461415,140,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527785,95,1,1,9,44,8gxd9ry2580pu1b1dd5ny9ymy,1,65.9,3.8,2025-02-27T18:10:15.129Z,2025-02-27T18:10:19Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5544461497,213,2.76,5544461489,56,Back,5544461493,141,21.3,5544461495,212,31.8,5544461491,140,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527793,96,1,1,9,48,8gxd9ry2580pu1b1dd5ny9ymy,1,39.0,23.0,2025-02-27T18:10:18.905Z,2025-02-27T18:10:21Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5544461541,141,47.2,5544461537,56,Back,5544461539,140,33.0,5544461545,213,1.94,5544461543,212,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527803,97,1,1,9,50,8gxd9ry2580pu1b1dd5ny9ymy,1,33.8,48.4,2025-02-27T18:10:21.297Z,2025-02-27T18:10:24Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5544461629,213,1.08,5544461627,212,23.3,5544461621,56,Back,5544461625,141,78.7,5544461623,140,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527817,98,1,1,9,53,8gxd9ry2580pu1b1dd5ny9ymy,1,44.9,82.6,2025-02-27T18:10:23.976Z,2025-02-27T18:10:27Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,,5544461693,140,65.6,5544461697,212,21.9,5544461695,141,86.3,5544461691,56,Left,5544461699,213,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527823,99,1,1,9,56,8gxd9ry2580pu1b1dd5ny9ymy,1,56.8,94.8,2025-02-27T18:10:27.113Z,2025-02-27T18:10:30Z,db671oj1jx2uknf12t8b3s7x0,M. Coşkun,,,5544461729,140,42.1,5544461733,212,15.4,5544461735,213,3.18,5544461727,56,Back,5544461731,141,93.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527855,100,1,1,9,59,8gxd9ry2580pu1b1dd5ny9ymy,1,53.1,93.2,2025-02-27T18:10:30.329Z,2025-02-27T18:10:35Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,,5544461925,141,93.9,5544461923,140,71.1,5544461921,56,Left,5544461927,212,18.9,5544461929,213,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527867,101,1,1,10,4,8gxd9ry2580pu1b1dd5ny9ymy,1,75.9,93.9,2025-02-27T18:10:35.272Z,2025-02-28T11:02:53Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,1.0,,5544462009,141,62.9,5544462013,213,5.28,5544462001,2,,5544982999,224,,5544462577,154,,5544462007,140,88.6,5544983001,72,,5544462575,210,15,5544462005,56,Center,5544462011,212,5544462003,155,,,,,24.9,,,,,,,,,,,,,,,,,,
2781527873,102,44,1,10,7,8gxd9ry2580pu1b1dd5ny9ymy,1,90.4,55.2,2025-02-27T18:10:37.888Z,2025-02-27T18:10:43Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,,5544462033,56,Center,5544462099,233,114,5544462035,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527871,114,44,1,10,7,6wwwud48qahpwrfxs20334qk5,0,9.6,44.8,2025-02-27T18:10:37.889Z,2025-02-27T18:10:44Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5544462029,56,Back,5544462109,233,102,5544462031,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527877,103,15,1,10,7,8gxd9ry2580pu1b1dd5ny9ymy,1,90.2,54.6,2025-02-27T18:10:38.337Z,2025-02-28T11:03:26Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,,5544462603,230,98.9,5544462611,233,115,5544462605,231,51.6,5544462479,82,,5544462599,146,92.1,5544462589,154,,5544462591,55,101,5544462051,22,,5544462587,29,,5544462597,103,5544983045,76,5544462477,328,5544462601,147,19,54.2,5544462595,102,52.3,5544462055,56,Center,5544462053,17,5544462473,15,,,,,,,
2781527883,115,10,1,10,7,6wwwud48qahpwrfxs20334qk5,1,7.7,41.7,2025-02-27T18:10:38.437Z,2025-02-27T20:26:07Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5544462083,94,,5544462085,56,Back,5544462627,233,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527907,116,4,1,10,13,6wwwud48qahpwrfxs20334qk5,1,23.8,16.8,2025-02-27T18:10:44.218Z,2025-02-28T11:03:54Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5544462369,294,,5544462263,152,,5544462373,233,104,5544462261,56,Back,5544462267,285,,5544462259,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781527919,104,4,1,10,13,8gxd9ry2580pu1b1dd5ny9ymy,0,76.2,83.2,2025-02-27T18:10:44.219Z,2025-02-28T11:03:56Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5544462367,286,,5544462363,152,,5544462359,13,,5544488871,294,,5544462379,233,116,5544462361,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781528033,118,1,1,10,47,6wwwud48qahpwrfxs20334qk5,1,22.3,24.0,2025-02-27T18:11:18.042Z,2025-02-27T18:11:22Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5544463079,152,,5544463089,213,0.22,5544463077,157,,5544463087,212,46.3,5544463081,56,Center,5544463091,1,,5544463075,5,,5544463085,141,39.1,5544463083,140,65.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781528035,119,44,1,10,51,6wwwud48qahpwrfxs20334qk5,1,67.8,43.4,2025-02-27T18:11:21.887Z,2025-02-27T18:11:25Z,876cmwkx9p9wsqgdddfzmipzo,M. Staghøj Huldahl,,,5544463097,286,,5544463095,56,Center,5544463099,233,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781528029,105,44,1,10,51,8gxd9ry2580pu1b1dd5ny9ymy,0,32.2,56.6,2025-02-27T18:11:21.888Z,2025-02-27T18:11:24Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5544463051,56,Back,5544463053,285,,5544463105,233,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781528051,120,1,1,10,51,6wwwud48qahpwrfxs20334qk5,1,66.7,42.1,2025-02-27T18:11:22.281Z,2025-02-27T18:11:25Z,876cmwkx9p9wsqgdddfzmipzo,M. Staghøj Huldahl,,,5544463195,140,91.7,5544463201,212,28.6,5544463197,141,25.3,5544463193,56,Center,5544463191,168,,5544463189,3,,5544463203,213,5.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781528055,121,1,1,10,54,6wwwud48qahpwrfxs20334qk5,0,94.1,27.9,2025-02-27T18:11:25.321Z,2025-02-27T18:11:26Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5544463225,141,50.4,5544463223,140,88.6,5544463227,212,16.4,5544463229,213,1.93,5544463221,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
