id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/16/value
2751856991,180,61,1,16,12,dbl7ir1qugqz8nvp1vzn8im50,0,35.7,39.1,2024-11-25T17:47:29.887Z,2024-11-25T17:50:04Z,wrckom9vy4352nos44600ydw,T. Slotsager,,,5383297417,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751855895,134,3,1,16,13,7gkglopz9cjsysn2u6sbhuvc5,0,57.8,61.6,2024-11-25T17:47:30.847Z,2024-11-25T17:53:06Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5383304695,233,151,5383304621,286,,5383291783,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751855879,151,7,1,16,13,dbl7ir1qugqz8nvp1vzn8im50,0,42.2,38.4,2024-11-25T17:47:30.848Z,2024-11-25T17:53:06Z,wrckom9vy4352nos44600ydw,T. Slotsager,,,5383297835,285,,5383304687,233,134,5383291719,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751857595,195,61,1,16,14,dbl7ir1qugqz8nvp1vzn8im50,1,28.8,33.9,2024-11-25T17:47:31.521Z,2024-11-25T17:51:30Z,wrckom9vy4352nos44600ydw,T. Slotsager,,,5383300683,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751855909,153,1,1,16,15,dbl7ir1qugqz8nvp1vzn8im50,1,37.4,23.0,2024-11-25T17:47:32.872Z,2024-11-25T17:47:35Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5383291849,141,37.1,5383291847,140,12.4,5383291853,213,2.79,5383291851,212,27.9,5383291845,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751855937,154,1,1,16,16,dbl7ir1qugqz8nvp1vzn8im50,0,12.4,37.1,2024-11-25T17:47:33.712Z,2024-11-25T18:30:58Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,,5383291987,140,71.4,5383291999,213,6.07,5383291983,56,Right,5383292001,1,,5383291995,212,63.4,5383291981,157,,5383291991,141,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751855901,135,61,1,16,17,7gkglopz9cjsysn2u6sbhuvc5,1,54.3,56.4,2024-11-25T17:47:35.227Z,2024-11-25T18:31:01Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5383304811,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751855947,136,1,1,16,18,7gkglopz9cjsysn2u6sbhuvc5,0,68.4,58.5,2024-11-25T17:47:35.438Z,2024-11-25T18:31:03Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5383292057,213,0.04,5383292049,56,Center,5383292055,212,20.6,5383292053,141,59.6,5383292051,140,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751855951,137,8,1,16,22,7gkglopz9cjsysn2u6sbhuvc5,1,37.8,76.0,2024-11-25T17:47:39.415Z,2024-11-25T17:47:40Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5383292079,56,Back,5383292095,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751855965,138,61,1,16,24,7gkglopz9cjsysn2u6sbhuvc5,1,39.7,73.5,2024-11-25T17:47:41.878Z,2024-11-25T17:47:42Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5383292145,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751855999,140,1,1,16,26,7gkglopz9cjsysn2u6sbhuvc5,1,45.3,56.1,2024-11-25T17:47:44.191Z,2024-11-25T17:47:46Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5383292325,212,30.0,5383292327,213,4.52,5383292321,140,39.7,5383292319,56,Back,5383292323,141,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751856027,141,1,1,16,29,7gkglopz9cjsysn2u6sbhuvc5,1,39.7,12.3,2024-11-25T17:47:46.591Z,2024-11-25T17:47:49Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5383292479,212,19.4,5383292473,56,Back,5383292475,140,28.4,5383292477,141,34.9,5383292481,213,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751856045,142,1,1,16,32,7gkglopz9cjsysn2u6sbhuvc5,1,24.8,39.4,2024-11-25T17:47:49.544Z,2024-11-25T17:47:52Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5383292595,212,17.9,5383292597,213,2.85,5383292591,140,8.5,5383292593,141,46.9,5383292589,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751856065,143,1,1,16,34,7gkglopz9cjsysn2u6sbhuvc5,0,8.5,46.9,2024-11-25T17:47:51.879Z,2024-11-25T17:47:57Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5383292687,140,31.2,5383292693,213,1.00,5383292689,141,100.0,5383292789,157,,5383292685,56,Back,5383292695,1,,5383292691,212,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751856071,144,5,1,16,37,7gkglopz9cjsysn2u6sbhuvc5,0,31.4,102.0,2024-11-25T17:47:55.121Z,2024-11-25T17:48:01Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5383292937,233,155,5383292707,347,,5383292705,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751856103,155,5,1,16,37,dbl7ir1qugqz8nvp1vzn8im50,1,68.6,-2.0,2024-11-25T17:47:55.121Z,2024-11-25T19:38:53Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,,5383292877,56,Right,5383292913,233,144,5383292879,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751856145,156,1,1,16,47,dbl7ir1qugqz8nvp1vzn8im50,1,68.6,0.0,2024-11-25T17:48:04.952Z,2024-11-25T17:48:06Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5383293075,140,63.4,5383293071,107,,5383293081,213,1.87,5383293077,141,23.7,5383293079,212,18.3,5383293073,56,Center,5383293085,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751856157,157,1,1,16,49,dbl7ir1qugqz8nvp1vzn8im50,1,63.4,23.7,2024-11-25T17:48:06.288Z,2024-11-25T17:48:07Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5383293139,212,17.4,5383293141,213,1.93,5383293133,56,Center,5383293137,141,47.6,5383293135,140,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751856175,158,1,1,16,50,dbl7ir1qugqz8nvp1vzn8im50,1,57.5,47.6,2024-11-25T17:48:07.632Z,2024-11-25T17:48:10Z,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivančević,,,5383293255,56,Center,5383293261,212,11.8,5383293263,213,0.85,5383293257,140,64.9,5383293259,141,60.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751856187,159,1,1,16,53,dbl7ir1qugqz8nvp1vzn8im50,1,65.2,61.7,2024-11-25T17:48:10.712Z,2024-11-25T17:48:12Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5383293319,141,53.1,5383293323,213,3.46,5383293321,212,18.9,5383293315,56,Back,5383293317,140,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751856231,160,1,1,16,55,dbl7ir1qugqz8nvp1vzn8im50,1,48.1,53.1,2024-11-25T17:48:12.528Z,2024-11-25T17:48:17Z,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivančević,,,5383293583,212,16.9,5383293581,141,30.1,5383293577,56,Center,5383293579,140,54.2,5383293585,213,5.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751856253,161,1,1,17,0,dbl7ir1qugqz8nvp1vzn8im50,1,61.4,28.9,2024-11-25T17:48:17.727Z,2024-11-25T17:48:20Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5383293695,212,18.0,5383293697,213,5.39,5383293691,140,72.2,5383293689,56,Right,5383293693,141,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751856281,162,1,1,17,2,dbl7ir1qugqz8nvp1vzn8im50,1,72.6,8.3,2024-11-25T17:48:20.127Z,2024-11-25T17:48:24Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5383293853,56,Right,5383293859,212,15.8,5383293857,141,8.6,5383293855,140,87.6,5383293861,213,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751856283,163,50,1,17,7,dbl7ir1qugqz8nvp1vzn8im50,1,90.1,7.4,2024-11-25T17:48:24.439Z,2024-11-25T18:30:38Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5383293871,286,,5383293869,56,Right,5383293987,233,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751856289,146,7,1,17,7,7gkglopz9cjsysn2u6sbhuvc5,1,9.9,92.6,2024-11-25T17:48:24.440Z,2024-11-25T18:30:37Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5383293909,56,Back,5383293911,285,,5383293925,233,163,5383293907,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751856323,147,5,1,17,8,7gkglopz9cjsysn2u6sbhuvc5,0,14.9,102.0,2024-11-25T17:48:25.383Z,2024-11-25T19:38:54Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5383294045,347,,5383294079,233,164,5383294043,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751856299,164,5,1,17,8,dbl7ir1qugqz8nvp1vzn8im50,1,85.1,-2.0,2024-11-25T17:48:25.383Z,2024-11-25T19:38:54Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5383294075,233,147,5383293965,347,,5383293963,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751856325,165,1,1,17,9,dbl7ir1qugqz8nvp1vzn8im50,1,80.5,0.0,2024-11-25T17:48:27.079Z,2024-11-25T17:48:29Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5383294055,141,8.8,5383294051,56,Right,5383294057,212,11.3,5383294059,213,2.44,5383294053,140,72.3,5383294047,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751856329,166,1,1,17,12,dbl7ir1qugqz8nvp1vzn8im50,1,69.2,8.8,2024-11-25T17:48:29.607Z,2024-11-25T17:48:31Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5383294087,140,68.9,5383294089,141,21.0,5383294093,213,1.61,5383294085,56,Right,5383294091,212,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751856337,167,1,1,17,13,dbl7ir1qugqz8nvp1vzn8im50,1,68.9,21.0,2024-11-25T17:48:30.599Z,2024-11-25T17:48:32Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5383294115,212,7.6,5383294117,213,1.68,5383294109,56,Center,5383294111,140,68.1,5383294113,141,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751856367,168,1,1,17,15,dbl7ir1qugqz8nvp1vzn8im50,1,68.1,32.1,2024-11-25T17:48:32.695Z,2024-11-25T17:48:38Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5383294291,213,5.45,5383294283,140,80.9,5383294281,56,Right,5383294287,212,20.0,5383294285,141,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751856369,169,50,1,17,20,dbl7ir1qugqz8nvp1vzn8im50,1,88.2,12.0,2024-11-25T17:48:37.364Z,2024-11-25T18:30:38Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5383294333,233,148,5383294295,56,Right,5383294297,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751856373,148,7,1,17,20,7gkglopz9cjsysn2u6sbhuvc5,0,11.8,88.0,2024-11-25T17:48:37.365Z,2024-11-25T18:30:38Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5383294321,233,169,5383294303,56,Back,5383294307,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751856413,149,83,1,17,22,7gkglopz9cjsysn2u6sbhuvc5,0,14.0,92.1,2024-11-25T17:48:39.663Z,2024-11-25T17:48:47Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5383294531,399,e42jh6bbwn4aybdnysonrvutx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751856409,170,1,1,17,23,dbl7ir1qugqz8nvp1vzn8im50,1,80.9,8.5,2024-11-25T17:48:41.080Z,2024-11-25T17:48:44Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5383294481,56,Right,5383294489,213,2.39,5383294483,140,73.5,5383294485,141,19.2,5383294487,212,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751856435,171,1,1,17,26,dbl7ir1qugqz8nvp1vzn8im50,1,73.5,19.2,2024-11-25T17:48:44.111Z,2024-11-25T17:48:59Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,1.0,,5383294629,141,32.7,5383295095,210,15,5383294631,212,12.2,5383294627,140,81.2,5383294633,213,0.85,5383294625,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751856473,152,83,1,17,30,7gkglopz9cjsysn2u6sbhuvc5,0,17.8,47.0,2024-11-25T17:48:48.070Z,2024-11-25T17:49:48Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5383296951,399,2z8u8kyv91shp0la8alkn6kus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751856439,172,15,1,17,31,dbl7ir1qugqz8nvp1vzn8im50,1,80.6,49.5,2024-11-25T17:48:48.800Z,2024-11-25T19:47:18Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5383294877,72,,5383295139,233,150,5383295119,102,51.0,5383295121,103,19,5383295113,55,171,5383294657,22,,5383295127,147,49.8,5383294661,56,Center,5383295109,78,,5383294881,82,,5383294659,18,,5383295125,146,84.7,5383295111,29,5383295123,215,5383295131,231,48.9,5383295129,230,98.9,,,,,,,,,,,,,
2751856459,150,10,1,17,31,7gkglopz9cjsysn2u6sbhuvc5,1,16.7,57.2,2024-11-25T17:48:48.900Z,2024-11-25T17:49:00Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5383294771,56,Back,5383294769,94,,5383295177,233,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751856461,151,6,1,17,32,7gkglopz9cjsysn2u6sbhuvc5,0,18.8,51.5,2024-11-25T17:48:50.144Z,2024-11-25T18:30:32Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5383294809,73,,5383294831,233,173,5383294805,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751856449,173,6,1,17,32,dbl7ir1qugqz8nvp1vzn8im50,1,81.2,48.5,2024-11-25T17:48:50.144Z,2024-11-25T18:30:32Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5383294739,73,,5383294737,56,Center,5383294825,233,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751856703,174,1,1,18,0,dbl7ir1qugqz8nvp1vzn8im50,1,99.5,99.5,2024-11-25T17:49:17.463Z,2024-11-25T17:49:29Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5383295961,6,,5383295965,140,87.9,5383295969,212,14.1,5383295963,56,Left,5383295971,213,3.67,5383295967,141,89.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751856723,175,1,1,18,7,dbl7ir1qugqz8nvp1vzn8im50,1,87.9,90.0,2024-11-25T17:49:24.687Z,2024-11-25T17:49:27Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5383296095,140,82.7,5383296093,56,Left,5383296099,212,5.6,5383296101,213,3.35,5383296097,141,88.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751856729,176,1,1,18,10,dbl7ir1qugqz8nvp1vzn8im50,1,81.8,88.4,2024-11-25T17:49:27.535Z,2024-11-25T17:49:32Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5383296127,140,59.0,5383296129,141,62.3,5383296131,212,29.8,5383296125,56,Center,5383296133,213,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751856783,177,1,1,18,14,dbl7ir1qugqz8nvp1vzn8im50,1,56.6,41.0,2024-11-25T17:49:32.159Z,2024-11-25T17:49:35Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5383296419,213,5.15,5383296413,140,64.8,5383296417,212,20.5,5383296411,56,Right,5383296415,141,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751856831,178,1,1,18,18,dbl7ir1qugqz8nvp1vzn8im50,0,64.9,13.7,2024-11-25T17:49:35.520Z,2024-11-25T17:49:38Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5383296661,212,52.2,5383296655,56,Center,5383296665,1,,5383296651,2,,5383296663,213,0.74,5383296657,140,100.0,5383296659,141,65.5,5383296653,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751856885,153,5,1,18,21,7gkglopz9cjsysn2u6sbhuvc5,1,-1.6,34.7,2024-11-25T17:49:38.635Z,2024-11-25T19:38:54Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5383296891,56,Back,5383296893,346,,5383297393,233,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751856983,179,5,1,18,21,dbl7ir1qugqz8nvp1vzn8im50,0,101.6,65.3,2024-11-25T17:49:38.635Z,2024-11-25T19:38:55Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5383297387,346,,5383297385,56,Center,5383297423,233,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751857007,154,1,1,18,42,7gkglopz9cjsysn2u6sbhuvc5,1,4.7,52.1,2024-11-25T17:49:59.332Z,2024-11-25T17:50:01Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5383297509,140,8.2,5383297521,213,1.25,5383297503,124,,5383297517,212,11.5,5383297529,237,,5383297505,56,Back,5383297515,141,68.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751857033,155,1,1,18,44,7gkglopz9cjsysn2u6sbhuvc5,1,8.2,68.2,2024-11-25T17:50:01.380Z,2024-11-25T17:50:04Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5383297661,56,Back,5383297665,141,52.2,5383297663,140,3.2,5383297669,213,4.26,5383297667,212,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751857055,156,1,1,18,47,7gkglopz9cjsysn2u6sbhuvc5,1,1.4,44.9,2024-11-25T17:50:04.452Z,2024-11-25T17:50:07Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5383297793,140,18.4,5383297791,56,Back,5383297799,213,6.00,5383297797,212,18.6,5383297795,141,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751857081,157,1,1,18,50,7gkglopz9cjsysn2u6sbhuvc5,1,12.3,36.6,2024-11-25T17:50:07.260Z,2024-11-25T17:50:10Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5383297885,140,3.0,5383297895,213,4.04,5383297881,56,Back,5383297889,141,18.6,5383297893,212,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751857111,158,1,1,18,52,7gkglopz9cjsysn2u6sbhuvc5,0,3.0,18.6,2024-11-25T17:50:10.068Z,2024-11-25T17:50:14Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5383298047,1,,5383298035,157,,5383298043,212,44.1,5383298037,56,Back,5383298045,213,6.18,5383298039,140,44.8,5383298041,141,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751857115,181,1,1,18,56,dbl7ir1qugqz8nvp1vzn8im50,0,56.4,86.3,2024-11-25T17:50:13.735Z,2024-11-25T17:50:15Z,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivančević,,,5383298071,3,,5383298075,140,79.4,5383298073,56,Left,5383298079,212,24.2,5383298081,213,0.09,5383298077,141,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751857137,159,1,1,18,58,7gkglopz9cjsysn2u6sbhuvc5,1,20.1,8.9,2024-11-25T17:50:15.853Z,2024-11-25T17:50:39Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5383298217,213,0.47,5383298213,141,15.6,5383298209,56,Back,5383298215,212,10.0,5383298211,140,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751857145,160,1,1,19,1,7gkglopz9cjsysn2u6sbhuvc5,0,28.6,15.8,2024-11-25T17:50:18.732Z,2024-11-25T18:00:03Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5383298231,140,70.7,5383298239,1,,5383298229,56,Center,5383298233,141,41.9,5383298227,155,,5383298235,212,47.6,5383298237,213,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751857185,161,83,1,19,8,7gkglopz9cjsysn2u6sbhuvc5,0,85.8,27.3,2024-11-25T17:50:25.387Z,2024-11-25T18:00:10Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,,5383298603,399,wrckom9vy4352nos44600ydw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751857217,183,1,1,19,9,dbl7ir1qugqz8nvp1vzn8im50,0,14.7,83.2,2024-11-25T17:50:27.007Z,2024-11-25T17:50:27Z,wrckom9vy4352nos44600ydw,T. Slotsager,,,5383298555,1,,5383298539,56,Back,5383298543,140,35.7,5383298537,157,,5383298551,212,22.1,5383298553,213,0.08,5383298547,141,85.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751857219,162,8,1,19,10,7gkglopz9cjsysn2u6sbhuvc5,1,63.2,21.5,2024-11-25T17:50:27.659Z,2024-11-25T17:50:28Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5383298583,15,,5383298557,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751857241,184,1,1,19,11,dbl7ir1qugqz8nvp1vzn8im50,0,26.1,77.9,2024-11-25T17:50:28.848Z,2024-11-25T17:50:31Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5383298695,141,81.2,5383298697,212,49.5,5383298701,1,,5383298691,56,Left,5383298699,213,0.05,5383298689,157,,5383298693,140,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751857259,163,12,1,19,15,7gkglopz9cjsysn2u6sbhuvc5,1,36.6,16.8,2024-11-25T17:50:33.083Z,2024-11-25T17:50:34Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5383298823,213,5.51,5383298903,167,,5383298859,15,,5383298809,56,Back,5383298821,212,18.4,5383298813,140,49.2,5383298817,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751857275,164,5,1,19,16,7gkglopz9cjsysn2u6sbhuvc5,0,47.7,-2.0,2024-11-25T17:50:33.991Z,2024-11-25T19:38:56Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5383299013,233,185,5383298891,56,Back,5383298893,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751857299,185,5,1,19,16,dbl7ir1qugqz8nvp1vzn8im50,1,52.3,102.0,2024-11-25T17:50:33.991Z,2024-11-25T19:38:55Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5383299003,233,164,5383299001,347,,5383298999,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751857329,186,1,1,19,23,dbl7ir1qugqz8nvp1vzn8im50,1,55.0,100.0,2024-11-25T17:50:41.046Z,2024-11-25T17:50:51Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5383299207,140,72.8,5383299209,141,65.1,5383299347,189,,5383299213,213,5.35,5383299203,107,,5383299205,56,Center,5383299215,1,,5383299211,212,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751857331,187,61,1,19,30,dbl7ir1qugqz8nvp1vzn8im50,1,72.8,65.1,2024-11-25T17:50:47.982Z,2024-11-25T17:50:53Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5383299237,189,,5383299223,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
