id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/16/value
2751835185,1,34,16,0,0,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2024-11-25T16:51:10.368Z,2024-11-25T20:14:17Z,,,,,5383174729,59,"16, 20, 2, 8, 28, 5, 6, 23, 18, 10, 17, 1, 11, 13, 14, 15, 21, 24, 26, 30",5383174731,130,4,5383174735,194,4clmd8g8jogdfvauhijd7n55h,5383174727,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5383174733,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5383174737,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5383188723,197,24396,5383174725,30,"4clmd8g8jogdfvauhijd7n55h, e42jh6bbwn4aybdnysonrvutx, 1mml4inucvyomv1dcog3c1pt5, 97xbmht3t4t1p9iu6598oq7l5, wrckom9vy4352nos44600ydw, eq15hjcxpdrl5vca2q7s4tr3e, e9o7q10wnhex4e8eo47mobbvt, 15jhbyn4wsbd865fd9djcwaok, 2z8u8kyv91shp0la8alkn6kus, 5wmik73cqursg7sv3w14ue5pm, axyrfq1u8nwcj2ss5498u8qhg, 2g019dl7zougqjo7usig0rf11, 1b32j0lqi7ggcabdra4tygxzo, 4n002w0ii1wqwx8t5xc1bzf2s, 2uw6m0yavlvkkiob73hoywb56, 8f1mw21tbkct0slelpdznf7dg, 6eg3kxxg5aneckolraz03xzpw, 19wdr5lrjw3aqm0ap9nklwefo, ewh6t7yo6clfewu89uznll9uc, 80s55a7uw8kypoikefwhtdm5m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751835567,1,34,16,0,0,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-11-25T16:52:33.689Z,2024-11-25T17:35:42Z,,,,,5383177011,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",5383244475,197,23642,5383177015,130,17,5383177013,59,"1, 7, 2, 73, 9, 19, 22, 20, 17, 6, 10, 3, 4, 11, 16, 23, 29, 31, 34, 49",5383177009,30,"64vlnkuqfh7rnymg8qku8amwa, 139g7ilwvcpl519v3scnweg2d, bvw5oc4c040ey5dt5wn0choiy, oywgthoxa153nf48la1j8v10, 9l89n30nejpn2u22ygvchwnze, 8rn42gm9xm3yunk883yan9vdg, 5hr1cb6e6xb3eyjnau7w4825l, 7j35sfip0xb51mpa91wzikrh0, 11cna826ls27ahux2w0ckapqt, egwhlgopjtjkop7ozy7ltk1cl, 9nafz0c0x2qvmo5ldm0djmcq1, 6gi9kejni27hjp7b43djczz6d, duahzgqspyuy2gu31u3s8ky96, 7ar33yy0wd5ah5o8om1l12pgq, dy7tdtffhczukm4vrkgp1ctn8, 4csz412vb3lquessbnf999ct0, 78iynnu6cnznv6fxpo4br4mlm, 9vbxe5gvruap8h546efz3nx1w, 18vvlxsaoloypja4fdddj687o, ju24rgwcctj5yizl54o91gfe",5383177019,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5383177017,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5383244473,194,139g7ilwvcpl519v3scnweg2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751848353,2,32,1,0,0,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-11-25T17:31:17.236Z,2024-11-25T17:31:17Z,,,,,5383251471,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751848363,2,32,1,0,0,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2024-11-25T17:31:17.236Z,2024-11-25T17:31:19Z,,,,,5383251523,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751848379,3,1,1,0,0,7gkglopz9cjsysn2u6sbhuvc5,1,50.0,50.0,2024-11-25T17:31:17.237Z,2024-11-25T17:31:20Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5383251579,212,25.0,5383251573,56,Back,5383251583,279,S,5383251575,140,30.8,5383251577,141,71.8,5383251581,213,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751848391,4,1,1,0,3,7gkglopz9cjsysn2u6sbhuvc5,0,32.6,72.7,2024-11-25T17:31:20.522Z,2024-11-25T18:37:04Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5383251639,141,0.0,5383251641,212,58.1,5383251737,157,,5383251637,140,60.4,5383251645,1,,5383251643,213,5.24,5383251635,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751848447,3,5,1,0,5,dbl7ir1qugqz8nvp1vzn8im50,1,38.2,101.5,2024-11-25T17:31:23.014Z,2024-11-25T19:38:43Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5383251929,347,,5383251935,233,5,5383251927,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751848395,5,5,1,0,5,7gkglopz9cjsysn2u6sbhuvc5,0,61.8,-1.5,2024-11-25T17:31:23.014Z,2024-11-25T19:38:44Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5383251943,233,3,5383251661,56,Right,5383251663,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751848469,4,1,1,0,14,dbl7ir1qugqz8nvp1vzn8im50,1,35.8,100.0,2024-11-25T17:31:32.029Z,2024-11-25T17:31:35Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5383252083,213,3.79,5383252075,56,Back,5383252077,140,23.5,5383252081,212,16.2,5383252079,141,87.5,5383252073,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751848515,5,1,1,0,18,dbl7ir1qugqz8nvp1vzn8im50,1,21.5,81.4,2024-11-25T17:31:35.452Z,2024-11-25T17:31:44Z,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivančević,,,5383252351,140,10.6,5383252353,141,53.3,5383252355,212,22.3,5383252349,56,Back,5383252357,213,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751848557,6,1,1,0,33,dbl7ir1qugqz8nvp1vzn8im50,1,13.1,41.2,2024-11-25T17:31:50.420Z,2024-11-25T17:31:51Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,,5383252663,140,15.7,5383252669,213,1.37,5383252667,212,13.6,5383252661,56,Back,5383252665,141,60.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751848565,7,1,1,0,34,dbl7ir1qugqz8nvp1vzn8im50,1,15.7,60.8,2024-11-25T17:31:51.588Z,2024-11-25T17:31:54Z,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivančević,,,5383252741,141,91.4,5383252739,140,18.4,5383252743,212,21.0,5383252745,213,1.44,5383252737,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751848567,8,1,1,0,36,dbl7ir1qugqz8nvp1vzn8im50,1,18.8,91.4,2024-11-25T17:31:53.956Z,2024-11-25T17:31:55Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5383252767,212,16.3,5383252769,213,5.99,5383252763,140,33.6,5383252765,141,84.4,5383252761,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751848575,9,1,1,0,38,dbl7ir1qugqz8nvp1vzn8im50,1,33.6,84.4,2024-11-25T17:31:55.236Z,2024-11-25T18:38:16Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5383252801,56,Back,5383252815,156,,5383252805,141,88.1,5383252803,140,31.9,5383252809,213,2.19,5383252807,212,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751848609,10,61,1,0,45,dbl7ir1qugqz8nvp1vzn8im50,0,69.2,75.1,2024-11-25T17:32:03.100Z,2024-11-25T17:32:03Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5383252995,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751874961,460,61,1,0,45,7gkglopz9cjsysn2u6sbhuvc5,0,28.6,35.2,2024-11-25T17:32:03.200Z,2024-11-25T18:39:47Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5383400115,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751848627,11,50,1,0,46,dbl7ir1qugqz8nvp1vzn8im50,1,73.0,74.3,2024-11-25T17:32:03.712Z,2024-11-25T18:30:35Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5383256621,233,6,5383256597,56,Center,5383256599,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751848613,6,7,1,0,46,7gkglopz9cjsysn2u6sbhuvc5,1,27.0,25.7,2024-11-25T17:32:03.713Z,2024-11-25T18:40:11Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5383256485,56,Back,5383256487,285,,5383256601,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751848631,8,1,1,0,51,7gkglopz9cjsysn2u6sbhuvc5,0,25.1,2.5,2024-11-25T17:32:08.729Z,2024-11-25T17:32:09Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5383253115,56,Back,5383253117,140,45.3,5383253119,141,13.7,5383253123,213,0.34,5383253121,212,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751848639,12,8,1,0,52,dbl7ir1qugqz8nvp1vzn8im50,1,60.2,77.8,2024-11-25T17:32:10.228Z,2024-11-25T17:32:10Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5383253141,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751848661,14,1,1,0,53,dbl7ir1qugqz8nvp1vzn8im50,1,60.2,77.8,2024-11-25T17:32:11.115Z,2024-11-25T17:32:13Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5383253227,56,Back,5383253235,213,3.20,5383253231,141,76.3,5383253233,212,17.6,5383253229,140,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751848685,15,1,1,0,55,dbl7ir1qugqz8nvp1vzn8im50,1,42.2,75.7,2024-11-25T17:32:13.013Z,2024-11-25T17:32:16Z,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivančević,,,5383253327,212,8.0,5383253325,141,87.5,5383253323,140,41.8,5383253329,213,1.62,5383253321,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751848695,16,1,1,0,58,dbl7ir1qugqz8nvp1vzn8im50,0,42.3,87.8,2024-11-25T17:32:16.196Z,2024-11-25T17:32:18Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5383253391,213,6.01,5383253377,155,,5383253379,56,Center,5383253383,140,89.4,5383253389,212,51.4,5383253393,1,,5383253387,141,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751848733,10,1,1,1,4,7gkglopz9cjsysn2u6sbhuvc5,1,11.0,31.6,2024-11-25T17:32:21.465Z,2024-11-25T17:32:25Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5383253595,140,14.0,5383253585,123,,5383253605,213,4.96,5383253589,56,Back,5383253601,212,13.1,5383253597,141,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751848741,11,1,1,1,8,7gkglopz9cjsysn2u6sbhuvc5,1,9.7,11.3,2024-11-25T17:32:25.778Z,2024-11-25T17:32:42Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5383254027,56,Back,5383254035,213,6.08,5383254031,141,4.3,5383254033,212,23.9,5383254029,140,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751848771,12,1,1,1,10,7gkglopz9cjsysn2u6sbhuvc5,1,61.2,5.0,2024-11-25T17:32:28.217Z,2024-11-25T17:32:30Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5383253779,141,25.8,5383253773,56,Center,5383253783,213,1.21,5383253781,212,15.1,5383253777,140,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751848789,13,2,1,1,12,7gkglopz9cjsysn2u6sbhuvc5,1,66.4,25.5,2024-11-25T17:32:29.936Z,2024-11-25T17:32:33Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5383253887,7,egwhlgopjtjkop7ozy7ltk1cl,5383253877,141,20.0,5383253889,56,Right,5383253875,140,90.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751848885,18,1,1,1,31,dbl7ir1qugqz8nvp1vzn8im50,1,22.3,94.7,2024-11-25T17:32:48.356Z,2024-11-25T17:32:49Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5383254453,212,11.7,5383254447,56,Back,5383254451,141,80.0,5383254445,241,,5383254443,5,,5383254449,140,16.6,5383254455,213,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751848915,19,1,1,1,32,dbl7ir1qugqz8nvp1vzn8im50,1,16.6,80.0,2024-11-25T17:32:49.284Z,2024-11-25T17:32:54Z,eq15hjcxpdrl5vca2q7s4tr3e,M. Ivančević,,,5383254611,213,4.25,5383254595,56,Back,5383254603,141,59.1,5383254599,140,9.9,5383254607,212,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751848939,20,1,1,1,37,dbl7ir1qugqz8nvp1vzn8im50,1,9.9,53.6,2024-11-25T17:32:54.236Z,2024-11-25T17:32:57Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,,5383254733,141,25.3,5383254729,56,Back,5383254731,140,16.9,5383254737,213,5.08,5383254735,212,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751848973,21,1,1,1,39,dbl7ir1qugqz8nvp1vzn8im50,0,20.3,22.1,2024-11-25T17:32:57.181Z,2024-11-25T17:33:02Z,wrckom9vy4352nos44600ydw,T. Slotsager,,,5383254885,140,75.8,5383254891,213,0.17,5383254881,155,,5383254887,141,36.6,5383254883,56,Center,5383254893,1,,5383254889,212,59.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751848995,15,1,1,1,46,7gkglopz9cjsysn2u6sbhuvc5,1,27.7,55.7,2024-11-25T17:33:03.552Z,2024-11-25T18:42:23Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5383255013,213,4.50,5383255009,141,30.4,5383255011,212,17.6,5383255007,140,24.2,5383255005,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751849045,16,1,1,1,48,7gkglopz9cjsysn2u6sbhuvc5,1,22.4,26.2,2024-11-25T17:33:05.920Z,2024-11-25T18:42:32Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5383255263,56,Back,5383255271,213,5.98,5383255269,212,23.6,5383255267,141,15.8,5383255265,140,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751849053,17,1,1,1,51,7gkglopz9cjsysn2u6sbhuvc5,0,43.5,16.2,2024-11-25T17:33:08.635Z,2024-11-25T18:42:59Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5383255311,213,4.88,5383255305,140,44.0,5383255309,212,3.2,5383255319,236,,5383255303,56,Back,5383255321,233,22,5383255307,141,11.6,5383255325,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751849027,22,74,1,1,51,dbl7ir1qugqz8nvp1vzn8im50,1,62.3,74.1,2024-11-25T17:33:08.636Z,2024-11-25T17:33:12Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5383255339,233,17,5383255193,285,,5383255191,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751849075,18,5,1,1,52,7gkglopz9cjsysn2u6sbhuvc5,1,42.1,-1.8,2024-11-25T17:33:09.732Z,2024-11-25T19:38:44Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5383255449,56,Back,5383255451,347,,5383255489,233,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751849043,23,5,1,1,52,dbl7ir1qugqz8nvp1vzn8im50,0,57.9,101.8,2024-11-25T17:33:09.732Z,2024-11-25T19:38:44Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5383255259,347,,5383255499,233,18,5383255257,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751849187,19,1,1,2,7,7gkglopz9cjsysn2u6sbhuvc5,0,43.5,0.0,2024-11-25T17:33:24.376Z,2024-11-25T17:33:26Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5383256063,213,0.25,5383256057,140,70.4,5383256055,56,Right,5383256061,212,29.2,5383256053,107,,5383256059,141,9.1,5383256065,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751849185,24,8,1,2,8,dbl7ir1qugqz8nvp1vzn8im50,1,26.2,71.2,2024-11-25T17:33:26.188Z,2024-11-25T17:33:26Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5383256049,56,Back,5383256067,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751849207,25,1,1,2,10,dbl7ir1qugqz8nvp1vzn8im50,1,31.8,74.1,2024-11-25T17:33:27.755Z,2024-11-25T17:33:29Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5383256167,157,,5383256175,212,35.8,5383256171,140,65.1,5383256169,56,Center,5383256177,213,6.07,5383256179,1,,5383256173,141,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751849223,26,1,1,2,12,dbl7ir1qugqz8nvp1vzn8im50,0,65.1,63.0,2024-11-25T17:33:29.732Z,2024-11-25T17:33:31Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5383256267,56,Left,5383256275,213,1.38,5383256265,3,,5383256271,141,100.0,5383256273,212,26.5,5383256269,140,69.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751849267,20,5,1,2,13,7gkglopz9cjsysn2u6sbhuvc5,1,34.4,-1.3,2024-11-25T17:33:30.872Z,2024-11-25T19:38:45Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5383256499,233,27,5383256483,347,,5383256481,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751849231,27,5,1,2,13,dbl7ir1qugqz8nvp1vzn8im50,0,65.6,101.3,2024-11-25T17:33:30.872Z,2024-11-25T19:38:45Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5383256503,233,20,5383256307,56,Left,5383256309,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751849327,21,1,1,2,21,7gkglopz9cjsysn2u6sbhuvc5,1,43.3,0.0,2024-11-25T17:33:39.143Z,2024-11-25T17:33:44Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5383256787,213,0.60,5383256779,56,Right,5383256785,212,21.8,5383256783,141,17.1,5383256777,107,,5383256781,140,60.4,5383256789,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751849295,28,83,1,2,23,dbl7ir1qugqz8nvp1vzn8im50,0,42.9,71.5,2024-11-25T17:33:41.012Z,2024-11-25T17:34:01Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5383256859,399,egwhlgopjtjkop7ozy7ltk1cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751849333,22,61,1,2,27,7gkglopz9cjsysn2u6sbhuvc5,0,59.3,15.8,2024-11-25T17:33:44.680Z,2024-11-25T17:33:59Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5383256817,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751849337,29,1,1,2,27,dbl7ir1qugqz8nvp1vzn8im50,0,34.8,84.5,2024-11-25T17:33:44.822Z,2024-11-25T17:33:45Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5383256845,213,0.11,5383256837,56,Left,5383256841,141,87.1,5383256843,212,16.5,5383256839,140,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751849343,23,50,1,2,29,7gkglopz9cjsysn2u6sbhuvc5,1,43.8,6.0,2024-11-25T17:33:47.103Z,2024-11-25T17:33:52Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5383256865,286,,5383256933,233,30,5383256863,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751849353,30,7,1,2,29,dbl7ir1qugqz8nvp1vzn8im50,0,56.2,94.0,2024-11-25T17:33:47.104Z,2024-11-25T17:33:51Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5383256907,56,Left,5383256909,285,,5383256923,233,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751849349,24,61,1,2,30,7gkglopz9cjsysn2u6sbhuvc5,0,44.3,4.4,2024-11-25T17:33:47.640Z,2024-11-25T17:33:47Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5383256881,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751849357,25,5,1,2,31,7gkglopz9cjsysn2u6sbhuvc5,0,44.8,-1.6,2024-11-25T17:33:48.383Z,2024-11-25T19:38:46Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5383256915,56,Back,5383257445,233,31,5383256917,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751849469,31,5,1,2,31,dbl7ir1qugqz8nvp1vzn8im50,1,55.2,101.6,2024-11-25T17:33:48.383Z,2024-11-25T19:38:45Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5383257417,56,Left,5383257437,233,25,5383257419,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751849533,32,1,1,2,48,dbl7ir1qugqz8nvp1vzn8im50,0,56.3,100.0,2024-11-25T17:34:05.915Z,2024-11-25T17:34:10Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5383257711,107,,5383257723,1,,5383257715,140,83.3,5383257719,212,30.5,5383257713,56,Left,5383257721,213,5.90,5383257717,141,85.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751849567,26,44,1,2,52,7gkglopz9cjsysn2u6sbhuvc5,1,18.4,13.4,2024-11-25T17:34:09.779Z,2024-11-25T18:30:45Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5383257885,285,,5383257891,233,33,5383257883,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751849541,33,44,1,2,52,dbl7ir1qugqz8nvp1vzn8im50,0,81.6,86.6,2024-11-25T17:34:09.780Z,2024-11-25T18:30:46Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5383257745,286,,5383257743,56,Left,5383257917,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751849569,27,8,1,2,53,7gkglopz9cjsysn2u6sbhuvc5,1,21.4,11.4,2024-11-25T17:34:10.712Z,2024-11-25T17:34:20Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5383257937,15,,5383257887,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751849585,29,5,1,2,53,7gkglopz9cjsysn2u6sbhuvc5,0,21.4,-1.6,2024-11-25T17:34:11.181Z,2024-11-25T19:38:47Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5383257959,347,,5383257957,56,Back,5383258133,233,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751849613,34,5,1,2,53,dbl7ir1qugqz8nvp1vzn8im50,1,78.6,101.6,2024-11-25T17:34:11.181Z,2024-11-25T19:38:46Z,15jhbyn4wsbd865fd9djcwaok,W. Martin,,,5383258113,233,29,5383258083,56,Left,5383258085,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751849581,28,43,1,2,57,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-11-25T17:34:14.999Z,2024-11-25T17:34:17Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,,5383257941,347,0,5383257939,56,Back,5383257967,144,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751849655,35,1,1,3,4,dbl7ir1qugqz8nvp1vzn8im50,1,80.7,100.0,2024-11-25T17:34:21.244Z,2024-11-25T17:34:25Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5383258287,141,85.6,5383258289,212,14.3,5383258283,56,Left,5383258285,140,89.2,5383258281,107,,5383258291,213,5.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
