id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2703405797,94,8,1,9,23,8cfkisxf1fkxdqtt6tx1tup48,1,36.6,78.4,2024-07-26T17:11:32.048Z,2024-07-27T22:32:36Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5120705715,384,,5117909147,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703405819,96,1,1,9,25,8cfkisxf1fkxdqtt6tx1tup48,0,44.2,77.0,2024-07-26T17:11:33.952Z,2024-07-26T17:11:35Z,e2aqcawslcbpp88nia8eko2y1,J. Rothmann,,,5117909273,56,Back,5117909281,213,4.18,5117909277,141,65.4,5117909275,140,39.8,5117909279,212,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703409593,219,1,1,9,26,dbl7ir1qugqz8nvp1vzn8im50,1,54.6,38.7,2024-07-26T17:11:35.230Z,2024-07-26T19:19:04Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5117931303,212,17.0,5117931299,140,69.5,5117931301,141,29.1,5117931297,56,Center,5117931305,213,5.89,5117931295,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703405825,84,49,1,9,28,dbl7ir1qugqz8nvp1vzn8im50,1,70.9,18.3,2024-07-26T17:11:36.929Z,2024-07-26T19:19:05Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5118177377,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703405839,85,1,1,9,28,dbl7ir1qugqz8nvp1vzn8im50,1,70.9,18.3,2024-07-26T17:11:37.087Z,2024-07-26T19:19:08Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5117909371,56,Right,5117909375,141,6.4,5118177469,189,,5117909377,212,8.4,5117909379,213,4.97,5117909373,140,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703405841,86,1,1,9,30,dbl7ir1qugqz8nvp1vzn8im50,1,74.1,8.8,2024-07-26T17:11:39.287Z,2024-07-26T19:19:35Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5117909389,56,Right,5117909393,141,4.9,5117909397,213,3.42,5117909391,140,65.3,5117909395,212,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703405845,87,1,1,9,31,dbl7ir1qugqz8nvp1vzn8im50,1,65.3,4.9,2024-07-26T17:11:40.104Z,2024-07-26T17:11:41Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5117909423,56,Right,5117909429,212,13.0,5117909427,141,4.3,5117909425,140,77.7,5117909431,213,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703405867,88,1,1,9,33,dbl7ir1qugqz8nvp1vzn8im50,1,77.7,4.3,2024-07-26T17:11:41.392Z,2024-07-26T17:11:46Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5117909555,213,0.64,5117909551,141,23.9,5117909547,56,Center,5117909553,212,22.2,5117909549,140,94.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703405873,89,1,1,9,36,dbl7ir1qugqz8nvp1vzn8im50,0,92.9,21.9,2024-07-26T17:11:44.688Z,2024-07-27T22:32:52Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5117909577,140,94.3,5117909575,56,Center,5117909571,2,,5117909583,213,1.45,5120706283,20,,5117909581,212,12.2,5120706281,224,,5117909579,141,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703405869,97,12,1,9,37,8cfkisxf1fkxdqtt6tx1tup48,1,4.4,55.4,2024-07-26T17:11:45.641Z,2024-07-26T17:11:46Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5117909559,56,Back,5117909609,167,,5117909563,141,58.2,5117909565,212,5.6,5117909561,140,0.0,5117909567,213,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703405881,90,6,1,9,37,dbl7ir1qugqz8nvp1vzn8im50,1,97.4,40.8,2024-07-26T17:11:46.030Z,2024-07-26T17:33:54Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5117909655,56,Center,5117909665,233,98,5117909657,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703405871,98,6,1,9,37,8cfkisxf1fkxdqtt6tx1tup48,0,2.6,59.2,2024-07-26T17:11:46.030Z,2024-07-27T22:33:01Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5118223733,73,,5118223781,233,90,5117909643,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703405999,91,1,1,10,6,dbl7ir1qugqz8nvp1vzn8im50,0,99.5,0.5,2024-07-26T17:12:15.104Z,2024-07-27T22:32:59Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5117910281,155,,5117910285,56,Center,5117910279,6,,5117910287,140,96.8,5117910291,212,26.3,5117910293,213,1.68,5117910277,2,,5117910289,141,38.9,5120706517,72,5117910283,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406017,99,12,1,10,10,8cfkisxf1fkxdqtt6tx1tup48,1,2.6,58.2,2024-07-26T17:12:19.193Z,2024-07-26T17:12:21Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5117910385,141,79.7,5117910381,56,Back,5117910391,15,,5117910387,212,25.1,5117910389,213,0.62,5117910383,140,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406035,92,1,1,10,11,dbl7ir1qugqz8nvp1vzn8im50,1,89.0,16.7,2024-07-26T17:12:19.984Z,2024-07-26T17:12:22Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5117910475,140,79.6,5117910473,56,Right,5117910485,213,3.85,5117910481,212,13.0,5117910477,141,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406047,93,1,1,10,14,dbl7ir1qugqz8nvp1vzn8im50,0,79.2,4.4,2024-07-26T17:12:22.336Z,2024-07-27T22:35:18Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5120710527,72,,5117910557,141,43.1,5117910551,56,Center,5117910547,2,,5120710525,223,,5117910553,140,89.1,5117910563,213,1.19,5117910549,155,,5117910559,212,,,,,,,,,,,,,,,,,,,28.3,,,,,,,,,,,
2703406057,100,12,1,10,18,8cfkisxf1fkxdqtt6tx1tup48,1,10.7,52.1,2024-07-26T17:12:26.991Z,2024-07-26T17:12:41Z,e2aqcawslcbpp88nia8eko2y1,J. Rothmann,,,5117910597,56,Back,5117910625,15,,5117910613,167,,5117910605,213,3.99,5117910601,141,31.8,5117910599,140,0.0,5117910603,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406053,94,6,1,10,19,dbl7ir1qugqz8nvp1vzn8im50,1,95.0,55.6,2024-07-26T17:12:27.464Z,2024-07-26T17:12:33Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5117910583,73,,5117910581,56,Center,5117910643,233,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406059,101,6,1,10,19,8cfkisxf1fkxdqtt6tx1tup48,0,5.0,44.4,2024-07-26T17:12:27.464Z,2024-07-27T22:35:42Z,e2aqcawslcbpp88nia8eko2y1,J. Rothmann,,,5117910627,56,Back,5117910653,233,94,5117910629,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406205,95,1,1,10,48,dbl7ir1qugqz8nvp1vzn8im50,0,99.5,99.5,2024-07-26T17:12:56.945Z,2024-07-27T22:35:38Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5117911267,223,,5120711237,20,,5117911273,141,57.6,5117911279,213,4.77,5117911265,155,,5117911261,2,,5117911277,212,28.5,5117911263,6,,5117911269,56,5117911271,140,,,,,,,,,,,,,,,,,Center,100.0,,,,,,,,,,
2703406209,96,5,1,10,51,dbl7ir1qugqz8nvp1vzn8im50,0,101.2,58.2,2024-07-26T17:13:00.116Z,2024-07-26T17:13:02Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5117911285,56,Center,5117911287,346,,5117911333,233,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406213,102,5,1,10,51,8cfkisxf1fkxdqtt6tx1tup48,1,-1.2,41.8,2024-07-26T17:13:00.116Z,2024-07-26T17:30:25Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5117911323,233,96,5117911303,346,,5117911301,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406365,103,1,1,11,10,8cfkisxf1fkxdqtt6tx1tup48,1,4.8,38.2,2024-07-26T17:13:18.919Z,2024-07-26T17:30:21Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5117912177,237,,5117912171,212,8.7,5117912167,141,51.0,5117912157,124,,5117912173,213,1.53,5117912161,56,Back,5117912165,140,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406387,104,1,1,11,23,8cfkisxf1fkxdqtt6tx1tup48,1,4.3,53.9,2024-07-26T17:13:32.063Z,2024-07-26T17:13:34Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5117912283,212,18.5,5117912279,140,7.1,5117912281,141,27.0,5117912285,213,4.87,5117912277,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406403,105,1,1,11,25,8cfkisxf1fkxdqtt6tx1tup48,1,7.1,27.0,2024-07-26T17:13:34.255Z,2024-07-26T17:13:37Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5117912355,140,4.7,5117912361,213,1.75,5117912357,141,47.6,5117912359,212,14.2,5117912353,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406411,106,1,1,11,29,8cfkisxf1fkxdqtt6tx1tup48,0,4.7,47.6,2024-07-26T17:13:37.638Z,2024-07-26T17:13:38Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5117912399,213,0.62,5117912395,141,67.3,5117912391,56,Back,5117912397,212,22.9,5117912393,140,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406433,99,1,1,11,31,dbl7ir1qugqz8nvp1vzn8im50,1,76.3,24.4,2024-07-26T17:13:39.425Z,2024-07-26T17:13:43Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5117912517,56,Center,5117912521,141,22.2,5117912525,213,6.17,5117912519,140,88.8,5117912523,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406437,100,1,1,11,33,dbl7ir1qugqz8nvp1vzn8im50,0,90.6,24.1,2024-07-26T17:13:42.273Z,2024-07-26T17:30:55Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5117912551,212,10.8,5117912543,155,,5117912547,140,95.6,5117912545,56,Center,5117912553,213,1.06,5117912549,141,37.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406435,107,12,1,11,34,8cfkisxf1fkxdqtt6tx1tup48,1,6.8,56.4,2024-07-26T17:13:43.206Z,2024-07-26T17:13:50Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5117912529,56,Back,5117912535,212,11.8,5117912531,140,6.4,5117912537,213,1.61,5117912533,141,73.8,5117912541,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406449,101,1,1,11,41,dbl7ir1qugqz8nvp1vzn8im50,0,95.9,13.2,2024-07-26T17:13:49.440Z,2024-07-26T17:13:49Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5117912621,141,11.1,5117912625,213,3.62,5117912617,56,Right,5117912623,212,3.1,5117912619,140,93.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406451,108,61,1,11,41,8cfkisxf1fkxdqtt6tx1tup48,1,4.6,73.0,2024-07-26T17:13:50.046Z,2024-07-26T17:13:50Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5117912627,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406455,102,5,1,11,42,dbl7ir1qugqz8nvp1vzn8im50,1,81.2,-1.0,2024-07-26T17:13:50.296Z,2024-07-26T17:13:52Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5117912641,56,Right,5117912663,233,109,5117912643,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406457,109,5,1,11,42,8cfkisxf1fkxdqtt6tx1tup48,0,18.8,101.0,2024-07-26T17:13:50.296Z,2024-07-26T17:30:26Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5117912645,56,Back,5117912647,347,,5117912671,233,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406461,103,1,1,11,42,dbl7ir1qugqz8nvp1vzn8im50,1,84.3,0.0,2024-07-26T17:13:51.224Z,2024-07-26T17:13:53Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5117912699,212,8.9,5117912693,56,Right,5117912701,213,0.61,5117912691,107,,5117912695,140,91.3,5117912697,141,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406463,104,1,1,11,44,dbl7ir1qugqz8nvp1vzn8im50,1,91.3,5.6,2024-07-26T17:13:52.952Z,2024-07-26T17:13:54Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5117912711,141,5.2,5117912715,213,3.18,5117912707,56,Right,5117912709,140,84.4,5117912713,212,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406477,105,1,1,11,46,dbl7ir1qugqz8nvp1vzn8im50,1,80.1,3.7,2024-07-26T17:13:54.808Z,2024-07-26T17:13:59Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5117912809,140,85.7,5117912813,212,11.9,5117912815,213,1.05,5117912807,56,Right,5117912811,141,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406483,106,1,1,11,51,dbl7ir1qugqz8nvp1vzn8im50,0,84.3,31.2,2024-07-26T17:13:59.440Z,2024-07-26T17:14:01Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5117912835,141,31.0,5117912837,212,3.7,5117912869,236,,5117912829,56,Center,5117912839,213,6.25,5117912875,286,,5117912871,233,110,5117912833,140,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406479,110,74,1,11,51,8cfkisxf1fkxdqtt6tx1tup48,1,15.2,59.1,2024-07-26T17:13:59.441Z,2024-07-26T17:14:02Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5117912823,285,,5117912883,233,106,5117912821,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703411429,275,61,1,11,51,dbl7ir1qugqz8nvp1vzn8im50,1,83.5,30.9,2024-07-26T17:14:00.163Z,2024-07-26T19:23:07Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5117942429,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406487,111,61,1,11,52,8cfkisxf1fkxdqtt6tx1tup48,0,12.5,64.3,2024-07-26T17:14:00.639Z,2024-07-26T19:18:13Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5117912863,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406503,107,1,1,11,52,dbl7ir1qugqz8nvp1vzn8im50,1,88.0,26.2,2024-07-26T17:14:01.064Z,2024-07-26T19:23:24Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5117912961,140,79.3,5117912965,212,15.7,5117912967,213,4.09,5117912959,56,Right,5117912963,141,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406515,108,1,1,11,54,dbl7ir1qugqz8nvp1vzn8im50,0,79.2,7.3,2024-07-26T17:14:02.913Z,2024-07-27T22:36:53Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5117913059,155,,5117913069,213,1.21,5120713621,223,,5117913063,140,88.6,5117913061,56,Center,5117913065,141,45.8,5120713623,72,,5117913057,2,,5117913067,212,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,
2703406517,112,12,1,11,56,8cfkisxf1fkxdqtt6tx1tup48,1,10.2,44.6,2024-07-26T17:14:04.758Z,2024-07-26T17:14:07Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5117913101,15,,5117913079,141,67.0,5117913075,56,Back,5117913083,213,0.79,5117913077,140,24.5,5117913081,212,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406535,109,44,1,11,58,dbl7ir1qugqz8nvp1vzn8im50,1,74.1,34.6,2024-07-26T17:14:07.272Z,2024-07-27T23:14:13Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5117913177,56,Center,5117913179,286,,5117913213,233,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406537,113,44,1,11,58,8cfkisxf1fkxdqtt6tx1tup48,0,25.9,65.4,2024-07-26T17:14:07.273Z,2024-07-26T17:14:10Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5117913309,233,109,5117913183,285,,5117913181,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406557,110,1,1,11,59,dbl7ir1qugqz8nvp1vzn8im50,1,72.7,36.3,2024-07-26T17:14:07.569Z,2024-07-27T23:14:13Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5117913319,141,34.5,5117913313,3,,5117913321,212,5.9,5117913315,56,Center,5117913323,213,3.35,5117913317,140,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406567,111,1,1,12,0,dbl7ir1qugqz8nvp1vzn8im50,1,67.2,34.5,2024-07-26T17:14:08.712Z,2024-07-26T17:14:12Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5117913367,213,3.67,5117913357,56,Center,5117913365,212,14.7,5117913363,141,23.6,5117913359,140,55.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406579,112,1,1,12,3,dbl7ir1qugqz8nvp1vzn8im50,1,53.6,10.9,2024-07-26T17:14:12.152Z,2024-07-26T17:14:13Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5117913429,56,Right,5117913433,141,3.8,5117913435,212,10.2,5117913431,140,62.2,5117913437,213,5.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406589,113,1,1,12,5,dbl7ir1qugqz8nvp1vzn8im50,1,62.2,3.8,2024-07-26T17:14:13.337Z,2024-07-26T17:14:14Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5117913485,140,60.8,5117913489,212,10.9,5117913483,56,Right,5117913491,213,1.71,5117913487,141,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406599,114,1,1,12,5,dbl7ir1qugqz8nvp1vzn8im50,1,60.8,19.7,2024-07-26T17:14:14.209Z,2024-07-26T17:14:16Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5117913549,140,71.5,5117913553,212,13.2,5117913547,56,Right,5117913555,213,5.73,5117913551,141,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406609,115,1,1,12,7,dbl7ir1qugqz8nvp1vzn8im50,1,72.0,11.1,2024-07-26T17:14:15.840Z,2024-07-26T17:14:17Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5117913607,56,Center,5117913615,213,2.01,5117913611,141,23.7,5117913609,140,68.2,5117913613,212,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406615,116,1,1,12,9,dbl7ir1qugqz8nvp1vzn8im50,1,68.7,22.7,2024-07-26T17:14:17.545Z,2024-07-26T17:19:31Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5117913661,212,20.9,5117913653,141,5.6,5117913645,56,Right,5117913667,213,5.69,5117913649,140,85.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406633,117,43,1,12,10,dbl7ir1qugqz8nvp1vzn8im50,1,0.0,0.0,2024-07-26T17:14:18.870Z,2024-07-26T17:19:23Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5117913713,347,0,5117921891,144,5,5117913711,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406673,118,1,1,12,16,dbl7ir1qugqz8nvp1vzn8im50,1,86.2,20.4,2024-07-26T17:14:24.384Z,2024-07-26T17:14:25Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5117913909,212,9.9,5117913905,140,77.4,5117913907,141,25.5,5117913911,213,2.78,5117913903,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406677,119,1,1,12,16,dbl7ir1qugqz8nvp1vzn8im50,0,77.4,25.5,2024-07-26T17:14:25.257Z,2024-07-26T17:14:26Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5117913929,140,80.9,5117913931,141,27.3,5117913935,213,0.32,5117913927,56,Center,5117913933,212,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406679,114,61,1,12,18,8cfkisxf1fkxdqtt6tx1tup48,1,20.5,63.4,2024-07-26T17:14:26.534Z,2024-07-26T17:14:26Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5117913937,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406703,115,1,1,12,20,8cfkisxf1fkxdqtt6tx1tup48,1,14.1,74.1,2024-07-26T17:14:28.414Z,2024-07-26T17:14:30Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5117914033,212,30.6,5117914029,140,42.9,5117914027,56,Back,5117914037,1,,5117914025,157,,5117914035,213,6.12,5117914031,141,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406707,116,44,1,12,21,8cfkisxf1fkxdqtt6tx1tup48,1,39.0,69.6,2024-07-26T17:14:29.855Z,2024-07-27T23:14:13Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5117914065,56,Back,5117914095,233,120,5117914067,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406701,120,44,1,12,21,dbl7ir1qugqz8nvp1vzn8im50,0,61.0,30.4,2024-07-26T17:14:29.856Z,2024-07-26T17:14:32Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5117914107,233,116,5117914023,286,,5117914021,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406713,117,1,1,12,21,8cfkisxf1fkxdqtt6tx1tup48,0,42.9,67.0,2024-07-26T17:14:29.958Z,2024-07-27T23:14:14Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5117914147,141,64.0,5117914151,213,6.19,5117914141,3,,5117914145,140,64.7,5117914143,56,Center,5117914149,212,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406753,121,1,1,12,27,dbl7ir1qugqz8nvp1vzn8im50,1,44.2,35.5,2024-07-26T17:14:35.736Z,2024-07-26T17:14:40Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5117914357,56,Right,5117914365,213,5.50,5117914361,141,3.1,5117914363,212,31.3,5117914359,140,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406759,122,1,1,12,32,dbl7ir1qugqz8nvp1vzn8im50,1,55.7,7.0,2024-07-26T17:14:40.576Z,2024-07-26T17:14:45Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5117914405,140,41.1,5117914409,212,19.8,5117914403,56,Back,5117914411,213,2.45,5117914407,141,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406763,123,1,1,12,37,dbl7ir1qugqz8nvp1vzn8im50,1,39.0,25.6,2024-07-26T17:14:45.688Z,2024-07-26T19:24:36Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5117914449,141,47.2,5117914453,213,2.60,5117914447,140,15.6,5117914451,212,28.6,5117914445,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406783,124,1,1,12,43,dbl7ir1qugqz8nvp1vzn8im50,1,18.8,48.2,2024-07-26T17:14:51.992Z,2024-07-26T17:14:54Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,,5117914575,140,34.5,5117914577,141,27.9,5117914579,212,21.5,5117914581,213,5.59,5117914573,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406801,125,1,1,12,45,dbl7ir1qugqz8nvp1vzn8im50,1,36.4,27.9,2024-07-26T17:14:54.176Z,2024-07-26T17:14:57Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5117914687,212,16.3,5117914685,141,4.0,5117914681,56,Back,5117914683,140,36.9,5117914689,213,4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703406813,126,1,1,12,49,dbl7ir1qugqz8nvp1vzn8im50,0,34.7,3.4,2024-07-26T17:14:57.624Z,2024-07-26T17:15:02Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5117914809,213,6.21,5117914811,1,,5117914803,140,72.1,5117914805,141,0.0,5117914801,56,Right,5117914807,212,39.4,5117914799,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
