id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2799538269,1,34,16,0,0,bd4qakf7j0wwie8wke9km7uj8,1,0.0,0.0,2025-04-12T11:11:31.165Z,2025-04-12T11:57:32Z,,,,5643340677,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5643340669,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",5643340675,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",5643340673,130,13,5643340667,30,"c4esrbgbv6v715768v2cb676d, duvhbifjh37mvlm46akiy431m, aejgqvdw1jftxaa538kaa15w4, 81c40rn7lrb39qu0sam8kv6dw, 4rhxehi019n7z1z1m7a39w1sk, g2cgdv428rmpmb0om40ldses, cf6zq49y8v1ekw07e7yi3uac, 4lac0f1ev5usxpka7gaev3hii, d106tu53y5q02yu36iojbou8k, 7pnxa8wzxx5qxevcckxdd62tx, m031ocyfq011rual3olkegdm, d1qyvtgj16160ufegxkspgb9w, 1el3mu4rgcx8tebrawgfvynf8, 3wx08y3aabvejd8phcglis3dg, 8rdndyl03uhh1u5id0qf3ymms, e0nkqbugb4xkpluu5e42zf2ms, 4ieyvppe24gqdkm2xv2xlaluc, em0yawcqyqwf53hbj0zlz4duc",5643340671,59,"1, 2, 3, 4, 14, 26, 18, 8, 27, 7, 15, 9, 11, 22, 24, 25, 30, 34",5643521943,197,24385,5643342717,194,c4esrbgbv6v715768v2cb676d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799541233,1,34,16,0,0,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2025-04-12T11:16:36.737Z,2025-04-12T14:23:54Z,,,,5643355157,30,"64vlnkuqfh7rnymg8qku8amwa, 139g7ilwvcpl519v3scnweg2d, bvw5oc4c040ey5dt5wn0choiy, oywgthoxa153nf48la1j8v10, a7eramyy1bd8msxmg84ctc8ut, 9l89n30nejpn2u22ygvchwnze, 9nafz0c0x2qvmo5ldm0djmcq1, bh06w40pwo6dy3cjrw3r2i0ru, ag1psg17osvgbq5fz9xo7kmj8, 5hr1cb6e6xb3eyjnau7w4825l, egwhlgopjtjkop7ozy7ltk1cl, abrdu87vmuqj50ebgalr3c7op, 11cna826ls27ahux2w0ckapqt, 8rn42gm9xm3yunk883yan9vdg, 4csz412vb3lquessbnf999ct0, 6t6k24gn6zwxz1g6c3n4ph0q, 1655gyu9bjnslw7vfloe40h2i, 9vbxe5gvruap8h546efz3nx1w, 9gr9rdahnavv0irjauh5xim8k, ju24rgwcctj5yizl54o91gfe",5643523985,197,23642,5643355167,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5643471549,194,139g7ilwvcpl519v3scnweg2d,5643355165,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5643355163,130,11,5643355159,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5643355161,59,"1, 7, 2, 73, 8, 9, 10, 20, 18, 22, 6, 5, 17, 19, 23, 27, 30, 31, 47, 49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799575513,2,32,1,0,0,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2025-04-12T12:00:06.390Z,2025-04-12T12:00:06Z,,,,5643530615,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799575521,2,32,1,0,0,bd4qakf7j0wwie8wke9km7uj8,1,0.0,0.0,2025-04-12T12:00:06.390Z,2025-04-12T12:00:09Z,,,,5643530655,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799575547,3,1,1,0,0,7gkglopz9cjsysn2u6sbhuvc5,1,49.6,50.3,2025-04-12T12:00:06.391Z,2025-04-12T12:00:09Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,5643530783,56,Back,5643530791,213,2.82,5643530785,140,27.2,5643530789,212,24.8,5643530793,279,S,5643530787,141,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799575569,4,1,1,0,2,7gkglopz9cjsysn2u6sbhuvc5,0,29.2,59.3,2025-04-12T12:00:08.582Z,2025-04-12T12:00:11Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,5643530937,213,5.69,5643530927,157,,5643530931,140,61.9,5643530929,56,Center,5643530939,1,,5643530935,212,41.4,5643530933,141,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799575639,3,1,1,0,5,bd4qakf7j0wwie8wke9km7uj8,1,30.5,85.9,2025-04-12T12:00:11.742Z,2025-04-12T12:06:02Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,5643531241,140,40.4,5643531249,213,0.14,5643531243,141,88.0,5643531247,212,10.5,5643531239,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799575649,4,61,1,0,6,bd4qakf7j0wwie8wke9km7uj8,0,40.4,89.6,2025-04-12T12:00:12.886Z,2025-04-12T12:12:36Z,m031ocyfq011rual3olkegdm,A. Taranis,,5643531291,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799575697,5,1,1,0,7,7gkglopz9cjsysn2u6sbhuvc5,0,55.6,21.6,2025-04-12T12:00:13.755Z,2025-04-12T12:55:43Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,5643531577,141,19.7,5643531573,56,Right,5643531581,213,6.02,5643531575,140,60.2,5643639271,286,,5643531579,212,5.0,5643639267,233,156,5643639265,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799595619,156,74,1,0,7,bd4qakf7j0wwie8wke9km7uj8,1,42.4,91.7,2025-04-12T12:00:13.756Z,2025-04-12T12:18:23Z,m031ocyfq011rual3olkegdm,A. Taranis,,5643638253,285,,5643639301,233,5,5643638251,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799575689,5,5,1,0,11,bd4qakf7j0wwie8wke9km7uj8,0,38.8,101.9,2025-04-12T12:00:18.150Z,2025-04-12T14:19:35Z,m031ocyfq011rual3olkegdm,A. Taranis,,5643531939,233,6,5643531509,347,,5643531507,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799575739,6,5,1,0,11,7gkglopz9cjsysn2u6sbhuvc5,1,61.2,-1.9,2025-04-12T12:00:18.150Z,2025-04-12T14:19:34Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,5643531845,56,Right,5643531849,347,,5643531877,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799575775,7,1,1,0,15,7gkglopz9cjsysn2u6sbhuvc5,1,63.9,0.0,2025-04-12T12:00:21.958Z,2025-04-12T12:00:24Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,5643532043,212,21.1,5643532035,107,,5643532045,213,0.44,5643532039,140,82.1,5643532041,141,11.3,5643532037,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799575783,8,1,1,0,17,7gkglopz9cjsysn2u6sbhuvc5,0,82.1,11.3,2025-04-12T12:00:24.079Z,2025-04-12T12:55:57Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,5643532087,141,25.8,5643532079,2,,5643532083,56,Center,5643532085,140,85.5,5643532089,212,10.5,5643532081,155,,5643532091,213,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799575809,6,12,1,0,18,bd4qakf7j0wwie8wke9km7uj8,1,10.1,64.3,2025-04-12T12:00:24.550Z,2025-04-12T12:00:27Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,5643532219,141,90.8,5643532221,212,18.7,5643532217,140,15.0,5643532223,213,1.29,5643532215,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799626833,409,61,1,0,19,bd4qakf7j0wwie8wke9km7uj8,1,27.1,76.0,2025-04-12T12:00:25.390Z,2025-04-12T12:52:18Z,d106tu53y5q02yu36iojbou8k,A. Jensen,,5643802109,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799575817,7,1,1,0,20,bd4qakf7j0wwie8wke9km7uj8,0,15.0,90.8,2025-04-12T12:00:26.989Z,2025-04-12T12:00:27Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,5643532263,212,19.4,5643532265,213,6.26,5643532255,157,,5643532259,140,33.5,5643532261,141,90.2,5643532257,56,Back,5643532267,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799630557,392,61,1,0,21,7gkglopz9cjsysn2u6sbhuvc5,1,68.2,23.3,2025-04-12T12:00:27.390Z,2025-04-12T12:56:44Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,5643821541,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799575917,11,44,1,0,21,7gkglopz9cjsysn2u6sbhuvc5,1,67.5,13.4,2025-04-12T12:00:27.398Z,2025-04-12T14:09:34Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,5643533127,233,9,5643532831,286,,5643532829,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799575953,9,44,1,0,21,bd4qakf7j0wwie8wke9km7uj8,0,32.5,86.6,2025-04-12T12:00:27.399Z,2025-04-12T12:52:43Z,m031ocyfq011rual3olkegdm,A. Taranis,,5643533149,233,11,5643533027,285,,5643533025,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799575877,9,61,1,0,21,7gkglopz9cjsysn2u6sbhuvc5,1,69.8,26.5,2025-04-12T12:00:28.158Z,2025-04-12T12:56:31Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,5643532571,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799575881,10,1,1,0,25,7gkglopz9cjsysn2u6sbhuvc5,0,71.9,19.7,2025-04-12T12:00:31.966Z,2025-04-12T12:00:32Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,5643532601,56,Center,5643532609,213,0.78,5643532607,212,4.9,5643532603,140,75.2,5643532605,141,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799575947,8,43,1,0,26,bd4qakf7j0wwie8wke9km7uj8,1,0.0,0.0,2025-04-12T12:00:33.189Z,2025-04-12T12:53:11Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,5643532973,157,0,5643806419,144,1,5643532981,212,19.2,5643532975,56,Back,5643532977,140,34.1,5643532979,141,95.6,5643532983,213,0.60,5643532985,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799576097,12,1,1,0,28,7gkglopz9cjsysn2u6sbhuvc5,1,69.1,22.5,2025-04-12T12:00:34.767Z,2025-04-12T12:57:17Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,1.0,5643533831,3,,5643533839,212,11.4,5643533833,56,Right,5643533835,140,77.8,5643533841,213,5.64,5643823839,210,13,5643533837,141,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799576107,13,13,1,0,34,7gkglopz9cjsysn2u6sbhuvc5,1,76.2,28.6,2025-04-12T12:00:40.391Z,2025-04-12T14:25:21Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,5643823855,74,,5643823865,103,75,5643823863,102,48.2,5643823853,72,,5643533901,56,Center,5643823867,215,,5643823857,29,,5643533899,18,,5643823871,231,47.7,5643533897,22,5643823859,55,12,5643823869,230,97.2,,,,,,,,,,,,,,,,,,
2799576551,10,5,1,0,39,bd4qakf7j0wwie8wke9km7uj8,1,-1.6,30.2,2025-04-12T12:00:46.358Z,2025-04-12T14:19:35Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,5643536455,56,Back,5643536457,346,,5643536491,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799576187,14,5,1,0,39,7gkglopz9cjsysn2u6sbhuvc5,0,101.6,69.8,2025-04-12T12:00:46.358Z,2025-04-12T14:19:36Z,ag1psg17osvgbq5fz9xo7kmj8,Z. Dalügge,,5643534383,346,,5643534381,56,Center,5643536537,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799576617,11,1,1,1,5,bd4qakf7j0wwie8wke9km7uj8,0,3.6,40.4,2025-04-12T12:01:12.382Z,2025-04-12T12:01:15Z,c4esrbgbv6v715768v2cb676d,F. Schram,,5643536787,212,67.9,5643536793,74,,5643536783,140,68.0,5643536779,124,,5643536785,141,30.7,5643536781,56,Center,5643536789,213,6.19,5643536791,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799576657,15,1,1,1,9,7gkglopz9cjsysn2u6sbhuvc5,0,29.8,72.6,2025-04-12T12:01:16.175Z,2025-04-12T12:01:19Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,5643537031,213,0.45,5643537029,212,9.2,5643537021,3,,5643537027,141,78.5,5643537025,140,37.7,5643537023,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799576683,12,4,1,1,12,bd4qakf7j0wwie8wke9km7uj8,1,61.6,19.7,2025-04-12T12:01:18.437Z,2025-04-12T14:09:14Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,5643537289,13,,5643537291,294,,5643537295,152,,5643537293,56,Right,5643537297,286,,5643537369,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799576667,16,4,1,1,12,7gkglopz9cjsysn2u6sbhuvc5,0,38.4,80.3,2025-04-12T12:01:18.438Z,2025-04-12T14:09:15Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,5643537097,56,Back,5643537351,13,,5643537391,233,12,5643537099,285,,5643537353,294,,5643537355,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799576999,13,1,1,1,32,bd4qakf7j0wwie8wke9km7uj8,1,55.8,20.6,2025-04-12T12:01:38.957Z,2025-04-12T12:01:42Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,5643538913,56,Center,5643538915,140,55.8,5643538921,213,1.57,5643538917,141,31.5,5643538919,212,7.4,5643538909,5,,5643538911,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799577031,14,1,1,1,35,bd4qakf7j0wwie8wke9km7uj8,0,61.1,29.5,2025-04-12T12:01:42.245Z,2025-04-12T12:01:43Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,5643539099,1,,5643539085,155,,5643539091,141,63.9,5643539097,213,0.69,5643539087,56,Center,5643539095,212,36.9,5643539089,140,88.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799577069,17,12,1,1,38,7gkglopz9cjsysn2u6sbhuvc5,1,12.2,50.4,2025-04-12T12:01:44.950Z,2025-04-12T12:01:46Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,5643539265,15,,5643539245,212,18.5,5643539243,141,31.8,5643539247,213,5.53,5643539241,140,25.1,5643539239,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799577121,15,1,1,1,41,bd4qakf7j0wwie8wke9km7uj8,0,71.0,75.3,2025-04-12T12:01:48.108Z,2025-04-12T12:01:49Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,5643539517,141,54.8,5643539521,213,5.33,5643539515,140,80.4,5643539513,56,Center,5643539519,212,17.1,5643539511,157,,5643539523,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799577147,18,12,1,1,42,7gkglopz9cjsysn2u6sbhuvc5,1,11.8,42.4,2025-04-12T12:01:48.774Z,2025-04-12T12:01:51Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,5643539643,141,47.6,5643539689,15,,5643539645,212,14.9,5643539639,56,Back,5643539647,213,0.24,5643539641,140,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799577193,19,1,1,1,46,7gkglopz9cjsysn2u6sbhuvc5,0,28.6,41.9,2025-04-12T12:01:52.964Z,2025-04-12T12:58:11Z,ag1psg17osvgbq5fz9xo7kmj8,Z. Dalügge,,5643827689,3,,5643827695,212,8.3,5643539849,56,Back,5643827693,141,31.9,5643827697,213,5.33,5643827691,140,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799577345,16,1,1,1,48,bd4qakf7j0wwie8wke9km7uj8,1,65.8,76.6,2025-04-12T12:01:54.396Z,2025-04-12T12:02:03Z,m031ocyfq011rual3olkegdm,A. Taranis,,5643540679,212,15.0,5643540675,140,75.8,5643540681,213,0.79,5643540673,56,Left,5643540677,141,92.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799629995,411,1,1,1,49,bd4qakf7j0wwie8wke9km7uj8,1,73.7,92.7,2025-04-12T12:01:55.390Z,2025-04-12T12:55:56Z,d106tu53y5q02yu36iojbou8k,A. Jensen,,5643818323,212,8.6,5643818325,213,0.11,5643818315,56,Left,5643818321,141,94.1,5643818319,140,81.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799577251,20,83,1,1,49,7gkglopz9cjsysn2u6sbhuvc5,0,22.7,12.6,2025-04-12T12:01:56.125Z,2025-04-12T12:02:16Z,ag1psg17osvgbq5fz9xo7kmj8,Z. Dalügge,,5643540965,399,m031ocyfq011rual3olkegdm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799577263,21,83,1,1,50,7gkglopz9cjsysn2u6sbhuvc5,0,22.8,12.5,2025-04-12T12:01:57.101Z,2025-04-12T12:02:16Z,ag1psg17osvgbq5fz9xo7kmj8,Z. Dalügge,,5643540943,399,m031ocyfq011rual3olkegdm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799577353,17,4,1,1,53,bd4qakf7j0wwie8wke9km7uj8,1,76.6,89.4,2025-04-12T12:01:59.828Z,2025-04-12T14:23:52Z,m031ocyfq011rual3olkegdm,A. Taranis,,5643540851,233,22,5643540745,286,,5643540743,265,,5643540739,56,Left,5643540737,13,,5643540741,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799577305,22,4,1,1,53,7gkglopz9cjsysn2u6sbhuvc5,0,23.4,10.6,2025-04-12T12:01:59.829Z,2025-04-12T14:09:15Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,5643540815,13,,5643540817,152,,5643540481,56,Back,5643540821,285,,5643540819,265,,5643540879,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799577721,18,1,1,2,21,bd4qakf7j0wwie8wke9km7uj8,0,76.2,94.1,2025-04-12T12:02:27.573Z,2025-04-12T12:02:29Z,m031ocyfq011rual3olkegdm,A. Taranis,,5643542701,140,86.4,5643542699,56,Center,5643542691,2,,5643542707,213,5.13,5643542697,152,,5643542703,141,58.7,5643542693,5,,5643542705,212,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799577789,23,61,1,2,25,7gkglopz9cjsysn2u6sbhuvc5,0,13.0,38.6,2025-04-12T12:02:32.029Z,2025-04-12T12:02:32Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,5643543037,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799578005,25,51,1,2,26,7gkglopz9cjsysn2u6sbhuvc5,1,12.8,42.7,2025-04-12T12:02:32.854Z,2025-04-12T14:13:54Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,5643544301,169,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799577829,19,13,1,2,27,bd4qakf7j0wwie8wke9km7uj8,1,88.6,66.9,2025-04-12T12:02:33.621Z,2025-04-12T14:24:25Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,5643544221,72,,5643544561,231,50.9,5643544551,102,56.0,5643544555,215,,5643544553,103,76.4,5643544549,77,,5643543253,56,Center,5643544217,24,,5643544559,230,98.4,5643543251,64,5644318485,468,25,5643544557,458,,,,,,,,,,,,,,,,,,,
2799578001,20,5,1,2,29,bd4qakf7j0wwie8wke9km7uj8,0,100.9,54.9,2025-04-12T12:02:35.573Z,2025-04-12T14:19:36Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,5643544179,56,Center,5643544257,233,24,5643544181,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799577843,24,5,1,2,29,7gkglopz9cjsysn2u6sbhuvc5,1,-0.9,45.1,2025-04-12T12:02:35.573Z,2025-04-12T14:09:55Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,5643544247,233,20,5643543315,56,Back,5643543319,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799578201,26,1,1,2,50,7gkglopz9cjsysn2u6sbhuvc5,0,3.3,57.3,2025-04-12T12:02:57.077Z,2025-04-12T12:02:58Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,5643545341,140,55.9,5643545349,1,,5643545337,124,,5643545351,74,,5643545339,56,Center,5643545347,213,5.92,5643545343,141,26.2,5643545345,212,59.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799578211,21,1,1,2,52,bd4qakf7j0wwie8wke9km7uj8,0,56.0,72.4,2025-04-12T12:02:58.829Z,2025-04-12T12:55:56Z,d106tu53y5q02yu36iojbou8k,A. Jensen,,5643545433,213,6.23,5643545423,3,,5643545425,56,Center,5643545431,212,18.6,5643545429,141,70.9,5643545427,140,73.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799578277,27,12,1,2,53,7gkglopz9cjsysn2u6sbhuvc5,1,28.9,31.3,2025-04-12T12:03:00.029Z,2025-04-12T12:03:03Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,5643545747,140,40.7,5643545751,212,14.4,5643545749,141,20.6,5643545745,56,Back,5643545753,213,5.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799578293,22,1,1,2,56,bd4qakf7j0wwie8wke9km7uj8,0,62.9,81.1,2025-04-12T12:03:03.125Z,2025-04-12T12:56:03Z,d106tu53y5q02yu36iojbou8k,A. Jensen,,5643545825,141,71.2,5643545823,140,70.1,5643545827,212,10.1,5643545821,56,Center,5643545819,3,,5643545829,213,5.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799578309,28,1,1,2,56,7gkglopz9cjsysn2u6sbhuvc5,1,33.3,27.3,2025-04-12T12:03:03.277Z,2025-04-12T12:03:04Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,5643545945,141,21.6,5643545943,140,28.8,5643545947,212,6.1,5643545949,213,3.83,5643545941,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799578319,29,1,1,2,58,7gkglopz9cjsysn2u6sbhuvc5,0,28.8,21.6,2025-04-12T12:03:04.764Z,2025-04-12T12:03:05Z,9l89n30nejpn2u22ygvchwnze,L. Steffensen,,5643545991,140,39.5,5643545997,213,0.46,5643545987,155,,5643545993,141,29.8,5643545995,212,12.5,5643545989,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799578359,30,61,1,3,1,7gkglopz9cjsysn2u6sbhuvc5,1,36.5,35.2,2025-04-12T12:03:07.492Z,2025-04-12T12:03:07Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,5643546177,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799578377,23,1,1,3,1,bd4qakf7j0wwie8wke9km7uj8,0,58.8,66.6,2025-04-12T12:03:07.765Z,2025-04-12T12:56:10Z,4lac0f1ev5usxpka7gaev3hii,M. Kristensen,,5643546243,3,,5643546247,56,Center,5643546255,212,7.9,5643546253,141,69.1,5643546257,213,0.22,5643546249,140,66.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799578395,31,1,1,3,3,7gkglopz9cjsysn2u6sbhuvc5,0,36.8,31.6,2025-04-12T12:03:09.396Z,2025-04-12T12:59:01Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,5643546373,1,,5643546369,212,25.9,5643546361,157,,5643546365,140,61.4,5643546363,56,Center,5643546367,141,34.6,5643546371,213,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799578419,24,1,1,3,4,bd4qakf7j0wwie8wke9km7uj8,0,42.1,72.6,2025-04-12T12:03:10.812Z,2025-04-12T12:56:18Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,5643546493,1,,5643546485,212,20.5,5643546473,56,Left,5643546489,213,0.52,5643546481,141,87.5,5643546477,140,59.1,5643546469,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799578481,32,1,1,3,6,7gkglopz9cjsysn2u6sbhuvc5,1,55.2,20.6,2025-04-12T12:03:12.952Z,2025-04-12T12:03:15Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,5643546871,140,58.9,5643546869,56,Right,5643546877,213,5.39,5643546873,141,13.5,5643546875,212,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799578593,33,1,1,3,9,7gkglopz9cjsysn2u6sbhuvc5,1,53.9,13.8,2025-04-12T12:03:15.796Z,2025-04-12T12:59:16Z,9nafz0c0x2qvmo5ldm0djmcq1,M. Kaastrup,,5643547595,140,40.8,5643547593,56,Back,5643547601,213,2.83,5643547597,141,20.4,5643547599,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
