id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/10/value
2726978991,521,1,2,53,28,6wwwud48qahpwrfxs20334qk5,1,41.2,25.5,2024-09-28T14:14:22.452Z,2024-09-28T14:14:24Z,dgcbjg2ymgi70yv1n8ugkv02c,A. Andersen,,,5247480863,213,1.28,5247480841,56,Back,5247480845,140,46.7,5247480855,141,54.0,5247480859,212,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726979159,522,1,2,53,30,6wwwud48qahpwrfxs20334qk5,1,49.4,53.9,2024-09-28T14:14:24.292Z,2024-09-28T14:14:28Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5247481653,213,0.46,5247481649,141,66.6,5247481645,56,Center,5247481651,212,19.5,5247481647,140,66.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726979275,523,1,2,53,34,6wwwud48qahpwrfxs20334qk5,1,72.4,62.7,2024-09-28T14:14:28.372Z,2024-09-28T14:14:31Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5247482325,155,,5247482333,140,77.2,5247482337,212,31.7,5247482335,141,16.7,5247482339,213,4.87,5247482327,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726979405,524,1,2,53,38,6wwwud48qahpwrfxs20334qk5,1,76.0,15.5,2024-09-28T14:14:31.740Z,2024-09-28T14:14:35Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5247483019,56,Right,5247483025,212,14.4,5247483021,140,89.3,5247483023,141,10.4,5247483027,213,6.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726979543,525,1,2,53,41,6wwwud48qahpwrfxs20334qk5,1,76.9,18.8,2024-09-28T14:14:35.380Z,2024-09-28T14:14:39Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5247483739,56,Right,5247483753,212,12.1,5247483751,141,19.5,5247483755,213,3.10,5247483747,140,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726979649,526,1,2,53,45,6wwwud48qahpwrfxs20334qk5,1,70.4,17.6,2024-09-28T14:14:38.956Z,2024-09-28T14:14:41Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5247484305,56,Right,5247484309,141,8.8,5247484313,213,5.96,5247484311,212,19.0,5247484307,140,87.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726979687,527,1,2,53,47,6wwwud48qahpwrfxs20334qk5,0,89.4,8.9,2024-09-28T14:14:41.549Z,2024-09-28T14:14:42Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5247484469,212,11.0,5247484465,140,78.9,5247484471,213,3.10,5247484463,56,Right,5247484467,141,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726979701,586,8,2,53,49,ajtb177oqwawkdwbqhldmq6mx,1,13.6,88.3,2024-09-28T14:14:43.043Z,2024-09-28T14:14:43Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5247484537,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726979815,528,5,2,53,50,6wwwud48qahpwrfxs20334qk5,1,83.1,-1.8,2024-09-28T14:14:43.900Z,2024-09-28T15:09:06Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5247485209,233,587,5247485109,347,,5247485107,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726979745,587,5,2,53,50,ajtb177oqwawkdwbqhldmq6mx,0,16.9,101.8,2024-09-28T14:14:43.900Z,2024-09-28T15:09:06Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5247484771,347,,5247484769,56,Back,5247485295,233,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726979931,529,1,2,53,51,6wwwud48qahpwrfxs20334qk5,1,80.1,0.0,2024-09-28T14:14:45.580Z,2024-09-28T14:14:48Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5247485761,141,4.4,5247485771,213,2.73,5247485753,56,Right,5247485757,140,71.3,5247485767,212,10.1,5247485749,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726980091,530,1,2,53,54,6wwwud48qahpwrfxs20334qk5,1,71.0,13.2,2024-09-28T14:14:48.292Z,2024-09-28T14:14:52Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5247486759,213,2.22,5247486755,212,26.5,5247486751,140,55.8,5247486749,56,Center,5247486753,141,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726980141,531,1,2,53,58,6wwwud48qahpwrfxs20334qk5,0,54.9,37.7,2024-09-28T14:14:51.868Z,2024-09-28T14:14:53Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5247487009,56,Center,5247487013,141,36.9,5247487011,140,70.4,5247487019,213,6.25,5247487015,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726980273,588,1,2,54,0,ajtb177oqwawkdwbqhldmq6mx,1,24.4,68.5,2024-09-28T14:14:53.891Z,2024-09-28T14:14:56Z,15nwvne76hmc6vgtju60bl7md,J. Okore,,,5247487713,56,Back,5247487717,141,62.7,5247487719,212,22.5,5247487715,140,45.5,5247487711,157,,5247487723,1,,5247487721,213,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726980311,589,44,2,54,1,ajtb177oqwawkdwbqhldmq6mx,1,44.1,65.0,2024-09-28T14:14:55.467Z,2024-09-28T15:07:27Z,ct7z1lwc3kc5oblzcewgipzl6,A. Bredahl,,,5247487913,285,,5247488049,233,532,5247487911,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726980251,532,44,2,54,1,6wwwud48qahpwrfxs20334qk5,0,55.9,35.0,2024-09-28T14:14:55.468Z,2024-09-28T15:07:27Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5247487619,286,,5247488149,233,589,5247487617,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726980319,590,1,2,54,2,ajtb177oqwawkdwbqhldmq6mx,0,45.5,62.7,2024-09-28T14:14:55.667Z,2024-09-28T15:10:04Z,ct7z1lwc3kc5oblzcewgipzl6,A. Bredahl,,,5247487957,213,5.00,5247487945,3,,5247487949,56,Back,5247487953,141,50.9,5247487955,212,8.4,5247487951,140,47.8,5247487947,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726980393,533,1,2,54,4,6wwwud48qahpwrfxs20334qk5,1,56.9,49.9,2024-09-28T14:14:57.812Z,2024-09-28T14:14:59Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5247488521,140,45.1,5247488525,141,46.4,5247488533,213,3.33,5247488461,3,,5247488531,212,12.6,5247488519,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726980429,534,44,2,54,5,6wwwud48qahpwrfxs20334qk5,1,44.4,47.2,2024-09-28T14:14:58.940Z,2024-09-28T14:15:02Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5247488623,56,Back,5247488705,233,591,5247488625,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726980419,591,44,2,54,5,ajtb177oqwawkdwbqhldmq6mx,0,55.6,52.8,2024-09-28T14:14:58.941Z,2024-09-28T14:15:02Z,egnjbmbxkceiygmp2jty4b47o,O. Jakobsen,,,5247488759,233,534,5247488583,56,Center,5247488585,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726980583,535,1,2,54,5,6wwwud48qahpwrfxs20334qk5,1,43.1,46.6,2024-09-28T14:14:59.172Z,2024-09-28T14:15:03Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5247489557,140,41.5,5247489563,213,1.71,5247489553,3,,5247489555,56,Back,5247489559,141,64.3,5247489561,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726980921,536,1,2,54,9,6wwwud48qahpwrfxs20334qk5,1,40.4,60.8,2024-09-28T14:15:03.572Z,2024-09-28T14:15:23Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,1.0,,5247491353,140,71.0,5247491357,212,35.8,5247491361,1,,5247491359,213,0.45,5247491351,56,Left,5247491355,141,83.9,5247494123,210,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726980937,537,15,2,54,17,6wwwud48qahpwrfxs20334qk5,1,87.1,64.0,2024-09-28T14:15:11.526Z,2024-09-28T14:15:24Z,9jqox80arzpytv1b136jobhpm,A. Bøndergaard,,,5247491475,22,,5247491479,64,,5247492925,20,,5247494241,78,,5247494243,29,,5247494247,55,536,5247491481,56,Center,5247492937,82,,5247494365,233,5247494257,215,,5247494253,102,5247494263,230,98.2,592,5247494259,146,90.6,5247494265,231,5247494261,147,59.9,5247494255,103,19,,,,50.4,,,,,48.9
2726981133,592,10,2,54,18,ajtb177oqwawkdwbqhldmq6mx,1,9.4,40.1,2024-09-28T14:15:11.626Z,2024-09-28T15:22:39Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5247494481,233,537,5247492335,94,,5247492339,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726981293,594,1,2,54,24,ajtb177oqwawkdwbqhldmq6mx,1,9.1,27.3,2024-09-28T14:15:17.771Z,2024-09-28T14:15:19Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,,5247493141,212,19.8,5247493135,56,Back,5247493139,141,8.8,5247493143,213,5.60,5247493133,123,,5247493137,140,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726981633,595,1,2,54,25,ajtb177oqwawkdwbqhldmq6mx,1,23.7,8.8,2024-09-28T14:15:19.530Z,2024-09-28T14:15:26Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5247494985,56,Back,5247494989,140,36.9,5247494993,212,14.0,5247494991,141,11.9,5247494995,213,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726981773,596,1,2,54,32,ajtb177oqwawkdwbqhldmq6mx,1,65.3,21.3,2024-09-28T14:15:26.186Z,2024-09-28T14:15:29Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5247495689,212,13.6,5247495685,140,74.5,5247495683,56,Right,5247495691,213,5.51,5247495687,141,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726981979,597,1,2,54,35,ajtb177oqwawkdwbqhldmq6mx,1,74.4,8.2,2024-09-28T14:15:28.971Z,2024-09-28T14:15:33Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5247496671,213,3.01,5247496669,212,14.0,5247496661,56,Right,5247496665,140,61.2,5247496667,141,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726982043,598,1,2,54,40,ajtb177oqwawkdwbqhldmq6mx,1,60.5,6.8,2024-09-28T14:15:34.131Z,2024-09-28T14:15:35Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5247496995,56,Center,5247496999,140,53.5,5247497005,213,2.16,5247497001,141,22.8,5247497003,212,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726982083,599,1,2,54,41,ajtb177oqwawkdwbqhldmq6mx,1,53.5,22.8,2024-09-28T14:15:35.003Z,2024-09-28T14:15:36Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5247497219,213,0.70,5247497215,212,18.2,5247497203,56,Center,5247497207,140,66.7,5247497209,141,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726982147,600,1,2,54,42,ajtb177oqwawkdwbqhldmq6mx,1,66.7,40.1,2024-09-28T14:15:35.827Z,2024-09-28T14:15:37Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5247497475,213,3.83,5247497469,212,13.7,5247497465,140,56.6,5247497467,141,27.3,5247497457,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726982331,601,1,2,54,43,ajtb177oqwawkdwbqhldmq6mx,1,56.6,27.1,2024-09-28T14:15:36.867Z,2024-09-28T14:15:40Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5247498507,56,Right,5247498511,141,7.7,5247498515,213,4.84,5247498513,212,13.3,5247498509,140,58.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726982463,602,1,2,54,46,ajtb177oqwawkdwbqhldmq6mx,1,65.4,12.2,2024-09-28T14:15:40.595Z,2024-09-28T14:15:43Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5247499131,141,22.2,5247499127,56,Center,5247499129,140,55.3,5247499133,212,12.6,5247499137,213,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726982533,603,1,2,54,49,ajtb177oqwawkdwbqhldmq6mx,1,55.3,22.2,2024-09-28T14:15:42.803Z,2024-09-28T14:15:44Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5247499563,213,6.15,5247499557,140,67.1,5247499561,212,12.5,5247499555,56,Right,5247499559,141,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726982555,604,1,2,54,50,ajtb177oqwawkdwbqhldmq6mx,1,67.1,19.7,2024-09-28T14:15:44.555Z,2024-09-28T14:15:46Z,egnjbmbxkceiygmp2jty4b47o,O. Jakobsen,,,5247499663,56,Back,5247499667,141,19.1,5247499665,140,46.3,5247499741,156,,5247499669,212,21.8,5247499671,213,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726982669,605,1,2,54,52,ajtb177oqwawkdwbqhldmq6mx,1,46.3,19.1,2024-09-28T14:15:46.083Z,2024-09-28T14:15:48Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5247500321,212,11.7,5247500325,213,5.31,5247500317,141,4.9,5247500311,140,52.6,5247500307,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726982687,606,1,2,54,54,ajtb177oqwawkdwbqhldmq6mx,0,52.6,4.9,2024-09-28T14:15:48.187Z,2024-09-28T14:15:50Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5247501005,236,,5247501011,286,,5247501007,233,538,5247500431,212,4.8,5247500427,140,57.2,5247500429,141,4.7,5247500433,213,6.26,5247500425,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726982779,538,74,2,54,54,6wwwud48qahpwrfxs20334qk5,1,39.9,90.8,2024-09-28T14:15:48.188Z,2024-09-28T15:07:29Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5247500869,56,Back,5247501179,233,606,5247500873,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726983243,540,3,2,55,1,6wwwud48qahpwrfxs20334qk5,1,72.1,61.3,2024-09-28T14:15:54.989Z,2024-09-28T15:07:18Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5247503305,56,Center,5247503307,286,,5247503455,233,607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726983113,607,45,2,55,1,ajtb177oqwawkdwbqhldmq6mx,0,27.9,38.7,2024-09-28T14:15:54.989Z,2024-09-28T15:07:19Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5247502705,285,,5247502697,56,Back,5247503575,233,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726983251,541,4,2,55,6,6wwwud48qahpwrfxs20334qk5,1,76.2,61.2,2024-09-28T14:16:00.434Z,2024-09-28T14:16:08Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5247503901,233,608,5247503773,265,,5247503767,13,,5247503769,56,Center,5247503771,152,,5247503775,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726983203,608,4,2,55,6,ajtb177oqwawkdwbqhldmq6mx,0,23.8,38.8,2024-09-28T14:16:00.435Z,2024-09-28T14:16:09Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5247503503,265,,5247503507,285,,5247503961,233,541,5247503495,13,,5247503499,152,,5247503497,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726985215,542,15,2,55,56,6wwwud48qahpwrfxs20334qk5,1,76.8,57.8,2024-09-28T14:16:50.318Z,2024-09-28T14:25:47Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5247620233,146,88.0,5247620237,230,98.6,5247620235,147,53.2,5247620239,231,49.1,5247620231,458,,5247514041,56,Center,5247620219,78,,5247620225,102,48.4,5247620229,103,5247514033,18,,5247618743,20,5247620305,233,609,19,5247618747,82,,5247514031,26,,,,,,,,,,,,,,,
2726985325,609,10,2,55,56,ajtb177oqwawkdwbqhldmq6mx,1,12.0,46.7,2024-09-28T14:16:50.418Z,2024-09-28T15:22:37Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5247514663,56,Back,5247514659,94,,5247620453,233,542,5247623059,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726985505,543,61,2,55,59,6wwwud48qahpwrfxs20334qk5,0,95.1,3.5,2024-09-28T14:16:53.270Z,2024-09-28T15:17:12Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5247515579,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726985679,544,5,2,56,3,6wwwud48qahpwrfxs20334qk5,0,97.5,-1.2,2024-09-28T14:16:57.043Z,2024-09-28T15:09:07Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5247516409,347,,5247516591,233,610,5247516403,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726985591,610,5,2,56,3,ajtb177oqwawkdwbqhldmq6mx,1,2.5,101.2,2024-09-28T14:16:57.043Z,2024-09-28T15:09:07Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5247516495,233,544,5247515957,347,,5247515953,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726986117,611,1,2,56,15,ajtb177oqwawkdwbqhldmq6mx,1,5.0,100.0,2024-09-28T14:17:09.051Z,2024-09-28T14:17:11Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5247518755,56,Back,5247518759,141,92.7,5247518761,212,10.2,5247518753,107,,5247518763,213,5.69,5247518757,140,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726986143,612,1,2,56,17,ajtb177oqwawkdwbqhldmq6mx,1,13.1,92.7,2024-09-28T14:17:11.051Z,2024-09-28T14:17:14Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5247519021,156,,5247518885,212,8.8,5247518875,56,Back,5247518879,140,4.7,5247518887,213,3.17,5247518883,141,92.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726986325,613,1,2,56,20,ajtb177oqwawkdwbqhldmq6mx,1,4.2,93.0,2024-09-28T14:17:14.140Z,2024-09-28T14:17:17Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5247519923,141,93.5,5247519933,1,,5247519929,213,0.04,5247519925,212,8.6,5247519921,140,12.4,5247519917,157,,5247519919,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726986351,614,61,2,56,21,ajtb177oqwawkdwbqhldmq6mx,1,12.1,93.5,2024-09-28T14:17:15.271Z,2024-09-28T15:16:53Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5247520083,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726986481,545,5,2,56,22,6wwwud48qahpwrfxs20334qk5,1,86.6,-0.8,2024-09-28T14:17:16.375Z,2024-09-28T15:09:08Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5247520775,347,,5247520773,56,Right,5247520889,233,615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726986365,615,5,2,56,22,ajtb177oqwawkdwbqhldmq6mx,0,13.4,100.8,2024-09-28T14:17:16.375Z,2024-09-28T15:09:08Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5247520959,233,545,5247520165,347,,5247520163,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726986645,546,1,2,56,27,6wwwud48qahpwrfxs20334qk5,1,85.5,0.0,2024-09-28T14:17:20.894Z,2024-09-28T14:17:24Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5247521633,56,Right,5247521643,212,23.9,5247521639,140,63.1,5247521631,107,,5247521649,1,,5247521641,141,4.0,5247521645,213,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726986739,547,1,2,56,30,6wwwud48qahpwrfxs20334qk5,1,63.9,10.6,2024-09-28T14:17:24.046Z,2024-09-28T14:17:26Z,dgcbjg2ymgi70yv1n8ugkv02c,A. Andersen,,,5247522157,56,Back,5247522163,212,23.7,5247522165,213,2.61,5247522161,141,28.3,5247522159,140,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726986853,548,1,2,56,33,6wwwud48qahpwrfxs20334qk5,0,45.1,27.4,2024-09-28T14:17:26.759Z,2024-09-28T14:17:29Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5247522849,141,14.7,5247522857,213,6.03,5247522841,155,,5247522865,1,,5247522855,212,34.6,5247522847,140,77.0,5247522843,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726986883,616,1,2,56,35,ajtb177oqwawkdwbqhldmq6mx,0,27.6,71.7,2024-09-28T14:17:29.235Z,2024-09-28T14:17:30Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5247523013,212,19.6,5247523009,140,43.9,5247523007,56,Back,5247523015,213,5.77,5247523011,141,57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726986973,549,1,2,56,37,6wwwud48qahpwrfxs20334qk5,1,71.1,30.0,2024-09-28T14:17:30.918Z,2024-09-28T14:17:32Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5247523537,141,15.0,5247523531,56,Right,5247523535,140,74.0,5247523541,212,10.6,5247523549,213,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726986995,550,1,2,56,38,6wwwud48qahpwrfxs20334qk5,1,70.0,7.9,2024-09-28T14:17:32.118Z,2024-09-28T14:17:33Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5247523695,212,15.0,5247523691,141,7.3,5247523687,140,84.3,5247523701,213,6.26,5247523681,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726987027,551,1,2,56,39,6wwwud48qahpwrfxs20334qk5,1,84.9,7.4,2024-09-28T14:17:32.999Z,2024-09-28T14:17:34Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5247523911,213,3.37,5247523901,212,5.5,5247523891,141,5.6,5247523873,56,Right,5247523881,140,79.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726987179,552,1,2,56,40,6wwwud48qahpwrfxs20334qk5,1,79.8,5.6,2024-09-28T14:17:33.710Z,2024-09-28T14:17:37Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5247524769,212,9.1,5247524765,140,88.4,5247524771,213,0.08,5247524763,56,Right,5247524767,141,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726987239,553,1,2,56,43,6wwwud48qahpwrfxs20334qk5,1,85.6,7.4,2024-09-28T14:17:37.238Z,2024-09-28T14:17:38Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5247525105,212,6.1,5247525101,140,79.9,5247525103,141,5.5,5247525107,213,3.35,5247525099,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726987355,554,1,2,56,45,6wwwud48qahpwrfxs20334qk5,1,79.1,5.8,2024-09-28T14:17:38.711Z,2024-09-28T14:17:41Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5247525791,213,2.96,5247525787,141,11.4,5247525783,56,Right,5247525789,212,21.4,5247525785,140,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726987493,555,1,2,56,47,6wwwud48qahpwrfxs20334qk5,1,61.2,18.3,2024-09-28T14:17:41.510Z,2024-09-28T14:17:45Z,dgcbjg2ymgi70yv1n8ugkv02c,A. Andersen,,,5247526561,212,17.7,5247526565,213,2.53,5247526559,141,33.3,5247526555,56,Back,5247526557,140,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726987613,556,2,2,56,50,6wwwud48qahpwrfxs20334qk5,1,53.6,31.0,2024-09-28T14:17:44.454Z,2024-09-28T14:17:48Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5247527245,140,80.1,5247527317,56,Center,5247527315,7,y4dl1rer075c9wz6zhx7skbt,5247527247,141,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726987847,618,1,2,56,59,ajtb177oqwawkdwbqhldmq6mx,1,23.9,68.5,2024-09-28T14:17:52.619Z,2024-09-28T14:17:54Z,15nwvne76hmc6vgtju60bl7md,J. Okore,,,5247528603,56,Back,5247528609,141,51.2,5247528605,140,21.4,5247528613,212,12.1,5247528617,213,4.49,5247528595,5,,5247528599,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
