id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/10/value
2726822539,1,34,16,0,0,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2024-09-28T12:03:40.616Z,2024-09-28T12:59:39Z,,,,,5246656683,30,"9y3vs6l0mjj38z0kw062jlh3p, 15nwvne76hmc6vgtju60bl7md, eyvv6b94feknnp1uew6n0ytat, 5u9zrgsm6wycfcbk04m64wd1w, 2uellcocrvapu7o70g5zdcmad, 8xe0fufxfgf5cuwgysz3r2j85, egnjbmbxkceiygmp2jty4b47o, e8vt8711wb40afht2v13omket, kqj7nh6pqmqbt0abyyu0fcpg, 4a0jmv6qmwn01iuqp1mhnyzth, ezbixgm2km8iapnsl57bn4wkp, 6g671k5lvgoo2bgub2516q1w4, 5mmgppapbchmcj9zdtyw0w5xw, 85qlnet6ehpowwtbubzbw3qqc, dja68kdmhtsm9x5zqzgtpqas4, 86mx27krl6c613x6e3t9g3cic, ct7z1lwc3kc5oblzcewgipzl6, 6dki65mdd3letfjjj51i0w3c9, ab3nxxoj7bxlnhot9htoex1xw, 7k2c7wgoywy7boesjer5578q1",5246656699,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",5246656685,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",5246656689,59,"1, 4, 3, 6, 5, 28, 17, 14, 22, 27, 8, 2, 9, 15, 16, 18, 19, 20, 21, 31",5246656693,130,8,5246963905,194,ezbixgm2km8iapnsl57bn4wkp,5246656703,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5246962299,197,19798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726824927,1,34,16,0,0,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2024-09-28T12:05:54.608Z,2024-09-28T12:59:34Z,,,,,5246963655,197,11563,5246669493,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",5246669485,30,"eiy7fhqxdx3ypg4dq4454hpbe, 65g5cfsdr10378yvmkpm19444, 4bojyjyvkdgm1lss6n37q2t5g, 7ztdirfvd9d0x2yw1v051xzbo, dgcbjg2ymgi70yv1n8ugkv02c, 3od63zrf6cay4d6ync9i2iuqc, 4m3slt6iikaxklqd12i719rl5, 23sc7wc7my7wes6cuaxw1v0no, 9jqox80arzpytv1b136jobhpm, y4dl1rer075c9wz6zhx7skbt, ayxi2m0g0pm6rl1ba5pto66z9, cu2l7ju3t72stqhwaurrnqbqh, bvc80w5ai425plu54nhgx5fxl, 7rt4wpc0qphwnvhn8jeazesfe, 6wfu6s6xo5zjeke21fgbouql0, ei3xmwfz8dah5e4lcbu4w98t1, 91xtn2wlot8g8ue89zn4iiyqy, 2zt1yrfv8m2mhpo720n0uydck, 289rctmvd5ppy9zqn98jbe4et",5246903003,194,3od63zrf6cay4d6ync9i2iuqc,5246669489,59,"90, 14, 17, 13, 3, 5, 11, 21, 16, 97, 7, 1, 2, 6, 8, 18, 19, 20, 98",5246669491,130,4,5246669495,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",5246669487,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726885017,2,32,1,0,0,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2024-09-28T13:03:11.273Z,2024-09-28T13:03:13Z,,,,,5246982749,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726885003,2,32,1,0,0,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2024-09-28T13:03:11.273Z,2024-09-28T13:03:11Z,,,,,5246982691,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726885079,3,1,1,0,0,ajtb177oqwawkdwbqhldmq6mx,1,50.0,50.0,2024-09-28T13:03:11.274Z,2024-09-28T13:03:15Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5246983063,212,24.6,5246983057,56,Back,5246983067,279,S,5246983061,141,38.8,5246983065,213,3.46,5246983059,140,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726885135,4,1,1,0,3,ajtb177oqwawkdwbqhldmq6mx,0,27.7,38.8,2024-09-28T13:03:15.083Z,2024-09-28T15:31:44Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5246983375,1,,5246983371,212,52.6,5246983361,140,66.1,5246983355,155,,5246983367,141,88.4,5246983373,213,0.70,5246983357,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726885181,3,1,1,0,6,6wwwud48qahpwrfxs20334qk5,0,24.5,15.5,2024-09-28T13:03:17.977Z,2024-09-28T13:03:19Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5246983647,56,Back,5246983655,213,0.37,5246983651,141,21.6,5246983645,3,,5246983649,140,34.6,5246983653,212,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726885225,4,1,1,0,8,6wwwud48qahpwrfxs20334qk5,0,27.5,20.4,2024-09-28T13:03:20.135Z,2024-09-28T13:03:21Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5246983915,213,0.64,5246983911,141,28.6,5246983907,56,Back,5246983905,157,,5246983909,140,34.6,5246983913,212,9.3,5246983917,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726885217,5,1,1,0,9,ajtb177oqwawkdwbqhldmq6mx,0,60.8,88.6,2024-09-28T13:03:20.353Z,2024-09-28T13:03:21Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5246983847,140,75.3,5246983851,212,15.3,5246983843,3,,5246983853,213,6.18,5246983849,141,86.2,5246983845,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726885265,6,1,1,0,10,ajtb177oqwawkdwbqhldmq6mx,1,61.7,80.2,2024-09-28T13:03:22.009Z,2024-09-28T13:03:23Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5246984089,213,6.20,5246984081,56,Center,5246984085,141,78.5,5246984083,140,74.7,5246984087,212,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726885315,7,1,1,0,12,ajtb177oqwawkdwbqhldmq6mx,1,74.7,78.5,2024-09-28T13:03:23.313Z,2024-09-28T13:03:25Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5246984343,212,37.7,5246984337,56,Back,5246984347,1,,5246984339,140,38.8,5246984341,141,78.7,5246984345,213,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726885373,8,1,1,0,14,ajtb177oqwawkdwbqhldmq6mx,0,38.8,78.7,2024-09-28T13:03:25.425Z,2024-09-28T15:31:46Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5246984635,56,Left,5246984639,141,100.0,5246984645,1,,5246984641,212,54.8,5246984637,140,89.0,5246984629,155,,5246984643,213,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726885635,5,5,1,0,17,6wwwud48qahpwrfxs20334qk5,1,11.4,-0.7000000000000001,2024-09-28T13:03:28.954Z,2024-09-28T14:03:40Z,9jqox80arzpytv1b136jobhpm,A. Bøndergaard,,,5246986003,56,Back,5246986147,233,9,5246986005,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726885385,9,5,1,0,17,ajtb177oqwawkdwbqhldmq6mx,0,88.6,100.7,2024-09-28T13:03:28.954Z,2024-09-28T14:03:40Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5246984709,347,,5246984707,56,Left,5246986179,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726885681,6,1,1,0,31,6wwwud48qahpwrfxs20334qk5,0,18.1,0.0,2024-09-28T13:03:42.696Z,2024-09-28T13:03:44Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5246986295,140,28.4,5246986299,212,12.8,5246986291,107,,5246986293,56,Back,5246986297,141,8.9,5246986303,213,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726885695,10,1,1,0,32,ajtb177oqwawkdwbqhldmq6mx,0,60.0,93.6,2024-09-28T13:03:44.153Z,2024-09-28T13:03:45Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5246986375,212,10.7,5246986371,140,68.9,5246986369,56,Left,5246986373,141,100.0,5246986367,3,,5246986377,213,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726885751,7,5,1,0,34,6wwwud48qahpwrfxs20334qk5,1,31.0,-1.2,2024-09-28T13:03:45.762Z,2024-09-28T14:03:40Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5246986629,347,,5246986627,56,Back,5246986645,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726885699,11,5,1,0,34,ajtb177oqwawkdwbqhldmq6mx,0,69.0,101.2,2024-09-28T13:03:45.762Z,2024-09-28T14:03:41Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5246986711,233,7,5246986393,347,,5246986391,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726885823,8,1,1,0,37,6wwwud48qahpwrfxs20334qk5,1,30.6,0.0,2024-09-28T13:03:48.768Z,2024-09-28T13:03:53Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5246987063,107,,5246987073,213,2.53,5246987067,140,14.3,5246987069,141,16.4,5246987065,56,Back,5246987071,212,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726885867,9,1,1,0,41,6wwwud48qahpwrfxs20334qk5,1,11.0,26.1,2024-09-28T13:03:52.936Z,2024-09-28T13:03:55Z,dgcbjg2ymgi70yv1n8ugkv02c,A. Andersen,,,5246987315,213,2.24,5246987311,141,40.0,5246987307,56,Back,5246987313,212,12.0,5246987309,140,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726885925,10,1,1,0,44,6wwwud48qahpwrfxs20334qk5,1,2.7,41.2,2024-09-28T13:03:55.544Z,2024-09-28T13:03:58Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5246987627,140,33.7,5246987623,157,,5246987635,1,,5246987631,212,37.8,5246987625,56,Back,5246987633,213,5.75,5246987629,141,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726885973,11,1,1,0,47,6wwwud48qahpwrfxs20334qk5,0,35.1,12.0,2024-09-28T13:03:58.352Z,2024-09-28T15:31:42Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5246987845,3,,5246987849,56,Center,5246987857,213,0.62,5246987853,141,30.7,5246987851,140,52.2,5246987855,212,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726886021,13,1,1,0,48,ajtb177oqwawkdwbqhldmq6mx,1,46.1,80.2,2024-09-28T13:04:00.177Z,2024-09-28T13:04:03Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5246988149,56,Back,5246988157,213,1.46,5246988153,141,94.4,5246988155,212,9.7,5246988151,140,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726886171,14,1,1,0,52,ajtb177oqwawkdwbqhldmq6mx,0,47.1,94.4,2024-09-28T13:04:03.730Z,2024-09-28T13:04:12Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5246988905,213,5.39,5246988901,141,0.0,5246988907,1,,5246988903,212,82.9,5246988897,56,Right,5246988893,155,,5246988895,196,,5246988899,140,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726886331,12,5,1,1,0,6wwwud48qahpwrfxs20334qk5,1,3.2,100.9,2024-09-28T13:04:12.117Z,2024-09-28T14:03:41Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5246989703,347,,5246989773,233,15,5246989701,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726886173,15,5,1,1,0,ajtb177oqwawkdwbqhldmq6mx,0,96.8,-0.9,2024-09-28T13:04:12.117Z,2024-09-28T14:03:41Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5246988909,56,Right,5246989833,233,12,5246988911,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726886399,13,1,1,1,10,6wwwud48qahpwrfxs20334qk5,1,3.9,100.0,2024-09-28T13:04:21.570Z,2024-09-28T13:04:24Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5246990069,107,,5246990081,213,5.92,5246990079,212,16.7,5246990075,140,18.8,5246990077,141,92.9,5246990073,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726886407,14,44,1,1,12,6wwwud48qahpwrfxs20334qk5,1,27.5,94.6,2024-09-28T13:04:23.544Z,2024-09-28T14:04:25Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5246990111,56,Back,5246990149,233,16,5246990113,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726886389,16,44,1,1,12,ajtb177oqwawkdwbqhldmq6mx,0,72.5,5.4,2024-09-28T13:04:23.545Z,2024-09-28T15:31:48Z,15nwvne76hmc6vgtju60bl7md,J. Okore,,,5246990167,233,14,5246990013,56,Right,5246990015,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726886439,15,1,1,1,12,6wwwud48qahpwrfxs20334qk5,0,18.8,92.9,2024-09-28T13:04:24.240Z,2024-09-28T13:04:26Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5246990263,140,24.6,5246990267,212,7.9,5246990257,3,,5246990259,168,,5246990269,213,0.70,5246990265,141,100.0,5246990261,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726886443,16,5,1,1,13,6wwwud48qahpwrfxs20334qk5,0,28.8,100.7,2024-09-28T13:04:24.810Z,2024-09-28T14:03:42Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5246990271,56,Back,5246990273,347,,5246990585,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726886489,17,5,1,1,13,ajtb177oqwawkdwbqhldmq6mx,1,71.2,-0.7000000000000001,2024-09-28T13:04:24.810Z,2024-09-28T14:03:42Z,15nwvne76hmc6vgtju60bl7md,J. Okore,,,5246990565,233,16,5246990519,56,Right,5246990521,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726886567,18,1,1,1,18,ajtb177oqwawkdwbqhldmq6mx,1,63.7,0.0,2024-09-28T13:04:29.836Z,2024-09-28T13:04:35Z,15nwvne76hmc6vgtju60bl7md,J. Okore,,,5246990989,56,Back,5246990997,213,2.74,5246990993,141,21.3,5246990987,107,,5246990991,140,29.6,5246990995,212,38.9,5246990999,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726886613,19,1,1,1,23,ajtb177oqwawkdwbqhldmq6mx,1,29.6,21.3,2024-09-28T13:04:34.682Z,2024-09-28T13:04:38Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5246991283,141,44.6,5246991287,213,2.22,5246991285,212,19.9,5246991281,140,18.2,5246991279,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726886695,20,1,1,1,28,ajtb177oqwawkdwbqhldmq6mx,1,18.2,49.0,2024-09-28T13:04:39.401Z,2024-09-28T13:04:43Z,9y3vs6l0mjj38z0kw062jlh3p,A. Vaporakis,,,5246991811,56,Back,5246991815,141,16.2,5246991819,213,4.89,5246991817,212,22.7,5246991813,140,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726886725,21,1,1,1,32,ajtb177oqwawkdwbqhldmq6mx,0,22.2,16.2,2024-09-28T13:04:43.273Z,2024-09-28T15:31:58Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5246991989,1,,5246991981,141,37.4,5246991975,155,,5246991979,140,85.4,5246991983,212,67.9,5246991987,213,0.21,5246991977,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726887075,19,1,1,1,49,6wwwud48qahpwrfxs20334qk5,1,8.5,55.7,2024-09-28T13:05:01.257Z,2024-09-28T13:05:05Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5246994175,212,24.9,5246994171,140,19.2,5246994169,56,Back,5246994173,141,23.1,5246994177,213,5.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726887119,20,1,1,1,53,6wwwud48qahpwrfxs20334qk5,1,19.2,15.5,2024-09-28T13:05:05.137Z,2024-09-28T13:05:07Z,dgcbjg2ymgi70yv1n8ugkv02c,A. Andersen,,,5246994423,140,29.7,5246994427,212,13.5,5246994421,56,Back,5246994429,213,5.67,5246994425,141,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726887157,21,1,1,1,55,6wwwud48qahpwrfxs20334qk5,1,29.5,6.5,2024-09-28T13:05:07.145Z,2024-09-28T13:05:10Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5246994643,56,Back,5246994651,213,0.80,5246994647,141,18.8,5246994645,140,37.2,5246994649,212,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726887227,22,1,1,1,58,6wwwud48qahpwrfxs20334qk5,1,38.2,21.2,2024-09-28T13:05:09.857Z,2024-09-28T13:05:14Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5246995047,56,Left,5246995051,141,89.7,5246995055,213,0.92,5246995043,155,,5246995053,212,58.7,5246995045,196,,5246995057,1,,5246995049,140,72.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726887307,23,1,1,2,2,6wwwud48qahpwrfxs20334qk5,1,72.9,89.6,2024-09-28T13:05:14.145Z,2024-09-28T13:05:19Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5246995493,141,73.8,5246995489,56,Center,5246995497,213,5.38,5246995487,3,,5246995491,140,80.9,5246995495,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726887293,22,83,1,2,7,ajtb177oqwawkdwbqhldmq6mx,0,14.1,35.4,2024-09-28T13:05:18.602Z,2024-09-28T13:05:21Z,15nwvne76hmc6vgtju60bl7md,J. Okore,,,5246995679,399,23sc7wc7my7wes6cuaxw1v0no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726887335,24,1,1,2,8,6wwwud48qahpwrfxs20334qk5,0,86.5,67.9,2024-09-28T13:05:19.385Z,2024-09-28T13:05:21Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5246995641,212,18.4,5246995645,213,4.70,5246995639,141,40.9,5246995635,56,Center,5246995637,140,86.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726887391,23,1,1,2,11,ajtb177oqwawkdwbqhldmq6mx,0,14.0,64.5,2024-09-28T13:05:22.530Z,2024-09-28T13:05:24Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5246995905,212,42.7,5246995909,1,,5246995901,140,53.3,5246995903,141,48.2,5246995907,213,6.02,5246995897,157,,5246995899,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726887493,25,1,1,2,13,6wwwud48qahpwrfxs20334qk5,1,47.9,55.1,2024-09-28T13:05:24.313Z,2024-09-28T13:05:30Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5246996469,56,Center,5246996475,212,12.1,5246996471,140,54.5,5246996477,213,5.33,5246996467,3,,5246996473,141,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726887595,26,1,1,2,18,6wwwud48qahpwrfxs20334qk5,1,64.0,34.6,2024-09-28T13:05:29.913Z,2024-09-28T13:05:35Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5246997019,213,1.48,5246997015,141,78.7,5246997011,56,Center,5246997013,140,66.5,5246997017,212,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726887627,27,1,1,2,24,6wwwud48qahpwrfxs20334qk5,1,71.0,71.4,2024-09-28T13:05:35.794Z,2024-09-28T13:05:37Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5246997161,212,6.5,5246997159,141,68.1,5246997155,56,Center,5246997163,213,3.49,5246997157,140,65.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726887655,28,1,1,2,25,6wwwud48qahpwrfxs20334qk5,1,64.2,66.9,2024-09-28T13:05:36.993Z,2024-09-28T13:05:39Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5246997331,212,14.7,5246997327,140,69.7,5246997329,141,86.8,5246997333,213,1.17,5246997325,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726887701,29,1,1,2,27,6wwwud48qahpwrfxs20334qk5,1,69.9,87.1,2024-09-28T13:05:38.809Z,2024-09-28T13:05:41Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5246997563,212,8.9,5246997557,56,Left,5246997561,141,92.3,5246997559,140,77.7,5246997565,213,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726887743,30,1,1,2,30,6wwwud48qahpwrfxs20334qk5,1,77.4,92.6,2024-09-28T13:05:41.377Z,2024-09-28T13:05:44Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5246997795,213,3.08,5246997793,212,14.2,5246997789,141,93.8,5246997785,140,63.9,5246997781,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726887791,31,1,1,2,34,6wwwud48qahpwrfxs20334qk5,1,64.0,94.1,2024-09-28T13:05:45.865Z,2024-09-28T13:05:46Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5246998055,140,42.0,5246998059,212,26.9,5246998061,213,3.68,5246998057,141,73.9,5246998053,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726887815,32,1,1,2,35,6wwwud48qahpwrfxs20334qk5,1,42.0,73.9,2024-09-28T13:05:46.746Z,2024-09-28T13:05:47Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5246998203,213,5.95,5246998197,140,56.2,5246998201,212,15.8,5246998199,141,66.4,5246998195,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726887861,33,1,1,2,36,6wwwud48qahpwrfxs20334qk5,1,56.2,66.4,2024-09-28T13:05:47.641Z,2024-09-28T13:05:49Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5246998461,213,2.54,5246998459,212,20.4,5246998455,140,40.2,5246998453,56,Back,5246998457,141,83.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726887909,34,1,1,2,38,6wwwud48qahpwrfxs20334qk5,1,38.4,86.2,2024-09-28T13:05:49.561Z,2024-09-28T13:05:53Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5246998781,212,28.8,5246998779,141,92.4,5246998775,56,Left,5246998783,213,0.15,5246998777,140,65.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726887915,35,1,1,2,42,6wwwud48qahpwrfxs20334qk5,0,63.4,92.3,2024-09-28T13:05:53.729Z,2024-09-28T13:05:54Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5246998829,56,Left,5246998833,141,92.1,5246998837,213,6.22,5246998835,212,2.1,5246998831,140,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726887957,25,50,1,2,45,ajtb177oqwawkdwbqhldmq6mx,1,29.8,13.2,2024-09-28T13:05:56.666Z,2024-09-28T14:04:09Z,15nwvne76hmc6vgtju60bl7md,J. Okore,,,5246999037,56,Back,5246999041,285,,5246999295,233,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726887985,36,7,1,2,45,6wwwud48qahpwrfxs20334qk5,1,70.2,86.8,2024-09-28T13:05:56.667Z,2024-09-28T14:04:08Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5246999187,56,Left,5246999235,233,25,5246999239,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726888015,38,1,1,2,47,6wwwud48qahpwrfxs20334qk5,1,66.8,86.6,2024-09-28T13:05:58.314Z,2024-09-28T13:06:00Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5246999377,140,59.2,5246999387,213,3.07,5246999375,56,Left,5246999381,141,87.4,5246999385,212,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726888033,39,1,1,2,48,6wwwud48qahpwrfxs20334qk5,1,59.0,87.4,2024-09-28T13:06:00.089Z,2024-09-28T13:08:46Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5246999485,140,58.6,5246999489,212,9.1,5246999483,56,Center,5246999491,213,4.67,5246999487,141,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726888051,40,1,1,2,49,6wwwud48qahpwrfxs20334qk5,1,58.6,74.1,2024-09-28T13:06:01.073Z,2024-09-28T13:10:55Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5246999561,56,Back,5246999569,212,17.2,5246999565,141,75.4,5246999563,140,42.2,5246999573,213,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
